Local time in Gauhati,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,
01.04.2020 09:30,30.0,754.2,758.2,40,Wind blowing from the west-northwest,1,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
01.04.2020 09:00,28.0,754.2,758.2,48,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m,3.0,16.0,
01.04.2020 08:30,27.0,754.2,758.2,54,Wind blowing from the south-west,2,,Haze,,Few clouds (10-30%) 600 m,3.0,17.0,
01.04.2020 08:00,26.0,754.1,758.2,58,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.0,17.0,
01.04.2020 07:30,24.0,754.1,758.2,65,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.0,17.0,
01.04.2020 07:00,23.0,754.1,758.2,69,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,17.0,
01.04.2020 06:30,20.0,753.6,757.7,78,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,16.0,
01.04.2020 05:30,20.0,752.8,756.9,73,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,15.0,
31.03.2020 22:30,24.0,753.6,757.7,57,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
31.03.2020 21:30,24.0,753.6,757.7,57,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.5,15.0,
31.03.2020 21:00,24.0,753.6,757.7,57,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.5,15.0,
31.03.2020 20:30,24.0,753.6,757.7,61,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.5,16.0,
31.03.2020 20:00,25.0,752.8,756.9,57,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m,3.5,16.0,
31.03.2020 19:30,25.0,752.8,756.9,57,Wind blowing from the south-southwest,2,,Haze,,Few clouds (10-30%) 600 m,3.5,16.0,
31.03.2020 19:00,27.0,752.2,756.2,48,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.5,15.0,
31.03.2020 18:30,28.0,752.2,756.2,42,Wind blowing from the south-southeast,2,,Haze,,Few clouds (10-30%) 600 m,3.5,14.0,
31.03.2020 18:00,30.0,752.2,756.2,38,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,4.0,14.0,
31.03.2020 17:30,31.0,751.4,755.4,33,Wind blowing from the north-west,2,,Haze,,Few clouds (10-30%) 600 m,4.0,13.0,
31.03.2020 17:00,34.0,751.5,755.4,24,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m,4.0,11.0,
31.03.2020 16:30,34.0,751.5,755.4,24,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 600 m,4.5,11.0,
31.03.2020 16:00,34.0,750.7,754.6,24,Wind blowing from the west-southwest,3,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
31.03.2020 15:30,34.0,750.7,754.6,23,Wind blowing from the west-southwest,3,,Haze,,Few clouds (10-30%) 600 m,5.0,10.0,
31.03.2020 15:02,34.0,751.5,755.4,23,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,5.0,10.0,
31.03.2020 14:30,34.0,751.5,755.4,24,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
31.03.2020 14:00,34.0,752.3,756.2,26,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,3.5,12.0,
31.03.2020 13:30,34.0,752.3,756.2,26,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,3.0,12.0,
31.03.2020 13:00,34.0,753.0,756.9,28,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,3.0,13.0,
31.03.2020 12:30,34.0,753.0,756.9,28,Wind blowing from the west-northwest,4,,Haze,,Few clouds (10-30%) 600 m,3.0,13.0,
31.03.2020 12:00,33.0,753.7,757.7,32,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,3.0,14.0,
31.03.2020 11:30,32.0,754.2,758.2,33,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 600 m,3.0,14.0,
31.03.2020 11:00,32.0,754.2,758.2,36,Wind blowing from the west-northwest,3,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
31.03.2020 10:30,31.0,754.2,758.2,38,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
31.03.2020 10:00,30.0,755.0,759.0,43,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 600 m,3.0,16.0,
31.03.2020 09:30,30.0,755.0,759.0,40,Wind blowing from the south-southeast,1,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
31.03.2020 09:00,29.0,755.0,759.0,45,Wind blowing from the north-northwest,2,,Haze,,Few clouds (10-30%) 600 m,3.0,16.0,
31.03.2020 08:30,27.0,755.0,759.0,51,Wind blowing from the south-west,2,,Haze,,Few clouds (10-30%) 600 m,3.0,16.0,
31.03.2020 08:00,25.0,754.9,759.0,57,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.0,16.0,
31.03.2020 07:30,24.0,754.9,759.0,61,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,3.0,16.0,
31.03.2020 07:00,22.0,754.9,759.0,73,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,17.0,
31.03.2020 06:30,20.0,754.1,758.2,78,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,16.0,
31.03.2020 06:00,19.0,754.0,758.2,78,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,15.0,
31.03.2020 05:30,19.0,754.0,758.2,83,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m,2.5,16.0,
30.03.2020 23:30,22.0,754.1,758.2,65,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
30.03.2020 23:00,22.0,754.1,758.2,65,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
30.03.2020 22:30,22.0,754.1,758.2,65,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,15.0,
30.03.2020 22:00,23.0,754.1,758.2,61,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,15.0,
30.03.2020 21:30,23.0,754.1,758.2,61,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,15.0,
30.03.2020 21:00,26.0,754.1,758.2,48,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,14.0,
30.03.2020 20:30,27.0,753.7,757.7,42,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,13.0,
30.03.2020 20:00,28.0,753.7,757.7,42,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,14.0,
30.03.2020 19:30,29.0,752.9,756.9,37,Wind blowing from the west-southwest,2,,Haze,,Few clouds (10-30%) 600 m,3.0,13.0,
30.03.2020 19:00,30.0,752.2,756.2,33,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m,4.0,12.0,
30.03.2020 18:30,30.0,752.2,756.2,35,Wind blowing from the west-northwest,2,,Haze,,Few clouds (10-30%) 600 m,4.5,13.0,
30.03.2020 18:00,31.0,751.4,755.4,31,Wind blowing from the east-northeast,2,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
30.03.2020 17:30,32.0,751.4,755.4,29,Wind blowing from the north-northwest,2,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
30.03.2020 17:00,32.0,750.6,754.6,33,Wind blowing from the north-northwest,2,,Haze,,Few clouds (10-30%) 600 m,5.0,14.0,
30.03.2020 16:30,33.0,750.7,754.6,30,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 600 m,5.0,13.0,
30.03.2020 16:00,33.0,750.0,753.9,28,Wind blowing from the west-northwest,4,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
30.03.2020 15:30,34.0,750.0,753.9,28,Wind blowing from the west-northwest,3,,Haze,,Few clouds (10-30%) 600 m,5.0,13.0,
30.03.2020 15:00,34.0,750.0,753.9,26,Wind blowing from the north-northwest,5,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
30.03.2020 14:30,34.0,750.0,753.9,26,Wind blowing from the north-northwest,6,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
30.03.2020 14:00,35.0,750.7,754.6,25,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
30.03.2020 13:30,35.0,750.7,754.6,23,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
30.03.2020 13:00,34.0,751.5,755.4,24,Wind blowing from the west,6,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
30.03.2020 12:30,34.0,751.5,755.4,24,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
30.03.2020 12:00,34.0,752.3,756.2,24,Wind blowing from the north-west,6,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
30.03.2020 11:30,33.0,752.2,756.2,26,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
30.03.2020 11:00,33.0,752.9,756.9,26,Wind blowing from the west,6,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
30.03.2020 10:30,33.0,752.9,756.9,26,Wind blowing from the west-southwest,6,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
30.03.2020 10:00,33.0,753.7,757.7,26,Wind blowing from the south-west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,11.0,
30.03.2020 09:30,32.0,753.7,757.7,29,Wind blowing from the west-southwest,5,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
30.03.2020 09:00,31.0,753.7,757.7,31,Wind blowing from the west-southwest,5,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
30.03.2020 08:30,30.0,753.7,757.7,33,Wind blowing from the west-southwest,5,,Haze,,Few clouds (10-30%) 600 m,4.0,12.0,
30.03.2020 08:00,28.0,753.7,757.7,45,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m,4.0,15.0,
30.03.2020 07:30,26.0,752.8,756.9,51,Wind blowing from the south,2,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
30.03.2020 07:00,25.0,752.8,756.9,54,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.0,15.0,
30.03.2020 06:30,22.0,752.8,756.9,65,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,2.5,15.0,
30.03.2020 06:00,21.0,752.1,756.2,64,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,2.5,14.0,
30.03.2020 05:30,21.0,752.1,756.2,60,Wind blowing from the east,2,,Haze,,Few clouds (10-30%) 600 m,2.0,13.0,
29.03.2020 23:30,25.0,752.1,756.2,51,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m,2.0,14.0,
29.03.2020 23:00,25.0,752.1,756.2,51,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m,2.0,14.0,
29.03.2020 22:30,25.0,752.1,756.2,54,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m,2.0,15.0,
29.03.2020 22:00,25.0,752.1,756.2,54,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m,2.0,15.0,
29.03.2020 21:30,25.0,752.1,756.2,54,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m,2.0,15.0,
29.03.2020 20:30,27.0,752.2,756.2,45,Wind blowing from the south,3,,Haze,,Few clouds (10-30%) 600 m,2.0,14.0,
29.03.2020 19:30,28.0,750.6,754.6,45,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 600 m,2.0,15.0,
29.03.2020 18:30,29.0,749.9,753.9,43,Wind blowing from the west,4,,Widespread dust,,Few clouds (10-30%) 600 m,2.0,15.0,
29.03.2020 18:00,30.0,749.9,753.9,40,Wind blowing from the west,3,,Widespread dust,,Few clouds (10-30%) 600 m,2.0,15.0,
29.03.2020 17:30,31.0,749.9,753.9,38,Wind blowing from the west,4,,Widespread dust,,Few clouds (10-30%) 600 m,2.0,15.0,
29.03.2020 17:00,32.0,749.1,753.1,36,Wind blowing from the west,5,,Widespread dust,,Few clouds (10-30%) 600 m,2.5,15.0,
29.03.2020 16:30,33.0,749.2,753.1,32,Wind blowing from the west,6,,Haze,,Few clouds (10-30%) 600 m,4.0,14.0,
29.03.2020 16:00,34.0,749.2,753.1,28,Wind blowing from the west,6,,Haze,,Few clouds (10-30%) 600 m,4.0,13.0,
29.03.2020 15:30,35.0,749.2,753.1,26,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,13.0,
29.03.2020 15:00,35.0,749.2,753.1,25,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
29.03.2020 14:30,35.0,749.2,753.1,25,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
29.03.2020 14:00,35.0,749.2,753.1,25,Wind blowing from the west,7,,Haze,,Few clouds (10-30%) 600 m,5.0,12.0,
29.03.2020 13:30,35.0,750.0,753.9,26,Wind blowing from the west,6,,Haze,,Few clouds (10-30%) 600 m,5.0,13.0,
29.03.2020 13:00,35.0,750.0,753.9,28,Wind blowing from the west,6,,Haze,,Few clouds (10-30%) 600 m,5.0,14.0,
29.03.2020 12:30,34.0,750.7,754.6,32,Wind blowing from the west,6,,Haze,,Few clouds (10-30%) 600 m,5.0,15.0,
29.03.2020 12:00,34.0,750.7,754.6,34,Wind blowing from the west,6,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
29.03.2020 11:30,33.0,751.4,755.4,36,Wind blowing from the west-northwest,6,,Haze,,Few clouds (10-30%) 600 m,5.0,16.0,
29.03.2020 10:30,32.0,751.4,755.4,41,Wind blowing from the west,6,,Haze,,Few clouds (10-30%) 600 m,5.0,17.0,
29.03.2020 10:00,31.0,752.2,756.2,43,Wind blowing from the west-northwest,7,,Haze,,Few clouds (10-30%) 600 m,5.0,17.0,
29.03.2020 09:30,31.0,752.2,756.2,43,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,17.0,
29.03.2020 09:00,30.0,751.4,755.4,46,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,5.0,17.0,
29.03.2020 08:30,30.0,751.4,755.4,46,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,5.0,17.0,
29.03.2020 08:00,29.0,751.4,755.4,45,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,4.0,16.0,
29.03.2020 07:30,29.0,751.4,755.4,45,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 600 m,3.0,16.0,
29.03.2020 07:00,28.0,750.6,754.6,48,Wind blowing from the west-southwest,3,,Haze,,Few clouds (10-30%) 600 m,3.0,16.0,
29.03.2020 06:30,27.0,750.6,754.6,51,Wind blowing from the south-west,3,,Haze,,Few clouds (10-30%) 600 m,3.0,16.0,
29.03.2020 06:00,27.0,749.9,753.9,48,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 600 m,2.0,15.0,
29.03.2020 05:30,26.0,749.9,753.9,51,Wind blowing from the south-southwest,4,,Haze,,Few clouds (10-30%) 540 m  scattered clouds (40-50%) 3000 m,1.5,15.0,
28.03.2020 23:30,29.0,750.6,754.6,45,Wind blowing from the south-southwest,5,,Haze,,Few clouds (10-30%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,1.5,16.0,
28.03.2020 22:30,29.0,750.6,754.6,48,Wind blowing from the south,4,,Haze,,Few clouds (10-30%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,1.5,17.0,
28.03.2020 21:30,30.0,750.6,754.6,46,Wind blowing from the south-southwest,5,,Haze,,Few clouds (10-30%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,1.5,17.0,
28.03.2020 20:30,28.0,749.9,753.9,62,Wind blowing from the west-southwest,3,,Haze,,Few clouds (10-30%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,1.5,20.0,
28.03.2020 19:30,29.0,749.1,753.1,62,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,1.5,21.0,
28.03.2020 18:30,30.0,748.3,752.3,59,Wind blowing from the west,2,,Widespread dust,,Few clouds (10-30%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,1.5,21.0,
28.03.2020 18:00,31.0,748.3,752.3,55,Wind blowing from the south-west,2,,Widespread dust,,Few clouds (10-30%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,1.5,21.0,
28.03.2020 17:30,32.0,747.7,751.6,52,Wind blowing from the west,3,,Widespread dust,,Few clouds (10-30%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,1.5,21.0,
28.03.2020 17:00,33.0,747.7,751.6,49,Wind blowing from the west,4,,Widespread dust,,Few clouds (10-30%) 540 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,1.5,21.0,
28.03.2020 16:30,34.0,747.7,751.6,49,Wind blowing from the west,5,,Widespread dust,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,2.0,22.0,
28.03.2020 16:00,34.0,747.7,751.6,47,Wind blowing from the west,6,,Haze,,Few clouds (10-30%) 600 m  few clouds (10-30%) 750 m  cumulonimbus clouds   scattered clouds (40-50%) 3000 m,3.0,21.0,
28.03.2020 15:30,36.0,747.7,751.6,39,Wind blowing from the west,5,,Haze,,Few clouds (10-30%) 600 m,4.0,20.0,
28.03.2020 15:00,36.0,748.4,752.3,37,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,4.0,19.0,
28.03.2020 14:30,36.0,748.4,752.3,37,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,3.5,19.0,
28.03.2020 14:00,36.0,749.2,753.1,37,Wind blowing from the west,4,,Haze,,Few clouds (10-30%) 600 m,3.5,19.0,
28.03.2020 13:30,35.0,749.2,753.1,39,Wind blowing from the west,3,,Haze,,Few clouds (10-30%) 600 m,3.5,19.0,
28.03.2020 13:00,35.0,750.0,753.9,39,Wind blowing from the west-northwest,4,,Haze,,Few clouds (10-30%) 600 m,3.5,19.0,
28.03.2020 12:30,35.0,750.7,754.6,39,Wind blowing from the west-northwest,5,,Haze,,Few clouds (10-30%) 600 m,3.5,19.0,
28.03.2020 12:00,34.0,750.7,754.6,41,Wind blowing from the west-southwest,3,,Haze,,Few clouds (10-30%) 600 m,3.5,19.0,
28.03.2020 11:30,34.0,751.5,755.4,41,Wind blowing from the north-west,4,,Haze,,Few clouds (10-30%) 600 m,3.5,19.0,
28.03.2020 11:28,34.0,751.5,755.4,41,Wind blowing from the north-west,4,,Haze,,Few clouds (10-30%) 600 m,3.5,19.0,
28.03.2020 11:00,33.0,752.2,756.2,44,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m,3.5,19.0,
28.03.2020 10:30,32.0,752.2,756.2,49,Wind blowing from the west,1,,Haze,,Few clouds (10-30%) 600 m,3.5,20.0,
28.03.2020 10:00,32.0,752.9,756.9,49,Wind blowing from the north-northwest,3,,Haze,,Few clouds (10-30%) 600 m,3.5,20.0,
28.03.2020 09:30,31.0,752.9,756.9,55,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.5,21.0,
28.03.2020 09:00,31.0,752.9,756.9,59,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,3.5,22.0,
28.03.2020 08:30,30.0,752.9,756.9,62,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,22.0,
28.03.2020 08:27,30.0,752.9,756.9,62,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,22.0,
28.03.2020 08:00,28.0,752.9,756.9,66,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,21.0,
28.03.2020 07:30,26.0,752.8,756.9,74,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,21.0,
28.03.2020 07:00,26.0,752.8,756.9,74,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,2.5,21.0,
28.03.2020 06:30,24.0,752.1,756.2,78,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,2.5,20.0,
28.03.2020 05:30,23.0,752.1,756.2,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,2.5,20.0,
27.03.2020 22:30,27.0,753.7,757.7,74,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,3.0,22.0,
27.03.2020 21:30,27.0,753.7,757.7,70,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,3.0,21.0,
27.03.2020 20:30,27.0,753.7,757.7,74,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,3.5,22.0,
27.03.2020 19:30,28.0,752.9,756.9,70,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,3.5,22.0,
27.03.2020 18:30,30.0,752.9,756.9,59,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,21.0,
27.03.2020 18:00,31.0,752.2,756.2,52,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
27.03.2020 17:30,32.0,752.2,756.2,49,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
27.03.2020 17:00,32.0,752.2,756.2,49,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
27.03.2020 16:30,33.0,752.2,756.2,44,Wind blowing from the north-northwest,2,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,19.0,
27.03.2020 16:00,33.0,752.2,756.2,44,Wind blowing from the west,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,19.0,
27.03.2020 15:30,33.0,752.2,756.2,44,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,19.0,
27.03.2020 15:00,34.0,752.3,756.2,41,Wind blowing from the north-northwest,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,19.0,
27.03.2020 14:30,34.0,752.3,756.2,41,Wind blowing from the north-northwest,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,19.0,
27.03.2020 14:00,34.0,752.3,756.2,41,Wind blowing from the west-northwest,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,19.0,
27.03.2020 13:30,34.0,753.0,756.9,41,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,3.0,19.0,
27.03.2020 13:00,34.0,753.0,756.9,34,Wind blowing from the north-east,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,16.0,
27.03.2020 12:30,33.0,753.7,757.7,46,Wind blowing from the north,4,,Haze,,Few clouds (10-30%) 600 m,2.5,20.0,
27.03.2020 12:00,33.0,753.7,757.7,46,Wind blowing from the north-east,3,,Haze,,Few clouds (10-30%) 600 m,2.5,20.0,
27.03.2020 11:30,32.0,754.2,758.2,46,Wind blowing from the west-northwest,3,,Haze,,Few clouds (10-30%) 600 m,2.5,19.0,
27.03.2020 11:00,31.0,754.2,758.2,52,Wind blowing from the north,3,,Haze,,Few clouds (10-30%) 600 m,2.5,20.0,
27.03.2020 10:30,31.0,755.0,759.0,52,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 600 m,2.5,20.0,
27.03.2020 10:00,30.0,755.0,759.0,59,Wind blowing from the north,2,,Haze,,Few clouds (10-30%) 600 m,2.5,21.0,
27.03.2020 09:30,29.0,755.0,759.0,58,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,2.5,20.0,
27.03.2020 08:30,26.0,754.9,759.0,74,Calm  no wind,0,,Haze,,Few clouds (10-30%) 600 m,2.5,21.0,
27.03.2020 07:30,24.0,754.9,759.0,83,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,21.0,
27.03.2020 06:30,22.0,754.1,758.2,88,Calm  no wind,0,,Mist,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,2.5,20.0,
27.03.2020 05:30,22.0,753.6,757.7,83,Calm  no wind,0,,Mist,,Scattered clouds (40-50%) 540 m  broken clouds (60-90%) 3000 m,2.5,19.0,
26.03.2020 21:30,25.0,754.1,758.2,74,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,3.5,20.0,
26.03.2020 20:30,25.0,754.1,758.2,74,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,3.5,20.0,
26.03.2020 19:30,27.0,752.9,756.9,66,Wind blowing from the south-southwest,2,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
26.03.2020 19:00,28.0,752.9,756.9,62,Calm  no wind,0,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,20.0,
26.03.2020 18:30,29.0,752.9,756.9,55,Wind blowing from the west,1,,Haze,,Scattered clouds (40-50%) 600 m  broken clouds (60-90%) 3000 m,4.0,19.0,
26.03.2020 18:00,30.0,752.9,756.9,52,Wind blowing from the west,1,,Haze,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,4.0,19.0,
26.03.2020 17:30,30.0,752.2,756.2,52,Wind blowing from the west,1,,Haze,,Few clouds (10-30%) 600 m  broken clouds (60-90%) 3000 m,4.0,19.0,
26.03.2020 17:00,31.0,752.2,756.2,46,Wind blowing from the west-northwest,2,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.0,18.0,
26.03.2020 16:30,32.0,752.2,756.2,43,Wind blowing from the north-west,3,,Haze,,Few clouds (10-30%) 600 m  scattered clouds (40-50%) 3000 m,4.5,18.0,
