Local time in Yingkou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.03.2020 05:00,-5.3,770.2,770.6,,82,Wind blowing from the north,3,,10,, ,,,-5.3,4.2,,,,,,24.0,-8.0,No precipitation,6,,,,
04.03.2020 02:00,-3.3,769.5,769.9,0.8,80,Wind blowing from the north,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,4.2,,,2500 or more  or no clouds.,,,15.0,-6.3,3.0,12,,,,
03.03.2020 23:00,-2.3,768.7,769.1,,86,Wind blowing from the north-northwest,6,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-3.2,4.2,,,,,,7.0,-4.3,No precipitation,6,,,,
03.03.2020 20:00,-2.7,767.6,768.1,2.0,91,Wind blowing from the north-northwest,2,,8,100%.,Mist. ,Snow and/or other types of solid precipitation,Rain.,-3.6,4.2,,,2500 or more  or no clouds.,,,5.0,-4.0,5.0,12,,,,
03.03.2020 17:00,0.1,765.6,766.0,,97,Calm  no wind,0,,,100%.,Rain and snow or ice pellets not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,-3.6,4.2,,,2500 or more  or no clouds.,,,3.6,-0.3,5.0,6,,,,
03.03.2020 14:00,0.8,764.3,764.8,-1.4,96,Wind blowing from the north-east,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-3.6,4.2,,,2500 or more  or no clouds.,,,3.6,0.2,2.0,12,,,,
03.03.2020 11:00,1.3,765.7,766.1,,80,Wind blowing from the west,3,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,4.2,,,2500 or more  or no clouds.,,,5.0,-1.8,No precipitation,6,,,,
03.03.2020 08:00,2.7,766.2,766.6,-1.3,48,Wind blowing from the south-southeast,3,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,3.1,,,1500-2000,,,22.0,-7.2,No precipitation,12,,,,
03.03.2020 05:00,-0.7,767.5,768.0,,77,Wind blowing from the west,0,,5,, ,,,-4.8,3.1,,,,,,12.0,-4.2,No precipitation,6,,,,
03.03.2020 02:00,-0.7,768.1,768.6,-1.0,72,Wind blowing from the south-southeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,3.1,,,2500 or more  or no clouds.,,,22.0,-5.1,No precipitation,12,,,,
02.03.2020 23:00,-3.2,769.1,769.6,,86,Wind blowing from the south-southeast,1,,,, ,,,-5.0,3.1,,,,,,20.0,-5.2,No precipitation,6,,,,
02.03.2020 20:00,-2.1,769.3,769.8,0.5,83,Wind blowing from the south,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,3.1,,,,,,26.0,-4.6,No precipitation,12,,,,
02.03.2020 17:00,1.0,768.8,769.3,,59,Wind blowing from the west,2,,7,no clouds, ,,,-5.0,3.1,,,,,,30.0,-6.1,No precipitation,6,,,,
02.03.2020 14:00,1.7,769.8,770.2,-1.6,52,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,3.6,,,,,,30.0,-7.3,No precipitation,12,,,,
02.03.2020 11:00,1.3,771.4,771.9,,42,Calm  no wind,0,,,no clouds, ,,,-5.0,4.6,,,,,,30.0,-10.2,No precipitation,6,,,,
02.03.2020 08:00,-1.9,771.2,771.7,0.6,60,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,4.6,,,,,,30.0,-8.8,No precipitation,12,,,,
02.03.2020 05:00,-4.2,770.6,771.1,,72,Wind blowing from the north-west,3,,7,, ,,,-5.0,4.6,,,,,,30.0,-8.5,No precipitation,6,,,,
02.03.2020 02:00,-2.9,770.0,770.5,0.6,68,Wind blowing from the north,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,4.6,,,2500 or more  or no clouds.,,,30.0,-8.0,No precipitation,12,,,,
01.03.2020 23:00,-3.3,769.4,769.9,,86,Wind blowing from the north-northwest,2,,,, ,,,-3.3,4.6,,,,,,17.0,-5.3,No precipitation,6,,,,
01.03.2020 20:00,-0.2,768.7,769.1,2.0,74,Wind blowing from the north,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,4.6,,,1500-2000,,,18.0,-4.3,No precipitation,12,,,,
01.03.2020 17:00,2.5,766.7,767.2,,53,Wind blowing from the north-northwest,5,,9,90  or more  but not 100%, ,,,-1.6,4.6,,,1500-2000,,,19.0,-6.1,No precipitation,6,,,,
01.03.2020 14:00,3.6,766.2,766.6,-0.5,47,Wind blowing from the north,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,4.6,,,1500-2000,,,24.0,-6.9,No precipitation,12,,,,
01.03.2020 11:00,3.3,766.7,767.2,,46,Wind blowing from the north-east,5,,8,40%., ,,,-1.6,3.4,,,1500-2000,,,24.0,-7.2,No precipitation,6,,,,
01.03.2020 08:00,-0.2,767.1,767.5,0.5,69,Wind blowing from the north-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,2.4,,,1500-2000,,,17.0,-5.2,No precipitation,12,,,,
01.03.2020 05:00,-1.2,766.6,767.0,,76,Wind blowing from the north-east,3,,,, ,,,,,,,,,,14.0,-4.9,,,,,,
01.03.2020 02:00,-0.9,766.6,767.0,,73,Wind blowing from the north-northeast,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.9,2.4,,,2500 or more  or no clouds.,,,19.0,-5.1,No precipitation,12,,,,
29.02.2020 20:00,0.7,766.0,766.5,0.6,69,Wind blowing from the north-east,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,2.4,,,1500-2000,,,21.0,-4.5,No precipitation,12,,,,
29.02.2020 17:00,0.8,765.4,765.9,,79,Wind blowing from the north-east,5,,,100%., ,,,,,,,1500-2000,,,21.0,-2.4,,,,,,
29.02.2020 14:00,1.8,765.4,765.9,-0.9,84,Wind blowing from the east-northeast,4,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,2.9,,,1500-2000,,,4.0,-0.6,No precipitation,12,,,,
29.02.2020 11:00,1.0,766.3,766.7,,92,Wind blowing from the north-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,,,,1500-2000,,,2.5,-0.2,No precipitation,6,,,,
29.02.2020 08:00,0.4,766.0,766.4,0.9,95,Wind blowing from the east-northeast,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,,,,1500-2000,,,2.9,-0.3,No precipitation,12,,,,
29.02.2020 05:00,0.1,765.1,765.6,,96,Wind blowing from the east-northeast,2,,6,,Mist. ,,,-0.8,3.9,,,,,,2.4,-0.5,No precipitation,6,,,,
29.02.2020 02:00,0.1,765.1,765.5,0.0,97,Wind blowing from the east-northeast,0,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,3.9,,,2500 or more  or no clouds.,,,3.3,-0.3,No precipitation,12,,,,
28.02.2020 23:00,-0.2,765.1,765.6,,97,Wind blowing from the west,2,,,,Mist. ,,,-0.8,3.9,,,,,,3.3,-0.6,No precipitation,6,,,,
28.02.2020 20:00,0.0,765.0,765.4,1.1,95,Wind blowing from the west-southwest,2,,13,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,3.9,,,1500-2000,,,3.4,-0.7,No precipitation,12,,,,
28.02.2020 17:00,2.4,763.9,764.4,,83,Wind blowing from the south-west,4,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,10.0,-0.2,,,,,,
28.02.2020 14:00,2.6,763.9,764.4,-0.9,85,Wind blowing from the south-west,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,11.0,0.3,No precipitation,12,,,,
28.02.2020 11:00,2.4,764.8,765.2,,84,Wind blowing from the south-west,6,,12,90  or more  but not 100%, ,,,,,,,1500-2000,,,14.0,0.0,No precipitation,6,,,,
28.02.2020 08:00,2.6,764.2,764.6,-0.6,50,Wind blowing from the south-southwest,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,6.6,,,2500 or more  or no clouds.,,,30.0,-6.8,No precipitation,12,,,,
28.02.2020 05:00,2.2,764.8,765.2,,45,Wind blowing from the south-southwest,5,,9,, ,,,,6.6,,,,,,30.0,-8.5,No precipitation,6,,,,
28.02.2020 02:00,2.2,766.6,767.1,-1.5,37,Wind blowing from the south-southwest,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,6.6,,,2500 or more  or no clouds.,,,30.0,-11.0,No precipitation,12,,,,
27.02.2020 23:00,2.4,768.1,768.5,,38,Wind blowing from the south,4,,,, ,,,-5.0,6.6,,,,,,28.0,-10.5,No precipitation,6,,,,
27.02.2020 20:00,-0.2,769.7,770.2,-0.5,63,Wind blowing from the south,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,6.6,,,,,,18.0,-6.4,No precipitation,12,,,,
27.02.2020 17:00,1.6,770.2,770.7,,61,Wind blowing from the west-southwest,3,,6,90  or more  but not 100%, ,,,-5.0,6.6,,,1500-2000,,,20.0,-5.3,No precipitation,6,,,,
27.02.2020 14:00,5.7,771.6,772.0,-2.6,26,Wind blowing from the south-southeast,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,5.8,,,2500 or more  or no clouds.,,,29.0,-12.3,No precipitation,12,,,,
27.02.2020 11:00,3.4,774.2,774.7,,35,Wind blowing from the north-northeast,3,,4,90  or more  but not 100%, ,,,-5.0,3.6,,,2500 or more  or no clouds.,,,19.0,-10.6,No precipitation,6,,,,
27.02.2020 08:00,-1.6,775.1,775.6,0.1,58,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.0,3.6,,,,,,8.0,-8.8,No precipitation,12,,,,
27.02.2020 05:00,-3.5,775.0,775.5,,59,Wind blowing from the north-east,2,,8,, ,,,-4.8,3.6,,,,,,20.0,-10.4,No precipitation,6,,,,
27.02.2020 02:00,-3.9,775.3,775.7,0.1,64,Wind blowing from the north-northeast,0,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,3.6,,,2500 or more  or no clouds.,,,24.0,-9.7,No precipitation,12,,,,
26.02.2020 23:00,-2.2,775.2,775.6,,53,Wind blowing from the east-northeast,1,,,, ,,,-4.1,3.6,,,,,,25.0,-10.5,No precipitation,6,,,,
26.02.2020 20:00,-0.4,774.8,775.3,0.8,46,Wind blowing from the north-east,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,3.6,,,,,,30.0,-10.6,No precipitation,12,,,,
26.02.2020 17:00,2.2,774.0,774.4,,39,Wind blowing from the north-northeast,6,,14,no clouds, ,,,-4.1,3.6,,,,,,30.0,-10.6,No precipitation,6,,,,
26.02.2020 14:00,3.1,773.5,774.0,-0.7,39,Wind blowing from the north-northeast,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,3.3,,,,,,30.0,-9.8,No precipitation,12,,,,
26.02.2020 11:00,0.8,774.2,774.7,,43,Wind blowing from the north-northeast,9,,14,no clouds, ,,,-4.1,3.2,,,,,,30.0,-10.4,No precipitation,6,,,,
26.02.2020 08:00,-3.0,773.6,774.1,1.6,64,Wind blowing from the north-northeast,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,3.2,,,,,,30.0,-9.0,No precipitation,12,,,,
26.02.2020 05:00,-3.4,772.0,772.5,,69,Wind blowing from the north-northeast,5,,11,, ,,,-3.4,3.2,,,,,,30.0,-8.3,No precipitation,6,,,,
26.02.2020 02:00,-2.3,771.6,772.0,1.7,66,Wind blowing from the north,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,3.2,,,2500 or more  or no clouds.,,,30.0,-7.8,No precipitation,12,,,,
25.02.2020 23:00,-0.8,769.9,770.4,,59,Wind blowing from the north-northeast,6,,,, ,,,-0.8,3.2,,,,,,23.0,-8.0,No precipitation,6,,,,
25.02.2020 20:00,0.5,768.8,769.3,1.0,55,Wind blowing from the north-northeast,6,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,3.2,,,1500-2000,,,28.0,-7.5,No precipitation,12,,,,
25.02.2020 17:00,2.5,767.8,768.2,,52,Wind blowing from the north-northeast,5,,11,100%., ,,,0.1,5.1,,,1500-2000,,,30.0,-6.4,No precipitation,6,,,,
25.02.2020 14:00,2.6,766.8,767.2,-0.4,50,Wind blowing from the north-northeast,6,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,,,,1500-2000,,,30.0,-6.8,No precipitation,12,,,,
25.02.2020 11:00,2.1,767.2,767.7,,53,Wind blowing from the north-east,5,,11,100%., ,,,0.1,,,,1500-2000,,,30.0,-6.7,No precipitation,6,,,,
25.02.2020 08:00,1.1,766.6,767.1,0.8,65,Wind blowing from the north-northeast,7,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,,,,1500-2000,,,30.0,-4.9,No precipitation,12,,,,
25.02.2020 05:00,0.2,765.8,766.3,,72,Wind blowing from the north-northeast,5,,9,, ,,,-0.6,7.1,,,,,,29.0,-4.4,No precipitation,6,,,,
25.02.2020 02:00,0.8,766.1,766.6,0.1,67,Wind blowing from the north-east,5,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,7.1,,,2500 or more  or no clouds.,,,25.0,-4.8,No precipitation,12,,,,
24.02.2020 23:00,1.2,766.0,766.5,,68,Wind blowing from the north-east,4,,,, ,,,-0.6,7.1,,,,,,24.0,-4.2,No precipitation,6,,,,
24.02.2020 20:00,2.3,766.7,767.2,0.8,63,Wind blowing from the north-east,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,7.1,,,1500-2000,,,25.0,-4.0,No precipitation,12,,,,
24.02.2020 17:00,5.1,765.9,766.3,,65,Wind blowing from the north-east,4,,10,100%., ,,,-0.6,7.1,,,1500-2000,,,13.0,-1.1,No precipitation,6,,,,
24.02.2020 14:00,6.9,766.2,766.6,-1.3,62,Wind blowing from the east-northeast,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,6.9,,,,,,12.0,0.1,No precipitation,12,,,,
24.02.2020 11:00,4.8,767.5,767.9,,72,Wind blowing from the east-northeast,6,,10,no clouds, ,,,-0.6,6.6,,,,,,8.0,0.2,No precipitation,6,,,,
24.02.2020 08:00,1.3,767.0,767.5,1.5,91,Wind blowing from the east-northeast,3,,11,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,6.6,,,,,,5.0,0.0,No precipitation,12,,,,
24.02.2020 05:00,0.0,765.5,766.0,,88,Wind blowing from the north-west,1,,11,,Mist. ,,,-0.3,6.6,,,,,,6.0,-1.7,No precipitation,6,,,,
24.02.2020 02:00,4.5,764.8,765.3,0.5,72,Wind blowing from the south-southwest,4,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.6,,,2500 or more  or no clouds.,,,20.0,-0.1,No precipitation,12,,,,
23.02.2020 23:00,5.2,764.3,764.8,,67,Wind blowing from the south,4,,,, ,,,,6.6,,,,,,25.0,-0.6,No precipitation,6,,,,
23.02.2020 20:00,6.1,764.0,764.5,1.0,53,Wind blowing from the south,4,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,6.6,,,,,,30.0,-2.8,No precipitation,12,,,,
