Local time in Chengde (weather station 54423),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 02:00,-5.5,732.5,772.4,0.2,67,Wind blowing from the east,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,5.0,,,2500 or more  or no clouds.,,,23.0,-10.8,No precipitation,12,,,,
01.03.2020 23:00,-3.6,732.3,772.0,,54,Wind blowing from the north-east,0,,16,, ,,,-3.6,5.0,,,,,,26.0,-11.6,No precipitation,6,,,,
01.03.2020 20:00,-0.5,731.5,771.3,1.5,37,Wind blowing from the north-northwest,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,5.0,,,,,,30.0,-13.7,No precipitation,12,,,,
01.03.2020 17:00,2.5,730.0,769.4,,31,Wind blowing from the north,2,,16,40%., ,,,-2.4,5.0,,,600-1000,,,30.0,-12.9,No precipitation,6,,,,
01.03.2020 14:00,3.4,729.1,768.4,-0.1,31,Wind blowing from the north-northwest,6,,,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,5.0,,,600-1000,,,30.0,-12.1,No precipitation,12,,,,
01.03.2020 11:00,2.8,729.2,768.5,,43,Wind blowing from the north-northwest,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,3.3,,,600-1000,,,20.0,-8.8,No precipitation,6,,,,
01.03.2020 08:00,-2.0,728.9,768.5,1.0,98,Wind blowing from the north-east,1,,4,100%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-2.4,1.4,,,2500 or more  or no clouds.,,,0.2,-2.3,0.5,12,,,,
01.03.2020 05:00,0.3,727.9,767.3,,90,Wind blowing from the west,2,,4,,Mist. ,,,,1.4,,,,,,4.5,-1.1,0.2,6,,,,
01.03.2020 02:00,0.7,727.9,767.2,0.3,97,Wind blowing from the west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.4,,,2500 or more  or no clouds.,,,2.0,0.3,0.9,12,,,,
29.02.2020 23:00,0.5,727.6,766.9,,95,Wind blowing from the west,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,,1.4,,,,,,1.1,-0.2,0.7,6,,,,
29.02.2020 20:00,0.8,726.9,766.3,1.0,95,Wind blowing from the south-west,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,-2.6,3.2,,,2500 or more  or no clouds.,,,1.5,0.1,0.4,12,,,,
29.02.2020 17:00,1.0,725.9,765.4,,94,Wind blowing from the west-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,,,,2500 or more  or no clouds.,,,1.2,0.1,No precipitation,6,,,,
29.02.2020 14:00,1.2,725.6,765.0,-0.5,87,Wind blowing from the south,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,,,,2500 or more  or no clouds.,,,2.1,-0.7,No precipitation,12,,,,
29.02.2020 11:00,1.1,726.1,765.4,,73,Wind blowing from the east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,,,,2500 or more  or no clouds.,,,4.8,-3.2,No precipitation,6,,,,
29.02.2020 08:00,-0.7,725.5,764.6,1.1,78,Wind blowing from the north-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,9.0,,,2500 or more  or no clouds.,,,4.7,-4.1,No precipitation,12,,,,
29.02.2020 05:00,-1.9,724.4,763.3,,82,Calm  no wind,0,,,,Mist. ,,,-3.7,9.0,,,,,,4.4,-4.6,No precipitation,6,,,,
29.02.2020 02:00,-1.6,725.2,764.0,0.2,81,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,9.0,,,2500 or more  or no clouds.,,,4.6,-4.4,No precipitation,12,,,,
28.02.2020 23:00,-0.4,725.0,764.1,,75,Wind blowing from the east-southeast,1,,,,Mist. ,,,-3.7,9.0,,,,,,4.7,-4.3,No precipitation,6,,,,
28.02.2020 20:00,3.0,724.3,763.5,0.6,60,Wind blowing from the south,0,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,9.0,,,2500 or more  or no clouds.,,,6.0,-4.2,No precipitation,12,,,,
28.02.2020 17:00,7.7,723.7,762.7,,41,Wind blowing from the south,2,,6,no clouds, ,,,-3.7,9.0,,,,,,10.0,-5.0,No precipitation,6,,,,
28.02.2020 14:00,8.3,724.4,763.2,-1.6,38,Wind blowing from the south-southeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,8.4,,,,,,8.0,-5.2,No precipitation,12,,,,
28.02.2020 11:00,3.7,726.0,765.1,,48,Wind blowing from the east,2,,3,60%., ,,,-3.7,5.5,,,2500 or more  or no clouds.,,,10.0,-6.3,No precipitation,6,,,,
28.02.2020 08:00,-2.3,726.1,765.4,-0.1,73,Wind blowing from the south-southeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.5,,,2500 or more  or no clouds.,,,8.0,-6.5,No precipitation,12,,,,
28.02.2020 05:00,-3.1,726.2,765.5,,74,Wind blowing from the south-southeast,1,,5,, ,,,-4.6,5.5,,,,,,10.0,-7.2,No precipitation,6,,,,
28.02.2020 02:00,-1.7,727.8,767.0,-1.3,63,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,5.5,,,2500 or more  or no clouds.,,,12.0,-7.8,No precipitation,12,,,,
27.02.2020 23:00,0.3,729.1,768.5,,55,Wind blowing from the south-southwest,1,,5,, ,,,-4.6,5.5,,,,,,11.0,-7.9,No precipitation,6,,,,
27.02.2020 20:00,1.6,730.2,769.9,-0.5,54,Wind blowing from the west-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,5.5,,,1000-1500,,,12.0,-6.7,No precipitation,12,,,,
27.02.2020 17:00,3.6,730.7,770.3,,43,Wind blowing from the north-west,2,,5,100%., ,,,-4.6,6.0,,,1000-1500,,,12.0,-7.8,No precipitation,6,,,,
27.02.2020 14:00,4.8,731.8,771.4,-3.0,44,Wind blowing from the south-west,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,7.2,,,1000-1500,,,10.0,-6.4,No precipitation,12,,,,
27.02.2020 11:00,1.8,734.8,774.5,,52,Wind blowing from the south-west,1,,2,90  or more  but not 100%, ,,,-4.6,7.2,,,1000-1500,,,12.0,-7.0,No precipitation,6,,,,
27.02.2020 08:00,-4.0,735.6,775.6,0.2,72,Wind blowing from the north,0,,2,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,7.2,,,2500 or more  or no clouds.,,,11.0,-8.3,No precipitation,12,,,,
27.02.2020 05:00,-3.4,735.4,775.0,,65,Wind blowing from the east-northeast,1,,,, ,,,-3.4,7.2,,,,,,15.0,-9.2,No precipitation,6,,,,
27.02.2020 02:00,-2.4,735.9,775.5,-0.3,67,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,7.2,,,2500 or more  or no clouds.,,,13.0,-7.7,No precipitation,12,,,,
26.02.2020 23:00,-1.0,736.2,775.9,,64,Wind blowing from the north-east,0,,6,, ,,,-1.1,7.2,,,,,,10.0,-7.1,No precipitation,6,,,,
26.02.2020 20:00,2.1,735.3,775.0,0.9,48,Wind blowing from the north-northeast,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,7.2,,,,,,14.0,-8.0,No precipitation,12,,,,
26.02.2020 17:00,6.0,734.4,773.8,,34,Wind blowing from the south,2,,6,10%  or less  but not 0, ,,,-0.6,7.2,,,600-1000,,,24.0,-8.7,No precipitation,6,,,,
26.02.2020 14:00,6.8,734.5,773.8,-1.3,33,Wind blowing from the east-southeast,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,6.8,,,600-1000,,,21.0,-8.3,No precipitation,12,,,,
26.02.2020 11:00,4.4,735.8,775.3,,36,Wind blowing from the east,2,,4,40%., ,,,-0.6,5.6,,,2500 or more  or no clouds.,,,26.0,-9.4,No precipitation,6,,,,
26.02.2020 08:00,-0.1,735.6,775.4,1.8,47,Wind blowing from the south,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,,,,1000-1500,,,22.0,-10.3,No precipitation,12,,,,
26.02.2020 05:00,-0.4,733.8,773.2,,48,Wind blowing from the north-northeast,1,,4,, ,,,-0.4,5.6,,,,,,23.0,-10.1,No precipitation,6,,,,
26.02.2020 02:00,0.5,733.1,772.5,0.9,45,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,5.6,,,2500 or more  or no clouds.,,,16.0,-10.1,No precipitation,12,,,,
25.02.2020 23:00,0.5,732.2,771.6,,49,Wind blowing from the north-east,1,,7,, ,,,0.5,5.6,,,,,,14.0,-9.0,No precipitation,6,,,,
25.02.2020 20:00,1.0,730.9,770.2,1.7,45,Wind blowing from the north-east,0,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,5.8,,,2500 or more  or no clouds.,,,23.0,-9.6,No precipitation,12,,,,
25.02.2020 17:00,4.4,729.2,768.1,,31,Wind blowing from the north-east,3,,9,20–30%., ,,,3.1,7.1,,,2500 or more  or no clouds.,,,30.0,-11.3,No precipitation,6,,,,
25.02.2020 14:00,4.8,729.1,767.9,-0.5,29,Wind blowing from the south,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,7.1,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,12,,,,
25.02.2020 11:00,3.6,729.6,768.5,,30,Wind blowing from the east,5,,9,100%., ,,,3.1,7.1,,,1000-1500,,,30.0,-12.4,No precipitation,6,,,,
25.02.2020 08:00,3.2,728.8,767.6,1.2,26,Wind blowing from the east-southeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.1,,,1000-1500,,,30.0,-14.5,No precipitation,12,,,,
25.02.2020 05:00,3.7,727.6,766.3,,27,Wind blowing from the east-southeast,3,,,, ,,,,7.1,,,,,,30.0,-13.6,No precipitation,6,,,,
25.02.2020 02:00,4.2,727.8,766.4,0.2,33,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.1,,,2500 or more  or no clouds.,,,29.0,-10.6,No precipitation,12,,,,
24.02.2020 23:00,5.1,727.6,766.3,,33,Wind blowing from the east,2,,6,, ,,,,7.1,,,,,,27.0,-9.8,No precipitation,6,,,,
24.02.2020 20:00,5.8,727.1,766.3,1.0,35,Wind blowing from the east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,7.1,,,1000-1500,,,19.0,-8.8,No precipitation,12,,,,
24.02.2020 17:00,6.7,726.1,765.2,,35,Wind blowing from the east-northeast,2,,3,100%., ,,,-4.3,9.4,,,1000-1500,,,12.0,-7.7,No precipitation,6,,,,
24.02.2020 14:00,7.0,726.4,765.5,-1.2,39,Wind blowing from the north,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,10.9,,,1000-1500,,,11.0,-6.3,No precipitation,12,,,,
24.02.2020 11:00,3.8,727.6,766.7,,46,Wind blowing from the east-northeast,1,,2,70 – 80%., ,,,-4.3,10.9,,,2500 or more  or no clouds.,,,12.0,-6.8,No precipitation,6,,,,
24.02.2020 08:00,-3.4,728.0,767.4,1.0,75,Wind blowing from the north-northeast,1,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,10.9,,,2500 or more  or no clouds.,,,7.0,-7.2,No precipitation,12,,,,
24.02.2020 05:00,-4.0,727.0,766.0,,78,Wind blowing from the north-northeast,1,,3,, ,,,-9.6,10.9,,,,,,8.0,-7.3,No precipitation,6,,,,
24.02.2020 02:00,-2.4,727.3,766.3,0.4,74,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,10.9,,,2500 or more  or no clouds.,,,8.0,-6.4,No precipitation,12,,,,
23.02.2020 23:00,-0.3,726.9,766.3,,66,Wind blowing from the south-southeast,1,,5,, ,,,-9.6,10.9,,,,,,9.0,-5.9,No precipitation,6,,,,
23.02.2020 20:00,4.1,725.7,765.3,1.9,45,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,10.9,,,,,,11.0,-6.8,No precipitation,12,,,,
23.02.2020 17:00,9.5,723.8,763.0,,28,Wind blowing from the south-southeast,2,,5,no clouds, ,,,-9.6,10.9,,,,,,19.0,-8.1,No precipitation,6,,,,
23.02.2020 14:00,9.3,724.3,763.4,-3.0,26,Wind blowing from the south-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,9.3,,,2500 or more  or no clouds.,,,21.0,-9.2,No precipitation,12,,,,
23.02.2020 11:00,1.1,727.3,766.9,,34,Wind blowing from the east,1,,3,40%., ,,,-9.6,4.9,,,2500 or more  or no clouds.,,,26.0,-13.0,No precipitation,6,,,,
23.02.2020 08:00,-7.8,729.1,769.2,-0.7,63,Wind blowing from the north-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,4.9,,,,,,23.0,-13.6,No precipitation,12,,,,
23.02.2020 05:00,-8.5,729.8,769.7,,66,Wind blowing from the north-northwest,1,,5,, ,,,-8.5,4.9,,,,,,23.0,-13.7,No precipitation,6,,,,
23.02.2020 02:00,-6.4,731.4,771.2,-1.0,61,Wind blowing from the north,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,4.9,,,2500 or more  or no clouds.,,,16.0,-12.7,No precipitation,12,,,,
22.02.2020 23:00,-4.3,732.4,772.3,,59,Wind blowing from the north-northeast,1,,10,, ,,,-4.8,4.9,,,,,,14.0,-11.3,No precipitation,6,,,,
22.02.2020 20:00,0.0,732.8,772.8,0.4,37,Wind blowing from the south-east,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,4.9,,,,,,26.0,-13.0,No precipitation,12,,,,
22.02.2020 17:00,3.8,732.4,772.1,,23,Wind blowing from the north-northwest,4,,10,no clouds, ,,,-4.8,4.9,,,,,,30.0,-15.4,No precipitation,6,,,,
22.02.2020 14:00,3.9,732.7,772.3,-1.1,20,Wind blowing from the north-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,6.2,,,,,,30.0,-17.0,No precipitation,12,,,,
22.02.2020 11:00,1.6,733.8,773.6,,32,Wind blowing from the north-west,4,,12,no clouds, ,,,-4.8,6.2,,,,,,30.0,-13.3,No precipitation,6,,,,
22.02.2020 08:00,-3.3,733.6,773.5,1.0,44,Wind blowing from the north-northwest,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,6.2,,,,,,30.0,-13.8,No precipitation,12,,,,
22.02.2020 05:00,-4.0,732.6,772.3,,45,Wind blowing from the north-northwest,2,,14,, ,,,-4.4,6.2,,,,,,30.0,-14.2,No precipitation,6,,,,
22.02.2020 02:00,-3.0,732.4,771.9,0.0,42,Wind blowing from the north-west,5,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,6.2,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,12,,,,
21.02.2020 23:00,-1.9,732.4,772.1,,39,Wind blowing from the north-west,4,,14,, ,,,-4.4,6.2,,,,,,30.0,-14.0,No precipitation,6,,,,
21.02.2020 20:00,1.4,730.8,770.6,1.6,32,Wind blowing from the west-northwest,5,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,6.2,,,600-1000,,,30.0,-13.5,No precipitation,12,,,,
