Local time in Shanwei,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 14:00,21.3,761.5,763.0,,65,Wind blowing from the east,5,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.0,23.3,,,1500-2000,,,30.0,14.4,No precipitation,12,,,,
02.03.2020 11:00,20.6,763.3,764.8,,73,Wind blowing from the east,5,,11,100%., ,,,20.0,24.6,,,1500-2000,,,30.0,15.5,No precipitation,6,,,,
02.03.2020 08:00,20.0,762.7,764.2,1.7,82,Wind blowing from the east-northeast,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,24.6,,,1500-2000,,,30.0,16.8,No precipitation,12,,,,
02.03.2020 05:00,20.3,761.0,762.6,,88,Wind blowing from the east-northeast,2,,6,, ,,,18.3,24.6,,,,,,14.0,18.2,No precipitation,6,,,,
02.03.2020 02:00,21.3,760.3,761.9,0.1,74,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,24.6,,,2500 or more  or no clouds.,,,30.0,16.4,No precipitation,12,,,,
01.03.2020 23:00,22.6,760.2,761.7,,69,Wind blowing from the east-northeast,2,,7,, ,,,,24.6,,,,,,30.0,16.6,No precipitation,6,,,,
01.03.2020 20:00,21.4,759.5,761.1,1.3,95,Wind blowing from the west-northwest,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,24.6,,,600-1000,,,8.0,20.5,No precipitation,12,,,,
01.03.2020 17:00,23.1,758.2,759.8,,84,Wind blowing from the south-west,3,,7,20–30%., ,,,18.3,24.8,,,600-1000,,,22.0,20.2,No precipitation,6,,,,
01.03.2020 14:00,22.9,758.8,760.3,-1.5,85,Wind blowing from the west-southwest,3,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,25.7,,,600-1000,,,21.0,20.2,No precipitation,12,,,,
01.03.2020 11:00,23.3,760.3,761.9,,78,Wind blowing from the south-southwest,2,,5,20–30%., ,,,18.3,26.8,,,600-1000,,,30.0,19.2,No precipitation,6,,,,
01.03.2020 08:00,19.8,759.7,761.3,1.2,99,Wind blowing from the south-west,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,2000-2500,,,13.0,19.6,No precipitation,12,,,,
01.03.2020 05:00,18.4,758.5,760.0,,99,Calm  no wind,0,,,, ,,,17.8,26.8,,,,,,19.0,18.2,No precipitation,6,,,,
01.03.2020 02:00,19.5,758.7,760.3,-1.0,97,Wind blowing from the east-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,26.8,,,2500 or more  or no clouds.,,,10.0,19.0,No precipitation,12,,,,
29.02.2020 23:00,20.4,759.7,761.2,,89,Wind blowing from the north-northwest,1,,7,, ,,,17.8,26.8,,,,,,14.0,18.5,No precipitation,6,,,,
29.02.2020 20:00,21.0,759.2,760.8,1.0,85,Wind blowing from the north-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,26.8,,,,,,15.0,18.3,No precipitation,12,,,,
29.02.2020 17:00,24.8,758.2,759.7,,69,Wind blowing from the west-southwest,4,,7,no clouds, ,,,17.8,26.8,,,,,,30.0,18.7,No precipitation,6,,,,
29.02.2020 14:00,24.0,758.9,760.5,-2.0,74,Wind blowing from the south-west,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,26.8,,,600-1000,,,23.0,19.0,No precipitation,12,,,,
29.02.2020 11:00,25.7,760.9,762.4,,64,Wind blowing from the east-southeast,1,,3,60%., ,,,17.8,25.7,,,1500-2000,,,30.0,18.3,No precipitation,6,,,,
29.02.2020 08:00,19.6,760.8,762.4,0.8,87,Wind blowing from the east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.5,,,,1500-2000,,,13.0,17.3,No precipitation,12,,,,
29.02.2020 05:00,18.4,760.0,761.5,,95,Wind blowing from the east-northeast,1,,5,, ,,,16.7,25.4,,,,,,9.0,17.5,No precipitation,6,,,,
29.02.2020 02:00,19.5,760.7,762.3,-1.1,82,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,25.4,,,2500 or more  or no clouds.,,,22.0,16.3,No precipitation,12,,,,
28.02.2020 23:00,19.2,761.8,763.3,,83,Wind blowing from the north,1,,5,, ,,,16.6,25.4,,,,,,23.0,16.2,No precipitation,6,,,,
28.02.2020 20:00,20.0,761.5,763.1,,78,Wind blowing from the south-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,25.4,,,1500-2000,,,23.0,16.0,No precipitation,12,,,,
28.02.2020 17:00,22.8,760.9,762.5,,67,Wind blowing from the west,2,,4,90  or more  but not 100%, ,,,16.6,25.4,,,,,,30.0,16.3,No precipitation,6,,,,
28.02.2020 14:00,24.2,761.5,763.1,-2.1,61,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,24.9,,,1500-2000,,,30.0,16.2,No precipitation,12,,,,
28.02.2020 11:00,22.0,763.6,765.2,,65,Wind blowing from the north-northeast,2,,5,90  or more  but not 100%, ,,,16.6,22.8,,,,,,30.0,15.1,No precipitation,6,,,,
28.02.2020 08:00,17.5,763.3,764.9,0.6,83,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,,,,1500-2000,,,18.0,14.5,No precipitation,12,,,,
28.02.2020 05:00,16.9,762.7,764.3,,86,Wind blowing from the east,2,,8,, ,,,16.6,22.8,,,,,,18.0,14.5,No precipitation,6,,,,
28.02.2020 02:00,16.8,763.4,765.0,-0.9,89,Wind blowing from the north-east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.6,22.8,,,2500 or more  or no clouds.,,,15.0,14.9,No precipitation,12,,,,
27.02.2020 23:00,17.3,764.3,765.9,,86,Wind blowing from the east,2,,9,, ,,,17.2,22.8,,,,,,16.0,14.9,No precipitation,6,,,,
27.02.2020 20:00,18.1,763.6,765.1,0.7,84,Wind blowing from the east,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,22.8,,,2500 or more  or no clouds.,,,19.0,15.3,No precipitation,12,,,,
27.02.2020 17:00,19.9,762.9,764.5,,74,Wind blowing from the east-southeast,4,,9,90  or more  but not 100%, ,,,18.3,25.0,,,2500 or more  or no clouds.,,,26.0,15.1,No precipitation,6,,,,
27.02.2020 14:00,22.2,763.3,764.9,-1.9,63,Wind blowing from the east-southeast,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,26.1,,,,,,30.0,14.8,No precipitation,12,,,,
27.02.2020 11:00,20.6,765.2,766.8,,70,Wind blowing from the east,4,,9,100%., ,,,18.3,,,,1500-2000,,,30.0,14.9,No precipitation,6,,,,
27.02.2020 08:00,19.1,764.6,766.2,1.6,80,Wind blowing from the east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,27.4,,,1500-2000,,,29.0,15.5,No precipitation,12,,,,
27.02.2020 05:00,18.8,763.0,764.5,,90,Wind blowing from the east,3,,7,, ,,,18.3,27.4,,,,,,13.0,17.1,No precipitation,6,,,,
27.02.2020 02:00,20.1,762.6,764.2,-0.1,97,Wind blowing from the east-southeast,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,27.4,,,2500 or more  or no clouds.,,,6.0,19.6,No precipitation,12,,,,
26.02.2020 23:00,21.0,762.7,764.2,,95,Calm  no wind,0,,,, ,,,18.7,27.4,,,,,,25.0,20.1,No precipitation,6,,,,
26.02.2020 20:00,22.3,762.0,763.6,1.0,88,Wind blowing from the north,0,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,27.4,,,600-1000,,,22.0,20.2,No precipitation,12,,,,
26.02.2020 17:00,25.1,761.0,762.6,,68,Wind blowing from the west-southwest,3,,6,no clouds, ,,,18.7,27.4,,,,,,30.0,18.7,No precipitation,6,,,,
26.02.2020 14:00,25.3,761.4,763.0,-1.9,68,Wind blowing from the south-west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,27.4,,,,,,30.0,18.9,No precipitation,12,,,,
26.02.2020 11:00,27.3,763.3,764.9,,60,Wind blowing from the south,2,,4,20–30%., ,,,18.7,27.4,,,600-1000,,,30.0,18.8,No precipitation,6,,,,
26.02.2020 08:00,20.8,763.3,764.8,1.6,98,Wind blowing from the north,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,26.4,,,,,,9.0,20.4,No precipitation,12,,,,
26.02.2020 05:00,19.7,761.7,763.3,,98,Wind blowing from the east-southeast,0,,5,, ,,,19.3,26.4,,,,,,10.0,19.3,No precipitation,6,,,,
26.02.2020 02:00,19.9,761.8,763.3,-0.6,97,Wind blowing from the east-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,26.4,,,2500 or more  or no clouds.,,,14.0,19.4,No precipitation,12,,,,
25.02.2020 23:00,20.3,762.4,763.9,,96,Calm  no wind,0,,,, ,,,18.9,26.4,,,,,,13.0,19.6,No precipitation,6,,,,
25.02.2020 20:00,22.4,761.6,763.2,0.7,84,Wind blowing from the east,1,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,26.4,,,600-1000,,,23.0,19.5,No precipitation,12,,,,
25.02.2020 17:00,26.1,760.9,762.5,,68,Wind blowing from the west,2,,5,20–30%., ,,,18.8,26.4,,,600-1000,,,30.0,19.7,No precipitation,6,,,,
25.02.2020 14:00,25.0,761.7,763.3,,73,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,26.4,,,2500 or more  or no clouds.,,,27.0,19.8,No precipitation,12,,,,
25.02.2020 11:00,23.0,763.6,765.2,,77,Wind blowing from the east-southeast,1,,3,100%., ,,,18.8,23.8,,,1500-2000,,,30.0,18.7,No precipitation,6,,,,
25.02.2020 08:00,20.5,763.0,764.6,1.4,83,Wind blowing from the east,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,,,,1500-2000,,,17.0,17.5,No precipitation,12,,,,
25.02.2020 05:00,19.3,761.6,763.2,,85,Wind blowing from the south-southeast,1,,4,, ,,,16.2,23.8,,,,,,19.0,16.7,No precipitation,6,,,,
25.02.2020 02:00,19.5,762.7,764.2,-1.2,82,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,23.8,,,2500 or more  or no clouds.,,,16.0,16.3,No precipitation,12,,,,
24.02.2020 23:00,19.1,763.9,765.5,,82,Wind blowing from the east-northeast,1,,5,, ,,,16.2,23.8,,,,,,18.0,15.9,No precipitation,6,,,,
24.02.2020 20:00,19.8,763.0,764.6,,77,Wind blowing from the east,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,23.8,,,1500-2000,,,19.0,15.6,No precipitation,12,,,,
24.02.2020 17:00,22.4,762.5,764.1,,65,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,16.2,23.8,,,1500-2000,,,28.0,15.5,No precipitation,6,,,,
24.02.2020 14:00,23.2,763.5,765.1,-2.3,58,Wind blowing from the east-southeast,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,25.6,,,1500-2000,,,30.0,14.4,No precipitation,12,,,,
24.02.2020 11:00,20.9,765.8,767.4,,58,Wind blowing from the east,2,,7,100%., ,,,16.2,25.6,,,1500-2000,,,30.0,12.3,No precipitation,6,,,,
24.02.2020 08:00,16.9,765.4,767.0,0.5,73,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,,,,2500 or more  or no clouds.,,,24.0,12.0,No precipitation,12,,,,
24.02.2020 05:00,16.5,764.9,766.5,,75,Wind blowing from the north-east,1,,8,, ,,,15.5,25.6,,,,,,22.0,12.0,No precipitation,6,,,,
24.02.2020 02:00,17.1,765.2,766.8,-1.2,70,Wind blowing from the east-northeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,25.6,,,2500 or more  or no clouds.,,,27.0,11.5,No precipitation,12,,,,
23.02.2020 23:00,17.7,766.4,768.0,,67,Wind blowing from the east-northeast,1,,10,, ,,,15.5,25.6,,,,,,27.0,11.5,No precipitation,6,,,,
23.02.2020 20:00,18.7,766.0,767.5,0.9,64,Wind blowing from the east,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,25.6,,,2500 or more  or no clouds.,,,26.0,11.7,No precipitation,12,,,,
23.02.2020 17:00,20.2,765.1,766.7,,60,Wind blowing from the east-southeast,3,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,25.6,,,,,,26.0,12.2,No precipitation,6,,,,
23.02.2020 14:00,25.1,765.8,767.4,,44,Wind blowing from the east,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,25.1,,,2500 or more  or no clouds.,,,30.0,12.0,No precipitation,12,,,,
23.02.2020 11:00,20.7,769.1,770.7,,56,Wind blowing from the east-northeast,4,,10,20–30%., ,,,15.5,23.2,,,2500 or more  or no clouds.,,,30.0,11.6,No precipitation,6,,,,
23.02.2020 08:00,15.9,769.0,770.6,1.2,80,Wind blowing from the east-northeast,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.5,23.2,,,2000-2500,,,27.0,12.4,No precipitation,12,,,,
23.02.2020 05:00,15.6,767.8,769.3,,85,Wind blowing from the east,3,,7,, ,,,13.5,23.2,,,,,,23.0,13.0,No precipitation,6,,,,
23.02.2020 02:00,17.0,768.2,769.8,-0.7,78,Wind blowing from the east-northeast,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,23.2,,,2500 or more  or no clouds.,,,30.0,13.1,No precipitation,12,,,,
22.02.2020 23:00,17.8,768.9,770.5,,78,Wind blowing from the east,2,,8,, ,,,13.5,23.2,,,,,,30.0,13.9,No precipitation,6,,,,
22.02.2020 20:00,19.0,767.9,769.5,,71,Wind blowing from the east,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,23.2,,,,,,30.0,13.6,No precipitation,12,,,,
22.02.2020 17:00,20.0,766.8,768.4,,72,Wind blowing from the east-southeast,4,,8,no clouds, ,,,13.5,23.2,,,,,,30.0,14.8,No precipitation,6,,,,
22.02.2020 14:00,22.3,767.5,769.0,-1.8,61,Wind blowing from the east-southeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.5,23.5,,,,,,30.0,14.4,No precipitation,12,,,,
22.02.2020 11:00,22.1,769.3,770.8,,62,Wind blowing from the south-southwest,2,,4,no clouds, ,,,13.5,23.5,,,,,,30.0,14.4,No precipitation,6,,,,
