Local time in Qinzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 14:00,23.1,756.4,760.9,-2.7,91,Wind blowing from the south-southeast,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,25.5,,,600-1000,,,18.0,21.5,3.0,12,,,,
03.03.2020 11:00,22.4,759.1,763.5,,99,Wind blowing from the south-east,2,,11,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.0,,,,600-1000,,,11.0,22.2,3.0,6,,,,
03.03.2020 08:00,21.1,757.8,762.2,1.3,99,Wind blowing from the east,2,,11,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,25.9,,,600-1000,,,6.0,20.9,3.0,12,,,,
03.03.2020 05:00,21.5,756.5,760.9,,99,Wind blowing from the south-east,2,,11,,Rain  not freezing  intermittent  slight at time of observation. ,,,20.1,25.9,,,,,,7.0,21.3,0.4,6,,,,
03.03.2020 02:00,22.1,757.3,761.8,-0.4,92,Wind blowing from the south-east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,25.9,,,2500 or more  or no clouds.,,,15.0,20.7,No precipitation,12,,,,
02.03.2020 23:00,22.8,757.7,762.1,,88,Wind blowing from the south-east,3,,10,,Rain (not freezing) not falling as shower(s). ,,,19.7,25.9,,,,,,15.0,20.7,No precipitation,6,,,,
02.03.2020 20:00,22.8,756.4,760.9,0.9,95,Wind blowing from the south-west,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,25.9,,,600-1000,,,8.0,22.0,No precipitation,12,,,,
02.03.2020 17:00,24.0,755.5,759.9,,87,Wind blowing from the south-west,3,,10,90  or more  but not 100%, ,,,19.7,25.9,,,600-1000,,,15.0,21.7,No precipitation,6,,,,
02.03.2020 14:00,25.5,756.2,760.6,-1.9,72,Wind blowing from the south,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,25.9,,,600-1000,,,30.0,20.1,No precipitation,12,,,,
02.03.2020 11:00,23.2,758.1,762.5,,93,Wind blowing from the east-southeast,3,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,25.1,,,600-1000,,,6.0,22.0,No precipitation,6,,,,
02.03.2020 08:00,20.3,757.2,761.6,1.4,99,Wind blowing from the north-northeast,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,25.1,,,600-1000,,,3.0,20.1,No precipitation,12,,,,
02.03.2020 05:00,20.1,755.8,760.3,,99,Wind blowing from the north-east,2,,,,Mist. ,,,19.7,25.1,,,,,,3.0,19.9,No precipitation,6,,,,
02.03.2020 02:00,20.2,756.5,760.9,-0.1,99,Wind blowing from the west-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,25.1,,,2500 or more  or no clouds.,,,3.5,20.0,No precipitation,12,,,,
01.03.2020 23:00,21.6,756.6,761.0,,99,Calm  no wind,0,,,, ,,,19.9,25.1,,,,,,8.0,21.4,No precipitation,6,,,,
01.03.2020 20:00,22.5,755.5,760.0,0.7,96,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,25.1,,,600-1000,,,10.0,21.8,No precipitation,12,,,,
01.03.2020 17:00,24.1,754.8,759.2,,79,Wind blowing from the south,1,,4,90  or more  but not 100%, ,,,19.9,25.1,,,600-1000,,,16.0,20.2,No precipitation,6,,,,
01.03.2020 14:00,24.8,756.1,760.5,-1.6,81,Wind blowing from the south,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,26.2,,,600-1000,,,10.0,21.3,No precipitation,12,,,,
01.03.2020 11:00,23.2,757.7,762.1,,91,Wind blowing from the south,2,,4,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,26.2,,,600-1000,,,6.0,21.6,No precipitation,6,,,,
01.03.2020 08:00,20.1,756.4,760.9,1.2,99,Wind blowing from the north-east,1,,4,100%.,Fog or ice fog  sky invisible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,,,,2500 or more  or no clouds.,,,0.3,19.9,No precipitation,12,,,,
01.03.2020 05:00,20.5,755.2,759.7,,99,Wind blowing from the south,1,,6,,Mist. ,,,20.2,26.2,,,,,,2.5,20.3,No precipitation,6,,,,
01.03.2020 02:00,20.3,755.9,760.3,0.1,99,Wind blowing from the south-west,0,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,26.2,,,2500 or more  or no clouds.,,,2.1,20.1,No precipitation,12,,,,
29.02.2020 23:00,20.6,755.8,760.3,,99,Wind blowing from the south-southwest,2,,8,,Mist. ,,,20.3,26.2,,,,,,3.9,20.4,No precipitation,6,,,,
29.02.2020 20:00,21.9,755.0,759.4,0.5,94,Wind blowing from the south,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,26.2,,,2500 or more  or no clouds.,,,13.0,20.9,1.0,12,,,,
29.02.2020 17:00,24.0,754.5,758.9,,83,Wind blowing from the south-southwest,4,,8,90  or more  but not 100%, ,,,20.3,26.2,,,600-1000,,,22.0,20.9,1.0,6,,,,
29.02.2020 14:00,24.6,755.7,760.1,-2.0,83,Wind blowing from the south,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,25.0,,,600-1000,,,26.0,21.5,1.0,12,,,,
29.02.2020 11:00,22.6,757.7,762.1,,91,Wind blowing from the west-southwest,1,,6,100%., ,,,20.3,25.7,,,600-1000,,,9.0,21.1,No precipitation,6,,,,
29.02.2020 08:00,20.8,756.9,761.3,0.8,99,Wind blowing from the east-southeast,2,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.2,,,,1500-2000,,,6.0,20.6,Trace of precipitation,12,,,,
29.02.2020 05:00,20.6,756.1,760.5,,99,Wind blowing from the south-southeast,2,,5,,Mist. ,,,19.9,25.7,,,,,,4.9,20.4,No precipitation,6,,,,
29.02.2020 02:00,20.4,757.0,761.4,-0.9,99,Wind blowing from the south,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,25.7,,,2500 or more  or no clouds.,,,5.0,20.2,No precipitation,12,,,,
28.02.2020 23:00,21.1,757.9,762.3,,94,Wind blowing from the south-west,2,,8,, ,,,19.9,25.7,,,,,,11.0,20.1,No precipitation,6,,,,
28.02.2020 20:00,21.6,756.7,761.1,0.0,93,Wind blowing from the west-southwest,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,25.7,,,2500 or more  or no clouds.,,,10.0,20.4,Trace of precipitation,12,,,,
28.02.2020 17:00,24.0,756.7,761.1,,78,Wind blowing from the south-southwest,2,,8,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,26.5,,,600-1000,,,22.0,19.9,No precipitation,6,,,,
28.02.2020 14:00,24.8,757.7,762.1,-2.0,67,Wind blowing from the south,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.9,28.3,,,600-1000,,,30.0,18.3,1.0,12,,,,
28.02.2020 11:00,22.2,759.7,764.2,,84,Wind blowing from the south-east,3,,8,90  or more  but not 100%, ,,,19.9,,,,600-1000,,,18.0,19.4,No precipitation,6,,,,
28.02.2020 08:00,20.2,758.5,763.0,1.1,98,Wind blowing from the east,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,,,,600-1000,,,10.0,19.9,1.0,12,,,,
28.02.2020 05:00,20.0,757.4,761.8,,99,Wind blowing from the east-southeast,3,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,18.0,28.3,,,,,,5.0,19.8,1.0,6,,,,
28.02.2020 02:00,21.3,758.4,762.8,-0.7,95,Wind blowing from the south-southeast,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,28.3,,,2500 or more  or no clouds.,,,7.0,20.5,No precipitation,12,,,,
27.02.2020 23:00,22.0,759.1,763.6,,84,Wind blowing from the south-southeast,4,,,, ,,,18.0,28.3,,,,,,11.0,19.2,No precipitation,6,,,,
27.02.2020 20:00,22.7,758.5,762.9,0.7,77,Wind blowing from the south-southwest,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,28.3,,,2500 or more  or no clouds.,,,14.0,18.5,No precipitation,12,,,,
27.02.2020 17:00,26.0,757.8,762.2,,65,Wind blowing from the south-west,5,,8,70 – 80%., ,,,18.0,28.3,,,600-1000,,,29.0,18.9,No precipitation,6,,,,
27.02.2020 14:00,26.6,758.8,763.3,-2.1,65,Wind blowing from the south-southwest,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,27.8,,,600-1000,,,22.0,19.5,No precipitation,12,,,,
27.02.2020 11:00,23.8,760.9,765.3,,78,Wind blowing from the south-southeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,27.5,,,600-1000,,,12.0,19.7,No precipitation,6,,,,
27.02.2020 08:00,18.6,760.0,764.5,1.8,99,Wind blowing from the north-east,2,,,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,,,,1500-2000,,,0.3,18.4,No precipitation,12,,,,
27.02.2020 05:00,18.3,758.2,762.6,,99,Wind blowing from the north-east,2,,6,,Mist. ,,,18.0,27.5,,,,,,3.3,18.1,No precipitation,6,,,,
27.02.2020 02:00,19.1,758.5,763.0,,99,Wind blowing from the north-northeast,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,27.5,,,,,,5.0,18.9,No precipitation,6,,,,
26.02.2020 23:00,20.1,759.2,763.6,,99,Wind blowing from the west-southwest,2,,7,, ,,,18.0,27.5,,,,,,11.0,19.9,No precipitation,6,,,,
26.02.2020 20:00,21.5,758.5,763.0,0.8,90,Wind blowing from the south-southwest,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,27.5,,,2500 or more  or no clouds.,,,19.0,19.8,0.1,12,,,,
26.02.2020 17:00,26.1,757.7,762.1,,69,Wind blowing from the south,3,,7,10%  or less  but not 0, ,,,18.0,27.5,,,2500 or more  or no clouds.,,,30.0,20.0,No precipitation,6,,,,
26.02.2020 14:00,26.2,759.1,763.6,-1.8,69,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,26.2,,,600-1000,,,16.0,20.1,0.2,12,,,,
26.02.2020 11:00,21.4,760.9,765.4,,99,Wind blowing from the east,1,,3,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,25.8,,,600-1000,,,4.4,21.2,0.2,6,,,,
26.02.2020 08:00,18.4,759.8,764.3,1.3,99,Wind blowing from the north-northwest,1,,3,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,,,,1500-2000,,,2.6,18.2,0.1,12,,,,
26.02.2020 05:00,18.5,758.5,762.9,,99,Wind blowing from the north-west,2,,6,,Mist. ,,,18.5,25.8,,,,,,2.1,18.3,No precipitation,6,,,,
26.02.2020 02:00,18.8,758.2,762.7,-0.2,99,Wind blowing from the south,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,25.8,,,2500 or more  or no clouds.,,,1.3,18.6,No precipitation,12,,,,
25.02.2020 23:00,19.3,758.4,762.8,,99,Wind blowing from the south-southwest,1,,8,,Mist. ,,,18.2,25.8,,,,,,5.0,19.1,No precipitation,6,,,,
25.02.2020 20:00,21.1,757.9,762.4,0.6,88,Wind blowing from the south,2,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,25.8,,,2500 or more  or no clouds.,,,12.0,19.0,Trace of precipitation,12,,,,
25.02.2020 17:00,25.0,757.3,761.7,,67,Wind blowing from the south-southwest,4,,8,20–30%., ,,,18.2,25.8,,,600-1000,,,30.0,18.4,No precipitation,6,,,,
25.02.2020 14:00,24.3,758.2,762.7,-2.0,71,Wind blowing from the south-west,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,26.1,,,600-1000,,,29.0,18.7,0.1,12,,,,
25.02.2020 11:00,22.7,760.2,764.7,,83,Wind blowing from the south-southwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,26.1,,,600-1000,,,10.0,19.7,No precipitation,6,,,,
25.02.2020 08:00,19.2,759.4,763.9,1.3,99,Wind blowing from the south,1,,4,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,,,,600-1000,,,3.6,19.0,0.1,12,,,,
25.02.2020 05:00,18.8,758.1,762.5,,99,Wind blowing from the south,2,,6,,Rain (not freezing) not falling as shower(s). ,,,18.0,26.1,,,,,,2.6,18.6,0.1,6,,,,
25.02.2020 02:00,18.3,758.7,763.1,-0.4,99,Wind blowing from the west-southwest,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,26.1,,,2500 or more  or no clouds.,,,3.1,18.1,No precipitation,12,,,,
24.02.2020 23:00,18.5,759.1,763.6,,99,Wind blowing from the south,2,,,,Mist. ,,,17.6,26.1,,,,,,5.0,18.3,No precipitation,6,,,,
24.02.2020 20:00,20.5,758.5,763.0,0.5,86,Wind blowing from the south,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,26.1,,,,,,15.0,18.1,No precipitation,12,,,,
24.02.2020 17:00,24.2,758.0,762.4,,62,Wind blowing from the south,5,,,no clouds, ,,,17.6,26.1,,,,,,30.0,16.5,No precipitation,6,,,,
24.02.2020 14:00,25.3,759.8,764.2,-2.0,64,Wind blowing from the south-southwest,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.6,26.1,,,600-1000,,,25.0,18.0,No precipitation,12,,,,
24.02.2020 11:00,23.0,761.8,766.3,,73,Wind blowing from the south-southeast,4,,,70 – 80%., ,,,17.6,26.1,,,600-1000,,,12.0,17.9,No precipitation,6,,,,
24.02.2020 08:00,18.8,760.9,765.4,0.6,95,Wind blowing from the south-east,3,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,,,,600-1000,,,8.0,18.0,No precipitation,12,,,,
24.02.2020 05:00,,760.3,,,,Wind blowing from the south-east,1,,,, ,,,15.2,26.1,,,,,,6.0,,No precipitation,6,,,,
24.02.2020 02:00,18.6,761.7,766.1,-0.4,96,Wind blowing from the west-southwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,26.1,,,2500 or more  or no clouds.,,,8.0,17.9,No precipitation,12,,,,
23.02.2020 23:00,19.1,762.1,766.6,,88,Wind blowing from the south-west,2,,7,, ,,,15.2,26.1,,,,,,7.0,17.1,No precipitation,6,,,,
23.02.2020 20:00,20.3,761.6,766.1,0.1,77,Wind blowing from the south-southwest,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,26.1,,,,,,10.0,16.1,No precipitation,12,,,,
23.02.2020 17:00,24.6,761.5,766.0,,60,Wind blowing from the south-southwest,4,,7,no clouds, ,,,15.2,26.4,,,,,,10.0,16.3,No precipitation,6,,,,
23.02.2020 14:00,25.8,763.2,767.7,-2.5,57,Wind blowing from the south,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,27.2,,,600-1000,,,13.0,16.6,No precipitation,12,,,,
23.02.2020 11:00,22.6,765.7,770.2,,63,Wind blowing from the south-east,4,,6,60%., ,,,15.2,27.2,,,600-1000,,,10.0,15.2,No precipitation,6,,,,
23.02.2020 08:00,15.9,764.4,768.9,1.4,99,Wind blowing from the north-east,2,,4,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,27.2,,,600-1000,,,2.4,15.7,No precipitation,12,,,,
