Local time in Keshan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 14:00,-3.2,739.4,767.7,-0.5,41,Wind blowing from the north-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-2.9,,,2500 or more  or no clouds.,,,30.0,-14.6,No precipitation,12,,,,
01.03.2020 11:00,-5.5,739.9,768.3,,48,Wind blowing from the west-northwest,1,,4,100%., ,,,-15.5,-3.4,,,2500 or more  or no clouds.,,,29.0,-14.8,No precipitation,6,,,,
01.03.2020 08:00,-13.4,740.2,768.7,0.3,69,Wind blowing from the north,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-3.4,,,2500 or more  or no clouds.,,,12.0,-18.0,No precipitation,12,,,,
01.03.2020 05:00,-13.3,739.9,768.3,,65,Wind blowing from the east-northeast,1,,,, ,,,-13.3,-3.4,,,,,,30.0,-18.5,No precipitation,6,,,,
01.03.2020 02:00,-12.0,739.9,768.1,,68,Wind blowing from the north,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-3.4,,,2500 or more  or no clouds.,,,30.0,-16.7,No precipitation,12,,,,
29.02.2020 20:00,-7.9,739.7,768.1,0.7,68,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-3.4,,,2500 or more  or no clouds.,,,26.0,-12.8,No precipitation,12,,,,
29.02.2020 17:00,-5.1,739.0,767.4,,62,Wind blowing from the north-northeast,2,,7,100%., ,,,-12.8,-3.4,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,6,,,,
29.02.2020 14:00,-3.9,738.6,766.8,0.2,60,Wind blowing from the north,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-2.9,,,2500 or more  or no clouds.,,,30.0,-10.7,No precipitation,12,,,,
29.02.2020 11:00,-5.9,738.4,766.6,,67,Wind blowing from the north-northeast,4,,7,100%., ,,,-12.8,-2.9,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,6,,,,
29.02.2020 08:00,-10.6,738.0,766.2,,78,Wind blowing from the north-northeast,5,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-2.9,,,2500 or more  or no clouds.,,,29.0,-13.7,No precipitation,12,,,,
29.02.2020 05:00,-11.8,737.2,765.4,,81,Wind blowing from the north,5,,9,, ,,,-12.8,-2.9,,,,,,30.0,-14.4,No precipitation,6,,,,
29.02.2020 02:00,-11.5,736.3,764.5,,79,Wind blowing from the north,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-2.9,,,2500 or more  or no clouds.,,,29.0,-14.4,0.1,12,,,,
28.02.2020 20:00,-5.5,735.7,763.8,0.6,66,Wind blowing from the north-northeast,4,,11,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-2.9,,,2500 or more  or no clouds.,,,28.0,-11.0,0.1,12,,,,
28.02.2020 17:00,-3.8,735.1,763.3,,72,Wind blowing from the east-northeast,8,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-2.9,,,2500 or more  or no clouds.,,,29.0,-8.1,Trace of precipitation,6,,,,
28.02.2020 14:00,-3.2,734.9,763.0,-1.4,59,Wind blowing from the east-northeast,6,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-3.0,,,2500 or more  or no clouds.,,,19.0,-10.1,No precipitation,12,,,,
28.02.2020 11:00,-6.1,736.3,764.5,,68,Wind blowing from the north-east,3,,9,, ,,,-13.3,-3.7,,,,,,13.0,-11.2,No precipitation,6,,,,
28.02.2020 08:00,-10.2,736.8,765.1,,75,Wind blowing from the east-southeast,7,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-3.7,,,2500 or more  or no clouds.,,,11.0,-13.9,No precipitation,12,,,,
28.02.2020 05:00,-11.7,737.5,765.8,,78,Wind blowing from the east-southeast,6,,8,, ,,,-16.9,-3.7,,,,,,12.0,-14.8,No precipitation,6,,,,
28.02.2020 02:00,-12.7,739.3,767.5,,75,Wind blowing from the east-southeast,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-3.7,,,2500 or more  or no clouds.,,,17.0,-16.2,No precipitation,12,,,,
27.02.2020 20:00,-9.4,741.4,770.2,-0.5,61,Wind blowing from the south,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-3.7,,,,,,22.0,-15.7,No precipitation,12,,,,
27.02.2020 17:00,-6.3,741.9,770.5,,53,Wind blowing from the south-southwest,2,,5,no clouds, ,,,-16.9,-3.7,,,,,,26.0,-14.5,No precipitation,6,,,,
27.02.2020 14:00,-3.9,742.7,771.1,-1.6,52,Wind blowing from the south-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-1.9,,,,,,19.0,-12.3,No precipitation,12,,,,
27.02.2020 11:00,-7.6,744.3,772.9,,55,Wind blowing from the west-southwest,2,,4,no clouds, ,,,-16.9,-1.5,,,,,,15.0,-15.1,No precipitation,6,,,,
27.02.2020 08:00,-13.6,744.8,773.7,0.1,80,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-1.5,,,,,,12.0,-16.3,No precipitation,12,,,,
27.02.2020 05:00,-14.6,744.7,773.3,,84,Wind blowing from the west,2,,5,, ,,,-15.3,-1.5,,,,,,12.0,-16.8,No precipitation,6,,,,
27.02.2020 02:00,-12.1,745.2,773.6,,71,Wind blowing from the south-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-1.5,,,2500 or more  or no clouds.,,,22.0,-16.4,No precipitation,12,,,,
26.02.2020 20:00,-9.4,745.8,774.5,0.3,63,Wind blowing from the west-southwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-1.5,,,,,,21.0,-15.3,No precipitation,12,,,,
26.02.2020 17:00,-4.6,745.5,774.0,,51,Wind blowing from the west,2,,5,no clouds, ,,,-12.6,-1.5,,,,,,27.0,-13.2,No precipitation,6,,,,
26.02.2020 14:00,-1.9,745.6,774.0,-0.6,45,Wind blowing from the west-northwest,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.6,-1.5,,,,,,30.0,-12.5,No precipitation,12,,,,
26.02.2020 11:00,-3.8,746.2,774.7,,51,Wind blowing from the west-southwest,2,,3,no clouds, ,,,-12.6,-2.9,,,,,,15.0,-12.5,No precipitation,6,,,,
26.02.2020 08:00,-10.3,746.3,775.1,0.7,64,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,,,,2500 or more  or no clouds.,,,11.0,-15.8,No precipitation,12,,,,
26.02.2020 05:00,-10.9,745.6,774.1,,69,Wind blowing from the north,2,,5,, ,,,-14.3,-2.9,,,,,,24.0,-15.6,No precipitation,6,,,,
26.02.2020 02:00,-11.5,745.4,773.8,,74,Wind blowing from the north-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.9,,,2500 or more  or no clouds.,,,11.0,-15.2,No precipitation,12,,,,
25.02.2020 20:00,-10.2,745.0,773.9,0.3,61,Wind blowing from the north-west,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.9,,,2500 or more  or no clouds.,,,26.0,-16.3,No precipitation,12,,,,
25.02.2020 17:00,-4.8,744.7,773.2,,47,Wind blowing from the north-northwest,1,,6,100%., ,,,-14.3,-2.9,,,2500 or more  or no clouds.,,,24.0,-14.4,No precipitation,6,,,,
25.02.2020 14:00,-3.3,744.7,773.1,-0.8,49,Wind blowing from the north-northwest,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,-2.9,,,2500 or more  or no clouds.,,,30.0,-12.5,No precipitation,12,,,,
25.02.2020 11:00,-4.9,745.5,774.1,,58,Wind blowing from the north,2,,4,100%., ,,,-14.3,-4.9,,,2500 or more  or no clouds.,,,22.0,-11.9,No precipitation,6,,,,
25.02.2020 08:00,-13.1,745.5,774.4,1.1,83,Wind blowing from the north,3,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.3,,,,2500 or more  or no clouds.,,,14.0,-15.4,No precipitation,12,,,,
25.02.2020 05:00,-12.7,744.4,773.2,,87,Wind blowing from the north-northwest,2,,5,, ,,,-14.4,-5.8,,,,,,21.0,-14.5,No precipitation,6,,,,
25.02.2020 02:00,-11.5,744.3,772.9,,79,Wind blowing from the west-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-5.8,,,2500 or more  or no clouds.,,,24.0,-14.4,No precipitation,12,,,,
24.02.2020 20:00,-11.0,742.6,771.4,1.3,78,Wind blowing from the west,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-5.8,,,2500 or more  or no clouds.,,,16.0,-14.2,No precipitation,12,,,,
24.02.2020 17:00,-8.0,741.3,769.9,,68,Wind blowing from the west-northwest,3,,6,100%., ,,,-14.4,-5.8,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,6,,,,
24.02.2020 14:00,-6.1,740.0,768.4,0.7,69,Wind blowing from the west-northwest,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-5.8,,,2500 or more  or no clouds.,,,29.0,-11.0,No precipitation,12,,,,
24.02.2020 11:00,-8.1,739.3,767.7,,81,Wind blowing from the west-northwest,4,,6,40%., ,,,-14.4,-5.7,,,2500 or more  or no clouds.,,,24.0,-10.9,No precipitation,6,,,,
24.02.2020 08:00,-13.0,737.3,765.8,1.6,84,Wind blowing from the north-west,2,,6,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-5.7,,,,,,13.0,-15.1,0.3,12,,,,
24.02.2020 05:00,-13.6,735.7,764.2,,84,Wind blowing from the west,1,,6,, ,,,-18.0,-5.7,,,,,,9.0,-15.7,No precipitation,6,,,,
24.02.2020 02:00,-11.2,733.9,762.2,,85,Wind blowing from the north-west,3,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.7,,,2500 or more  or no clouds.,,,7.0,-13.2,2.0,12,,,,
23.02.2020 20:00,-8.8,731.7,760.2,0.2,86,Wind blowing from the north-east,1,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-5.7,,,2500 or more  or no clouds.,,,2.1,-10.7,1.0,12,,,,
23.02.2020 17:00,-8.4,731.5,759.9,,84,Wind blowing from the south-east,4,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-5.7,,,2500 or more  or no clouds.,,,3.7,-10.6,0.5,6,,,,
23.02.2020 14:00,-7.9,731.9,760.3,-2.2,74,Wind blowing from the east-southeast,6,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-5.7,,,2500 or more  or no clouds.,,,12.0,-11.7,No precipitation,12,,,,
23.02.2020 11:00,-9.0,734.1,762.6,,71,Wind blowing from the south-southeast,4,,7,100%., ,,,-18.0,-8.2,,,2500 or more  or no clouds.,,,12.0,-13.3,No precipitation,6,,,,
23.02.2020 08:00,-15.9,735.3,764.2,-0.5,83,Wind blowing from the east-southeast,3,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,,,,2500 or more  or no clouds.,,,15.0,-18.1,No precipitation,12,,,,
23.02.2020 05:00,-16.1,735.8,764.5,,82,Wind blowing from the south-southeast,3,,5,, ,,,-17.4,-8.2,,,,,,9.0,-18.5,No precipitation,6,,,,
23.02.2020 02:00,-15.2,736.7,765.3,,76,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-8.2,,,2500 or more  or no clouds.,,,23.0,-18.5,No precipitation,12,,,,
22.02.2020 20:00,-13.2,737.5,766.4,0.6,58,Wind blowing from the west,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-8.2,,,2500 or more  or no clouds.,,,28.0,-19.7,No precipitation,12,,,,
22.02.2020 17:00,-10.6,736.9,765.7,,54,Wind blowing from the west,2,,7,100%., ,,,-17.4,-7.1,,,2500 or more  or no clouds.,,,30.0,-18.3,No precipitation,6,,,,
22.02.2020 14:00,-8.6,736.3,764.8,-0.8,47,Wind blowing from the north-northwest,5,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-6.1,,,2500 or more  or no clouds.,,,30.0,-17.9,No precipitation,12,,,,
22.02.2020 11:00,-10.0,737.1,765.5,,47,Wind blowing from the north,4,,7,100%., ,,,-17.4,-6.1,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,6,,,,
22.02.2020 08:00,-15.6,737.2,765.9,0.4,59,Wind blowing from the north,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.4,-6.1,,,2500 or more  or no clouds.,,,26.0,-21.8,No precipitation,12,,,,
22.02.2020 05:00,-16.1,736.8,765.4,,63,Calm  no wind,0,,,, ,,,-16.1,-6.1,,,,,,30.0,-21.5,No precipitation,6,,,,
22.02.2020 02:00,-13.3,737.2,765.7,,64,Wind blowing from the north,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-6.1,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,12,,,,
21.02.2020 20:00,-8.3,738.9,767.4,-0.7,56,Wind blowing from the north-northeast,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-6.1,,,2500 or more  or no clouds.,,,30.0,-15.5,No precipitation,12,,,,
21.02.2020 17:00,-8.1,739.6,768.1,,56,Wind blowing from the east-northeast,3,,8,100%., ,,,-14.4,-6.1,,,2500 or more  or no clouds.,,,30.0,-15.5,No precipitation,6,,,,
21.02.2020 14:00,-6.5,740.5,769.0,-1.6,50,Wind blowing from the east,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-4.9,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
21.02.2020 11:00,-8.1,742.1,770.7,,51,Wind blowing from the east,6,,8,100%., ,,,-14.4,-4.9,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,6,,,,
21.02.2020 08:00,-11.8,743.5,772.3,0.1,63,Wind blowing from the east,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.7,,,,2500 or more  or no clouds.,,,24.0,-17.4,No precipitation,12,,,,
