Local time in Kuandian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 17:00,-2.6,751.1,776.6,,29,Wind blowing from the south-east,2,,6,no clouds, ,,,-11.8,1.4,,,,,,17.0,-18.2,No precipitation,6,,,,
24.01.2020 14:00,-0.4,751.8,777.0,-1.0,19,Wind blowing from the south,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,3.3,,,,,,30.0,-21.2,No precipitation,12,,,,
24.01.2020 11:00,-3.4,752.8,778.1,,29,Wind blowing from the south-east,3,,9,no clouds, ,,,-11.8,3.3,,,,,,30.0,-18.9,No precipitation,6,,,,
24.01.2020 08:00,-9.9,753.1,778.6,0.9,60,Wind blowing from the north-northeast,1,,9,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,3.3,,,,,,1.1,-16.2,No precipitation,12,,,,
24.01.2020 05:00,-9.8,752.2,777.6,,47,Wind blowing from the east,2,,9,, ,,,-10.1,3.3,,,,,,28.0,-19.0,No precipitation,6,,,,
24.01.2020 02:00,-5.8,751.1,776.2,,29,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,3.3,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
23.01.2020 20:00,-1.9,748.9,773.8,2.4,42,Wind blowing from the north-northeast,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,3.3,,,1000-1500,,,12.0,-13.1,Trace of precipitation,12,,,,
23.01.2020 17:00,0.2,746.5,771.4,,50,Wind blowing from the north,3,,8,100%., ,,,-1.8,3.3,,,1000-1500,,,7.0,-9.0,No precipitation,6,,,,
23.01.2020 14:00,2.5,745.0,769.6,-0.6,59,Wind blowing from the north,3,,6,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,3.3,,,1000-1500,,,8.0,-4.7,Trace of precipitation,12,,,,
23.01.2020 11:00,0.9,745.6,770.3,,83,Wind blowing from the west,1,,2,100%.,Mist. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,1.1,,,1000-1500,,,5.0,-1.7,No precipitation,6,,,,
23.01.2020 08:00,-1.4,745.3,770.2,0.9,89,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,2.4,-3.0,Trace of precipitation,12,,,,
23.01.2020 05:00,-1.7,744.4,769.3,,89,Calm  no wind,0,,,,Mist. ,,,,,,,,,,6.0,-3.3,No precipitation,6,,,,
23.01.2020 02:00,-1.4,744.7,769.5,,89,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.5,,,2500 or more  or no clouds.,,,4.2,-3.0,0.1,12,,,,
22.01.2020 20:00,-1.6,744.8,769.8,0.0,88,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,-0.5,,,1000-1500,,,7.0,-3.3,0.5,12,,,,
22.01.2020 17:00,-1.3,744.8,769.7,,87,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,-0.5,,,1000-1500,,,2.3,-3.2,0.1,6,,,,
22.01.2020 14:00,-0.8,744.9,769.8,,79,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,0.2,,,1000-1500,,,11.0,-4.0,1.0,12,,,,
22.01.2020 11:00,-1.9,745.1,770.1,,83,Wind blowing from the south-southeast,1,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-6.4,0.2,,,1000-1500,,,4.5,-4.4,1.0,6,,,,
22.01.2020 08:00,-4.2,745.4,770.6,0.5,86,Wind blowing from the north-east,0,,2,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,4.8,-6.2,1.0,12,,,,
22.01.2020 05:00,-4.1,744.9,769.9,,78,Wind blowing from the south,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,,0.2,,,,,,8.0,-7.4,0.1,6,,,,
22.01.2020 02:00,-3.8,745.8,770.8,,69,Wind blowing from the south-southeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.2,,,2500 or more  or no clouds.,,,10.0,-8.8,No precipitation,12,,,,
21.01.2020 20:00,-5.8,746.5,772.3,0.0,67,Wind blowing from the south,0,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,0.2,,,1000-1500,,,7.0,-11.1,No precipitation,12,,,,
21.01.2020 17:00,-3.0,746.5,772.1,,38,Wind blowing from the west-southwest,2,,5,no clouds, ,,,-17.5,0.2,,,,,,17.0,-15.6,No precipitation,6,,,,
21.01.2020 14:00,-1.3,746.2,771.7,-1.8,35,Wind blowing from the west,3,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-1.1,,,,,,30.0,-14.8,No precipitation,12,,,,
21.01.2020 11:00,-4.3,748.0,773.6,,48,Wind blowing from the south-southwest,1,,2,no clouds, ,,,-17.5,-2.5,,,,,,5.0,-13.9,No precipitation,6,,,,
21.01.2020 08:00,-15.5,748.7,774.6,0.6,83,Wind blowing from the south-west,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.5,-2.5,,,,,,1.2,-17.7,No precipitation,12,,,,
21.01.2020 05:00,-16.7,748.1,773.9,,81,Wind blowing from the north-west,0,,7,,Mist. ,,,-16.7,-2.5,,,,,,6.0,-19.2,No precipitation,6,,,,
21.01.2020 02:00,-14.8,748.3,773.9,,79,Wind blowing from the west-southwest,0,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-2.5,,,2500 or more  or no clouds.,,,6.0,-17.6,No precipitation,12,,,,
20.01.2020 20:00,-7.5,745.7,771.5,1.4,49,Wind blowing from the north,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-2.5,,,,,,9.0,-16.6,No precipitation,12,,,,
20.01.2020 17:00,-4.7,744.3,769.9,,41,Wind blowing from the north-northwest,5,,9,no clouds, ,,,-16.2,-2.5,,,,,,11.0,-16.2,No precipitation,6,,,,
20.01.2020 14:00,-2.7,742.1,767.5,-0.4,36,Wind blowing from the north-west,3,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-1.4,,,2500 or more  or no clouds.,,,29.0,-15.7,No precipitation,12,,,,
20.01.2020 11:00,-5.7,742.5,767.9,,52,Wind blowing from the east-southeast,2,,3,10%  or less  but not 0, ,,,-16.2,-1.2,,,2500 or more  or no clouds.,,,10.0,-14.0,No precipitation,6,,,,
20.01.2020 08:00,-15.3,742.0,767.6,1.3,83,Wind blowing from the south-southwest,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.2,-1.2,,,,,,1.5,-17.5,No precipitation,12,,,,
20.01.2020 05:00,-15.6,740.7,766.2,,83,Wind blowing from the south-east,1,,4,,Mist. ,,,-15.6,-1.2,,,,,,4.9,-17.8,No precipitation,6,,,,
20.01.2020 02:00,-14.0,740.9,766.2,,82,Wind blowing from the south,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-1.2,,,2500 or more  or no clouds.,,,3.6,-16.4,No precipitation,12,,,,
19.01.2020 20:00,-7.5,740.3,765.4,1.1,64,Wind blowing from the west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.9,-1.2,,,,,,4.4,-13.3,No precipitation,12,,,,
19.01.2020 17:00,-4.4,739.2,764.2,,54,Wind blowing from the north-west,2,,8,no clouds, ,,,-7.5,-1.2,,,,,,6.0,-12.5,No precipitation,6,,,,
19.01.2020 14:00,-1.4,738.4,763.1,-0.3,47,Wind blowing from the west-northwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,1.7,,,,,,19.0,-11.5,1.0,12,,,,
19.01.2020 11:00,-1.8,738.7,763.5,,58,Wind blowing from the west-southwest,2,,4,no clouds, ,,,-7.5,1.7,,,,,,8.0,-9.0,0.1,6,,,,
19.01.2020 08:00,-5.8,738.4,763.5,0.8,88,Wind blowing from the west-southwest,1,,2,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,2.2,-7.5,2.0,12,,,,
19.01.2020 05:00,-5.6,737.6,762.4,,86,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,1.7,,,,,,2.3,-7.6,2.0,6,,,,
19.01.2020 02:00,-5.0,738.6,763.3,,80,Wind blowing from the north,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,1.7,,,2500 or more  or no clouds.,,,2.5,-7.9,0.2,12,,,,
18.01.2020 20:00,-6.6,740.5,766.0,0.1,68,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,1.7,,,1000-1500,,,3.0,-11.5,No precipitation,12,,,,
18.01.2020 17:00,-3.2,740.4,765.7,,46,Wind blowing from the east-southeast,1,,4,50%., ,,,-15.5,1.7,,,1000-1500,,,2.7,-13.2,No precipitation,6,,,,
18.01.2020 14:00,0.3,741.1,766.3,-1.8,29,Wind blowing from the west-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,1.1,,,,,,19.0,-15.7,No precipitation,12,,,,
18.01.2020 11:00,-2.3,742.9,768.1,,37,Wind blowing from the south,1,,2,no clouds, ,,,-15.5,0.2,,,,,,8.0,-15.0,No precipitation,6,,,,
18.01.2020 08:00,-14.2,743.4,769.0,0.2,83,Wind blowing from the west,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,0.2,,,,,,0.7,-16.5,No precipitation,12,,,,
18.01.2020 05:00,-14.7,743.2,768.7,,81,Wind blowing from the south-southwest,1,,5,,Mist. ,,,-15.9,0.2,,,,,,3.3,-17.2,No precipitation,6,,,,
18.01.2020 02:00,-12.8,743.6,768.8,,74,Wind blowing from the west,1,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,0.2,,,2500 or more  or no clouds.,,,4.1,-16.5,No precipitation,12,,,,
17.01.2020 20:00,-6.4,743.9,769.6,0.2,53,Wind blowing from the north-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,0.2,,,,,,3.0,-14.6,No precipitation,12,,,,
17.01.2020 17:00,-4.0,743.7,769.3,,39,Wind blowing from the east-southeast,1,,5,no clouds, ,,,-15.9,0.2,,,,,,8.0,-15.9,No precipitation,6,,,,
17.01.2020 14:00,0.1,743.9,769.3,,24,Wind blowing from the north-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,0.1,,,,,,30.0,-18.1,No precipitation,12,,,,
17.01.2020 11:00,-3.3,745.4,770.8,,37,Wind blowing from the south-east,1,,3,no clouds, ,,,-15.9,-0.7,,,,,,10.0,-16.2,No precipitation,6,,,,
17.01.2020 08:00,-14.9,745.9,771.8,0.1,82,Wind blowing from the south-east,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.9,-0.7,,,,,,1.7,-17.3,No precipitation,12,,,,
17.01.2020 05:00,-15.3,745.8,771.4,,80,Wind blowing from the west,1,,3,,Mist. ,,,-17.7,-0.7,,,,,,1.9,-18.0,No precipitation,6,,,,
17.01.2020 02:00,-14.3,746.7,772.2,,80,Wind blowing from the south-southwest,0,,3,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-0.7,,,2500 or more  or no clouds.,,,4.1,-17.0,No precipitation,12,,,,
16.01.2020 20:00,-9.7,746.4,772.3,-0.1,66,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-0.7,,,,,,2.1,-14.9,No precipitation,12,,,,
16.01.2020 17:00,-4.7,746.5,772.3,,49,Wind blowing from the south-west,1,,3,no clouds, ,,,-17.7,-0.7,,,,,,1.9,-14.0,No precipitation,6,,,,
16.01.2020 14:00,-1.6,746.2,771.7,-1.5,33,Wind blowing from the south-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,-1.1,,,,,,18.0,-15.8,No precipitation,12,,,,
16.01.2020 11:00,-4.7,747.7,773.4,,42,Wind blowing from the south-southwest,1,,2,no clouds, ,,,-17.7,-1.8,,,,,,8.0,-15.9,No precipitation,6,,,,
16.01.2020 08:00,-15.9,748.0,774.1,0.3,85,Wind blowing from the south-southwest,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.7,,,,,,,1.4,-17.8,No precipitation,12,,,,
16.01.2020 05:00,-16.6,747.7,773.5,,81,Wind blowing from the west-southwest,1,,2,,Mist. ,,,-18.1,-1.8,,,,,,4.0,-19.1,No precipitation,6,,,,
16.01.2020 02:00,-15.5,747.9,773.5,,82,Wind blowing from the north-west,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-1.8,,,2500 or more  or no clouds.,,,3.7,-17.9,No precipitation,12,,,,
15.01.2020 20:00,-11.3,747.4,773.5,0.3,73,Wind blowing from the west,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-1.8,,,,,,1.8,-15.3,No precipitation,12,,,,
15.01.2020 17:00,-5.5,747.1,772.9,,43,Wind blowing from the south,1,,2,no clouds, ,,,-18.1,-1.8,,,,,,3.9,-16.1,No precipitation,6,,,,
15.01.2020 14:00,-2.8,746.5,772.2,,33,Wind blowing from the west-northwest,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-2.1,,,,,,22.0,-16.8,No precipitation,12,,,,
15.01.2020 11:00,-6.2,747.7,773.4,,45,Wind blowing from the east,1,,3,no clouds, ,,,-18.1,-3.1,,,,,,13.0,-16.2,No precipitation,6,,,,
15.01.2020 08:00,-16.6,747.7,773.8,0.3,83,Wind blowing from the west-southwest,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-3.1,,,,,,1.3,-18.8,No precipitation,12,,,,
15.01.2020 05:00,-17.1,747.4,773.2,,81,Wind blowing from the west,1,,3,,Mist. ,,,-18.8,-3.1,,,,,,4.7,-19.6,No precipitation,6,,,,
15.01.2020 02:00,-16.1,747.2,772.9,,79,Wind blowing from the south-east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-3.1,,,2500 or more  or no clouds.,,,5.0,-19.0,No precipitation,12,,,,
14.01.2020 20:00,-11.1,746.7,772.8,0.9,67,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-3.1,,,,,,1.9,-16.0,No precipitation,12,,,,
14.01.2020 17:00,-6.8,745.8,771.7,,48,Wind blowing from the south-east,1,,4,no clouds, ,,,-18.8,-3.1,,,,,,7.0,-16.0,No precipitation,6,,,,
14.01.2020 14:00,-3.7,745.0,770.6,-1.1,29,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-3.4,,,,,,30.0,-19.2,No precipitation,12,,,,
14.01.2020 11:00,-7.3,746.1,771.9,,42,Wind blowing from the south,1,,3,no clouds, ,,,-18.8,-6.0,,,,,,16.0,-18.0,No precipitation,6,,,,
14.01.2020 08:00,-17.0,746.4,772.6,0.8,83,Wind blowing from the south-southwest,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.8,-6.0,,,,,,1.5,-19.2,No precipitation,12,,,,
14.01.2020 05:00,-17.8,745.6,771.6,,82,Wind blowing from the west-southwest,1,,2,,Mist. ,,,-18.4,-6.0,,,,,,4.4,-20.1,No precipitation,6,,,,
14.01.2020 02:00,-16.8,745.3,771.1,,83,Wind blowing from the west-southwest,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-6.0,,,2500 or more  or no clouds.,,,5.0,-19.1,No precipitation,12,,,,
13.01.2020 20:00,-12.4,744.7,770.8,1.1,67,Wind blowing from the south,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-6.0,,,2500 or more  or no clouds.,,,4.8,-17.4,No precipitation,12,,,,
13.01.2020 17:00,-7.8,743.6,769.5,,42,Wind blowing from the north-northwest,1,,6,70 – 80%., ,,,-18.4,-6.0,,,2500 or more  or no clouds.,,,4.7,-18.5,No precipitation,6,,,,
13.01.2020 14:00,-6.6,743.2,768.9,-0.1,36,Wind blowing from the north-northwest,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-3.7,,,2500 or more  or no clouds.,,,30.0,-19.2,No precipitation,12,,,,
13.01.2020 11:00,-9.0,743.3,769.0,,45,Wind blowing from the west,2,,4,70 – 80%., ,,,-18.4,-3.5,,,2500 or more  or no clouds.,,,22.0,-18.8,No precipitation,6,,,,
13.01.2020 08:00,-16.6,743.1,769.0,1.3,84,Wind blowing from the south,0,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.4,-3.5,,,,,,0.7,-18.7,No precipitation,12,,,,
13.01.2020 05:00,-17.4,741.8,767.5,,80,Wind blowing from the south,0,,5,,Haze. ,,,-17.4,-3.5,,,,,,4.9,-20.0,No precipitation,6,,,,
13.01.2020 02:00,-16.2,741.7,767.2,,79,Wind blowing from the east,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-3.5,,,2500 or more  or no clouds.,,,6.0,-19.0,No precipitation,12,,,,
12.01.2020 20:00,-9.0,741.0,766.6,1.1,56,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-3.5,,,,,,13.0,-16.2,No precipitation,12,,,,
12.01.2020 17:00,-6.8,739.9,765.3,,46,Wind blowing from the west-northwest,1,,6,no clouds, ,,,-12.8,-3.5,,,,,,6.0,-16.7,No precipitation,6,,,,
12.01.2020 14:00,-4.4,739.3,764.4,-1.8,42,Wind blowing from the west-northwest,3,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-2.7,,,2500 or more  or no clouds.,,,21.0,-15.4,No precipitation,12,,,,
12.01.2020 11:00,-6.3,741.1,766.3,,51,Wind blowing from the south-southwest,1,,5,90  or more  but not 100%, ,,,-12.8,-2.6,,,2500 or more  or no clouds.,,,24.0,-14.8,No precipitation,6,,,,
12.01.2020 08:00,-12.2,741.4,766.8,0.9,79,Wind blowing from the south-southwest,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-2.6,,,2500 or more  or no clouds.,,,4.2,-15.1,No precipitation,12,,,,
12.01.2020 05:00,-10.8,740.5,765.8,,66,Wind blowing from the west-northwest,1,,5,,Haze. ,,,-15.3,-2.6,,,,,,4.8,-15.9,No precipitation,6,,,,
12.01.2020 02:00,-8.7,741.4,766.5,,58,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-2.6,,,2500 or more  or no clouds.,,,19.0,-15.5,No precipitation,12,,,,
11.01.2020 20:00,-6.2,742.0,767.5,-0.5,51,Wind blowing from the east-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-2.6,,,2500 or more  or no clouds.,,,21.0,-14.7,No precipitation,12,,,,
11.01.2020 17:00,-4.8,742.5,768.0,,49,Wind blowing from the west-northwest,1,,3,100%., ,,,-15.3,-2.6,,,2500 or more  or no clouds.,,,6.0,-13.9,No precipitation,6,,,,
11.01.2020 14:00,-3.0,741.4,766.8,-2.0,41,Wind blowing from the south-east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-0.5,,,,,,27.0,-14.4,No precipitation,12,,,,
11.01.2020 11:00,-5.5,743.4,768.8,,55,Wind blowing from the west,1,,3,no clouds, ,,,-15.3,-0.5,,,,,,11.0,-13.3,No precipitation,6,,,,
11.01.2020 08:00,-13.9,743.5,769.2,0.8,86,Wind blowing from the south-southeast,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-0.5,,,,,,1.3,-15.7,No precipitation,12,,,,
11.01.2020 05:00,-14.3,742.7,768.1,,85,Wind blowing from the north,1,,2,,Mist. ,,,-15.1,-0.5,,,,,,3.2,-16.3,No precipitation,6,,,,
11.01.2020 02:00,-13.1,742.9,768.2,,85,Wind blowing from the east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-0.5,,,2500 or more  or no clouds.,,,3.5,-15.1,No precipitation,12,,,,
10.01.2020 20:00,-9.0,742.8,768.5,0.5,80,Wind blowing from the south-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-0.5,,,,,,1.8,-11.8,No precipitation,12,,,,
10.01.2020 17:00,-3.7,742.3,767.8,,57,Wind blowing from the west,1,,3,no clouds, ,,,-15.1,-0.5,,,,,,3.2,-11.0,No precipitation,6,,,,
10.01.2020 14:00,-1.2,742.0,767.3,-1.8,45,Wind blowing from the north-west,2,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-1.0,,,,,,24.0,-11.6,No precipitation,12,,,,
10.01.2020 11:00,-4.7,743.8,769.3,,59,Wind blowing from the south,1,,3,no clouds, ,,,-15.1,-1.0,,,,,,13.0,-11.5,No precipitation,6,,,,
10.01.2020 08:00,-13.7,744.4,770.2,-0.2,86,Wind blowing from the south-southwest,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-1.0,,,,,,1.6,-15.5,No precipitation,12,,,,
10.01.2020 05:00,-14.4,744.6,770.2,,84,Wind blowing from the south-southwest,0,,3,,Mist. ,,,-14.5,-1.0,,,,,,5.0,-16.5,No precipitation,6,,,,
10.01.2020 02:00,-12.9,745.3,770.8,,84,Wind blowing from the north,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-1.0,,,2500 or more  or no clouds.,,,4.9,-15.0,No precipitation,12,,,,
09.01.2020 20:00,-7.8,745.0,770.7,0.3,68,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-1.0,,,,,,10.0,-12.7,No precipitation,12,,,,
09.01.2020 17:00,-4.1,744.7,770.2,,57,Wind blowing from the south-southwest,1,,4,no clouds, ,,,-14.1,-1.0,,,,,,6.0,-11.4,No precipitation,6,,,,
