Local time in Jingdezhen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 23:00,9.4,762.4,768.2,,96,Wind blowing from the north-northeast,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.8,18.5,,,,,,5.0,8.8,7.0,6,,,,
02.03.2020 20:00,9.9,762.0,767.8,1.7,93,Wind blowing from the north-northeast,1,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,18.5,,,600-1000,,,8.0,8.8,3.0,12,,,,
02.03.2020 17:00,13.4,760.3,766.1,,62,Wind blowing from the north-northeast,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,18.5,,,1000-1500,,,16.0,6.3,No precipitation,6,,,,
02.03.2020 14:00,17.3,760.2,765.9,,47,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,18.1,,,2500 or more  or no clouds.,,,15.0,5.9,No precipitation,12,,,,
02.03.2020 11:00,14.2,762.1,767.9,,54,Wind blowing from the east-northeast,3,,7,100%., ,,,8.8,15.8,,,1000-1500,,,16.0,5.0,No precipitation,6,,,,
02.03.2020 08:00,10.0,763.0,768.7,0.4,76,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,2500 or more  or no clouds.,,,13.0,6.0,No precipitation,12,,,,
02.03.2020 05:00,9.2,762.6,768.4,,77,Wind blowing from the north-east,1,,7,, ,,,8.8,15.8,,,,,,16.0,5.4,No precipitation,6,,,,
02.03.2020 02:00,9.2,762.7,768.5,0.0,76,Wind blowing from the north-east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,15.8,,,2500 or more  or no clouds.,,,16.0,5.2,No precipitation,12,,,,
01.03.2020 23:00,10.1,762.7,768.5,,74,Wind blowing from the north-northeast,2,,7,, ,,,9.9,15.8,,,,,,14.0,5.7,No precipitation,6,,,,
01.03.2020 20:00,11.8,761.8,767.5,1.8,72,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,15.8,,,2500 or more  or no clouds.,,,15.0,6.9,No precipitation,12,,,,
01.03.2020 17:00,14.6,760.0,765.7,,68,Wind blowing from the north,1,,5,90  or more  but not 100%, ,,,10.7,15.8,,,,,,18.0,8.8,No precipitation,6,,,,
01.03.2020 14:00,15.0,759.2,764.9,-0.9,73,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,15.8,,,2500 or more  or no clouds.,,,19.0,10.2,0.1,12,,,,
01.03.2020 11:00,14.3,760.1,765.8,,79,Calm  no wind,0,,,100%., ,,,10.7,14.3,,,1000-1500,,,19.0,10.7,No precipitation,6,,,,
01.03.2020 08:00,10.9,758.8,764.5,1.8,97,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,12.8,,,1000-1500,,,7.0,10.4,10.0,12,,,,
01.03.2020 05:00,10.8,757.0,762.8,,97,Wind blowing from the south-west,1,,4,,Mist. ,,,10.7,12.8,,,,,,6.0,10.3,1.0,6,,,,
01.03.2020 02:00,11.1,757.1,762.8,,98,Wind blowing from the west,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,12.8,,,2500 or more  or no clouds.,,,6.0,10.8,16.0,12,,,,
29.02.2020 20:00,11.8,756.7,762.4,0.9,97,Wind blowing from the south-west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,12.8,,,2500 or more  or no clouds.,,,7.0,11.3,9.0,12,,,,
29.02.2020 17:00,11.6,755.8,761.5,,96,Wind blowing from the south,1,,3,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,12.9,,,,,,6.0,11.0,4.0,6,,,,
29.02.2020 14:00,12.8,756.0,761.7,-1.6,93,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,14.8,,,1000-1500,,,8.0,11.7,6.0,12,,,,
29.02.2020 11:00,11.7,757.6,763.3,,96,Wind blowing from the south-west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,10.9,15.3,,,300-600,,,8.0,11.1,6.0,6,,,,
29.02.2020 08:00,11.0,757.1,762.8,0.7,97,Wind blowing from the south-west,1,,3,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,15.3,,,2500 or more  or no clouds.,,,3.6,10.5,4.0,12,,,,
29.02.2020 05:00,11.7,756.4,762.1,,89,Wind blowing from the south-west,1,,3,,Rain (not freezing) not falling as shower(s). ,,,11.6,,,,,,,7.0,9.9,No precipitation,6,,,,
29.02.2020 02:00,12.2,756.4,762.1,-1.0,90,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,15.3,,,2500 or more  or no clouds.,,,7.0,10.6,No precipitation,12,,,,
28.02.2020 23:00,12.8,757.4,763.1,,88,Wind blowing from the north,1,,5,, ,,,12.1,15.3,,,,,,8.0,10.9,No precipitation,6,,,,
28.02.2020 20:00,12.2,757.8,763.5,,95,Wind blowing from the south,0,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,17.1,,,1000-1500,,,2.5,11.4,Trace of precipitation,12,,,,
28.02.2020 17:00,12.8,757.4,763.1,,93,Wind blowing from the west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,,,,,,,3.9,11.7,No precipitation,6,,,,
28.02.2020 14:00,14.8,757.4,763.1,-1.8,81,Wind blowing from the west-northwest,2,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,,,,1000-1500,,,8.0,11.6,Trace of precipitation,12,,,,
28.02.2020 11:00,14.5,759.2,764.9,,80,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,,,,1000-1500,,,9.0,11.1,No precipitation,6,,,,
28.02.2020 08:00,13.5,758.7,764.4,1.4,83,Wind blowing from the west-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.7,20.8,,,1000-1500,,,10.0,10.7,No precipitation,12,,,,
28.02.2020 05:00,13.2,757.3,762.9,,80,Wind blowing from the north-northwest,1,,6,, ,,,12.3,20.8,,,,,,12.0,9.8,No precipitation,6,,,,
28.02.2020 02:00,14.2,758.2,763.8,-1.6,74,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,20.8,,,2500 or more  or no clouds.,,,12.0,9.6,No precipitation,12,,,,
27.02.2020 23:00,15.2,759.8,765.5,,70,Wind blowing from the east,2,,6,, ,,,12.3,20.8,,,,,,13.0,9.8,No precipitation,6,,,,
27.02.2020 20:00,17.1,759.7,765.4,0.4,67,Wind blowing from the east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,20.8,,,2500 or more  or no clouds.,,,13.0,10.9,No precipitation,12,,,,
27.02.2020 17:00,19.3,759.3,765.0,,61,Wind blowing from the north,1,,4,90  or more  but not 100%, ,,,12.3,20.8,,,,,,16.0,11.6,No precipitation,6,,,,
27.02.2020 14:00,19.0,760.5,766.2,-2.2,57,Wind blowing from the north,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,20.1,,,2500 or more  or no clouds.,,,15.0,10.3,No precipitation,12,,,,
27.02.2020 11:00,16.5,762.7,768.4,,69,Wind blowing from the north-northeast,1,,6,90  or more  but not 100%, ,,,12.3,21.2,,,,,,16.0,10.8,No precipitation,6,,,,
27.02.2020 08:00,12.7,762.7,768.5,0.9,81,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,,,,1000-1500,,,18.0,9.5,No precipitation,12,,,,
27.02.2020 05:00,12.4,761.8,767.5,,83,Wind blowing from the north-northeast,1,,6,, ,,,12.4,21.2,,,,,,18.0,9.6,No precipitation,6,,,,
27.02.2020 02:00,12.9,762.4,768.1,-0.3,81,Wind blowing from the north-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,21.2,,,2500 or more  or no clouds.,,,19.0,9.7,No precipitation,12,,,,
26.02.2020 23:00,13.4,762.7,768.4,,81,Wind blowing from the north-northeast,2,,6,, ,,,13.4,21.2,,,,,,20.0,10.2,No precipitation,6,,,,
26.02.2020 20:00,14.3,761.7,767.4,1.4,83,Wind blowing from the north-northeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,21.2,,,2500 or more  or no clouds.,,,19.0,11.5,Trace of precipitation,12,,,,
26.02.2020 17:00,16.5,760.3,766.0,,77,Calm  no wind,0,,,90  or more  but not 100%, ,,,16.5,,,,,,,17.0,12.5,No precipitation,6,,,,
26.02.2020 14:00,20.1,759.7,765.3,-0.9,69,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,,,,1000-1500,,,13.0,14.2,Trace of precipitation,12,,,,
26.02.2020 11:00,18.1,760.6,766.3,,78,Wind blowing from the north-west,1,,5,, ,,,17.1,,,,,,,8.0,14.2,No precipitation,6,,,,
26.02.2020 08:00,17.2,759.6,765.2,1.7,85,Wind blowing from the north-east,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,,,,2500 or more  or no clouds.,,,8.0,14.7,No precipitation,12,,,,
26.02.2020 05:00,17.7,757.9,763.4,,82,Wind blowing from the east-northeast,1,,5,, ,,,14.8,26.8,,,,,,11.0,14.6,No precipitation,6,,,,
26.02.2020 02:00,18.1,757.6,763.2,-0.1,81,Wind blowing from the south-east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,26.8,,,2500 or more  or no clouds.,,,13.0,14.8,No precipitation,12,,,,
25.02.2020 23:00,18.7,757.7,763.3,,79,Wind blowing from the north-east,0,,10,, ,,,14.8,26.8,,,,,,13.0,15.0,No precipitation,6,,,,
25.02.2020 20:00,20.3,757.3,762.9,1.0,71,Wind blowing from the east-northeast,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,26.8,,,2500 or more  or no clouds.,,,14.0,14.9,No precipitation,12,,,,
25.02.2020 17:00,25.4,756.3,761.8,,50,Wind blowing from the south-southwest,1,,,, ,,,14.8,26.8,,,,,,14.0,14.2,No precipitation,6,,,,
25.02.2020 14:00,25.4,756.4,761.9,,50,Wind blowing from the south-southwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,26.7,,,2500 or more  or no clouds.,,,14.0,14.2,No precipitation,12,,,,
25.02.2020 11:00,25.3,757.9,763.4,,51,Wind blowing from the south-west,3,,6,90  or more  but not 100%, ,,,14.8,26.7,,,,,,14.0,14.4,No precipitation,6,,,,
25.02.2020 08:00,15.8,757.3,763.0,1.4,82,Wind blowing from the north,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,,,,2500 or more  or no clouds.,,,13.0,12.7,No precipitation,12,,,,
25.02.2020 05:00,15.5,755.9,761.5,,83,Wind blowing from the north-northwest,1,,4,, ,,,11.5,26.7,,,,,,14.0,12.6,No precipitation,6,,,,
25.02.2020 02:00,16.3,756.1,761.7,-0.3,81,Wind blowing from the north,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,26.7,,,2500 or more  or no clouds.,,,13.0,13.0,No precipitation,12,,,,
24.02.2020 23:00,16.8,756.4,762.1,,80,Wind blowing from the north,0,,8,, ,,,11.5,26.7,,,,,,12.0,13.3,No precipitation,6,,,,
24.02.2020 20:00,19.6,756.0,761.6,,65,Wind blowing from the east-northeast,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,26.7,,,2500 or more  or no clouds.,,,11.0,12.8,No precipitation,12,,,,
24.02.2020 17:00,25.4,755.6,761.2,,42,Wind blowing from the south-southwest,1,,8,90  or more  but not 100%, ,,,11.5,26.7,,,,,,15.0,11.6,No precipitation,6,,,,
24.02.2020 14:00,25.6,756.5,762.1,-2.7,42,Wind blowing from the south-southwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,26.5,,,2500 or more  or no clouds.,,,13.0,11.7,No precipitation,12,,,,
24.02.2020 11:00,19.7,759.2,764.8,,59,Wind blowing from the north,1,,4,90  or more  but not 100%, ,,,11.5,22.9,,,,,,13.0,11.5,No precipitation,6,,,,
24.02.2020 08:00,12.8,759.7,765.4,0.3,79,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.4,,,,2500 or more  or no clouds.,,,16.0,9.3,No precipitation,12,,,,
24.02.2020 05:00,11.9,759.4,765.0,,85,Wind blowing from the north-east,1,,,, ,,,8.9,22.9,,,,,,13.0,9.5,No precipitation,6,,,,
24.02.2020 02:00,12.1,760.4,766.0,-0.8,86,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,22.9,,,2500 or more  or no clouds.,,,15.0,9.8,No precipitation,12,,,,
23.02.2020 23:00,13.2,761.2,766.9,,82,Wind blowing from the north-northeast,1,,4,, ,,,8.9,22.9,,,,,,14.0,10.2,No precipitation,6,,,,
23.02.2020 20:00,15.5,761.5,767.3,0.1,72,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,22.9,,,,,,14.0,10.5,No precipitation,12,,,,
23.02.2020 17:00,21.6,761.4,767.1,,46,Wind blowing from the west-northwest,1,,4,no clouds, ,,,8.9,22.9,,,,,,14.0,9.5,No precipitation,6,,,,
23.02.2020 14:00,21.9,762.6,768.3,,38,Wind blowing from the north-northeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,21.9,,,,,,13.0,7.0,No precipitation,12,,,,
23.02.2020 11:00,16.5,765.7,771.4,,44,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%, ,,,8.9,20.3,,,,,,14.0,4.2,No precipitation,6,,,,
23.02.2020 08:00,10.3,765.9,771.7,0.8,67,Wind blowing from the north-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,,,,2500 or more  or no clouds.,,,17.0,4.4,No precipitation,12,,,,
23.02.2020 05:00,9.5,765.1,770.9,,72,Wind blowing from the east-northeast,1,,3,, ,,,7.7,20.3,,,,,,18.0,4.7,No precipitation,6,,,,
23.02.2020 02:00,9.5,766.1,771.9,-0.8,78,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,20.3,,,2500 or more  or no clouds.,,,17.0,5.9,No precipitation,12,,,,
22.02.2020 23:00,9.4,766.9,772.8,,83,Wind blowing from the east,1,,4,, ,,,7.7,20.3,,,,,,17.0,6.7,No precipitation,6,,,,
