Local time in Zhaotong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
28.02.2020 20:00,10.3,602.2,759.4,1.0,72,Wind blowing from the north-east,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,19.1,,,,,,18.0,5.5,No precipitation,12,,,,
28.02.2020 17:00,17.9,601.2,755.5,,27,Wind blowing from the south-west,3,,10,70 – 80%., ,,,8.8,19.4,,,1000-1500,,,30.0,-1.3,No precipitation,6,,,,
28.02.2020 14:00,16.9,602.3,756.5,-2.3,37,Wind blowing from the west,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,19.7,,,1000-1500,,,30.0,2.1,0.4,12,,,,
28.02.2020 11:00,12.0,604.6,760.3,,73,Wind blowing from the south,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,,,,1000-1500,,,14.0,7.3,No precipitation,6,,,,
28.02.2020 08:00,8.8,604.0,759.8,1.5,86,Wind blowing from the north-northeast,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,19.7,,,300-600,,,12.0,6.6,0.4,12,,,,
28.02.2020 05:00,9.6,602.5,756.7,,85,Wind blowing from the north-northeast,1,,12,,Rain (not freezing) not falling as shower(s). ,,,5.9,19.7,,,,,,26.0,7.2,0.4,6,,,,
28.02.2020 02:00,12.0,602.9,756.9,,67,Wind blowing from the south-east,1,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,19.7,,,2500 or more  or no clouds.,,,30.0,5.9,No precipitation,12,,,,
27.02.2020 20:00,16.3,602.4,758.5,0.6,45,Wind blowing from the south-southwest,4,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,19.7,,,1000-1500,,,24.0,4.4,0.2,12,,,,
27.02.2020 17:00,19.4,601.8,756.7,,35,Wind blowing from the south-west,6,,14,40%., ,,,5.9,21.6,,,1000-1500,,,22.0,3.6,0.2,6,,,,
27.02.2020 14:00,18.3,602.8,757.7,-1.5,44,Wind blowing from the south-west,5,,8,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,22.3,,,1000-1500,,,19.0,5.9,0.2,12,,,,
27.02.2020 11:00,13.7,604.3,760.2,,57,Calm  no wind,0,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,22.3,,,300-600,,,8.0,5.3,No precipitation,6,,,,
27.02.2020 08:00,6.8,603.8,759.5,0.7,79,Wind blowing from the south-southwest,0,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,22.3,,,1000-1500,,,8.0,3.4,No precipitation,12,,,,
27.02.2020 05:00,6.9,603.1,757.7,,80,Calm  no wind,0,,,, ,,,4.0,22.3,,,,,,9.0,3.7,No precipitation,6,,,,
27.02.2020 02:00,8.9,604.0,758.5,,72,Calm  no wind,0,,,, ,,,4.0,22.3,,,,,,11.0,4.1,No precipitation,6,,,,
26.02.2020 20:00,18.3,603.0,759.3,0.9,28,Wind blowing from the south,2,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,22.3,,,1500-2000,,,30.0,-0.5,No precipitation,12,,,,
26.02.2020 17:00,21.5,602.1,757.0,,22,Wind blowing from the south-southwest,4,,9,60%., ,,,4.0,22.3,,,1500-2000,,,30.0,-1.1,No precipitation,6,,,,
26.02.2020 14:00,20.6,603.3,758.2,-2.1,25,Wind blowing from the south-southwest,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,21.5,,,1000-1500,,,30.0,-0.1,No precipitation,12,,,,
26.02.2020 11:00,12.7,605.4,762.4,,57,Wind blowing from the south-west,1,,4,10%  or less  but not 0, ,,,4.0,21.5,,,2500 or more  or no clouds.,,,13.0,4.4,No precipitation,6,,,,
26.02.2020 08:00,4.1,605.0,763.2,0.8,92,Wind blowing from the north,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,21.5,,,,,,7.0,2.9,No precipitation,12,,,,
26.02.2020 05:00,4.8,604.2,760.0,,89,Wind blowing from the north,1,,7,, ,,,2.6,21.5,,,,,,10.0,3.1,No precipitation,6,,,,
26.02.2020 02:00,7.2,604.3,759.7,,78,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,21.5,,,2500 or more  or no clouds.,,,15.0,3.6,No precipitation,12,,,,
25.02.2020 20:00,13.9,602.8,760.9,1.3,49,Wind blowing from the north-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,21.5,,,,,,23.0,3.4,No precipitation,12,,,,
25.02.2020 17:00,20.8,601.5,756.7,,19,Wind blowing from the south-southwest,3,,8,no clouds, ,,,2.6,21.5,,,,,,30.0,-3.6,No precipitation,6,,,,
25.02.2020 14:00,19.4,602.4,757.7,-2.4,25,Wind blowing from the south-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,22.8,,,,,,24.0,-1.1,No precipitation,12,,,,
25.02.2020 11:00,10.6,604.8,761.5,,55,Wind blowing from the south-west,1,,6,no clouds, ,,,2.6,,,,,,,16.0,1.9,No precipitation,6,,,,
25.02.2020 08:00,2.8,604.5,761.8,1.1,82,Wind blowing from the west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,,,,,,,14.0,0.0,No precipitation,12,,,,
25.02.2020 05:00,4.0,603.4,759.4,,82,Wind blowing from the north,1,,11,, ,,,4.0,22.8,,,,,,25.0,1.2,No precipitation,6,,,,
25.02.2020 02:00,6.0,603.3,758.2,,75,Wind blowing from the north-east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,22.8,,,2500 or more  or no clouds.,,,28.0,1.9,No precipitation,12,,,,
24.02.2020 20:00,17.9,601.2,754.7,0.6,27,Wind blowing from the south,2,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,22.8,,,1000-1500,,,30.0,-1.3,No precipitation,12,,,,
24.02.2020 17:00,20.0,600.6,753.2,,24,Wind blowing from the south-southwest,4,,,70 – 80%., ,,,12.4,22.8,,,1000-1500,,,30.0,-1.2,No precipitation,6,,,,
24.02.2020 14:00,21.7,601.1,753.0,-1.7,20,Wind blowing from the south-west,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,22.2,,,1500-2000,,,30.0,-2.2,No precipitation,12,,,,
24.02.2020 11:00,17.4,602.8,755.8,,32,Wind blowing from the south,4,,,no clouds, ,,,6.1,22.2,,,,,,29.0,0.6,No precipitation,6,,,,
24.02.2020 08:00,12.7,602.1,756.1,0.4,51,Wind blowing from the south-southwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,22.2,,,,,,26.0,2.6,No precipitation,12,,,,
24.02.2020 05:00,12.8,601.7,754.0,,49,Wind blowing from the south-southeast,2,,11,, ,,,3.4,22.2,,,,,,29.0,2.4,No precipitation,6,,,,
24.02.2020 02:00,14.1,602.7,755.5,,46,Wind blowing from the south,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,22.2,,,2500 or more  or no clouds.,,,27.0,2.7,No precipitation,12,,,,
23.02.2020 20:00,16.9,602.5,759.3,0.6,25,Wind blowing from the east,1,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,22.2,,,1000-1500,,,29.0,-3.2,No precipitation,12,,,,
23.02.2020 17:00,22.2,601.9,756.9,,18,Wind blowing from the south-west,5,,12,70 – 80%., ,,,3.4,22.2,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,30.0,-3.2,No precipitation,6,,,,
23.02.2020 14:00,20.2,603.6,759.6,-3.5,28,Wind blowing from the south-west,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,20.2,,,1000-1500,,,16.0,1.1,No precipitation,12,,,,
23.02.2020 11:00,6.0,607.1,768.3,,86,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,,,,300-600,,,6.0,3.8,No precipitation,6,,,,
23.02.2020 08:00,3.7,607.0,768.4,0.0,94,Wind blowing from the north-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,,,,300-600,,,8.0,2.8,No precipitation,12,,,,
23.02.2020 05:00,3.8,607.0,765.7,,87,Wind blowing from the west-northwest,1,,8,, ,,,3.8,19.9,,,,,,20.0,1.8,No precipitation,6,,,,
23.02.2020 02:00,4.1,608.3,767.3,,83,Wind blowing from the north-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,19.9,,,2500 or more  or no clouds.,,,27.0,1.5,No precipitation,12,,,,
22.02.2020 20:00,5.8,607.3,768.4,1.9,77,Wind blowing from the north-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,19.9,,,,,,21.0,2.1,No precipitation,12,,,,
22.02.2020 17:00,14.2,605.4,763.3,,51,Wind blowing from the north-northeast,3,,6,90  or more  but not 100%, ,,,4.6,19.9,,Sky obscured by fog and/or other meteorological phenomena.,,,,16.0,4.2,No precipitation,6,,,,
22.02.2020 14:00,14.1,607.4,765.7,-2.7,53,Wind blowing from the east-northeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,14.3,,,1000-1500,,,12.0,4.7,No precipitation,12,,,,
22.02.2020 11:00,6.9,610.1,771.7,,75,Wind blowing from the north-northeast,1,,3,100%., ,,,4.6,,,,300-600,,,11.0,2.8,No precipitation,6,,,,
22.02.2020 08:00,5.1,609.7,770.7,0.3,82,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,,,,300-600,,,17.0,2.3,No precipitation,12,,,,
22.02.2020 05:00,5.0,609.4,768.4,,82,Wind blowing from the north-northeast,1,,7,, ,,,1.7,14.3,,,,,,16.0,2.2,No precipitation,6,,,,
22.02.2020 02:00,5.4,610.3,770.5,,81,Wind blowing from the north-northeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,14.3,,,2500 or more  or no clouds.,,,14.0,2.4,No precipitation,12,,,,
21.02.2020 20:00,8.0,608.9,770.7,1.0,65,Wind blowing from the north-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,14.3,,,,,,23.0,1.8,No precipitation,12,,,,
21.02.2020 17:00,14.0,607.9,767.5,,44,Wind blowing from the south-southwest,2,,5,no clouds, ,,,1.7,14.0,,,,,,22.0,2.0,No precipitation,6,,,,
21.02.2020 14:00,10.7,610.0,771.1,-2.1,51,Wind blowing from the south-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,10.7,,,,,,23.0,1.0,No precipitation,12,,,,
21.02.2020 11:00,6.1,612.1,775.2,,65,Wind blowing from the south,1,,7,20–30%., ,,,1.7,11.3,,,1000-1500,,,21.0,0.0,No precipitation,6,,,,
21.02.2020 08:00,1.9,611.2,775.4,,85,Wind blowing from the south,1,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,,,,300-600,,,30.0,-0.4,No precipitation,12,,,,
21.02.2020 05:00,1.9,610.0,772.6,,81,Wind blowing from the north,1,,8,, ,,,1.3,11.3,,,,,,30.0,-1.0,No precipitation,6,,,,
21.02.2020 02:00,2.2,610.1,771.3,,79,Wind blowing from the north,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,11.3,,,2500 or more  or no clouds.,,,30.0,-1.1,No precipitation,12,,,,
20.02.2020 20:00,2.2,607.0,770.4,2.6,83,Wind blowing from the north,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,11.3,,,1500-2000,,,22.0,-0.4,No precipitation,12,,,,
20.02.2020 17:00,6.6,604.4,765.3,,65,Wind blowing from the north,4,,10,no clouds, ,,,1.3,17.9,,,,,,30.0,0.5,No precipitation,6,,,,
20.02.2020 14:00,10.5,604.1,763.1,-1.3,55,Wind blowing from the north-northeast,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,17.9,,,,,,19.0,1.8,No precipitation,12,,,,
20.02.2020 11:00,9.5,605.4,764.3,,60,Wind blowing from the north-northeast,2,,3,no clouds, ,,,1.3,17.9,,,,,,14.0,2.1,No precipitation,6,,,,
20.02.2020 08:00,1.3,604.2,764.2,0.9,91,Wind blowing from the north,0,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,17.9,,,,,,12.0,0.0,No precipitation,12,,,,
20.02.2020 05:00,2.3,603.3,760.4,,86,Wind blowing from the north-northwest,1,,3,, ,,,-0.2,17.9,,,,,,14.0,0.2,No precipitation,6,,,,
20.02.2020 02:00,4.1,603.6,762.5,,78,Wind blowing from the north-northwest,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,17.9,,,2500 or more  or no clouds.,,,18.0,0.6,No precipitation,12,,,,
19.02.2020 20:00,10.4,603.3,763.6,0.1,54,Wind blowing from the south-east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,17.9,,,,,,14.0,1.5,No precipitation,12,,,,
19.02.2020 17:00,17.8,603.2,761.0,,30,Wind blowing from the east-southeast,1,,3,no clouds, ,,,-0.7,17.8,,,,,,27.0,0.0,No precipitation,6,,,,
19.02.2020 14:00,10.6,605.5,766.3,-2.5,51,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,10.7,,,,,,20.0,0.9,No precipitation,12,,,,
19.02.2020 11:00,4.0,608.0,771.7,,68,Wind blowing from the south-southwest,1,,5,20–30%., ,,,-0.7,7.1,,,1000-1500,,,15.0,-1.4,No precipitation,6,,,,
19.02.2020 08:00,-0.2,607.2,771.7,0.8,85,Wind blowing from the south,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,,,,2500 or more  or no clouds.,,,20.0,-2.4,No precipitation,12,,,,
