Local time in Ya'an,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
24.01.2020 17:00,8.3,713.5,769.9,,84,Wind blowing from the west-southwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.4,9.2,,,300-600,,,14.0,5.8,No precipitation,6,,,,
24.01.2020 14:00,7.9,714.0,770.5,-1.5,87,Wind blowing from the south-southeast,0,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.4,,,,300-600,,,9.0,5.9,5.0,12,,,,
24.01.2020 11:00,7.2,715.5,772.2,,90,Wind blowing from the south,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,,,,9.0,5.7,3.0,6,,,,
24.01.2020 08:00,6.7,714.2,770.8,,95,Wind blowing from the south-southwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,10.5,,,300-600,,,2.2,6.0,7.0,12,,,,
24.01.2020 05:00,7.3,712.6,768.9,,96,Wind blowing from the south-southwest,0,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.6,10.5,,,,,,1.0,6.7,5.0,6,,,,
24.01.2020 02:00,7.4,712.6,768.7,,96,Wind blowing from the south-southwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,10.5,,,2500 or more  or no clouds.,,,1.2,6.8,3.0,12,,,,
23.01.2020 20:00,8.2,711.9,768.2,2.6,86,Wind blowing from the west-southwest,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,10.5,,,300-600,,,4.2,6.0,No precipitation,12,,,,
23.01.2020 17:00,9.2,709.3,765.4,,80,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,10.6,,,300-600,,,10.0,5.8,No precipitation,6,,,,
23.01.2020 14:00,10.3,709.0,764.8,-1.8,72,Wind blowing from the south,0,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,11.1,,,2500 or more  or no clouds.,,,11.0,5.5,0.1,12,,,,
23.01.2020 11:00,9.4,710.8,766.7,,79,Wind blowing from the south,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,11.1,,,2500 or more  or no clouds.,,,9.0,5.9,No precipitation,6,,,,
23.01.2020 08:00,6.6,709.7,765.8,0.4,93,Wind blowing from the south-west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,11.1,,,300-600,,,5.0,5.6,2.0,12,,,,
23.01.2020 05:00,6.8,709.3,765.2,,94,Wind blowing from the south,1,,2,,Mist. ,,,6.8,11.1,,,,,,3.4,5.9,2.0,6,,,,
23.01.2020 02:00,7.5,710.5,766.4,,95,Wind blowing from the north,0,,2,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.1,,,2500 or more  or no clouds.,,,1.7,6.8,2.0,12,,,,
22.01.2020 20:00,9.1,709.6,765.6,1.7,81,Wind blowing from the west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.1,,,2500 or more  or no clouds.,,,3.9,6.0,No precipitation,12,,,,
22.01.2020 17:00,10.6,707.9,763.6,,70,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,11.1,,,2500 or more  or no clouds.,,,5.0,5.4,No precipitation,6,,,,
22.01.2020 14:00,11.1,708.1,763.6,,69,Wind blowing from the east,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,12.1,,,2500 or more  or no clouds.,,,4.9,5.6,No precipitation,12,,,,
22.01.2020 11:00,9.4,710.2,766.1,,76,Wind blowing from the south,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,12.1,,,,,,4.5,5.4,No precipitation,6,,,,
22.01.2020 08:00,7.5,709.5,765.4,0.3,85,Wind blowing from the south-southwest,0,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,12.1,,,2000-2500,,,3.1,5.1,Trace of precipitation,12,,,,
22.01.2020 05:00,7.9,709.2,764.9,,86,Wind blowing from the west-southwest,1,,3,,Mist. ,,,6.0,12.1,,,,,,3.5,5.7,No precipitation,6,,,,
22.01.2020 02:00,8.2,709.5,765.1,,82,Wind blowing from the south-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,12.1,,,2500 or more  or no clouds.,,,4.1,5.3,No precipitation,12,,,,
21.01.2020 20:00,9.7,708.4,764.3,1.5,67,Wind blowing from the east,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,12.1,,,2500 or more  or no clouds.,,,6.0,3.9,No precipitation,12,,,,
21.01.2020 17:00,11.1,706.9,762.6,,60,Wind blowing from the east-northeast,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,12.1,,,2500 or more  or no clouds.,,,7.0,3.6,No precipitation,6,,,,
21.01.2020 14:00,11.5,707.3,763.0,,59,Wind blowing from the east-northeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,12.8,,,600-1000,,,8.0,3.8,No precipitation,12,,,,
21.01.2020 11:00,9.0,710.6,766.7,,73,Wind blowing from the south,1,,2,90  or more  but not 100%, ,,,6.0,12.8,,,,,,7.0,4.4,No precipitation,6,,,,
21.01.2020 08:00,6.0,709.9,766.0,0.7,91,Wind blowing from the west,0,,1,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,12.8,,,2500 or more  or no clouds.,,,4.5,4.6,No precipitation,12,,,,
21.01.2020 05:00,6.3,709.2,765.1,,89,Wind blowing from the south-east,0,,2,,Mist. ,,,4.7,12.8,,,,,,5.0,4.6,No precipitation,6,,,,
21.01.2020 02:00,6.8,710.2,765.9,,86,Wind blowing from the east,0,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,12.8,,,2500 or more  or no clouds.,,,5.0,4.6,No precipitation,12,,,,
20.01.2020 20:00,8.7,709.6,766.0,1.5,69,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,12.8,,,2500 or more  or no clouds.,,,8.0,3.3,No precipitation,12,,,,
20.01.2020 17:00,10.6,708.1,764.1,,55,Wind blowing from the east-northeast,1,,3,100%., ,,,4.7,12.8,,,2500 or more  or no clouds.,,,13.0,1.9,No precipitation,6,,,,
20.01.2020 14:00,12.7,709.1,764.8,-3.1,48,Wind blowing from the east,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,12.7,,,600-1000,,,13.0,2.0,No precipitation,12,,,,
20.01.2020 11:00,8.7,712.2,768.5,,71,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%, ,,,4.7,11.2,,,,,,15.0,3.7,No precipitation,6,,,,
20.01.2020 08:00,4.8,712.0,768.7,0.6,92,Wind blowing from the north-east,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,11.2,,,2500 or more  or no clouds.,,,7.0,3.6,No precipitation,12,,,,
20.01.2020 05:00,5.4,711.4,767.7,,86,Wind blowing from the north,0,,2,, ,,,5.4,11.2,,,,,,11.0,3.2,No precipitation,6,,,,
20.01.2020 02:00,6.2,712.2,768.3,,86,Wind blowing from the south-east,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,11.2,,,2500 or more  or no clouds.,,,10.0,4.0,No precipitation,12,,,,
19.01.2020 20:00,7.6,711.9,768.4,1.3,76,Wind blowing from the south-southeast,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,11.2,,,2500 or more  or no clouds.,,,11.0,3.6,No precipitation,12,,,,
19.01.2020 17:00,10.0,710.6,766.8,,58,Wind blowing from the north-east,1,,,100%., ,,,5.5,11.2,,,600-1000,,,19.0,2.1,No precipitation,6,,,,
19.01.2020 14:00,11.1,711.7,767.8,-3.3,60,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,11.1,,,2500 or more  or no clouds.,,,18.0,3.6,No precipitation,12,,,,
19.01.2020 11:00,8.3,715.0,771.7,,76,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%, ,,,5.5,8.3,,,,,,22.0,4.3,No precipitation,6,,,,
19.01.2020 08:00,5.9,714.7,771.6,0.0,82,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,6.5,,,2000-2500,,,21.0,3.1,0.2,12,,,,
19.01.2020 05:00,5.7,714.7,771.6,,87,Wind blowing from the south-west,1,,4,, ,,,5.5,6.5,,,,,,19.0,3.7,0.1,6,,,,
19.01.2020 02:00,6.1,715.6,772.6,,87,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,6.5,,,2500 or more  or no clouds.,,,12.0,4.1,0.7,12,,,,
18.01.2020 20:00,5.7,714.9,771.8,2.4,94,Wind blowing from the south-west,1,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,6.7,,,2500 or more  or no clouds.,,,2.5,4.8,1.0,12,,,,
18.01.2020 17:00,6.1,712.5,769.1,,87,Wind blowing from the west-northwest,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.9,6.9,,,300-600,,,7.0,4.1,0.6,6,,,,
18.01.2020 14:00,6.2,712.3,768.9,-1.1,91,Wind blowing from the north-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.9,,,,300-600,,,5.0,4.8,0.8,12,,,,
18.01.2020 11:00,6.3,713.4,770.1,,94,Wind blowing from the east-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.9,,,,300-600,,,1.8,5.4,0.3,6,,,,
18.01.2020 08:00,6.1,711.3,767.8,1.1,94,Wind blowing from the north-west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,7.5,,,300-600,,,2.5,5.2,0.1,12,,,,
18.01.2020 05:00,6.4,710.2,766.6,,93,Calm  no wind,0,,,,Mist. ,,,6.3,7.5,,,,,,3.4,5.4,No precipitation,6,,,,
18.01.2020 02:00,6.4,711.7,768.2,,94,Wind blowing from the south-southeast,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,7.5,,,2500 or more  or no clouds.,,,3.1,5.5,No precipitation,12,,,,
17.01.2020 20:00,6.7,712.8,769.4,1.3,94,Wind blowing from the west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,7.7,,,300-600,,,3.1,5.8,0.2,12,,,,
17.01.2020 17:00,6.9,711.5,768.0,,92,Wind blowing from the west-southwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,300-600,,,3.3,5.7,0.1,6,,,,
17.01.2020 14:00,7.4,712.0,768.4,-2.4,91,Wind blowing from the east-northeast,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.4,,,,300-600,,,3.9,6.0,1.0,12,,,,
17.01.2020 11:00,7.0,714.4,771.1,,94,Wind blowing from the north-northeast,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.4,,,,300-600,,,1.6,6.1,0.6,6,,,,
17.01.2020 08:00,6.5,713.5,770.0,0.4,95,Wind blowing from the east-northeast,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,,,,300-600,,,1.4,5.8,1.0,12,,,,
17.01.2020 05:00,6.6,713.1,769.3,,94,Wind blowing from the east,0,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.8,12.1,,,,,,1.4,5.7,0.7,6,,,,
17.01.2020 02:00,7.1,713.9,770.0,,87,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,12.1,,,2500 or more  or no clouds.,,,8.0,5.1,No precipitation,12,,,,
16.01.2020 20:00,7.7,712.7,769.2,1.7,78,Wind blowing from the south-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,12.1,,,2500 or more  or no clouds.,,,14.0,4.1,No precipitation,12,,,,
16.01.2020 17:00,11.0,711.0,767.1,,59,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%, ,,,5.8,12.1,,,2500 or more  or no clouds.,,,30.0,3.1,No precipitation,6,,,,
16.01.2020 14:00,11.8,711.9,767.9,-2.6,60,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,11.9,,,2500 or more  or no clouds.,,,30.0,4.1,0.1,12,,,,
16.01.2020 11:00,8.1,714.5,771.1,,79,Wind blowing from the south-west,1,,5,100%., ,,,5.8,8.1,,,2500 or more  or no clouds.,,,24.0,4.7,No precipitation,6,,,,
16.01.2020 08:00,6.3,713.7,770.4,0.3,89,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.8,7.5,,,2500 or more  or no clouds.,,,12.0,4.6,0.4,12,,,,
16.01.2020 05:00,5.8,713.4,770.1,,96,Wind blowing from the west-southwest,0,,2,,Mist. ,,,5.8,7.5,,,,,,2.1,5.2,0.2,6,,,,
16.01.2020 02:00,6.1,713.8,770.5,,96,Wind blowing from the west,1,,2,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.5,,,2500 or more  or no clouds.,,,1.9,5.5,0.9,12,,,,
15.01.2020 20:00,6.4,711.7,768.3,3.2,95,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,7.5,,,300-600,,,2.3,5.7,0.8,12,,,,
15.01.2020 17:00,6.8,708.5,764.8,,91,Wind blowing from the east-northeast,1,,2,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,8.4,,,,,,4.3,5.4,No precipitation,6,,,,
15.01.2020 14:00,7.3,707.5,763.6,,86,Wind blowing from the east-northeast,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,8.8,,,2000-2500,,,10.0,5.1,0.2,12,,,,
15.01.2020 11:00,6.4,709.6,765.9,,92,Wind blowing from the east,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.0,,,,300-600,,,2.4,5.2,0.2,6,,,,
15.01.2020 08:00,6.0,708.7,764.9,1.1,93,Wind blowing from the east,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,8.8,,,300-600,,,1.9,5.0,No precipitation,12,,,,
15.01.2020 05:00,6.6,707.6,763.6,,90,Wind blowing from the east,1,,2,,Mist. ,,,6.5,8.8,,,,,,2.6,5.1,No precipitation,6,,,,
15.01.2020 02:00,6.6,708.0,764.0,,89,Wind blowing from the west,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,8.8,,,2500 or more  or no clouds.,,,5.0,4.9,No precipitation,12,,,,
14.01.2020 20:00,7.4,707.6,763.6,0.4,84,Wind blowing from the north,0,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,8.8,,,2500 or more  or no clouds.,,,6.0,4.9,No precipitation,12,,,,
14.01.2020 17:00,8.4,707.2,763.0,,75,Wind blowing from the north-east,1,,5,100%., ,,,6.5,8.8,,,2500 or more  or no clouds.,,,9.0,4.2,No precipitation,6,,,,
14.01.2020 14:00,8.8,707.8,763.7,,77,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,8.8,,,2500 or more  or no clouds.,,,9.0,5.0,No precipitation,12,,,,
14.01.2020 11:00,8.4,710.7,766.9,,73,Wind blowing from the south-west,1,,5,100%., ,,,6.5,8.4,,,2500 or more  or no clouds.,,,11.0,3.8,No precipitation,6,,,,
14.01.2020 08:00,7.5,710.4,766.7,-0.4,74,Wind blowing from the south-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,7.6,,,2500 or more  or no clouds.,,,13.0,3.2,Trace of precipitation,12,,,,
14.01.2020 05:00,7.5,710.8,767.2,,76,Wind blowing from the south-southwest,2,,5,, ,,,6.5,8.2,,,,,,13.0,3.5,No precipitation,6,,,,
14.01.2020 02:00,7.3,711.7,768.1,,77,Wind blowing from the south-west,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,8.8,,,2500 or more  or no clouds.,,,10.0,3.5,0.4,12,,,,
13.01.2020 20:00,6.5,710.8,767.2,2.2,90,Wind blowing from the west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.5,,,,300-600,,,3.2,5.0,0.5,12,,,,
13.01.2020 17:00,6.9,708.6,764.7,,90,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.9,,,,300-600,,,3.2,5.4,0.3,6,,,,
13.01.2020 14:00,7.3,707.9,763.8,,91,Wind blowing from the east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.2,,,,300-600,,,2.0,5.9,0.1,12,,,,
13.01.2020 11:00,7.5,709.4,765.3,,86,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.2,,,,300-600,,,3.7,5.3,No precipitation,6,,,,
13.01.2020 08:00,7.4,707.9,763.6,1.1,86,Wind blowing from the north-northeast,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,15.3,,,300-600,,,3.9,5.2,Trace of precipitation,12,,,,
13.01.2020 05:00,8.2,706.8,762.1,,78,Wind blowing from the east,1,,3,,Mist. ,,,6.8,15.3,,,,,,4.5,4.6,No precipitation,6,,,,
13.01.2020 02:00,8.8,708.2,763.4,,73,Wind blowing from the east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,15.3,,,2500 or more  or no clouds.,,,4.9,4.2,No precipitation,12,,,,
12.01.2020 20:00,10.7,708.2,764.0,2.0,68,Wind blowing from the east,1,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,15.3,,,2500 or more  or no clouds.,,,6.0,5.0,No precipitation,12,,,,
12.01.2020 17:00,12.2,706.2,761.6,,61,Wind blowing from the east,2,,3,100%., ,,,6.8,15.3,,,2500 or more  or no clouds.,,,8.0,4.9,No precipitation,6,,,,
12.01.2020 14:00,14.8,706.0,761.1,-4.1,52,Wind blowing from the east,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,15.0,,,600-1000,,,12.0,5.0,No precipitation,12,,,,
12.01.2020 11:00,10.5,710.1,766.0,,73,Wind blowing from the east,1,,2,70 – 80%., ,,,6.8,15.0,,,600-1000,,,10.0,5.9,No precipitation,6,,,,
12.01.2020 08:00,6.9,710.0,766.0,0.0,89,Wind blowing from the south,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,,,,2500 or more  or no clouds.,,,6.0,5.2,No precipitation,12,,,,
12.01.2020 05:00,7.1,710.0,765.7,,87,Wind blowing from the north-northwest,0,,4,, ,,,4.7,15.0,,,,,,7.0,5.1,No precipitation,6,,,,
12.01.2020 02:00,7.4,711.0,766.6,,83,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,15.0,,,2500 or more  or no clouds.,,,8.0,4.7,No precipitation,12,,,,
11.01.2020 20:00,9.7,711.1,767.4,1.8,67,Wind blowing from the south-southeast,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,15.0,,,2500 or more  or no clouds.,,,11.0,3.9,No precipitation,12,,,,
11.01.2020 17:00,13.5,709.3,765.0,,47,Wind blowing from the east,2,,,no clouds, ,,,4.7,15.0,,,,,,19.0,2.4,No precipitation,6,,,,
11.01.2020 14:00,14.5,710.2,765.8,,50,Wind blowing from the east-northeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,14.6,,,,,,8.0,4.2,No precipitation,12,,,,
11.01.2020 11:00,9.1,714.2,770.7,,68,Wind blowing from the east,1,,4,no clouds, ,,,4.7,9.1,,,,,,18.0,3.5,No precipitation,6,,,,
11.01.2020 08:00,4.7,713.5,770.3,0.1,80,Wind blowing from the south,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,7.9,,,,,,17.0,1.5,No precipitation,12,,,,
11.01.2020 05:00,5.8,713.4,770.0,,75,Wind blowing from the south-southwest,1,,4,, ,,,5.3,7.9,,,,,,18.0,1.7,No precipitation,6,,,,
11.01.2020 02:00,6.7,714.1,770.7,,79,Wind blowing from the west-southwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,7.9,,,2500 or more  or no clouds.,,,16.0,3.3,No precipitation,12,,,,
10.01.2020 20:00,6.9,711.4,767.9,1.9,81,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,7.9,,,2500 or more  or no clouds.,,,14.0,3.9,0.2,12,,,,
10.01.2020 17:00,7.7,709.5,765.8,,76,Wind blowing from the south,1,,3,100%., ,,,5.3,8.7,,,2500 or more  or no clouds.,,,16.0,3.6,0.1,6,,,,
10.01.2020 14:00,7.2,709.1,765.4,-2.7,82,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.3,9.1,,,2500 or more  or no clouds.,,,9.0,4.3,1.0,12,,,,
10.01.2020 11:00,5.9,711.8,768.4,,93,Wind blowing from the west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,5.3,,,,300-600,,,3.5,4.9,0.5,6,,,,
10.01.2020 08:00,5.5,710.5,766.9,0.7,96,Wind blowing from the east-southeast,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,5.3,9.1,,,300-600,,,1.1,4.9,1.0,12,,,,
10.01.2020 05:00,5.3,709.8,766.0,,95,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,,,5.3,9.1,,,,,,1.7,4.6,0.8,6,,,,
10.01.2020 02:00,5.7,710.0,766.3,,93,Wind blowing from the east-northeast,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,9.1,,,2500 or more  or no clouds.,,,1.3,4.7,0.4,12,,,,
09.01.2020 20:00,7.6,709.3,765.4,1.7,79,Wind blowing from the east,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,9.1,,,300-600,,,3.8,4.2,Trace of precipitation,12,,,,
09.01.2020 17:00,8.6,707.6,763.6,,75,Wind blowing from the east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,9.7,,,2500 or more  or no clouds.,,,4.1,4.4,No precipitation,6,,,,
