Local time in Zhumadian,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
29.02.2020 08:00,3.7,753.6,763.6,,91,Wind blowing from the east,1,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.1,,,2500 or more  or no clouds.,,,0.5,2.4,No precipitation,12,,,,
29.02.2020 05:00,3.6,753.0,762.9,,91,Wind blowing from the north-northeast,1,,5,,Mist. ,,,1.9,10.1,,,,,,2.0,2.3,No precipitation,6,,,,
29.02.2020 02:00,4.9,753.4,763.3,,88,Wind blowing from the east-southeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,10.1,,,2500 or more  or no clouds.,,,6.0,3.1,No precipitation,12,,,,
28.02.2020 20:00,6.7,754.3,764.2,0.1,75,Wind blowing from the east-southeast,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,10.1,,,2500 or more  or no clouds.,,,8.0,2.6,No precipitation,12,,,,
28.02.2020 17:00,9.0,754.2,764.2,,59,Wind blowing from the south-east,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,10.0,1.4,,,,,,
28.02.2020 14:00,8.9,755.1,765.1,-2.2,61,Wind blowing from the north-west,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,8.9,,,1000-1500,,,8.0,1.8,4.0,12,,,,
28.02.2020 11:00,4.8,757.3,767.5,,77,Wind blowing from the north-west,1,,6,90  or more  but not 100%, ,,,1.5,5.6,,,,,,9.0,1.1,0.2,6,,,,
28.02.2020 08:00,2.3,756.9,767.0,,90,Wind blowing from the north,2,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.5,5.6,,,600-1000,,,6.0,0.8,18.0,12,,,,
28.02.2020 05:00,1.9,756.4,766.6,,90,Wind blowing from the north-northwest,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.5,6.9,,,,,,5.0,0.4,17.0,6,,,,
28.02.2020 02:00,1.7,757.7,767.8,,90,Wind blowing from the north-west,3,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,7.9,,,2500 or more  or no clouds.,,,4.4,0.2,25.0,12,,,,
27.02.2020 20:00,3.4,759.0,769.1,0.5,88,Wind blowing from the north-northeast,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,3.4,,,,600-1000,,,5.0,1.6,16.0,12,,,,
27.02.2020 17:00,4.2,758.5,768.6,,85,Wind blowing from the north-east,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,4.0,9.4,,,600-1000,,,5.0,1.9,5.0,6,,,,
27.02.2020 14:00,5.2,759.4,769.3,-2.7,75,Wind blowing from the east-northeast,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,10.9,,,600-1000,,,6.0,1.0,10.0,12,,,,
27.02.2020 11:00,4.8,762.1,772.2,,80,Wind blowing from the east,3,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,10.9,,,2500 or more  or no clouds.,,,7.0,1.6,10.0,6,,,,
27.02.2020 08:00,4.4,762.2,772.3,1.0,82,Wind blowing from the east,4,,8,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,10.9,,,2500 or more  or no clouds.,,,4.6,1.6,6.0,12,,,,
27.02.2020 05:00,6.8,761.2,771.2,,87,Wind blowing from the north-northeast,3,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.8,10.9,,,,,,3.5,4.8,No precipitation,6,,,,
27.02.2020 02:00,7.9,762.0,772.0,,88,Wind blowing from the north-northeast,3,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,10.9,,,2500 or more  or no clouds.,,,3.2,6.0,No precipitation,12,,,,
26.02.2020 20:00,9.3,761.8,771.7,1.0,87,Wind blowing from the north-east,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,10.9,,,2500 or more  or no clouds.,,,4.5,7.3,Trace of precipitation,12,,,,
26.02.2020 17:00,9.0,760.8,770.8,,90,Wind blowing from the north-east,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,11.6,,,2500 or more  or no clouds.,,,2.9,7.4,No precipitation,6,,,,
26.02.2020 14:00,10.1,760.6,770.5,-0.7,77,Wind blowing from the east-northeast,4,,6,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,12.0,,,2500 or more  or no clouds.,,,5.0,6.3,Trace of precipitation,12,,,,
26.02.2020 11:00,9.4,761.3,771.2,,77,Wind blowing from the east-northeast,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,2500 or more  or no clouds.,,,4.9,5.6,No precipitation,6,,,,
26.02.2020 08:00,8.5,760.3,770.2,1.5,79,Wind blowing from the north-east,2,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,12.0,,,2500 or more  or no clouds.,,,5.0,5.1,No precipitation,12,,,,
26.02.2020 05:00,8.7,758.8,768.7,,77,Wind blowing from the north-northeast,3,,8,,Mist. ,,,5.9,12.0,,,,,,6.0,4.9,No precipitation,6,,,,
26.02.2020 02:00,9.5,758.5,768.4,,75,Wind blowing from the north-east,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.0,,,2500 or more  or no clouds.,,,6.0,5.3,No precipitation,12,,,,
25.02.2020 20:00,10.3,757.1,767.0,,67,Wind blowing from the east,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,16.1,,,2500 or more  or no clouds.,,,6.0,4.4,No precipitation,12,,,,
25.02.2020 14:00,10.6,755.8,765.6,-0.9,68,Wind blowing from the north,3,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,,,,2500 or more  or no clouds.,,,5.0,4.9,No precipitation,12,,,,
25.02.2020 11:00,9.6,756.7,766.5,,74,Wind blowing from the north-northwest,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,,,,2500 or more  or no clouds.,,,5.0,5.2,No precipitation,6,,,,
25.02.2020 08:00,6.9,755.6,765.4,2.1,90,Wind blowing from the north-west,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,19.4,,,2500 or more  or no clouds.,,,2.3,5.4,Trace of precipitation,12,,,,
25.02.2020 05:00,6.7,753.5,763.3,,78,Wind blowing from the north-northwest,3,,7,,Mist. ,,,6.7,19.4,,,,,,4.6,3.1,No precipitation,6,,,,
25.02.2020 02:00,9.9,752.7,762.4,,69,Wind blowing from the north-northwest,4,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,19.4,,,2500 or more  or no clouds.,,,5.0,4.5,No precipitation,12,,,,
24.02.2020 20:00,16.1,750.8,760.5,1.9,68,Wind blowing from the west-northwest,2,,4,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,19.4,,,2500 or more  or no clouds.,,,7.0,10.2,Trace of precipitation,12,,,,
24.02.2020 17:00,18.5,748.9,758.5,,58,Wind blowing from the north,2,,4,100%., ,,,9.0,19.7,,,2500 or more  or no clouds.,,,7.0,10.1,No precipitation,6,,,,
24.02.2020 14:00,19.0,748.9,758.5,-1.5,51,Wind blowing from the east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,21.6,,,2500 or more  or no clouds.,,,8.0,8.6,No precipitation,12,,,,
24.02.2020 11:00,16.8,750.4,760.0,,53,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,,,,,,,,8.0,7.2,,,,,,
24.02.2020 08:00,9.8,750.8,760.5,0.1,74,Wind blowing from the north-east,1,,7,40%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,21.6,,,2500 or more  or no clouds.,,,7.0,5.4,No precipitation,12,,,,
24.02.2020 05:00,10.6,750.7,760.3,,73,Wind blowing from the east,1,,,, ,,,,,,,,,,7.0,6.0,,,,,,
24.02.2020 02:00,11.5,752.2,761.8,,69,Wind blowing from the east-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,21.6,,,2500 or more  or no clouds.,,,8.0,6.0,No precipitation,12,,,,
23.02.2020 20:00,15.6,754.0,763.8,0.2,48,Wind blowing from the south-southeast,4,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,21.6,,,2500 or more  or no clouds.,,,9.0,4.6,No precipitation,12,,,,
23.02.2020 17:00,19.7,753.8,763.6,,31,Wind blowing from the south,3,,,90  or more  but not 100%, ,,,,,,,,,,9.0,2.1,,,,,,
23.02.2020 14:00,21.2,755.2,764.9,-3.3,24,Wind blowing from the south-southwest,5,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,21.2,,,2500 or more  or no clouds.,,,9.0,-0.2,No precipitation,12,,,,
23.02.2020 11:00,17.4,758.5,768.2,,35,Wind blowing from the south-east,3,,,no clouds, ,,,,,,,,,,8.0,1.8,,,,,,
23.02.2020 08:00,5.0,759.3,769.3,-0.5,67,Wind blowing from the east-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,15.8,,,,,,8.0,-0.6,No precipitation,12,,,,
23.02.2020 05:00,3.7,759.8,769.7,,66,Wind blowing from the south,1,,,, ,,,,,,,,,,9.0,-2.1,,,,,,
23.02.2020 02:00,8.3,761.3,771.1,,45,Wind blowing from the north,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,15.8,,,2500 or more  or no clouds.,,,9.0,-2.9,No precipitation,12,,,,
22.02.2020 20:00,10.4,762.5,772.5,0.4,40,Wind blowing from the east-southeast,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,15.8,,,,,,10.0,-2.6,No precipitation,12,,,,
22.02.2020 17:00,14.8,762.1,772.0,,27,Wind blowing from the east-southeast,5,,,no clouds, ,,,,,,,,,,9.0,-4.0,,,,,,
22.02.2020 14:00,15.1,763.6,773.5,-2.3,20,Wind blowing from the east-southeast,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,16.4,,,,,,9.0,-7.7,No precipitation,12,,,,
22.02.2020 11:00,12.7,765.9,775.9,,22,Wind blowing from the east-southeast,5,,7,no clouds, ,,,1.2,16.4,,,,,,10.0,-8.5,No precipitation,6,,,,
22.02.2020 08:00,4.5,765.1,775.1,1.2,76,Wind blowing from the west-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,16.4,,,,,,9.0,0.5,No precipitation,12,,,,
22.02.2020 05:00,2.1,763.9,773.8,,75,Wind blowing from the north-west,1,,4,, ,,,2.0,16.4,,,,,,10.0,-1.9,No precipitation,6,,,,
22.02.2020 02:00,3.3,763.7,773.7,,67,Wind blowing from the west-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,16.4,,,2500 or more  or no clouds.,,,10.0,-2.4,No precipitation,12,,,,
21.02.2020 20:00,11.4,763.0,772.9,1.8,40,Wind blowing from the west-northwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,16.4,,,,,,10.0,-1.7,No precipitation,12,,,,
21.02.2020 17:00,15.6,761.2,771.1,,22,Wind blowing from the west,3,,,no clouds, ,,,,,,,,,,9.0,-6.0,,,,,,
21.02.2020 14:00,15.2,762.0,771.8,-2.0,18,Wind blowing from the north-west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,16.2,,,,,,9.0,-9.0,1.0,12,,,,
21.02.2020 11:00,12.7,764.0,773.9,,36,Wind blowing from the north-west,6,,9,100%., ,,,6.6,16.5,,,2500 or more  or no clouds.,,,9.0,-2.0,No precipitation,6,,,,
21.02.2020 08:00,7.1,764.0,774.0,1.5,81,Wind blowing from the west,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,16.5,,,2500 or more  or no clouds.,,,7.0,4.1,1.0,12,,,,
21.02.2020 05:00,7.2,762.5,772.4,,77,Wind blowing from the west,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.1,16.5,,,,,,7.0,3.3,1.0,6,,,,
21.02.2020 02:00,9.5,763.3,773.2,,48,Wind blowing from the north-west,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,16.5,,,2500 or more  or no clouds.,,,8.0,-1.0,No precipitation,12,,,,
20.02.2020 20:00,10.7,761.6,771.7,1.2,55,Wind blowing from the north-west,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,16.5,,,2500 or more  or no clouds.,,,9.0,2.0,No precipitation,12,,,,
20.02.2020 17:00,15.0,760.4,770.4,,30,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,,,,,,,,10.0,-2.4,,,,,,
20.02.2020 14:00,15.7,760.9,770.8,-2.0,26,Wind blowing from the east-southeast,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,16.5,,,2500 or more  or no clouds.,,,10.0,-3.7,No precipitation,12,,,,
20.02.2020 11:00,14.0,762.9,772.9,,40,Wind blowing from the east,1,,3,90  or more  but not 100%, ,,,1.1,16.1,,,,,,9.0,0.6,No precipitation,6,,,,
20.02.2020 08:00,2.6,761.2,771.3,1.4,76,Wind blowing from the south-east,1,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,,,,2500 or more  or no clouds.,,,9.0,-1.2,No precipitation,12,,,,
20.02.2020 05:00,1.1,759.8,769.8,,76,Wind blowing from the south,1,,,, ,,,,,,,,,,10.0,-2.8,,,,,,
20.02.2020 02:00,2.3,760.0,769.9,,74,Wind blowing from the south-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,16.1,,,2500 or more  or no clouds.,,,10.0,-2.0,No precipitation,12,,,,
19.02.2020 20:00,6.7,758.5,768.6,1.7,55,Wind blowing from the south-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,16.1,,,,,,11.0,-1.7,No precipitation,12,,,,
19.02.2020 17:00,15.4,756.8,766.7,,23,Wind blowing from the north,1,,,no clouds, ,,,,,,,,,,10.0,-5.6,,,,,,
19.02.2020 14:00,15.1,756.9,766.7,-1.9,23,Wind blowing from the north,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,16.5,,,2500 or more  or no clouds.,,,10.0,-5.9,No precipitation,12,,,,
19.02.2020 11:00,12.2,758.8,768.7,,24,Wind blowing from the north,1,,3,90  or more  but not 100%, ,,,2.0,16.5,,,,,,10.0,-7.8,No precipitation,6,,,,
19.02.2020 08:00,2.9,758.4,768.4,0.8,66,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,16.5,,,2500 or more  or no clouds.,,,12.0,-2.8,No precipitation,12,,,,
19.02.2020 05:00,3.1,757.6,767.5,,57,Wind blowing from the south-southeast,1,,,, ,,,,,,,,,,13.0,-4.6,,,,,,
19.02.2020 02:00,4.5,758.8,768.7,,54,Wind blowing from the north-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,16.5,,,2500 or more  or no clouds.,,,13.0,-4.2,No precipitation,12,,,,
