Local time in Benxi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 11:00,2.3,748.7,766.3,,47,Wind blowing from the north-west,2,,6,no clouds, ,,,-3.2,4.0,,,,,,19.0,-7.9,No precipitation,6,,,,
01.03.2020 08:00,-1.4,749.5,767.2,0.3,69,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,4.0,,,,,,16.0,-6.5,No precipitation,12,,,,
01.03.2020 05:00,-2.1,749.2,766.9,,72,Wind blowing from the east-northeast,1,,3,, ,,,-2.2,4.0,,,,,,19.0,-6.6,No precipitation,6,,,,
01.03.2020 02:00,-1.0,749.3,766.9,,65,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,4.0,,,2500 or more  or no clouds.,,,23.0,-6.9,No precipitation,12,,,,
29.02.2020 20:00,0.6,749.4,767.0,0.3,51,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,4.0,,,1000-1500,,,30.0,-8.6,No precipitation,12,,,,
29.02.2020 17:00,1.4,749.1,766.7,,47,Wind blowing from the north-west,2,,6,100%., ,,,-1.4,4.0,,,1000-1500,,,30.0,-8.7,No precipitation,6,,,,
29.02.2020 14:00,3.4,748.6,766.2,-0.7,62,Wind blowing from the west-northwest,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,4.0,,,1000-1500,,,8.0,-3.2,No precipitation,12,,,,
29.02.2020 11:00,2.3,749.3,766.9,,67,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%, ,,,-1.4,3.5,,,1000-1500,,,8.0,-3.2,No precipitation,6,,,,
29.02.2020 08:00,-0.8,748.8,766.4,,89,Wind blowing from the east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,3.5,,,,,,4.9,-2.4,No precipitation,12,,,,
29.02.2020 05:00,-1.1,748.2,765.8,,90,Wind blowing from the east,2,,4,,Mist. ,,,-1.4,3.5,,,,,,5.0,-2.5,No precipitation,6,,,,
29.02.2020 02:00,-1.1,748.3,766.0,,92,Wind blowing from the east,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,3.5,,,2500 or more  or no clouds.,,,5.0,-2.2,0.1,12,,,,
28.02.2020 20:00,1.1,748.0,765.4,0.8,84,Wind blowing from the west,2,,11,60%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-2.2,3.5,,,1000-1500,,,11.0,-1.3,0.1,12,,,,
28.02.2020 17:00,1.5,747.2,764.7,,81,Wind blowing from the south-west,2,,,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,,5.0,,,1000-1500,,,23.0,-1.4,0.1,6,,,,
28.02.2020 14:00,2.3,747.1,764.8,-0.3,63,Wind blowing from the south,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,6.3,,,1000-1500,,,30.0,-4.2,No precipitation,12,,,,
28.02.2020 11:00,3.2,747.4,765.0,,31,Wind blowing from the south-southwest,4,,,90  or more  but not 100%, ,,,,,,,1000-1500,,,30.0,-12.3,,,,,,
28.02.2020 08:00,3.0,747.4,764.9,,24,Wind blowing from the south-southwest,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,6.3,,,1000-1500,,,30.0,-15.6,No precipitation,12,,,,
28.02.2020 05:00,3.3,747.8,765.1,,26,Wind blowing from the south-southwest,2,,7,, ,,,-8.1,6.3,,,,,,30.0,-14.4,No precipitation,6,,,,
28.02.2020 02:00,-2.0,749.2,766.7,,62,Wind blowing from the east,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,6.3,,,2500 or more  or no clouds.,,,25.0,-8.3,No precipitation,12,,,,
27.02.2020 20:00,0.1,752.4,770.3,-0.4,52,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,6.3,,,,,,26.0,-8.8,No precipitation,12,,,,
27.02.2020 17:00,5.0,752.8,770.6,,26,Wind blowing from the north-northeast,1,,5,no clouds, ,,,-8.1,6.3,,,,,,30.0,-12.9,No precipitation,6,,,,
27.02.2020 14:00,5.2,754.3,772.0,-2.4,27,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,5.2,,,,,,30.0,-12.3,No precipitation,12,,,,
27.02.2020 11:00,2.1,756.7,774.6,,34,Wind blowing from the north-east,3,,5,no clouds, ,,,-8.1,3.0,,,,,,30.0,-12.1,No precipitation,6,,,,
27.02.2020 08:00,-6.0,758.0,776.1,0.1,73,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,3.0,,,,,,13.0,-10.2,No precipitation,12,,,,
27.02.2020 05:00,-7.3,757.9,775.9,,79,Wind blowing from the east,3,,7,, ,,,-7.3,3.0,,,,,,14.0,-10.3,No precipitation,6,,,,
27.02.2020 02:00,-5.4,758.0,775.9,,74,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,3.0,,,2500 or more  or no clouds.,,,18.0,-9.3,No precipitation,12,,,,
26.02.2020 20:00,-0.9,757.2,775.2,0.9,46,Wind blowing from the north-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,3.0,,,,,,30.0,-11.1,No precipitation,12,,,,
26.02.2020 17:00,1.6,756.3,774.2,,42,Wind blowing from the north,2,,8,no clouds, ,,,-5.9,3.1,,,,,,30.0,-10.2,No precipitation,6,,,,
26.02.2020 14:00,2.3,755.5,773.3,-0.6,41,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,5.0,,,,,,30.0,-9.6,No precipitation,12,,,,
26.02.2020 11:00,0.2,756.1,774.0,,58,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-5.9,5.0,,,,,,21.0,-7.1,No precipitation,6,,,,
26.02.2020 08:00,-4.1,755.5,773.5,1.5,77,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,5.0,,,,,,14.0,-7.5,No precipitation,12,,,,
26.02.2020 05:00,-5.0,754.0,771.9,,82,Wind blowing from the north-northwest,1,,6,, ,,,-5.0,5.0,,,,,,16.0,-7.6,No precipitation,6,,,,
26.02.2020 02:00,-3.3,752.8,770.5,,72,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,5.0,,,2500 or more  or no clouds.,,,27.0,-7.6,No precipitation,12,,,,
25.02.2020 20:00,0.2,751.0,768.7,,58,Wind blowing from the north-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,5.0,,,,,,30.0,-7.1,No precipitation,12,,,,
25.02.2020 14:00,4.2,749.2,766.8,-0.9,42,Wind blowing from the north-northwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,8.1,,,1000-1500,,,30.0,-7.6,No precipitation,12,,,,
25.02.2020 11:00,4.4,750.1,767.5,,34,Wind blowing from the north-east,2,,5,90  or more  but not 100%, ,,,-1.3,8.1,,,1000-1500,,,30.0,-10.1,No precipitation,6,,,,
25.02.2020 08:00,1.1,749.8,767.3,0.6,57,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,8.1,,,1000-1500,,,27.0,-6.5,No precipitation,12,,,,
25.02.2020 05:00,-0.4,749.2,766.6,,71,Wind blowing from the east,2,,,, ,,,-1.3,8.1,,,,,,15.0,-5.0,No precipitation,6,,,,
25.02.2020 02:00,-0.8,749.5,766.9,,76,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,8.1,,,2500 or more  or no clouds.,,,15.0,-4.5,No precipitation,12,,,,
24.02.2020 20:00,3.1,750.1,767.7,0.6,61,Wind blowing from the east,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,8.1,,,2500 or more  or no clouds.,,,17.0,-3.7,No precipitation,12,,,,
24.02.2020 17:00,5.7,749.5,767.0,,56,Wind blowing from the north-east,1,,6,90  or more  but not 100%, ,,,-0.6,8.1,,,2500 or more  or no clouds.,,,13.0,-2.6,No precipitation,6,,,,
24.02.2020 14:00,7.7,750.0,767.3,-1.0,53,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,8.0,,,2500 or more  or no clouds.,,,13.0,-1.5,No precipitation,12,,,,
24.02.2020 11:00,5.5,751.0,768.4,,68,Wind blowing from the east,2,,9,no clouds, ,,,-0.6,6.9,,,,,,12.0,-0.1,No precipitation,6,,,,
24.02.2020 08:00,0.8,750.7,768.3,1.4,81,Wind blowing from the east,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,6.9,,,1000-1500,,,10.0,-2.1,No precipitation,12,,,,
24.02.2020 05:00,-0.5,749.3,766.8,,84,Wind blowing from the east,2,,12,, ,,,-8.3,6.9,,,,,,13.0,-2.9,No precipitation,6,,,,
24.02.2020 02:00,2.7,748.8,766.1,,73,Wind blowing from the west-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.9,,,2500 or more  or no clouds.,,,24.0,-1.8,No precipitation,12,,,,
23.02.2020 20:00,3.7,747.8,765.5,1.4,51,Wind blowing from the south-southwest,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,6.9,,,2500 or more  or no clouds.,,,30.0,-5.5,No precipitation,12,,,,
23.02.2020 17:00,6.0,746.4,764.0,,43,Wind blowing from the south,4,,12,no clouds, ,,,-8.3,6.9,,,,,,30.0,-5.9,No precipitation,6,,,,
23.02.2020 14:00,6.2,747.2,764.8,-2.7,36,Wind blowing from the south,6,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,6.4,,,,,,30.0,-7.8,No precipitation,12,,,,
23.02.2020 11:00,4.1,749.9,767.6,,35,Wind blowing from the south-southwest,5,,,60%., ,,,-8.3,4.1,,,2500 or more  or no clouds.,,,30.0,-10.0,No precipitation,6,,,,
23.02.2020 08:00,-6.2,751.9,769.9,-0.5,74,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,1.0,,,,,,17.0,-10.2,No precipitation,12,,,,
23.02.2020 05:00,-8.0,752.4,770.4,,83,Wind blowing from the east,2,,6,, ,,,-8.1,1.0,,,,,,12.0,-10.4,No precipitation,6,,,,
23.02.2020 02:00,-6.7,753.6,771.6,,80,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,1.0,,,2500 or more  or no clouds.,,,23.0,-9.6,No precipitation,12,,,,
22.02.2020 20:00,-2.5,753.5,771.4,1.3,63,Wind blowing from the north-northwest,1,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,2.0,,,,,,30.0,-8.6,No precipitation,12,,,,
22.02.2020 17:00,0.2,752.2,770.1,,52,Wind blowing from the west,3,,11,60%., ,,,-3.4,2.0,,,1000-1500,,,30.0,-8.7,No precipitation,6,,,,
22.02.2020 14:00,-0.6,751.6,769.3,-0.1,53,Wind blowing from the west,5,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,2.7,,,1000-1500,,,30.0,-9.2,No precipitation,12,,,,
22.02.2020 11:00,-1.9,751.7,769.5,,53,Wind blowing from the west,4,,11,70 – 80%., ,,,-3.4,3.0,,,1000-1500,,,30.0,-10.2,No precipitation,6,,,,
22.02.2020 08:00,-3.0,751.2,768.9,1.1,58,Wind blowing from the west,3,,8,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-3.4,4.5,,,,,,30.0,-10.3,0.8,12,,,,
22.02.2020 05:00,-3.3,750.1,767.8,,64,Wind blowing from the west,3,,6,, ,,,-3.3,4.5,,,,,,30.0,-9.3,0.1,6,,,,
22.02.2020 02:00,-1.0,749.6,767.2,,77,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.0,4.5,,,2500 or more  or no clouds.,,,11.0,-4.5,2.0,12,,,,
21.02.2020 20:00,1.8,749.2,766.7,0.2,94,Wind blowing from the west,1,,8,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,4.5,,,1000-1500,,,7.0,0.9,6.0,12,,,,
21.02.2020 17:00,1.9,749.0,766.5,,95,Wind blowing from the west-southwest,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,4.9,,,1000-1500,,,17.0,1.2,5.0,6,,,,
21.02.2020 14:00,2.7,749.2,766.7,-2.2,93,Wind blowing from the west,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,6.8,,,1000-1500,,,6.0,1.7,4.0,12,,,,
21.02.2020 11:00,2.7,751.4,769.0,,92,Wind blowing from the west,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,6.8,,,1000-1500,,,6.0,1.5,1.0,6,,,,
21.02.2020 08:00,4.3,752.5,770.0,-0.6,74,Wind blowing from the south,3,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,27.0,0.1,0.1,12,,,,
21.02.2020 05:00,4.3,753.1,770.6,,74,Wind blowing from the south,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,,6.8,,,,,,22.0,0.1,No precipitation,6,,,,
21.02.2020 02:00,3.3,754.6,772.0,,69,Wind blowing from the south-west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.8,,,2500 or more  or no clouds.,,,19.0,-2.0,No precipitation,12,,,,
20.02.2020 20:00,3.5,755.3,773.2,-0.5,62,Wind blowing from the west,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,6.8,,,1000-1500,,,24.0,-3.1,No precipitation,12,,,,
20.02.2020 17:00,4.9,755.8,773.7,,53,Wind blowing from the south-southeast,3,,6,90  or more  but not 100%, ,,,-9.4,6.8,,,1000-1500,,,30.0,-4.1,No precipitation,6,,,,
20.02.2020 14:00,5.9,755.7,773.5,-1.8,45,Wind blowing from the east-northeast,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,6.0,,,2500 or more  or no clouds.,,,16.0,-5.1,No precipitation,12,,,,
20.02.2020 11:00,-0.4,757.5,775.6,,54,Wind blowing from the east,2,,,60%., ,,,-9.4,4.6,,,2500 or more  or no clouds.,,,17.0,-8.6,No precipitation,6,,,,
