Local time in Shenyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 20:00,0.4,763.2,768.1,1.4,52,Wind blowing from the north-northeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,3.1,,,,,,22.0,-8.3,No precipitation,12,,,,
01.03.2020 17:00,1.6,761.8,766.8,,45,Wind blowing from the north,3,,8,, ,,,-2.5,3.1,,,,,,28.0,-9.3,No precipitation,6,,,,
01.03.2020 14:00,2.7,761.2,766.1,-0.7,45,Wind blowing from the north,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,3.1,,,600-1000,,,20.0,-8.3,No precipitation,12,,,,
01.03.2020 11:00,1.6,761.9,766.9,,46,Wind blowing from the north-northwest,4,,7,no clouds, ,,,-2.5,2.1,,,,,,21.0,-8.8,No precipitation,6,,,,
01.03.2020 08:00,-1.2,762.6,767.5,0.5,61,Wind blowing from the north,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,2.1,,,1000-1500,,,11.0,-7.8,No precipitation,12,,,,
01.03.2020 05:00,-1.4,762.1,767.1,,63,Wind blowing from the north-northeast,2,,4,, ,,,-1.4,2.1,,,,,,13.0,-7.7,No precipitation,6,,,,
01.03.2020 02:00,-0.6,762.4,767.4,0.2,56,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,2.1,,,2500 or more  or no clouds.,,,19.0,-8.3,No precipitation,12,,,,
29.02.2020 23:00,-0.5,762.2,767.2,,56,Wind blowing from the north,1,,,, ,,,,,,,,,,19.0,-8.2,,,,,,
29.02.2020 20:00,0.0,762.2,767.2,0.3,59,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,2.1,,,600-1000,,,14.0,-7.1,No precipitation,12,,,,
29.02.2020 17:00,1.0,761.9,766.9,,50,Wind blowing from the north-east,2,,5,100%., ,,,-2.7,2.1,,,600-1000,,,22.0,-8.5,No precipitation,6,,,,
29.02.2020 14:00,1.9,761.8,766.6,-0.5,38,Wind blowing from the north,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,3.6,,,600-1000,,,30.0,-10.9,No precipitation,12,,,,
29.02.2020 11:00,1.2,762.3,767.2,,47,Calm  no wind,0,,,100%., ,,,-2.7,4.5,,,600-1000,,,17.0,-9.1,No precipitation,6,,,,
29.02.2020 08:00,-0.8,761.7,766.6,0.9,88,Wind blowing from the north-east,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,,,,600-1000,,,2.6,-2.5,No precipitation,12,,,,
29.02.2020 05:00,-0.5,760.8,765.7,,96,Wind blowing from the east-northeast,1,,,,Mist. ,,,-2.7,4.9,,,,,,1.8,-1.1,No precipitation,6,,,,
29.02.2020 02:00,0.0,760.9,765.8,0.6,95,Wind blowing from the south-west,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,4.9,,,2500 or more  or no clouds.,,,2.1,-0.7,Trace of precipitation,12,,,,
28.02.2020 23:00,-2.7,760.3,765.2,,94,Calm  no wind,0,,,,Mist. ,,,-3.9,4.9,,,,,,1.9,-3.5,No precipitation,6,,,,
28.02.2020 20:00,-0.4,760.3,765.1,0.9,87,Wind blowing from the south-southeast,1,,15,60%.,Mist. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,4.9,,,1000-1500,,,5.0,-2.3,Trace of precipitation,12,,,,
28.02.2020 17:00,1.5,759.4,764.2,,80,Wind blowing from the south-southwest,1,,15,90  or more  but not 100%,Shower(s) of snow  or of rain and snow. ,Shower(s).,Drizzle.,-3.9,4.9,,,600-1000,,,12.0,-1.7,Trace of precipitation,6,,,,
28.02.2020 14:00,2.9,759.2,764.2,0.1,57,Wind blowing from the south-west,5,,15,100%.,Snow shower(s)  slight. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,5.6,,,1000-1500,,,21.0,-4.8,Trace of precipitation,12,,,,
28.02.2020 11:00,4.6,759.1,764.0,,31,Wind blowing from the south-west,6,,,100%., ,,,-3.9,5.6,,,1000-1500,,,30.0,-11.1,No precipitation,6,,,,
28.02.2020 08:00,3.0,759.4,764.2,-0.3,39,Wind blowing from the south-west,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,5.6,,,1000-1500,,,19.0,-9.9,No precipitation,12,,,,
28.02.2020 05:00,1.5,759.7,764.5,,49,Wind blowing from the south-southwest,2,,4,, ,,,-8.3,5.6,,,,,,30.0,-8.1,No precipitation,6,,,,
28.02.2020 02:00,-3.9,761.2,766.0,-2.0,81,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,5.6,,,2500 or more  or no clouds.,,,12.0,-6.8,No precipitation,12,,,,
27.02.2020 23:00,-3.7,763.2,768.1,,81,Wind blowing from the east,1,,,,Mist. ,,,-8.3,5.6,,,,,,6.0,-6.5,No precipitation,6,,,,
27.02.2020 20:00,-2.0,764.7,769.7,-0.7,63,Wind blowing from the east-southeast,0,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,5.6,,,,,,3.7,-8.1,No precipitation,12,,,,
27.02.2020 17:00,4.8,765.4,770.3,,34,Wind blowing from the south-southeast,1,,5,20–30%., ,,,-8.3,5.6,,,2500 or more  or no clouds.,,,27.0,-9.7,No precipitation,6,,,,
27.02.2020 14:00,4.6,767.0,772.0,-2.8,28,Wind blowing from the east,3,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,4.7,,,,,,28.0,-12.3,No precipitation,12,,,,
27.02.2020 11:00,1.7,769.8,774.7,,40,Wind blowing from the east-northeast,2,,,no clouds, ,,,-8.3,2.8,,,,,,13.0,-10.5,No precipitation,6,,,,
27.02.2020 08:00,-4.9,770.9,775.9,0.3,76,Wind blowing from the north-east,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,2.8,,,,,,6.0,-8.5,No precipitation,12,,,,
27.02.2020 05:00,-8.1,770.6,775.6,,89,Wind blowing from the north-east,1,,8,,Mist. ,,,-8.1,2.8,,,,,,6.0,-9.6,No precipitation,6,,,,
27.02.2020 02:00,-6.4,770.8,775.8,0.3,80,Wind blowing from the south-east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,2.8,,,2500 or more  or no clouds.,,,14.0,-9.3,No precipitation,12,,,,
26.02.2020 23:00,-3.1,770.5,775.6,,54,Calm  no wind,0,,,, ,,,-5.6,2.8,,,,,,20.0,-11.1,No precipitation,6,,,,
26.02.2020 20:00,-0.1,770.2,775.3,0.6,41,Wind blowing from the north,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,2.8,,,,,,22.0,-11.8,No precipitation,12,,,,
26.02.2020 17:00,1.9,769.6,774.7,,36,Calm  no wind,0,,,no clouds, ,,,-5.6,2.8,,,,,,30.0,-11.9,No precipitation,6,,,,
26.02.2020 14:00,2.2,769.0,773.9,-0.6,34,Wind blowing from the north-northeast,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,4.0,,,,,,30.0,-12.0,No precipitation,12,,,,
26.02.2020 11:00,-0.5,769.6,774.7,,48,Wind blowing from the north,3,,9,no clouds, ,,,-5.6,4.1,,,,,,18.0,-10.2,No precipitation,6,,,,
26.02.2020 08:00,-4.9,769.0,774.0,1.8,72,Wind blowing from the north,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,4.1,,,,,,14.0,-9.3,No precipitation,12,,,,
26.02.2020 05:00,-4.9,767.2,772.2,,74,Wind blowing from the north,3,,8,, ,,,-4.9,4.1,,,,,,12.0,-8.8,No precipitation,6,,,,
26.02.2020 02:00,-3.2,766.3,771.2,1.2,70,Wind blowing from the north,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,4.1,,,2500 or more  or no clouds.,,,14.0,-7.9,No precipitation,12,,,,
25.02.2020 23:00,-1.8,765.1,770.1,,65,Wind blowing from the north,4,,,, ,,,-1.8,4.1,,,,,,15.0,-7.5,No precipitation,6,,,,
25.02.2020 20:00,0.2,764.4,769.3,,57,Wind blowing from the north,4,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,4.1,,,2500 or more  or no clouds.,,,17.0,-7.3,No precipitation,12,,,,
25.02.2020 14:00,3.6,762.4,767.3,-1.0,41,Wind blowing from the north,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,6.4,,,1000-1500,,,30.0,-8.4,No precipitation,12,,,,
25.02.2020 11:00,3.4,763.4,768.3,,34,Wind blowing from the north,4,,,40%., ,,,,,,,2500 or more  or no clouds.,,,30.0,-11.0,,,,,,
25.02.2020 08:00,1.1,763.4,768.3,0.8,43,Wind blowing from the north-northeast,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,,,,1000-1500,,,30.0,-10.1,No precipitation,12,,,,
25.02.2020 05:00,1.5,762.6,767.5,,46,Wind blowing from the north-northeast,4,,7,, ,,,-3.8,6.4,,,,,,30.0,-8.9,No precipitation,6,,,,
25.02.2020 02:00,1.7,762.7,767.5,-0.5,50,Wind blowing from the north-northeast,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.4,,,2500 or more  or no clouds.,,,30.0,-7.6,No precipitation,12,,,,
24.02.2020 23:00,1.4,763.2,768.1,,52,Wind blowing from the north-northeast,2,,,, ,,,-3.8,6.4,,,,,,26.0,-7.6,No precipitation,6,,,,
24.02.2020 20:00,2.1,763.3,768.1,0.7,51,Wind blowing from the north,2,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.4,,,2500 or more  or no clouds.,,,22.0,-7.0,No precipitation,12,,,,
24.02.2020 17:00,4.5,762.6,767.5,,48,Wind blowing from the north,3,,6,90  or more  but not 100%, ,,,-3.8,6.4,,,2500 or more  or no clouds.,,,26.0,-5.8,No precipitation,6,,,,
24.02.2020 14:00,6.2,763.0,767.9,-0.9,39,Wind blowing from the north,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,7.6,,,2500 or more  or no clouds.,,,23.0,-6.7,No precipitation,12,,,,
24.02.2020 11:00,4.4,763.9,768.8,,45,Wind blowing from the north,2,,5,70 – 80%., ,,,-3.8,7.6,,,2500 or more  or no clouds.,,,23.0,-6.5,No precipitation,6,,,,
24.02.2020 08:00,1.3,763.5,768.4,1.7,56,Wind blowing from the north,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,7.6,,,2500 or more  or no clouds.,,,22.0,-6.5,No precipitation,12,,,,
24.02.2020 05:00,-3.0,761.8,766.6,,92,Wind blowing from the east-southeast,1,,,,Mist. ,,,-8.4,7.6,,,,,,4.1,-4.1,No precipitation,6,,,,
24.02.2020 02:00,-1.7,760.9,765.7,1.2,85,Wind blowing from the north,0,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,7.6,,,2500 or more  or no clouds.,,,13.0,-4.0,No precipitation,12,,,,
23.02.2020 23:00,3.1,759.7,764.5,,60,Wind blowing from the south-west,2,,,, ,,,,7.6,,,,,,23.0,-4.1,No precipitation,6,,,,
23.02.2020 20:00,3.9,759.3,764.2,1.4,54,Wind blowing from the south-southwest,2,,17,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,7.6,,,,,,23.0,-4.6,No precipitation,12,,,,
23.02.2020 17:00,6.4,757.9,762.8,,50,Wind blowing from the south-west,2,,17,no clouds, ,,,-8.4,7.6,,,,,,20.0,-3.5,No precipitation,6,,,,
23.02.2020 14:00,7.1,758.4,763.3,-2.8,35,Wind blowing from the south-west,8,,17,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,7.2,,,2500 or more  or no clouds.,,,30.0,-7.3,No precipitation,12,,,,
23.02.2020 11:00,4.8,761.2,766.1,,42,Wind blowing from the south-southwest,3,,8,no clouds, ,,,-8.4,4.8,,,,,,30.0,-7.3,No precipitation,6,,,,
23.02.2020 08:00,-4.5,763.3,768.3,-1.1,86,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,2.0,,,,,,10.0,-6.5,No precipitation,12,,,,
23.02.2020 05:00,-8.1,764.4,769.4,,89,Wind blowing from the south-southeast,0,,6,,Mist. ,,,-8.1,2.0,,,,,,5.0,-9.6,No precipitation,6,,,,
23.02.2020 02:00,-5.6,765.6,770.6,-0.2,82,Wind blowing from the south-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,2.0,,,2500 or more  or no clouds.,,,11.0,-8.2,No precipitation,12,,,,
22.02.2020 23:00,-2.9,765.8,770.8,,64,Wind blowing from the south-west,2,,,, ,,,-3.3,2.0,,,,,,17.0,-8.8,No precipitation,6,,,,
22.02.2020 20:00,0.0,765.7,770.7,1.0,45,Wind blowing from the west,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,2.0,,,,,,27.0,-10.5,No precipitation,12,,,,
22.02.2020 17:00,1.3,764.7,769.6,,40,Wind blowing from the west,2,,10,20–30%., ,,,-3.3,2.0,,,600-1000,,,30.0,-11.1,No precipitation,6,,,,
22.02.2020 14:00,1.1,763.9,768.9,-0.5,41,Wind blowing from the west-northwest,3,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,1.6,,,600-1000,,,30.0,-10.7,No precipitation,12,,,,
22.02.2020 11:00,-1.7,764.4,769.3,,48,Wind blowing from the west,5,,9,no clouds, ,,,-3.3,1.6,,,,,,30.0,-11.3,No precipitation,6,,,,
22.02.2020 08:00,-2.9,763.8,768.7,1.1,50,Wind blowing from the west,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,1.6,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
22.02.2020 05:00,-2.5,762.7,767.6,,53,Wind blowing from the west,3,,8,, ,,,-2.5,1.9,,,,,,30.0,-10.8,No precipitation,6,,,,
22.02.2020 02:00,-0.5,762.1,767.1,0.3,56,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,1.9,,,2500 or more  or no clouds.,,,29.0,-8.2,0.1,12,,,,
21.02.2020 23:00,0.8,761.8,766.6,,94,Wind blowing from the west-northwest,2,,,,Mist. ,,,-0.8,1.9,,,,,,2.1,-0.1,No precipitation,6,,,,
21.02.2020 20:00,1.6,761.8,766.6,0.4,98,Wind blowing from the west-southwest,3,,5,100%.,Mist. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,1.9,,,1000-1500,,,1.2,1.3,8.0,12,,,,
21.02.2020 17:00,1.2,761.4,766.3,,97,Wind blowing from the south-west,3,,,100%.,Mist. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,1.5,0.8,4.0,6,,,,
21.02.2020 14:00,1.0,761.8,766.8,-2.0,98,Wind blowing from the west-southwest,1,,3,100%.,Continuous fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,-1.4,,,,1000-1500,,,1.9,0.7,13.0,12,,,,
21.02.2020 11:00,0.7,763.8,768.7,,97,Wind blowing from the south,1,,3,100%.,Continuous fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,-1.4,,,,1000-1500,,,0.4,0.3,9.0,6,,,,
21.02.2020 08:00,0.3,765.1,770.1,-0.3,96,Wind blowing from the north,0,,3,100%.,Continuous fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,,,,,1000-1500,,,0.3,-0.3,5.0,12,,,,
21.02.2020 05:00,0.9,765.4,770.3,,88,Wind blowing from the west-northwest,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,-9.1,5.5,,,,,,6.0,-0.9,No precipitation,6,,,,
