Local time in Qingdao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 17:00,4.4,762.9,770.2,,64,Wind blowing from the south,3,,6,20–30%., ,,,0.2,6.4,,,2500 or more  or no clouds.,,,12.0,-1.8,No precipitation,6,,,,
02.03.2020 14:00,5.7,763.9,771.1,,39,Wind blowing from the north-northwest,2,,5,60%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,6.3,,,2500 or more  or no clouds.,,,30.0,-7.2,No precipitation,12,,,,
02.03.2020 11:00,2.2,765.4,772.8,,84,Wind blowing from the north-northwest,3,,6,60%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.2,,,,2500 or more  or no clouds.,,,4.2,-0.2,No precipitation,6,,,,
02.03.2020 08:00,0.8,765.3,772.6,1.0,92,Wind blowing from the north,3,,8,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,6.3,,,2500 or more  or no clouds.,,,2.2,-0.3,No precipitation,12,,,,
02.03.2020 05:00,0.8,764.3,771.7,,90,Wind blowing from the north,1,,15,,Mist. ,,,0.8,6.3,,,,,,3.2,-0.7,No precipitation,6,,,,
02.03.2020 02:00,1.6,764.0,771.3,0.4,86,Wind blowing from the north,2,,15,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,6.3,,,2500 or more  or no clouds.,,,4.6,-0.5,No precipitation,12,,,,
01.03.2020 23:00,2.6,763.6,770.9,,79,Wind blowing from the north-northwest,3,,,, ,,,2.6,6.3,,,,,,8.0,-0.8,No precipitation,6,,,,
01.03.2020 20:00,3.8,762.7,769.9,1.9,81,Wind blowing from the north-northwest,5,,15,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,6.3,,,2500 or more  or no clouds.,,,7.0,0.8,Trace of precipitation,12,,,,
01.03.2020 17:00,5.4,760.8,768.0,,81,Wind blowing from the north-west,6,,13,90  or more  but not 100%, ,,,4.5,6.3,,,,,,7.0,2.4,No precipitation,6,,,,
01.03.2020 14:00,6.1,759.7,766.9,-0.6,82,Wind blowing from the north-west,4,,8,100%.,Cloud development not observed or not observable. ,Rain.,Drizzle.,4.5,7.1,,,2500 or more  or no clouds.,,,8.0,3.3,Trace of precipitation,12,,,,
01.03.2020 11:00,4.9,760.3,767.5,,90,Wind blowing from the north,3,,7,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Drizzle.,4.5,7.4,,,2500 or more  or no clouds.,,,6.0,3.4,No precipitation,6,,,,
01.03.2020 08:00,5.0,759.7,766.9,0.8,90,Wind blowing from the north-northwest,4,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,,,,2500 or more  or no clouds.,,,3.1,3.5,No precipitation,12,,,,
01.03.2020 05:00,5.5,758.9,766.1,,86,Calm  no wind,0,,,,Mist. ,,,,,,,,,,4.6,3.3,No precipitation,6,,,,
01.03.2020 02:00,5.8,758.8,766.0,-0.1,89,Wind blowing from the north-northwest,4,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,7.4,,,2500 or more  or no clouds.,,,3.8,4.1,No precipitation,12,,,,
29.02.2020 23:00,5.6,758.9,766.1,,93,Wind blowing from the north-northwest,2,,,,Mist. ,,,3.7,7.4,,,,,,4.9,4.6,No precipitation,6,,,,
29.02.2020 20:00,5.7,758.2,765.4,1.2,88,Wind blowing from the west-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,7.4,,,2500 or more  or no clouds.,,,7.0,3.9,No precipitation,12,,,,
29.02.2020 17:00,5.7,757.0,764.2,,81,Wind blowing from the south-southeast,2,,5,100%., ,,,3.7,7.4,,,2500 or more  or no clouds.,,,18.0,2.7,No precipitation,6,,,,
29.02.2020 14:00,6.7,757.4,764.6,,75,Wind blowing from the west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,7.4,,,2500 or more  or no clouds.,,,17.0,2.6,No precipitation,12,,,,
29.02.2020 11:00,5.4,758.2,765.4,,80,Wind blowing from the north,1,,5,100%., ,,,3.7,6.1,,,2500 or more  or no clouds.,,,8.0,2.2,No precipitation,6,,,,
29.02.2020 08:00,3.9,758.4,765.6,0.8,85,Wind blowing from the north-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.1,,,2500 or more  or no clouds.,,,9.0,1.6,No precipitation,12,,,,
29.02.2020 05:00,4.2,757.6,764.8,,83,Wind blowing from the north-west,1,,5,, ,,,,6.1,,,,,,13.0,1.6,No precipitation,6,,,,
29.02.2020 02:00,4.6,757.7,764.9,-0.3,82,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.1,,,2500 or more  or no clouds.,,,8.0,1.8,No precipitation,12,,,,
28.02.2020 23:00,5.0,758.0,765.2,,85,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,7.0,2.7,,,,,,
28.02.2020 20:00,4.8,758.0,765.3,,88,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,6.1,,,2500 or more  or no clouds.,,,28.0,3.0,0.1,12,,,,
28.02.2020 17:00,5.6,757.5,764.8,,80,Wind blowing from the north-northwest,1,,7,100%., ,,,0.4,6.1,,,2500 or more  or no clouds.,,,30.0,2.3,No precipitation,6,,,,
28.02.2020 14:00,5.2,757.8,765.1,-1.6,82,Wind blowing from the north-northwest,2,,7,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,0.4,6.1,,,2500 or more  or no clouds.,,,25.0,2.4,5.0,12,,,,
28.02.2020 11:00,4.2,759.4,766.7,,90,Wind blowing from the south-east,1,,,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,0.4,6.8,,,2500 or more  or no clouds.,,,30.0,2.7,3.0,6,,,,
28.02.2020 08:00,1.4,760.0,767.2,,96,Wind blowing from the east,2,,7,100%.,Rain or drizzle and snow  slight. ,Rain and snow or other types of solid precipitation,Rain.,0.4,6.8,,,2500 or more  or no clouds.,,,29.0,0.8,7.0,12,,,,
28.02.2020 02:00,1.9,762.2,769.5,-1.1,89,Wind blowing from the north,1,,5,,Rain or drizzle and snow  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,6.8,,,2500 or more  or no clouds.,,,19.0,0.3,1.0,12,,,,
27.02.2020 23:00,4.4,763.3,770.6,,69,Wind blowing from the south,2,,,, ,,,,6.8,,,,,,30.0,-0.8,No precipitation,6,,,,
27.02.2020 20:00,4.2,763.8,771.1,-0.2,64,Wind blowing from the south-east,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,6.8,,,2500 or more  or no clouds.,,,30.0,-2.0,No precipitation,12,,,,
27.02.2020 17:00,4.7,764.0,771.4,,53,Wind blowing from the south-southeast,2,,9,90  or more  but not 100%, ,,,-0.2,7.4,,,2500 or more  or no clouds.,,,30.0,-4.1,No precipitation,6,,,,
27.02.2020 14:00,5.7,765.2,772.6,,49,Wind blowing from the south,3,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,8.8,,,2500 or more  or no clouds.,,,26.0,-4.2,No precipitation,12,,,,
27.02.2020 11:00,4.4,767.2,774.6,,54,Wind blowing from the west-northwest,1,,11,60%., ,,,-0.2,8.8,,,2500 or more  or no clouds.,,,23.0,-4.3,No precipitation,6,,,,
27.02.2020 08:00,0.6,767.3,774.7,0.7,68,Wind blowing from the north-northwest,3,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,8.8,,,2500 or more  or no clouds.,,,19.0,-4.6,No precipitation,12,,,,
27.02.2020 05:00,0.0,766.6,773.9,,66,Calm  no wind,0,,,, ,,,-0.2,8.8,,,,,,23.0,-5.6,No precipitation,6,,,,
27.02.2020 02:00,0.4,767.1,774.4,-0.3,68,Wind blowing from the north-northwest,6,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,8.8,,,2500 or more  or no clouds.,,,22.0,-4.8,No precipitation,12,,,,
26.02.2020 23:00,1.3,767.4,774.7,,60,Wind blowing from the north-northwest,6,,,, ,,,1.3,8.8,,,,,,29.0,-5.8,No precipitation,6,,,,
26.02.2020 20:00,3.8,766.6,773.9,1.5,53,Wind blowing from the north,6,,13,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,8.8,,,2500 or more  or no clouds.,,,30.0,-5.1,No precipitation,12,,,,
26.02.2020 17:00,7.4,765.1,772.3,,46,Wind blowing from the north,8,,13,no clouds, ,,,2.3,10.6,,,,,,30.0,-3.5,No precipitation,6,,,,
26.02.2020 14:00,8.1,764.7,772.0,-0.5,41,Wind blowing from the north-northwest,7,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,10.7,,,,,,30.0,-4.4,No precipitation,12,,,,
26.02.2020 11:00,5.3,765.2,772.5,,50,Wind blowing from the north-northwest,8,,12,no clouds, ,,,2.3,11.7,,,,,,21.0,-4.5,No precipitation,6,,,,
26.02.2020 08:00,2.4,764.5,771.8,1.6,63,Wind blowing from the north-northwest,8,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.3,11.7,,,,,,21.0,-4.1,No precipitation,12,,,,
26.02.2020 05:00,3.0,762.9,770.1,,72,Wind blowing from the north-northwest,7,,12,, ,,,3.0,11.7,,,,,,18.0,-1.7,No precipitation,6,,,,
26.02.2020 02:00,4.6,762.1,769.3,0.8,92,Wind blowing from the north-northwest,5,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,11.7,,,2500 or more  or no clouds.,,,3.1,3.4,No precipitation,12,,,,
25.02.2020 23:00,5.9,761.3,768.5,,93,Wind blowing from the north-northwest,4,,,,Mist. ,,,5.9,11.7,,,,,,2.6,4.9,No precipitation,6,,,,
25.02.2020 20:00,8.8,760.0,767.1,1.8,79,Wind blowing from the north-northeast,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,11.7,,,2500 or more  or no clouds.,,,11.0,5.4,No precipitation,12,,,,
25.02.2020 17:00,10.6,758.2,765.3,,78,Wind blowing from the north,5,,11,100%., ,,,7.6,11.7,,,2500 or more  or no clouds.,,,19.0,6.9,No precipitation,6,,,,
25.02.2020 14:00,10.6,757.0,764.1,,80,Wind blowing from the north-northwest,4,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,11.7,,,2500 or more  or no clouds.,,,30.0,7.3,3.0,12,,,,
25.02.2020 11:00,10.0,756.8,763.9,,87,Wind blowing from the north,3,,9,100%., ,,,7.6,10.0,,,2500 or more  or no clouds.,,,16.0,7.9,No precipitation,6,,,,
25.02.2020 08:00,8.7,755.1,762.2,1.7,96,Wind blowing from the north,4,,10,100%.,Mist. ,Rain.,Drizzle.,7.2,9.0,,,2500 or more  or no clouds.,,,7.0,8.1,11.0,12,,,,
25.02.2020 05:00,7.8,753.4,760.5,,98,Wind blowing from the north-northwest,4,,10,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,6.2,9.0,,,,,,0.1,7.5,11.0,6,,,,
25.02.2020 02:00,7.9,753.5,760.6,-1.4,97,Wind blowing from the west,1,,10,,Rain  not freezing  intermittent  moderate at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,9.0,,,2500 or more  or no clouds.,,,0.9,7.5,12.0,12,,,,
24.02.2020 23:00,7.7,754.9,762.0,,96,Wind blowing from the north-northwest,2,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,,9.0,,,,,,1.7,7.1,1.0,6,,,,
24.02.2020 20:00,8.6,755.2,762.3,,95,Wind blowing from the east,3,,9,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,8.6,,,2500 or more  or no clouds.,,,8.0,7.8,5.0,12,,,,
24.02.2020 17:00,8.0,755.4,762.5,,95,Wind blowing from the east-southeast,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,8.6,,,2500 or more  or no clouds.,,,4.0,7.2,4.0,6,,,,
24.02.2020 14:00,7.9,756.0,763.1,-2.2,94,Wind blowing from the south-east,1,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,8.6,,,2500 or more  or no clouds.,,,7.0,7.0,1.0,12,,,,
24.02.2020 11:00,8.0,758.2,765.3,,89,Wind blowing from the south-east,3,,9,100%., ,,,6.2,8.6,,,2500 or more  or no clouds.,,,15.0,6.3,No precipitation,6,,,,
24.02.2020 08:00,7.2,758.8,766.0,0.4,87,Wind blowing from the south-east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,7.9,,,2500 or more  or no clouds.,,,19.0,5.2,No precipitation,12,,,,
24.02.2020 05:00,6.3,758.4,765.6,,84,Wind blowing from the south-east,4,,9,, ,,,,,,,,,,20.0,3.8,No precipitation,6,,,,
24.02.2020 02:00,6.4,759.7,766.9,-0.6,85,Wind blowing from the south-southeast,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.9,,,2500 or more  or no clouds.,,,18.0,4.1,No precipitation,12,,,,
23.02.2020 23:00,6.6,760.3,767.5,,81,Wind blowing from the south-southeast,4,,,, ,,,,7.9,,,,,,16.0,3.6,No precipitation,6,,,,
23.02.2020 20:00,6.3,760.5,767.7,-0.2,83,Wind blowing from the south-southeast,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,7.9,,,,,,14.0,3.6,No precipitation,12,,,,
23.02.2020 17:00,6.6,760.7,767.9,,81,Wind blowing from the south,4,,12,no clouds, ,,,3.4,7.9,,,,,,16.0,3.6,No precipitation,6,,,,
23.02.2020 14:00,7.6,762.2,769.4,,71,Wind blowing from the south,7,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,7.9,,,,,,25.0,2.7,No precipitation,12,,,,
23.02.2020 11:00,7.5,764.8,772.0,,67,Wind blowing from the south,6,,11,no clouds, ,,,3.4,7.6,,,,,,26.0,1.6,No precipitation,6,,,,
23.02.2020 08:00,5.6,765.6,772.9,-0.4,68,Wind blowing from the south,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,7.0,,,,,,30.0,0.0,No precipitation,12,,,,
23.02.2020 05:00,4.2,766.0,773.2,,67,Wind blowing from the south,4,,8,, ,,,1.8,7.0,,,,,,30.0,-1.4,No precipitation,6,,,,
23.02.2020 02:00,3.7,767.2,774.4,-0.4,62,Wind blowing from the south-southeast,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,7.0,,,2500 or more  or no clouds.,,,30.0,-2.9,No precipitation,12,,,,
22.02.2020 23:00,4.0,767.6,774.9,,46,Wind blowing from the south,2,,,, ,,,1.8,7.0,,,,,,30.0,-6.6,No precipitation,6,,,,
22.02.2020 20:00,4.9,767.2,774.5,,38,Wind blowing from the north-northeast,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,7.0,,,,,,30.0,-8.2,No precipitation,12,,,,
22.02.2020 17:00,6.6,766.3,773.6,,39,Wind blowing from the north-west,5,,13,no clouds, ,,,1.8,7.8,,,,,,30.0,-6.4,No precipitation,6,,,,
22.02.2020 14:00,6.6,766.3,773.5,-0.9,38,Wind blowing from the north-northwest,7,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,8.0,,,,,,30.0,-6.7,No precipitation,12,,,,
22.02.2020 11:00,5.6,767.2,774.5,,39,Wind blowing from the north-west,5,,12,no clouds, ,,,1.8,8.0,,,,,,30.0,-7.3,No precipitation,6,,,,
22.02.2020 08:00,2.5,766.7,774.0,2.3,70,Wind blowing from the north-northwest,5,,10,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,8.0,,,,,,4.9,-2.4,No precipitation,12,,,,
22.02.2020 05:00,4.2,764.4,771.7,,81,Wind blowing from the west-northwest,3,,6,,Mist. ,,,4.2,8.0,,,,,,2.6,1.2,No precipitation,6,,,,
