Local time in Anqing,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 14:00,9.1,762.0,767.9,-1.7,74,Wind blowing from the north-northeast,4,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,9.7,,,2000-2500,,,8.0,4.7,0.1,12,,,,
03.03.2020 11:00,7.2,763.7,769.6,,77,Wind blowing from the north-northeast,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,10.3,,,2000-2500,,,13.0,3.4,No precipitation,6,,,,
03.03.2020 08:00,6.5,763.1,769.0,,71,Wind blowing from the north-northeast,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,,,,2500 or more  or no clouds.,,,12.0,1.6,Trace of precipitation,12,,,,
03.03.2020 05:00,5.3,761.5,767.4,,80,Wind blowing from the north-east,2,,10,, ,,,4.5,10.3,,,,,,10.0,2.0,No precipitation,6,,,,
03.03.2020 02:00,5.4,762.6,768.5,-0.2,86,Wind blowing from the south-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,10.3,,,2500 or more  or no clouds.,,,10.0,3.2,5.0,12,,,,
02.03.2020 23:00,6.1,762.8,768.7,,85,Wind blowing from the north-west,2,,10,, ,,,6.1,10.3,,,,,,11.0,3.8,4.0,6,,,,
02.03.2020 20:00,6.5,763.2,769.1,0.8,86,Wind blowing from the north-northeast,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,10.3,,,600-1000,,,8.0,4.3,5.0,12,,,,
02.03.2020 17:00,7.4,762.4,768.3,,86,Wind blowing from the north-east,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.3,,,600-1000,,,7.0,5.2,1.0,6,,,,
02.03.2020 14:00,9.6,762.3,768.1,-1.6,62,Wind blowing from the north,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.8,,,1000-1500,,,13.0,2.7,No precipitation,12,,,,
02.03.2020 11:00,8.3,763.9,769.8,,74,Wind blowing from the north-east,3,,9,100%., ,,,7.2,,,,600-1000,,,11.0,3.9,No precipitation,6,,,,
02.03.2020 08:00,7.4,764.2,770.1,,83,Wind blowing from the north,4,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,11.0,,,600-1000,,,6.0,4.7,No precipitation,12,,,,
02.03.2020 05:00,7.4,763.9,769.8,,88,Wind blowing from the north-northeast,4,,9,, ,,,7.4,11.0,,,,,,7.0,5.5,No precipitation,6,,,,
02.03.2020 02:00,8.0,764.2,770.1,0.0,88,Wind blowing from the north-northeast,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.0,11.0,,,2500 or more  or no clouds.,,,8.0,6.1,No precipitation,12,,,,
01.03.2020 23:00,8.4,764.2,770.1,,87,Wind blowing from the north-east,3,,10,, ,,,8.4,11.0,,,,,,9.0,6.4,No precipitation,6,,,,
01.03.2020 20:00,9.1,763.4,769.3,1.6,82,Wind blowing from the north-east,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,11.0,,,300-600,,,11.0,6.2,No precipitation,12,,,,
01.03.2020 17:00,9.7,761.8,767.6,,81,Wind blowing from the north-east,6,,10,100%., ,,,9.1,11.0,,,300-600,,,13.0,6.6,No precipitation,6,,,,
01.03.2020 14:00,10.8,761.0,766.9,-0.7,74,Wind blowing from the north-northeast,5,,10,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,11.0,,,600-1000,,,14.0,6.4,No precipitation,12,,,,
01.03.2020 11:00,10.2,761.7,767.5,,82,Wind blowing from the north-east,4,,10,100%., ,,,9.1,10.6,,,300-600,,,9.0,7.3,No precipitation,6,,,,
01.03.2020 08:00,9.4,760.5,766.3,1.7,91,Wind blowing from the north-east,4,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,200-300,,,4.9,8.0,No precipitation,12,,,,
01.03.2020 05:00,9.3,758.8,764.5,,93,Wind blowing from the north-northeast,3,,8,,Mist. ,,,,10.6,,,,,,5.0,8.2,No precipitation,6,,,,
01.03.2020 02:00,9.3,758.5,764.2,0.3,93,Wind blowing from the north,3,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.6,,,2500 or more  or no clouds.,,,5.0,8.2,No precipitation,12,,,,
29.02.2020 23:00,9.3,758.2,764.1,,94,Wind blowing from the north,4,,7,,Mist. ,,,,10.6,,,,,,6.0,8.4,No precipitation,6,,,,
29.02.2020 20:00,9.5,757.3,763.2,0.3,91,Wind blowing from the north,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,10.6,,,200-300,,,7.0,8.1,No precipitation,12,,,,
29.02.2020 17:00,10.2,757.0,762.8,,87,Wind blowing from the north-east,2,,7,100%., ,,,6.0,10.6,,,300-600,,,12.0,8.1,No precipitation,6,,,,
29.02.2020 14:00,10.4,756.7,762.6,,83,Wind blowing from the north-east,4,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,10.6,,,300-600,,,13.0,7.6,2.0,12,,,,
29.02.2020 11:00,9.2,758.1,763.9,,87,Wind blowing from the west-northwest,1,,6,100%., ,,,6.0,9.4,,,200-300,,,11.0,7.2,No precipitation,6,,,,
29.02.2020 08:00,6.7,757.9,763.8,,98,Wind blowing from the north-east,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,,,,600-1000,,,6.0,6.4,7.0,12,,,,
29.02.2020 05:00,6.3,757.4,763.3,,98,Wind blowing from the west-northwest,1,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.0,,,,,,,6.0,6.0,7.0,6,,,,
29.02.2020 02:00,6.1,757.5,763.3,-1.3,98,Wind blowing from the north-east,2,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,10.1,,,2500 or more  or no clouds.,,,3.3,5.8,6.0,12,,,,
28.02.2020 23:00,6.6,758.8,764.6,,95,Wind blowing from the north-northeast,2,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.4,10.2,,,,,,7.0,5.9,0.6,6,,,,
28.02.2020 20:00,6.7,758.6,764.5,0.2,94,Wind blowing from the north-east,4,,10,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,10.2,,,600-1000,,,23.0,5.8,1.0,12,,,,
28.02.2020 17:00,6.7,758.4,764.2,,98,Wind blowing from the north-northeast,6,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,10.2,,,200-300,,,8.0,6.4,0.5,6,,,,
28.02.2020 14:00,8.3,758.3,764.2,-1.4,96,Wind blowing from the north-east,3,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,10.5,,,100-200,,,5.0,7.7,0.2,12,,,,
28.02.2020 11:00,8.1,759.7,765.6,,94,Wind blowing from the north,2,,9,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,10.5,,,300-600,,,14.0,7.2,0.2,6,,,,
28.02.2020 08:00,8.4,759.0,764.8,,91,Wind blowing from the north-northeast,6,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,10.5,,,300-600,,,8.0,7.0,No precipitation,12,,,,
28.02.2020 05:00,9.9,757.4,763.2,,84,Wind blowing from the west,1,,5,,Mist. ,,,,10.5,,,,,,6.0,7.3,No precipitation,6,,,,
28.02.2020 02:00,9.7,757.8,763.6,-1.9,84,Wind blowing from the west-southwest,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.5,,,2500 or more  or no clouds.,,,6.0,7.1,No precipitation,12,,,,
27.02.2020 23:00,10.1,759.7,765.6,,78,Wind blowing from the west-northwest,1,,9,,Mist. ,,,7.9,10.5,,,,,,7.0,6.4,No precipitation,6,,,,
27.02.2020 20:00,9.7,760.8,766.6,,83,Wind blowing from the west-northwest,2,,10,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,10.5,,,600-1000,,,5.0,7.0,Trace of precipitation,12,,,,
27.02.2020 17:00,9.5,761.2,767.0,,84,Calm  no wind,0,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,10.5,,,600-1000,,,5.0,6.9,No precipitation,6,,,,
27.02.2020 14:00,10.4,761.8,767.7,-2.9,77,Wind blowing from the north,4,,10,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,10.4,,,300-600,,,6.0,6.5,No precipitation,12,,,,
27.02.2020 11:00,8.8,764.7,770.5,,81,Wind blowing from the north-northeast,4,,11,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,10.3,,,300-600,,,6.0,5.7,No precipitation,6,,,,
27.02.2020 08:00,7.9,764.4,770.2,1.0,86,Wind blowing from the north-northeast,5,,11,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,10.7,,,300-600,,,5.0,5.7,No precipitation,12,,,,
27.02.2020 05:00,9.1,763.4,769.3,,80,Wind blowing from the north-northeast,5,,11,, ,,,9.1,11.2,,,,,,7.0,5.8,No precipitation,6,,,,
27.02.2020 02:00,9.8,764.5,770.4,-0.6,80,Wind blowing from the north-northeast,5,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,2500 or more  or no clouds.,,,8.0,6.5,No precipitation,12,,,,
26.02.2020 23:00,9.5,765.1,770.9,,87,Wind blowing from the north-east,4,,12,, ,,,9.2,,,,,,,9.0,7.4,No precipitation,6,,,,
26.02.2020 20:00,10.0,764.2,770.1,0.5,84,Wind blowing from the north-east,5,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,,,,1500-2000,,,11.0,7.4,0.9,12,,,,
26.02.2020 17:00,9.9,763.7,769.6,,82,Wind blowing from the north-east,5,,14,100%., ,,,9.3,,,,300-600,,,9.0,7.0,0.1,6,,,,
26.02.2020 14:00,9.9,762.9,768.7,-0.4,87,Wind blowing from the north-east,7,,15,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,,,,300-600,,,10.0,7.8,14.0,12,,,,
26.02.2020 11:00,9.9,763.3,769.2,,96,Wind blowing from the north-east,4,,15,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,,,,200-300,,,6.0,9.3,6.0,6,,,,
26.02.2020 08:00,10.8,762.1,767.8,1.7,97,Wind blowing from the north-northeast,6,,15,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,10.8,,,,200-300,,,3.9,10.3,14.0,12,,,,
26.02.2020 05:00,11.2,760.4,766.2,,97,Wind blowing from the north-northeast,8,,16,,Rain  not freezing  intermittent  heavy at time of observation. ,,,11.2,20.6,,,,,,2.1,10.7,8.0,6,,,,
26.02.2020 02:00,11.4,759.9,765.6,-0.4,96,Wind blowing from the north-east,5,,16,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,20.6,,,2500 or more  or no clouds.,,,2.1,10.8,1.0,12,,,,
25.02.2020 23:00,12.4,760.3,766.0,,88,Wind blowing from the north-east,7,,16,,Rain  not freezing  intermittent  slight at time of observation. ,,,12.3,20.6,,,,,,3.6,10.5,No precipitation,6,,,,
25.02.2020 20:00,13.1,759.1,764.8,1.7,85,Wind blowing from the north-east,8,,16,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,21.8,,,1500-2000,,,3.6,10.6,No precipitation,12,,,,
25.02.2020 17:00,15.9,757.4,763.1,,74,Wind blowing from the north-northeast,8,,13,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,24.3,,,2500 or more  or no clouds.,,,6.0,11.3,No precipitation,6,,,,
25.02.2020 14:00,18.2,756.7,762.4,-0.7,71,Wind blowing from the north-northeast,7,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,25.2,,,2500 or more  or no clouds.,,,8.0,12.9,No precipitation,12,,,,
25.02.2020 11:00,19.9,757.4,763.0,,72,Wind blowing from the north-east,5,,8,90  or more  but not 100%, ,,,17.1,25.2,,,2000-2500,,,13.0,14.7,No precipitation,6,,,,
25.02.2020 08:00,20.5,756.1,761.6,1.7,64,Wind blowing from the north-west,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,25.2,,,2500 or more  or no clouds.,,,21.0,13.5,No precipitation,12,,,,
25.02.2020 05:00,17.4,754.4,760.0,,76,Wind blowing from the north-east,3,,10,, ,,,10.2,25.2,,,,,,17.0,13.1,No precipitation,6,,,,
25.02.2020 02:00,18.5,754.9,760.5,,71,Wind blowing from the west,0,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,25.2,,,2500 or more  or no clouds.,,,19.0,13.1,No precipitation,12,,,,
24.02.2020 23:00,20.3,755.6,761.2,,62,Wind blowing from the east-northeast,2,,15,, ,,,,25.2,,,,,,20.0,12.8,No precipitation,6,,,,
24.02.2020 20:00,21.8,755.3,760.9,0.8,55,Wind blowing from the south,3,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,25.2,,,2500 or more  or no clouds.,,,24.0,12.4,No precipitation,12,,,,
24.02.2020 17:00,24.3,754.5,760.1,,47,Wind blowing from the south,5,,15,20–30%., ,,,10.1,25.2,,,2500 or more  or no clouds.,,,28.0,12.3,No precipitation,6,,,,
24.02.2020 14:00,24.3,755.3,760.9,-2.8,47,Wind blowing from the south-southwest,7,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,24.3,,,2500 or more  or no clouds.,,,23.0,12.3,No precipitation,12,,,,
24.02.2020 11:00,19.7,758.1,763.8,,54,Wind blowing from the south-east,1,,2,70 – 80%., ,,,10.1,19.9,,,2500 or more  or no clouds.,,,14.0,10.1,No precipitation,6,,,,
24.02.2020 08:00,11.5,758.7,764.4,0.1,80,Wind blowing from the south,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,19.9,,,2500 or more  or no clouds.,,,12.0,8.2,No precipitation,12,,,,
24.02.2020 05:00,10.6,758.6,764.3,,79,Wind blowing from the south,1,,4,, ,,,7.3,19.9,,,,,,13.0,7.1,No precipitation,6,,,,
24.02.2020 02:00,11.4,759.7,765.4,-0.9,73,Wind blowing from the east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,19.9,,,2500 or more  or no clouds.,,,14.0,6.7,No precipitation,12,,,,
23.02.2020 23:00,12.9,760.6,766.3,,64,Wind blowing from the north-east,1,,8,, ,,,7.0,19.9,,,,,,15.0,6.3,No precipitation,6,,,,
23.02.2020 20:00,15.4,761.0,766.8,0.1,51,Wind blowing from the east,1,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,19.9,,,2500 or more  or no clouds.,,,19.0,5.3,No precipitation,12,,,,
23.02.2020 17:00,19.1,760.9,766.7,,39,Wind blowing from the south-southeast,3,,,no clouds, ,,,7.0,19.9,,,,,,24.0,4.8,No precipitation,6,,,,
23.02.2020 14:00,19.5,762.2,768.0,,32,Wind blowing from the south-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,19.5,,,,,,20.0,2.4,No precipitation,12,,,,
23.02.2020 11:00,13.3,765.1,771.0,,49,Wind blowing from the east,1,,4,60%., ,,,7.0,18.1,,,2500 or more  or no clouds.,,,15.0,2.8,No precipitation,6,,,,
23.02.2020 08:00,8.4,765.7,771.6,0.5,66,Wind blowing from the north,0,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,18.1,,,2000-2500,,,13.0,2.4,No precipitation,12,,,,
