Local time in Dalian (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 02:00,-0.3,762.1,771.0,0.6,66,Wind blowing from the north,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.4,3.9,,,2500 or more  or no clouds.,,,22.0,-5.9,No precipitation,12,,,,
01.03.2020 23:00,0.2,761.5,770.3,,72,Wind blowing from the north,3,,,, ,,,-0.1,3.9,,,,,,16.0,-4.4,No precipitation,6,,,,
01.03.2020 20:00,0.1,760.5,769.3,1.9,68,Wind blowing from the north,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,3.9,,,,,,19.0,-5.1,No precipitation,12,,,,
01.03.2020 17:00,2.0,758.6,767.4,,58,Calm  no wind,0,,,20–30%., ,,,0.5,3.9,,,2500 or more  or no clouds.,,,21.0,-5.6,No precipitation,6,,,,
01.03.2020 14:00,2.9,757.6,766.3,-0.6,52,Wind blowing from the north,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,3.9,,,1000-1500,,,24.0,-6.2,No precipitation,12,,,,
01.03.2020 11:00,3.2,758.2,766.9,,60,Wind blowing from the north,5,,9,90  or more  but not 100%, ,,,0.5,3.9,,,1000-1500,,,13.0,-3.8,No precipitation,6,,,,
01.03.2020 08:00,1.0,758.1,766.9,0.4,80,Wind blowing from the north,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,3.4,,,1000-1500,,,7.0,-2.1,No precipitation,12,,,,
01.03.2020 05:00,1.0,757.7,766.5,,86,Wind blowing from the north,3,,7,,Mist. ,,,1.0,3.4,,,,,,4.7,-1.1,No precipitation,6,,,,
01.03.2020 02:00,2.3,757.7,766.4,,91,Wind blowing from the north-northwest,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,3.4,,,2500 or more  or no clouds.,,,2.3,1.0,No precipitation,12,,,,
29.02.2020 20:00,3.0,757.1,765.8,0.5,75,Wind blowing from the west,1,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,3.3,,,1000-1500,,,11.0,-1.0,No precipitation,12,,,,
29.02.2020 17:00,2.7,756.6,765.3,,80,Wind blowing from the south-east,1,,,100%., ,,,,,,,1000-1500,,,10.0,-0.4,,,,,,
29.02.2020 14:00,2.5,756.6,765.3,,84,Wind blowing from the east-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,3.3,,,1000-1500,,,7.0,0.1,No precipitation,12,,,,
29.02.2020 11:00,2.9,757.5,766.2,,84,Wind blowing from the south-east,2,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,3.2,,,1000-1500,,,6.0,0.5,No precipitation,6,,,,
29.02.2020 08:00,2.4,757.0,765.7,0.7,87,Wind blowing from the east-southeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,3.2,,,1000-1500,,,7.0,0.5,No precipitation,12,,,,
29.02.2020 05:00,3.0,756.3,765.0,,83,Wind blowing from the east-southeast,1,,4,,Mist. ,,,,3.2,,,,,,6.0,0.4,No precipitation,6,,,,
29.02.2020 02:00,2.6,756.4,765.1,-0.9,86,Wind blowing from the east-northeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.2,,,2500 or more  or no clouds.,,,6.0,0.5,No precipitation,12,,,,
28.02.2020 23:00,3.0,757.3,766.0,,84,Wind blowing from the south-southwest,1,,,, ,,,1.6,3.2,,,,,,9.0,0.6,No precipitation,6,,,,
28.02.2020 20:00,2.6,756.5,765.2,,86,Wind blowing from the south-west,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,3.0,,,600-1000,,,11.0,0.5,No precipitation,12,,,,
28.02.2020 17:00,2.8,755.8,764.5,,83,Wind blowing from the south-west,2,,,100%., ,,,1.6,3.0,,,600-1000,,,16.0,0.2,No precipitation,6,,,,
28.02.2020 14:00,2.8,756.4,765.1,-1.2,81,Wind blowing from the south-west,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,,,,600-1000,,,16.0,-0.1,No precipitation,12,,,,
28.02.2020 11:00,2.1,757.6,766.3,,86,Wind blowing from the south-southwest,4,,11,100%., ,,,1.6,,,,600-1000,,,12.0,0.0,No precipitation,6,,,,
28.02.2020 08:00,1.7,758.2,766.9,,86,Wind blowing from the south-west,4,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,2500 or more  or no clouds.,,,10.0,-0.5,Trace of precipitation,12,,,,
28.02.2020 02:00,2.3,759.6,768.3,-1.3,65,Wind blowing from the south-southwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,6.6,,,2500 or more  or no clouds.,,,30.0,-3.6,No precipitation,12,,,,
27.02.2020 23:00,2.0,760.9,769.7,,58,Wind blowing from the south-west,2,,,, ,,,-0.2,6.6,,,,,,30.0,-5.6,No precipitation,6,,,,
27.02.2020 20:00,2.0,762.2,771.1,-0.8,51,Wind blowing from the south-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,6.6,,,2500 or more  or no clouds.,,,30.0,-7.3,No precipitation,12,,,,
27.02.2020 17:00,2.6,763.0,771.9,,30,Wind blowing from the south-west,2,,7,90  or more  but not 100%, ,,,-0.2,6.6,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,6,,,,
27.02.2020 14:00,5.6,763.4,772.2,,22,Wind blowing from the south-southeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,6.6,,,2500 or more  or no clouds.,,,30.0,-14.5,No precipitation,12,,,,
27.02.2020 11:00,4.2,765.7,774.5,,16,Wind blowing from the east-northeast,2,,9,90  or more  but not 100%, ,,,-0.2,4.4,,,2500 or more  or no clouds.,,,30.0,-19.4,No precipitation,6,,,,
27.02.2020 08:00,1.1,766.1,775.0,0.4,34,Wind blowing from the north,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,,,,30.0,-13.0,No precipitation,12,,,,
27.02.2020 05:00,0.4,765.7,774.6,,33,Wind blowing from the north,3,,13,, ,,,-1.4,3.0,,,,,,30.0,-14.0,No precipitation,6,,,,
27.02.2020 02:00,0.6,766.3,775.2,0.2,33,Wind blowing from the north,3,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,3.0,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
26.02.2020 23:00,0.6,766.1,775.0,,34,Wind blowing from the north,3,,,, ,,,-1.4,3.0,,,,,,30.0,-13.5,No precipitation,6,,,,
26.02.2020 20:00,0.7,765.6,774.5,1.4,44,Wind blowing from the north-northeast,3,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,3.0,,,,,,30.0,-10.4,No precipitation,12,,,,
26.02.2020 17:00,2.1,764.2,773.1,,37,Wind blowing from the north-northeast,6,,15,no clouds, ,,,-1.4,5.0,,,,,,30.0,-11.1,No precipitation,6,,,,
26.02.2020 14:00,2.5,763.4,772.3,-0.8,41,Wind blowing from the north,6,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,6.0,,,,,,30.0,-9.4,No precipitation,12,,,,
26.02.2020 11:00,0.8,764.2,773.0,,48,Wind blowing from the north,6,,14,no clouds, ,,,-1.4,,,,,,,30.0,-9.0,No precipitation,6,,,,
26.02.2020 08:00,-1.3,763.9,772.7,2.1,62,Wind blowing from the north,7,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,7.9,,,,,,23.0,-7.8,No precipitation,12,,,,
26.02.2020 05:00,-0.8,761.8,770.5,,59,Wind blowing from the north,9,,14,, ,,,-0.8,7.9,,,,,,23.0,-8.0,No precipitation,6,,,,
26.02.2020 02:00,0.0,761.0,769.8,0.7,58,Wind blowing from the north,6,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,7.9,,,2500 or more  or no clouds.,,,23.0,-7.3,No precipitation,12,,,,
25.02.2020 23:00,1.2,760.3,769.0,,56,Calm  no wind,0,,,, ,,,1.2,7.9,,,,,,30.0,-6.6,No precipitation,6,,,,
25.02.2020 20:00,2.4,759.0,767.7,1.6,59,Wind blowing from the north,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.4,7.9,,,2500 or more  or no clouds.,,,30.0,-4.8,No precipitation,12,,,,
25.02.2020 17:00,4.9,757.4,766.1,,53,Wind blowing from the north,4,,11,100%., ,,,3.3,7.9,,,2500 or more  or no clouds.,,,27.0,-4.1,No precipitation,6,,,,
25.02.2020 14:00,5.1,757.0,765.6,,65,Wind blowing from the north,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,,,,2500 or more  or no clouds.,,,12.0,-1.1,No precipitation,12,,,,
25.02.2020 11:00,7.2,757.1,765.7,,73,Wind blowing from the north-northwest,3,,9,100%., ,,,3.3,7.9,,,2500 or more  or no clouds.,,,8.0,2.7,No precipitation,6,,,,
25.02.2020 08:00,5.0,756.8,765.5,1.4,83,Wind blowing from the north-east,3,,9,no clouds,Cloud development not observed or not observable. ,Rain.,Drizzle.,3.3,6.1,,,,,,9.0,2.4,0.4,12,,,,
25.02.2020 05:00,3.9,755.4,764.0,,96,Wind blowing from the east-northeast,3,,9,,Mist. ,,,3.3,,,,,,,5.0,3.3,0.4,6,,,,
25.02.2020 02:00,4.4,755.8,764.5,-0.2,96,Wind blowing from the east,3,,9,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Drizzle.,3.3,6.1,,,2500 or more  or no clouds.,,,0.2,3.8,0.4,12,,,,
24.02.2020 23:00,4.3,756.0,764.6,,96,Wind blowing from the east,3,,,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,3.3,6.1,,,,,,0.2,3.7,No precipitation,6,,,,
24.02.2020 20:00,3.8,756.8,765.5,,93,Wind blowing from the east-northeast,4,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.3,6.1,,,2500 or more  or no clouds.,,,5.0,2.8,No precipitation,12,,,,
24.02.2020 17:00,3.9,756.5,765.2,,87,Wind blowing from the east,4,,9,100%., ,,,3.4,6.3,,,1000-1500,,,8.0,1.9,No precipitation,6,,,,
24.02.2020 14:00,5.2,757.0,765.7,-0.9,81,Wind blowing from the east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,7.3,,,2500 or more  or no clouds.,,,11.0,2.2,No precipitation,12,,,,
24.02.2020 11:00,5.3,757.9,766.5,,80,Wind blowing from the east,4,,9,90  or more  but not 100%, ,,,3.4,7.3,,,2500 or more  or no clouds.,,,8.0,2.1,No precipitation,6,,,,
24.02.2020 08:00,4.1,757.5,766.2,0.5,86,Wind blowing from the east-northeast,2,,10,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,7.3,,,2500 or more  or no clouds.,,,6.0,2.0,No precipitation,12,,,,
24.02.2020 05:00,4.6,757.0,765.6,,83,Wind blowing from the south,1,,,, ,,,,,,,,,,9.0,2.0,,,,,,
24.02.2020 02:00,5.3,757.0,765.6,-0.1,76,Wind blowing from the south-west,3,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,7.3,,,2500 or more  or no clouds.,,,13.0,1.4,No precipitation,12,,,,
23.02.2020 23:00,5.2,757.1,765.7,,75,Wind blowing from the south-southwest,5,,,, ,,,,7.3,,,,,,19.0,1.1,No precipitation,6,,,,
23.02.2020 20:00,5.0,757.3,766.0,0.4,79,Wind blowing from the south-southwest,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,7.3,,,,,,19.0,1.7,No precipitation,12,,,,
23.02.2020 17:00,6.3,756.9,765.6,,61,Wind blowing from the south-southwest,6,,12,no clouds, ,,,1.0,7.3,,,,,,30.0,-0.7,No precipitation,6,,,,
23.02.2020 14:00,6.0,758.5,767.2,,54,Wind blowing from the south-west,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,6.1,,,,,,30.0,-2.8,No precipitation,12,,,,
23.02.2020 11:00,5.7,761.0,769.7,,54,Wind blowing from the south-west,5,,12,no clouds, ,,,1.0,5.9,,,,,,30.0,-3.1,No precipitation,6,,,,
23.02.2020 08:00,3.6,762.0,770.8,-0.6,65,Wind blowing from the south-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,3.9,,,,,,30.0,-2.4,No precipitation,12,,,,
23.02.2020 05:00,1.8,762.6,771.4,,72,Wind blowing from the south-west,2,,7,, ,,,0.1,3.9,,,,,,30.0,-2.7,No precipitation,6,,,,
23.02.2020 02:00,1.1,763.6,772.5,-0.3,60,Wind blowing from the south-southwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,3.9,,,2500 or more  or no clouds.,,,30.0,-5.8,No precipitation,12,,,,
22.02.2020 23:00,1.7,763.9,772.8,,66,Wind blowing from the south-west,2,,,, ,,,0.1,3.9,,,,,,30.0,-4.0,No precipitation,6,,,,
22.02.2020 20:00,1.4,764.2,773.0,,48,Wind blowing from the south-west,2,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,3.9,,,,,,30.0,-8.4,No precipitation,12,,,,
22.02.2020 17:00,3.0,763.1,771.9,,31,Wind blowing from the north-west,3,,13,no clouds, ,,,0.1,3.9,,,,,,30.0,-12.5,No precipitation,6,,,,
22.02.2020 14:00,3.1,762.7,771.5,-0.1,28,Wind blowing from the north,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,3.8,,,,,,30.0,-13.6,No precipitation,12,,,,
22.02.2020 11:00,2.4,762.8,771.6,,32,Wind blowing from the north,5,,13,no clouds, ,,,0.1,4.6,,,,,,30.0,-12.6,No precipitation,6,,,,
22.02.2020 08:00,0.8,762.3,771.1,2.1,61,Wind blowing from the north,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,5.1,,,,,,19.0,-5.9,No precipitation,12,,,,
22.02.2020 05:00,1.2,760.2,769.0,,62,Wind blowing from the north,2,,7,, ,,,1.2,5.1,,,,,,17.0,-5.3,No precipitation,6,,,,
22.02.2020 02:00,3.1,759.7,768.4,0.2,58,Wind blowing from the north-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,5.1,,,2500 or more  or no clouds.,,,8.0,-4.4,0.2,12,,,,
21.02.2020 23:00,3.4,759.5,768.2,,69,Wind blowing from the west,2,,,,Mist. ,,,1.9,5.1,,,,,,4.3,-1.9,No precipitation,6,,,,
21.02.2020 20:00,2.0,759.7,768.4,0.9,84,Wind blowing from the west-southwest,2,,9,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,5.1,,,2500 or more  or no clouds.,,,2.5,-0.4,5.0,12,,,,
21.02.2020 17:00,3.7,758.8,767.5,,88,Wind blowing from the west-southwest,2,,9,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,5.1,,,600-1000,,,2.9,1.9,5.0,6,,,,
21.02.2020 14:00,3.5,759.2,767.9,-2.0,89,Wind blowing from the west-southwest,2,,9,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,5.5,,,1000-1500,,,4.0,1.9,5.0,12,,,,
