Local time in Arxan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 14:00,-7.1,676.9,771.7,,48,Wind blowing from the north-northwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,-6.7,,,600-1000,,,30.0,-16.3,No precipitation,12,,,,
02.03.2020 11:00,-10.7,678.0,773.3,,59,Wind blowing from the north,1,,3,no clouds, ,,,-25.8,-9.2,,,,,,30.0,-17.2,No precipitation,6,,,,
02.03.2020 08:00,-22.1,679.2,776.3,0.5,79,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.8,,,,,,,26.0,-24.8,No precipitation,12,,,,
02.03.2020 05:00,-24.9,678.7,774.9,,74,Calm  no wind,0,,,, ,,,-24.9,-9.2,,,,,,30.0,-28.2,No precipitation,6,,,,
02.03.2020 02:00,-23.2,678.9,774.4,-0.1,76,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.3,-9.2,,,2500 or more  or no clouds.,,,30.0,-26.3,No precipitation,12,,,,
01.03.2020 23:00,-21.8,679.0,775.0,,77,Wind blowing from the south-southeast,1,,,, ,,,-21.8,-9.2,,,,,,30.0,-24.7,No precipitation,6,,,,
01.03.2020 20:00,-18.7,678.6,774.9,1.0,78,Wind blowing from the south-southeast,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-9.2,,,2500 or more  or no clouds.,,,29.0,-21.6,Trace of precipitation,12,,,,
01.03.2020 17:00,-11.3,677.6,772.9,,65,Wind blowing from the north,2,,7,90  or more  but not 100%, ,,,-21.5,-9.2,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,6,,,,
01.03.2020 14:00,-9.9,676.7,770.8,-0.5,57,Wind blowing from the north,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-7.9,,,2500 or more  or no clouds.,,,30.0,-16.8,Trace of precipitation,12,,,,
01.03.2020 11:00,-13.2,677.2,772.1,,68,Wind blowing from the north-west,3,,4,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-7.9,,,,,,30.0,-18.0,No precipitation,6,,,,
01.03.2020 08:00,-18.5,677.5,773.0,,75,Wind blowing from the north,0,,2,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,,,,600-1000,,,12.0,-21.8,Trace of precipitation,12,,,,
01.03.2020 05:00,-21.3,677.2,772.3,,78,Wind blowing from the south,0,,3,,Snow not falling as shower(s). ,,,-21.5,-7.9,,,,,,30.0,-24.1,No precipitation,6,,,,
01.03.2020 02:00,-17.1,677.5,771.4,0.1,79,Wind blowing from the north-northeast,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-7.9,,,2500 or more  or no clouds.,,,21.0,-19.9,No precipitation,12,,,,
29.02.2020 23:00,-17.7,677.4,771.7,,80,Calm  no wind,0,,,, ,,,-21.1,-7.9,,,,,,30.0,-20.3,No precipitation,6,,,,
29.02.2020 20:00,-15.0,677.5,772.8,1.1,76,Wind blowing from the south-west,1,,6,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-7.9,,,2500 or more  or no clouds.,,,21.0,-18.4,Trace of precipitation,12,,,,
29.02.2020 17:00,-10.4,676.4,770.6,,60,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-21.1,-7.9,,,,,,30.0,-16.7,No precipitation,6,,,,
29.02.2020 14:00,-8.8,676.1,770.4,,55,Wind blowing from the north-northwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-8.1,,,600-1000,,,30.0,-16.4,0.1,12,,,,
29.02.2020 11:00,-10.2,676.4,770.9,,58,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-10.2,,,,,,30.0,-16.9,No precipitation,6,,,,
29.02.2020 08:00,-17.9,676.3,771.4,0.7,78,Wind blowing from the north,1,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-10.2,,,600-1000,,,20.0,-20.8,0.4,12,,,,
29.02.2020 05:00,-17.3,675.6,769.7,,77,Wind blowing from the south,1,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-21.1,-9.0,,,,,,25.0,-20.4,0.2,6,,,,
29.02.2020 02:00,-19.6,675.2,769.8,0.7,77,Wind blowing from the south-southwest,1,,8,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-7.4,,,2500 or more  or no clouds.,,,4.3,-22.6,1.0,12,,,,
28.02.2020 23:00,-19.2,674.5,769.1,,77,Wind blowing from the south-southwest,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-19.2,-5.0,,,,,,8.0,-22.2,0.7,6,,,,
28.02.2020 20:00,-14.3,674.2,767.9,,82,Wind blowing from the south,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-14.3,,,,600-1000,,,6.0,-16.8,1.0,12,,,,
28.02.2020 17:00,-10.9,673.2,765.4,,74,Wind blowing from the north-west,3,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-13.9,-4.2,,,600-1000,,,3.0,-14.6,0.5,6,,,,
28.02.2020 14:00,-11.0,672.5,764.4,-0.2,63,Wind blowing from the west,4,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-13.9,-1.3,,,600-1000,,,10.0,-16.8,0.8,12,,,,
28.02.2020 11:00,-12.5,672.7,764.6,,67,Wind blowing from the north-west,4,,8,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-13.9,-1.0,,,600-1000,,,5.0,-17.4,0.5,6,,,,
28.02.2020 08:00,-12.7,672.1,763.7,,71,Wind blowing from the south-west,1,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.0,,,600-1000,,,4.1,-16.9,0.5,12,,,,
28.02.2020 05:00,-9.0,670.8,761.5,,75,Wind blowing from the south-southwest,1,,11,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-1.0,,,,,,7.0,-12.6,No precipitation,6,,,,
28.02.2020 02:00,-7.4,671.8,761.9,-0.6,72,Wind blowing from the west,4,,11,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.0,,,2500 or more  or no clouds.,,,12.0,-11.6,0.2,12,,,,
27.02.2020 23:00,-5.5,672.4,763.3,,68,Wind blowing from the south,5,,,,Snow not falling as shower(s). ,,,,-1.0,,,,,,26.0,-10.5,0.2,6,,,,
27.02.2020 20:00,-4.3,673.9,767.6,-0.9,41,Wind blowing from the south,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-1.0,,,600-1000,,,30.0,-15.6,No precipitation,12,,,,
27.02.2020 17:00,-4.2,674.8,769.2,,31,Wind blowing from the south-southeast,3,,11,90  or more  but not 100%, ,,,-25.6,-1.0,,,600-1000,,,30.0,-18.8,No precipitation,6,,,,
27.02.2020 14:00,-1.5,676.3,770.1,-2.5,18,Wind blowing from the south-southeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,,,,2500 or more  or no clouds.,,,30.0,-22.8,No precipitation,12,,,,
27.02.2020 11:00,-8.0,678.8,773.8,,46,Wind blowing from the south-west,1,,4,20–30%., ,,,-25.6,-7.3,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,6,,,,
27.02.2020 08:00,-23.1,681.2,778.8,-1.6,76,Wind blowing from the east-southeast,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.6,,,,,,,30.0,-26.2,No precipitation,12,,,,
27.02.2020 05:00,-25.6,682.8,779.3,,74,Wind blowing from the south-southwest,1,,4,, ,,,-25.7,-7.3,,,,,,30.0,-28.9,No precipitation,6,,,,
27.02.2020 02:00,-24.5,683.9,780.0,,74,Wind blowing from the south-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-7.3,,,2500 or more  or no clouds.,,,30.0,-27.8,No precipitation,12,,,,
26.02.2020 23:00,-22.0,684.6,781.2,,77,Wind blowing from the south,1,,,, ,,,-25.7,-7.3,,,,,,30.0,-24.9,No precipitation,6,,,,
26.02.2020 20:00,-18.5,685.0,783.0,0.3,75,Wind blowing from the south,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-7.3,,,,,,30.0,-21.8,No precipitation,12,,,,
26.02.2020 17:00,-9.6,684.7,781.2,,50,Wind blowing from the north-northwest,2,,7,no clouds, ,,,-25.7,-7.3,,,,,,30.0,-18.1,No precipitation,6,,,,
26.02.2020 14:00,-7.8,684.4,780.1,-0.8,45,Wind blowing from the north-northwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,-4.8,,,,,,30.0,-17.9,No precipitation,12,,,,
26.02.2020 11:00,-12.4,685.2,781.4,,59,Wind blowing from the north-northwest,2,,3,no clouds, ,,,-25.7,,,,,,,30.0,-18.8,No precipitation,6,,,,
26.02.2020 08:00,-22.6,685.3,783.0,,78,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-25.7,,,,,,,30.0,-25.4,No precipitation,12,,,,
26.02.2020 05:00,-24.3,684.3,780.4,,76,Wind blowing from the south,0,,4,, ,,,-26.5,-4.8,,,,,,30.0,-27.3,No precipitation,6,,,,
26.02.2020 02:00,-21.8,683.8,778.9,0.6,78,Wind blowing from the south-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-4.8,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
25.02.2020 23:00,-19.7,683.2,779.1,,77,Wind blowing from the south-southwest,2,,,, ,,,-26.5,-4.8,,,,,,30.0,-22.7,No precipitation,6,,,,
25.02.2020 20:00,-16.3,682.6,780.1,0.9,73,Wind blowing from the south,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-4.8,,,,,,30.0,-20.0,No precipitation,12,,,,
25.02.2020 17:00,-7.9,681.7,777.6,,50,Wind blowing from the north-northwest,3,,7,no clouds, ,,,-26.5,-4.8,,,,,,30.0,-16.7,No precipitation,6,,,,
25.02.2020 14:00,-4.9,681.1,776.0,,36,Wind blowing from the north-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,-4.8,,,,,,30.0,-17.7,No precipitation,12,,,,
25.02.2020 11:00,-11.9,682.0,777.8,,60,Wind blowing from the north,2,,3,no clouds, ,,,-26.5,-6.2,,,,,,30.0,-18.1,No precipitation,6,,,,
25.02.2020 08:00,-23.5,682.3,780.1,0.7,77,Wind blowing from the south,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-26.5,,,,,,,30.0,-26.4,No precipitation,12,,,,
25.02.2020 05:00,-25.0,681.6,777.5,,74,Wind blowing from the south,1,,2,, ,,,-25.1,-6.2,,,,,,30.0,-28.3,No precipitation,6,,,,
25.02.2020 02:00,-23.1,681.8,777.1,0.3,76,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-23.1,-6.2,,,2500 or more  or no clouds.,,,30.0,-26.2,No precipitation,12,,,,
24.02.2020 23:00,-20.5,681.5,776.8,,78,Wind blowing from the south-southwest,1,,,, ,,,-21.1,-6.2,,,,,,30.0,-23.3,No precipitation,6,,,,
24.02.2020 20:00,-17.8,680.8,777.4,1.1,76,Wind blowing from the south,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-6.2,,,,,,30.0,-21.0,No precipitation,12,,,,
24.02.2020 17:00,-7.9,679.7,774.1,,53,Wind blowing from the north-northwest,2,,7,20–30%., ,,,-21.1,-6.2,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,6,,,,
24.02.2020 14:00,-6.7,679.3,772.6,0.3,51,Wind blowing from the north-west,4,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-6.2,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
24.02.2020 11:00,-9.6,679.0,772.2,,71,Wind blowing from the north-northwest,4,,5,20–30%., ,,,-21.1,-5.9,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,6,,,,
24.02.2020 08:00,-19.1,678.3,773.2,,80,Wind blowing from the south-east,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-5.9,,,2500 or more  or no clouds.,,,30.0,-21.7,0.3,12,,,,
24.02.2020 05:00,-18.3,676.7,770.8,,81,Wind blowing from the south-southeast,1,,7,, ,,,-18.3,-5.9,,,,,,30.0,-20.8,No precipitation,6,,,,
24.02.2020 02:00,-14.3,675.7,768.5,0.8,83,Wind blowing from the south-east,1,,8,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.2,-5.9,,,2500 or more  or no clouds.,,,30.0,-16.6,0.3,12,,,,
23.02.2020 23:00,-10.9,674.9,766.9,,83,Wind blowing from the north-west,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-20.9,-5.9,,,,,,6.0,-13.2,0.3,6,,,,
23.02.2020 20:00,-11.0,673.9,766.3,2.0,81,Wind blowing from the north-northwest,2,,11,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-5.9,,,2500 or more  or no clouds.,,,6.0,-13.6,0.4,12,,,,
23.02.2020 17:00,-9.0,671.9,763.9,,61,Wind blowing from the west,4,,11,20–30%., ,,,,-5.9,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,6,,,,
23.02.2020 14:00,-6.4,670.2,763.1,,50,Wind blowing from the north-west,5,,11,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-5.9,,,2500 or more  or no clouds.,,,30.0,-15.1,1.0,12,,,,
23.02.2020 11:00,-6.2,669.6,762.7,,61,Wind blowing from the west,4,,8,20–30%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-6.2,,,2500 or more  or no clouds.,,,30.0,-12.5,1.0,6,,,,
23.02.2020 08:00,-9.7,669.7,763.0,-0.8,79,Wind blowing from the south-east,3,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-9.5,,,600-1000,,,1.7,-12.7,1.0,12,,,,
23.02.2020 05:00,-10.7,670.5,762.8,,64,Wind blowing from the south,2,,6,, ,,,-21.0,-10.2,,,,,,30.0,-16.2,No precipitation,6,,,,
23.02.2020 02:00,-19.2,673.0,767.2,,80,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.0,-10.3,,,2500 or more  or no clouds.,,,30.0,-21.8,No precipitation,12,,,,
