Local time in Hong Kong (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
08.03.2020 08:00,22.2,758.7,759.4,1.0,87,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,21.5,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,200-300,Altocumulus translucidus at a single level.,,7.0,20.0,No precipitation,12,,,,
08.03.2020 05:00,21.6,757.7,758.4,-0.5,90,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,8.0,19.8,,,,,,
08.03.2020 02:00,22.1,758.2,758.8,-1.1,86,Wind blowing from the east,4,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,14.0,19.6,No precipitation,6,,,,
07.03.2020 23:00,22.2,759.3,760.0,0.9,85,Wind blowing from the east,3,,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,14.0,19.5,,,,,,
07.03.2020 20:00,23.5,758.4,759.1,0.4,76,Wind blowing from the east,4,,,60%., ,,,,26.9,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,22.0,19.0,No precipitation,12,,,,
07.03.2020 17:00,24.6,758.0,758.7,-0.5,71,variable wind direction,2,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,15.0,18.9,,,,,,
07.03.2020 14:00,25.8,758.5,759.2,-2.8,69,Wind blowing from the south-southeast,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,,26.0,19.7,No precipitation,6,,,,
07.03.2020 11:00,22.5,761.3,762.0,0.1,79,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,14.0,18.6,,,,,,
07.03.2020 08:00,21.1,761.2,761.8,1.5,85,Wind blowing from the east,5,,,70 – 80%.,Clouds generally forming or developing. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,19.2,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,9.0,18.5,Trace of precipitation,12,,,,
07.03.2020 05:00,20.4,759.7,760.3,-0.9,87,Wind blowing from the east,6,,,90  or more  but not 100%,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus at a single level.,,9.0,18.1,,,,,,
07.03.2020 02:00,19.8,760.6,761.2,-1.0,85,Wind blowing from the east,6,,,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,10.0,17.2,Trace of precipitation,6,,,,
06.03.2020 23:00,19.5,761.6,762.3,0.5,81,Wind blowing from the east,8,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,12.0,16.1,,,,,,
06.03.2020 20:00,19.4,761.1,761.7,0.5,76,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,21.3,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,14.0,15.1,Trace of precipitation,12,,,,
06.03.2020 17:00,20.0,760.6,761.3,-0.7,72,Wind blowing from the east-northeast,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,14.0,14.8,,,,,,
06.03.2020 14:00,20.6,761.3,762.0,-2.3,68,Wind blowing from the east,6,,,90  or more  but not 100%,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,16.0,14.5,Trace of precipitation,6,,,,
06.03.2020 11:00,18.8,763.6,764.3,0.0,73,Wind blowing from the east,9,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,,14.0,13.9,,,,,,
06.03.2020 08:00,17.9,763.6,764.3,1.2,72,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,17.6,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,19.0,12.7,No precipitation,12,,,,
06.03.2020 05:00,17.8,762.4,763.1,-1.3,76,Wind blowing from the east,8,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,,15.0,13.4,,,,,,
06.03.2020 02:00,18.2,763.7,764.4,-0.8,75,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,17.0,13.7,No precipitation,6,,,,
05.03.2020 23:00,18.6,764.5,765.2,0.7,75,Wind blowing from the east-southeast,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altocumulus translucidus at a single level.,,27.0,14.1,,,,,,
05.03.2020 20:00,18.5,763.8,764.5,1.4,77,Wind blowing from the east,4,,,70 – 80%., ,,,,21.8,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,35.0,14.3,0.1,12,,,,
05.03.2020 17:00,20.5,762.4,763.1,-1.3,66,Wind blowing from the north-northeast,3,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,26.0,14.0,,,,,,
05.03.2020 14:00,20.0,763.7,764.4,-2.2,67,Wind blowing from the east,3,,,90  or more  but not 100%,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,30.0,13.7,0.1,6,,,,
05.03.2020 11:00,17.7,765.9,766.6,0.6,82,Wind blowing from the north-east,4,,,90  or more  but not 100%,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,200-300,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,28.0,14.6,,,,,,
05.03.2020 08:00,15.8,765.3,766.0,1.7,96,Wind blowing from the north-east,5,,,100%.,Rain  not freezing  continuous  slight at time of observation. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,15.7,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,100-200,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,3.6,15.2,2.0,12,,,,
05.03.2020 05:00,17.5,763.6,764.3,-0.4,90,Wind blowing from the north,4,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,200-300,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,8.0,15.9,,,,,,
05.03.2020 02:00,18.1,764.0,764.8,0.3,84,Wind blowing from the north,4,,,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,35.0,15.3,0.1,6,,,,
04.03.2020 23:00,18.2,763.7,764.5,0.3,84,Wind blowing from the east-northeast,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,35.0,15.4,,,,,,
04.03.2020 20:00,18.9,763.4,764.1,0.6,83,Wind blowing from the east,4,,,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,22.4,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,30.0,16.0,1.0,12,,,,
04.03.2020 17:00,19.2,762.8,763.5,0.6,92,Wind blowing from the north-northwest,8,,,100%.,Rain  not freezing  continuous  slight at time of observation. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,200-300,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,8.0,17.8,,,,,,
04.03.2020 14:00,21.7,762.2,762.8,-1.7,73,variable wind direction,1,,,90  or more  but not 100%, ,,,,,Cumulus and Stratocumulus other than Stratocumulus cumulogenitus  with bases at different levels.,50%.,600-1000,Altocumulus translucidus or opacus in two or more layers  or Altocumulus opacus in a single layer  not progressively invading the sky  or Altocumulus with Altostratus or Nimbostratus.,,23.0,16.7,No precipitation,6,,,,
04.03.2020 11:00,21.8,763.9,764.6,0.9,72,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,Altostratus opacus or Nimbostratus.,,30.0,16.5,,,,,,
04.03.2020 08:00,20.2,763.0,763.7,0.6,75,Wind blowing from the east-northeast,3,,,90  or more  but not 100%, ,,,19.5,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altostratus opacus or Nimbostratus.,,22.0,15.7,No precipitation,12,,,,
04.03.2020 05:00,20.3,762.4,763.1,-0.3,75,Wind blowing from the east-northeast,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,17.0,15.6,,,,,,
04.03.2020 02:00,20.6,762.7,763.4,-0.7,76,variable wind direction,1,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,19.0,16.1,No precipitation,6,,,,
03.03.2020 23:00,20.8,763.4,764.1,0.8,76,Wind blowing from the east-northeast,4,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,19.0,16.3,,,,,,
03.03.2020 20:00,20.5,762.6,763.3,0.8,69,Wind blowing from the east,5,,,90  or more  but not 100%, ,,,,23.4,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,,26.0,14.6,No precipitation,12,,,,
03.03.2020 17:00,21.3,761.8,762.5,0.0,67,Wind blowing from the east,6,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,23.0,15.0,,,,,,
03.03.2020 14:00,22.4,761.8,762.5,-2.7,66,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,,21.0,15.8,No precipitation,6,,,,
03.03.2020 11:00,20.4,764.5,765.2,0.8,73,Wind blowing from the east-northeast,8,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,18.0,15.3,,,,,,
03.03.2020 08:00,19.1,763.7,764.4,1.4,76,Wind blowing from the east-northeast,8,,,90  or more  but not 100%, ,,,18.9,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,13.0,14.8,Trace of precipitation,12,,,,
03.03.2020 05:00,19.3,762.3,763.0,-1.0,75,Wind blowing from the east,6,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,15.0,14.8,,,,,,
03.03.2020 02:00,19.8,763.3,764.0,-0.7,72,Wind blowing from the east,5,,,90  or more  but not 100%,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,16.0,14.5,Trace of precipitation,6,,,,
02.03.2020 23:00,19.6,764.0,764.7,0.7,72,Wind blowing from the east,10,,,90  or more  but not 100%,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,20.0,14.3,,,,,,
02.03.2020 20:00,19.8,763.3,764.0,1.5,74,Wind blowing from the east-southeast,8,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,21.9,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,17.0,15.0,Trace of precipitation,12,,,,
02.03.2020 17:00,21.0,761.8,762.5,-0.3,73,Wind blowing from the east,9,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,,12.0,16.0,,,,,,
02.03.2020 14:00,21.2,762.1,762.7,-1.6,75,Wind blowing from the east,10,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,12.0,16.6,No precipitation,6,,,,
02.03.2020 11:00,20.9,763.7,764.4,0.8,80,Wind blowing from the east,10,,,90  or more  but not 100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,14.0,17.3,,,,,,
02.03.2020 08:00,21.0,762.9,763.6,2.0,80,Wind blowing from the east,7,,,90  or more  but not 100%, ,,,20.7,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,Altocumulus translucidus at a single level.,,14.0,17.4,No precipitation,12,,,,
02.03.2020 05:00,20.9,760.9,761.6,-0.2,79,Wind blowing from the east,2,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,24.0,17.2,,,,,,
02.03.2020 02:00,21.7,761.1,761.8,0.0,79,variable wind direction,1,,,10%  or less  but not 0, ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,11.0,17.8,No precipitation,6,,,,
01.03.2020 23:00,22.8,761.1,761.8,1.1,75,variable wind direction,1,,,10%  or less  but not 0, ,,,,,No Stratocumulus  Stratus  Cumulus or Cumulonimbus.,10%  or less  but not 0,2500 or more  or no clouds.,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,10.0,18.1,,,,,,
01.03.2020 20:00,23.1,760.0,760.6,0.9,78,Wind blowing from the north-east,3,,,10%  or less  but not 0, ,,,,27.4,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,7.0,19.0,No precipitation,12,,,,
01.03.2020 17:00,26.0,759.1,759.7,-0.8,60,Wind blowing from the west-southwest,4,,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,14.0,17.7,,,,,,
01.03.2020 14:00,25.6,759.9,760.6,-1.7,63,Wind blowing from the west,3,,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,10%  or less  but not 0,600-1000,Altocumulus translucidus at a single level.,Cirrus fibratus  sometimes uncinus  not progressively invading the sky.,15.0,17.9,No precipitation,6,,,,
01.03.2020 11:00,23.4,761.6,762.3,0.5,78,Wind blowing from the west,3,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,No Cirrus  Cirrocumulus or Cirrostratus.,10.0,19.4,,,,,,
