Local time in Leting,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 05:00,-4.7,770.7,771.6,,95,Wind blowing from the east-northeast,2,,8,,Mist. ,,,-4.8,8.3,,,,,,7.0,-5.4,No precipitation,6,,,,
02.03.2020 02:00,-2.7,770.5,771.4,0.4,95,Wind blowing from the east,1,,9,,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,8.3,,,2500 or more  or no clouds.,,,4.6,-3.4,No precipitation,12,,,,
01.03.2020 23:00,0.1,770.1,771.0,,95,Wind blowing from the east-northeast,0,,9,,Mist. ,,,0.1,8.3,,,,,,2.6,-0.6,No precipitation,6,,,,
01.03.2020 20:00,1.6,769.3,770.2,2.2,91,Wind blowing from the east-southeast,2,,9,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,8.3,,,,,,6.0,0.3,No precipitation,12,,,,
01.03.2020 17:00,7.1,767.1,768.0,,45,Wind blowing from the north-northwest,4,,9,70 – 80%., ,,,1.0,8.3,,,1000-1500,,,30.0,-4.0,No precipitation,6,,,,
01.03.2020 14:00,6.1,766.7,767.6,-1.1,70,Wind blowing from the west-northwest,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,6.7,,,1500-2000,,,4.0,1.0,No precipitation,12,,,,
01.03.2020 11:00,2.9,767.8,768.7,,80,Wind blowing from the west,2,,6,100%., ,,,1.0,3.4,,,1500-2000,,,8.0,-0.2,No precipitation,6,,,,
01.03.2020 08:00,1.7,767.5,768.4,0.9,78,Wind blowing from the south-east,1,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,1500-2000,,,12.0,-1.7,0.2,12,,,,
01.03.2020 05:00,1.3,766.6,767.5,,79,Wind blowing from the east,1,,9,, ,,,1.0,,,,,,,10.0,-1.9,No precipitation,6,,,,
01.03.2020 02:00,1.3,766.8,767.7,0.5,86,Wind blowing from the east,3,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,3.4,,,2500 or more  or no clouds.,,,6.0,-0.8,0.3,12,,,,
29.02.2020 23:00,1.0,766.3,767.2,,95,Wind blowing from the east,4,,9,,Mist. ,,,1.0,3.4,,,,,,2.8,0.3,0.3,6,,,,
29.02.2020 20:00,1.3,765.9,766.8,1.5,95,Wind blowing from the east,3,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,3.4,,,1500-2000,,,2.2,0.6,0.2,12,,,,
29.02.2020 17:00,2.0,764.4,765.3,,95,Wind blowing from the east,4,,9,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,,,,1500-2000,,,3.3,1.3,No precipitation,6,,,,
29.02.2020 14:00,3.0,764.2,765.1,,95,Wind blowing from the east-northeast,4,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.2,,,,1500-2000,,,2.2,2.3,0.1,12,,,,
29.02.2020 11:00,2.9,764.9,765.8,,95,Wind blowing from the east,3,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,1.2,,,,1500-2000,,,1.1,2.2,0.1,6,,,,
29.02.2020 08:00,2.3,764.4,765.3,1.0,95,Wind blowing from the north-east,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,,,,1500-2000,,,1.2,1.6,Trace of precipitation,12,,,,
29.02.2020 05:00,2.5,763.4,764.3,,95,Wind blowing from the east,1,,,,Mist. ,,,1.2,6.3,,,,,,2.5,1.8,No precipitation,6,,,,
29.02.2020 02:00,1.5,763.6,764.5,-0.7,95,Wind blowing from the north,0,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,6.3,,,2500 or more  or no clouds.,,,3.0,0.8,No precipitation,12,,,,
28.02.2020 23:00,2.0,764.3,765.2,,95,Wind blowing from the south-west,2,,7,,Mist. ,,,1.9,6.3,,,,,,3.0,1.3,No precipitation,6,,,,
28.02.2020 20:00,2.7,763.4,764.3,,90,Wind blowing from the south-west,2,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,6.3,,,,,,4.1,1.2,No precipitation,12,,,,
28.02.2020 17:00,5.2,762.6,763.5,,79,Wind blowing from the south-west,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,6.3,,,1500-2000,,,6.0,1.9,No precipitation,6,,,,
28.02.2020 14:00,5.5,763.1,764.0,-1.5,68,Wind blowing from the west,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,7.2,,,1500-2000,,,10.0,-0.1,No precipitation,12,,,,
28.02.2020 11:00,4.7,764.6,765.5,,73,Wind blowing from the west-southwest,3,,6,100%., ,,,1.9,8.2,,,1500-2000,,,10.0,0.3,No precipitation,6,,,,
28.02.2020 08:00,2.9,764.5,765.4,,84,Wind blowing from the south-west,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,,,,2500 or more  or no clouds.,,,10.0,0.5,No precipitation,12,,,,
28.02.2020 02:00,2.3,766.8,767.7,-1.9,71,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,8.2,,,2500 or more  or no clouds.,,,26.0,-2.4,No precipitation,12,,,,
27.02.2020 23:00,2.6,768.7,769.6,,59,Wind blowing from the south-west,2,,6,, ,,,-1.3,8.2,,,,,,26.0,-4.6,No precipitation,6,,,,
27.02.2020 20:00,2.8,769.8,770.7,-0.8,54,Wind blowing from the south-west,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,8.2,,,2500 or more  or no clouds.,,,17.0,-5.6,No precipitation,12,,,,
27.02.2020 17:00,4.2,770.6,771.5,,34,Wind blowing from the south-west,3,,6,100%., ,,,-1.3,8.2,,,1500-2000,,,30.0,-10.3,No precipitation,6,,,,
27.02.2020 14:00,7.2,771.5,772.4,,26,Wind blowing from the south-southwest,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,8.2,,,1500-2000,,,30.0,-11.0,No precipitation,12,,,,
27.02.2020 11:00,5.8,774.1,775.0,,26,Wind blowing from the east,2,,,20–30%., ,,,-1.3,8.5,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,6,,,,
27.02.2020 08:00,1.5,775.1,776.0,0.1,46,Wind blowing from the east-northeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,,,,2500 or more  or no clouds.,,,10.0,-8.9,No precipitation,12,,,,
27.02.2020 05:00,-0.2,775.0,775.9,,57,Wind blowing from the east-northeast,1,,7,, ,,,-1.3,8.5,,,,,,22.0,-7.9,No precipitation,6,,,,
27.02.2020 02:00,-0.5,775.3,776.2,-0.5,60,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,8.5,,,2500 or more  or no clouds.,,,16.0,-7.3,No precipitation,12,,,,
26.02.2020 23:00,-0.4,775.8,776.7,,61,Wind blowing from the west-northwest,1,,8,, ,,,-0.8,8.5,,,,,,11.0,-7.0,No precipitation,6,,,,
26.02.2020 20:00,1.3,775.2,776.2,1.1,52,Wind blowing from the west-southwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,8.5,,,,,,20.0,-7.7,No precipitation,12,,,,
26.02.2020 17:00,3.6,774.1,775.0,,37,Wind blowing from the south-east,3,,8,no clouds, ,,,-0.8,8.5,,,,,,30.0,-9.7,No precipitation,6,,,,
26.02.2020 14:00,6.9,773.4,774.3,-1.3,32,Wind blowing from the east-southeast,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,8.5,,,,,,30.0,-8.7,No precipitation,12,,,,
26.02.2020 11:00,5.7,774.7,775.6,,26,Wind blowing from the east-northeast,2,,5,no clouds, ,,,-0.8,7.5,,,,,,30.0,-12.3,No precipitation,6,,,,
26.02.2020 08:00,0.9,774.2,775.1,2.0,54,Wind blowing from the east-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,,,,,,,25.0,-7.4,No precipitation,12,,,,
26.02.2020 05:00,0.4,772.2,773.1,,59,Wind blowing from the east,2,,,, ,,,0.2,7.5,,,,,,30.0,-6.7,No precipitation,6,,,,
26.02.2020 02:00,0.7,771.1,772.0,0.9,61,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,7.5,,,2500 or more  or no clouds.,,,30.0,-6.0,No precipitation,12,,,,
25.02.2020 23:00,2.4,770.2,771.1,,50,Wind blowing from the east-northeast,2,,7,, ,,,2.1,7.5,,,,,,29.0,-7.0,No precipitation,6,,,,
25.02.2020 20:00,2.7,769.0,769.9,1.8,50,Wind blowing from the east-southeast,1,,10,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,7.5,,,2500 or more  or no clouds.,,,18.0,-6.9,No precipitation,12,,,,
25.02.2020 17:00,6.4,767.2,768.1,,28,Wind blowing from the east,3,,10,100%., ,,,4.1,7.5,,,1500-2000,,,30.0,-10.8,No precipitation,6,,,,
25.02.2020 14:00,6.8,766.9,767.8,,24,Wind blowing from the east,2,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,7.5,,,1500-2000,,,30.0,-12.4,No precipitation,12,,,,
25.02.2020 11:00,6.7,766.9,767.8,,23,Wind blowing from the east-northeast,4,,13,100%., ,,,4.1,8.0,,,1500-2000,,,30.0,-13.0,No precipitation,6,,,,
25.02.2020 08:00,5.2,765.9,766.8,1.4,28,Wind blowing from the east-northeast,5,,14,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,,,,1500-2000,,,30.0,-11.8,No precipitation,12,,,,
25.02.2020 05:00,5.0,764.5,765.4,,27,Wind blowing from the east-northeast,5,,14,, ,,,,,,,,,,30.0,-12.4,No precipitation,6,,,,
25.02.2020 02:00,4.7,764.9,765.8,0.4,34,Wind blowing from the east,6,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
24.02.2020 23:00,4.6,764.5,765.4,,41,Wind blowing from the east,6,,19,, ,,,1.6,8.0,,,,,,30.0,-7.5,No precipitation,6,,,,
24.02.2020 20:00,5.8,764.5,765.4,,36,Wind blowing from the east,6,,19,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,8.0,,,1500-2000,,,30.0,-8.1,No precipitation,12,,,,
24.02.2020 17:00,4.7,764.0,764.9,,57,Wind blowing from the east,8,,19,90  or more  but not 100%, ,,,1.6,8.9,,,,,,18.0,-3.1,No precipitation,6,,,,
24.02.2020 14:00,5.4,764.2,765.1,-1.0,52,Wind blowing from the east,8,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,10.4,,,1500-2000,,,18.0,-3.9,No precipitation,12,,,,
24.02.2020 11:00,7.3,765.2,766.1,,34,Wind blowing from the east,8,,15,70 – 80%., ,,,1.6,10.4,,,2500 or more  or no clouds.,,,28.0,-7.5,No precipitation,6,,,,
24.02.2020 08:00,4.0,764.8,765.7,1.4,85,Wind blowing from the east-northeast,5,,8,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,10.4,,,2500 or more  or no clouds.,,,5.0,1.7,No precipitation,12,,,,
24.02.2020 05:00,2.0,763.4,764.3,,95,Wind blowing from the east,1,,4,,Mist. ,,,0.7,10.4,,,,,,4.3,1.3,No precipitation,6,,,,
24.02.2020 02:00,2.8,763.6,764.5,-0.2,91,Wind blowing from the east-northeast,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,10.4,,,2500 or more  or no clouds.,,,4.9,1.5,No precipitation,12,,,,
23.02.2020 23:00,3.3,763.8,764.7,,83,Wind blowing from the east-northeast,1,,9,,Mist. ,,,0.5,10.4,,,,,,5.0,0.7,No precipitation,6,,,,
23.02.2020 20:00,5.5,763.4,764.3,0.4,73,Wind blowing from the south-west,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,10.4,,,,,,10.0,0.9,No precipitation,12,,,,
23.02.2020 17:00,8.9,763.0,763.9,,53,Wind blowing from the south,2,,,no clouds, ,,,0.5,10.4,,,,,,16.0,-0.2,No precipitation,6,,,,
23.02.2020 14:00,9.9,763.5,764.4,,41,Wind blowing from the south-southwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,9.9,,,,,,19.0,-2.7,No precipitation,12,,,,
23.02.2020 11:00,7.6,766.6,767.5,,43,Wind blowing from the south-southwest,5,,8,no clouds, ,,,0.5,8.9,,,,,,30.0,-4.2,No precipitation,6,,,,
23.02.2020 08:00,2.6,768.0,768.9,-0.7,71,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.1,8.9,,,,,,17.0,-2.1,No precipitation,12,,,,
23.02.2020 05:00,1.1,768.7,769.6,,76,Wind blowing from the south-southwest,2,,9,, ,,,-1.1,8.9,,,,,,30.0,-2.7,No precipitation,6,,,,
23.02.2020 02:00,1.1,770.6,771.5,-0.9,69,Wind blowing from the south-west,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,8.9,,,2500 or more  or no clouds.,,,30.0,-4.1,No precipitation,12,,,,
22.02.2020 23:00,2.3,771.5,772.4,,51,Wind blowing from the south-west,2,,10,, ,,,-1.1,8.9,,,,,,30.0,-6.8,No precipitation,6,,,,
22.02.2020 20:00,4.2,771.7,772.6,,29,Wind blowing from the west-southwest,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,8.9,,,,,,22.0,-12.3,No precipitation,12,,,,
22.02.2020 17:00,7.7,770.7,771.6,,18,Wind blowing from the west-northwest,4,,10,no clouds, ,,,-1.1,8.9,,,,,,30.0,-15.1,No precipitation,6,,,,
22.02.2020 14:00,7.8,771.0,771.9,-1.4,21,Wind blowing from the west,5,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,8.0,,,,,,30.0,-13.2,No precipitation,12,,,,
22.02.2020 11:00,5.4,772.4,773.3,,24,Wind blowing from the west-northwest,3,,8,no clouds, ,,,-1.1,7.4,,,,,,30.0,-13.6,No precipitation,6,,,,
22.02.2020 08:00,0.1,772.2,773.1,1.8,48,Wind blowing from the west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.1,7.4,,,,,,26.0,-9.6,No precipitation,12,,,,
22.02.2020 05:00,0.0,770.4,771.3,,42,Wind blowing from the west-northwest,2,,7,, ,,,-0.1,7.4,,,,,,30.0,-11.4,No precipitation,6,,,,
22.02.2020 02:00,1.0,769.4,770.3,0.7,53,Wind blowing from the west-northwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,7.4,,,2500 or more  or no clouds.,,,30.0,-7.7,No precipitation,12,,,,
21.02.2020 23:00,1.5,768.7,769.6,,66,Wind blowing from the west,2,,7,, ,,,1.5,7.4,,,,,,8.0,-4.2,No precipitation,6,,,,
21.02.2020 20:00,2.9,768.2,769.1,1.3,85,Wind blowing from the west,2,,7,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,7.4,,,1500-2000,,,2.6,0.6,No precipitation,12,,,,
21.02.2020 17:00,6.3,766.9,767.8,,71,Wind blowing from the west,3,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,7.4,,,1500-2000,,,4.2,1.4,No precipitation,6,,,,
21.02.2020 14:00,5.0,767.2,768.1,-2.3,79,Wind blowing from the west,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,5.1,,,1500-2000,,,2.7,1.7,0.1,12,,,,
21.02.2020 11:00,2.8,769.5,770.4,,93,Wind blowing from the west,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,,,,1500-2000,,,2.5,1.8,No precipitation,6,,,,
