Local time in Tonghua,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
29.02.2020 11:00,3.1,745.4,766.7,,65,Wind blowing from the south-southeast,1,,4,20–30%., ,,,-3.8,3.9,,,600-1000,,,10.0,-3.0,No precipitation,6,,,,
29.02.2020 08:00,-2.1,745.6,767.0,,90,Wind blowing from the north,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-4.3,1.5,,,1000-1500,,,17.0,-3.6,0.1,12,,,,
29.02.2020 05:00,-3.0,744.7,766.1,,100,Wind blowing from the north-northeast,1,,3,,Mist. ,,,-6.5,1.5,,,,,,4.1,-3.0,No precipitation,6,,,,
29.02.2020 02:00,-2.7,744.3,765.7,,,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,1.5,,,2500 or more  or no clouds.,,,12.0,,1.0,12,,,,
28.02.2020 20:00,-0.8,744.5,766.0,0.6,100,Wind blowing from the east-southeast,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-7.0,1.5,,,1000-1500,,,7.0,-0.8,1.0,12,,,,
28.02.2020 17:00,-0.1,743.9,765.5,,94,Wind blowing from the south-west,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-7.0,2.1,,,2500 or more  or no clouds.,,,2.1,-0.9,0.6,6,,,,
28.02.2020 14:00,1.4,744.0,765.5,-1.1,73,Wind blowing from the north-northeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,4.9,,,2500 or more  or no clouds.,,,8.0,-3.0,Trace of precipitation,12,,,,
28.02.2020 11:00,-0.2,745.1,766.6,,55,Wind blowing from the south-southeast,1,,5,100%., ,,,-7.0,4.9,,,1000-1500,,,20.0,-8.3,No precipitation,6,,,,
28.02.2020 08:00,-4.3,746.6,768.2,,68,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,4.9,,,1000-1500,,,30.0,-9.4,No precipitation,12,,,,
28.02.2020 05:00,-6.5,747.0,768.6,,72,Wind blowing from the north-northeast,2,,5,, ,,,-9.7,4.9,,,,,,30.0,-10.8,No precipitation,6,,,,
28.02.2020 02:00,-6.1,748.2,769.7,,70,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,4.9,,,2500 or more  or no clouds.,,,30.0,-10.8,No precipitation,12,,,,
27.02.2020 20:00,-2.1,750.0,771.7,-0.1,53,Wind blowing from the north-northeast,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,4.9,,,2500 or more  or no clouds.,,,14.0,-10.6,No precipitation,12,,,,
27.02.2020 17:00,2.1,750.1,771.9,,40,Wind blowing from the north,1,,5,60%., ,,,-9.7,4.9,,,2500 or more  or no clouds.,,,9.0,-10.3,No precipitation,6,,,,
27.02.2020 14:00,4.0,751.1,772.7,-2.5,21,Wind blowing from the south-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,6.3,,,,,,30.0,-16.3,No precipitation,12,,,,
27.02.2020 11:00,-0.1,753.6,775.3,,42,Wind blowing from the west-southwest,1,,7,no clouds, ,,,-9.7,6.3,,,,,,21.0,-11.7,No precipitation,6,,,,
27.02.2020 08:00,-5.4,754.6,776.4,0.6,62,Wind blowing from the east-southeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,6.3,,,,,,13.0,-11.6,No precipitation,12,,,,
27.02.2020 05:00,-8.4,754.0,775.9,,67,Wind blowing from the north-northeast,2,,11,, ,,,-8.4,6.3,,,,,,30.0,-13.5,No precipitation,6,,,,
27.02.2020 02:00,-6.7,753.6,775.3,,60,Wind blowing from the north,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,6.3,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
26.02.2020 20:00,-0.6,751.9,773.5,2.1,30,Wind blowing from the north,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,6.3,,,,,,30.0,-16.0,No precipitation,12,,,,
26.02.2020 17:00,3.4,749.8,771.2,,29,Wind blowing from the north,3,,9,10%  or less  but not 0, ,,,-2.3,6.3,,,2500 or more  or no clouds.,,,28.0,-12.9,No precipitation,6,,,,
26.02.2020 14:00,5.0,748.7,769.9,-0.7,30,Wind blowing from the south-east,3,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.9,,,600-1000,,,29.0,-11.1,No precipitation,12,,,,
26.02.2020 11:00,3.6,749.4,770.6,,39,Wind blowing from the east-southeast,4,,7,no clouds, ,,,-2.3,5.9,,,,,,30.0,-9.3,No precipitation,6,,,,
26.02.2020 08:00,0.5,749.2,770.6,1.2,61,Wind blowing from the north-northeast,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,5.9,,,,,,30.0,-6.3,No precipitation,12,,,,
26.02.2020 05:00,-1.2,748.0,769.3,,83,Wind blowing from the east,0,,7,, ,,,-2.1,5.9,,,,,,30.0,-3.8,No precipitation,6,,,,
26.02.2020 02:00,1.5,747.3,768.4,,59,Wind blowing from the north-east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,5.9,,,2500 or more  or no clouds.,,,30.0,-5.8,No precipitation,12,,,,
25.02.2020 20:00,2.2,745.6,766.8,,62,Wind blowing from the west-southwest,0,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,5.9,,,1000-1500,,,13.0,-4.5,No precipitation,12,,,,
25.02.2020 14:00,5.0,744.6,765.7,-1.3,35,Wind blowing from the south,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,7.5,,,1000-1500,,,30.0,-9.5,No precipitation,12,,,,
25.02.2020 11:00,3.7,745.9,767.1,,40,Wind blowing from the south-east,2,,5,90  or more  but not 100%, ,,,-2.2,8.7,,,1000-1500,,,30.0,-8.9,No precipitation,6,,,,
25.02.2020 08:00,0.8,746.5,767.8,0.6,50,Wind blowing from the east-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,,,,2500 or more  or no clouds.,,,10.0,-8.6,No precipitation,12,,,,
25.02.2020 05:00,-1.6,745.9,767.2,,74,Calm  no wind,0,,,, ,,,-2.2,8.7,,,,,,30.0,-5.7,No precipitation,6,,,,
25.02.2020 02:00,-1.5,746.4,767.5,,90,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,8.7,,,2500 or more  or no clouds.,,,10.0,-3.0,No precipitation,12,,,,
24.02.2020 20:00,1.8,746.6,767.9,0.4,77,Wind blowing from the north,4,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,8.7,,,,,,14.0,-1.9,No precipitation,12,,,,
24.02.2020 17:00,4.4,746.2,767.5,,66,Wind blowing from the north-east,0,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,8.7,,,2500 or more  or no clouds.,,,6.0,-1.5,No precipitation,6,,,,
24.02.2020 14:00,7.0,746.5,767.7,-1.3,51,Wind blowing from the south-east,2,,2,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,8.7,,,2500 or more  or no clouds.,,,13.0,-2.6,No precipitation,12,,,,
24.02.2020 11:00,3.4,747.8,769.2,,59,Wind blowing from the west-southwest,1,,,70 – 80%., ,,,,,,,1000-1500,,,9.0,-4.0,,,,,,
24.02.2020 08:00,-0.6,747.8,769.3,1.2,81,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,15.0,-3.5,No precipitation,12,,,,
24.02.2020 05:00,-1.5,746.6,767.9,,83,Calm  no wind,0,,,, ,,,-11.2,4.6,,,,,,16.0,-4.1,No precipitation,6,,,,
24.02.2020 02:00,-2.1,746.8,768.2,,88,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,4.6,,,2500 or more  or no clouds.,,,17.0,-3.9,No precipitation,12,,,,
23.02.2020 20:00,-0.6,746.2,768.0,1.0,64,Wind blowing from the north-northeast,1,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,4.6,,,2500 or more  or no clouds.,,,24.0,-6.7,No precipitation,12,,,,
23.02.2020 17:00,3.2,745.2,766.8,,45,Wind blowing from the south-west,5,,9,50%., ,,,-11.2,4.6,,,2500 or more  or no clouds.,,,30.0,-7.8,No precipitation,6,,,,
23.02.2020 14:00,3.0,746.3,767.9,-3.2,40,Wind blowing from the south,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,3.2,,,2500 or more  or no clouds.,,,30.0,-9.5,No precipitation,12,,,,
23.02.2020 11:00,-2.1,749.5,771.1,,60,Wind blowing from the west,1,,6,40%., ,,,-11.2,0.6,,,2500 or more  or no clouds.,,,16.0,-8.9,No precipitation,6,,,,
23.02.2020 08:00,-9.2,751.2,773.2,0.7,84,Wind blowing from the north,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.2,1.4,,,2500 or more  or no clouds.,,,20.0,-11.5,No precipitation,12,,,,
23.02.2020 05:00,-9.9,750.5,772.5,,90,Wind blowing from the north,3,,7,, ,,,-9.9,1.4,,,,,,30.0,-11.3,No precipitation,6,,,,
23.02.2020 02:00,-7.8,750.4,772.3,,89,Wind blowing from the north-northeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,1.4,,,2500 or more  or no clouds.,,,30.0,-9.3,No precipitation,12,,,,
22.02.2020 20:00,-3.3,749.3,770.9,1.9,73,Wind blowing from the north-northeast,1,,10,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,1.4,,,1000-1500,,,26.0,-7.5,0.1,12,,,,
22.02.2020 17:00,-2.1,747.4,769.0,,59,Wind blowing from the south-west,3,,10,70 – 80%., ,,,-2.3,2.2,,,1000-1500,,,28.0,-9.2,No precipitation,6,,,,
22.02.2020 14:00,-0.6,745.7,767.1,0.7,47,Wind blowing from the west,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,,,,,1000-1500,,,30.0,-10.7,Trace of precipitation,12,,,,
22.02.2020 11:00,-0.3,745.0,766.3,,52,Wind blowing from the south-west,5,,8,70 – 80%., ,,,,,,,1000-1500,,,29.0,-9.1,No precipitation,6,,,,
22.02.2020 08:00,-0.4,744.4,765.7,0.9,81,Wind blowing from the north-west,1,,7,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.3,,,1000-1500,,,5.0,-3.3,6.0,12,,,,
22.02.2020 05:00,-0.3,743.5,764.7,,100,Wind blowing from the west,1,,4,, ,,,,3.3,,,,,,12.0,-0.3,0.6,6,,,,
22.02.2020 02:00,0.4,743.8,764.9,,100,Wind blowing from the west-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.3,,,2500 or more  or no clouds.,,,6.0,0.4,8.0,12,,,,
21.02.2020 20:00,1.0,745.1,766.6,-0.5,98,Wind blowing from the north,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,3.3,,,2500 or more  or no clouds.,,,2.9,0.7,1.0,12,,,,
21.02.2020 17:00,1.6,745.6,767.0,,79,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,3.3,,,2500 or more  or no clouds.,,,5.0,-1.7,Trace of precipitation,6,,,,
21.02.2020 14:00,2.9,746.8,768.3,-3.3,58,Wind blowing from the south-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,4.4,,,1000-1500,,,9.0,-4.7,No precipitation,12,,,,
21.02.2020 11:00,-0.5,750.1,771.8,,75,Wind blowing from the west-southwest,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,4.4,,,1000-1500,,,5.0,-4.5,No precipitation,6,,,,
21.02.2020 08:00,-4.0,752.7,774.5,-0.3,93,Wind blowing from the south-southeast,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,6.0,-5.0,No precipitation,12,,,,
21.02.2020 05:00,-5.0,753.0,774.7,,97,Calm  no wind,0,,,,Mist. ,,,-13.6,4.4,,,,,,6.0,-5.4,No precipitation,6,,,,
21.02.2020 02:00,-5.3,753.8,775.5,,97,Wind blowing from the north,0,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,4.4,,,2500 or more  or no clouds.,,,5.0,-5.7,No precipitation,12,,,,
20.02.2020 20:00,-3.2,754.0,776.2,0.8,85,Wind blowing from the north-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,4.4,,,2500 or more  or no clouds.,,,7.0,-5.4,No precipitation,12,,,,
20.02.2020 17:00,0.3,753.2,775.3,,67,Wind blowing from the north-northwest,1,,3,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,4.4,,,2500 or more  or no clouds.,,,4.5,-5.2,No precipitation,6,,,,
20.02.2020 14:00,3.1,753.5,775.4,-1.7,46,Wind blowing from the south,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,3.7,,,,,,13.0,-7.6,No precipitation,12,,,,
20.02.2020 11:00,-1.9,755.2,777.3,,59,Wind blowing from the south-southeast,0,,3,20–30%., ,,,-13.6,1.9,,,2500 or more  or no clouds.,,,8.0,-9.0,No precipitation,6,,,,
20.02.2020 08:00,-11.3,755.3,777.7,1.1,93,Wind blowing from the north,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,1.9,,,,,,4.4,-12.2,No precipitation,12,,,,
20.02.2020 05:00,-12.9,754.2,776.4,,92,Wind blowing from the north,2,,3,, ,,,-15.5,1.9,,,,,,14.0,-14.0,No precipitation,6,,,,
20.02.2020 02:00,-10.9,753.7,775.6,,94,Wind blowing from the north-east,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,1.9,,,2500 or more  or no clouds.,,,7.0,-11.7,No precipitation,12,,,,
19.02.2020 20:00,-7.1,751.9,774.2,1.2,88,Wind blowing from the north-west,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,1.9,,,,,,8.0,-8.8,No precipitation,12,,,,
19.02.2020 17:00,-2.6,750.7,772.9,,69,Calm  no wind,0,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,1.9,,,,,,3.4,-7.6,No precipitation,6,,,,
19.02.2020 14:00,0.9,750.6,772.6,-1.6,42,Wind blowing from the south-southwest,0,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,1.7,,,2500 or more  or no clouds.,,,16.0,-10.8,No precipitation,12,,,,
