Local time in Macheng,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 02:00,7.6,757.6,764.5,,100,Wind blowing from the north,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.6,13.8,,,2500 or more  or no clouds.,,,3.9,7.6,No precipitation,12,,,,
29.02.2020 20:00,10.0,756.1,763.1,1.2,83,Wind blowing from the south-west,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,13.8,,,2500 or more  or no clouds.,,,13.0,7.2,No precipitation,12,,,,
29.02.2020 17:00,13.1,754.9,761.8,,66,Wind blowing from the south,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,6.9,,,,,,
29.02.2020 14:00,11.4,755.6,762.5,,78,Wind blowing from the south-southeast,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,11.4,,,2500 or more  or no clouds.,,,23.0,7.7,No precipitation,12,,,,
29.02.2020 11:00,7.2,757.5,764.5,,100,Wind blowing from the west,1,,5,, ,,,4.4,7.2,,,,,,7.0,7.2,No precipitation,6,,,,
29.02.2020 08:00,6.0,756.8,763.8,0.2,100,Wind blowing from the north,0,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.2,,,2500 or more  or no clouds.,,,6.0,6.0,6.0,12,,,,
29.02.2020 05:00,5.8,756.6,763.6,,100,Wind blowing from the north-northwest,1,,5,,Mist. ,,,,6.2,,,,,,3.9,5.8,2.0,6,,,,
29.02.2020 02:00,5.6,757.2,764.2,,100,Wind blowing from the north,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.3,,,2500 or more  or no clouds.,,,4.4,5.6,11.0,12,,,,
28.02.2020 20:00,5.5,758.1,765.1,,100,Wind blowing from the north-west,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,7.5,,,2500 or more  or no clouds.,,,3.9,5.5,8.0,12,,,,
28.02.2020 17:00,5.9,757.8,764.8,,100,Wind blowing from the north-west,1,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,,,,2500 or more  or no clouds.,,,6.0,5.9,3.0,6,,,,
28.02.2020 14:00,5.8,758.2,765.2,-1.1,100,Wind blowing from the north-northwest,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,,,,2500 or more  or no clouds.,,,11.0,5.8,4.0,12,,,,
28.02.2020 11:00,4.6,759.3,766.3,,100,Wind blowing from the north,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,,,,2500 or more  or no clouds.,,,7.0,4.6,3.0,6,,,,
28.02.2020 08:00,4.9,758.6,765.6,,100,Wind blowing from the north-northwest,2,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Drizzle.,4.8,11.4,,,2500 or more  or no clouds.,,,6.0,4.9,2.0,12,,,,
28.02.2020 05:00,5.1,757.9,764.8,,100,Wind blowing from the north,4,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.1,11.4,,,,,,9.0,5.1,1.0,6,,,,
28.02.2020 02:00,6.3,758.4,765.4,,100,Wind blowing from the north-northwest,4,,6,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,11.4,,,2500 or more  or no clouds.,,,2.4,6.3,2.0,12,,,,
27.02.2020 20:00,7.3,759.7,766.7,0.6,100,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,11.6,,,2500 or more  or no clouds.,,,2.2,7.3,2.0,12,,,,
27.02.2020 17:00,8.9,759.1,766.0,,100,Wind blowing from the north-northwest,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.8,13.7,,,2500 or more  or no clouds.,,,3.2,8.9,0.8,6,,,,
27.02.2020 14:00,9.2,760.5,767.4,-1.6,98,Wind blowing from the north,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,2500 or more  or no clouds.,,,2.5,8.9,0.6,12,,,,
27.02.2020 11:00,11.0,762.1,769.0,,76,Wind blowing from the north-northwest,3,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,,,,2500 or more  or no clouds.,,,4.7,6.9,No precipitation,6,,,,
27.02.2020 08:00,10.3,762.1,769.0,0.7,79,Wind blowing from the north,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,,,,2500 or more  or no clouds.,,,6.0,6.8,Trace of precipitation,12,,,,
27.02.2020 05:00,10.4,761.4,768.3,,77,Wind blowing from the north-northwest,2,,,, ,,,,,,,,,,9.0,6.5,,,,,,
27.02.2020 02:00,10.6,762.6,769.5,,77,Wind blowing from the north,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,14.5,,,2500 or more  or no clouds.,,,13.0,6.6,No precipitation,12,,,,
26.02.2020 20:00,11.6,762.1,769.0,1.2,71,Wind blowing from the north,5,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,14.5,,,2500 or more  or no clouds.,,,15.0,6.5,No precipitation,12,,,,
26.02.2020 17:00,13.7,760.9,767.8,,66,Calm  no wind,0,,,100%., ,,,10.3,17.4,,,2500 or more  or no clouds.,,,21.0,7.5,No precipitation,6,,,,
26.02.2020 14:00,13.9,760.9,767.8,-0.7,73,Wind blowing from the north,5,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,2500 or more  or no clouds.,,,10.0,9.1,6.0,12,,,,
26.02.2020 11:00,12.5,761.6,768.5,,90,Wind blowing from the north-northeast,3,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,2500 or more  or no clouds.,,,4.3,10.9,2.0,6,,,,
26.02.2020 08:00,10.5,760.4,767.3,,100,Wind blowing from the north-northwest,2,,8,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.3,,,,2500 or more  or no clouds.,,,3.4,10.5,7.0,12,,,,
26.02.2020 05:00,10.4,759.1,766.0,,100,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,10.3,,,,,,,1.4,10.4,6.0,6,,,,
26.02.2020 02:00,10.7,758.8,765.6,,100,Wind blowing from the north,3,,10,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,21.9,,,2500 or more  or no clouds.,,,1.4,10.7,0.9,12,,,,
25.02.2020 20:00,13.3,757.0,763.9,,75,Wind blowing from the north,5,,10,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,21.9,,,2500 or more  or no clouds.,,,3.0,9.0,No precipitation,12,,,,
25.02.2020 14:00,21.5,755.5,762.2,,49,Wind blowing from the north,3,,9,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,25.3,,,,,,6.0,10.3,1.0,12,,,,
25.02.2020 11:00,17.6,756.9,763.6,,69,Wind blowing from the north-northeast,4,,7,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,,,,2500 or more  or no clouds.,,,4.5,11.9,No precipitation,6,,,,
25.02.2020 08:00,14.5,755.8,762.4,2.0,93,Wind blowing from the north,3,,6,70 – 80%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,25.3,,,2500 or more  or no clouds.,,,2.6,13.4,1.0,12,,,,
25.02.2020 05:00,16.1,753.8,760.4,,100,Calm  no wind,0,,,,Mist. ,,,13.4,25.3,,,,,,4.1,16.1,1.0,6,,,,
25.02.2020 02:00,17.9,753.8,760.4,,77,Wind blowing from the east-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,25.3,,,2500 or more  or no clouds.,,,7.0,13.8,No precipitation,12,,,,
24.02.2020 20:00,21.5,753.7,760.3,1.3,58,Wind blowing from the west-southwest,2,,13,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,25.3,,,2500 or more  or no clouds.,,,10.0,12.9,Trace of precipitation,12,,,,
24.02.2020 17:00,23.8,752.4,759.1,,49,Wind blowing from the south-west,3,,,60%., ,,,,,,,2500 or more  or no clouds.,,,17.0,12.5,,,,,,
24.02.2020 14:00,23.6,753.1,759.8,-1.7,48,Wind blowing from the south-southwest,7,,13,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.0,25.2,,,2500 or more  or no clouds.,,,17.0,12.0,No precipitation,12,,,,
24.02.2020 11:00,22.8,754.8,761.5,,47,Wind blowing from the south,8,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,19.0,10.9,,,,,,
24.02.2020 08:00,16.8,755.1,761.8,,61,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,20.4,,,2500 or more  or no clouds.,,,16.0,9.2,No precipitation,12,,,,
24.02.2020 05:00,13.5,755.2,761.9,,66,Wind blowing from the south,1,,,, ,,,,,,,,,,13.0,7.3,,,,,,
24.02.2020 02:00,12.5,757.0,763.8,,65,Wind blowing from the west-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,20.4,,,2500 or more  or no clouds.,,,13.0,6.1,No precipitation,12,,,,
23.02.2020 20:00,16.6,758.4,765.2,-0.4,45,Wind blowing from the south,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,20.4,,,2500 or more  or no clouds.,,,12.0,4.6,No precipitation,12,,,,
23.02.2020 17:00,20.1,758.8,765.5,,35,Wind blowing from the south-southwest,3,,,50%., ,,,,,,,2500 or more  or no clouds.,,,20.0,4.2,,,,,,
23.02.2020 14:00,18.8,760.6,767.4,,37,Wind blowing from the south-southwest,4,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,19.1,,,2500 or more  or no clouds.,,,20.0,3.8,No precipitation,12,,,,
23.02.2020 11:00,14.2,763.3,770.2,,61,Wind blowing from the south-west,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,9.0,6.8,,,,,,
23.02.2020 08:00,10.6,763.4,770.3,0.0,79,Wind blowing from the south-west,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.7,19.1,,,2500 or more  or no clouds.,,,7.0,7.1,Trace of precipitation,12,,,,
23.02.2020 05:00,10.6,763.4,770.2,,77,Wind blowing from the south-east,1,,,, ,,,,,,,,,,8.0,6.7,,,,,,
23.02.2020 02:00,11.5,764.6,771.4,,75,Wind blowing from the north-east,1,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,19.1,,,2500 or more  or no clouds.,,,7.0,7.2,No precipitation,12,,,,
22.02.2020 20:00,13.8,765.9,772.9,,61,Wind blowing from the south,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,19.1,,,,,,8.0,6.4,No precipitation,12,,,,
22.02.2020 17:00,18.1,764.9,771.8,,39,Wind blowing from the west-southwest,3,,,no clouds, ,,,,,,,,,,14.0,3.9,,,,,,
22.02.2020 14:00,17.9,766.1,773.0,-2.3,42,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,18.1,,,,,,12.0,4.8,No precipitation,12,,,,
22.02.2020 11:00,13.9,768.4,775.3,,64,Wind blowing from the east,1,,3,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,15.8,,,,,,6.0,7.2,No precipitation,6,,,,
22.02.2020 08:00,4.6,768.4,775.4,,100,Wind blowing from the north,2,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.8,15.8,,,,,,1.6,4.6,No precipitation,12,,,,
22.02.2020 05:00,5.4,767.4,774.4,,100,Wind blowing from the east-northeast,1,,,,Mist. ,,,5.2,15.8,,,,,,1.2,5.4,No precipitation,6,,,,
22.02.2020 02:00,7.4,767.7,774.7,,99,Wind blowing from the east,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,15.8,,,2500 or more  or no clouds.,,,2.9,7.3,No precipitation,12,,,,
21.02.2020 20:00,11.2,766.6,773.6,1.5,67,Wind blowing from the south,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,15.8,,,,,,8.0,5.3,0.1,12,,,,
21.02.2020 17:00,14.8,765.1,772.0,,51,Wind blowing from the south-southeast,3,,,10%  or less  but not 0, ,,,,,,,2500 or more  or no clouds.,,,11.0,4.8,,,,,,
21.02.2020 14:00,13.8,765.6,772.6,,54,Wind blowing from the north,2,,6,40%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,19.4,,,2500 or more  or no clouds.,,,8.0,4.7,1.0,12,,,,
21.02.2020 11:00,10.8,766.7,773.7,,69,Wind blowing from the north-northeast,3,,6,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,,,,2500 or more  or no clouds.,,,5.0,5.3,0.8,6,,,,
21.02.2020 08:00,8.3,765.9,772.9,1.7,91,Wind blowing from the north-east,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,19.4,,,2500 or more  or no clouds.,,,6.0,6.9,0.9,12,,,,
21.02.2020 05:00,8.6,764.2,771.1,,74,Wind blowing from the north-east,2,,5,,Rain (not freezing) not falling as shower(s). ,,,1.3,19.4,,,,,,18.0,4.2,0.2,6,,,,
21.02.2020 02:00,8.6,764.2,771.1,,69,Wind blowing from the east-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,19.4,,,2500 or more  or no clouds.,,,15.0,3.2,No precipitation,12,,,,
20.02.2020 20:00,13.9,763.4,770.4,,40,Wind blowing from the north-northeast,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,19.4,,,,,,16.0,0.5,No precipitation,12,,,,
20.02.2020 17:00,18.5,762.7,769.7,,28,Wind blowing from the west-southwest,3,,,no clouds, ,,,,,,,,,,27.0,-0.3,,,,,,
20.02.2020 14:00,18.2,763.1,770.0,-2.3,28,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,18.3,,,,,,29.0,-0.6,No precipitation,12,,,,
20.02.2020 11:00,14.2,765.4,772.3,,35,Wind blowing from the north-northwest,2,,4,no clouds, ,,,1.3,14.9,,,,,,18.0,-1.0,No precipitation,6,,,,
20.02.2020 08:00,2.8,764.7,771.7,0.9,98,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.3,14.9,,,,,,7.0,2.5,No precipitation,12,,,,
20.02.2020 05:00,2.5,763.8,770.8,,94,Wind blowing from the east,1,,,, ,,,,,,,,,,8.0,1.6,,,,,,
20.02.2020 02:00,4.4,763.9,770.9,,76,Wind blowing from the east-southeast,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,14.9,,,2500 or more  or no clouds.,,,11.0,0.4,No precipitation,12,,,,
