Local time in Zhangwu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 05:00,-7.0,762.9,770.7,,64,Wind blowing from the west-northwest,3,,7,, ,,,-7.1,3.2,,,,,,30.0,-12.8,No precipitation,6,,,,
02.03.2020 02:00,-5.3,762.0,769.7,0.8,58,Wind blowing from the west-northwest,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,3.2,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
01.03.2020 23:00,-3.6,761.2,769.0,,74,Wind blowing from the west,3,,,, ,,,-3.6,3.2,,,,,,30.0,-7.7,No precipitation,6,,,,
01.03.2020 20:00,-1.6,760.9,768.7,1.2,79,Wind blowing from the west-northwest,2,,7,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,3.2,,,1000-1500,,,30.0,-4.8,No precipitation,12,,,,
01.03.2020 17:00,0.7,759.7,767.5,,59,Wind blowing from the north-west,3,,7,100%., ,,,-3.5,3.2,,,1000-1500,,,30.0,-6.4,No precipitation,6,,,,
01.03.2020 14:00,2.6,759.1,766.7,-0.7,38,Wind blowing from the north,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,3.2,,,1000-1500,,,30.0,-10.3,No precipitation,12,,,,
01.03.2020 11:00,2.2,759.8,767.5,,39,Wind blowing from the north-east,4,,7,60%., ,,,-3.5,2.2,,,1000-1500,,,30.0,-10.6,No precipitation,6,,,,
01.03.2020 08:00,-2.4,760.5,768.2,0.6,66,Wind blowing from the north,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,2.1,,,,,,13.0,-7.9,No precipitation,12,,,,
01.03.2020 05:00,-3.1,759.9,767.6,,68,Wind blowing from the north,1,,3,, ,,,-8.8,2.1,,,,,,30.0,-8.2,No precipitation,6,,,,
01.03.2020 02:00,-2.5,760.0,767.8,0.3,69,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,2.1,,,2500 or more  or no clouds.,,,30.0,-7.4,No precipitation,12,,,,
29.02.2020 23:00,-2.5,759.7,767.5,,68,Wind blowing from the north,1,,,, ,,,-8.8,2.1,,,,,,21.0,-7.6,No precipitation,6,,,,
29.02.2020 20:00,-0.4,759.6,767.3,0.6,57,Wind blowing from the south,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,2.1,,,2500 or more  or no clouds.,,,25.0,-7.9,No precipitation,12,,,,
29.02.2020 17:00,1.4,759.0,766.7,,45,Wind blowing from the south-east,2,,5,90  or more  but not 100%, ,,,-8.8,2.9,,,2500 or more  or no clouds.,,,30.0,-9.5,No precipitation,6,,,,
29.02.2020 14:00,1.6,759.1,766.8,,42,Wind blowing from the north,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,3.4,,,2500 or more  or no clouds.,,,30.0,-10.2,No precipitation,12,,,,
29.02.2020 11:00,0.0,760.0,767.7,,47,Wind blowing from the north,2,,4,90  or more  but not 100%, ,,,-8.8,3.4,,,2500 or more  or no clouds.,,,30.0,-10.2,No precipitation,6,,,,
29.02.2020 08:00,-4.1,759.5,767.3,1.0,62,Wind blowing from the north,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,3.4,,,2500 or more  or no clouds.,,,17.0,-10.3,No precipitation,12,,,,
29.02.2020 05:00,-7.2,758.5,766.2,,86,Wind blowing from the north-northwest,1,,6,, ,,,-7.9,3.4,,,,,,24.0,-9.1,No precipitation,6,,,,
29.02.2020 02:00,-6.0,758.4,766.1,0.8,90,Wind blowing from the north,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,3.4,,,2500 or more  or no clouds.,,,10.0,-7.4,No precipitation,12,,,,
28.02.2020 23:00,-3.8,757.6,765.3,,95,Wind blowing from the north-east,1,,,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,-4.3,3.4,,,,,,0.2,-4.5,No precipitation,6,,,,
28.02.2020 20:00,-2.3,757.1,764.8,,92,Wind blowing from the east-northeast,2,,9,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,3.4,,,,,,5.0,-3.4,1.0,12,,,,
28.02.2020 17:00,2.9,756.0,763.6,,68,Wind blowing from the south-west,2,,9,20–30%., ,,,-2.6,3.4,,,2500 or more  or no clouds.,,,30.0,-2.4,1.0,6,,,,
28.02.2020 14:00,1.1,755.9,763.6,0.0,88,Wind blowing from the west,2,,9,90  or more  but not 100%,Snow not falling as shower(s). ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,5.0,,,1000-1500,,,17.0,-0.7,1.0,12,,,,
28.02.2020 11:00,2.9,755.9,763.5,,60,Wind blowing from the south-west,3,,9,90  or more  but not 100%, ,,,-2.6,5.5,,,1000-1500,,,28.0,-4.3,No precipitation,6,,,,
28.02.2020 08:00,0.6,755.4,763.0,,62,Wind blowing from the south-southwest,5,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,30.0,-6.0,No precipitation,12,,,,
28.02.2020 02:00,-0.7,756.9,764.5,-2.0,51,Wind blowing from the south,4,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,5.5,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
27.02.2020 23:00,-0.7,758.9,766.6,,40,Wind blowing from the south,5,,,, ,,,-10.9,5.5,,,,,,12.0,-12.9,No precipitation,6,,,,
27.02.2020 20:00,-1.4,761.1,768.9,-1.0,40,Wind blowing from the north,0,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,5.5,,,,,,13.0,-13.3,No precipitation,12,,,,
27.02.2020 17:00,3.2,762.1,769.9,,27,Wind blowing from the south-southeast,4,,9,60%., ,,,-10.9,5.5,,,2500 or more  or no clouds.,,,25.0,-14.0,No precipitation,6,,,,
27.02.2020 14:00,5.0,763.7,771.4,,23,Wind blowing from the south,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,5.5,,,,,,30.0,-14.4,No precipitation,12,,,,
27.02.2020 11:00,2.8,766.6,774.4,,29,Wind blowing from the south-southwest,3,,6,no clouds, ,,,-10.9,4.3,,,,,,30.0,-13.5,No precipitation,6,,,,
27.02.2020 08:00,-5.4,767.8,775.6,0.1,60,Wind blowing from the north-west,0,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,,,,,,,12.0,-12.1,No precipitation,12,,,,
27.02.2020 05:00,-8.3,767.7,775.5,,68,Wind blowing from the west-northwest,1,,5,, ,,,-10.9,4.3,,,,,,12.0,-13.3,No precipitation,6,,,,
27.02.2020 02:00,-8.1,768.3,776.1,0.2,65,Wind blowing from the west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,4.3,,,2500 or more  or no clouds.,,,26.0,-13.5,No precipitation,12,,,,
26.02.2020 23:00,-7.6,768.1,775.9,,59,Wind blowing from the west,1,,,, ,,,-7.6,4.3,,,,,,14.0,-14.4,No precipitation,6,,,,
26.02.2020 20:00,-4.0,767.7,775.6,0.5,44,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,4.3,,,,,,8.0,-14.5,No precipitation,12,,,,
26.02.2020 17:00,3.0,767.2,775.0,,26,Wind blowing from the north,2,,9,no clouds, ,,,-6.2,4.3,,,,,,30.0,-14.6,No precipitation,6,,,,
26.02.2020 14:00,3.7,766.9,774.6,-0.9,26,Wind blowing from the north-northeast,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,3.8,,,,,,30.0,-14.0,No precipitation,12,,,,
26.02.2020 11:00,1.4,767.8,775.6,,35,Wind blowing from the north,5,,8,no clouds, ,,,-6.2,3.7,,,,,,30.0,-12.4,No precipitation,6,,,,
26.02.2020 08:00,-4.8,767.5,775.4,1.5,63,Wind blowing from the north,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.2,3.7,,,,,,27.0,-10.8,No precipitation,12,,,,
26.02.2020 05:00,-5.7,766.0,773.8,,66,Wind blowing from the north,2,,9,, ,,,-5.7,3.7,,,,,,30.0,-11.2,No precipitation,6,,,,
26.02.2020 02:00,-4.4,765.1,772.8,1.1,61,Wind blowing from the north,3,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,3.7,,,2500 or more  or no clouds.,,,30.0,-10.8,No precipitation,12,,,,
25.02.2020 23:00,-3.1,764.0,771.7,,59,Calm  no wind,0,,,, ,,,-3.1,3.7,,,,,,30.0,-10.0,No precipitation,6,,,,
25.02.2020 20:00,-1.5,763.2,770.9,1.0,50,Wind blowing from the north-northeast,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,3.7,,,,,,30.0,-10.6,No precipitation,12,,,,
25.02.2020 17:00,1.5,762.2,769.9,,34,Wind blowing from the north-northeast,5,,11,70 – 80%., ,,,0.3,4.3,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,6,,,,
25.02.2020 14:00,3.0,761.5,769.1,,29,Wind blowing from the north-northeast,7,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,6.0,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
25.02.2020 11:00,2.3,762.3,769.9,,32,Wind blowing from the north-east,8,,11,40%., ,,,0.3,,,,1000-1500,,,30.0,-12.7,No precipitation,6,,,,
25.02.2020 08:00,0.6,762.4,770.2,1.1,41,Wind blowing from the north-east,7,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,30.0,-11.4,No precipitation,12,,,,
25.02.2020 05:00,0.6,761.3,769.0,,42,Wind blowing from the north-east,5,,8,, ,,,-4.8,6.0,,,,,,30.0,-11.1,No precipitation,6,,,,
25.02.2020 02:00,1.0,761.2,768.8,-0.4,40,Wind blowing from the north-east,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,6.0,,,2500 or more  or no clouds.,,,30.0,-11.1,No precipitation,12,,,,
24.02.2020 23:00,1.5,761.6,769.3,,39,Wind blowing from the north-east,4,,,, ,,,-7.5,6.0,,,,,,30.0,-11.0,No precipitation,6,,,,
24.02.2020 20:00,0.4,761.5,769.2,,41,Wind blowing from the north-east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,6.0,,,,,,30.0,-11.3,No precipitation,12,,,,
24.02.2020 17:00,4.3,760.6,768.3,,29,Wind blowing from the north-east,4,,8,70 – 80%., ,,,-7.5,6.0,,,1000-1500,,,30.0,-12.2,No precipitation,6,,,,
24.02.2020 14:00,5.9,760.9,768.5,-0.8,27,Wind blowing from the east-northeast,4,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,8.3,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,12,,,,
24.02.2020 11:00,3.3,761.7,769.3,,35,Wind blowing from the north-northeast,4,,8,20–30%., ,,,-7.5,8.5,,,2500 or more  or no clouds.,,,30.0,-10.7,No precipitation,6,,,,
24.02.2020 08:00,-1.7,761.5,769.3,2.0,61,Wind blowing from the north,2,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,8.5,,,2500 or more  or no clouds.,,,19.0,-8.4,No precipitation,12,,,,
24.02.2020 05:00,-4.6,759.5,767.2,,92,Wind blowing from the north-northwest,2,,13,, ,,,-7.5,8.5,,,,,,11.0,-5.7,No precipitation,6,,,,
24.02.2020 02:00,-5.5,758.3,766.0,1.5,89,Wind blowing from the west-northwest,1,,15,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,8.5,,,2500 or more  or no clouds.,,,6.0,-7.0,No precipitation,12,,,,
23.02.2020 23:00,-0.4,756.8,764.4,,88,Wind blowing from the west-southwest,1,,,, ,,,-6.8,8.5,,,,,,13.0,-2.1,No precipitation,6,,,,
23.02.2020 20:00,1.5,755.1,762.7,1.7,76,Wind blowing from the south-west,4,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,8.5,,,,,,25.0,-2.3,No precipitation,12,,,,
23.02.2020 17:00,4.9,753.4,761.0,,55,Wind blowing from the south-southwest,7,,16,90  or more  but not 100%, ,,,-6.8,8.5,,,1000-1500,,,27.0,-3.6,No precipitation,6,,,,
23.02.2020 14:00,8.1,753.0,760.6,,36,Wind blowing from the south-southwest,8,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,8.5,,,1000-1500,,,14.0,-6.1,No precipitation,12,,,,
23.02.2020 11:00,4.2,756.0,763.6,,46,Wind blowing from the south-southwest,6,,11,90  or more  but not 100%, ,,,-6.8,4.2,,,1000-1500,,,30.0,-6.4,No precipitation,6,,,,
23.02.2020 08:00,-3.0,758.5,766.2,-1.6,88,Wind blowing from the south,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,3.1,,,1000-1500,,,10.0,-4.7,No precipitation,12,,,,
23.02.2020 05:00,-6.0,760.1,767.8,,59,Wind blowing from the south,2,,6,, ,,,-6.8,3.1,,,,,,23.0,-12.9,No precipitation,6,,,,
23.02.2020 02:00,-3.3,762.0,769.7,-0.4,44,Wind blowing from the west-southwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,3.1,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,12,,,,
22.02.2020 23:00,-1.6,762.4,770.1,,41,Wind blowing from the south-west,3,,,, ,,,-5.1,3.1,,,,,,30.0,-13.4,No precipitation,6,,,,
22.02.2020 20:00,-0.1,762.4,770.2,,39,Wind blowing from the west,4,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,3.1,,,,,,30.0,-12.4,No precipitation,12,,,,
22.02.2020 17:00,1.9,761.5,769.3,,34,Wind blowing from the west,4,,12,no clouds, ,,,-5.1,3.1,,,,,,30.0,-12.3,No precipitation,6,,,,
22.02.2020 14:00,2.1,760.7,768.4,-0.4,30,Wind blowing from the west-northwest,6,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,3.9,,,,,,30.0,-13.7,No precipitation,12,,,,
22.02.2020 11:00,-0.3,761.1,768.8,,36,Wind blowing from the west-northwest,6,,11,no clouds, ,,,-5.1,3.9,,,,,,30.0,-13.6,No precipitation,6,,,,
22.02.2020 08:00,-4.1,760.9,768.7,1.2,50,Wind blowing from the west-northwest,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,3.9,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
22.02.2020 05:00,-4.3,759.7,767.4,,52,Wind blowing from the west,3,,6,, ,,,-4.3,3.9,,,,,,30.0,-12.7,No precipitation,6,,,,
22.02.2020 02:00,-3.3,759.4,767.1,0.4,53,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,3.9,,,2500 or more  or no clouds.,,,30.0,-11.5,No precipitation,12,,,,
21.02.2020 23:00,-0.8,759.0,766.6,,51,Wind blowing from the west-northwest,3,,,, ,,,-0.8,3.9,,,,,,30.0,-9.7,No precipitation,6,,,,
21.02.2020 20:00,1.3,758.7,766.3,0.8,63,Wind blowing from the west,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,3.9,,,1000-1500,,,18.0,-5.0,Trace of precipitation,12,,,,
