Local time in Xining,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.03.2020 14:00,7.0,567.8,763.5,-2.5,16,Wind blowing from the east-northeast,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,7.3,,,2500 or more  or no clouds.,,,23.0,-17.1,No precipitation,12,,,,
04.03.2020 11:00,1.0,570.3,768.2,,45,Wind blowing from the east,2,,4,no clouds, ,,,-6.3,7.1,,,,,,12.0,-9.6,No precipitation,6,,,,
04.03.2020 08:00,-6.3,570.6,770.8,,75,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,7.1,,,,,,10.0,-10.0,No precipitation,12,,,,
04.03.2020 05:00,-5.2,570.2,767.6,,72,Wind blowing from the west-northwest,2,,,, ,,,-5.2,7.1,,,,,,14.0,-9.5,No precipitation,6,,,,
04.03.2020 02:00,-3.3,570.6,768.4,-0.1,70,Wind blowing from the west-northwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,7.1,,,2500 or more  or no clouds.,,,11.0,-8.0,No precipitation,12,,,,
03.03.2020 23:00,-0.8,570.7,769.0,,61,Wind blowing from the north,1,,,, ,,,,,,,,,,17.0,-7.4,,,,,,
03.03.2020 20:00,1.5,569.9,769.0,1.5,52,Wind blowing from the north,2,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,7.1,,,600-1000,,,24.0,-7.3,No precipitation,12,,,,
03.03.2020 17:00,6.6,568.4,764.4,,28,Wind blowing from the south-west,3,,8,70 – 80%., ,,,-4.4,6.9,,,600-1000,,,22.0,-10.6,No precipitation,6,,,,
03.03.2020 14:00,4.1,569.4,766.4,-1.9,32,Wind blowing from the north-east,3,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,4.3,,,600-1000,,,20.0,-11.1,No precipitation,12,,,,
03.03.2020 11:00,0.6,571.3,769.9,,35,Wind blowing from the north-northeast,2,,,50%., ,,,,,,,600-1000,,,22.0,-13.1,,,,,,
03.03.2020 08:00,-4.3,570.9,770.3,0.5,49,Wind blowing from the north-east,1,,10,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,4.2,,,600-1000,,,26.0,-13.4,No precipitation,12,,,,
03.03.2020 05:00,-3.1,570.4,768.4,,45,Wind blowing from the east-southeast,2,,10,, ,,,-4.2,4.2,,,,,,29.0,-13.4,No precipitation,6,,,,
03.03.2020 02:00,-2.4,570.5,768.6,0.2,67,Wind blowing from the south,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,4.2,,,2500 or more  or no clouds.,,,21.0,-7.7,No precipitation,12,,,,
02.03.2020 23:00,-1.0,570.3,769.2,,69,Wind blowing from the south-southeast,4,,,, ,,,,,,,,,,18.0,-6.0,,,,,,
02.03.2020 20:00,1.4,569.1,767.9,0.9,52,Wind blowing from the east-southeast,5,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,4.2,,,600-1000,,,19.0,-7.4,No precipitation,12,,,,
02.03.2020 17:00,3.5,568.2,765.4,,44,Wind blowing from the south-southeast,1,,6,90  or more  but not 100%, ,,,-4.2,4.2,,,600-1000,,,14.0,-7.6,No precipitation,6,,,,
02.03.2020 14:00,2.4,569.4,767.3,-1.5,59,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,2.4,,,600-1000,,,14.0,-4.8,2.0,12,,,,
02.03.2020 11:00,-0.9,570.9,770.5,,76,Wind blowing from the west-southwest,1,,,90  or more  but not 100%, ,,,,,,,600-1000,,,1.9,-4.6,,,,,,
02.03.2020 08:00,-4.1,570.3,770.6,0.8,96,Wind blowing from the west-northwest,2,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,2.1,,,1000-1500,,,2.4,-4.6,2.0,12,,,,
02.03.2020 05:00,-3.2,569.5,767.8,,94,Wind blowing from the north-northeast,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-6.0,2.1,,,,,,1.7,-4.0,2.0,6,,,,
02.03.2020 02:00,-3.0,569.5,767.9,-0.2,93,Wind blowing from the north-east,2,,6,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,2.1,,,2500 or more  or no clouds.,,,4.9,-4.0,0.5,12,,,,
01.03.2020 23:00,-2.3,569.7,768.7,,89,Wind blowing from the north-northeast,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-6.0,2.1,,,,,,1.5,-3.9,0.1,6,,,,
01.03.2020 20:00,-1.2,568.3,768.7,0.5,65,Wind blowing from the south-east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,3.3,,,600-1000,,,19.0,-7.1,No precipitation,12,,,,
01.03.2020 17:00,2.0,567.8,766.0,,44,Wind blowing from the south,2,,7,90  or more  but not 100%, ,,,-6.0,7.4,,,600-1000,,,19.0,-9.0,No precipitation,6,,,,
01.03.2020 14:00,1.4,569.0,766.9,-2.4,42,Wind blowing from the north-east,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,8.8,,,600-1000,,,22.0,-10.1,No precipitation,12,,,,
01.03.2020 11:00,-0.7,571.4,770.2,,49,Wind blowing from the east-southeast,3,,,50%., ,,,-6.0,8.8,,,600-1000,,,20.0,-10.1,No precipitation,6,,,,
01.03.2020 08:00,-6.0,571.6,771.3,0.4,62,Wind blowing from the west-northwest,2,,17,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.0,8.8,,,2500 or more  or no clouds.,,,18.0,-12.1,No precipitation,12,,,,
01.03.2020 05:00,-4.5,571.2,768.4,,55,Wind blowing from the south-southeast,3,,,, ,,,-4.5,8.8,,,,,,17.0,-12.2,No precipitation,6,,,,
01.03.2020 02:00,-2.3,571.5,768.1,0.5,42,Wind blowing from the south-east,3,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,8.8,,,2500 or more  or no clouds.,,,19.0,-13.5,No precipitation,12,,,,
29.02.2020 23:00,-0.2,571.0,768.3,,34,Wind blowing from the east,5,,,, ,,,,,,,,,,20.0,-14.2,,,,,,
29.02.2020 20:00,3.1,568.3,766.0,1.8,29,Wind blowing from the south-east,7,,17,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,8.8,,,600-1000,,,23.0,-13.2,No precipitation,12,,,,
29.02.2020 17:00,7.5,566.5,761.2,,20,Wind blowing from the south-east,6,,10,no clouds, ,,,-4.0,11.5,,,,,,25.0,-14.0,No precipitation,6,,,,
29.02.2020 14:00,6.8,567.7,762.4,-1.5,21,Wind blowing from the south-east,3,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,11.6,,,2500 or more  or no clouds.,,,21.0,-14.0,No precipitation,12,,,,
29.02.2020 11:00,2.8,569.2,764.7,,27,Wind blowing from the south-southeast,4,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,19.0,-14.4,,,,,,
29.02.2020 08:00,-3.8,568.0,763.6,1.4,56,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,11.6,,,2500 or more  or no clouds.,,,13.0,-11.5,No precipitation,12,,,,
29.02.2020 05:00,-2.3,566.6,759.8,,41,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,17.0,-13.8,,,,,,
29.02.2020 02:00,-0.6,566.4,760.0,-0.1,37,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,11.6,,,2500 or more  or no clouds.,,,12.0,-13.5,No precipitation,12,,,,
28.02.2020 23:00,2.7,566.5,761.7,,31,Wind blowing from the west,2,,,, ,,,,,,,,,,11.0,-12.7,,,,,,
28.02.2020 20:00,7.9,565.9,761.4,0.1,22,Wind blowing from the east-southeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,11.6,,,,,,30.0,-12.5,No precipitation,12,,,,
28.02.2020 17:00,11.2,565.8,759.7,,17,Wind blowing from the east,2,,7,no clouds, ,,,-5.5,11.6,,,,,,25.0,-13.0,No precipitation,6,,,,
28.02.2020 14:00,8.2,567.3,762.0,-2.2,28,Wind blowing from the east-northeast,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,8.4,,,,,,19.0,-9.2,No precipitation,12,,,,
28.02.2020 11:00,1.1,569.5,766.8,,61,Wind blowing from the east-northeast,2,,,no clouds, ,,,-5.5,6.1,,,,,,7.0,-5.6,No precipitation,6,,,,
28.02.2020 08:00,-5.3,569.6,768.7,0.5,86,Wind blowing from the west-northwest,2,,7,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,6.1,,,,,,5.0,-7.3,No precipitation,12,,,,
28.02.2020 05:00,-4.5,569.1,766.4,,88,Wind blowing from the west,2,,7,,Mist. ,,,-4.5,6.1,,,,,,4.5,-6.2,No precipitation,6,,,,
28.02.2020 02:00,-2.5,569.8,767.4,-0.7,88,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,6.1,,,2500 or more  or no clouds.,,,7.0,-4.2,No precipitation,12,,,,
27.02.2020 23:00,0.1,570.5,768.9,,82,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,11.0,-2.6,,,,,,
27.02.2020 20:00,2.1,570.0,768.0,0.7,56,Wind blowing from the north-east,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,7.9,,,1000-1500,,,16.0,-5.8,1.0,12,,,,
27.02.2020 17:00,5.5,569.3,764.0,,45,Wind blowing from the south-southeast,2,,7,50%., ,,,-2.3,14.0,,,600-1000,,,18.0,-5.5,0.4,6,,,,
27.02.2020 14:00,3.2,570.5,766.1,-1.4,68,Wind blowing from the east,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,,,,600-1000,,,13.0,-2.3,2.0,12,,,,
27.02.2020 11:00,-0.8,571.9,768.8,,90,Calm  no wind,0,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-2.3,14.0,,,2500 or more  or no clouds.,,,1.7,-2.2,1.0,6,,,,
27.02.2020 08:00,-2.1,571.2,767.2,1.4,93,Wind blowing from the south,2,,18,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,14.0,,,2500 or more  or no clouds.,,,3.4,-3.1,0.2,12,,,,
27.02.2020 05:00,1.8,569.8,761.6,,30,Wind blowing from the south,3,,18,, ,,,-4.0,14.0,,,,,,18.0,-13.9,No precipitation,6,,,,
27.02.2020 02:00,2.9,570.1,762.8,0.3,30,Wind blowing from the south-east,5,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,14.0,,,2500 or more  or no clouds.,,,17.0,-13.0,No precipitation,12,,,,
26.02.2020 23:00,5.0,569.8,764.5,,32,Wind blowing from the east,7,,,, ,,,,,,,,,,15.0,-10.3,,,,,,
26.02.2020 20:00,7.9,567.3,762.6,1.1,22,Wind blowing from the south-east,9,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,14.0,,,600-1000,,,13.0,-12.5,No precipitation,12,,,,
26.02.2020 17:00,13.5,566.2,758.2,,14,Wind blowing from the east-southeast,2,,7,20–30%., ,,,-4.0,14.0,,,600-1000,,,22.0,-13.5,No precipitation,6,,,,
26.02.2020 14:00,10.3,567.6,759.9,-1.6,17,Wind blowing from the east-northeast,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.0,13.4,,,2500 or more  or no clouds.,,,17.0,-13.7,No precipitation,12,,,,
26.02.2020 11:00,3.0,569.2,763.8,,25,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,12.0,-15.1,,,,,,
26.02.2020 08:00,-3.5,568.9,764.6,0.7,41,Wind blowing from the west,2,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,13.4,,,600-1000,,,10.0,-14.9,No precipitation,12,,,,
26.02.2020 05:00,-1.8,568.2,760.9,,37,Wind blowing from the west-northwest,1,,15,, ,,,-5.7,13.4,,,,,,11.0,-14.6,No precipitation,6,,,,
26.02.2020 02:00,1.6,568.8,761.8,0.3,24,Wind blowing from the south,3,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,13.4,,,2500 or more  or no clouds.,,,17.0,-16.8,No precipitation,12,,,,
25.02.2020 23:00,4.7,568.5,763.6,,20,Wind blowing from the east-southeast,5,,,, ,,,,,,,,,,15.0,-16.4,,,,,,
25.02.2020 20:00,8.2,566.9,762.7,,15,Wind blowing from the east-southeast,8,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,13.4,,,,,,16.0,-16.9,No precipitation,12,,,,
25.02.2020 14:00,9.8,567.5,761.3,-1.9,12,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,14.2,,,,,,21.0,-18.3,No precipitation,12,,,,
25.02.2020 11:00,1.2,569.4,765.4,,27,Wind blowing from the east-northeast,3,,,, ,,,,,,,,,,12.0,-15.7,,,,,,
25.02.2020 08:00,-5.6,569.3,766.8,0.8,44,Wind blowing from the west,3,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,,,,,,,13.0,-15.9,No precipitation,12,,,,
25.02.2020 05:00,-3.9,568.5,762.1,,39,Wind blowing from the west,3,,14,, ,,,-4.3,14.2,,,,,,11.0,-15.8,No precipitation,6,,,,
25.02.2020 02:00,-1.7,568.7,762.7,,40,Wind blowing from the west-northwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,14.2,,,2500 or more  or no clouds.,,,10.0,-13.8,No precipitation,12,,,,
24.02.2020 20:00,6.1,567.1,763.3,1.4,23,Wind blowing from the south-east,7,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,14.2,,,,,,14.0,-13.5,No precipitation,12,,,,
24.02.2020 17:00,13.3,565.7,757.9,,5,Wind blowing from the west,7,,12,10%  or less  but not 0, ,,,-4.3,14.2,,,600-1000,,,30.0,-25.6,No precipitation,6,,,,
24.02.2020 14:00,10.4,567.0,759.3,-1.7,18,Wind blowing from the south-east,4,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,10.6,,,600-1000,,,25.0,-12.9,No precipitation,12,,,,
24.02.2020 11:00,2.9,568.7,763.2,,30,Wind blowing from the east,2,,,70 – 80%., ,,,,,,,600-1000,,,10.0,-13.0,,,,,,
24.02.2020 08:00,-4.1,567.9,764.0,1.1,50,Wind blowing from the north-east,1,,5,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,10.0,,,2500 or more  or no clouds.,,,18.0,-13.2,No precipitation,12,,,,
24.02.2020 05:00,-2.6,566.8,760.9,,43,Wind blowing from the north,0,,5,, ,,,-6.4,10.0,,,,,,17.0,-13.5,No precipitation,6,,,,
24.02.2020 02:00,1.0,566.9,760.0,0.2,34,Wind blowing from the north-west,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,10.0,,,2500 or more  or no clouds.,,,16.0,-13.1,No precipitation,12,,,,
