Local time in Dunhuang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.03.2020 20:00,10.0,664.6,763.9,0.6,23,Wind blowing from the west,1,,10,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,12.9,,,2500 or more  or no clouds.,,,18.0,-10.1,No precipitation,12,,,,
05.03.2020 17:00,12.6,664.0,762.9,,15,Wind blowing from the west,4,,10,20–30%., ,,,-3.6,13.4,,,2500 or more  or no clouds.,,,18.0,-13.3,No precipitation,6,,,,
05.03.2020 14:00,10.7,664.4,763.3,-0.7,16,Wind blowing from the west,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,13.4,,,2500 or more  or no clouds.,,,17.0,-14.1,No precipitation,12,,,,
05.03.2020 11:00,4.9,665.1,763.7,,24,Wind blowing from the west,3,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,15.0,-13.9,,,,,,
05.03.2020 08:00,-2.3,663.3,762.4,0.5,40,Wind blowing from the west,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,13.4,,,2500 or more  or no clouds.,,,14.0,-14.3,No precipitation,12,,,,
05.03.2020 05:00,-3.4,662.8,761.5,,46,Wind blowing from the east-southeast,1,,7,, ,,,-4.8,13.4,,,,,,10.0,-13.6,No precipitation,6,,,,
05.03.2020 02:00,-1.1,663.6,762.3,-0.7,43,Wind blowing from the south-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,13.4,,,2500 or more  or no clouds.,,,8.0,-12.3,No precipitation,12,,,,
04.03.2020 23:00,7.0,664.3,762.3,,22,Wind blowing from the west-southwest,2,,9,, ,,,,13.4,,,,,,16.0,-13.2,No precipitation,6,,,,
04.03.2020 20:00,9.8,664.3,763.9,0.5,18,Wind blowing from the west,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,13.4,,,2500 or more  or no clouds.,,,17.0,-13.4,No precipitation,12,,,,
04.03.2020 17:00,13.2,663.8,762.2,,13,Wind blowing from the west,3,,9,10%  or less  but not 0, ,,,-4.8,14.3,,,2500 or more  or no clouds.,,,22.0,-14.6,No precipitation,6,,,,
04.03.2020 14:00,11.2,665.2,764.1,-1.2,15,Wind blowing from the west-northwest,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,14.3,,,2500 or more  or no clouds.,,,24.0,-14.4,No precipitation,12,,,,
04.03.2020 11:00,7.3,666.4,765.9,,20,Wind blowing from the west-southwest,4,,,no clouds, ,,,,,,,,,,15.0,-14.1,,,,,,
04.03.2020 08:00,-4.1,665.9,766.1,1.0,47,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,14.3,,,,,,15.0,-13.9,No precipitation,12,,,,
04.03.2020 05:00,-1.2,664.9,763.3,,32,Wind blowing from the west,1,,4,, ,,,-4.7,14.3,,,,,,16.0,-16.1,No precipitation,6,,,,
04.03.2020 02:00,-0.4,665.4,764.2,-1.2,41,Wind blowing from the east-southeast,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,14.3,,,2500 or more  or no clouds.,,,13.0,-12.3,No precipitation,12,,,,
03.03.2020 23:00,0.5,666.6,766.7,,33,Wind blowing from the south-east,1,,5,,Haze. ,,,-4.7,14.3,,,,,,5.0,-14.2,No precipitation,6,,,,
03.03.2020 20:00,8.1,666.8,767.2,-0.4,20,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,14.3,,,,,,18.0,-13.5,No precipitation,12,,,,
03.03.2020 17:00,14.1,667.2,766.5,,11,Wind blowing from the north-east,1,,5,no clouds, ,,,-4.7,14.2,,,,,,23.0,-15.9,No precipitation,6,,,,
03.03.2020 14:00,11.1,668.8,768.4,-1.2,17,Wind blowing from the north-northwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,12.7,,,,,,22.0,-13.0,No precipitation,12,,,,
03.03.2020 11:00,4.5,670.0,769.5,,26,Wind blowing from the north-northeast,2,,,no clouds, ,,,,,,,,,,10.0,-13.3,,,,,,
03.03.2020 08:00,-4.4,669.6,770.2,0.5,36,Wind blowing from the north-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,12.7,,,,,,19.0,-17.2,No precipitation,12,,,,
03.03.2020 05:00,-4.3,669.1,769.0,,45,Wind blowing from the south-east,1,,6,, ,,,-5.4,12.7,,,,,,12.0,-14.7,No precipitation,6,,,,
03.03.2020 02:00,-1.9,669.7,769.6,-0.6,43,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,12.7,,,2500 or more  or no clouds.,,,12.0,-13.0,No precipitation,12,,,,
02.03.2020 23:00,6.4,670.3,769.6,,18,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,23.0,-16.2,,,,,,
02.03.2020 20:00,9.3,669.8,770.3,0.8,13,Wind blowing from the west-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,12.7,,,,,,29.0,-17.7,No precipitation,12,,,,
02.03.2020 17:00,12.7,669.0,768.9,,13,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-5.4,12.7,,,,,,27.0,-15.0,No precipitation,6,,,,
02.03.2020 14:00,10.6,669.9,769.8,-1.1,18,Wind blowing from the north,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,12.2,,,,,,24.0,-12.7,No precipitation,12,,,,
02.03.2020 11:00,5.8,671.0,770.5,,25,Wind blowing from the east,1,,,no clouds, ,,,,,,,,,,15.0,-12.7,,,,,,
02.03.2020 08:00,-3.6,670.6,771.3,0.5,50,Wind blowing from the north-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,12.2,,,,,,17.0,-12.7,No precipitation,12,,,,
02.03.2020 05:00,-4.7,670.1,770.4,,55,Wind blowing from the south-east,1,,6,, ,,,-4.8,12.2,,,,,,13.0,-12.5,No precipitation,6,,,,
02.03.2020 02:00,-1.9,670.5,771.1,0.5,45,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,12.2,,,2500 or more  or no clouds.,,,17.0,-12.5,No precipitation,12,,,,
01.03.2020 23:00,6.3,670.0,770.3,,25,Wind blowing from the west,2,,,, ,,,,,,,,,,21.0,-12.2,,,,,,
01.03.2020 20:00,8.9,669.4,770.0,0.6,22,Wind blowing from the south-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,12.2,,,,,,23.0,-11.6,No precipitation,12,,,,
01.03.2020 17:00,11.8,668.8,768.6,,19,Wind blowing from the west-northwest,3,,6,40%., ,,,-4.8,12.1,,,2500 or more  or no clouds.,,,22.0,-11.0,No precipitation,6,,,,
01.03.2020 14:00,7.5,669.6,770.0,-0.5,28,Wind blowing from the north-northeast,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,12.0,,,2500 or more  or no clouds.,,,22.0,-9.8,No precipitation,12,,,,
01.03.2020 11:00,0.8,670.1,771.1,,39,Wind blowing from the east-northeast,1,,,60%., ,,,,,,,2500 or more  or no clouds.,,,18.0,-11.8,,,,,,
01.03.2020 08:00,-4.5,669.5,770.5,0.1,51,Wind blowing from the north-northwest,1,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,12.0,,,2500 or more  or no clouds.,,,19.0,-13.3,No precipitation,12,,,,
01.03.2020 05:00,-3.1,669.4,769.3,,46,Wind blowing from the north,1,,5,, ,,,-3.1,12.0,,,,,,24.0,-13.3,No precipitation,6,,,,
01.03.2020 02:00,-1.8,670.1,770.5,-0.1,42,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,12.0,,,2500 or more  or no clouds.,,,21.0,-13.2,No precipitation,12,,,,
29.02.2020 23:00,2.7,670.2,771.1,,39,Wind blowing from the east,2,,,, ,,,,,,,,,,17.0,-10.1,,,,,,
29.02.2020 20:00,7.3,670.1,770.5,0.1,34,Wind blowing from the north-northeast,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,12.0,,,2500 or more  or no clouds.,,,16.0,-7.8,No precipitation,12,,,,
29.02.2020 17:00,11.4,670.0,769.2,,25,Wind blowing from the north-northeast,2,,6,10%  or less  but not 0, ,,,-1.4,12.0,,,2500 or more  or no clouds.,,,16.0,-7.9,No precipitation,6,,,,
29.02.2020 14:00,8.0,670.9,770.5,0.0,25,Wind blowing from the north-east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.4,12.9,,,2500 or more  or no clouds.,,,16.0,-10.8,No precipitation,12,,,,
29.02.2020 11:00,0.8,670.9,771.4,,46,Wind blowing from the north,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,11.0,-9.7,,,,,,
29.02.2020 08:00,-1.1,669.0,768.7,0.9,56,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.7,12.9,,,2500 or more  or no clouds.,,,17.0,-8.9,No precipitation,12,,,,
29.02.2020 05:00,1.4,668.1,766.9,,47,Wind blowing from the west,3,,,, ,,,,,,,,,,15.0,-8.9,,,,,,
29.02.2020 02:00,3.0,667.9,766.5,-0.1,42,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,12.9,,,2500 or more  or no clouds.,,,9.0,-8.9,No precipitation,12,,,,
28.02.2020 23:00,6.1,668.0,767.0,,35,Wind blowing from the west-southwest,2,,,, ,,,,,,,,,,7.0,-8.5,,,,,,
28.02.2020 20:00,10.0,667.0,766.4,0.7,19,Wind blowing from the west-southwest,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,12.9,,,2500 or more  or no clouds.,,,18.0,-12.5,No precipitation,12,,,,
28.02.2020 17:00,11.8,666.3,765.5,,19,Wind blowing from the west,2,,10,100%., ,,,-3.9,16.9,,,2500 or more  or no clouds.,,,17.0,-11.0,No precipitation,6,,,,
28.02.2020 14:00,11.1,666.4,765.1,0.3,17,Wind blowing from the west-northwest,4,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,16.9,,,2500 or more  or no clouds.,,,18.0,-13.0,No precipitation,12,,,,
28.02.2020 11:00,5.8,666.1,764.8,,23,Wind blowing from the west,5,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,18.0,-13.7,,,,,,
28.02.2020 08:00,-0.8,663.1,761.9,2.2,34,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,16.9,,,2500 or more  or no clouds.,,,18.0,-15.0,No precipitation,12,,,,
28.02.2020 05:00,-2.3,660.9,758.5,,42,Wind blowing from the north-northwest,1,,5,, ,,,-3.7,16.9,,,,,,10.0,-13.7,No precipitation,6,,,,
28.02.2020 02:00,1.4,661.6,759.2,-0.9,31,Wind blowing from the south-southeast,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,16.9,,,2500 or more  or no clouds.,,,13.0,-14.2,No precipitation,12,,,,
27.02.2020 23:00,5.8,662.5,760.6,,23,Wind blowing from the south-east,2,,5,, ,,,-3.7,16.9,,,,,,12.0,-13.7,No precipitation,6,,,,
27.02.2020 20:00,10.0,663.9,763.3,-0.8,18,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,16.9,,,,,,15.0,-13.2,No precipitation,12,,,,
27.02.2020 17:00,16.5,664.7,762.8,,11,Wind blowing from the west-northwest,2,,5,no clouds, ,,,-3.7,16.5,,,,,,24.0,-14.0,No precipitation,6,,,,
27.02.2020 14:00,13.4,666.8,764.4,-1.7,17,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,13.6,,,,,,16.0,-11.1,No precipitation,12,,,,
27.02.2020 11:00,6.3,668.5,767.2,,29,Wind blowing from the north-northeast,1,,4,no clouds, ,,,-3.7,13.3,,,,,,9.0,-10.4,No precipitation,6,,,,
27.02.2020 08:00,-3.5,668.8,768.9,0.0,55,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,13.3,,,,,,13.0,-11.4,No precipitation,12,,,,
27.02.2020 05:00,-2.4,668.8,768.2,,52,Wind blowing from the south-southeast,1,,7,, ,,,-4.2,13.3,,,,,,13.0,-11.1,No precipitation,6,,,,
27.02.2020 02:00,5.5,669.7,768.1,-0.6,31,Wind blowing from the west-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,13.3,,,2500 or more  or no clouds.,,,19.0,-10.6,No precipitation,12,,,,
26.02.2020 23:00,8.0,670.3,769.2,,25,Wind blowing from the west-southwest,3,,,, ,,,,,,,,,,19.0,-10.8,,,,,,
26.02.2020 20:00,10.3,669.7,770.0,0.7,22,Wind blowing from the west-southwest,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,13.3,,,2500 or more  or no clouds.,,,17.0,-10.4,No precipitation,12,,,,
26.02.2020 17:00,12.8,669.0,767.7,,19,Wind blowing from the west,4,,8,70 – 80%., ,,,-4.2,14.7,,,2500 or more  or no clouds.,,,18.0,-10.2,No precipitation,6,,,,
26.02.2020 14:00,10.6,669.6,768.5,-0.1,22,Wind blowing from the west,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,14.9,,,2500 or more  or no clouds.,,,14.0,-10.2,No precipitation,12,,,,
26.02.2020 11:00,6.4,669.7,769.0,,29,Wind blowing from the south-east,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,7.0,-10.3,,,,,,
26.02.2020 08:00,-3.5,668.2,768.4,1.1,48,Wind blowing from the west,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,14.9,,,2500 or more  or no clouds.,,,12.0,-13.1,No precipitation,12,,,,
26.02.2020 05:00,1.7,667.1,765.1,,34,Wind blowing from the west,1,,,, ,,,,,,,,,,12.0,-12.8,,,,,,
26.02.2020 02:00,3.2,666.7,765.1,1.2,31,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,14.9,,,2500 or more  or no clouds.,,,8.0,-12.6,No precipitation,12,,,,
25.02.2020 23:00,5.7,665.5,764.4,,24,Wind blowing from the north-east,1,,,, ,,,,,,,,,,10.0,-13.2,,,,,,
25.02.2020 20:00,9.4,664.4,763.9,,18,Wind blowing from the north,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,14.9,,,2500 or more  or no clouds.,,,13.0,-13.7,No precipitation,12,,,,
