Local time in Dongfang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 20:00,26.0,758.8,759.5,,79,Wind blowing from the south-southwest,4,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,28.1,,,600-1000,,,28.0,22.1,No precipitation,12,,,,
03.03.2020 17:00,26.3,758.3,759.1,,71,Wind blowing from the west-southwest,3,,6,90  or more  but not 100%, ,,,21.9,28.1,,,600-1000,,,30.0,20.6,No precipitation,6,,,,
03.03.2020 14:00,26.7,759.7,760.4,-2.4,73,Wind blowing from the north-west,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,28.7,,,600-1000,,,30.0,21.5,No precipitation,12,,,,
03.03.2020 11:00,26.3,762.1,762.8,,73,Wind blowing from the west-southwest,3,,5,90  or more  but not 100%, ,,,21.9,28.7,,,600-1000,,,30.0,21.1,No precipitation,6,,,,
03.03.2020 08:00,22.2,760.8,761.5,1.3,84,Wind blowing from the south-east,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.9,28.7,,,600-1000,,,22.0,19.4,No precipitation,12,,,,
03.03.2020 05:00,22.8,759.5,760.3,,86,Wind blowing from the east,1,,6,, ,,,22.0,28.7,,,,,,23.0,20.3,No precipitation,6,,,,
03.03.2020 02:00,23.6,759.9,760.6,-0.5,84,Wind blowing from the north-east,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,28.7,,,2500 or more  or no clouds.,,,22.0,20.7,No precipitation,12,,,,
02.03.2020 23:00,24.2,760.4,761.2,,84,Wind blowing from the east,2,,7,, ,,,22.0,28.7,,,,,,29.0,21.3,No precipitation,6,,,,
02.03.2020 20:00,25.9,759.2,760.0,0.6,71,Wind blowing from the south,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,28.7,,,600-1000,,,30.0,20.2,No precipitation,12,,,,
02.03.2020 17:00,26.7,758.6,759.4,,73,Wind blowing from the south-west,3,,7,90  or more  but not 100%, ,,,22.0,28.7,,,600-1000,,,30.0,21.5,No precipitation,6,,,,
02.03.2020 14:00,27.7,759.2,760.0,,70,Wind blowing from the west-southwest,5,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,28.5,,,600-1000,,,30.0,21.7,No precipitation,12,,,,
02.03.2020 11:00,26.9,760.9,761.7,,72,Wind blowing from the south-southwest,3,,5,90  or more  but not 100%, ,,,22.0,28.5,,,600-1000,,,29.0,21.4,No precipitation,6,,,,
02.03.2020 08:00,23.2,760.4,761.2,1.4,87,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,28.5,,,600-1000,,,8.0,20.9,No precipitation,12,,,,
02.03.2020 05:00,22.4,759.0,759.7,,86,Wind blowing from the south-east,2,,5,, ,,,22.2,28.5,,,,,,23.0,19.9,No precipitation,6,,,,
02.03.2020 02:00,23.9,759.2,760.0,-0.6,79,Wind blowing from the south-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,28.5,,,2500 or more  or no clouds.,,,30.0,20.0,No precipitation,12,,,,
01.03.2020 23:00,25.6,759.8,760.6,,69,Wind blowing from the north-northeast,2,,5,, ,,,22.0,28.5,,,,,,30.0,19.5,No precipitation,6,,,,
01.03.2020 20:00,25.2,758.8,759.6,0.6,76,Wind blowing from the north,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,28.5,,,600-1000,,,30.0,20.7,No precipitation,12,,,,
01.03.2020 17:00,26.1,758.2,758.9,,71,Wind blowing from the west-southwest,2,,5,90  or more  but not 100%, ,,,22.0,28.5,,,600-1000,,,30.0,20.4,No precipitation,6,,,,
01.03.2020 14:00,28.0,759.2,760.0,-1.8,64,Wind blowing from the west-northwest,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,28.1,,,600-1000,,,29.0,20.6,No precipitation,12,,,,
01.03.2020 11:00,25.4,761.0,761.8,,77,Wind blowing from the west-southwest,3,,5,90  or more  but not 100%, ,,,22.0,27.9,,,600-1000,,,20.0,21.1,No precipitation,6,,,,
01.03.2020 08:00,22.7,759.9,760.6,1.4,89,Wind blowing from the east-northeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.0,27.9,,,600-1000,,,18.0,20.8,No precipitation,12,,,,
01.03.2020 05:00,22.2,758.5,759.3,,92,Wind blowing from the east,1,,,, ,,,22.0,27.9,,,,,,14.0,20.8,No precipitation,6,,,,
01.03.2020 02:00,23.3,759.1,759.9,-0.6,84,Wind blowing from the east,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,27.9,,,2500 or more  or no clouds.,,,20.0,20.4,No precipitation,12,,,,
29.02.2020 23:00,24.5,759.7,760.4,,83,Wind blowing from the east,1,,7,, ,,,23.0,27.9,,,,,,25.0,21.4,No precipitation,6,,,,
29.02.2020 20:00,24.6,758.8,759.6,0.9,83,Wind blowing from the north-northwest,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,27.9,,,600-1000,,,26.0,21.5,No precipitation,12,,,,
29.02.2020 17:00,25.8,757.9,758.7,,76,Wind blowing from the west-northwest,4,,7,90  or more  but not 100%, ,,,23.0,27.9,,,600-1000,,,30.0,21.2,No precipitation,6,,,,
29.02.2020 14:00,26.9,759.1,759.9,-1.5,73,Wind blowing from the west,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,23.0,27.7,,,600-1000,,,24.0,21.7,No precipitation,12,,,,
29.02.2020 11:00,26.2,760.6,761.3,,77,Wind blowing from the west-southwest,3,,4,90  or more  but not 100%, ,,,23.0,27.1,,,600-1000,,,19.0,21.8,No precipitation,6,,,,
29.02.2020 08:00,23.2,759.9,760.6,0.8,86,Wind blowing from the east,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,27.1,,,600-1000,,,22.0,20.7,No precipitation,12,,,,
29.02.2020 05:00,23.0,759.1,759.8,,88,Wind blowing from the south-southeast,1,,,, ,,,21.4,27.1,,,,,,20.0,20.9,No precipitation,6,,,,
29.02.2020 02:00,23.9,759.7,760.4,-0.7,84,Wind blowing from the south-southwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,27.1,,,2500 or more  or no clouds.,,,24.0,21.0,No precipitation,12,,,,
28.02.2020 23:00,24.1,760.4,761.2,,86,Wind blowing from the south,1,,10,, ,,,21.4,27.1,,,,,,22.0,21.6,No precipitation,6,,,,
28.02.2020 20:00,24.9,759.7,760.5,,75,Wind blowing from the north-northwest,1,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,27.1,,,600-1000,,,30.0,20.2,No precipitation,12,,,,
28.02.2020 17:00,25.1,759.5,760.3,,76,Wind blowing from the north,5,,10,90  or more  but not 100%, ,,,21.4,27.1,,,600-1000,,,26.0,20.6,No precipitation,6,,,,
28.02.2020 14:00,26.8,760.4,761.2,-1.7,64,Wind blowing from the north,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,28.1,,,600-1000,,,30.0,19.4,No precipitation,12,,,,
28.02.2020 11:00,26.2,762.1,762.9,,71,Wind blowing from the north-northwest,3,,5,90  or more  but not 100%, ,,,21.4,28.1,,,600-1000,,,28.0,20.5,No precipitation,6,,,,
28.02.2020 08:00,22.6,761.4,762.1,1.1,82,Wind blowing from the east-northeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.4,,,,2500 or more  or no clouds.,,,30.0,19.4,No precipitation,12,,,,
28.02.2020 05:00,23.2,760.3,761.1,,86,Wind blowing from the north-northeast,1,,4,, ,,,22.7,,,,,,,24.0,20.7,No precipitation,6,,,,
28.02.2020 02:00,23.4,761.4,762.1,-1.0,88,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,28.1,,,2500 or more  or no clouds.,,,19.0,21.3,No precipitation,12,,,,
27.02.2020 23:00,23.6,762.4,763.2,,85,Wind blowing from the west,1,,6,, ,,,22.6,28.1,,,,,,27.0,20.9,No precipitation,6,,,,
27.02.2020 20:00,23.9,761.6,762.4,0.8,83,Wind blowing from the north-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,28.1,,,600-1000,,,26.0,20.8,No precipitation,12,,,,
27.02.2020 17:00,24.6,760.8,761.5,,82,Wind blowing from the north-northwest,2,,6,90  or more  but not 100%, ,,,22.6,28.1,,,600-1000,,,21.0,21.3,No precipitation,6,,,,
27.02.2020 14:00,27.3,761.8,762.5,-1.5,73,Wind blowing from the west,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,22.6,27.6,,,600-1000,,,17.0,22.0,No precipitation,12,,,,
27.02.2020 11:00,25.7,763.3,764.0,,76,Wind blowing from the west,3,,4,90  or more  but not 100%, ,,,22.6,26.5,,,600-1000,,,17.0,21.2,No precipitation,6,,,,
27.02.2020 08:00,22.9,762.4,763.1,1.5,87,Wind blowing from the east-northeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,21.1,26.4,,,2500 or more  or no clouds.,,,14.0,20.6,No precipitation,12,,,,
27.02.2020 05:00,22.8,760.9,761.7,,87,Wind blowing from the north-east,1,,7,, ,,,20.3,26.4,,,,,,17.0,20.5,No precipitation,6,,,,
27.02.2020 02:00,22.8,761.5,762.3,-0.9,86,Wind blowing from the north-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,26.4,,,2500 or more  or no clouds.,,,19.0,20.3,No precipitation,12,,,,
26.02.2020 23:00,23.9,762.4,763.2,,81,Wind blowing from the north-northeast,2,,8,, ,,,,26.4,,,,,,25.0,20.4,No precipitation,6,,,,
26.02.2020 20:00,24.3,761.8,762.5,0.9,80,Wind blowing from the north-northeast,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,26.4,,,600-1000,,,26.0,20.6,No precipitation,12,,,,
26.02.2020 17:00,25.0,760.9,761.7,,78,Wind blowing from the north,4,,8,70 – 80%., ,,,20.3,26.4,,,600-1000,,,24.0,20.9,No precipitation,6,,,,
26.02.2020 14:00,25.5,762.0,762.7,-1.7,75,Wind blowing from the north-northwest,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,20.3,26.1,,,600-1000,,,22.0,20.7,No precipitation,12,,,,
26.02.2020 11:00,24.9,763.7,764.5,,73,Wind blowing from the north,3,,5,50%., ,,,20.3,26.0,,,600-1000,,,23.0,19.7,No precipitation,6,,,,
26.02.2020 08:00,21.0,763.0,763.8,1.5,80,Wind blowing from the north-east,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,26.0,,,600-1000,,,15.0,17.4,No precipitation,12,,,,
26.02.2020 05:00,20.4,761.5,762.2,,88,Wind blowing from the east-northeast,0,,6,, ,,,18.4,26.0,,,,,,17.0,18.3,No precipitation,6,,,,
26.02.2020 02:00,21.2,761.6,762.4,-0.7,77,Wind blowing from the north-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,26.0,,,2500 or more  or no clouds.,,,24.0,17.0,No precipitation,12,,,,
25.02.2020 23:00,22.4,762.3,763.0,,79,Wind blowing from the east,2,,6,, ,,,18.4,26.0,,,,,,23.0,18.6,No precipitation,6,,,,
25.02.2020 20:00,23.4,761.3,762.1,0.9,79,Wind blowing from the north,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,26.0,,,600-1000,,,20.0,19.6,No precipitation,12,,,,
25.02.2020 17:00,25.1,760.4,761.2,,72,Wind blowing from the north-northwest,3,,6,20–30%., ,,,18.4,26.0,,,600-1000,,,21.0,19.7,No precipitation,6,,,,
25.02.2020 14:00,25.0,761.5,762.2,,70,Wind blowing from the north-west,4,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,25.8,,,600-1000,,,26.0,19.1,No precipitation,12,,,,
25.02.2020 11:00,24.5,763.5,764.2,,64,Wind blowing from the north-west,2,,3,20–30%., ,,,18.4,26.5,,,600-1000,,,21.0,17.2,No precipitation,6,,,,
25.02.2020 08:00,19.7,762.4,763.2,1.1,85,Wind blowing from the east-southeast,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,26.5,,,,,,15.0,17.1,No precipitation,12,,,,
25.02.2020 05:00,18.9,761.3,762.1,,88,Wind blowing from the east-southeast,1,,5,,Mist. ,,,18.6,26.5,,,,,,6.0,16.9,No precipitation,6,,,,
25.02.2020 02:00,20.0,761.9,762.7,-0.9,83,Wind blowing from the south-east,1,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,26.5,,,2500 or more  or no clouds.,,,5.0,17.0,No precipitation,12,,,,
24.02.2020 23:00,22.1,762.8,763.6,,74,Wind blowing from the north-west,1,,9,, ,,,18.6,26.5,,,,,,29.0,17.3,No precipitation,6,,,,
24.02.2020 20:00,22.9,761.9,762.7,,74,Wind blowing from the north-northeast,2,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,26.5,,,600-1000,,,26.0,18.0,No precipitation,12,,,,
24.02.2020 17:00,25.1,761.7,762.4,,71,Wind blowing from the north-northwest,3,,9,20–30%., ,,,18.6,26.5,,,600-1000,,,23.0,19.5,No precipitation,6,,,,
24.02.2020 14:00,24.9,762.6,763.3,-2.2,67,Wind blowing from the north-west,5,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,26.5,,,600-1000,,,21.0,18.4,No precipitation,12,,,,
24.02.2020 11:00,24.6,764.8,765.5,,69,Wind blowing from the west-southwest,3,,4,no clouds, ,,,18.6,26.1,,,,,,18.0,18.5,No precipitation,6,,,,
24.02.2020 08:00,19.8,764.2,765.0,0.8,80,Wind blowing from the east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.6,25.7,,,,,,16.0,16.3,No precipitation,12,,,,
24.02.2020 05:00,19.3,763.4,764.2,,82,Wind blowing from the east-southeast,1,,,, ,,,18.8,25.7,,,,,,22.0,16.2,No precipitation,6,,,,
24.02.2020 02:00,20.7,764.5,765.2,-0.6,81,Wind blowing from the south-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,25.7,,,2500 or more  or no clouds.,,,16.0,17.3,No precipitation,12,,,,
