Local time in Shenzhen,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.03.2020 02:00,19.6,757.7,763.3,,77,Wind blowing from the north-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,23.1,,,2500 or more  or no clouds.,,,30.0,15.4,No precipitation,12,,,,
03.03.2020 23:00,19.4,758.6,764.3,,76,Wind blowing from the east-southeast,1,,9,, ,,,18.0,23.1,,,,,,30.0,15.0,No precipitation,6,,,,
03.03.2020 20:00,20.2,757.6,763.3,,73,Wind blowing from the east,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,23.1,,,600-1000,,,30.0,15.2,No precipitation,12,,,,
03.03.2020 17:00,20.9,756.6,762.3,,72,Wind blowing from the south-east,2,,9,90  or more  but not 100%, ,,,18.0,23.1,,,,,,30.0,15.6,No precipitation,6,,,,
03.03.2020 14:00,22.5,757.0,762.7,-2.4,66,Wind blowing from the east-northeast,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.0,23.1,,,2500 or more  or no clouds.,,,30.0,15.8,No precipitation,12,,,,
03.03.2020 11:00,21.2,759.4,765.1,,74,Wind blowing from the east-southeast,2,,7,, ,,,18.0,21.2,,,,,,30.0,16.3,No precipitation,6,,,,
03.03.2020 08:00,18.5,758.9,764.6,,81,Wind blowing from the east-southeast,2,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,22.0,15.1,No precipitation,12,,,,
03.03.2020 05:00,18.2,757.6,763.3,,83,Wind blowing from the east-northeast,1,,9,, ,,,18.2,21.1,,,,,,24.0,15.2,No precipitation,6,,,,
03.03.2020 02:00,18.6,758.5,764.2,-0.6,79,Wind blowing from the east,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.4,21.5,,,2500 or more  or no clouds.,,,23.0,14.8,No precipitation,12,,,,
02.03.2020 23:00,18.6,759.1,764.8,,77,Wind blowing from the east-northeast,2,,9,, ,,,18.5,22.3,,,,,,30.0,14.4,No precipitation,6,,,,
02.03.2020 20:00,18.7,758.5,764.2,1.5,79,Wind blowing from the east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.7,23.4,,,2500 or more  or no clouds.,,,28.0,14.9,No precipitation,12,,,,
02.03.2020 17:00,20.1,757.0,762.6,,74,Wind blowing from the east,3,,8,90  or more  but not 100%, ,,,19.7,,,,,,,30.0,15.3,No precipitation,6,,,,
02.03.2020 14:00,20.0,757.3,762.9,,80,Wind blowing from the east,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,,,,600-1000,,,27.0,16.4,No precipitation,12,,,,
02.03.2020 11:00,20.5,758.8,764.5,,79,Wind blowing from the east,2,,7,100%., ,,,19.7,,,,600-1000,,,30.0,16.7,No precipitation,6,,,,
02.03.2020 08:00,20.3,757.9,763.6,1.9,82,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.7,27.6,,,600-1000,,,30.0,17.1,No precipitation,12,,,,
02.03.2020 05:00,20.2,756.0,761.6,,77,Wind blowing from the north-northeast,2,,5,, ,,,19.6,27.6,,,,,,30.0,16.0,No precipitation,6,,,,
02.03.2020 02:00,21.5,756.2,761.8,0.1,75,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,27.6,,,2500 or more  or no clouds.,,,30.0,16.8,No precipitation,12,,,,
01.03.2020 23:00,22.3,756.1,761.7,,70,Wind blowing from the east-southeast,1,,7,, ,,,19.6,27.6,,,,,,30.0,16.5,No precipitation,6,,,,
01.03.2020 20:00,23.1,755.1,760.7,1.1,80,Wind blowing from the east-northeast,0,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,27.6,,,2500 or more  or no clouds.,,,26.0,19.4,No precipitation,12,,,,
01.03.2020 17:00,26.2,754.0,759.6,,65,Wind blowing from the south-southwest,2,,7,90  or more  but not 100%, ,,,19.6,27.6,,,,,,30.0,19.1,No precipitation,6,,,,
01.03.2020 14:00,26.1,754.8,760.3,-1.7,68,Wind blowing from the south,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,27.2,,,2500 or more  or no clouds.,,,30.0,19.7,No precipitation,12,,,,
01.03.2020 11:00,23.0,756.5,762.1,,81,Wind blowing from the south,2,,5,100%., ,,,19.6,27.3,,,600-1000,,,25.0,19.5,No precipitation,6,,,,
01.03.2020 08:00,20.3,756.1,761.7,,93,Wind blowing from the south-west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,,,,2500 or more  or no clouds.,,,19.0,19.1,No precipitation,12,,,,
01.03.2020 05:00,19.8,754.6,760.2,,93,Calm  no wind,0,,,, ,,,19.1,27.3,,,,,,28.0,18.6,No precipitation,6,,,,
01.03.2020 02:00,20.5,754.9,760.4,-0.3,88,Wind blowing from the south-southwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,27.3,,,2500 or more  or no clouds.,,,30.0,18.4,No precipitation,12,,,,
29.02.2020 23:00,21.4,755.2,760.8,,84,Wind blowing from the south-east,1,,6,, ,,,19.1,27.3,,,,,,30.0,18.5,No precipitation,6,,,,
29.02.2020 20:00,22.4,754.8,760.4,0.7,80,Wind blowing from the south,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,27.3,,,600-1000,,,30.0,18.7,No precipitation,12,,,,
29.02.2020 17:00,24.9,754.1,759.7,,69,Wind blowing from the south-southwest,3,,6,70 – 80%., ,,,19.1,27.3,,,600-1000,,,30.0,18.8,No precipitation,6,,,,
29.02.2020 14:00,26.2,754.7,760.3,,62,Wind blowing from the south-southwest,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.1,27.3,,,600-1000,,,30.0,18.3,No precipitation,12,,,,
29.02.2020 11:00,25.0,756.5,762.1,,68,Wind blowing from the south-east,2,,4,70 – 80%., ,,,19.1,26.4,,,600-1000,,,30.0,18.6,No precipitation,6,,,,
29.02.2020 08:00,19.9,756.7,762.4,0.7,86,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,,,,2500 or more  or no clouds.,,,30.0,17.4,No precipitation,12,,,,
29.02.2020 05:00,19.6,756.0,761.6,,85,Wind blowing from the west-northwest,1,,5,, ,,,17.1,26.4,,,,,,30.0,17.0,No precipitation,6,,,,
29.02.2020 02:00,19.6,756.4,762.1,-0.7,85,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,26.4,,,2500 or more  or no clouds.,,,30.0,17.0,No precipitation,12,,,,
28.02.2020 23:00,20.6,757.1,762.7,,80,Wind blowing from the north-east,1,,5,, ,,,17.1,26.4,,,,,,30.0,17.0,No precipitation,6,,,,
28.02.2020 20:00,20.7,757.1,762.8,,82,Wind blowing from the south,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,26.4,,,1000-1500,,,22.0,17.5,No precipitation,12,,,,
28.02.2020 17:00,23.9,756.7,762.3,,67,Wind blowing from the south-west,3,,7,70 – 80%., ,,,17.1,26.4,,,1000-1500,,,30.0,17.4,No precipitation,6,,,,
28.02.2020 14:00,24.3,757.4,763.0,-2.0,64,Wind blowing from the east-southeast,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,25.0,,,600-1000,,,30.0,17.0,No precipitation,12,,,,
28.02.2020 11:00,22.3,759.4,765.1,,68,Wind blowing from the east,2,,7,70 – 80%., ,,,17.1,24.8,,,1000-1500,,,30.0,16.1,No precipitation,6,,,,
28.02.2020 08:00,18.3,758.8,764.5,,82,Wind blowing from the north-northeast,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,,,,2500 or more  or no clouds.,,,29.0,15.1,No precipitation,12,,,,
28.02.2020 05:00,17.2,758.0,763.6,,86,Wind blowing from the east-southeast,1,,9,, ,,,17.2,24.8,,,,,,20.0,14.8,No precipitation,6,,,,
28.02.2020 02:00,18.1,758.7,764.3,-1.0,84,Wind blowing from the east,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,24.8,,,2500 or more  or no clouds.,,,16.0,15.3,No precipitation,12,,,,
27.02.2020 23:00,18.7,759.7,765.4,,83,Wind blowing from the east,2,,9,, ,,,18.6,24.8,,,,,,22.0,15.7,No precipitation,6,,,,
27.02.2020 20:00,19.1,758.9,764.6,0.9,79,Wind blowing from the east-northeast,3,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,24.8,,,2500 or more  or no clouds.,,,30.0,15.3,No precipitation,12,,,,
27.02.2020 17:00,23.3,758.0,763.6,,66,Wind blowing from the east-southeast,2,,9,, ,,,18.9,26.5,,,,,,30.0,16.5,No precipitation,6,,,,
27.02.2020 14:00,24.1,758.7,764.3,-1.9,63,Wind blowing from the south-east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,28.2,,,2500 or more  or no clouds.,,,30.0,16.6,No precipitation,12,,,,
27.02.2020 11:00,20.7,760.6,766.2,,77,Wind blowing from the east,3,,9,70 – 80%., ,,,18.9,,,,600-1000,,,30.0,16.5,No precipitation,6,,,,
27.02.2020 08:00,19.3,759.9,765.5,2.1,93,Wind blowing from the east-southeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.3,,,,1000-1500,,,13.0,18.1,No precipitation,12,,,,
27.02.2020 05:00,20.5,757.8,763.4,,86,Wind blowing from the east,1,,4,, ,,,19.8,29.0,,,,,,30.0,18.0,No precipitation,6,,,,
27.02.2020 02:00,21.1,757.6,763.1,-0.6,84,Wind blowing from the north-east,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,29.0,,,2500 or more  or no clouds.,,,30.0,18.2,No precipitation,12,,,,
26.02.2020 23:00,21.9,758.2,763.8,,82,Wind blowing from the east-southeast,0,,7,, ,,,19.8,29.0,,,,,,30.0,18.6,No precipitation,6,,,,
26.02.2020 20:00,22.8,757.7,763.3,0.9,76,Wind blowing from the south-west,1,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,29.0,,,1000-1500,,,30.0,18.3,No precipitation,12,,,,
26.02.2020 17:00,26.6,756.8,762.4,,61,Wind blowing from the south-southwest,3,,7,10%  or less  but not 0, ,,,19.8,29.0,,Sky obscured by fog and/or other meteorological phenomena.,1000-1500,,,30.0,18.4,No precipitation,6,,,,
26.02.2020 14:00,28.0,757.3,762.8,-2.2,62,Wind blowing from the south-southwest,3,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,29.0,,,1000-1500,,,30.0,20.0,No precipitation,12,,,,
26.02.2020 11:00,26.8,759.5,765.1,,67,Wind blowing from the south-southwest,2,,3,40%., ,,,19.8,27.1,,,1000-1500,,,30.0,20.1,No precipitation,6,,,,
26.02.2020 08:00,20.7,759.2,764.8,,95,Wind blowing from the south-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.8,,,,,,,24.0,19.8,No precipitation,12,,,,
26.02.2020 05:00,20.1,757.4,763.0,,97,Wind blowing from the north-northeast,1,,3,, ,,,18.5,27.1,,,,,,20.0,19.6,No precipitation,6,,,,
26.02.2020 02:00,20.3,757.4,763.0,-0.6,95,Wind blowing from the north-northeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,27.1,,,2500 or more  or no clouds.,,,17.0,19.4,No precipitation,12,,,,
25.02.2020 23:00,21.4,758.0,763.6,,88,Wind blowing from the north-northeast,1,,6,, ,,,18.5,27.1,,,,,,29.0,19.3,No precipitation,6,,,,
25.02.2020 20:00,22.2,757.4,763.0,0.8,83,Wind blowing from the west-northwest,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,27.1,,,600-1000,,,17.0,19.1,No precipitation,12,,,,
25.02.2020 17:00,25.6,756.6,762.2,,69,Wind blowing from the south,2,,6,50%., ,,,18.5,27.1,,,600-1000,,,28.0,19.4,No precipitation,6,,,,
25.02.2020 14:00,25.5,757.3,763.0,,68,Wind blowing from the south-southeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.5,26.0,,,600-1000,,,30.0,19.1,No precipitation,12,,,,
25.02.2020 11:00,22.9,759.5,765.1,,79,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,18.5,25.2,,,,,,23.0,19.0,No precipitation,6,,,,
25.02.2020 08:00,20.1,758.8,764.5,1.5,86,Wind blowing from the north,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.9,,,,600-1000,,,21.0,17.6,No precipitation,12,,,,
25.02.2020 05:00,18.9,757.3,763.0,,86,Wind blowing from the north-east,1,,6,, ,,,16.9,25.2,,,,,,23.0,16.5,No precipitation,6,,,,
25.02.2020 02:00,19.4,758.2,763.8,,83,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,25.2,,,2500 or more  or no clouds.,,,28.0,16.4,No precipitation,12,,,,
24.02.2020 23:00,19.5,759.2,764.8,,81,Wind blowing from the north-northeast,1,,8,, ,,,16.9,25.2,,,,,,30.0,16.1,No precipitation,6,,,,
24.02.2020 20:00,20.3,758.9,764.6,0.8,78,Wind blowing from the east,1,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,25.2,,,600-1000,,,30.0,16.3,No precipitation,12,,,,
24.02.2020 17:00,22.5,758.1,763.7,,71,Wind blowing from the east-southeast,2,,8,90  or more  but not 100%, ,,,16.9,25.2,,,600-1000,,,30.0,16.9,No precipitation,6,,,,
24.02.2020 14:00,24.7,758.9,764.5,-2.3,60,Wind blowing from the south-southeast,4,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,26.8,,,600-1000,,,30.0,16.4,No precipitation,12,,,,
24.02.2020 11:00,22.1,761.2,766.9,,63,Wind blowing from the east-southeast,2,,,70 – 80%., ,,,16.9,26.8,,,600-1000,,,30.0,14.7,No precipitation,6,,,,
24.02.2020 08:00,17.9,761.0,766.7,,74,Wind blowing from the east-southeast,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,,,,1500-2000,,,29.0,13.2,No precipitation,12,,,,
24.02.2020 05:00,17.9,759.9,765.6,,67,Wind blowing from the east-northeast,2,,8,, ,,,17.0,,,,,,,30.0,11.6,No precipitation,6,,,,
24.02.2020 02:00,18.4,760.6,766.3,-1.2,61,Wind blowing from the east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.9,26.8,,,2500 or more  or no clouds.,,,30.0,10.7,No precipitation,12,,,,
