Local time in Langzhong,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 02:00,11.1,728.5,762.2,,88,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,22.5,,,2500 or more  or no clouds.,,,29.0,9.2,No precipitation,12,,,,
29.02.2020 20:00,16.0,726.4,760.5,1.2,67,Wind blowing from the south,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,22.5,,,,,,30.0,9.9,No precipitation,12,,,,
29.02.2020 17:00,20.4,725.2,758.8,,46,Wind blowing from the south-southwest,1,,,40%., ,,,,,,,2500 or more  or no clouds.,,,30.0,8.4,,,,,,
29.02.2020 14:00,21.1,726.6,760.2,-1.6,46,Wind blowing from the east-southeast,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,22.5,,,1000-1500,,,30.0,9.0,No precipitation,12,,,,
29.02.2020 11:00,16.5,728.2,762.1,,65,Wind blowing from the north,1,,2,20–30%., ,,,8.5,22.5,,,2500 or more  or no clouds.,,,30.0,9.9,No precipitation,6,,,,
29.02.2020 08:00,8.6,727.6,761.6,0.7,92,Wind blowing from the west-northwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,22.5,,,,,,30.0,7.4,No precipitation,12,,,,
29.02.2020 05:00,9.1,726.9,760.6,,92,Calm  no wind,0,,,, ,,,,,,,,,,30.0,7.9,,,,,,
29.02.2020 02:00,10.4,727.8,761.5,,87,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,22.5,,,2500 or more  or no clouds.,,,30.0,8.3,No precipitation,12,,,,
28.02.2020 20:00,16.3,726.8,760.8,0.9,52,Wind blowing from the south-east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,22.5,,,,,,30.0,6.4,No precipitation,12,,,,
28.02.2020 17:00,22.1,725.9,759.4,,33,Wind blowing from the south-east,2,,,no clouds, ,,,,,,,,,,30.0,5.1,,,,,,
28.02.2020 14:00,20.6,727.3,760.9,-2.3,34,Wind blowing from the south-east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,20.9,,,,,,30.0,4.2,No precipitation,12,,,,
28.02.2020 11:00,16.3,729.6,763.5,,48,Wind blowing from the north-northwest,3,,7,no clouds, ,,,8.9,16.3,,,,,,30.0,5.3,No precipitation,6,,,,
28.02.2020 08:00,8.9,729.0,763.3,0.9,87,Wind blowing from the north,1,,8,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,13.8,,,,,,30.0,6.9,Trace of precipitation,12,,,,
28.02.2020 05:00,11.0,728.1,762.2,,84,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,30.0,8.4,,,,,,
28.02.2020 02:00,12.8,728.5,762.5,,62,Wind blowing from the north-northeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,14.1,,,2500 or more  or no clouds.,,,30.0,5.7,No precipitation,12,,,,
27.02.2020 20:00,12.4,727.9,762.0,0.8,80,Wind blowing from the north-northwest,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,,,,2500 or more  or no clouds.,,,30.0,9.1,0.9,12,,,,
27.02.2020 17:00,12.5,727.1,761.1,,91,Wind blowing from the north-northwest,3,,,100%., ,,,,,,,2500 or more  or no clouds.,,,30.0,11.1,,,,,,
27.02.2020 14:00,13.3,727.4,761.3,-1.5,96,Wind blowing from the north-northwest,2,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,,,,2500 or more  or no clouds.,,,15.0,12.7,3.0,12,,,,
27.02.2020 11:00,13.7,728.9,762.8,,97,Wind blowing from the north-west,2,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,,,,2500 or more  or no clouds.,,,4.8,13.2,1.0,6,,,,
27.02.2020 08:00,13.2,728.6,762.4,0.5,99,Wind blowing from the north,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,18.8,,,2500 or more  or no clouds.,,,2.9,13.0,2.0,12,,,,
27.02.2020 05:00,13.4,728.1,761.8,,96,Wind blowing from the west,0,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.6,18.8,,,,,,3.5,12.8,0.6,6,,,,
27.02.2020 02:00,14.1,729.2,762.9,,88,Wind blowing from the north-west,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.2,18.8,,,2500 or more  or no clouds.,,,9.0,12.1,No precipitation,12,,,,
26.02.2020 20:00,16.2,729.4,763.3,0.9,75,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,18.8,,,2500 or more  or no clouds.,,,12.0,11.8,No precipitation,12,,,,
26.02.2020 17:00,18.3,728.5,762.4,,62,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,14.0,10.9,,,,,,
26.02.2020 14:00,18.0,729.8,763.7,-1.7,64,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,19.1,,,2500 or more  or no clouds.,,,13.0,11.1,No precipitation,12,,,,
26.02.2020 11:00,13.7,731.5,765.6,,81,Calm  no wind,0,,,100%., ,,,11.0,,,,2500 or more  or no clouds.,,,8.0,10.5,No precipitation,6,,,,
26.02.2020 08:00,11.8,730.9,765.1,0.9,89,Wind blowing from the north-west,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,,,,2500 or more  or no clouds.,,,7.0,10.0,No precipitation,12,,,,
26.02.2020 05:00,11.7,730.0,763.9,,90,Wind blowing from the east,1,,,,Mist. ,,,8.5,19.1,,,,,,7.0,10.1,No precipitation,6,,,,
26.02.2020 02:00,11.3,730.6,764.5,,92,Wind blowing from the west-northwest,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,19.1,,,2500 or more  or no clouds.,,,5.0,10.0,No precipitation,12,,,,
25.02.2020 20:00,14.1,729.0,763.2,0.9,78,Wind blowing from the south,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,19.1,,,2500 or more  or no clouds.,,,9.0,10.3,No precipitation,12,,,,
25.02.2020 17:00,18.5,728.1,762.0,,56,Wind blowing from the south,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,13.0,9.6,,,,,,
25.02.2020 14:00,18.3,728.9,762.9,-2.1,56,Wind blowing from the south,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,20.3,,,2500 or more  or no clouds.,,,12.0,9.4,No precipitation,12,,,,
25.02.2020 11:00,12.6,731.0,765.3,,83,Wind blowing from the north-northeast,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,,,,,,,6.0,9.8,No precipitation,6,,,,
25.02.2020 08:00,9.3,730.6,764.8,1.6,93,Wind blowing from the north-northwest,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,20.3,,,2500 or more  or no clouds.,,,9.0,8.2,No precipitation,12,,,,
25.02.2020 05:00,8.7,729.0,762.9,,95,Wind blowing from the east,1,,,, ,,,,,,,,,,8.0,7.9,,,,,,
25.02.2020 02:00,9.5,730.1,764.0,,91,Wind blowing from the north-east,1,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,20.3,,,2500 or more  or no clouds.,,,12.0,8.1,No precipitation,12,,,,
24.02.2020 20:00,15.4,728.0,762.1,2.2,63,Wind blowing from the south-southeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,20.3,,,,,,19.0,8.4,No precipitation,12,,,,
24.02.2020 17:00,19.5,725.8,759.5,,46,Wind blowing from the south-southeast,3,,,no clouds, ,,,,,,,,,,30.0,7.6,,,,,,
24.02.2020 14:00,19.8,726.5,760.2,-2.1,46,Wind blowing from the south-east,2,,4,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,19.8,,,1000-1500,,,26.0,7.9,No precipitation,12,,,,
24.02.2020 11:00,14.1,728.6,762.7,,65,Wind blowing from the west,1,,2,90  or more  but not 100%, ,,,10.0,14.1,,,,,,15.0,7.6,No precipitation,6,,,,
24.02.2020 08:00,10.1,728.1,762.4,0.9,87,Wind blowing from the west,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,13.6,,,2500 or more  or no clouds.,,,12.0,8.0,Trace of precipitation,12,,,,
24.02.2020 05:00,10.2,727.2,761.3,,87,Wind blowing from the west,1,,,, ,,,,,,,,,,11.0,8.1,,,,,,
24.02.2020 02:00,10.5,728.8,763.0,,87,Wind blowing from the west-southwest,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,13.6,,,2500 or more  or no clouds.,,,11.0,8.4,No precipitation,12,,,,
23.02.2020 20:00,11.8,729.8,764.2,0.1,79,Wind blowing from the north-east,0,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,13.6,,,2500 or more  or no clouds.,,,13.0,8.3,No precipitation,12,,,,
23.02.2020 17:00,13.3,729.7,763.9,,68,Wind blowing from the north-northeast,0,,,100%., ,,,,,,,2500 or more  or no clouds.,,,17.0,7.5,,,,,,
23.02.2020 14:00,13.0,732.1,766.4,-2.7,70,Wind blowing from the east-northeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,15.1,,,2500 or more  or no clouds.,,,16.0,7.7,No precipitation,12,,,,
23.02.2020 11:00,11.0,734.8,769.4,,82,Wind blowing from the north-northwest,1,,2,100%., ,,,9.9,,,,2500 or more  or no clouds.,,,15.0,8.0,No precipitation,6,,,,
23.02.2020 08:00,9.9,734.7,769.3,-0.1,90,Wind blowing from the north-northwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,15.1,,,2500 or more  or no clouds.,,,14.0,8.3,No precipitation,12,,,,
23.02.2020 05:00,10.1,734.8,769.3,,88,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,15.0,8.2,,,,,,
23.02.2020 02:00,10.6,736.6,771.1,,85,Wind blowing from the north-northeast,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,15.1,,,2500 or more  or no clouds.,,,17.0,8.2,No precipitation,12,,,,
22.02.2020 20:00,12.5,737.2,772.0,1.1,72,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,15.1,,,2500 or more  or no clouds.,,,20.0,7.6,No precipitation,12,,,,
22.02.2020 17:00,14.5,736.1,770.8,,59,Wind blowing from the north-east,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,25.0,6.6,,,,,,
22.02.2020 14:00,14.3,737.4,772.1,-1.9,60,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,16.5,,,2500 or more  or no clouds.,,,22.0,6.6,No precipitation,12,,,,
22.02.2020 11:00,10.6,739.3,774.3,,81,Wind blowing from the west,1,,2,100%., ,,,6.5,16.5,,,2500 or more  or no clouds.,,,15.0,7.5,No precipitation,6,,,,
22.02.2020 08:00,7.7,739.0,774.1,0.2,91,Wind blowing from the west-southwest,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,16.5,,,2500 or more  or no clouds.,,,16.0,6.3,No precipitation,12,,,,
22.02.2020 05:00,7.1,738.8,773.6,,95,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,15.0,6.4,,,,,,
22.02.2020 02:00,7.3,739.9,774.7,,94,Wind blowing from the north-northeast,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,16.5,,,2500 or more  or no clouds.,,,15.0,6.4,No precipitation,12,,,,
21.02.2020 20:00,10.8,738.8,773.8,1.1,76,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,16.5,,,,,,26.0,6.7,No precipitation,12,,,,
21.02.2020 17:00,14.2,737.7,772.4,,57,Wind blowing from the south,3,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,5.8,,,,,,
21.02.2020 14:00,15.9,738.9,773.5,-1.9,46,Wind blowing from the south-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,15.9,,,,,,30.0,4.3,0.1,12,,,,
21.02.2020 11:00,12.2,740.8,775.8,,49,Wind blowing from the north-east,1,,,no clouds, ,,,6.8,12.7,,,,,,30.0,1.8,0.2,6,,,,
21.02.2020 08:00,7.0,739.8,775.0,,92,Wind blowing from the north-east,1,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,10.3,,,2500 or more  or no clouds.,,,30.0,5.8,0.2,12,,,,
21.02.2020 05:00,6.9,738.3,773.5,,90,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,30.0,5.4,,,,,,
21.02.2020 02:00,7.6,738.4,773.5,,78,Wind blowing from the west-northwest,1,,4,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,10.3,,,2500 or more  or no clouds.,,,30.0,4.0,2.0,12,,,,
20.02.2020 20:00,8.5,737.2,772.3,2.0,88,Wind blowing from the north,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,10.7,,,2500 or more  or no clouds.,,,16.0,6.6,2.0,12,,,,
20.02.2020 17:00,8.6,735.2,770.2,,95,Wind blowing from the north-northwest,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,,,,2500 or more  or no clouds.,,,2.4,7.8,0.6,6,,,,
20.02.2020 14:00,9.3,735.1,770.0,-1.1,78,Wind blowing from the north-east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.3,,,,2500 or more  or no clouds.,,,17.0,5.7,No precipitation,12,,,,
