Local time in Mudanjiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 02:00,-10.2,742.6,772.1,0.0,80,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,0.1,,,2500 or more  or no clouds.,,,10.0,-13.0,No precipitation,12,,,,
02.03.2020 23:00,-7.7,742.6,772.1,,73,Wind blowing from the east-southeast,1,,,, ,,,-9.3,0.1,,,,,,11.0,-11.7,No precipitation,6,,,,
02.03.2020 20:00,-5.8,742.0,771.7,1.6,66,Wind blowing from the west,2,,7,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,0.1,,,1500-2000,,,11.0,-11.3,0.2,12,,,,
02.03.2020 17:00,-2.7,740.4,769.9,,70,Wind blowing from the west-northwest,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,0.1,,,1500-2000,,,13.0,-7.4,0.1,6,,,,
02.03.2020 14:00,-1.1,739.4,768.7,-0.7,56,Wind blowing from the south-west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-9.3,-0.5,,,2500 or more  or no clouds.,,,15.0,-8.8,0.5,12,,,,
02.03.2020 11:00,-2.6,740.1,769.4,,66,Wind blowing from the west-northwest,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-9.3,-0.5,,,1500-2000,,,12.0,-8.1,0.4,6,,,,
02.03.2020 08:00,-7.8,740.2,769.8,1.1,88,Calm  no wind,0,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-0.5,,,2500 or more  or no clouds.,,,2.3,-9.4,0.5,12,,,,
02.03.2020 05:00,-8.8,739.1,768.6,,90,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-12.2,-0.5,,,,,,2.4,-10.1,0.2,6,,,,
02.03.2020 02:00,-7.9,738.4,767.6,0.2,88,Wind blowing from the west-northwest,1,,4,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-0.5,,,2500 or more  or no clouds.,,,5.0,-9.5,0.2,12,,,,
01.03.2020 23:00,-5.5,738.2,767.5,,75,Wind blowing from the west-northwest,0,,4,,Intermittent fall of snowflakes  slight at time of observation. ,,,-12.2,-0.5,,,,,,5.0,-9.2,No precipitation,6,,,,
01.03.2020 20:00,-4.7,738.1,767.6,0.6,65,Wind blowing from the east-southeast,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-0.5,,,2500 or more  or no clouds.,,,12.0,-10.3,Trace of precipitation,12,,,,
01.03.2020 17:00,-3.3,737.5,767.0,,54,Wind blowing from the north,3,,,90  or more  but not 100%, ,,,,,,,,,,9.0,-11.3,,,,,,
01.03.2020 14:00,-1.1,737.5,766.9,-1.0,43,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-0.7,,,2500 or more  or no clouds.,,,19.0,-12.1,Trace of precipitation,12,,,,
01.03.2020 11:00,-3.7,738.5,767.9,,64,Wind blowing from the north-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,1.2,,,,,,8.0,-9.5,Trace of precipitation,6,,,,
01.03.2020 08:00,-9.6,739.3,768.9,0.5,84,Wind blowing from the north-northwest,0,,4,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,1.2,,,2500 or more  or no clouds.,,,4.0,-11.8,Trace of precipitation,12,,,,
01.03.2020 05:00,-11.6,738.8,768.4,,82,Wind blowing from the east-southeast,1,,,, ,,,-12.0,1.2,,,,,,10.0,-14.1,No precipitation,6,,,,
01.03.2020 02:00,-10.2,738.7,768.2,,88,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,1.2,,,2500 or more  or no clouds.,,,9.0,-11.9,Trace of precipitation,12,,,,
29.02.2020 20:00,-4.5,737.8,767.2,1.4,66,Wind blowing from the north-west,2,,7,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,1.2,,,2500 or more  or no clouds.,,,13.0,-9.9,Trace of precipitation,12,,,,
29.02.2020 17:00,-2.4,736.4,765.7,,72,Wind blowing from the north-east,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,1.2,,,,,,13.0,-6.9,Trace of precipitation,6,,,,
29.02.2020 14:00,-2.4,735.8,764.9,0.1,77,Wind blowing from the north-northeast,2,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,1.2,,,2500 or more  or no clouds.,,,11.0,-6.0,0.3,12,,,,
29.02.2020 11:00,-1.4,735.7,764.8,,66,Wind blowing from the west-southwest,3,,4,90  or more  but not 100%, ,,,-8.9,-1.3,,,,,,16.0,-7.1,0.3,6,,,,
29.02.2020 08:00,-7.5,735.5,764.8,0.8,92,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.6,-2.6,,,2500 or more  or no clouds.,,,5.0,-8.6,1.0,12,,,,
29.02.2020 05:00,-8.7,734.7,764.0,,93,Wind blowing from the north-northwest,1,,3,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,-13.8,-2.6,,,,,,0.4,-9.6,No precipitation,6,,,,
29.02.2020 02:00,-5.0,734.2,763.3,0.3,92,Wind blowing from the east-southeast,2,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.6,,,2500 or more  or no clouds.,,,6.0,-6.1,2.0,12,,,,
28.02.2020 23:00,-4.4,733.9,762.9,,94,Wind blowing from the north-west,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-2.6,,,,,,2.1,-5.2,2.0,6,,,,
28.02.2020 20:00,-4.4,734.0,763.5,-0.3,94,Wind blowing from the north,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-2.6,,,2500 or more  or no clouds.,,,1.5,-5.2,2.0,12,,,,
28.02.2020 17:00,-3.6,734.3,763.9,,91,Wind blowing from the west-northwest,2,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-1.9,,,2500 or more  or no clouds.,,,4.3,-4.9,1.0,6,,,,
28.02.2020 14:00,-3.6,735.3,764.7,-1.5,90,Wind blowing from the south-southeast,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,1.2,,,2500 or more  or no clouds.,,,2.6,-5.0,0.6,12,,,,
28.02.2020 11:00,-3.4,736.8,766.2,,51,Wind blowing from the west,2,,4,90  or more  but not 100%, ,,,-13.8,1.5,,,,,,26.0,-12.1,No precipitation,6,,,,
28.02.2020 08:00,-10.8,738.4,768.1,-0.8,65,Wind blowing from the east,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,1.5,,,2500 or more  or no clouds.,,,25.0,-16.1,No precipitation,12,,,,
28.02.2020 05:00,-12.8,739.2,768.8,,72,Wind blowing from the east-northeast,1,,7,, ,,,-12.8,1.5,,,,,,30.0,-16.8,No precipitation,6,,,,
28.02.2020 02:00,-10.0,740.3,769.6,-1.1,62,Wind blowing from the south-east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,1.5,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
27.02.2020 23:00,-8.5,741.4,770.8,,57,Wind blowing from the south-east,2,,,, ,,,-12.8,1.5,,,,,,30.0,-15.5,No precipitation,6,,,,
27.02.2020 20:00,-5.3,741.7,771.4,0.3,48,Wind blowing from the south-west,1,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,1.5,,,1500-2000,,,30.0,-14.8,No precipitation,12,,,,
27.02.2020 17:00,-1.9,741.4,771.1,,39,Wind blowing from the west,4,,11,no clouds, ,,,-12.8,1.5,,,,,,30.0,-14.0,No precipitation,6,,,,
27.02.2020 14:00,1.2,741.9,771.3,-2.0,34,Wind blowing from the west,7,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,1.7,,,1000-1500,,,30.0,-12.9,No precipitation,12,,,,
27.02.2020 11:00,-2.3,743.9,773.6,,49,Wind blowing from the west-southwest,5,,8,no clouds, ,,,-12.8,1.7,,,,,,30.0,-11.6,No precipitation,6,,,,
27.02.2020 08:00,-10.1,744.9,774.8,0.5,64,Wind blowing from the north,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,1.7,,,,,,28.0,-15.6,No precipitation,12,,,,
27.02.2020 05:00,-12.8,744.4,774.3,,73,Wind blowing from the north,1,,9,, ,,,-15.1,1.7,,,,,,30.0,-16.6,No precipitation,6,,,,
27.02.2020 02:00,-10.3,744.0,773.5,0.2,64,Wind blowing from the south,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.7,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
26.02.2020 23:00,-10.1,743.8,773.6,,64,Wind blowing from the east,2,,,, ,,,-15.1,1.7,,,,,,30.0,-15.6,No precipitation,6,,,,
26.02.2020 20:00,-6.0,743.5,773.5,1.0,51,Wind blowing from the west-southwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,1.7,,,,,,30.0,-14.5,No precipitation,12,,,,
26.02.2020 17:00,-1.5,742.5,772.3,,34,Wind blowing from the west-northwest,4,,9,no clouds, ,,,-15.1,1.7,,,,,,30.0,-15.3,No precipitation,6,,,,
26.02.2020 14:00,0.8,741.9,771.4,-1.1,36,Wind blowing from the west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,0.9,,,,,,30.0,-12.6,No precipitation,12,,,,
26.02.2020 11:00,-3.8,743.0,772.8,,55,Wind blowing from the north,2,,4,no clouds, ,,,-15.1,-0.7,,,,,,18.0,-11.7,No precipitation,6,,,,
26.02.2020 08:00,-12.1,743.6,773.7,0.9,75,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-0.7,,,,,,23.0,-15.6,No precipitation,12,,,,
26.02.2020 05:00,-14.1,742.7,772.6,,87,Wind blowing from the east-southeast,1,,4,, ,,,-14.3,-0.7,,,,,,30.0,-15.8,No precipitation,6,,,,
26.02.2020 02:00,-12.2,742.3,772.0,0.3,81,Wind blowing from the south-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.7,,,2500 or more  or no clouds.,,,30.0,-14.8,No precipitation,12,,,,
25.02.2020 23:00,-10.3,742.0,771.7,,73,Wind blowing from the east-southeast,2,,,, ,,,-14.0,-0.7,,,,,,30.0,-14.2,No precipitation,6,,,,
25.02.2020 20:00,-7.7,741.8,771.9,0.8,67,Wind blowing from the north,0,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.7,,,,,,19.0,-12.9,No precipitation,12,,,,
25.02.2020 17:00,-2.4,741.0,770.8,,45,Wind blowing from the east,2,,7,no clouds, ,,,-14.0,-0.7,,,,,,18.0,-12.7,No precipitation,6,,,,
25.02.2020 14:00,-1.3,741.1,770.6,-1.4,44,Wind blowing from the north-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,0.9,,,,,,30.0,-12.0,No precipitation,12,,,,
25.02.2020 11:00,-4.2,742.5,772.3,,59,Wind blowing from the west-northwest,2,,5,no clouds, ,,,-14.0,1.1,,,,,,27.0,-11.2,No precipitation,6,,,,
25.02.2020 08:00,-12.3,743.1,773.1,0.9,79,Wind blowing from the west-southwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,1.1,,,,,,9.0,-15.3,No precipitation,12,,,,
25.02.2020 05:00,-13.0,742.2,772.0,,82,Wind blowing from the west,1,,6,, ,,,-13.0,1.1,,,,,,30.0,-15.4,No precipitation,6,,,,
25.02.2020 02:00,-11.0,742.3,771.7,0.6,78,Wind blowing from the east-southeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,1.1,,,2500 or more  or no clouds.,,,30.0,-14.2,No precipitation,12,,,,
24.02.2020 23:00,-10.3,741.7,771.2,,75,Wind blowing from the east-southeast,0,,,, ,,,-10.4,1.1,,,,,,30.0,-14.0,No precipitation,6,,,,
24.02.2020 20:00,-5.9,740.8,770.2,1.5,60,Wind blowing from the south-southeast,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.4,1.1,,,,,,29.0,-12.6,No precipitation,12,,,,
24.02.2020 17:00,-3.4,739.3,768.4,,51,Wind blowing from the west,3,,14,20–30%., ,,,-3.4,1.1,,,1000-1500,,,30.0,-12.1,No precipitation,6,,,,
24.02.2020 14:00,0.7,738.2,767.0,1.0,44,Wind blowing from the west,5,,14,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,1.1,,,100-200,,,30.0,-10.2,No precipitation,12,,,,
24.02.2020 11:00,0.5,737.2,765.9,,43,Wind blowing from the west,6,,14,20–30%., ,,,-2.5,1.1,,,1000-1500,,,30.0,-10.9,No precipitation,6,,,,
24.02.2020 08:00,-2.5,735.9,764.8,2.7,59,Wind blowing from the south-west,4,,13,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,1.1,,,1000-1500,,,27.0,-9.6,No precipitation,12,,,,
24.02.2020 05:00,-0.9,733.2,761.8,,60,Wind blowing from the west,4,,,, ,,,,1.1,,,,,,30.0,-7.7,No precipitation,6,,,,
24.02.2020 02:00,-1.2,732.1,760.7,0.4,58,Wind blowing from the west-southwest,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.1,,,2500 or more  or no clouds.,,,30.0,-8.6,No precipitation,12,,,,
23.02.2020 23:00,1.1,731.7,760.3,,45,Wind blowing from the south-southwest,5,,,, ,,,,1.1,,,,,,30.0,-9.5,No precipitation,6,,,,
23.02.2020 20:00,-1.2,733.1,762.1,-0.5,63,Wind blowing from the south,3,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,0.3,,,2500 or more  or no clouds.,,,30.0,-7.5,No precipitation,12,,,,
23.02.2020 17:00,-0.2,733.6,762.7,,41,Wind blowing from the south,3,,10,90  or more  but not 100%, ,,,-9.2,0.1,,,,,,30.0,-11.9,No precipitation,6,,,,
23.02.2020 14:00,-0.4,734.8,763.9,-2.1,44,Wind blowing from the south-southwest,4,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,-0.2,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,12,,,,
23.02.2020 11:00,-2.2,736.9,766.2,,53,Wind blowing from the west-southwest,4,,13,no clouds, ,,,-9.2,0.2,,,,,,28.0,-10.7,No precipitation,6,,,,
23.02.2020 08:00,-7.4,737.8,767.2,0.7,65,Wind blowing from the south,2,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,,,,2500 or more  or no clouds.,,,9.0,-13.0,No precipitation,12,,,,
23.02.2020 05:00,-8.3,737.1,766.5,,65,Wind blowing from the west-southwest,3,,13,, ,,,-9.2,0.2,,,,,,30.0,-13.7,No precipitation,6,,,,
