Local time in Shaoguan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 02:00,17.2,753.1,763.9,0.0,74,Wind blowing from the north,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,26.0,,,2500 or more  or no clouds.,,,30.0,12.5,No precipitation,12,,,,
01.03.2020 23:00,18.3,753.1,763.9,,75,Wind blowing from the north-northeast,3,,9,, ,,,17.4,26.0,,,,,,30.0,13.8,No precipitation,6,,,,
01.03.2020 20:00,21.3,751.3,762.1,1.5,64,Wind blowing from the north-east,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,26.0,,,1000-1500,,,30.0,14.2,No precipitation,12,,,,
01.03.2020 17:00,25.3,749.8,760.5,,55,Wind blowing from the north-northeast,3,,17,40%., ,,,17.4,26.3,,,600-1000,,,30.0,15.6,No precipitation,6,,,,
01.03.2020 14:00,24.9,750.4,761.1,-2.0,64,Wind blowing from the north-west,1,,17,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,27.0,,,1000-1500,,,30.0,17.6,11.0,12,,,,
01.03.2020 11:00,20.6,752.4,763.1,,88,Wind blowing from the north-east,1,,17,90  or more  but not 100%, ,,,17.4,,,,1000-1500,,,11.0,18.5,11.0,6,,,,
01.03.2020 08:00,17.8,751.2,761.9,1.4,99,Wind blowing from the south-east,1,,17,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.0,27.0,,,1000-1500,,,28.0,17.6,11.0,12,,,,
01.03.2020 05:00,20.1,749.8,760.5,,89,Wind blowing from the north-northwest,8,,14,,Rain  not freezing  intermittent  slight at time of observation. ,,,15.4,27.0,,,,,,18.0,18.2,No precipitation,6,,,,
01.03.2020 02:00,19.6,749.1,759.7,-0.3,88,Wind blowing from the south-southeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,27.0,,,2500 or more  or no clouds.,,,24.0,17.5,No precipitation,12,,,,
29.02.2020 23:00,21.1,749.4,760.0,,78,Wind blowing from the south-east,1,,11,, ,,,15.4,27.0,,,,,,26.0,17.1,No precipitation,6,,,,
29.02.2020 20:00,24.8,748.5,759.2,0.6,58,Wind blowing from the south,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,27.0,,,1500-2000,,,27.0,15.9,No precipitation,12,,,,
29.02.2020 17:00,26.3,747.9,758.5,,52,Wind blowing from the south,5,,11,20–30%., ,,,15.4,27.0,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,30.0,15.6,No precipitation,6,,,,
29.02.2020 14:00,26.4,749.1,759.7,-2.2,53,Wind blowing from the south,5,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,26.8,,,1500-2000,,,30.0,16.0,No precipitation,12,,,,
29.02.2020 11:00,23.9,751.3,762.1,,63,Wind blowing from the south,5,,10,20–30%., ,,,15.4,25.8,,,1000-1500,,,30.0,16.4,No precipitation,6,,,,
29.02.2020 08:00,16.9,751.3,762.1,0.9,96,Wind blowing from the east,0,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.4,25.8,,,2500 or more  or no clouds.,,,21.0,16.2,No precipitation,12,,,,
29.02.2020 05:00,15.9,750.4,761.2,,97,Wind blowing from the south-southeast,2,,9,, ,,,15.9,25.8,,,,,,21.0,15.5,No precipitation,6,,,,
29.02.2020 02:00,17.1,751.0,761.7,-1.0,94,Wind blowing from the south-southeast,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.1,25.8,,,2500 or more  or no clouds.,,,30.0,16.1,No precipitation,12,,,,
28.02.2020 23:00,18.6,752.0,762.7,,83,Wind blowing from the south-southeast,1,,10,, ,,,18.4,25.8,,,,,,30.0,15.6,No precipitation,6,,,,
28.02.2020 20:00,21.6,751.4,762.1,,67,Wind blowing from the south,2,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,25.8,,,2500 or more  or no clouds.,,,30.0,15.2,No precipitation,12,,,,
28.02.2020 17:00,24.1,751.0,761.7,,57,Wind blowing from the south,5,,10,90  or more  but not 100%, ,,,19.6,27.5,,,2500 or more  or no clouds.,,,30.0,15.0,No precipitation,6,,,,
28.02.2020 14:00,25.2,751.7,762.4,-2.6,55,Wind blowing from the south,5,,12,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,19.6,29.4,,,1000-1500,,,30.0,15.5,No precipitation,12,,,,
28.02.2020 11:00,22.5,754.3,765.0,,66,Wind blowing from the south-southeast,2,,12,100%., ,,,19.6,,,,1000-1500,,,30.0,15.8,No precipitation,6,,,,
28.02.2020 08:00,20.1,753.6,764.3,1.9,77,Wind blowing from the south,5,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.8,29.4,,,1000-1500,,,27.0,15.9,No precipitation,12,,,,
28.02.2020 05:00,20.3,751.7,762.4,,82,Wind blowing from the south-southwest,6,,12,, ,,,16.3,29.4,,,,,,20.0,17.1,No precipitation,6,,,,
28.02.2020 02:00,21.9,752.3,762.9,-0.6,82,Wind blowing from the south,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,29.4,,,2500 or more  or no clouds.,,,14.0,18.6,No precipitation,12,,,,
27.02.2020 23:00,23.2,752.9,763.6,,73,Wind blowing from the south,3,,,, ,,,16.3,29.4,,,,,,16.0,18.0,No precipitation,6,,,,
27.02.2020 20:00,24.8,752.1,762.8,0.9,63,Wind blowing from the south-southwest,5,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,29.4,,,2500 or more  or no clouds.,,,30.0,17.2,No precipitation,12,,,,
27.02.2020 17:00,27.4,751.2,761.8,,54,Wind blowing from the south-southwest,5,,8,70 – 80%., ,,,16.3,29.4,,,2500 or more  or no clouds.,,,30.0,17.2,No precipitation,6,,,,
27.02.2020 14:00,27.9,752.3,763.0,-2.6,51,Wind blowing from the west-southwest,2,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,28.9,,,2500 or more  or no clouds.,,,30.0,16.8,No precipitation,12,,,,
27.02.2020 11:00,23.2,754.9,765.6,,69,Wind blowing from the north-west,2,,4,90  or more  but not 100%, ,,,16.3,28.9,,,2500 or more  or no clouds.,,,20.0,17.2,No precipitation,6,,,,
27.02.2020 08:00,16.8,754.1,764.9,1.3,99,Wind blowing from the south-southeast,2,,4,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,28.9,,,2500 or more  or no clouds.,,,6.0,16.6,No precipitation,12,,,,
27.02.2020 05:00,17.2,752.8,763.5,,97,Wind blowing from the south-southeast,2,,4,, ,,,15.2,28.9,,,,,,14.0,16.7,No precipitation,6,,,,
27.02.2020 02:00,17.4,753.1,763.7,-0.3,97,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,28.9,,,2500 or more  or no clouds.,,,17.0,16.9,No precipitation,12,,,,
26.02.2020 23:00,19.6,753.4,764.1,,88,Wind blowing from the south-southeast,2,,,, ,,,15.0,28.9,,,,,,24.0,17.5,No precipitation,6,,,,
26.02.2020 20:00,22.0,752.4,763.2,0.7,74,Wind blowing from the south-southeast,3,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,28.9,,,2500 or more  or no clouds.,,,29.0,17.1,No precipitation,12,,,,
26.02.2020 17:00,27.8,751.7,762.4,,48,Wind blowing from the west-southwest,2,,8,90  or more  but not 100%, ,,,15.0,28.9,,,2500 or more  or no clouds.,,,30.0,15.7,No precipitation,6,,,,
26.02.2020 14:00,28.2,752.2,762.9,-2.2,47,Wind blowing from the south-west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,28.4,,,2500 or more  or no clouds.,,,30.0,15.8,No precipitation,12,,,,
26.02.2020 11:00,23.3,754.4,765.2,,65,Wind blowing from the north-west,1,,4,no clouds, ,,,15.0,27.9,,,,,,16.0,16.3,No precipitation,6,,,,
26.02.2020 08:00,16.4,754.5,765.4,1.4,96,Wind blowing from the south-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,27.9,,,2500 or more  or no clouds.,,,21.0,15.7,No precipitation,12,,,,
26.02.2020 05:00,15.2,753.1,763.8,,97,Wind blowing from the south-southeast,2,,4,, ,,,15.0,27.9,,,,,,15.0,14.8,No precipitation,6,,,,
26.02.2020 02:00,15.7,752.7,763.4,0.1,96,Wind blowing from the south-southeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,27.9,,,2500 or more  or no clouds.,,,23.0,15.0,No precipitation,12,,,,
25.02.2020 23:00,17.5,752.6,763.3,,90,Wind blowing from the south-southeast,2,,,, ,,,17.5,27.9,,,,,,30.0,15.8,No precipitation,6,,,,
25.02.2020 20:00,20.9,751.8,762.6,0.8,71,Wind blowing from the south-southeast,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,27.9,,,,,,30.0,15.4,No precipitation,12,,,,
25.02.2020 17:00,27.2,751.0,761.6,,46,Wind blowing from the west,2,,9,20–30%., ,,,18.3,27.9,,,1000-1500,,,30.0,14.5,No precipitation,6,,,,
25.02.2020 14:00,27.0,751.9,762.6,,44,Wind blowing from the south-southwest,4,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.3,27.6,,,1000-1500,,,30.0,13.7,No precipitation,12,,,,
25.02.2020 11:00,24.7,754.1,764.8,,55,Wind blowing from the south,5,,10,50%., ,,,18.3,27.5,,,1000-1500,,,30.0,15.0,No precipitation,6,,,,
25.02.2020 08:00,18.7,753.7,764.5,1.7,87,Wind blowing from the south-southeast,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,27.5,,,2500 or more  or no clouds.,,,30.0,16.4,No precipitation,12,,,,
25.02.2020 05:00,19.7,752.0,762.7,,81,Wind blowing from the south-southeast,3,,10,, ,,,13.3,27.5,,,,,,30.0,16.3,No precipitation,6,,,,
25.02.2020 02:00,20.7,752.5,763.1,-0.4,75,Wind blowing from the south,5,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,27.5,,,2500 or more  or no clouds.,,,30.0,16.1,No precipitation,12,,,,
24.02.2020 23:00,20.5,752.9,763.6,,70,Wind blowing from the south-southeast,3,,12,, ,,,13.2,27.5,,,,,,29.0,14.8,No precipitation,6,,,,
24.02.2020 20:00,22.7,752.5,763.3,,59,Wind blowing from the south,4,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,27.5,,,2500 or more  or no clouds.,,,30.0,14.2,No precipitation,12,,,,
24.02.2020 17:00,25.4,752.0,762.8,,45,Wind blowing from the south-west,4,,12,70 – 80%., ,,,13.2,27.5,,,1500-2000,,,30.0,12.6,No precipitation,6,,,,
24.02.2020 14:00,26.4,752.6,763.4,-2.9,46,Wind blowing from the south-west,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,26.7,,,1000-1500,,,30.0,13.8,No precipitation,12,,,,
24.02.2020 11:00,21.6,755.5,766.4,,62,Wind blowing from the south-southwest,5,,9,70 – 80%., ,,,13.2,25.0,,,1000-1500,,,23.0,14.0,No precipitation,6,,,,
24.02.2020 08:00,14.7,755.3,766.3,0.9,97,Wind blowing from the south-southeast,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.2,25.0,,,1000-1500,,,8.0,14.3,No precipitation,12,,,,
24.02.2020 05:00,13.3,754.4,765.3,,100,Wind blowing from the south,1,,4,,Mist. ,,,13.2,25.0,,,,,,5.0,13.3,No precipitation,6,,,,
24.02.2020 02:00,13.9,754.9,765.8,-0.9,99,Wind blowing from the south-southeast,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,25.0,,,2500 or more  or no clouds.,,,7.0,13.7,No precipitation,12,,,,
23.02.2020 23:00,15.7,755.8,766.7,,95,Wind blowing from the south-southeast,3,,4,, ,,,14.2,25.0,,,,,,14.0,14.9,No precipitation,6,,,,
23.02.2020 20:00,19.3,755.5,766.5,0.0,77,Wind blowing from the south-southeast,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,25.0,,,1000-1500,,,26.0,15.1,No precipitation,12,,,,
23.02.2020 17:00,24.1,755.5,766.4,,50,Wind blowing from the west,2,,4,90  or more  but not 100%, ,,,14.2,25.0,,,1000-1500,,,30.0,13.0,No precipitation,6,,,,
23.02.2020 14:00,22.3,757.3,768.1,,54,Wind blowing from the north-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.2,24.4,,,2500 or more  or no clouds.,,,30.0,12.5,No precipitation,12,,,,
23.02.2020 11:00,17.7,760.3,771.2,,69,Wind blowing from the west-southwest,1,,3,100%., ,,,14.2,24.4,,,1000-1500,,,19.0,11.9,No precipitation,6,,,,
23.02.2020 08:00,14.6,759.7,770.7,1.3,95,Wind blowing from the south-southeast,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,24.4,,,1000-1500,,,16.0,13.8,No precipitation,12,,,,
23.02.2020 05:00,14.5,758.4,769.3,,96,Wind blowing from the south-southeast,2,,3,, ,,,10.9,24.4,,,,,,15.0,13.8,No precipitation,6,,,,
23.02.2020 02:00,15.1,758.7,769.6,-0.4,95,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,24.4,,,2500 or more  or no clouds.,,,18.0,14.3,No precipitation,12,,,,
22.02.2020 23:00,17.6,759.1,770.1,,81,Wind blowing from the south-southeast,2,,5,, ,,,10.9,24.4,,,,,,26.0,14.3,No precipitation,6,,,,
22.02.2020 20:00,19.3,758.3,769.3,,70,Wind blowing from the south-southeast,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,24.4,,,1000-1500,,,27.0,13.7,No precipitation,12,,,,
22.02.2020 17:00,23.8,757.5,768.4,,46,Wind blowing from the north,2,,5,no clouds, ,,,10.9,25.1,,,,,,30.0,11.5,No precipitation,6,,,,
22.02.2020 14:00,22.7,758.9,769.9,-2.8,46,Wind blowing from the west-northwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,26.2,,,,,,30.0,10.5,No precipitation,12,,,,
22.02.2020 11:00,18.9,761.7,772.7,,54,Wind blowing from the north-northeast,2,,4,no clouds, ,,,10.9,26.2,,,,,,30.0,9.4,No precipitation,6,,,,
22.02.2020 08:00,11.5,761.7,772.8,1.5,98,Wind blowing from the south,3,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.9,26.2,,,2500 or more  or no clouds.,,,11.0,11.2,No precipitation,12,,,,
22.02.2020 05:00,11.9,760.2,771.1,,97,Wind blowing from the south-southeast,2,,6,, ,,,11.5,26.2,,,,,,13.0,11.4,No precipitation,6,,,,
22.02.2020 02:00,13.7,760.3,771.2,-0.2,92,Wind blowing from the south-southeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,26.2,,,2500 or more  or no clouds.,,,20.0,12.4,No precipitation,12,,,,
