Local time in Mengshan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
29.02.2020 14:00,23.9,744.2,760.2,-1.6,69,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,24.7,,,1000-1500,,,19.0,17.9,Trace of precipitation,12,,,,
29.02.2020 11:00,22.7,745.8,761.8,,71,Wind blowing from the east,2,,4,70 – 80%., ,,,17.2,24.7,,,600-1000,,,15.0,17.2,No precipitation,6,,,,
29.02.2020 08:00,17.8,745.8,761.9,1.1,94,Wind blowing from the south-southwest,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.2,24.7,,,600-1000,,,8.0,16.8,No precipitation,12,,,,
29.02.2020 05:00,17.6,744.7,760.6,,96,Wind blowing from the north-northwest,1,,4,, ,,,17.2,24.7,,,,,,7.0,17.0,No precipitation,6,,,,
29.02.2020 02:00,18.2,745.4,761.4,,94,Wind blowing from the north-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,24.7,,,2500 or more  or no clouds.,,,7.0,17.2,No precipitation,12,,,,
28.02.2020 20:00,21.2,745.6,761.6,0.4,80,Wind blowing from the south-west,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,24.7,,,1000-1500,,,7.0,17.6,No precipitation,12,,,,
28.02.2020 17:00,23.7,745.2,761.2,,66,Wind blowing from the south-east,2,,,100%., ,,,18.2,27.5,,,1000-1500,,,17.0,17.0,No precipitation,6,,,,
28.02.2020 14:00,24.5,746.0,762.0,-2.4,64,Wind blowing from the south-east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,28.1,,,1000-1500,,,20.0,17.2,No precipitation,12,,,,
28.02.2020 11:00,22.3,748.4,764.5,,74,Wind blowing from the east,2,,4,90  or more  but not 100%, ,,,18.2,28.1,,,1000-1500,,,15.0,17.4,No precipitation,6,,,,
28.02.2020 08:00,19.5,747.4,763.5,1.5,86,Wind blowing from the east-southeast,2,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.0,28.1,,,1000-1500,,,13.0,17.1,No precipitation,12,,,,
28.02.2020 05:00,18.3,745.9,761.8,,93,Wind blowing from the east-northeast,0,,,, ,,,15.8,28.1,,,,,,8.0,17.1,No precipitation,6,,,,
28.02.2020 02:00,18.7,746.2,762.1,,91,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,28.1,,,2500 or more  or no clouds.,,,10.0,17.2,No precipitation,12,,,,
27.02.2020 20:00,22.4,746.6,762.7,1.0,73,Wind blowing from the north-northwest,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,28.1,,,1000-1500,,,9.0,17.3,No precipitation,12,,,,
27.02.2020 17:00,27.3,745.6,761.6,,50,Wind blowing from the south-southeast,2,,6,90  or more  but not 100%, ,,,15.8,28.1,,,1000-1500,,,20.0,16.0,No precipitation,6,,,,
27.02.2020 14:00,27.5,746.8,762.7,-2.7,55,Wind blowing from the south-east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.8,27.5,,,1000-1500,,,19.0,17.7,No precipitation,12,,,,
27.02.2020 11:00,22.7,749.5,765.6,,72,Wind blowing from the east-northeast,1,,3,90  or more  but not 100%, ,,,15.8,24.6,,,2500 or more  or no clouds.,,,12.0,17.4,No precipitation,6,,,,
27.02.2020 08:00,16.0,748.7,764.9,1.3,97,Wind blowing from the north-northwest,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.8,24.6,,,2500 or more  or no clouds.,,,6.0,15.5,No precipitation,12,,,,
27.02.2020 05:00,16.4,747.4,763.5,,97,Wind blowing from the north-west,1,,3,,Mist. ,,,14.5,24.6,,,,,,6.0,15.9,No precipitation,6,,,,
27.02.2020 02:00,17.4,747.8,763.9,,96,Wind blowing from the north-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,24.6,,,,,,6.0,16.8,No precipitation,6,,,,
26.02.2020 20:00,21.5,747.4,763.6,0.6,80,Wind blowing from the west-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,24.6,,,1500-2000,,,10.0,17.9,No precipitation,12,,,,
26.02.2020 17:00,24.3,746.8,762.9,,65,Wind blowing from the south-east,1,,4,90  or more  but not 100%, ,,,14.5,24.6,,,1500-2000,,,13.0,17.3,No precipitation,6,,,,
26.02.2020 14:00,24.5,747.7,763.8,-2.0,64,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,24.5,,,1000-1500,,,18.0,17.2,No precipitation,12,,,,
26.02.2020 11:00,19.5,749.7,765.9,,84,Wind blowing from the east,1,,2,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,22.3,,,1500-2000,,,6.0,16.7,No precipitation,6,,,,
26.02.2020 08:00,14.8,749.0,765.3,1.6,99,Wind blowing from the north-west,1,,2,90  or more  but not 100%,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,22.3,,,600-1000,,,0.8,14.6,No precipitation,12,,,,
26.02.2020 05:00,14.8,747.4,763.6,,98,Wind blowing from the north-northwest,1,,2,,Mist. ,,,14.7,22.3,,,,,,2.9,14.5,No precipitation,6,,,,
26.02.2020 02:00,16.1,747.4,763.6,,97,Wind blowing from the north-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,22.3,,,2500 or more  or no clouds.,,,6.0,15.6,No precipitation,12,,,,
25.02.2020 20:00,20.1,746.7,762.9,,85,Wind blowing from the west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,22.3,,,1000-1500,,,7.0,17.5,Trace of precipitation,12,,,,
25.02.2020 14:00,20.9,747.1,763.3,-1.7,80,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,25.4,,,1000-1500,,,13.0,17.3,Trace of precipitation,12,,,,
25.02.2020 11:00,18.8,748.8,765.1,,86,Wind blowing from the south-east,2,,3,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,,,,300-600,,,6.0,16.4,No precipitation,6,,,,
25.02.2020 08:00,16.1,748.0,764.2,1.5,93,Wind blowing from the west,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.0,25.5,,,1000-1500,,,10.0,15.0,No precipitation,12,,,,
25.02.2020 05:00,16.4,746.5,762.5,,90,Wind blowing from the east-southeast,1,,,, ,,,14.3,25.5,,,,,,14.0,14.8,No precipitation,6,,,,
25.02.2020 02:00,15.7,746.8,763.0,,92,Wind blowing from the north-northwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,25.5,,,2500 or more  or no clouds.,,,12.0,14.4,No precipitation,12,,,,
24.02.2020 20:00,19.8,746.5,762.7,0.4,72,Wind blowing from the south-southeast,1,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,25.5,,,2500 or more  or no clouds.,,,11.0,14.6,No precipitation,12,,,,
24.02.2020 17:00,24.2,746.1,762.2,,53,Wind blowing from the south,3,,8,90  or more  but not 100%, ,,,14.3,25.7,,,1000-1500,,,28.0,14.0,No precipitation,6,,,,
24.02.2020 14:00,24.1,747.6,763.7,-2.0,51,Wind blowing from the south,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,26.1,,,1000-1500,,,27.0,13.3,No precipitation,12,,,,
24.02.2020 11:00,21.7,749.6,765.8,,68,Wind blowing from the east-southeast,3,,5,90  or more  but not 100%, ,,,14.3,26.1,,,1000-1500,,,11.0,15.5,No precipitation,6,,,,
24.02.2020 08:00,15.0,749.3,765.6,0.7,95,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,26.1,,,1500-2000,,,6.0,14.2,No precipitation,12,,,,
24.02.2020 05:00,14.4,748.6,764.7,,95,Wind blowing from the north-west,1,,6,,Mist. ,,,14.3,26.1,,,,,,5.0,13.6,No precipitation,6,,,,
24.02.2020 02:00,15.4,749.4,765.5,,92,Wind blowing from the north-northwest,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,26.1,,,2500 or more  or no clouds.,,,8.0,14.1,No precipitation,12,,,,
23.02.2020 20:00,19.6,749.5,765.9,0.2,70,Wind blowing from the west,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,26.1,,,1000-1500,,,7.0,14.0,No precipitation,12,,,,
23.02.2020 17:00,25.7,749.3,765.4,,44,Wind blowing from the south,3,,6,20–30%., ,,,14.3,26.1,,,1000-1500,,,23.0,12.5,No precipitation,6,,,,
23.02.2020 14:00,25.2,751.1,767.3,-3.2,49,Wind blowing from the south,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,25.5,,,1000-1500,,,16.0,13.7,No precipitation,12,,,,
23.02.2020 11:00,20.1,754.3,770.6,,66,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%, ,,,14.3,25.0,,,600-1000,,,9.0,13.6,No precipitation,6,,,,
23.02.2020 08:00,14.4,753.6,770.0,1.0,90,Wind blowing from the south-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,25.0,,,1000-1500,,,8.0,12.8,No precipitation,12,,,,
23.02.2020 05:00,14.5,752.6,768.9,,89,Wind blowing from the west,1,,6,, ,,,13.3,25.0,,,,,,8.0,12.7,No precipitation,6,,,,
23.02.2020 02:00,15.3,753.2,769.5,,85,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,25.0,,,2500 or more  or no clouds.,,,10.0,12.8,No precipitation,12,,,,
22.02.2020 20:00,19.2,752.7,769.1,1.0,67,Wind blowing from the north,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,25.0,,,1000-1500,,,12.0,12.9,No precipitation,12,,,,
22.02.2020 17:00,23.6,751.7,768.0,,52,Wind blowing from the north-northwest,4,,8,10%  or less  but not 0, ,,,13.3,25.0,,,1000-1500,,,14.0,13.2,No precipitation,6,,,,
22.02.2020 14:00,23.2,753.4,769.6,-2.7,51,Wind blowing from the north,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,23.5,,,,,,14.0,12.5,No precipitation,12,,,,
22.02.2020 11:00,18.5,756.1,772.5,,63,Wind blowing from the north-northwest,3,,10,no clouds, ,,,13.3,23.5,,,,,,12.0,11.3,No precipitation,6,,,,
22.02.2020 08:00,13.7,755.8,772.3,1.1,80,Wind blowing from the north,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,23.5,,,2500 or more  or no clouds.,,,8.0,10.3,No precipitation,12,,,,
22.02.2020 05:00,13.6,754.7,771.1,,80,Wind blowing from the north-west,5,,10,, ,,,13.5,23.5,,,,,,9.0,10.2,No precipitation,6,,,,
22.02.2020 02:00,14.3,755.3,771.7,,79,Wind blowing from the north-west,4,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.3,23.5,,,2500 or more  or no clouds.,,,8.0,10.7,No precipitation,12,,,,
21.02.2020 20:00,17.8,754.4,770.8,1.8,69,Wind blowing from the north-west,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,23.5,,,2000-2500,,,10.0,12.0,No precipitation,12,,,,
21.02.2020 17:00,21.8,752.6,768.9,,60,Wind blowing from the north-west,5,,7,90  or more  but not 100%, ,,,14.7,23.5,,,2000-2500,,,12.0,13.7,No precipitation,6,,,,
21.02.2020 14:00,23.0,753.5,769.8,-2.2,53,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.7,23.0,,,1000-1500,,,18.0,12.9,No precipitation,12,,,,
21.02.2020 11:00,18.8,755.7,772.1,,73,Wind blowing from the south,1,,3,90  or more  but not 100%, ,,,14.7,20.7,,,2000-2500,,,8.0,13.9,No precipitation,6,,,,
21.02.2020 08:00,14.9,754.3,770.8,,93,Wind blowing from the north-west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.6,20.7,,,2500 or more  or no clouds.,,,6.0,13.8,No precipitation,12,,,,
21.02.2020 05:00,14.9,752.7,769.0,,90,Wind blowing from the north,1,,3,, ,,,12.4,20.7,,,,,,9.0,13.3,No precipitation,6,,,,
21.02.2020 02:00,15.2,752.9,769.3,,88,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,20.7,,,2500 or more  or no clouds.,,,11.0,13.2,No precipitation,12,,,,
20.02.2020 20:00,17.5,751.6,768.1,0.8,76,Wind blowing from the north-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,20.7,,,1500-2000,,,8.0,13.2,No precipitation,12,,,,
20.02.2020 17:00,20.3,750.8,767.2,,58,Wind blowing from the south-east,0,,4,100%., ,,,12.4,20.7,,,2000-2500,,,18.0,11.8,No precipitation,6,,,,
20.02.2020 14:00,20.4,751.6,768.0,-2.7,55,Wind blowing from the east,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,20.4,,,2500 or more  or no clouds.,,,18.0,11.1,No precipitation,12,,,,
20.02.2020 11:00,14.9,754.3,770.8,,72,Wind blowing from the north-northwest,1,,3,100%., ,,,12.4,16.1,,,2000-2500,,,11.0,9.9,No precipitation,6,,,,
20.02.2020 08:00,12.7,753.1,769.8,1.6,87,Wind blowing from the west-southwest,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,,,,1500-2000,,,9.0,10.6,No precipitation,12,,,,
20.02.2020 05:00,12.9,751.5,768.0,,80,Wind blowing from the north-northeast,1,,3,, ,,,10.8,16.1,,,,,,12.0,9.5,No precipitation,6,,,,
20.02.2020 02:00,12.8,751.6,768.1,,82,Wind blowing from the north-west,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,16.1,,,2500 or more  or no clouds.,,,12.0,9.8,No precipitation,12,,,,
19.02.2020 20:00,13.6,751.3,768.0,0.6,70,Wind blowing from the north-northwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,16.1,,,2000-2500,,,5.0,8.2,No precipitation,12,,,,
