Local time in Naqu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 20:00,-6.4,437.4,762.1,0.8,66,Wind blowing from the north,4,,16,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,-0.8,,,1500-2000,,,30.0,-11.7,0.3,12,,,,
02.03.2020 17:00,-1.1,436.6,756.1,,30,Wind blowing from the west-northwest,6,,16,90  or more  but not 100%, ,,,-8.1,1.4,,,,,,30.0,-16.5,No precipitation,6,,,,
02.03.2020 14:00,-2.3,437.0,756.6,-0.4,43,Wind blowing from the west-northwest,7,,16,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,1.4,,,1500-2000,,,30.0,-13.2,1.0,12,,,,
02.03.2020 11:00,-4.8,437.4,759.8,,71,Wind blowing from the west,5,,,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.1,,,,1500-2000,,,26.0,-9.4,1.0,6,,,,
02.03.2020 08:00,-7.2,436.5,756.9,-0.1,88,Wind blowing from the south-west,1,,7,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,1.4,,,1500-2000,,,4.6,-8.8,0.8,12,,,,
02.03.2020 05:00,-6.4,436.6,755.5,,83,Wind blowing from the west,3,,12,,Intermittent fall of snowflakes  slight at time of observation. ,,,-9.3,1.4,,,,,,1.9,-8.8,No precipitation,6,,,,
02.03.2020 02:00,-5.1,436.9,755.5,-0.6,39,Wind blowing from the east-southeast,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,1.4,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
01.03.2020 23:00,-5.9,437.5,759.3,,38,Wind blowing from the north,2,,13,, ,,,-9.3,1.4,,,,,,14.0,-17.9,No precipitation,6,,,,
01.03.2020 20:00,-1.6,437.2,759.3,-0.4,19,Wind blowing from the west,2,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,1.4,,,1500-2000,,,21.0,-22.2,No precipitation,12,,,,
01.03.2020 17:00,-0.4,437.6,759.0,,19,Wind blowing from the west-southwest,7,,13,90  or more  but not 100%, ,,,-9.3,1.2,,,1500-2000,,,30.0,-21.2,No precipitation,6,,,,
01.03.2020 14:00,-1.0,438.6,760.5,-0.7,15,Wind blowing from the west,5,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,3.0,,,1500-2000,,,30.0,-24.4,No precipitation,12,,,,
01.03.2020 11:00,-3.9,439.3,763.3,,39,Wind blowing from the south-west,3,,4,90  or more  but not 100%, ,,,-9.3,3.0,,,,,,30.0,-16.1,No precipitation,6,,,,
01.03.2020 08:00,-8.9,438.6,762.4,,59,Wind blowing from the east-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,3.0,,,2500 or more  or no clouds.,,,30.0,-15.5,No precipitation,12,,,,
01.03.2020 05:00,-8.8,438.6,759.7,,60,Wind blowing from the east-southeast,1,,8,, ,,,-18.0,3.0,,,,,,30.0,-15.2,No precipitation,6,,,,
01.03.2020 02:00,-8.0,439.2,761.3,,55,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.0,,,2500 or more  or no clouds.,,,30.0,-15.5,No precipitation,12,,,,
29.02.2020 20:00,-2.4,438.6,768.9,0.6,28,Wind blowing from the west-northwest,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,3.0,,,2500 or more  or no clouds.,,,16.0,-18.4,No precipitation,12,,,,
29.02.2020 17:00,1.1,438.0,764.1,,15,Wind blowing from the west-southwest,4,,9,90  or more  but not 100%, ,,,-18.0,3.0,,,,,,30.0,-22.7,No precipitation,6,,,,
29.02.2020 14:00,-0.7,439.8,767.0,,19,Wind blowing from the south-west,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.0,-0.7,,,1500-2000,,,30.0,-21.5,No precipitation,12,,,,
29.02.2020 11:00,-8.7,440.7,771.5,,33,Wind blowing from the east,1,,3,no clouds, ,,,-18.0,-1.3,,,,,,24.0,-22.1,No precipitation,6,,,,
29.02.2020 08:00,-17.3,440.0,773.2,,55,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-1.3,,,,,,30.0,-24.2,No precipitation,12,,,,
29.02.2020 05:00,-16.2,440.0,769.9,,55,Wind blowing from the north-east,1,,5,, ,,,-20.2,-1.3,,,,,,30.0,-23.2,No precipitation,6,,,,
29.02.2020 02:00,-14.1,440.9,772.5,-0.4,48,Wind blowing from the north-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-1.3,,,2500 or more  or no clouds.,,,30.0,-22.7,No precipitation,12,,,,
28.02.2020 23:00,-9.9,441.3,775.3,,40,Wind blowing from the south-east,1,,5,, ,,,-20.2,-1.3,,,,,,21.0,-21.2,No precipitation,6,,,,
28.02.2020 20:00,-4.9,440.7,776.7,0.0,22,Wind blowing from the south-east,3,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-1.3,,,1500-2000,,,27.0,-23.4,No precipitation,12,,,,
28.02.2020 17:00,-1.8,440.7,772.8,,19,Wind blowing from the south-southeast,2,,5,, ,,,-20.2,-1.7,,,,,,30.0,-22.4,No precipitation,6,,,,
28.02.2020 14:00,-5.2,442.3,775.9,-1.0,24,Wind blowing from the south,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.2,-3.1,,,2500 or more  or no clouds.,,,30.0,-22.6,No precipitation,12,,,,
28.02.2020 11:00,-12.1,443.3,780.5,,46,Wind blowing from the south-west,1,,3,, ,,,-20.2,-3.1,,,,,,28.0,-21.4,No precipitation,6,,,,
28.02.2020 08:00,-20.0,442.3,781.4,,61,Wind blowing from the south-east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.0,-3.1,,,,,,22.0,-25.6,No precipitation,12,,,,
28.02.2020 05:00,-18.2,441.6,776.6,,59,Wind blowing from the north-northeast,1,,10,, ,,,-18.3,-3.1,,,,,,30.0,-24.3,No precipitation,6,,,,
28.02.2020 02:00,-15.3,441.7,774.2,-0.2,54,Wind blowing from the north-west,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-3.1,,,2500 or more  or no clouds.,,,30.0,-22.5,No precipitation,12,,,,
27.02.2020 23:00,-12.0,441.9,774.5,,45,Wind blowing from the south-southeast,1,,11,, ,,,-12.0,-3.1,,,,,,30.0,-21.5,No precipitation,6,,,,
27.02.2020 20:00,-7.3,441.0,771.4,0.9,36,Wind blowing from the north-northwest,3,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-3.1,,,1500-2000,,,30.0,-19.8,0.8,12,,,,
27.02.2020 17:00,-4.8,440.1,769.0,,45,Wind blowing from the north,4,,11,90  or more  but not 100%, ,,,-11.8,-1.8,,,,,,30.0,-14.9,No precipitation,6,,,,
27.02.2020 14:00,-4.4,440.3,767.8,0.0,44,Wind blowing from the north-northeast,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,-1.0,,,1500-2000,,,30.0,-14.8,1.0,12,,,,
27.02.2020 11:00,-7.7,440.3,769.0,,60,Wind blowing from the north-northeast,4,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-11.8,-1.0,,,,,,11.0,-14.1,1.0,6,,,,
27.02.2020 08:00,-10.5,438.5,765.4,0.8,85,Wind blowing from the west-southwest,1,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.0,,,1500-2000,,,2.7,-12.5,0.3,12,,,,
27.02.2020 05:00,-11.8,437.7,763.9,,81,Wind blowing from the east,1,,8,, ,,,-14.9,-1.0,,,,,,30.0,-14.5,No precipitation,6,,,,
27.02.2020 02:00,-10.3,438.0,762.4,0.3,83,Wind blowing from the north-east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.0,,,2500 or more  or no clouds.,,,30.0,-12.6,Trace of precipitation,12,,,,
26.02.2020 23:00,-8.4,437.7,761.9,,79,Wind blowing from the north,1,,9,, ,,,-14.9,-1.0,,,,,,25.0,-11.4,No precipitation,6,,,,
26.02.2020 20:00,-5.1,437.0,765.9,0.1,73,Wind blowing from the south-southeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-14.9,-1.0,,,2500 or more  or no clouds.,,,28.0,-9.2,Trace of precipitation,12,,,,
26.02.2020 17:00,-3.7,436.9,763.4,,63,Wind blowing from the south,4,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-0.9,,,,,,15.0,-9.9,Trace of precipitation,6,,,,
26.02.2020 14:00,-2.6,438.0,763.3,-0.9,42,Wind blowing from the west-northwest,3,,7,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-0.9,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
26.02.2020 11:00,-4.5,438.9,764.8,,49,Wind blowing from the east-northeast,2,,5,, ,,,-14.9,-0.9,,,,,,16.0,-13.6,No precipitation,6,,,,
26.02.2020 08:00,-14.5,438.1,766.8,0.3,73,Wind blowing from the north-northeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-0.9,,,,,,30.0,-18.3,No precipitation,12,,,,
26.02.2020 05:00,-12.9,437.8,764.5,,72,Wind blowing from the north-northeast,2,,8,, ,,,-16.5,-0.9,,,,,,30.0,-16.9,No precipitation,6,,,,
26.02.2020 02:00,-11.3,438.3,764.4,0.1,66,Wind blowing from the north,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-0.9,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
25.02.2020 23:00,-9.4,438.2,769.5,,65,Wind blowing from the north-west,1,,11,,Haze. ,,,-16.5,-0.9,,,,,,6.0,-14.8,No precipitation,6,,,,
25.02.2020 20:00,-3.7,437.4,766.9,,42,Wind blowing from the south,3,,11,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-0.9,,,1500-2000,,,24.0,-15.0,Trace of precipitation,12,,,,
25.02.2020 14:00,-3.5,438.6,766.7,,53,Wind blowing from the north-northwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-1.7,,,1500-2000,,,30.0,-11.7,No precipitation,12,,,,
25.02.2020 11:00,-12.1,439.7,771.8,,86,Wind blowing from the north-east,2,,4,20–30%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-1.7,,,1500-2000,,,16.0,-14.0,No precipitation,6,,,,
25.02.2020 08:00,-16.1,438.9,771.5,0.4,87,Wind blowing from the north-east,1,,4,70 – 80%.,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-16.1,-1.7,,,1500-2000,,,0.6,-17.8,No precipitation,12,,,,
25.02.2020 05:00,-14.9,438.5,767.8,,86,Wind blowing from the north-east,1,,6,,Snow not falling as shower(s). ,,,-15.2,-1.7,,,,,,30.0,-16.7,No precipitation,6,,,,
25.02.2020 02:00,-13.6,439.1,769.7,,85,Wind blowing from the north-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-1.7,,,2500 or more  or no clouds.,,,21.0,-15.6,Trace of precipitation,12,,,,
24.02.2020 23:00,-9.0,439.0,766.9,,85,Wind blowing from the west,1,,6,,Snow not falling as shower(s). ,,,-12.5,-1.7,,,,,,11.0,-11.1,Trace of precipitation,6,,,,
24.02.2020 20:00,-6.3,438.5,766.9,0.6,77,Wind blowing from the north-west,2,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-12.5,-1.7,,,1500-2000,,,3.3,-9.8,Trace of precipitation,12,,,,
24.02.2020 17:00,-3.8,437.9,764.6,,62,Wind blowing from the south,3,,6,90  or more  but not 100%,Snow not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-0.1,,,,,,30.0,-10.0,Trace of precipitation,6,,,,
24.02.2020 14:00,-6.2,439.4,768.7,-0.7,74,Wind blowing from the south,2,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-12.5,-0.1,,,2500 or more  or no clouds.,,,18.0,-10.2,0.3,12,,,,
24.02.2020 11:00,-7.3,440.1,768.5,,66,Wind blowing from the north-east,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.5,-0.1,,,,,,22.0,-12.7,0.3,6,,,,
24.02.2020 08:00,-11.2,439.2,765.6,0.0,82,Wind blowing from the north-northwest,2,,5,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-0.1,,,1500-2000,,,12.0,-13.7,0.3,12,,,,
24.02.2020 05:00,-12.1,439.2,765.5,,83,Wind blowing from the north-northeast,1,,7,,Snow not falling as shower(s). ,,,-13.4,-0.1,,,,,,30.0,-14.5,No precipitation,6,,,,
24.02.2020 02:00,-11.6,439.8,767.7,-0.3,84,Wind blowing from the north-east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.1,,,2500 or more  or no clouds.,,,22.0,-13.8,Trace of precipitation,12,,,,
23.02.2020 23:00,-8.8,440.1,771.6,,76,Wind blowing from the north-east,2,,9,, ,,,-14.0,-0.1,,,,,,26.0,-12.3,Trace of precipitation,6,,,,
23.02.2020 20:00,-2.9,439.4,766.6,-0.1,33,Wind blowing from the south-southwest,3,,9,70 – 80%.,Rain and snow or ice pellets not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.1,,,1500-2000,,,30.0,-16.9,Trace of precipitation,12,,,,
23.02.2020 17:00,-2.1,439.5,767.0,,44,Wind blowing from the west,3,,9,, ,,,-14.0,-1.1,,,,,,30.0,-12.7,No precipitation,6,,,,
23.02.2020 14:00,-3.9,440.9,768.7,,59,Wind blowing from the west-northwest,2,,3,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Fog or ice fog or thick haze.,-14.0,-1.7,,,1500-2000,,,21.0,-10.9,Trace of precipitation,12,,,,
23.02.2020 11:00,-11.2,441.7,773.7,,89,Wind blowing from the north,1,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-1.7,,,,,,7.0,-12.7,Trace of precipitation,6,,,,
23.02.2020 08:00,-12.3,440.7,771.1,0.1,90,Wind blowing from the north-east,1,,,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-1.7,,,2500 or more  or no clouds.,,,0.5,-13.6,Trace of precipitation,12,,,,
23.02.2020 05:00,-13.4,440.6,771.4,,91,Wind blowing from the north-east,1,,,,Mist. ,,,-14.0,-1.7,,,,,,0.6,-14.6,No precipitation,6,,,,
23.02.2020 02:00,-10.5,441.1,769.7,-0.2,86,Wind blowing from the south-east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,-1.7,,,2500 or more  or no clouds.,,,18.0,-12.4,0.6,12,,,,
