Local time in Delingha,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 08:00,-1.9,530.3,762.1,,39,Wind blowing from the north-northeast,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,7.7,,,1000-1500,,,30.0,-14.3,No precipitation,12,,,,
01.03.2020 05:00,-4.6,530.0,760.9,,46,Calm  no wind,0,,,, ,,,-5.4,7.7,,,,,,30.0,-14.7,No precipitation,6,,,,
01.03.2020 02:00,-5.3,530.4,763.1,,42,Wind blowing from the north-west,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,7.7,,,2500 or more  or no clouds.,,,27.0,-16.2,No precipitation,12,,,,
29.02.2020 20:00,3.0,529.3,761.1,0.2,21,Wind blowing from the north-northwest,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,7.7,,,1000-1500,,,30.0,-17.2,No precipitation,12,,,,
29.02.2020 17:00,7.2,529.1,758.7,,14,Wind blowing from the west-southwest,2,,6,no clouds, ,,,-4.4,9.3,,,,,,30.0,-18.5,No precipitation,6,,,,
29.02.2020 14:00,4.4,530.2,762.1,-0.8,13,Wind blowing from the south-west,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,9.3,,,,,,14.0,-21.6,No precipitation,12,,,,
29.02.2020 11:00,0.9,531.0,763.9,,16,Wind blowing from the south-southeast,2,,,90  or more  but not 100%, ,,,,,,,,,,14.0,-22.1,,,,,,
29.02.2020 08:00,-2.8,530.0,762.5,,29,Wind blowing from the east-northeast,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.4,9.3,,,1000-1500,,,27.0,-18.4,No precipitation,12,,,,
29.02.2020 05:00,-2.8,528.9,757.8,,29,Wind blowing from the south-east,2,,,, ,,,,,,,,,,30.0,-18.4,,,,,,
29.02.2020 02:00,-3.5,528.9,759.7,,27,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,9.3,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
28.02.2020 20:00,2.1,528.2,762.1,-0.4,16,Wind blowing from the north,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,9.3,,,2500 or more  or no clouds.,,,30.0,-21.1,No precipitation,12,,,,
28.02.2020 17:00,8.7,528.6,759.5,,11,Wind blowing from the south-southwest,1,,7,60%., ,,,-7.5,8.7,,,1000-1500,,,30.0,-20.2,No precipitation,6,,,,
28.02.2020 14:00,5.1,530.7,764.0,-1.8,13,Wind blowing from the south-southeast,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,5.2,,,1000-1500,,,30.0,-21.1,No precipitation,12,,,,
28.02.2020 11:00,-0.4,532.5,767.7,,23,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,30.0,-19.0,,,,,,
28.02.2020 08:00,-7.1,532.4,768.5,,38,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,4.7,,,2500 or more  or no clouds.,,,30.0,-19.0,No precipitation,12,,,,
28.02.2020 05:00,-7.3,532.4,767.9,,44,Calm  no wind,0,,,, ,,,-7.5,4.7,,,,,,30.0,-17.5,No precipitation,6,,,,
28.02.2020 02:00,-6.9,532.8,767.6,,50,Wind blowing from the north-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,4.7,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
27.02.2020 20:00,1.3,532.4,766.9,0.2,22,Wind blowing from the south-west,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,4.7,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
27.02.2020 17:00,2.7,532.2,764.8,,30,Wind blowing from the north-east,2,,8,90  or more  but not 100%, ,,,-3.9,6.3,,,,,,30.0,-13.1,No precipitation,6,,,,
27.02.2020 14:00,3.9,533.0,763.9,-0.7,23,Wind blowing from the west,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,6.3,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
27.02.2020 11:00,0.7,533.7,767.5,,59,Wind blowing from the south,2,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-6.4,,,,,,
27.02.2020 08:00,-3.8,532.7,766.5,0.4,86,Wind blowing from the north,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.8,6.3,,,2500 or more  or no clouds.,,,30.0,-5.9,No precipitation,12,,,,
27.02.2020 05:00,-1.6,532.3,763.3,,69,Wind blowing from the south-east,2,,,, ,,,,,,,,,,30.0,-6.7,,,,,,
27.02.2020 02:00,1.2,531.9,762.1,,40,Wind blowing from the north-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,6.3,,,2500 or more  or no clouds.,,,30.0,-10.9,No precipitation,12,,,,
26.02.2020 20:00,2.9,531.0,763.6,0.2,23,Wind blowing from the north,0,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,6.3,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,12,,,,
26.02.2020 17:00,6.1,530.8,761.0,,17,Wind blowing from the south-west,2,,6,90  or more  but not 100%, ,,,-3.5,10.0,,,,,,30.0,-17.1,No precipitation,6,,,,
26.02.2020 14:00,4.6,531.9,763.0,-0.3,15,Wind blowing from the south,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,10.0,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
26.02.2020 11:00,1.6,532.2,764.5,,17,Wind blowing from the south-east,2,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-20.8,,,,,,
26.02.2020 08:00,-3.1,530.4,762.8,1.4,31,Wind blowing from the west,0,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,10.0,,,2500 or more  or no clouds.,,,30.0,-17.8,No precipitation,12,,,,
26.02.2020 05:00,-1.4,529.0,756.7,,24,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,30.0,-19.4,,,,,,
26.02.2020 02:00,-0.7,528.8,757.1,,23,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,10.0,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
25.02.2020 20:00,2.8,528.2,760.9,,14,Wind blowing from the north,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,10.0,,,2500 or more  or no clouds.,,,7.0,-22.1,No precipitation,12,,,,
25.02.2020 14:00,7.5,529.5,759.4,,8,Wind blowing from the east-northeast,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,7.6,,,,,,30.0,-24.7,No precipitation,12,,,,
25.02.2020 11:00,1.5,530.7,763.9,,12,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,30.0,-24.9,,,,,,
25.02.2020 08:00,-5.5,530.3,765.2,,23,Wind blowing from the east,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,7.2,,,,,,30.0,-23.4,No precipitation,12,,,,
25.02.2020 05:00,-4.1,529.9,760.6,,21,Wind blowing from the east-northeast,3,,8,, ,,,-9.2,7.2,,,,,,30.0,-23.2,No precipitation,6,,,,
25.02.2020 02:00,-3.3,530.4,762.4,,21,Wind blowing from the east-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,7.2,,,2500 or more  or no clouds.,,,30.0,-22.5,No precipitation,12,,,,
24.02.2020 20:00,0.2,530.2,766.8,0.1,16,Wind blowing from the north-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,7.2,,,,,,30.0,-22.7,No precipitation,12,,,,
24.02.2020 17:00,7.2,530.1,761.5,,9,Wind blowing from the west,1,,7,no clouds, ,,,-9.2,8.7,,,,,,30.0,-23.6,No precipitation,6,,,,
24.02.2020 14:00,4.2,531.6,764.5,-1.1,12,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,8.7,,,,,,30.0,-22.7,No precipitation,12,,,,
24.02.2020 11:00,0.7,532.7,768.1,,17,Wind blowing from the south-west,1,,,no clouds, ,,,,,,,,,,30.0,-21.6,,,,,,
24.02.2020 08:00,-8.7,531.6,769.0,0.6,39,Wind blowing from the south-east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,8.7,,,,,,30.0,-20.2,No precipitation,12,,,,
24.02.2020 05:00,-5.8,531.0,762.4,,31,Wind blowing from the east,1,,,, ,,,,,,,,,,30.0,-20.2,,,,,,
24.02.2020 02:00,-4.1,530.7,762.1,,28,Wind blowing from the north,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,8.7,,,2500 or more  or no clouds.,,,30.0,-19.9,No precipitation,12,,,,
23.02.2020 20:00,-0.1,529.7,764.1,0.5,15,Wind blowing from the north-west,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,8.7,,,2500 or more  or no clouds.,,,30.0,-23.7,No precipitation,12,,,,
23.02.2020 17:00,8.3,529.2,758.7,,6,Wind blowing from the west,1,,,90  or more  but not 100%, ,,,-5.2,8.3,,,,,,30.0,-27.3,No precipitation,6,,,,
23.02.2020 14:00,6.3,530.2,760.7,-0.9,7,Wind blowing from the south,1,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.2,7.3,,,2500 or more  or no clouds.,,,30.0,-27.1,No precipitation,12,,,,
23.02.2020 11:00,-0.1,531.1,764.2,,14,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,,,,,,,,30.0,-24.4,,,,,,
23.02.2020 08:00,-4.6,531.0,766.2,-0.3,21,Wind blowing from the east-northeast,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,,,,,,,30.0,-23.6,No precipitation,12,,,,
23.02.2020 05:00,-3.7,531.3,762.4,,21,Wind blowing from the east,2,,10,, ,,,-8.8,7.3,,,,,,30.0,-22.9,No precipitation,6,,,,
23.02.2020 02:00,-2.7,532.9,765.5,,23,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,7.3,,,2500 or more  or no clouds.,,,30.0,-21.0,No precipitation,12,,,,
22.02.2020 20:00,-0.6,533.7,772.0,0.0,19,Wind blowing from the north-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,7.3,,,,,,30.0,-21.4,No precipitation,12,,,,
22.02.2020 17:00,6.9,533.7,767.9,,11,Wind blowing from the south-southwest,2,,7,no clouds, ,,,-9.8,7.0,,,,,,30.0,-21.6,No precipitation,6,,,,
22.02.2020 14:00,4.4,535.2,772.3,-1.2,13,Wind blowing from the west-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,4.4,,,,,,25.0,-21.6,No precipitation,12,,,,
22.02.2020 11:00,-1.6,536.4,776.3,,21,Wind blowing from the east,2,,,no clouds, ,,,,,,,,,,30.0,-21.1,,,,,,
22.02.2020 08:00,-8.2,535.7,776.0,0.4,33,Wind blowing from the east-northeast,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,2.5,,,,,,30.0,-21.6,No precipitation,12,,,,
22.02.2020 05:00,-7.8,535.3,772.6,,35,Wind blowing from the north-east,2,,5,, ,,,-14.0,2.5,,,,,,30.0,-20.6,No precipitation,6,,,,
22.02.2020 02:00,-9.5,536.0,776.1,,41,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,2.5,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
21.02.2020 20:00,-2.9,535.2,778.2,0.0,26,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,2.5,,,,,,30.0,-19.7,No precipitation,12,,,,
21.02.2020 17:00,2.2,535.2,775.0,,17,Wind blowing from the south-southwest,2,,5,, ,,,-14.0,2.5,,,,,,25.0,-20.4,No precipitation,6,,,,
21.02.2020 14:00,-0.9,536.5,778.1,-1.3,23,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.7,,,,,,23.0,-19.4,No precipitation,12,,,,
21.02.2020 11:00,-5.1,537.8,780.1,,29,Wind blowing from the east,2,,,90  or more  but not 100%, ,,,,,,,,,,23.0,-20.4,,,,,,
21.02.2020 08:00,-13.8,537.3,781.9,0.9,53,Wind blowing from the north-northeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-1.4,,,,,,30.0,-21.3,No precipitation,12,,,,
21.02.2020 05:00,-12.6,536.4,778.7,,53,Wind blowing from the west-northwest,0,,8,, ,,,-13.1,-1.4,,,,,,30.0,-20.2,No precipitation,6,,,,
21.02.2020 02:00,-11.9,536.6,779.7,,55,Wind blowing from the west-northwest,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.9,-1.4,,,2500 or more  or no clouds.,,,13.0,-19.3,No precipitation,12,,,,
20.02.2020 20:00,-4.1,535.3,776.8,0.7,27,Wind blowing from the west,1,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,-0.6,,,1000-1500,,,30.0,-20.3,No precipitation,12,,,,
20.02.2020 17:00,-1.8,534.6,774.4,,14,Wind blowing from the west-southwest,3,,9,90  or more  but not 100%, ,,,-9.6,5.3,,,,,,27.0,-25.8,No precipitation,6,,,,
20.02.2020 14:00,-3.6,536.1,776.0,-0.8,21,Wind blowing from the south-west,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.6,,,,1000-1500,,,29.0,-22.8,No precipitation,12,,,,
