Local time in Akqi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 08:00,-3.2,602.2,768.2,-0.3,66,Wind blowing from the south-west,2,,4,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,7.2,,,1500-2000,,,7.0,-8.8,No precipitation,12,,,,
03.03.2020 05:00,-2.0,602.5,767.5,,61,Wind blowing from the west-southwest,1,,8,, ,,,-2.2,7.2,,,,,,8.0,-8.5,No precipitation,6,,,,
03.03.2020 02:00,-0.9,603.3,768.6,,59,Wind blowing from the west-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,7.2,,,2500 or more  or no clouds.,,,8.0,-8.1,No precipitation,12,,,,
02.03.2020 20:00,4.7,602.5,768.1,0.2,38,Wind blowing from the east,2,,8,20–30%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,7.2,,,1500-2000,,,4.3,-8.4,No precipitation,12,,,,
02.03.2020 17:00,6.9,602.3,766.9,,33,Wind blowing from the east,4,,7,20–30%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,8.8,,,1500-2000,,,6.0,-8.3,No precipitation,6,,,,
02.03.2020 14:00,5.6,603.9,769.6,-1.0,34,Wind blowing from the east,2,,7,70 – 80%.,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,8.8,,,1500-2000,,,6.0,-9.0,No precipitation,12,,,,
02.03.2020 11:00,0.3,604.9,771.2,,50,Wind blowing from the west-southwest,3,,5,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,,,,1500-2000,,,6.0,-8.9,No precipitation,6,,,,
02.03.2020 08:00,-1.8,604.5,770.2,-0.3,60,Wind blowing from the west,2,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,8.8,,,1500-2000,,,6.0,-8.7,No precipitation,12,,,,
02.03.2020 05:00,-1.0,604.8,769.5,,60,Wind blowing from the west-southwest,2,,7,,Mist. ,,,-3.5,8.8,,,,,,6.0,-7.8,No precipitation,6,,,,
02.03.2020 02:00,-1.9,604.9,770.7,,65,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,8.8,,,2500 or more  or no clouds.,,,6.0,-7.6,No precipitation,12,,,,
01.03.2020 20:00,5.8,601.8,767.1,0.5,35,Wind blowing from the east,3,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,8.8,,,1500-2000,,,6.0,-8.5,No precipitation,12,,,,
01.03.2020 17:00,8.5,601.3,765.6,,29,Wind blowing from the east,3,,8,20–30%., ,,,-3.5,8.7,,,1500-2000,,,9.0,-8.5,No precipitation,6,,,,
01.03.2020 14:00,6.3,602.7,766.8,-0.9,31,Wind blowing from the west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,8.0,,,,,,9.0,-9.6,No precipitation,12,,,,
01.03.2020 11:00,0.3,603.6,769.3,,52,Wind blowing from the west,2,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,8.0,,,1500-2000,,,7.0,-8.6,No precipitation,6,,,,
01.03.2020 08:00,-2.3,603.6,769.6,-0.8,64,Wind blowing from the west,2,,5,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.9,8.0,,,1500-2000,,,6.0,-8.2,No precipitation,12,,,,
01.03.2020 05:00,-2.6,604.4,769.9,,67,Wind blowing from the west,1,,7,,Mist. ,,,-2.6,8.0,,,,,,5.0,-7.9,No precipitation,6,,,,
01.03.2020 02:00,1.3,605.0,770.2,,50,Wind blowing from the east,1,,7,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,8.0,,,2500 or more  or no clouds.,,,5.0,-8.2,No precipitation,12,,,,
29.02.2020 20:00,5.0,603.1,768.6,0.0,37,Wind blowing from the east-northeast,3,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,8.0,,,1500-2000,,,10.0,-8.5,No precipitation,12,,,,
29.02.2020 17:00,7.5,603.1,767.6,,33,Wind blowing from the east,3,,6,70 – 80%., ,,,-2.6,8.6,,,1500-2000,,,16.0,-7.7,No precipitation,6,,,,
29.02.2020 14:00,5.0,604.5,769.8,-0.3,39,Wind blowing from the east,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,8.6,,,1500-2000,,,13.0,-8.1,No precipitation,12,,,,
29.02.2020 11:00,0.5,604.8,771.9,,56,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%, ,,,-2.6,,,,1500-2000,,,12.0,-7.3,No precipitation,6,,,,
29.02.2020 08:00,-1.1,603.9,769.0,,59,Wind blowing from the west-southwest,2,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,8.6,,,1500-2000,,,17.0,-8.1,No precipitation,12,,,,
29.02.2020 05:00,-0.7,603.7,768.2,,59,Wind blowing from the west-southwest,1,,6,, ,,,-4.4,8.6,,,,,,17.0,-7.9,No precipitation,6,,,,
29.02.2020 02:00,0.7,603.6,768.1,,53,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,8.6,,,2500 or more  or no clouds.,,,16.0,-8.0,No precipitation,12,,,,
28.02.2020 20:00,6.5,601.2,766.0,0.7,29,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,8.6,,,1500-2000,,,12.0,-10.3,No precipitation,12,,,,
28.02.2020 17:00,7.9,600.5,764.4,,26,Wind blowing from the east,3,,6,90  or more  but not 100%, ,,,-4.4,8.0,,,1500-2000,,,19.0,-10.4,No precipitation,6,,,,
28.02.2020 14:00,6.5,600.6,764.4,0.9,29,Wind blowing from the east,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,7.9,,,1500-2000,,,17.0,-10.3,No precipitation,12,,,,
28.02.2020 11:00,0.4,599.7,765.9,,58,Wind blowing from the west-southwest,1,,6,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,,,,1500-2000,,,4.2,-7.1,No precipitation,6,,,,
28.02.2020 08:00,-2.4,597.6,761.8,,61,Wind blowing from the south,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,7.9,,,1500-2000,,,23.0,-8.9,No precipitation,12,,,,
28.02.2020 05:00,-1.4,597.6,760.9,,54,Wind blowing from the south-southwest,1,,6,, ,,,-3.2,7.9,,,,,,21.0,-9.5,No precipitation,6,,,,
28.02.2020 02:00,0.5,597.7,760.6,,49,Wind blowing from the west-southwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,7.9,,,2500 or more  or no clouds.,,,18.0,-9.2,No precipitation,12,,,,
27.02.2020 20:00,5.7,597.6,761.9,-0.3,30,Wind blowing from the east,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,7.9,,,1500-2000,,,18.0,-10.5,No precipitation,12,,,,
27.02.2020 17:00,7.0,597.9,761.6,,27,Wind blowing from the east,3,,6,90  or more  but not 100%, ,,,-3.3,8.8,,,1500-2000,,,19.0,-10.7,No precipitation,6,,,,
27.02.2020 14:00,6.8,599.8,763.9,-0.8,24,Wind blowing from the north-east,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.3,8.9,,,1500-2000,,,24.0,-12.4,No precipitation,12,,,,
27.02.2020 11:00,-0.1,600.6,767.1,,45,Wind blowing from the west-northwest,2,,6,70 – 80%., ,,,-3.3,,,,1500-2000,,,23.0,-10.6,No precipitation,6,,,,
27.02.2020 08:00,-2.7,601.0,766.0,-1.4,50,Wind blowing from the west,3,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,8.9,,,2500 or more  or no clouds.,,,28.0,-11.7,No precipitation,12,,,,
27.02.2020 05:00,-2.2,602.4,766.9,,51,Wind blowing from the west,3,,7,, ,,,-4.5,8.9,,,,,,29.0,-11.0,No precipitation,6,,,,
27.02.2020 02:00,-1.3,603.7,769.0,,54,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,8.9,,,2500 or more  or no clouds.,,,26.0,-9.4,No precipitation,12,,,,
26.02.2020 20:00,6.4,602.9,768.6,-0.1,24,Wind blowing from the east,3,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,8.9,,,1500-2000,,,19.0,-12.7,No precipitation,12,,,,
26.02.2020 17:00,8.7,603.0,767.9,,17,Wind blowing from the north-east,3,,8,40%., ,,,-4.5,8.9,,,1500-2000,,,30.0,-15.0,No precipitation,6,,,,
26.02.2020 14:00,6.4,604.1,769.3,-0.1,17,Wind blowing from the south,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,6.4,,,1500-2000,,,30.0,-16.9,No precipitation,12,,,,
26.02.2020 11:00,0.3,604.2,770.5,,31,Wind blowing from the south-west,4,,7,no clouds, ,,,-4.5,5.5,,,,,,30.0,-14.9,No precipitation,6,,,,
26.02.2020 08:00,-3.4,603.3,770.4,0.3,51,Wind blowing from the west-southwest,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,5.5,,,1500-2000,,,24.0,-12.3,No precipitation,12,,,,
26.02.2020 05:00,-3.5,603.0,769.7,,59,Wind blowing from the west-southwest,2,,7,, ,,,-5.6,5.5,,,,,,16.0,-10.4,No precipitation,6,,,,
26.02.2020 02:00,-0.8,602.6,768.9,,53,Wind blowing from the west,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,5.5,,,2500 or more  or no clouds.,,,15.0,-9.4,No precipitation,12,,,,
25.02.2020 20:00,2.7,600.6,767.4,0.3,38,Wind blowing from the east,2,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,5.5,,,1500-2000,,,8.0,-10.2,No precipitation,12,,,,
25.02.2020 17:00,3.5,600.3,766.1,,37,Wind blowing from the east,3,,7,90  or more  but not 100%, ,,,-5.6,5.6,,,1500-2000,,,11.0,-9.8,No precipitation,6,,,,
25.02.2020 14:00,1.8,600.7,766.9,,47,Wind blowing from the east,4,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,5.8,,,1500-2000,,,17.0,-8.3,No precipitation,12,,,,
25.02.2020 11:00,1.1,600.0,765.2,,34,Wind blowing from the west-southwest,3,,7,70 – 80%., ,,,-5.6,7.0,,,1500-2000,,,30.0,-13.0,No precipitation,6,,,,
25.02.2020 08:00,-5.0,599.7,766.0,,72,Wind blowing from the west,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,7.0,,,1500-2000,,,18.0,-9.4,No precipitation,12,,,,
25.02.2020 05:00,-3.1,599.7,764.8,,68,Wind blowing from the north,1,,8,, ,,,-4.5,7.0,,,,,,14.0,-8.2,No precipitation,6,,,,
25.02.2020 02:00,-2.1,599.7,765.0,,66,Wind blowing from the west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,7.0,,,2500 or more  or no clouds.,,,12.0,-7.6,No precipitation,12,,,,
24.02.2020 20:00,3.5,599.2,763.9,0.5,41,Wind blowing from the east,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,7.0,,,1500-2000,,,7.0,-8.5,No precipitation,12,,,,
24.02.2020 17:00,5.2,598.7,763.0,,37,Wind blowing from the east,4,,9,90  or more  but not 100%, ,,,-4.5,13.5,,,1500-2000,,,11.0,-8.3,No precipitation,6,,,,
24.02.2020 14:00,3.9,599.7,764.4,0.0,44,Wind blowing from the east,4,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,,,,1500-2000,,,14.0,-7.5,No precipitation,12,,,,
24.02.2020 11:00,2.8,599.7,764.8,,28,Wind blowing from the south-west,3,,6,20–30%., ,,,-4.5,,,,1500-2000,,,30.0,-13.9,No precipitation,6,,,,
24.02.2020 08:00,-0.4,599.1,763.4,-0.2,41,Wind blowing from the west-southwest,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,13.6,,,1500-2000,,,30.0,-12.3,No precipitation,12,,,,
24.02.2020 05:00,-1.3,599.3,761.0,,54,Wind blowing from the west-southwest,2,,8,, ,,,-4.1,13.6,,,,,,19.0,-9.4,No precipitation,6,,,,
24.02.2020 02:00,-0.4,600.0,762.8,,64,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,13.6,,,2500 or more  or no clouds.,,,12.0,-6.4,No precipitation,12,,,,
23.02.2020 20:00,4.5,599.9,764.7,0.8,44,Wind blowing from the east,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,13.6,,,1500-2000,,,12.0,-6.7,No precipitation,12,,,,
23.02.2020 17:00,13.4,599.1,761.1,,13,Wind blowing from the south-west,3,,7,no clouds, ,,,-4.1,13.6,,,,,,30.0,-14.5,No precipitation,6,,,,
23.02.2020 14:00,9.9,601.2,764.8,-0.3,20,Wind blowing from the west-southwest,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,9.9,,,,,,30.0,-12.0,No precipitation,12,,,,
23.02.2020 11:00,0.9,601.5,767.9,,39,Wind blowing from the south-west,2,,7,10%  or less  but not 0, ,,,-5.7,3.1,,,1500-2000,,,30.0,-11.5,No precipitation,6,,,,
