Local time in Changling Economic Development Area,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 02:00,-7.6,751.3,769.7,,87,Wind blowing from the west,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,0.1,,,2500 or more  or no clouds.,,,16.0,-9.4,No precipitation,12,,,,
01.03.2020 20:00,-3.2,750.2,768.7,1.0,65,Wind blowing from the north-northeast,0,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,0.1,,,2500 or more  or no clouds.,,,20.0,-9.0,No precipitation,12,,,,
01.03.2020 17:00,-1.2,749.2,767.5,,47,Wind blowing from the north,2,,6,90  or more  but not 100%, ,,,-9.9,0.1,,,,,,23.0,-11.3,No precipitation,6,,,,
01.03.2020 14:00,-0.4,748.9,767.2,-1.1,47,Wind blowing from the north-west,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-0.3,,,2500 or more  or no clouds.,,,20.0,-10.5,No precipitation,12,,,,
01.03.2020 11:00,-2.9,750.0,768.4,,63,Wind blowing from the north-northwest,2,,4,50%., ,,,-9.9,-0.3,,,2500 or more  or no clouds.,,,21.0,-9.1,No precipitation,6,,,,
01.03.2020 08:00,-7.6,750.2,768.7,,89,Wind blowing from the north-northeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-0.3,,,,,,5.0,-9.1,No precipitation,12,,,,
01.03.2020 02:00,-8.0,750.3,768.7,,87,Wind blowing from the north-east,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,-0.3,,,2500 or more  or no clouds.,,,18.0,-9.8,No precipitation,12,,,,
29.02.2020 20:00,-4.2,749.7,768.1,0.8,72,Wind blowing from the east-northeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,-0.3,,,,,,16.0,-8.6,No precipitation,12,,,,
29.02.2020 17:00,-0.8,748.9,767.2,,57,Wind blowing from the north,1,,8,no clouds, ,,,-9.1,1.9,,,,,,16.0,-8.4,No precipitation,6,,,,
29.02.2020 14:00,-0.3,748.6,766.9,-0.2,55,Wind blowing from the north-northwest,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,4.7,,,2500 or more  or no clouds.,,,21.0,-8.4,No precipitation,12,,,,
29.02.2020 11:00,-2.0,748.8,767.0,,64,Wind blowing from the north-northwest,4,,7,90  or more  but not 100%, ,,,-9.1,4.7,,,,,,21.0,-8.0,No precipitation,6,,,,
29.02.2020 08:00,-7.4,748.3,766.6,,78,Wind blowing from the west-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,4.7,,,,,,12.0,-10.6,No precipitation,12,,,,
29.02.2020 05:00,-8.2,747.5,765.7,,77,Wind blowing from the west-southwest,2,,10,, ,,,-8.3,4.7,,,,,,17.0,-11.6,No precipitation,6,,,,
29.02.2020 02:00,-6.7,746.8,764.9,,65,Wind blowing from the west,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,4.7,,,2500 or more  or no clouds.,,,29.0,-12.3,No precipitation,12,,,,
28.02.2020 20:00,-2.1,745.6,763.7,1.5,41,Wind blowing from the west-northwest,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,4.7,,,,,,26.0,-13.8,No precipitation,12,,,,
28.02.2020 17:00,1.9,744.1,762.0,,29,Wind blowing from the west-northwest,7,,,no clouds, ,,,-4.3,4.7,,,,,,15.0,-14.2,No precipitation,6,,,,
28.02.2020 14:00,4.4,742.7,760.6,-0.6,34,Wind blowing from the west,7,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,4.4,,,2500 or more  or no clouds.,,,15.0,-10.4,Trace of precipitation,12,,,,
28.02.2020 11:00,0.7,743.3,761.2,,54,Wind blowing from the west-southwest,5,,9,90  or more  but not 100%, ,,,-4.3,4.1,,,,,,15.0,-7.7,Trace of precipitation,6,,,,
28.02.2020 08:00,-0.8,743.9,761.8,,55,Wind blowing from the south-southwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,4.1,,,2500 or more  or no clouds.,,,17.0,-8.9,Trace of precipitation,12,,,,
28.02.2020 05:00,-2.3,744.4,762.4,,54,Wind blowing from the south,3,,8,, ,,,-5.3,4.1,,,,,,25.0,-10.5,No precipitation,6,,,,
28.02.2020 02:00,-4.3,746.9,764.9,,62,Wind blowing from the south-east,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,4.1,,,2500 or more  or no clouds.,,,21.0,-10.6,No precipitation,12,,,,
27.02.2020 20:00,-0.6,751.0,769.2,-0.7,45,Wind blowing from the south,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,4.1,,,,,,20.0,-11.3,No precipitation,12,,,,
27.02.2020 17:00,2.9,751.7,769.9,,34,Wind blowing from the south-southeast,2,,7,no clouds, ,,,-5.4,4.1,,,,,,16.0,-11.4,No precipitation,6,,,,
27.02.2020 14:00,3.9,753.1,771.3,-2.5,28,Wind blowing from the south-west,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.4,3.9,,,,,,15.0,-12.9,No precipitation,12,,,,
27.02.2020 11:00,1.4,755.6,773.8,,39,Wind blowing from the south-southwest,3,,6,no clouds, ,,,-5.4,1.8,,,,,,16.0,-11.3,No precipitation,6,,,,
27.02.2020 08:00,-3.9,756.6,775.1,-0.1,45,Wind blowing from the south,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,,,,,,,16.0,-14.3,No precipitation,12,,,,
27.02.2020 05:00,-5.0,756.7,775.0,,52,Wind blowing from the west-southwest,2,,5,, ,,,-11.5,1.8,,,,,,26.0,-13.5,No precipitation,6,,,,
27.02.2020 02:00,-5.1,757.0,775.4,,57,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,1.8,,,2500 or more  or no clouds.,,,22.0,-12.4,No precipitation,12,,,,
26.02.2020 20:00,-5.0,757.2,775.9,0.2,78,Wind blowing from the north,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,1.8,,,,,,7.0,-8.3,No precipitation,12,,,,
26.02.2020 17:00,0.9,757.0,775.5,,35,Wind blowing from the north,2,,6,no clouds, ,,,-11.5,1.8,,,,,,13.0,-12.8,No precipitation,6,,,,
26.02.2020 14:00,1.3,756.7,775.2,-0.7,33,Wind blowing from the north,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,1.3,,,,,,19.0,-13.5,No precipitation,12,,,,
26.02.2020 11:00,-1.3,757.4,775.9,,42,Wind blowing from the north,2,,4,, ,,,-11.5,0.0,,,,,,19.0,-12.8,No precipitation,6,,,,
26.02.2020 08:00,-7.8,757.3,775.9,1.3,79,Wind blowing from the north-east,1,,5,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,0.0,,,,,,7.0,-10.9,No precipitation,12,,,,
26.02.2020 05:00,-10.6,756.0,774.6,,88,Calm  no wind,0,,,, ,,,-10.6,0.0,,,,,,13.0,-12.2,No precipitation,6,,,,
26.02.2020 02:00,-7.7,755.5,774.0,,80,Wind blowing from the north,0,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.7,0.0,,,2500 or more  or no clouds.,,,15.0,-10.6,No precipitation,12,,,,
25.02.2020 20:00,-3.9,754.4,772.9,,61,Wind blowing from the east-northeast,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,0.0,,,,,,20.0,-10.4,No precipitation,12,,,,
25.02.2020 14:00,-0.6,753.3,771.6,-1.1,48,Wind blowing from the east-northeast,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,3.2,,,,,,22.0,-10.4,No precipitation,12,,,,
25.02.2020 11:00,-2.4,754.4,772.7,,53,Wind blowing from the north-east,6,,10,no clouds, ,,,-6.9,3.2,,,,,,23.0,-10.8,No precipitation,6,,,,
25.02.2020 08:00,-5.5,754.8,773.2,1.3,66,Wind blowing from the east-northeast,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,,,,2500 or more  or no clouds.,,,14.0,-10.9,No precipitation,12,,,,
25.02.2020 05:00,-5.7,753.5,771.8,,73,Wind blowing from the east,2,,4,, ,,,-8.9,3.2,,,,,,20.0,-9.8,No precipitation,6,,,,
25.02.2020 02:00,-4.3,753.3,771.4,,66,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,3.2,,,2500 or more  or no clouds.,,,14.0,-9.8,No precipitation,12,,,,
24.02.2020 20:00,-2.5,752.5,770.9,1.1,66,Wind blowing from the east-southeast,1,,,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,3.2,,,2500 or more  or no clouds.,,,4.5,-8.1,No precipitation,12,,,,
24.02.2020 17:00,1.5,751.4,769.7,,37,Wind blowing from the east,1,,6,no clouds, ,,,-8.9,4.6,,,,,,15.0,-11.9,No precipitation,6,,,,
24.02.2020 14:00,2.7,751.3,769.4,-0.3,32,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,4.9,,,,,,16.0,-12.3,No precipitation,12,,,,
24.02.2020 11:00,0.5,751.6,769.7,,39,Wind blowing from the north-east,2,,6,50%., ,,,-8.9,4.9,,,2500 or more  or no clouds.,,,18.0,-12.1,No precipitation,6,,,,
24.02.2020 08:00,-6.5,750.9,769.2,2.0,65,Wind blowing from the north-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,4.9,,,,,,14.0,-12.1,No precipitation,12,,,,
24.02.2020 05:00,-6.9,748.9,767.0,,68,Wind blowing from the north-west,1,,6,, ,,,-7.5,4.9,,,,,,29.0,-11.9,No precipitation,6,,,,
24.02.2020 02:00,-4.6,747.4,765.5,,59,Wind blowing from the west,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,4.9,,,2500 or more  or no clouds.,,,29.0,-11.5,No precipitation,12,,,,
23.02.2020 20:00,0.0,743.3,761.5,2.0,42,Wind blowing from the west-southwest,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,4.9,,,,,,14.0,-11.6,No precipitation,12,,,,
23.02.2020 17:00,4.6,741.3,759.2,,37,Wind blowing from the south-west,2,,,40%., ,,,-7.5,4.9,,,2500 or more  or no clouds.,,,14.0,-9.1,No precipitation,6,,,,
23.02.2020 14:00,2.7,741.6,759.6,-2.7,42,Wind blowing from the south-west,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,2.7,,,2500 or more  or no clouds.,,,15.0,-9.2,No precipitation,12,,,,
23.02.2020 11:00,-0.5,744.3,762.4,,52,Wind blowing from the south-southwest,5,,9,100%., ,,,-7.5,-0.5,,,1500-2000,,,18.0,-9.3,No precipitation,6,,,,
23.02.2020 08:00,-6.8,747.3,765.7,-0.8,69,Wind blowing from the south-southeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,-4.0,,,2500 or more  or no clouds.,,,17.0,-11.6,No precipitation,12,,,,
23.02.2020 05:00,-6.0,748.1,766.5,,56,Wind blowing from the south-west,3,,9,, ,,,-9.5,-4.0,,,,,,24.0,-13.5,No precipitation,6,,,,
23.02.2020 02:00,-7.3,749.2,767.7,,66,Wind blowing from the west,3,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-4.0,,,2500 or more  or no clouds.,,,24.0,-12.7,No precipitation,12,,,,
22.02.2020 20:00,-4.9,750.1,768.7,0.3,71,Wind blowing from the south-southwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,-1.4,,,2500 or more  or no clouds.,,,19.0,-9.4,Trace of precipitation,12,,,,
22.02.2020 17:00,-4.3,749.8,768.3,,72,Wind blowing from the west-northwest,2,,10,50%., ,,,-9.5,2.3,,,2500 or more  or no clouds.,,,18.0,-8.7,No precipitation,6,,,,
22.02.2020 14:00,-5.3,749.0,767.5,0.5,79,Wind blowing from the north-west,6,,10,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,,,,1500-2000,,,16.0,-8.4,Trace of precipitation,12,,,,
22.02.2020 11:00,-6.7,748.5,766.9,,76,Wind blowing from the north-west,6,,10,100%., ,,,-9.5,,,,1500-2000,,,17.0,-10.3,No precipitation,6,,,,
22.02.2020 08:00,-8.4,747.9,766.2,1.1,88,Wind blowing from the north-west,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,3.4,,,2500 or more  or no clouds.,,,9.0,-10.1,Trace of precipitation,12,,,,
22.02.2020 05:00,-9.2,746.8,765.1,,71,Wind blowing from the west-northwest,3,,8,, ,,,-9.2,3.4,,,,,,25.0,-13.6,No precipitation,6,,,,
22.02.2020 02:00,-6.9,747.1,765.2,,62,Wind blowing from the west-northwest,5,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.9,3.4,,,2500 or more  or no clouds.,,,28.0,-13.1,No precipitation,12,,,,
21.02.2020 20:00,-1.3,747.1,765.2,0.5,77,Wind blowing from the north-west,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,3.4,,,2500 or more  or no clouds.,,,13.0,-4.9,No precipitation,12,,,,
21.02.2020 17:00,2.3,746.6,764.5,,80,Wind blowing from the south,2,,6,90  or more  but not 100%, ,,,-2.3,3.4,,,,,,7.0,-0.9,No precipitation,6,,,,
21.02.2020 14:00,2.6,747.4,765.3,-1.8,72,Wind blowing from the south-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,2.6,,,2500 or more  or no clouds.,,,7.0,-2.0,No precipitation,12,,,,
21.02.2020 11:00,0.5,749.2,767.2,,87,Wind blowing from the south-southwest,3,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,1.6,,,,,,6.0,-1.5,No precipitation,6,,,,
21.02.2020 08:00,-1.7,750.7,768.8,-0.1,86,Wind blowing from the south-southwest,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.6,,,1500-2000,,,6.0,-3.8,No precipitation,12,,,,
21.02.2020 05:00,-1.7,750.8,768.9,,89,Wind blowing from the south-southwest,2,,5,,Mist. ,,,,1.6,,,,,,4.8,-3.3,No precipitation,6,,,,
21.02.2020 02:00,-0.9,751.9,769.9,,70,Wind blowing from the south,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.6,,,2500 or more  or no clouds.,,,9.0,-5.8,No precipitation,12,,,,
