Local time in Garze,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 08:00,-3.3,504.2,759.4,0.6,63,Wind blowing from the west-northwest,1,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,12.4,,,,,,27.0,-9.5,No precipitation,12,,,,
02.03.2020 05:00,-1.9,503.6,755.9,,56,Wind blowing from the north-east,1,,13,, ,,,-8.0,12.4,,,,,,30.0,-9.7,No precipitation,6,,,,
02.03.2020 02:00,1.3,504.0,755.2,0.2,48,Wind blowing from the east-northeast,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,12.4,,,2500 or more  or no clouds.,,,30.0,-8.5,No precipitation,12,,,,
01.03.2020 23:00,2.0,503.8,758.7,,46,Wind blowing from the north,1,,13,, ,,,-8.0,12.4,,,,,,30.0,-8.4,No precipitation,6,,,,
01.03.2020 20:00,6.7,502.3,759.1,1.2,22,Wind blowing from the west,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,12.4,,,1500-2000,,,28.0,-13.5,No precipitation,12,,,,
01.03.2020 17:00,10.0,501.1,754.7,,12,Wind blowing from the south,6,,12,90  or more  but not 100%, ,,,-8.0,12.4,,,,,,30.0,-18.1,No precipitation,6,,,,
01.03.2020 14:00,9.3,503.1,756.8,-2.7,11,Wind blowing from the west,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.0,11.2,,,1500-2000,,,30.0,-19.7,No precipitation,12,,,,
01.03.2020 11:00,1.5,505.8,762.4,,28,Wind blowing from the south-east,2,,3,no clouds, ,,,-8.0,11.2,,,,,,30.0,-15.0,No precipitation,6,,,,
01.03.2020 08:00,-7.9,505.8,766.1,0.4,58,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,11.2,,,,,,30.0,-14.7,No precipitation,12,,,,
01.03.2020 05:00,-6.6,505.4,761.0,,54,Wind blowing from the north-northeast,1,,8,, ,,,-10.0,11.2,,,,,,30.0,-14.4,No precipitation,6,,,,
01.03.2020 02:00,-4.1,505.3,762.1,0.2,40,Wind blowing from the north-northeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,11.2,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
29.02.2020 23:00,0.6,505.1,763.6,,20,Wind blowing from the north-west,2,,8,, ,,,-10.0,11.2,,,,,,30.0,-19.8,No precipitation,6,,,,
29.02.2020 20:00,3.7,504.1,764.5,0.5,18,Wind blowing from the north,2,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,11.2,,,1500-2000,,,30.0,-18.4,No precipitation,12,,,,
29.02.2020 17:00,10.2,503.6,759.1,,7,Wind blowing from the north-northwest,2,,6,10%  or less  but not 0, ,,,-10.0,11.1,,,1500-2000,,,30.0,-24.2,No precipitation,6,,,,
29.02.2020 14:00,5.6,505.6,763.5,-2.4,15,Wind blowing from the west-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.0,6.0,,,,,,30.0,-19.0,No precipitation,12,,,,
29.02.2020 11:00,-2.4,508.0,770.1,,37,Wind blowing from the south-southwest,2,,3,no clouds, ,,,-10.0,6.0,,,,,,30.0,-15.4,No precipitation,6,,,,
29.02.2020 08:00,-9.8,507.4,771.7,0.7,58,Wind blowing from the north-northwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,6.0,,,,,,30.0,-16.5,No precipitation,12,,,,
29.02.2020 05:00,-8.1,506.7,767.5,,50,Wind blowing from the north,1,,7,, ,,,-8.3,6.0,,,,,,30.0,-16.9,No precipitation,6,,,,
29.02.2020 02:00,-5.8,507.0,766.3,0.0,41,Wind blowing from the north,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.1,6.0,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
28.02.2020 23:00,-3.0,507.0,767.5,,30,Wind blowing from the north,2,,12,, ,,,-4.1,6.0,,,,,,30.0,-18.1,No precipitation,6,,,,
28.02.2020 20:00,0.1,506.0,766.0,,25,Wind blowing from the north-east,2,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,6.0,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
28.02.2020 17:00,3.7,505.7,762.6,,12,Wind blowing from the south-west,4,,12,70 – 80%., ,,,-4.1,6.8,,,1500-2000,,,30.0,-23.1,No precipitation,6,,,,
28.02.2020 14:00,4.3,506.7,763.5,-1.4,17,Wind blowing from the west,6,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.1,7.6,,,1500-2000,,,30.0,-18.6,No precipitation,12,,,,
28.02.2020 11:00,-0.6,508.1,768.2,,38,Wind blowing from the west,5,,9,no clouds, ,,,-4.1,,,,,,,30.0,-13.2,No precipitation,6,,,,
28.02.2020 08:00,-3.7,507.3,765.8,0.7,76,Wind blowing from the west-southwest,1,,11,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.7,7.6,,,1500-2000,,,30.0,-7.3,2.0,12,,,,
28.02.2020 05:00,-2.1,506.6,762.2,,72,Wind blowing from the south-southwest,1,,11,, ,,,-2.3,7.6,,,,,,30.0,-6.6,1.0,6,,,,
28.02.2020 02:00,-1.7,506.8,764.5,0.1,89,Wind blowing from the south,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.9,7.6,,,2500 or more  or no clouds.,,,30.0,-3.3,2.0,12,,,,
27.02.2020 23:00,-1.3,506.7,762.1,,90,Wind blowing from the west-southwest,3,,15,,Intermittent fall of snowflakes  slight at time of observation. ,,,-1.3,7.6,,,,,,1.3,-2.7,0.3,6,,,,
27.02.2020 20:00,4.0,504.0,757.0,0.7,41,Wind blowing from the north-northwest,4,,15,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,7.6,,,1500-2000,,,30.0,-8.1,Trace of precipitation,12,,,,
27.02.2020 17:00,6.9,503.3,753.8,,25,Wind blowing from the south,4,,15,100%., ,,,1.1,10.2,,,1500-2000,,,30.0,-11.8,No precipitation,6,,,,
27.02.2020 14:00,3.0,504.8,758.9,-0.1,49,Wind blowing from the east-northeast,2,,15,90  or more  but not 100%,Rain and snow or ice pellets not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,11.4,,,1500-2000,,,30.0,-6.9,Trace of precipitation,12,,,,
27.02.2020 11:00,6.5,504.9,757.9,,27,Wind blowing from the east,1,,9,90  or more  but not 100%, ,,,1.1,11.4,,,,,,30.0,-11.2,No precipitation,6,,,,
27.02.2020 08:00,3.3,504.3,756.6,0.5,33,Wind blowing from the south,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.2,11.4,,,2000-2500,,,30.0,-11.4,No precipitation,12,,,,
27.02.2020 05:00,4.3,503.8,753.1,,26,Wind blowing from the north-northwest,2,,9,, ,,,-4.6,11.4,,,,,,30.0,-13.5,No precipitation,6,,,,
27.02.2020 02:00,2.8,504.3,754.3,-0.2,36,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,11.4,,,2500 or more  or no clouds.,,,30.0,-11.1,No precipitation,12,,,,
26.02.2020 23:00,1.7,504.5,758.1,,46,Wind blowing from the north,1,,9,, ,,,-4.6,11.4,,,,,,30.0,-8.7,No precipitation,6,,,,
26.02.2020 20:00,5.6,504.0,760.2,-0.5,38,Wind blowing from the south-west,1,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,11.4,,,1500-2000,,,30.0,-7.9,No precipitation,12,,,,
26.02.2020 17:00,9.8,504.5,758.6,,26,Wind blowing from the south-west,3,,9,70 – 80%., ,,,-4.6,11.4,,,1500-2000,,,30.0,-8.8,No precipitation,6,,,,
26.02.2020 14:00,10.1,505.5,759.1,-1.8,15,Wind blowing from the south-west,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,10.4,,,2500 or more  or no clouds.,,,30.0,-15.4,No precipitation,12,,,,
26.02.2020 11:00,4.8,507.3,763.0,,30,Wind blowing from the north-east,1,,,20–30%., ,,,-4.6,10.3,,,1500-2000,,,25.0,-11.3,No precipitation,6,,,,
26.02.2020 08:00,-4.2,507.0,765.7,1.1,70,Wind blowing from the south,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,10.3,,,1500-2000,,,30.0,-9.0,No precipitation,12,,,,
26.02.2020 05:00,-4.3,505.9,761.4,,60,Wind blowing from the east-southeast,1,,7,, ,,,-4.3,10.3,,,,,,30.0,-10.9,No precipitation,6,,,,
26.02.2020 02:00,-2.6,505.8,760.4,0.5,53,Wind blowing from the north,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,10.3,,,2500 or more  or no clouds.,,,30.0,-10.9,No precipitation,12,,,,
25.02.2020 23:00,0.6,505.3,760.6,,35,Wind blowing from the north-northwest,1,,9,, ,,,-2.4,10.3,,,,,,30.0,-13.1,No precipitation,6,,,,
25.02.2020 20:00,3.8,504.8,761.2,,27,Wind blowing from the north-west,1,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,10.3,,,1500-2000,,,30.0,-13.5,No precipitation,12,,,,
25.02.2020 14:00,8.6,505.5,757.9,,20,Wind blowing from the east-southeast,2,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,10.7,,,1500-2000,,,30.0,-13.1,No precipitation,12,,,,
25.02.2020 11:00,3.7,507.1,761.7,,50,Wind blowing from the east,2,,6,10%  or less  but not 0, ,,,-2.4,10.7,,,1500-2000,,,30.0,-6.0,No precipitation,6,,,,
25.02.2020 08:00,-2.0,506.5,762.6,1.0,74,Wind blowing from the north,0,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,10.7,,,2500 or more  or no clouds.,,,30.0,-6.0,No precipitation,12,,,,
25.02.2020 05:00,-2.3,505.5,759.1,,70,Wind blowing from the north,1,,10,, ,,,-5.9,10.7,,,,,,30.0,-7.0,No precipitation,6,,,,
25.02.2020 02:00,0.9,505.8,759.1,0.3,61,Wind blowing from the south,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,10.7,,,2500 or more  or no clouds.,,,30.0,-5.8,No precipitation,12,,,,
24.02.2020 23:00,3.5,505.5,760.0,,36,Wind blowing from the west-southwest,1,,10,, ,,,-5.9,10.7,,,,,,30.0,-10.2,No precipitation,6,,,,
24.02.2020 20:00,5.9,504.3,761.2,,21,Wind blowing from the east-northeast,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,10.7,,,2500 or more  or no clouds.,,,25.0,-14.8,No precipitation,12,,,,
24.02.2020 17:00,10.0,503.4,756.7,,16,Wind blowing from the south-southwest,5,,,50%., ,,,-5.9,10.7,,,1500-2000,,,30.0,-14.7,No precipitation,6,,,,
24.02.2020 14:00,7.5,505.2,759.6,-2.1,16,Wind blowing from the west-southwest,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,11.4,,,1500-2000,,,30.0,-16.7,No precipitation,12,,,,
24.02.2020 11:00,2.1,507.3,764.2,,45,Wind blowing from the east-northeast,1,,6,no clouds, ,,,-5.9,11.4,,,,,,28.0,-8.6,No precipitation,6,,,,
24.02.2020 08:00,-5.6,506.6,765.4,0.5,74,Wind blowing from the east,1,,6,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.6,11.4,,,1500-2000,,,2.7,-9.5,No precipitation,12,,,,
24.02.2020 05:00,-3.8,506.1,761.8,,65,Wind blowing from the north-northeast,1,,8,, ,,,-3.9,11.4,,,,,,30.0,-9.4,No precipitation,6,,,,
24.02.2020 02:00,-1.9,506.6,760.6,0.2,57,Wind blowing from the north-northeast,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,11.4,,,2500 or more  or no clouds.,,,30.0,-9.3,No precipitation,12,,,,
23.02.2020 23:00,1.1,506.4,760.0,,44,Wind blowing from the east-southeast,1,,13,, ,,,-3.5,11.4,,,,,,28.0,-9.8,No precipitation,6,,,,
23.02.2020 20:00,4.5,505.1,761.8,0.8,36,Wind blowing from the east,2,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,11.4,,,1500-2000,,,30.0,-9.3,No precipitation,12,,,,
23.02.2020 17:00,8.2,504.3,757.6,,21,Wind blowing from the south-west,5,,13,90  or more  but not 100%, ,,,-3.5,11.4,,,,,,30.0,-12.8,No precipitation,6,,,,
23.02.2020 14:00,9.7,505.5,758.5,,21,Wind blowing from the south,4,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.5,9.9,,,1500-2000,,,30.0,-11.6,No precipitation,12,,,,
23.02.2020 11:00,7.1,507.3,760.3,,22,Wind blowing from the south,2,,5,60%., ,,,-3.5,9.9,,,1500-2000,,,30.0,-13.2,No precipitation,6,,,,
23.02.2020 08:00,-3.1,507.0,764.5,0.3,70,Wind blowing from the north-northeast,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,9.9,,,1500-2000,,,27.0,-7.8,No precipitation,12,,,,
23.02.2020 05:00,-1.5,506.7,761.0,,64,Wind blowing from the north-east,2,,,, ,,,-4.6,9.9,,,,,,30.0,-7.6,No precipitation,6,,,,
23.02.2020 02:00,-1.1,507.6,762.4,-0.5,64,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,9.9,,,2500 or more  or no clouds.,,,25.0,-7.2,No precipitation,12,,,,
22.02.2020 23:00,3.1,508.1,765.1,,49,Wind blowing from the north-east,1,,5,, ,,,-4.6,9.9,,,,,,30.0,-6.6,No precipitation,6,,,,
22.02.2020 20:00,4.8,507.5,766.0,,35,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,9.9,,,1500-2000,,,12.0,-9.4,No precipitation,12,,,,
22.02.2020 17:00,8.9,507.3,762.7,,24,Wind blowing from the west-northwest,1,,5,90  or more  but not 100%, ,,,-4.6,9.9,,,,,,30.0,-10.6,No precipitation,6,,,,
22.02.2020 14:00,8.3,509.2,765.1,-2.0,25,Wind blowing from the south-east,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,8.5,,,1500-2000,,,30.0,-10.6,No precipitation,12,,,,
22.02.2020 11:00,0.4,511.2,771.2,,44,Wind blowing from the north-northwest,1,,5,90  or more  but not 100%, ,,,-4.6,8.3,,,1500-2000,,,30.0,-10.7,No precipitation,6,,,,
22.02.2020 08:00,-4.4,510.6,771.7,0.6,63,Calm  no wind,0,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,8.3,,,1500-2000,,,30.0,-10.4,No precipitation,12,,,,
22.02.2020 05:00,-3.3,510.0,767.5,,64,Wind blowing from the east,1,,6,, ,,,-6.7,8.3,,,,,,30.0,-9.3,No precipitation,6,,,,
22.02.2020 02:00,-1.6,510.6,768.8,-0.1,46,Wind blowing from the north,0,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,8.3,,,2500 or more  or no clouds.,,,30.0,-11.7,No precipitation,12,,,,
21.02.2020 23:00,0.8,510.7,771.4,,38,Wind blowing from the north-northeast,1,,6,, ,,,-6.7,8.3,,,,,,30.0,-12.2,No precipitation,6,,,,
