Local time in Gaoyao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 02:00,22.3,756.5,761.8,0.0,76,Wind blowing from the east-northeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,29.2,,,2500 or more  or no clouds.,,,30.0,17.8,No precipitation,12,,,,
01.03.2020 23:00,22.9,756.5,761.8,,76,Wind blowing from the east-northeast,2,,9,, ,,,18.9,29.2,,,,,,17.0,18.4,No precipitation,6,,,,
01.03.2020 20:00,24.1,755.2,760.5,1.1,71,Wind blowing from the north-east,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,29.2,,,1000-1500,,,28.0,18.5,No precipitation,12,,,,
01.03.2020 17:00,25.2,754.1,759.4,,71,Wind blowing from the north-east,4,,9,100%., ,,,18.9,29.2,,,1000-1500,,,14.0,19.5,No precipitation,6,,,,
01.03.2020 14:00,29.1,754.7,760.0,-1.7,57,Wind blowing from the north-northwest,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,29.2,,,1000-1500,,,30.0,19.7,No precipitation,12,,,,
01.03.2020 11:00,25.8,756.4,761.7,,69,Wind blowing from the west,1,,3,50%., ,,,18.9,28.3,,,1000-1500,,,24.0,19.6,No precipitation,6,,,,
01.03.2020 08:00,19.2,756.0,761.3,,100,Wind blowing from the west,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.9,28.3,,,1000-1500,,,2.2,19.2,No precipitation,12,,,,
01.03.2020 05:00,19.3,755.0,760.3,,99,Wind blowing from the north-west,0,,4,, ,,,18.3,28.3,,,,,,11.0,19.1,No precipitation,6,,,,
01.03.2020 02:00,20.3,754.9,760.2,-0.3,100,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,28.3,,,2500 or more  or no clouds.,,,18.0,20.3,No precipitation,12,,,,
29.02.2020 23:00,22.4,755.2,760.6,,79,Wind blowing from the east,2,,4,, ,,,18.1,28.3,,,,,,30.0,18.5,No precipitation,6,,,,
29.02.2020 20:00,24.3,754.2,759.5,0.5,70,Wind blowing from the east-southeast,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,28.3,,,1000-1500,,,30.0,18.4,No precipitation,12,,,,
29.02.2020 17:00,27.2,753.7,759.0,,59,Wind blowing from the east-southeast,2,,4,50%., ,,,18.1,28.3,,,1000-1500,,,30.0,18.4,No precipitation,6,,,,
29.02.2020 14:00,27.0,754.6,760.0,,60,Wind blowing from the north-northeast,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,27.0,,,1000-1500,,,30.0,18.5,No precipitation,12,,,,
29.02.2020 11:00,23.4,757.3,762.6,,77,Wind blowing from the north-east,2,,,90  or more  but not 100%, ,,,18.1,26.0,,,1000-1500,,,8.0,19.1,No precipitation,6,,,,
29.02.2020 08:00,18.9,756.9,762.3,0.8,99,Wind blowing from the north-east,1,,,50%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.1,26.0,,,2500 or more  or no clouds.,,,1.7,18.7,No precipitation,12,,,,
29.02.2020 05:00,18.8,756.1,761.4,,100,Wind blowing from the south-southeast,1,,6,,Mist. ,,,17.4,26.0,,,,,,3.4,18.8,No precipitation,6,,,,
29.02.2020 02:00,19.3,756.8,762.1,-0.6,98,Wind blowing from the west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,26.0,,,2500 or more  or no clouds.,,,5.0,18.9,No precipitation,12,,,,
28.02.2020 23:00,19.8,757.4,762.8,,91,Wind blowing from the north-northwest,0,,6,,Mist. ,,,17.4,26.0,,,,,,5.0,18.2,No precipitation,6,,,,
28.02.2020 20:00,21.8,757.0,762.4,,78,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,26.0,,,1000-1500,,,10.0,17.7,No precipitation,12,,,,
28.02.2020 17:00,25.1,756.6,761.9,,63,Wind blowing from the east-southeast,2,,5,100%., ,,,17.4,26.1,,,1000-1500,,,26.0,17.5,No precipitation,6,,,,
28.02.2020 14:00,24.9,757.6,763.0,-2.3,63,Wind blowing from the south-east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,26.8,,,1000-1500,,,21.0,17.3,No precipitation,12,,,,
28.02.2020 11:00,21.0,759.9,765.3,,83,Wind blowing from the east-northeast,1,,6,100%., ,,,17.4,,,,1000-1500,,,13.0,18.0,No precipitation,6,,,,
28.02.2020 08:00,18.5,759.1,764.5,,100,Wind blowing from the south,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.4,26.8,,,1000-1500,,,8.0,18.5,No precipitation,12,,,,
28.02.2020 05:00,17.8,758.0,763.3,,99,Wind blowing from the east-northeast,1,,6,,Mist. ,,,17.8,26.8,,,,,,4.9,17.6,No precipitation,6,,,,
28.02.2020 02:00,19.0,758.8,764.2,-0.6,92,Wind blowing from the south-southeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,26.8,,,2500 or more  or no clouds.,,,13.0,17.6,No precipitation,12,,,,
27.02.2020 23:00,20.3,759.4,764.7,,86,Wind blowing from the south-southeast,3,,7,, ,,,17.8,26.8,,,,,,26.0,17.8,No precipitation,6,,,,
27.02.2020 20:00,22.9,758.1,763.5,0.7,79,Wind blowing from the east-southeast,3,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,26.8,,,600-1000,,,14.0,19.0,No precipitation,12,,,,
27.02.2020 17:00,26.0,757.4,762.7,,66,Wind blowing from the east-northeast,2,,7,100%., ,,,17.8,27.8,,,600-1000,,,22.0,19.1,No precipitation,6,,,,
27.02.2020 14:00,26.1,758.2,763.5,-2.1,70,Wind blowing from the east,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,29.9,,,600-1000,,,25.0,20.2,No precipitation,12,,,,
27.02.2020 11:00,24.4,760.3,765.7,,77,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,17.8,29.9,,,600-1000,,,11.0,20.1,No precipitation,6,,,,
27.02.2020 08:00,18.2,759.4,764.8,1.8,100,Wind blowing from the east,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,29.9,,,600-1000,,,0.4,18.2,No precipitation,12,,,,
27.02.2020 05:00,18.4,757.6,763.0,,99,Wind blowing from the west-southwest,1,,5,,Mist. ,,,18.2,29.9,,,,,,6.0,18.2,No precipitation,6,,,,
27.02.2020 02:00,19.5,757.9,763.2,-0.4,99,Wind blowing from the west,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,29.9,,,2500 or more  or no clouds.,,,6.0,19.3,No precipitation,12,,,,
26.02.2020 23:00,21.3,758.3,763.6,,90,Wind blowing from the south-west,1,,5,, ,,,18.2,29.9,,,,,,12.0,19.5,No precipitation,6,,,,
26.02.2020 20:00,24.5,757.6,762.9,0.7,65,Wind blowing from the east-southeast,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,29.9,,,1000-1500,,,30.0,17.4,No precipitation,12,,,,
26.02.2020 17:00,27.8,756.9,762.2,,52,Wind blowing from the north-east,3,,5,50%., ,,,18.2,29.9,,,1000-1500,,,30.0,17.0,No precipitation,6,,,,
26.02.2020 14:00,29.2,757.6,763.0,-2.5,46,Wind blowing from the south-east,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,29.2,,,600-1000,,,30.0,16.4,No precipitation,12,,,,
26.02.2020 11:00,25.3,760.1,765.4,,68,Wind blowing from the south-southwest,2,,3,20–30%., ,,,18.2,28.5,,,1000-1500,,,25.0,18.9,No precipitation,6,,,,
26.02.2020 08:00,18.6,759.7,765.1,,100,Wind blowing from the south-southeast,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.2,28.5,,,600-1000,,,2.2,18.6,No precipitation,12,,,,
26.02.2020 05:00,18.8,757.9,763.2,,99,Wind blowing from the south-west,1,,5,,Mist. ,,,18.8,28.5,,,,,,2.9,18.6,No precipitation,6,,,,
26.02.2020 02:00,20.5,757.8,763.1,-0.2,91,Wind blowing from the east,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,28.5,,,2500 or more  or no clouds.,,,10.0,18.9,No precipitation,12,,,,
25.02.2020 23:00,21.4,758.0,763.3,,90,Wind blowing from the east,1,,,, ,,,18.8,28.5,,,,,,9.0,19.6,No precipitation,6,,,,
25.02.2020 20:00,23.2,757.0,762.4,0.7,76,Wind blowing from the east,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,28.5,,,1000-1500,,,16.0,18.7,No precipitation,12,,,,
25.02.2020 17:00,27.6,756.3,761.6,,49,Wind blowing from the south,2,,5,20–30%., ,,,18.8,28.5,,,600-1000,,,30.0,15.9,No precipitation,6,,,,
25.02.2020 14:00,26.2,757.6,762.9,,60,Wind blowing from the south,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,18.8,26.4,,,600-1000,,,30.0,17.8,No precipitation,12,,,,
25.02.2020 11:00,22.7,759.9,765.3,,78,Wind blowing from the south-southwest,2,,5,100%., ,,,18.8,25.5,,,1000-1500,,,23.0,18.6,No precipitation,6,,,,
25.02.2020 08:00,19.0,759.4,764.8,1.7,99,Wind blowing from the east-southeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,25.5,,,600-1000,,,5.0,18.8,No precipitation,12,,,,
25.02.2020 05:00,19.3,757.7,763.0,,100,Wind blowing from the south-southeast,1,,6,, ,,,15.1,25.5,,,,,,8.0,19.3,No precipitation,6,,,,
25.02.2020 02:00,19.5,758.3,763.6,,97,Wind blowing from the east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,25.5,,,2500 or more  or no clouds.,,,11.0,19.0,No precipitation,12,,,,
24.02.2020 23:00,20.8,759.2,764.6,,85,Wind blowing from the east-southeast,3,,,, ,,,15.1,25.5,,,,,,16.0,18.1,No precipitation,6,,,,
24.02.2020 20:00,22.3,758.3,763.7,0.4,76,Wind blowing from the south-southeast,4,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,25.5,,,600-1000,,,19.0,17.8,No precipitation,12,,,,
24.02.2020 17:00,24.7,757.9,763.3,,65,Wind blowing from the east-northeast,3,,5,, ,,,15.1,25.5,,,,,,25.0,17.6,No precipitation,6,,,,
24.02.2020 14:00,25.1,759.2,764.6,-2.2,59,Wind blowing from the west-northwest,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,25.2,,,600-1000,,,29.0,16.5,No precipitation,12,,,,
24.02.2020 11:00,22.8,761.4,766.8,,61,Wind blowing from the north-northeast,2,,4,50%., ,,,15.1,25.2,,,600-1000,,,27.0,14.8,No precipitation,6,,,,
24.02.2020 08:00,15.7,761.2,766.7,,99,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.1,25.2,,,2500 or more  or no clouds.,,,3.8,15.5,No precipitation,12,,,,
24.02.2020 05:00,15.6,760.1,765.5,,100,Wind blowing from the east-northeast,2,,,,Mist. ,,,14.9,25.2,,,,,,6.0,15.6,No precipitation,6,,,,
24.02.2020 02:00,17.4,760.6,766.0,-0.7,85,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,25.2,,,2500 or more  or no clouds.,,,13.0,14.8,No precipitation,12,,,,
23.02.2020 23:00,18.8,761.3,766.7,,84,Wind blowing from the east-southeast,1,,,, ,,,14.9,25.2,,,,,,9.0,16.0,No precipitation,6,,,,
23.02.2020 20:00,21.4,760.9,766.3,0.1,68,Wind blowing from the east,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,25.2,,,600-1000,,,18.0,15.2,No precipitation,12,,,,
23.02.2020 17:00,24.8,760.8,766.2,,53,Wind blowing from the north-east,1,,6,20–30%., ,,,14.9,25.2,,,600-1000,,,25.0,14.5,No precipitation,6,,,,
23.02.2020 14:00,24.2,762.4,767.8,,59,Wind blowing from the east-southeast,3,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,25.8,,,600-1000,,,19.0,15.6,No precipitation,12,,,,
23.02.2020 11:00,21.3,765.3,770.8,,72,Wind blowing from the east-northeast,4,,6,20–30%., ,,,14.9,25.8,,,600-1000,,,12.0,16.0,No precipitation,6,,,,
23.02.2020 08:00,16.2,764.6,770.1,1.6,97,Wind blowing from the east,2,,4,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,25.8,,,600-1000,,,2.5,15.8,No precipitation,12,,,,
23.02.2020 05:00,15.2,763.0,768.4,,99,Wind blowing from the south-southeast,1,,3,,Mist. ,,,13.7,25.8,,,,,,1.6,15.0,No precipitation,6,,,,
23.02.2020 02:00,16.6,763.0,768.4,,99,Wind blowing from the west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,25.8,,,2500 or more  or no clouds.,,,4.1,16.4,No precipitation,12,,,,
22.02.2020 23:00,18.6,763.7,769.1,,88,Wind blowing from the west,1,,5,,Mist. ,,,13.7,25.8,,,,,,7.0,16.5,No precipitation,6,,,,
22.02.2020 20:00,22.2,763.0,768.5,,59,Wind blowing from the east-northeast,1,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,25.8,,,600-1000,,,16.0,13.8,No precipitation,12,,,,
22.02.2020 17:00,25.2,762.2,767.6,,48,Wind blowing from the east,2,,,20–30%., ,,,13.7,25.8,,,600-1000,,,24.0,13.4,No precipitation,6,,,,
22.02.2020 14:00,25.1,763.7,769.1,-2.3,50,Wind blowing from the east,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.7,25.3,,,600-1000,,,18.0,13.9,No precipitation,12,,,,
22.02.2020 11:00,20.8,766.0,771.5,,65,Wind blowing from the south,2,,3,90  or more  but not 100%, ,,,13.7,24.8,,,1000-1500,,,14.0,13.9,No precipitation,6,,,,
22.02.2020 08:00,13.9,765.5,771.0,,99,Wind blowing from the west-southwest,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,24.8,,,1000-1500,,,4.3,13.7,No precipitation,12,,,,
22.02.2020 05:00,14.5,763.9,769.3,,99,Wind blowing from the west-southwest,1,,4,,Mist. ,,,13.0,24.8,,,,,,4.9,14.3,No precipitation,6,,,,
22.02.2020 02:00,15.5,764.2,769.6,-0.9,97,Wind blowing from the west-southwest,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,24.8,,,2500 or more  or no clouds.,,,7.0,15.1,No precipitation,12,,,,
21.02.2020 23:00,17.3,765.1,770.6,,87,Wind blowing from the west,1,,6,, ,,,13.0,24.8,,,,,,10.0,15.1,No precipitation,6,,,,
21.02.2020 20:00,21.5,764.0,769.5,0.9,54,Wind blowing from the east-northeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,24.8,,,,,,24.0,11.8,No precipitation,12,,,,
21.02.2020 17:00,23.9,763.1,768.6,,47,Wind blowing from the east,2,,6,no clouds, ,,,13.0,24.8,,,,,,30.0,11.9,No precipitation,6,,,,
21.02.2020 14:00,24.4,764.2,769.6,,45,Wind blowing from the south-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,24.4,,,,,,30.0,11.7,No precipitation,12,,,,
21.02.2020 11:00,20.8,766.6,772.0,,56,Wind blowing from the south-east,3,,5,no clouds, ,,,13.0,23.5,,,,,,29.0,11.7,No precipitation,6,,,,
21.02.2020 08:00,13.3,765.7,771.3,1.8,99,Wind blowing from the west,1,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.0,23.5,,,1000-1500,,,5.0,13.1,No precipitation,12,,,,
