Local time in Darhan Muminggan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 02:00,-8.3,650.7,772.5,,56,Wind blowing from the west-northwest,1,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,5.7,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
29.02.2020 20:00,-3.4,649.2,770.2,2.1,41,Wind blowing from the north-west,6,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.4,6.9,,,,,,30.0,-14.8,No precipitation,12,,,,
29.02.2020 17:00,0.0,647.1,767.0,,44,Wind blowing from the west-northwest,7,,16,90  or more  but not 100%, ,,,-0.2,11.2,,,1000-1500,,,30.0,-10.8,No precipitation,6,,,,
29.02.2020 14:00,3.8,645.2,763.7,0.9,28,Wind blowing from the west-northwest,9,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,11.7,,,1000-1500,,,17.0,-13.0,No precipitation,12,,,,
29.02.2020 11:00,5.3,644.3,762.0,,37,Wind blowing from the west-northwest,7,,11,40%., ,,,-0.2,11.7,,,1000-1500,,,30.0,-8.2,No precipitation,6,,,,
29.02.2020 08:00,1.4,643.3,760.7,,37,Wind blowing from the west-northwest,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,11.7,,,1000-1500,,,30.0,-11.7,No precipitation,12,,,,
29.02.2020 05:00,0.5,641.8,758.2,,55,Wind blowing from the west,1,,10,, ,,,-5.3,11.7,,,,,,17.0,-7.7,No precipitation,6,,,,
29.02.2020 02:00,1.5,641.8,758.1,,54,Wind blowing from the south-west,1,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,11.7,,,2500 or more  or no clouds.,,,14.0,-6.8,No precipitation,12,,,,
28.02.2020 20:00,6.9,641.7,759.9,0.4,30,Wind blowing from the west-southwest,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,11.7,,,2500 or more  or no clouds.,,,21.0,-9.5,No precipitation,12,,,,
28.02.2020 17:00,11.2,641.3,758.5,,20,Wind blowing from the west-southwest,4,,,90  or more  but not 100%, ,,,-5.3,11.7,,,2500 or more  or no clouds.,,,22.0,-10.9,No precipitation,6,,,,
28.02.2020 14:00,11.0,641.8,758.8,-1.9,21,Wind blowing from the west-southwest,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,11.0,,,2500 or more  or no clouds.,,,21.0,-10.5,No precipitation,12,,,,
28.02.2020 11:00,4.5,643.7,761.8,,60,Wind blowing from the south-southwest,3,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,10.0,,,2500 or more  or no clouds.,,,5.0,-2.6,No precipitation,6,,,,
28.02.2020 08:00,-3.1,643.9,763.1,,83,Wind blowing from the east,1,,7,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.3,10.0,,,2500 or more  or no clouds.,,,4.1,-5.6,No precipitation,12,,,,
28.02.2020 05:00,-3.4,643.5,761.6,,82,Wind blowing from the south-east,1,,10,,Mist. ,,,-4.1,10.0,,,,,,6.0,-6.0,No precipitation,6,,,,
28.02.2020 02:00,-1.4,644.5,762.2,,70,Wind blowing from the north-northwest,1,,13,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,10.0,,,2500 or more  or no clouds.,,,5.0,-6.3,No precipitation,12,,,,
27.02.2020 20:00,4.5,645.5,764.4,0.1,43,Wind blowing from the west-southwest,2,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,10.0,,,2500 or more  or no clouds.,,,21.0,-7.0,No precipitation,12,,,,
27.02.2020 17:00,9.0,645.4,763.0,,29,Wind blowing from the west,5,,14,90  or more  but not 100%, ,,,-1.6,10.0,,,2500 or more  or no clouds.,,,22.0,-8.1,No precipitation,6,,,,
27.02.2020 14:00,9.3,646.0,763.5,-1.5,35,Wind blowing from the west-southwest,6,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.7,,,2500 or more  or no clouds.,,,19.0,-5.4,No precipitation,12,,,,
27.02.2020 11:00,6.1,647.5,766.1,,59,Wind blowing from the south-west,4,,8,70 – 80%., ,,,-1.6,6.7,,,2500 or more  or no clouds.,,,13.0,-1.3,No precipitation,6,,,,
27.02.2020 08:00,-0.7,648.3,768.1,-0.2,79,Wind blowing from the south-west,4,,7,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.7,,,2500 or more  or no clouds.,,,10.0,-3.9,No precipitation,12,,,,
27.02.2020 05:00,-0.1,648.5,767.5,,63,Wind blowing from the south-west,2,,7,, ,,,-9.8,6.7,,,,,,20.0,-6.3,No precipitation,6,,,,
27.02.2020 02:00,1.3,649.3,768.1,,44,Wind blowing from the south-southwest,4,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.7,,,2500 or more  or no clouds.,,,30.0,-9.6,No precipitation,12,,,,
26.02.2020 20:00,2.6,650.0,772.2,0.2,37,Wind blowing from the south,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,6.7,,,1000-1500,,,30.0,-10.6,No precipitation,12,,,,
26.02.2020 17:00,5.8,649.8,770.7,,29,Wind blowing from the east-northeast,2,,,90  or more  but not 100%, ,,,-9.8,6.7,,,1000-1500,,,30.0,-10.9,No precipitation,6,,,,
26.02.2020 14:00,6.3,650.5,771.4,-1.5,30,Wind blowing from the south-southeast,2,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,6.5,,,2500 or more  or no clouds.,,,30.0,-10.0,No precipitation,12,,,,
26.02.2020 11:00,-0.9,652.0,774.5,,66,Wind blowing from the south,2,,4,70 – 80%., ,,,-9.8,5.8,,,2500 or more  or no clouds.,,,25.0,-6.6,No precipitation,6,,,,
26.02.2020 08:00,-9.0,652.0,775.6,1.2,83,Wind blowing from the south-southeast,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,5.8,,,2500 or more  or no clouds.,,,20.0,-11.4,No precipitation,12,,,,
26.02.2020 05:00,-7.3,650.8,772.5,,83,Wind blowing from the south-east,1,,6,, ,,,-8.0,5.8,,,,,,29.0,-9.7,No precipitation,6,,,,
26.02.2020 02:00,-7.6,650.8,772.0,,84,Wind blowing from the north-west,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,5.8,,,2500 or more  or no clouds.,,,27.0,-9.8,No precipitation,12,,,,
25.02.2020 20:00,-2.1,649.8,772.3,1.8,65,Wind blowing from the north-east,1,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,5.8,,,2500 or more  or no clouds.,,,30.0,-7.8,No precipitation,12,,,,
25.02.2020 17:00,3.3,648.0,768.0,,41,Wind blowing from the north,4,,8,90  or more  but not 100%, ,,,-6.3,7.5,,,2500 or more  or no clouds.,,,30.0,-8.7,No precipitation,6,,,,
25.02.2020 14:00,5.7,647.7,767.2,-0.4,30,Wind blowing from the north-northwest,5,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,9.5,,,2500 or more  or no clouds.,,,30.0,-10.5,No precipitation,12,,,,
25.02.2020 11:00,1.4,648.1,768.4,,40,Wind blowing from the west,4,,7,40%., ,,,-6.3,9.5,,,2500 or more  or no clouds.,,,18.0,-11.0,No precipitation,6,,,,
25.02.2020 08:00,-5.7,647.1,768.2,1.7,71,Wind blowing from the east-southeast,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,9.5,,,2500 or more  or no clouds.,,,13.0,-10.1,No precipitation,12,,,,
25.02.2020 05:00,-2.2,645.4,763.9,,55,Wind blowing from the north-northwest,3,,8,, ,,,-5.8,9.5,,,,,,12.0,-10.2,No precipitation,6,,,,
25.02.2020 02:00,-2.8,645.3,763.7,,62,Wind blowing from the south-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,9.5,,,2500 or more  or no clouds.,,,10.0,-9.1,No precipitation,12,,,,
24.02.2020 20:00,1.4,644.5,765.0,1.6,37,Wind blowing from the west-northwest,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,9.5,,,2500 or more  or no clouds.,,,11.0,-11.7,No precipitation,12,,,,
24.02.2020 17:00,7.5,642.9,761.3,,24,Wind blowing from the west-northwest,5,,9,90  or more  but not 100%, ,,,-5.8,9.5,,,2500 or more  or no clouds.,,,13.0,-11.8,No precipitation,6,,,,
24.02.2020 14:00,8.5,643.0,761.1,-0.9,23,Wind blowing from the west-southwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.8,8.8,,,2500 or more  or no clouds.,,,17.0,-11.4,No precipitation,12,,,,
24.02.2020 11:00,2.6,643.9,763.1,,46,Wind blowing from the east,1,,,90  or more  but not 100%, ,,,-5.8,8.8,,,2500 or more  or no clouds.,,,19.0,-8.1,No precipitation,6,,,,
24.02.2020 08:00,-5.3,643.9,764.0,0.0,65,Wind blowing from the south-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,8.8,,,2500 or more  or no clouds.,,,22.0,-11.0,No precipitation,12,,,,
24.02.2020 05:00,-3.9,643.9,762.3,,57,Wind blowing from the south-southeast,1,,5,, ,,,-7.0,8.8,,,,,,26.0,-11.2,No precipitation,6,,,,
24.02.2020 02:00,-3.1,644.1,762.6,,58,Wind blowing from the east-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,8.8,,,2500 or more  or no clouds.,,,27.0,-10.2,No precipitation,12,,,,
23.02.2020 20:00,2.3,645.3,766.1,0.9,45,Wind blowing from the east-southeast,1,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,8.8,,,2500 or more  or no clouds.,,,21.0,-8.4,No precipitation,12,,,,
23.02.2020 17:00,8.3,644.4,763.3,,24,Wind blowing from the south-west,2,,10,70 – 80%., ,,,-7.0,8.8,,,2500 or more  or no clouds.,,,30.0,-11.1,No precipitation,6,,,,
23.02.2020 14:00,7.5,644.6,763.6,-1.3,23,Wind blowing from the west,4,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,7.5,,,2500 or more  or no clouds.,,,26.0,-12.3,No precipitation,12,,,,
23.02.2020 11:00,1.9,645.9,766.3,,32,Wind blowing from the south-west,3,,10,90  or more  but not 100%, ,,,-7.0,1.9,,,2500 or more  or no clouds.,,,26.0,-13.1,No precipitation,6,,,,
23.02.2020 08:00,-6.8,645.4,767.4,0.5,52,Wind blowing from the south,2,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.1,,,2500 or more  or no clouds.,,,20.0,-15.2,No precipitation,12,,,,
23.02.2020 05:00,-5.3,644.9,765.6,,45,Wind blowing from the south-west,5,,,, ,,,-16.1,1.1,,,,,,30.0,-15.6,No precipitation,6,,,,
23.02.2020 02:00,-4.7,646.3,767.4,,42,Wind blowing from the south-west,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.1,,,2500 or more  or no clouds.,,,30.0,-15.7,No precipitation,12,,,,
22.02.2020 20:00,-2.4,648.6,773.3,-0.1,32,Wind blowing from the south,3,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,1.1,,,2500 or more  or no clouds.,,,30.0,-16.9,No precipitation,12,,,,
22.02.2020 17:00,1.0,648.7,772.4,,19,Wind blowing from the south-west,5,,,40%., ,,,-16.1,1.1,,,2500 or more  or no clouds.,,,30.0,-20.1,No precipitation,6,,,,
22.02.2020 14:00,-0.2,650.1,774.0,,23,Wind blowing from the west-southwest,6,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-0.2,,,2500 or more  or no clouds.,,,30.0,-18.8,No precipitation,12,,,,
22.02.2020 11:00,-4.6,652.1,777.1,,37,Wind blowing from the south-west,3,,6,20–30%., ,,,-16.1,-4.6,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,6,,,,
22.02.2020 08:00,-15.4,652.9,780.0,0.0,64,Wind blowing from the south-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,-4.8,,,,,,30.0,-20.8,No precipitation,12,,,,
22.02.2020 05:00,-14.6,652.9,779.2,,61,Wind blowing from the south,2,,11,, ,,,-15.5,-4.8,,,,,,30.0,-20.6,No precipitation,6,,,,
22.02.2020 02:00,-13.1,653.6,779.5,,57,Wind blowing from the south,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-4.8,,,2500 or more  or no clouds.,,,30.0,-19.8,No precipitation,12,,,,
21.02.2020 20:00,-8.3,653.5,779.6,0.8,49,Wind blowing from the west-southwest,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-4.8,,,,,,30.0,-17.1,No precipitation,12,,,,
21.02.2020 17:00,-5.8,652.7,777.4,,39,Wind blowing from the west-northwest,7,,13,90  or more  but not 100%, ,,,-11.4,-2.3,,,1000-1500,,,30.0,-17.8,No precipitation,6,,,,
21.02.2020 14:00,-5.4,651.9,775.8,0.2,43,Wind blowing from the west-northwest,7,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.2,,,1000-1500,,,30.0,-16.0,No precipitation,12,,,,
21.02.2020 11:00,-5.9,651.7,775.7,,47,Wind blowing from the west-northwest,6,,10,90  or more  but not 100%, ,,,-11.4,-1.2,,,2500 or more  or no clouds.,,,19.0,-15.4,No precipitation,6,,,,
21.02.2020 08:00,-11.0,650.9,775.6,1.0,65,Wind blowing from the west-southwest,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-1.2,,,2500 or more  or no clouds.,,,16.0,-16.3,No precipitation,12,,,,
21.02.2020 05:00,-8.7,649.9,773.2,,52,Wind blowing from the west,4,,12,, ,,,-8.8,-1.2,,,,,,30.0,-16.8,No precipitation,6,,,,
21.02.2020 02:00,-6.7,650.4,773.1,,48,Wind blowing from the west-southwest,3,,15,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-1.2,,,2500 or more  or no clouds.,,,23.0,-15.9,No precipitation,12,,,,
