Local time in Siping,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 08:00,-5.3,750.7,768.2,0.2,93,Wind blowing from the west-northwest,1,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-0.1,,,,,,5.0,-6.3,No precipitation,12,,,,
01.03.2020 05:00,-7.0,750.5,767.9,,91,Calm  no wind,0,,,, ,,,-13.4,-0.1,,,,,,15.0,-8.3,No precipitation,6,,,,
01.03.2020 02:00,-8.2,750.7,768.2,,91,Wind blowing from the east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-0.1,,,2500 or more  or no clouds.,,,10.0,-9.4,No precipitation,12,,,,
29.02.2020 20:00,-3.6,750.3,767.8,0.6,81,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-0.1,,,,,,12.0,-6.5,No precipitation,12,,,,
29.02.2020 17:00,-1.0,749.7,767.2,,59,Wind blowing from the west-southwest,1,,5,90  or more  but not 100%, ,,,-13.4,-0.1,,,1500-2000,,,29.0,-8.1,No precipitation,6,,,,
29.02.2020 14:00,-0.9,749.8,767.1,-0.3,66,Wind blowing from the west,3,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,-0.6,,,1000-1500,,,25.0,-6.6,No precipitation,12,,,,
29.02.2020 11:00,-3.6,750.1,767.5,,76,Wind blowing from the south-southwest,2,,5,no clouds, ,,,-13.4,2.7,,,,,,13.0,-7.3,No precipitation,6,,,,
29.02.2020 08:00,-9.3,749.8,767.2,,95,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.4,2.8,,,2500 or more  or no clouds.,,,30.0,-10.0,No precipitation,12,,,,
29.02.2020 05:00,-9.4,748.8,766.3,,95,Wind blowing from the south-east,1,,10,, ,,,-9.5,2.8,,,,,,30.0,-10.0,No precipitation,6,,,,
29.02.2020 02:00,-5.7,748.7,766.0,,100,Wind blowing from the south,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.7,2.8,,,2500 or more  or no clouds.,,,30.0,-5.7,0.7,12,,,,
28.02.2020 20:00,-1.1,747.4,764.5,1.3,96,Wind blowing from the south-west,4,,17,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-5.5,2.8,,,1000-1500,,,30.0,-1.7,1.0,12,,,,
28.02.2020 17:00,-0.7,746.1,763.2,,96,Wind blowing from the south-southwest,6,,17,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Rain.,-5.5,2.8,,,1000-1500,,,30.0,-1.2,1.0,6,,,,
28.02.2020 14:00,-0.7,745.9,763.0,0.3,98,Wind blowing from the south-west,6,,17,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-5.5,4.2,,,1000-1500,,,30.0,-1.0,0.7,12,,,,
28.02.2020 11:00,2.6,745.6,762.7,,35,Wind blowing from the south-west,11,,17,100%., ,,,-5.5,4.2,,,1000-1500,,,30.0,-11.6,No precipitation,6,,,,
28.02.2020 08:00,1.9,746.2,763.3,,39,Wind blowing from the south-southwest,6,,14,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,4.2,,,1000-1500,,,30.0,-10.8,No precipitation,12,,,,
28.02.2020 05:00,0.5,746.4,763.3,,39,Wind blowing from the south,5,,7,, ,,,-11.4,4.2,,,,,,30.0,-12.1,No precipitation,6,,,,
28.02.2020 02:00,-3.9,748.4,765.5,,66,Wind blowing from the south-east,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,4.2,,,2500 or more  or no clouds.,,,30.0,-9.4,No precipitation,12,,,,
27.02.2020 20:00,-3.9,752.3,769.8,-1.0,68,Wind blowing from the south-east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,4.2,,,,,,30.0,-9.0,No precipitation,12,,,,
27.02.2020 17:00,2.2,753.3,770.8,,36,Wind blowing from the south-southwest,2,,6,no clouds, ,,,-11.4,4.2,,,,,,28.0,-11.6,No precipitation,6,,,,
27.02.2020 14:00,3.4,754.8,772.3,-2.5,29,Wind blowing from the west-southwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,3.9,,,,,,30.0,-12.9,No precipitation,12,,,,
27.02.2020 11:00,1.9,757.3,774.7,,39,Wind blowing from the south-southwest,4,,6,no clouds, ,,,-11.4,2.2,,,,,,30.0,-10.8,No precipitation,6,,,,
27.02.2020 08:00,-5.4,758.2,775.9,0.0,78,Wind blowing from the south-east,0,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,2.2,,,,,,5.0,-8.7,No precipitation,12,,,,
27.02.2020 05:00,-11.0,758.2,775.9,,89,Calm  no wind,0,,,, ,,,-11.1,2.2,,,,,,30.0,-12.5,No precipitation,6,,,,
27.02.2020 02:00,-9.9,758.2,775.9,,88,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,2.2,,,2500 or more  or no clouds.,,,30.0,-11.6,No precipitation,12,,,,
26.02.2020 20:00,-2.9,758.1,775.8,0.5,51,Wind blowing from the north-east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,2.2,,,,,,30.0,-11.8,No precipitation,12,,,,
26.02.2020 17:00,0.3,757.6,775.1,,34,Wind blowing from the north,3,,8,no clouds, ,,,-8.7,2.2,,,,,,30.0,-13.7,No precipitation,6,,,,
26.02.2020 14:00,1.5,757.1,774.6,-0.7,33,Wind blowing from the north,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,1.8,,,,,,30.0,-13.3,No precipitation,12,,,,
26.02.2020 11:00,-0.5,757.8,775.3,,40,Calm  no wind,0,,,no clouds, ,,,-8.7,1.8,,,,,,30.0,-12.7,No precipitation,6,,,,
26.02.2020 08:00,-7.2,757.5,775.1,1.6,80,Wind blowing from the north-northeast,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,1.8,,,2500 or more  or no clouds.,,,16.0,-10.1,No precipitation,12,,,,
26.02.2020 05:00,-8.1,755.9,773.5,,83,Wind blowing from the north-northeast,2,,9,, ,,,-8.2,1.8,,,,,,30.0,-10.5,No precipitation,6,,,,
26.02.2020 02:00,-6.7,755.1,772.6,,79,Wind blowing from the north-northeast,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,1.8,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,12,,,,
25.02.2020 20:00,-3.2,753.7,771.1,,64,Wind blowing from the north-northeast,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.2,1.8,,,2500 or more  or no clouds.,,,30.0,-9.2,No precipitation,12,,,,
25.02.2020 14:00,1.4,752.2,769.4,-1.2,44,Wind blowing from the north-northeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,4.2,,,2500 or more  or no clouds.,,,30.0,-9.7,No precipitation,12,,,,
25.02.2020 11:00,-0.4,753.4,770.8,,50,Wind blowing from the north-northeast,4,,8,90  or more  but not 100%, ,,,-2.7,,,,1500-2000,,,30.0,-9.7,No precipitation,6,,,,
25.02.2020 08:00,-2.7,753.9,771.3,0.9,59,Wind blowing from the north-east,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.6,,,,1500-2000,,,30.0,-9.7,No precipitation,12,,,,
25.02.2020 05:00,-1.7,753.0,770.2,,53,Wind blowing from the north-east,2,,6,, ,,,,4.2,,,,,,30.0,-10.2,No precipitation,6,,,,
25.02.2020 02:00,-1.4,753.1,770.3,,53,Wind blowing from the east-northeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,4.2,,,2500 or more  or no clouds.,,,30.0,-9.9,No precipitation,12,,,,
24.02.2020 20:00,-1.4,752.7,770.1,0.8,55,Wind blowing from the north-east,2,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,4.2,,,2500 or more  or no clouds.,,,30.0,-9.4,No precipitation,12,,,,
24.02.2020 17:00,1.3,751.9,769.3,,44,Wind blowing from the north-northeast,3,,5,90  or more  but not 100%, ,,,-9.2,4.2,,,2500 or more  or no clouds.,,,30.0,-9.8,No precipitation,6,,,,
24.02.2020 14:00,3.3,751.9,769.2,-0.6,32,Wind blowing from the north-east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,3.9,,,,,,30.0,-11.8,No precipitation,12,,,,
24.02.2020 11:00,1.6,752.5,769.7,,43,Wind blowing from the north-northeast,2,,7,no clouds, ,,,-9.2,3.9,,,,,,30.0,-9.9,No precipitation,6,,,,
24.02.2020 08:00,-4.7,751.8,769.0,1.7,96,Calm  no wind,0,,,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.2,3.9,,,2500 or more  or no clouds.,,,4.1,-5.3,No precipitation,12,,,,
24.02.2020 05:00,-8.7,750.1,767.4,,95,Wind blowing from the south-southeast,1,,17,,Mist. ,,,-9.8,3.9,,,,,,6.0,-9.3,No precipitation,6,,,,
24.02.2020 02:00,-5.0,748.6,765.8,,93,Wind blowing from the south-southwest,1,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,3.9,,,2500 or more  or no clouds.,,,9.0,-6.0,No precipitation,12,,,,
23.02.2020 20:00,2.3,745.4,762.5,1.3,60,Wind blowing from the south-west,8,,18,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,3.9,,,2500 or more  or no clouds.,,,30.0,-4.8,No precipitation,12,,,,
23.02.2020 17:00,3.6,744.1,761.2,,53,Wind blowing from the south-southwest,8,,18,70 – 80%., ,,,-11.3,3.9,,,2500 or more  or no clouds.,,,30.0,-5.3,No precipitation,6,,,,
23.02.2020 14:00,3.8,744.4,761.5,-2.9,46,Wind blowing from the south-southwest,11,,17,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,3.9,,,2500 or more  or no clouds.,,,30.0,-7.0,No precipitation,12,,,,
23.02.2020 11:00,1.4,747.3,764.7,,46,Wind blowing from the south,6,,11,90  or more  but not 100%, ,,,-11.3,1.4,,,2500 or more  or no clouds.,,,30.0,-9.2,No precipitation,6,,,,
23.02.2020 08:00,-3.5,749.8,767.4,-1.0,66,Wind blowing from the south,4,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-1.9,,,2500 or more  or no clouds.,,,28.0,-9.0,No precipitation,12,,,,
23.02.2020 05:00,-9.7,750.8,768.4,,79,Wind blowing from the south-west,2,,6,, ,,,-11.3,-1.9,,,,,,30.0,-12.7,No precipitation,6,,,,
23.02.2020 02:00,-8.0,751.7,769.3,,77,Wind blowing from the south,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,-1.9,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,12,,,,
22.02.2020 20:00,-9.3,752.2,769.9,0.9,85,Wind blowing from the south-southeast,1,,11,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.4,-0.2,,,2500 or more  or no clouds.,,,6.0,-11.4,No precipitation,12,,,,
22.02.2020 17:00,-2.6,751.3,768.8,,56,Wind blowing from the west-northwest,4,,11,70 – 80%., ,,,-8.4,0.0,,,1000-1500,,,30.0,-10.3,No precipitation,6,,,,
22.02.2020 14:00,-3.0,750.3,767.6,-0.1,59,Wind blowing from the west,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,0.7,,,1500-2000,,,30.0,-10.0,No precipitation,12,,,,
22.02.2020 11:00,-5.6,750.4,767.8,,75,Wind blowing from the west,5,,10,100%., ,,,-8.4,0.8,,,1500-2000,,,28.0,-9.4,No precipitation,6,,,,
22.02.2020 08:00,-6.4,749.4,766.7,0.9,69,Wind blowing from the west,5,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.4,0.8,,,,,,29.0,-11.2,No precipitation,12,,,,
22.02.2020 05:00,-5.5,748.5,765.8,,68,Wind blowing from the west,2,,,, ,,,,,,,,,,30.0,-10.6,,,,,,
22.02.2020 02:00,-3.1,748.5,765.7,,68,Wind blowing from the north-west,4,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,0.9,,,2500 or more  or no clouds.,,,30.0,-8.3,0.1,12,,,,
21.02.2020 20:00,-0.3,748.5,765.6,-0.2,100,Wind blowing from the south-southwest,4,,7,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.9,,,1500-2000,,,2.5,-0.3,4.0,12,,,,
21.02.2020 17:00,0.0,748.7,765.8,,100,Wind blowing from the south-west,5,,7,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.8,,,1500-2000,,,3.1,0.0,2.0,6,,,,
21.02.2020 14:00,0.8,749.0,766.1,-1.9,99,Wind blowing from the south-southwest,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,,,,,1500-2000,,,4.1,0.7,4.0,12,,,,
21.02.2020 11:00,0.3,750.9,768.1,,99,Wind blowing from the south-southwest,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1000-1500,,,2.3,0.2,3.0,6,,,,
21.02.2020 08:00,0.4,752.4,769.6,-0.4,97,Wind blowing from the south,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.6,,,1500-2000,,,2.3,0.0,0.4,12,,,,
21.02.2020 05:00,0.9,752.8,769.9,,81,Wind blowing from the south-southwest,4,,6,, ,,,,3.6,,,,,,18.0,-2.1,No precipitation,6,,,,
21.02.2020 02:00,0.0,754.0,771.1,,76,Wind blowing from the south-southwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,3.6,,,2500 or more  or no clouds.,,,10.0,-3.8,No precipitation,12,,,,
20.02.2020 20:00,-1.3,755.1,772.6,-0.6,67,Wind blowing from the south-southeast,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,3.6,,,2500 or more  or no clouds.,,,30.0,-6.7,No precipitation,12,,,,
20.02.2020 17:00,1.8,755.7,773.3,,35,Calm  no wind,0,,,90  or more  but not 100%, ,,,-13.2,3.6,,,2500 or more  or no clouds.,,,23.0,-12.0,No precipitation,6,,,,
20.02.2020 14:00,3.1,756.5,774.1,-1.4,28,Wind blowing from the south-west,2,,6,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,3.5,,,2500 or more  or no clouds.,,,30.0,-13.6,No precipitation,12,,,,
20.02.2020 11:00,1.1,757.9,775.5,,29,Wind blowing from the south-east,3,,4,no clouds, ,,,-13.2,1.4,,,,,,30.0,-15.3,No precipitation,6,,,,
20.02.2020 08:00,-7.6,758.1,775.9,0.9,85,Wind blowing from the east-southeast,0,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,0.8,,,2500 or more  or no clouds.,,,11.0,-9.7,No precipitation,12,,,,
