Local time in Fujin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 14:00,-0.8,764.6,771.2,-0.5,64,Wind blowing from the south-west,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-0.7,,,2500 or more  or no clouds.,,,18.0,-6.8,No precipitation,12,,,,
03.03.2020 11:00,-2.3,765.1,771.7,,72,Wind blowing from the south-west,2,,,20–30%., ,,,-9.9,-1.3,,,2500 or more  or no clouds.,,,8.0,-6.7,No precipitation,6,,,,
03.03.2020 08:00,-8.2,765.5,772.2,0.6,89,Wind blowing from the west-northwest,2,,5,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-1.3,,,2500 or more  or no clouds.,,,5.0,-9.7,0.1,12,,,,
03.03.2020 05:00,-9.5,764.9,771.5,,90,Wind blowing from the west,1,,,,Mist. ,,,-10.3,-1.3,,,,,,7.0,-10.8,0.1,6,,,,
03.03.2020 02:00,-6.8,764.6,771.2,0.4,91,Wind blowing from the west-northwest,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-1.3,,,2500 or more  or no clouds.,,,3.9,-8.0,0.1,12,,,,
02.03.2020 23:00,-7.0,764.2,770.8,,89,Wind blowing from the west,3,,,, ,,,-11.5,-1.3,,,,,,15.0,-8.5,No precipitation,6,,,,
02.03.2020 20:00,-5.2,763.9,770.5,1.0,86,Wind blowing from the west-northwest,2,,5,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-1.3,,,2500 or more  or no clouds.,,,7.0,-7.2,0.1,12,,,,
02.03.2020 17:00,-2.9,762.9,769.5,,70,Calm  no wind,0,,,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-1.3,,,2500 or more  or no clouds.,,,4.0,-7.6,No precipitation,6,,,,
02.03.2020 14:00,-1.5,762.2,768.8,-0.6,66,Wind blowing from the north-west,2,,5,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Snow and/or other types of solid precipitation,Rain.,-11.5,-0.8,,,600-1000,,,30.0,-7.2,0.1,12,,,,
02.03.2020 11:00,-2.6,762.8,769.4,,72,Wind blowing from the north,3,,,90  or more  but not 100%,Rain  not freezing  intermittent  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,-0.6,,,1000-1500,,,17.0,-7.1,0.1,6,,,,
02.03.2020 08:00,-7.1,763.3,769.9,1.0,87,Wind blowing from the north-northwest,2,,3,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.5,,,,2500 or more  or no clouds.,,,2.8,-8.9,Trace of precipitation,12,,,,
02.03.2020 05:00,-9.6,762.3,768.9,,84,Wind blowing from the north,1,,,,Mist. ,,,-13.9,-0.6,,,,,,6.0,-11.9,No precipitation,6,,,,
02.03.2020 02:00,-10.5,762.2,768.8,0.2,84,Wind blowing from the north-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.6,,,2500 or more  or no clouds.,,,6.0,-12.7,No precipitation,12,,,,
01.03.2020 23:00,-8.9,762.0,768.6,,79,Wind blowing from the south-west,2,,,, ,,,-13.9,-0.6,,,,,,13.0,-11.9,No precipitation,6,,,,
01.03.2020 20:00,-7.7,762.1,768.7,0.7,83,Wind blowing from the south-east,1,,3,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.6,,,2500 or more  or no clouds.,,,5.0,-10.1,No precipitation,12,,,,
01.03.2020 17:00,-3.9,761.4,768.1,,63,Wind blowing from the south,2,,,70 – 80%., ,,,-13.9,-0.6,,,2500 or more  or no clouds.,,,29.0,-9.9,No precipitation,6,,,,
01.03.2020 14:00,-0.8,761.1,767.7,-0.5,46,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.6,,,,,,28.0,-11.0,No precipitation,12,,,,
01.03.2020 11:00,-3.1,761.6,768.2,,55,Wind blowing from the east-southeast,2,,,no clouds, ,,,-13.9,-2.3,,,,,,30.0,-10.9,No precipitation,6,,,,
01.03.2020 08:00,-10.7,761.9,768.6,0.5,81,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-2.3,,,,,,11.0,-13.3,No precipitation,12,,,,
01.03.2020 05:00,-13.5,761.4,768.1,,86,Wind blowing from the west-northwest,3,,,,Mist. ,,,-13.5,-2.3,,,,,,3.8,-15.3,No precipitation,6,,,,
01.03.2020 02:00,-12.0,760.9,767.5,0.5,79,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-2.3,,,2500 or more  or no clouds.,,,21.0,-14.9,No precipitation,12,,,,
29.02.2020 23:00,-10.6,760.4,767.0,,75,Wind blowing from the west-northwest,3,,,, ,,,-10.6,-2.3,,,,,,30.0,-14.2,No precipitation,6,,,,
29.02.2020 20:00,-7.5,760.1,766.8,0.8,68,Wind blowing from the west,2,,7,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-2.3,,,2500 or more  or no clouds.,,,30.0,-12.4,No precipitation,12,,,,
29.02.2020 17:00,-3.3,759.3,765.9,,49,Wind blowing from the north-northeast,2,,,40%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-2.3,,,2500 or more  or no clouds.,,,6.0,-12.7,No precipitation,6,,,,
29.02.2020 14:00,-2.7,758.8,765.4,-0.3,52,Wind blowing from the north,4,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-2.4,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,12,,,,
29.02.2020 11:00,-5.0,759.1,765.7,,56,Wind blowing from the north,4,,,60%., ,,,-10.2,-2.0,,,2500 or more  or no clouds.,,,22.0,-12.6,No precipitation,6,,,,
29.02.2020 08:00,-9.3,759.2,765.8,1.0,58,Wind blowing from the north-northeast,5,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.2,-2.0,,,2500 or more  or no clouds.,,,10.0,-16.2,No precipitation,12,,,,
29.02.2020 05:00,-9.9,758.2,764.8,,58,Wind blowing from the north-northeast,6,,,, ,,,-12.8,-2.0,,,,,,30.0,-16.6,No precipitation,6,,,,
29.02.2020 02:00,-9.0,758.0,764.5,-0.1,56,Wind blowing from the north-east,6,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-2.0,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,12,,,,
28.02.2020 23:00,-7.5,758.1,764.6,,60,Wind blowing from the east-northeast,6,,,, ,,,,-2.0,,,,,,30.0,-14.1,No precipitation,6,,,,
28.02.2020 20:00,-5.2,759.1,765.7,-0.1,58,Wind blowing from the east-northeast,6,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.0,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,12,,,,
28.02.2020 17:00,-3.7,759.2,765.8,,69,Wind blowing from the east,4,,,70 – 80%., ,,,-15.5,-2.0,,,2500 or more  or no clouds.,,,26.0,-8.6,No precipitation,6,,,,
28.02.2020 14:00,-2.4,759.7,766.3,-1.2,63,Wind blowing from the east-northeast,5,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-0.4,,,2500 or more  or no clouds.,,,11.0,-8.5,No precipitation,12,,,,
28.02.2020 11:00,-3.5,760.9,767.5,,66,Wind blowing from the north-east,4,,,no clouds, ,,,-15.5,-0.4,,,,,,28.0,-9.1,No precipitation,6,,,,
28.02.2020 08:00,-7.5,761.4,768.0,0.5,72,Wind blowing from the east-northeast,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-0.4,,,,,,7.0,-11.8,No precipitation,12,,,,
28.02.2020 05:00,-12.7,760.9,767.5,,82,Wind blowing from the west-northwest,3,,,, ,,,-15.5,-0.4,,,,,,11.0,-15.1,No precipitation,6,,,,
28.02.2020 02:00,-13.0,761.2,767.8,-0.2,77,Wind blowing from the west-southwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,-0.4,,,2500 or more  or no clouds.,,,10.0,-16.2,No precipitation,12,,,,
27.02.2020 23:00,-11.0,761.4,768.0,,70,Wind blowing from the south-east,1,,,, ,,,-12.1,-0.4,,,,,,14.0,-15.4,No precipitation,6,,,,
27.02.2020 20:00,-6.3,761.7,768.3,0.0,60,Wind blowing from the west-southwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-0.4,,,,,,9.0,-12.8,No precipitation,12,,,,
27.02.2020 17:00,-3.2,761.7,768.3,,60,Wind blowing from the west-southwest,3,,,no clouds, ,,,-12.1,-0.4,,,,,,11.0,-9.9,No precipitation,6,,,,
27.02.2020 14:00,-0.7,762.1,768.7,-0.9,51,Wind blowing from the west,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-0.6,,,,,,30.0,-9.6,No precipitation,12,,,,
27.02.2020 11:00,-2.8,763.0,769.6,,55,Wind blowing from the west-northwest,5,,,no clouds, ,,,-12.1,-0.7,,,,,,30.0,-10.6,No precipitation,6,,,,
27.02.2020 08:00,-7.5,763.7,770.3,0.4,66,Wind blowing from the west-northwest,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.1,-0.7,,,,,,30.0,-12.8,No precipitation,12,,,,
27.02.2020 05:00,-12.0,763.3,769.9,,71,Wind blowing from the west-northwest,4,,,, ,,,-14.0,-0.7,,,,,,30.0,-16.2,No precipitation,6,,,,
27.02.2020 02:00,-10.4,763.2,769.8,-0.4,68,Wind blowing from the west-northwest,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.7,,,2500 or more  or no clouds.,,,30.0,-15.2,No precipitation,12,,,,
26.02.2020 23:00,-7.0,763.6,770.2,,62,Wind blowing from the west,4,,,, ,,,-14.0,-0.7,,,,,,30.0,-13.2,No precipitation,6,,,,
26.02.2020 20:00,-6.1,763.5,770.2,0.5,61,Wind blowing from the west-northwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.7,,,,,,30.0,-12.4,No precipitation,12,,,,
26.02.2020 17:00,-4.4,763.0,769.7,,67,Wind blowing from the west-northwest,5,,,no clouds, ,,,-14.0,-0.7,,,,,,30.0,-9.6,No precipitation,6,,,,
26.02.2020 14:00,-0.7,763.0,769.6,-0.9,45,Wind blowing from the west-northwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-0.7,,,,,,30.0,-11.2,No precipitation,12,,,,
26.02.2020 11:00,-4.2,763.9,770.5,,53,Wind blowing from the north-west,4,,,no clouds, ,,,-14.0,-1.7,,,,,,30.0,-12.4,No precipitation,6,,,,
26.02.2020 08:00,-10.9,764.3,771.0,0.7,69,Wind blowing from the west-northwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.0,-1.7,,,,,,30.0,-15.5,No precipitation,12,,,,
26.02.2020 05:00,-12.8,763.6,770.2,,70,Wind blowing from the west,4,,,, ,,,-13.7,-1.7,,,,,,30.0,-17.1,No precipitation,6,,,,
26.02.2020 02:00,-10.0,763.6,770.2,0.0,64,Wind blowing from the west-northwest,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-1.7,,,2500 or more  or no clouds.,,,30.0,-15.5,No precipitation,12,,,,
25.02.2020 23:00,-10.6,763.6,770.3,,68,Wind blowing from the west-northwest,3,,,, ,,,-13.7,-1.7,,,,,,15.0,-15.4,No precipitation,6,,,,
25.02.2020 20:00,-7.5,763.6,770.2,0.4,66,Wind blowing from the west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-1.7,,,,,,13.0,-12.9,No precipitation,12,,,,
25.02.2020 17:00,-4.6,763.2,769.9,,65,Wind blowing from the west-southwest,5,,,no clouds, ,,,-13.7,-1.7,,,,,,13.0,-10.2,No precipitation,6,,,,
25.02.2020 14:00,-2.3,762.7,769.3,-1.2,60,Wind blowing from the west,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-1.7,,,,,,30.0,-9.0,No precipitation,12,,,,
25.02.2020 11:00,-4.7,763.9,770.5,,64,Wind blowing from the west-northwest,6,,,no clouds, ,,,-13.7,-1.7,,,,,,30.0,-10.5,No precipitation,6,,,,
25.02.2020 08:00,-9.9,763.9,770.5,1.1,75,Wind blowing from the west,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.7,-1.7,,,,,,26.0,-13.5,No precipitation,12,,,,
25.02.2020 05:00,-12.1,762.8,769.5,,79,Wind blowing from the west-northwest,5,,,, ,,,-12.1,-1.7,,,,,,28.0,-15.1,No precipitation,6,,,,
25.02.2020 02:00,-9.9,762.4,769.0,1.0,78,Wind blowing from the west,4,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-1.7,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
24.02.2020 23:00,-7.1,761.4,768.0,,68,Wind blowing from the west-northwest,4,,,, ,,,-10.3,-1.7,,,,,,30.0,-12.0,No precipitation,6,,,,
24.02.2020 20:00,-6.9,760.2,766.8,1.7,82,Wind blowing from the west,3,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.7,-1.7,,,2500 or more  or no clouds.,,,12.0,-9.5,No precipitation,12,,,,
24.02.2020 17:00,-3.3,758.5,765.1,,78,Wind blowing from the west,6,,,40%., ,,,-10.9,-1.7,,,2500 or more  or no clouds.,,,10.0,-6.7,No precipitation,6,,,,
24.02.2020 14:00,-3.2,757.1,763.6,0.9,75,Wind blowing from the west,6,,9,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-2.6,,,2500 or more  or no clouds.,,,12.0,-7.0,No precipitation,12,,,,
24.02.2020 11:00,-3.8,756.2,762.8,,70,Wind blowing from the west-northwest,4,,,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,-3.8,,,2500 or more  or no clouds.,,,18.0,-8.6,No precipitation,6,,,,
24.02.2020 08:00,-7.1,754.5,761.1,1.4,83,Wind blowing from the north-northwest,3,,4,70 – 80%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-3.8,,,2500 or more  or no clouds.,,,2.9,-9.5,No precipitation,12,,,,
24.02.2020 05:00,-7.5,753.1,759.6,,84,Wind blowing from the east,3,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,-14.4,-3.8,,,,,,15.0,-9.7,No precipitation,6,,,,
24.02.2020 02:00,-8.4,753.1,759.6,-1.1,73,Wind blowing from the east-southeast,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-3.8,,,2500 or more  or no clouds.,,,19.0,-12.5,No precipitation,12,,,,
23.02.2020 23:00,-10.2,754.2,760.8,,69,Wind blowing from the east-southeast,2,,,, ,,,-14.4,-3.8,,,,,,22.0,-14.8,No precipitation,6,,,,
23.02.2020 20:00,-10.4,755.0,761.7,-0.3,72,Wind blowing from the east-southeast,2,,13,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-3.8,,,2500 or more  or no clouds.,,,9.0,-14.5,No precipitation,12,,,,
23.02.2020 17:00,-6.2,755.3,762.0,,59,Wind blowing from the south-west,2,,,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.4,-3.8,,,,,,2.6,-12.9,No precipitation,6,,,,
