Local time in Anda,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 02:00,-6.0,753.6,768.1,,77,Wind blowing from the west-northwest,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-3.4,,,2500 or more  or no clouds.,,,16.0,-9.4,No precipitation,12,,,,
29.02.2020 20:00,-5.5,753.2,767.9,0.7,78,Wind blowing from the north,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-3.4,,,600-1000,,,14.0,-8.7,No precipitation,12,,,,
29.02.2020 17:00,-5.2,752.5,767.0,,77,Wind blowing from the north-northwest,3,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-2.4,,,600-1000,,,10.0,-8.6,No precipitation,6,,,,
29.02.2020 14:00,-3.7,751.7,766.2,0.4,72,Wind blowing from the north,3,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-2.1,,,600-1000,,,22.0,-8.0,No precipitation,12,,,,
29.02.2020 11:00,-5.0,751.3,765.7,,73,Wind blowing from the north-west,3,,6,70 – 80%., ,,,-8.8,-2.1,,,600-1000,,,23.0,-9.1,No precipitation,6,,,,
29.02.2020 08:00,-8.3,750.4,765.0,1.2,80,Wind blowing from the north-west,3,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,-2.1,,,600-1000,,,11.0,-11.1,0.2,12,,,,
29.02.2020 05:00,-5.5,749.2,763.6,,88,Wind blowing from the north-northwest,3,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,-7.7,-2.1,,,,,,8.0,-7.2,0.1,6,,,,
29.02.2020 02:00,-4.2,748.2,762.6,,87,Wind blowing from the north,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.1,,,2500 or more  or no clouds.,,,17.0,-6.0,3.0,12,,,,
28.02.2020 20:00,-4.1,746.6,761.0,,93,Wind blowing from the west,1,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-10.8,-2.1,,,600-1000,,,1.7,-5.1,4.0,12,,,,
28.02.2020 17:00,-2.4,746.0,760.4,,92,Wind blowing from the east-northeast,1,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-10.8,-2.1,,,600-1000,,,1.8,-3.5,3.0,6,,,,
28.02.2020 14:00,-2.6,746.0,760.5,-1.5,88,Wind blowing from the east-southeast,4,,8,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-0.9,,,600-1000,,,2.5,-4.3,2.0,12,,,,
28.02.2020 11:00,-4.5,747.5,762.1,,85,Wind blowing from the east,5,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.8,-0.9,,,600-1000,,,2.8,-6.6,0.2,6,,,,
28.02.2020 08:00,-5.8,749.0,763.6,-0.7,68,Wind blowing from the east,5,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,-0.9,,,600-1000,,,10.0,-10.8,No precipitation,12,,,,
28.02.2020 05:00,-7.0,749.7,764.2,,76,Wind blowing from the east-northeast,3,,3,, ,,,-15.2,-0.9,,,,,,8.0,-10.5,No precipitation,6,,,,
28.02.2020 02:00,-10.2,751.5,766.0,,83,Wind blowing from the north-east,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-0.9,,,2500 or more  or no clouds.,,,5.0,-12.5,No precipitation,12,,,,
27.02.2020 20:00,-7.8,755.0,769.9,-0.9,75,Wind blowing from the east,1,,4,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-0.9,,,2500 or more  or no clouds.,,,5.0,-11.5,No precipitation,12,,,,
27.02.2020 17:00,-3.3,755.9,770.8,,60,Wind blowing from the south-southeast,1,,4,60%., ,,,-15.2,-0.9,,,2500 or more  or no clouds.,,,8.0,-10.0,No precipitation,6,,,,
27.02.2020 14:00,-1.6,756.9,771.6,-2.0,50,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-0.4,,,,,,20.0,-10.9,No precipitation,12,,,,
27.02.2020 11:00,-5.2,758.9,773.8,,53,Wind blowing from the south-west,2,,4,no clouds, ,,,-15.2,-0.4,,,,,,14.0,-13.3,No precipitation,6,,,,
27.02.2020 08:00,-13.0,759.6,774.6,0.0,84,Wind blowing from the south-west,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-0.4,,,,,,4.1,-15.1,No precipitation,12,,,,
27.02.2020 05:00,-14.7,759.6,774.4,,85,Wind blowing from the west-southwest,2,,4,, ,,,-14.7,-0.4,,,,,,7.0,-16.7,No precipitation,6,,,,
27.02.2020 02:00,-11.9,759.9,774.7,,84,Wind blowing from the south-west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.4,,,2500 or more  or no clouds.,,,5.0,-14.1,No precipitation,12,,,,
26.02.2020 20:00,-7.0,760.2,775.1,0.3,71,Wind blowing from the west,1,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.4,,,,,,5.0,-11.5,No precipitation,12,,,,
26.02.2020 17:00,-2.5,759.9,774.7,,53,Wind blowing from the west-southwest,3,,6,no clouds, ,,,-13.9,-0.4,,,,,,20.0,-10.8,No precipitation,6,,,,
26.02.2020 14:00,-0.9,759.8,774.5,-0.8,53,Wind blowing from the south-west,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.6,,,,,,19.0,-9.3,No precipitation,12,,,,
26.02.2020 11:00,-3.4,760.6,775.4,,57,Wind blowing from the west,2,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.7,,,,,,6.0,-10.7,No precipitation,6,,,,
26.02.2020 08:00,-10.8,760.4,775.3,0.8,72,Wind blowing from the south,1,,5,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.7,,,,,,1.5,-14.9,No precipitation,12,,,,
26.02.2020 05:00,-11.8,759.6,774.4,,68,Wind blowing from the south-southwest,1,,6,, ,,,-17.8,-0.7,,,,,,9.0,-16.5,No precipitation,6,,,,
26.02.2020 02:00,-9.7,759.4,774.1,,75,Wind blowing from the north-northwest,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-0.7,,,2500 or more  or no clouds.,,,11.0,-13.3,No precipitation,12,,,,
25.02.2020 20:00,-6.8,758.8,773.7,0.6,68,Wind blowing from the north,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-0.7,,,,,,10.0,-11.7,No precipitation,12,,,,
25.02.2020 17:00,-3.2,758.2,773.1,,54,Wind blowing from the north-northwest,3,,5,40%., ,,,-17.8,-0.7,,,1500-2000,,,16.0,-11.2,No precipitation,6,,,,
25.02.2020 14:00,-1.4,758.2,773.1,,57,Wind blowing from the south-southwest,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-0.2,,,,,,7.0,-9.0,No precipitation,12,,,,
25.02.2020 11:00,-4.1,759.4,774.2,,61,Wind blowing from the south-east,1,,3,no clouds, ,,,-17.8,-0.2,,,,,,10.0,-10.5,No precipitation,6,,,,
25.02.2020 08:00,-13.4,759.4,774.4,0.8,89,Wind blowing from the east-northeast,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.8,-0.2,,,,,,1.6,-14.8,No precipitation,12,,,,
25.02.2020 05:00,-17.0,758.6,773.5,,84,Wind blowing from the east-northeast,1,,3,,Mist. ,,,-17.0,-0.2,,,,,,4.2,-19.1,No precipitation,6,,,,
25.02.2020 02:00,-15.0,758.3,773.2,,84,Wind blowing from the north-west,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-0.2,,,2500 or more  or no clouds.,,,2.8,-17.1,No precipitation,12,,,,
24.02.2020 20:00,-9.2,756.6,771.5,,75,Wind blowing from the south-southeast,0,,6,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-0.2,,,2500 or more  or no clouds.,,,4.8,-12.8,No precipitation,12,,,,
24.02.2020 17:00,-3.1,755.2,770.1,,55,Wind blowing from the west,1,,6,60%., ,,,-15.2,-0.2,,,2500 or more  or no clouds.,,,10.0,-10.9,No precipitation,6,,,,
24.02.2020 14:00,-1.2,754.2,768.8,0.4,50,Wind blowing from the north-west,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-1.2,,,,,,30.0,-10.5,No precipitation,12,,,,
24.02.2020 11:00,-3.3,753.8,768.4,,57,Wind blowing from the west,2,,6,no clouds, ,,,-15.2,-1.7,,,,,,22.0,-10.8,No precipitation,6,,,,
24.02.2020 08:00,-12.5,752.7,767.5,2.1,80,Wind blowing from the west-southwest,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-1.7,,,,,,6.0,-15.2,No precipitation,12,,,,
24.02.2020 05:00,-14.8,750.6,765.3,,83,Wind blowing from the south-west,2,,6,,Mist. ,,,-15.5,-1.7,,,,,,6.0,-17.0,No precipitation,6,,,,
24.02.2020 02:00,-11.3,748.9,763.4,,82,Wind blowing from the west,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-1.7,,,2500 or more  or no clouds.,,,7.0,-13.8,No precipitation,12,,,,
23.02.2020 20:00,-6.2,745.3,759.9,1.1,87,Wind blowing from the west,1,,7,50%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-1.7,,,2500 or more  or no clouds.,,,4.1,-8.0,No precipitation,12,,,,
23.02.2020 17:00,-2.2,744.2,758.8,,71,Wind blowing from the east-southeast,2,,7,70 – 80%., ,,,-16.3,-1.7,,,2500 or more  or no clouds.,,,8.0,-6.9,No precipitation,6,,,,
23.02.2020 14:00,-2.6,744.9,759.5,-2.9,59,Wind blowing from the south-east,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-2.6,,,2500 or more  or no clouds.,,,18.0,-9.7,No precipitation,12,,,,
23.02.2020 11:00,-6.1,747.8,762.6,,65,Wind blowing from the south-east,4,,5,70 – 80%., ,,,-16.3,-5.2,,,2500 or more  or no clouds.,,,15.0,-11.6,No precipitation,6,,,,
23.02.2020 08:00,-12.6,749.9,764.8,-0.2,85,Wind blowing from the south,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-5.2,,,2500 or more  or no clouds.,,,4.9,-14.6,No precipitation,12,,,,
23.02.2020 05:00,-14.9,750.1,765.1,,86,Wind blowing from the south,1,,6,,Mist. ,,,-16.3,-5.2,,,,,,6.0,-16.7,No precipitation,6,,,,
23.02.2020 02:00,-16.3,751.3,766.2,,85,Wind blowing from the south,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-5.2,,,2500 or more  or no clouds.,,,5.0,-18.2,No precipitation,12,,,,
22.02.2020 20:00,-12.6,752.2,767.0,,71,Wind blowing from the west,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-5.2,,,2500 or more  or no clouds.,,,15.0,-16.8,No precipitation,12,,,,
22.02.2020 17:00,-9.0,751.5,766.1,,58,Wind blowing from the west-southwest,3,,8,70 – 80%., ,,,-9.8,-4.9,,,2500 or more  or no clouds.,,,24.0,-15.8,No precipitation,6,,,,
22.02.2020 14:00,-5.3,750.3,764.8,-0.2,43,Wind blowing from the west-northwest,4,,8,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-3.9,,,2500 or more  or no clouds.,,,30.0,-15.9,2.0,12,,,,
22.02.2020 11:00,-7.4,750.5,765.1,,60,Wind blowing from the north-west,3,,,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.8,-3.9,,,2500 or more  or no clouds.,,,30.0,-14.0,0.8,6,,,,
22.02.2020 08:00,-8.9,749.9,764.5,1.3,73,Wind blowing from the north-northwest,4,,8,100%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,-3.9,,,600-1000,,,24.0,-12.9,2.0,12,,,,
22.02.2020 05:00,-5.7,748.6,763.1,,90,Wind blowing from the north,2,,7,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-3.9,,,,,,1.3,-7.1,2.0,6,,,,
22.02.2020 02:00,-5.4,748.7,763.2,,92,Wind blowing from the north-east,3,,7,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.9,,,2500 or more  or no clouds.,,,2.2,-6.5,No precipitation,12,,,,
21.02.2020 20:00,-5.2,751.0,765.6,-0.4,89,Wind blowing from the east-northeast,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-3.9,,,600-1000,,,7.0,-6.7,No precipitation,12,,,,
21.02.2020 17:00,-4.9,751.4,766.0,,86,Wind blowing from the east,4,,7,100%., ,,,-9.3,-3.9,,,600-1000,,,10.0,-6.9,No precipitation,6,,,,
21.02.2020 14:00,-4.3,752.1,766.7,-1.8,84,Wind blowing from the east-northeast,5,,7,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-2.2,,,600-1000,,,6.0,-6.6,0.6,12,,,,
21.02.2020 11:00,-5.1,753.9,768.6,,84,Wind blowing from the east-northeast,4,,,100%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,-2.0,,,600-1000,,,6.0,-7.4,0.1,6,,,,
21.02.2020 08:00,-8.7,755.2,770.0,-0.3,86,Wind blowing from the east-northeast,4,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,3.0,-10.6,0.6,12,,,,
21.02.2020 05:00,-9.2,755.5,770.2,,86,Wind blowing from the east-northeast,3,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-2.0,,,,,,6.0,-11.1,0.5,6,,,,
21.02.2020 02:00,-8.6,757.2,771.9,,75,Wind blowing from the east-northeast,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-2.0,,,2500 or more  or no clouds.,,,3.6,-12.2,No precipitation,12,,,,
20.02.2020 20:00,-8.6,758.9,773.9,,67,Wind blowing from the east,1,,3,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-2.0,,,2500 or more  or no clouds.,,,3.8,-13.6,No precipitation,12,,,,
20.02.2020 17:00,-5.5,759.4,774.4,,67,Wind blowing from the east,2,,3,70 – 80%., ,,,-17.0,-2.0,,,2500 or more  or no clouds.,,,9.0,-10.8,No precipitation,6,,,,
20.02.2020 14:00,-2.7,759.1,774.1,-0.9,44,Wind blowing from the east-southeast,2,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-1.8,,,2500 or more  or no clouds.,,,28.0,-13.3,No precipitation,12,,,,
20.02.2020 11:00,-4.3,760.0,774.9,,55,Wind blowing from the south-southwest,1,,3,no clouds, ,,,-17.0,-1.8,,,,,,9.0,-12.2,No precipitation,6,,,,
20.02.2020 08:00,-13.7,759.7,774.8,0.6,86,Wind blowing from the west-southwest,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.0,-1.8,,,,,,7.0,-15.5,No precipitation,12,,,,
