Local time in Jiexiu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 14:00,11.5,701.5,767.6,-2.3,17,Wind blowing from the east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.5,11.8,,,,,,10.0,-12.7,No precipitation,12,,,,
01.03.2020 11:00,9.7,703.8,770.2,,20,Wind blowing from the east-southeast,2,,7,no clouds, ,,,1.5,11.9,,,,,,10.0,-12.1,No precipitation,6,,,,
01.03.2020 08:00,3.4,703.8,770.9,,52,Wind blowing from the east-southeast,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,11.9,,,,,,8.0,-5.7,No precipitation,12,,,,
01.03.2020 05:00,5.8,701.9,768.3,,37,Wind blowing from the west,3,,12,, ,,,1.0,11.9,,,,,,24.0,-8.0,No precipitation,6,,,,
01.03.2020 02:00,5.6,700.5,766.5,,59,Wind blowing from the south-southwest,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,11.9,,,2500 or more  or no clouds.,,,25.0,-1.9,No precipitation,12,,,,
29.02.2020 20:00,7.6,697.7,764.5,2.2,65,Wind blowing from the south-west,5,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,11.9,,,,,,24.0,1.4,No precipitation,12,,,,
29.02.2020 17:00,9.7,695.5,761.9,,64,Wind blowing from the west-southwest,7,,13,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,11.9,,,2500 or more  or no clouds.,,,7.0,3.2,No precipitation,6,,,,
29.02.2020 14:00,11.6,695.5,761.5,-1.0,66,Wind blowing from the west,5,,7,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,11.9,,,2500 or more  or no clouds.,,,7.0,5.5,No precipitation,12,,,,
29.02.2020 11:00,5.2,696.5,763.3,,90,Wind blowing from the south-west,2,,6,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,7.3,,,2500 or more  or no clouds.,,,6.0,3.7,No precipitation,6,,,,
29.02.2020 08:00,1.2,696.5,763.8,,99,Wind blowing from the south,1,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,2500 or more  or no clouds.,,,6.0,1.1,No precipitation,12,,,,
29.02.2020 05:00,1.1,695.9,762.8,,99,Wind blowing from the south-southeast,2,,7,, ,,,1.0,7.3,,,,,,24.0,1.0,No precipitation,6,,,,
29.02.2020 02:00,2.0,696.7,763.3,,99,Wind blowing from the south-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.1,7.3,,,2500 or more  or no clouds.,,,25.0,1.9,No precipitation,12,,,,
28.02.2020 20:00,3.2,697.3,764.5,0.9,99,Wind blowing from the west-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,7.3,,,,,,24.0,3.1,No precipitation,12,,,,
28.02.2020 17:00,5.6,696.4,763.3,,99,Wind blowing from the west,4,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,7.3,,,,,,6.0,5.5,No precipitation,6,,,,
28.02.2020 14:00,6.9,697.3,764.2,-2.1,92,Wind blowing from the west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,7.3,,,,,,8.0,5.7,No precipitation,12,,,,
28.02.2020 11:00,3.3,699.4,766.9,,99,Wind blowing from the west,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,3.4,,,2500 or more  or no clouds.,,,7.0,3.2,No precipitation,6,,,,
28.02.2020 08:00,1.5,699.4,767.2,,99,Wind blowing from the west-southwest,2,,5,no clouds,Mist. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,2.2,,,,,,7.0,1.4,0.5,12,,,,
28.02.2020 05:00,1.7,698.6,766.3,,99,Wind blowing from the west-northwest,2,,5,, ,,,0.3,2.2,,,,,,24.0,1.6,No precipitation,6,,,,
28.02.2020 02:00,1.4,699.7,767.6,,99,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,2.2,,,2500 or more  or no clouds.,,,25.0,1.3,4.0,12,,,,
27.02.2020 20:00,0.4,701.9,770.0,0.0,99,Wind blowing from the west-northwest,1,,3,100%.,Rain and snow or ice pellets not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.3,4.4,,,2500 or more  or no clouds.,,,24.0,0.3,7.0,12,,,,
27.02.2020 17:00,0.4,701.9,770.0,,99,Wind blowing from the west-northwest,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain and snow or other types of solid precipitation,0.4,,,,2500 or more  or no clouds.,,,1.6,0.3,6.0,6,,,,
27.02.2020 14:00,0.4,703.2,771.4,-0.7,99,Wind blowing from the south-west,1,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.4,,,,2500 or more  or no clouds.,,,1.8,0.3,4.0,12,,,,
27.02.2020 11:00,1.9,703.9,771.8,,99,Calm  no wind,0,,,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,2500 or more  or no clouds.,,,4.0,1.8,0.7,6,,,,
27.02.2020 08:00,1.3,704.4,772.2,0.0,99,Wind blowing from the north-west,1,,9,100%.,Rain and snow or ice pellets not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,,,,2500 or more  or no clouds.,,,6.0,1.2,1.0,12,,,,
27.02.2020 05:00,1.5,704.4,771.5,,99,Wind blowing from the north-northwest,2,,9,,Rain or drizzle and snow  slight. ,,,-1.4,11.6,,,,,,23.0,1.4,0.7,6,,,,
27.02.2020 02:00,1.6,704.9,772.0,,99,Wind blowing from the north-west,2,,9,,Rain and snow or ice pellets not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,11.6,,,2500 or more  or no clouds.,,,23.0,1.5,0.6,12,,,,
26.02.2020 20:00,4.4,703.8,771.8,1.1,83,Wind blowing from the north-east,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,11.6,,,2500 or more  or no clouds.,,,24.0,1.8,No precipitation,12,,,,
26.02.2020 17:00,9.6,702.7,769.9,,59,Wind blowing from the north-northeast,4,,8,100%., ,,,-2.0,12.8,,,2500 or more  or no clouds.,,,7.0,2.0,No precipitation,6,,,,
26.02.2020 14:00,10.1,703.0,769.9,-1.5,62,Wind blowing from the north-northeast,1,,5,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,14.6,,,2500 or more  or no clouds.,,,4.9,3.1,No precipitation,12,,,,
26.02.2020 11:00,3.6,704.5,772.4,,99,Wind blowing from the south-east,2,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,,,,2500 or more  or no clouds.,,,3.9,3.5,No precipitation,6,,,,
26.02.2020 08:00,-0.8,703.8,771.4,1.5,100,Wind blowing from the north,0,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,14.6,,,2500 or more  or no clouds.,,,3.4,-0.8,No precipitation,12,,,,
26.02.2020 05:00,-0.5,702.3,769.1,,100,Wind blowing from the north-northwest,1,,4,, ,,,-2.0,14.6,,,,,,25.0,-0.5,No precipitation,6,,,,
26.02.2020 02:00,1.6,701.5,768.1,,99,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,14.6,,,2500 or more  or no clouds.,,,25.0,1.5,No precipitation,12,,,,
25.02.2020 20:00,8.3,699.6,766.6,,76,Wind blowing from the south,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,14.6,,,2500 or more  or no clouds.,,,25.0,4.3,No precipitation,12,,,,
25.02.2020 14:00,11.6,698.8,765.2,,59,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,12.5,,,2500 or more  or no clouds.,,,4.0,3.9,No precipitation,12,,,,
25.02.2020 11:00,6.3,700.6,768.0,,95,Wind blowing from the north,2,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,7.9,,,,,,3.6,5.6,No precipitation,6,,,,
25.02.2020 08:00,0.8,700.0,767.5,1.5,99,Wind blowing from the west-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,7.9,,,2500 or more  or no clouds.,,,4.0,0.7,No precipitation,12,,,,
25.02.2020 05:00,-1.8,698.5,766.0,,100,Wind blowing from the south,1,,3,, ,,,-1.8,7.9,,,,,,23.0,-1.8,No precipitation,6,,,,
25.02.2020 02:00,0.9,698.9,765.9,,99,Wind blowing from the south,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,7.9,,,2500 or more  or no clouds.,,,25.0,0.8,0.1,12,,,,
24.02.2020 20:00,4.0,697.5,764.3,1.4,99,Wind blowing from the north-west,2,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,10.1,,,2500 or more  or no clouds.,,,24.0,3.9,0.2,12,,,,
24.02.2020 17:00,5.8,696.1,762.7,,86,Wind blowing from the north-northeast,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,,,,2500 or more  or no clouds.,,,5.0,3.6,0.1,6,,,,
24.02.2020 14:00,7.7,695.4,761.8,-1.0,55,Wind blowing from the east,1,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,,,,2500 or more  or no clouds.,,,7.0,-0.9,0.1,12,,,,
24.02.2020 11:00,6.0,696.4,762.7,,67,Wind blowing from the north,1,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.2,,,,2500 or more  or no clouds.,,,7.0,0.3,0.1,6,,,,
24.02.2020 08:00,4.2,696.0,761.9,0.2,74,Wind blowing from the south-east,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.8,19.8,,,2500 or more  or no clouds.,,,7.0,-0.1,Trace of precipitation,12,,,,
24.02.2020 05:00,3.4,695.8,760.8,,66,Wind blowing from the south-west,2,,6,, ,,,-3.6,19.8,,,,,,25.0,-2.5,No precipitation,6,,,,
24.02.2020 02:00,2.7,696.7,761.9,,62,Wind blowing from the west-northwest,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,19.8,,,2500 or more  or no clouds.,,,24.0,-4.0,No precipitation,12,,,,
23.02.2020 20:00,10.2,696.7,763.4,0.9,44,Wind blowing from the east,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,19.8,,,,,,25.0,-1.7,No precipitation,12,,,,
23.02.2020 17:00,18.9,695.8,761.4,,22,Wind blowing from the west,4,,8,no clouds, ,,,-3.6,19.8,,,,,,10.0,-3.2,No precipitation,6,,,,
23.02.2020 14:00,17.8,697.3,763.2,-3.3,23,Wind blowing from the west-southwest,5,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,18.5,,,,,,10.0,-3.5,No precipitation,12,,,,
23.02.2020 11:00,9.6,700.6,767.5,,28,Wind blowing from the east-northeast,2,,,no clouds, ,,,-3.6,12.9,,,,,,8.0,-8.0,No precipitation,6,,,,
23.02.2020 08:00,-2.0,701.3,769.0,-0.2,63,Wind blowing from the west-northwest,0,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,12.9,,,,,,7.0,-8.2,No precipitation,12,,,,
23.02.2020 05:00,-1.8,701.5,768.5,,53,Wind blowing from the south-southeast,2,,5,, ,,,-6.5,12.9,,,,,,22.0,-10.3,No precipitation,6,,,,
23.02.2020 02:00,-1.6,702.7,770.0,,54,Wind blowing from the south-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,12.9,,,2500 or more  or no clouds.,,,23.0,-9.8,No precipitation,12,,,,
22.02.2020 20:00,6.6,704.0,772.2,0.5,22,Wind blowing from the south-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,12.9,,,,,,24.0,-13.6,No precipitation,12,,,,
22.02.2020 17:00,12.3,703.5,770.6,,12,Wind blowing from the west,4,,8,no clouds, ,,,-6.5,12.9,,,,,,10.0,-16.3,No precipitation,6,,,,
22.02.2020 14:00,10.7,705.4,772.7,,9,Wind blowing from the west-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,11.1,,,,,,11.0,-20.9,No precipitation,12,,,,
22.02.2020 11:00,5.5,708.4,776.5,,16,Wind blowing from the west,4,,8,20–30%., ,,,-6.5,10.2,,,2500 or more  or no clouds.,,,10.0,-18.3,No precipitation,6,,,,
22.02.2020 08:00,-3.7,708.5,777.6,0.7,49,Wind blowing from the west-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.5,10.2,,,,,,9.0,-13.0,No precipitation,12,,,,
22.02.2020 05:00,-1.5,707.8,776.0,,31,Wind blowing from the south-west,3,,8,, ,,,-2.4,10.2,,,,,,23.0,-16.4,No precipitation,6,,,,
22.02.2020 02:00,-0.7,708.0,775.9,,35,Wind blowing from the south-west,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,10.2,,,2500 or more  or no clouds.,,,24.0,-14.5,No precipitation,12,,,,
21.02.2020 20:00,2.9,707.0,775.6,1.2,44,Wind blowing from the west-southwest,2,,16,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,10.2,,,,,,25.0,-8.4,No precipitation,12,,,,
21.02.2020 17:00,6.5,705.8,773.8,,34,Wind blowing from the north-northwest,5,,,20–30%., ,,,-2.4,10.2,,,600-1000,,,9.0,-8.5,No precipitation,6,,,,
21.02.2020 14:00,9.0,705.3,772.9,-0.8,21,Wind blowing from the west-northwest,8,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,10.2,,,2500 or more  or no clouds.,,,10.0,-12.1,No precipitation,12,,,,
21.02.2020 11:00,6.9,706.1,773.5,,30,Wind blowing from the west-southwest,5,,8,no clouds, ,,,-2.4,8.7,,,,,,9.0,-9.8,No precipitation,6,,,,
21.02.2020 08:00,-0.8,706.5,774.8,0.5,76,Wind blowing from the west,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,8.7,,,2500 or more  or no clouds.,,,8.0,-4.6,No precipitation,12,,,,
