Local time in Tianjin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 02:00,-0.1,771.0,771.4,,54,Wind blowing from the south-southwest,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,11.5,,,2500 or more  or no clouds.,,,30.0,-8.3,No precipitation,12,,,,
01.03.2020 20:00,7.2,769.6,770.0,1.6,23,Wind blowing from the north-east,2,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,11.5,,,,,,30.0,-12.6,No precipitation,12,,,,
01.03.2020 17:00,10.2,768.0,768.4,,17,Wind blowing from the north,6,,14,10%  or less  but not 0, ,,,3.7,11.5,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,6,,,,
01.03.2020 14:00,11.0,767.3,767.7,-1.2,18,Wind blowing from the north-northwest,8,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,11.2,,,2500 or more  or no clouds.,,,30.0,-12.4,0.2,12,,,,
01.03.2020 11:00,7.2,768.5,768.9,,66,Wind blowing from the north-west,4,,6,20–30%., ,,,3.7,7.2,,,2500 or more  or no clouds.,,,10.0,1.1,0.1,6,,,,
01.03.2020 08:00,3.9,768.4,768.7,1.0,97,Wind blowing from the north-northwest,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,5.3,,,2500 or more  or no clouds.,,,1.3,3.5,0.2,12,,,,
01.03.2020 05:00,4.0,767.4,767.8,,96,Wind blowing from the north-west,0,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.7,5.3,,,,,,1.3,3.4,0.1,6,,,,
01.03.2020 02:00,4.3,767.0,767.4,,96,Wind blowing from the east-southeast,2,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Fog or ice fog or thick haze.,3.7,5.3,,,2500 or more  or no clouds.,,,0.5,3.7,No precipitation,12,,,,
29.02.2020 20:00,5.1,765.4,765.8,1.4,93,Wind blowing from the west-northwest,0,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,3.7,5.3,,,2500 or more  or no clouds.,,,2.2,4.1,Trace of precipitation,12,,,,
29.02.2020 17:00,5.1,764.0,764.4,,93,Wind blowing from the south-southeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,3.7,5.5,,,2500 or more  or no clouds.,,,3.6,4.1,No precipitation,6,,,,
29.02.2020 14:00,5.1,763.7,764.1,-0.8,92,Wind blowing from the south,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.7,6.6,,,2500 or more  or no clouds.,,,2.8,3.9,Trace of precipitation,12,,,,
29.02.2020 11:00,4.7,764.5,764.9,,92,Wind blowing from the south,3,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,,,,2500 or more  or no clouds.,,,2.6,3.5,No precipitation,6,,,,
29.02.2020 08:00,4.0,764.2,764.5,,95,Wind blowing from the south-east,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,6.6,,,2500 or more  or no clouds.,,,0.9,3.3,Trace of precipitation,12,,,,
29.02.2020 05:00,4.0,763.3,763.6,,86,Wind blowing from the south-southeast,2,,7,,Mist. ,,,2.5,6.6,,,,,,2.9,1.9,No precipitation,6,,,,
29.02.2020 02:00,4.0,763.9,764.2,,83,Wind blowing from the south-west,2,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,6.6,,,2500 or more  or no clouds.,,,3.5,1.4,No precipitation,12,,,,
28.02.2020 20:00,4.0,763.9,764.3,0.6,79,Wind blowing from the south,3,,6,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,6.6,,,2500 or more  or no clouds.,,,3.2,0.7,No precipitation,12,,,,
28.02.2020 17:00,5.5,763.3,763.6,,69,Wind blowing from the south-southwest,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,6.6,,,2500 or more  or no clouds.,,,4.5,0.1,No precipitation,6,,,,
28.02.2020 14:00,5.7,763.7,764.1,-1.8,68,Wind blowing from the south-west,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,6.0,,,2500 or more  or no clouds.,,,6.0,0.1,No precipitation,12,,,,
28.02.2020 11:00,3.2,765.5,765.9,,80,Wind blowing from the west-southwest,3,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,,,,2500 or more  or no clouds.,,,5.0,0.1,No precipitation,6,,,,
28.02.2020 08:00,2.6,765.4,765.8,,79,Wind blowing from the south-west,3,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.5,6.1,,,2500 or more  or no clouds.,,,10.0,-0.7,No precipitation,12,,,,
28.02.2020 05:00,2.8,765.4,765.8,,73,Wind blowing from the south-southwest,1,,5,, ,,,0.6,6.1,,,,,,8.0,-1.7,No precipitation,6,,,,
28.02.2020 02:00,3.0,766.9,767.3,,72,Wind blowing from the south-southeast,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,6.1,,,2500 or more  or no clouds.,,,11.0,-1.7,No precipitation,12,,,,
27.02.2020 20:00,4.0,769.9,770.2,-0.9,62,Wind blowing from the south-southeast,3,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,6.1,,,2500 or more  or no clouds.,,,24.0,-2.8,No precipitation,12,,,,
27.02.2020 17:00,5.7,770.8,771.2,,43,Wind blowing from the south,1,,7,100%., ,,,0.6,7.0,,,2500 or more  or no clouds.,,,27.0,-5.9,No precipitation,6,,,,
27.02.2020 14:00,5.4,772.3,772.7,-2.6,41,Wind blowing from the south,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.6,9.1,,,2500 or more  or no clouds.,,,30.0,-6.8,No precipitation,12,,,,
27.02.2020 11:00,4.8,774.9,775.3,,43,Wind blowing from the south,4,,6,90  or more  but not 100%, ,,,0.6,9.1,,,,,,30.0,-6.7,No precipitation,6,,,,
27.02.2020 08:00,2.5,775.4,775.9,0.6,53,Wind blowing from the south-east,3,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,,,,2500 or more  or no clouds.,,,30.0,-6.1,No precipitation,12,,,,
27.02.2020 05:00,1.1,774.8,775.2,,61,Wind blowing from the south-east,2,,8,, ,,,-2.0,9.1,,,,,,30.0,-5.6,No precipitation,6,,,,
27.02.2020 02:00,1.2,775.6,775.9,,69,Wind blowing from the south,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,9.1,,,2500 or more  or no clouds.,,,30.0,-3.9,No precipitation,12,,,,
26.02.2020 20:00,2.3,775.3,775.8,1.3,60,Wind blowing from the south-southeast,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,9.1,,,,,,30.0,-4.7,No precipitation,12,,,,
26.02.2020 17:00,7.0,774.0,774.4,,42,Wind blowing from the south-southeast,5,,7,no clouds, ,,,-2.0,9.1,,,,,,29.0,-5.3,No precipitation,6,,,,
26.02.2020 14:00,8.7,774.1,774.4,-1.3,29,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,9.9,,,,,,25.0,-8.3,No precipitation,12,,,,
26.02.2020 11:00,6.2,775.4,775.8,,33,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,-2.0,9.9,,,,,,24.0,-8.9,No precipitation,6,,,,
26.02.2020 08:00,0.1,774.5,775.0,1.9,75,Wind blowing from the east,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.0,,,,,,,17.0,-3.8,No precipitation,12,,,,
26.02.2020 05:00,-0.7,772.6,773.0,,74,Wind blowing from the north,2,,6,, ,,,-0.9,9.9,,,,,,21.0,-4.9,No precipitation,6,,,,
26.02.2020 02:00,0.9,771.5,771.9,,71,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,9.9,,,2500 or more  or no clouds.,,,26.0,-3.9,No precipitation,12,,,,
25.02.2020 20:00,3.2,769.5,769.9,2.1,60,Wind blowing from the south-southeast,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.0,9.9,,,,,,30.0,-3.8,No precipitation,12,,,,
25.02.2020 17:00,8.4,767.4,767.8,,28,Wind blowing from the south-east,3,,,no clouds, ,,,5.2,9.9,,,,,,21.0,-9.1,No precipitation,6,,,,
25.02.2020 14:00,9.6,767.3,767.7,-0.7,27,Wind blowing from the east,1,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,9.7,,,2500 or more  or no clouds.,,,17.0,-8.5,No precipitation,12,,,,
25.02.2020 11:00,7.5,768.0,768.4,,34,Wind blowing from the north-northeast,1,,9,90  or more  but not 100%, ,,,5.2,10.9,,,,,,16.0,-7.3,No precipitation,6,,,,
25.02.2020 08:00,5.5,767.1,767.5,2.2,46,Wind blowing from the north,1,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,,,,2500 or more  or no clouds.,,,16.0,-5.2,No precipitation,12,,,,
25.02.2020 05:00,5.3,764.9,765.3,,48,Wind blowing from the east-southeast,3,,11,, ,,,3.1,,,,,,,13.0,-4.8,No precipitation,6,,,,
25.02.2020 02:00,5.7,765.1,765.4,,56,Wind blowing from the east,3,,11,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,10.9,,,2500 or more  or no clouds.,,,12.0,-2.4,No precipitation,12,,,,
24.02.2020 20:00,5.5,764.1,764.5,0.9,72,Wind blowing from the east,6,,11,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,10.9,,,2500 or more  or no clouds.,,,6.0,0.7,No precipitation,12,,,,
24.02.2020 17:00,6.6,763.2,763.6,,60,Wind blowing from the east,6,,11,100%., ,,,2.8,13.9,,,2500 or more  or no clouds.,,,8.0,-0.8,No precipitation,6,,,,
24.02.2020 14:00,9.2,763.0,763.4,-0.9,47,Wind blowing from the east,6,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,14.6,,,2500 or more  or no clouds.,,,9.0,-1.5,No precipitation,12,,,,
24.02.2020 11:00,10.5,763.9,764.3,,56,Wind blowing from the east-southeast,4,,,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.8,14.6,,,2500 or more  or no clouds.,,,5.0,2.1,No precipitation,6,,,,
24.02.2020 08:00,4.8,763.4,763.8,0.6,75,Wind blowing from the north-northeast,1,,3,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,14.6,,,2500 or more  or no clouds.,,,4.9,0.7,No precipitation,12,,,,
24.02.2020 05:00,3.3,762.8,763.2,,76,Wind blowing from the north-east,1,,4,,Mist. ,,,0.5,14.6,,,,,,7.0,-0.5,No precipitation,6,,,,
24.02.2020 02:00,3.4,763.6,764.0,,73,Wind blowing from the north-northeast,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.5,14.6,,,2500 or more  or no clouds.,,,8.0,-1.0,No precipitation,12,,,,
23.02.2020 20:00,9.6,763.6,764.0,1.4,41,Wind blowing from the east-northeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,14.6,,,,,,12.0,-3.0,No precipitation,12,,,,
23.02.2020 17:00,14.0,762.2,762.6,,30,Wind blowing from the west-northwest,2,,9,40%., ,,,0.3,14.6,,,2500 or more  or no clouds.,,,14.0,-3.3,No precipitation,6,,,,
23.02.2020 14:00,13.4,763.0,763.4,-2.9,30,Wind blowing from the west,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,13.5,,,,,,15.0,-3.8,No precipitation,12,,,,
23.02.2020 11:00,9.4,765.9,766.3,,34,Wind blowing from the south-west,6,,9,20–30%., ,,,0.3,10.5,,,2500 or more  or no clouds.,,,18.0,-5.7,No precipitation,6,,,,
23.02.2020 08:00,2.2,767.7,768.1,-1.0,55,Wind blowing from the south,2,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,,,,2500 or more  or no clouds.,,,22.0,-5.9,No precipitation,12,,,,
23.02.2020 05:00,1.8,768.7,769.0,,51,Wind blowing from the south-southeast,4,,5,, ,,,-1.6,10.5,,,,,,24.0,-7.3,No precipitation,6,,,,
23.02.2020 02:00,1.2,770.5,770.8,,50,Wind blowing from the south,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,10.5,,,2500 or more  or no clouds.,,,30.0,-8.1,No precipitation,12,,,,
22.02.2020 20:00,3.9,772.2,772.6,0.3,32,Wind blowing from the south,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,10.5,,,,,,30.0,-11.3,No precipitation,12,,,,
22.02.2020 17:00,9.3,771.9,772.3,,16,Wind blowing from the west,3,,9,no clouds, ,,,-1.6,10.5,,,,,,30.0,-15.2,No precipitation,6,,,,
22.02.2020 14:00,9.7,772.6,773.0,-1.7,16,Wind blowing from the west-northwest,4,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.9,,,,,,30.0,-14.9,No precipitation,12,,,,
22.02.2020 11:00,6.8,774.3,774.7,,20,Wind blowing from the north-west,5,,14,no clouds, ,,,-1.6,9.3,,,,,,30.0,-14.6,No precipitation,6,,,,
22.02.2020 08:00,2.6,774.1,774.5,1.6,39,Wind blowing from the south-southeast,0,,14,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.6,9.3,,,,,,30.0,-10.0,No precipitation,12,,,,
22.02.2020 05:00,0.1,772.5,772.9,,40,Wind blowing from the north,3,,14,, ,,,-0.1,9.3,,,,,,30.0,-11.9,No precipitation,6,,,,
22.02.2020 02:00,3.7,772.1,772.5,,28,Wind blowing from the north-northwest,8,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,9.3,,,2500 or more  or no clouds.,,,30.0,-13.1,No precipitation,12,,,,
21.02.2020 20:00,5.1,770.2,770.5,1.5,61,Wind blowing from the north-northwest,2,,4,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,9.3,,,2500 or more  or no clouds.,,,3.3,-1.8,No precipitation,12,,,,
21.02.2020 17:00,8.5,768.7,769.1,,47,Wind blowing from the west,2,,4,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,9.3,,,,,,4.7,-2.2,No precipitation,6,,,,
21.02.2020 14:00,7.7,768.4,768.8,-2.1,56,Wind blowing from the west-southwest,3,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,8.0,,,2500 or more  or no clouds.,,,3.1,-0.5,No precipitation,12,,,,
21.02.2020 11:00,3.0,770.5,770.9,,80,Wind blowing from the north,2,,5,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.1,3.6,,,2500 or more  or no clouds.,,,2.0,-0.1,No precipitation,6,,,,
