Local time in Zaoyang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
28.02.2020 20:00,7.6,753.1,765.0,,85,Wind blowing from the north,0,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,9.8,,,2500 or more  or no clouds.,,,9.0,5.2,0.1,12,,,,
28.02.2020 17:00,8.1,752.7,764.5,,80,Wind blowing from the west-northwest,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,10.0,4.9,,,,,,
28.02.2020 14:00,8.9,754.1,765.9,-1.6,75,Wind blowing from the west-northwest,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,9.8,,,2500 or more  or no clouds.,,,14.0,4.7,7.0,12,,,,
28.02.2020 11:00,7.9,755.7,767.5,,73,Wind blowing from the north,2,,8,90  or more  but not 100%, ,,,2.7,8.0,,,,,,18.0,3.4,No precipitation,6,,,,
28.02.2020 08:00,3.2,755.3,767.2,,93,Wind blowing from the north,1,,8,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,8.3,,,2500 or more  or no clouds.,,,6.0,2.2,10.0,12,,,,
28.02.2020 05:00,2.8,755.2,767.1,,96,Wind blowing from the north-northwest,1,,8,,Rain  not freezing  intermittent  slight at time of observation. ,,,2.7,9.3,,,,,,4.5,2.2,10.0,6,,,,
28.02.2020 02:00,3.2,756.1,767.9,,94,Wind blowing from the north-east,2,,8,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,10.6,,,2500 or more  or no clouds.,,,5.0,2.3,3.0,12,,,,
27.02.2020 20:00,4.9,756.7,768.5,0.7,95,Wind blowing from the north,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,11.2,,,2500 or more  or no clouds.,,,1.9,4.2,3.0,12,,,,
27.02.2020 17:00,5.7,756.0,767.8,,90,Wind blowing from the north-east,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,12.4,,,2500 or more  or no clouds.,,,6.0,4.2,2.0,6,,,,
27.02.2020 14:00,7.0,756.7,768.4,-2.3,92,Wind blowing from the north-northeast,2,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,12.9,,,2500 or more  or no clouds.,,,2.3,5.8,2.0,12,,,,
27.02.2020 11:00,8.0,759.0,770.8,,86,Wind blowing from the north-northeast,2,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,12.9,,,2500 or more  or no clouds.,,,3.2,5.8,No precipitation,6,,,,
27.02.2020 08:00,8.3,758.9,770.6,0.7,82,Wind blowing from the north-northeast,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,12.9,,,2500 or more  or no clouds.,,,2.8,5.4,0.3,12,,,,
27.02.2020 05:00,9.2,758.2,769.9,,80,Wind blowing from the east-northeast,1,,5,,Mist. ,,,9.2,12.9,,,,,,5.0,5.9,0.3,6,,,,
27.02.2020 02:00,10.6,759.2,770.8,,73,Wind blowing from the east-southeast,1,,,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,12.9,,,2500 or more  or no clouds.,,,7.0,6.0,No precipitation,12,,,,
26.02.2020 20:00,11.2,758.5,770.2,0.6,67,Wind blowing from the east-northeast,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,13.9,,,2500 or more  or no clouds.,,,12.0,5.3,No precipitation,12,,,,
26.02.2020 17:00,12.1,757.9,769.5,,73,Wind blowing from the north-northeast,2,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,,,,2500 or more  or no clouds.,,,4.7,7.4,No precipitation,6,,,,
26.02.2020 14:00,12.2,757.7,769.3,-1.2,74,Wind blowing from the north-east,3,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,,,,2500 or more  or no clouds.,,,4.1,7.7,No precipitation,12,,,,
26.02.2020 11:00,11.3,758.9,770.5,,80,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,,,,2500 or more  or no clouds.,,,4.2,8.0,No precipitation,6,,,,
26.02.2020 08:00,9.9,757.6,769.2,,83,Wind blowing from the north-east,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.4,19.6,,,2500 or more  or no clouds.,,,5.0,7.2,No precipitation,12,,,,
26.02.2020 05:00,9.9,755.8,767.2,,84,Wind blowing from the north-east,1,,5,,Rain (not freezing) not falling as shower(s). ,,,9.8,19.6,,,,,,3.0,7.3,No precipitation,6,,,,
26.02.2020 02:00,9.8,756.1,767.5,,82,Wind blowing from the west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,19.6,,,2500 or more  or no clouds.,,,3.2,6.9,No precipitation,12,,,,
25.02.2020 20:00,14.0,753.4,764.9,0.9,63,Wind blowing from the north-east,1,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,19.6,,,2500 or more  or no clouds.,,,6.0,7.1,No precipitation,12,,,,
25.02.2020 17:00,18.2,752.5,763.9,,53,Wind blowing from the north,2,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,19.6,,,,,,6.0,8.5,No precipitation,6,,,,
25.02.2020 14:00,19.1,752.2,763.6,,54,Wind blowing from the north,3,,6,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,19.3,,,,,,4.8,9.6,No precipitation,12,,,,
25.02.2020 11:00,15.9,753.8,765.2,,71,Wind blowing from the east,1,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,20.2,,,,,,3.3,10.7,No precipitation,6,,,,
25.02.2020 08:00,11.1,752.5,763.9,2.1,85,Wind blowing from the north-east,1,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,20.2,,,2500 or more  or no clouds.,,,2.4,8.7,No precipitation,12,,,,
25.02.2020 05:00,13.1,750.4,761.8,,87,Wind blowing from the west-northwest,1,,4,,Mist. ,,,12.8,20.2,,,,,,2.2,11.0,No precipitation,6,,,,
25.02.2020 02:00,14.5,750.4,761.8,,81,Wind blowing from the west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,20.2,,,2500 or more  or no clouds.,,,3.6,11.3,No precipitation,12,,,,
24.02.2020 20:00,16.0,749.4,760.8,1.4,75,Wind blowing from the north,0,,7,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,20.2,,,2500 or more  or no clouds.,,,5.0,11.6,No precipitation,12,,,,
24.02.2020 17:00,18.2,748.0,759.4,,66,Wind blowing from the south-west,1,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,20.2,,,,,,6.0,11.8,No precipitation,6,,,,
24.02.2020 14:00,17.0,748.3,759.6,-0.8,70,Wind blowing from the west,3,,7,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,20.2,,,2500 or more  or no clouds.,,,6.0,11.5,No precipitation,12,,,,
24.02.2020 11:00,19.7,749.1,760.3,,61,Wind blowing from the south-southwest,3,,,90  or more  but not 100%, ,,,,,,,,,,8.0,12.0,,,,,,
24.02.2020 08:00,13.7,749.3,760.6,,72,Wind blowing from the east,2,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,20.2,,,2500 or more  or no clouds.,,,9.0,8.7,No precipitation,12,,,,
24.02.2020 05:00,12.8,748.9,760.2,,77,Wind blowing from the east,2,,6,,Haze. ,,,10.0,20.2,,,,,,7.0,8.9,No precipitation,6,,,,
24.02.2020 02:00,13.9,751.1,762.4,,71,Wind blowing from the east-southeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,20.2,,,2500 or more  or no clouds.,,,8.0,8.7,No precipitation,12,,,,
23.02.2020 20:00,16.2,752.9,764.4,0.1,60,Wind blowing from the south-southeast,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,20.2,,,2500 or more  or no clouds.,,,12.0,8.4,No precipitation,12,,,,
23.02.2020 17:00,18.9,752.8,764.2,,45,Wind blowing from the south-southwest,3,,,90  or more  but not 100%, ,,,,,,,,,,17.0,6.7,,,,,,
23.02.2020 14:00,18.9,754.6,766.1,,44,Wind blowing from the south,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,18.9,,,2500 or more  or no clouds.,,,13.0,6.4,No precipitation,12,,,,
23.02.2020 11:00,15.9,757.6,769.2,,55,Wind blowing from the south,2,,5,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.0,18.5,,,,,,7.0,6.9,No precipitation,6,,,,
23.02.2020 08:00,10.7,758.1,769.6,-0.1,68,Wind blowing from the east-southeast,2,,4,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,18.5,,,2500 or more  or no clouds.,,,6.0,5.0,No precipitation,12,,,,
23.02.2020 05:00,10.4,758.2,769.7,,69,Wind blowing from the east-southeast,2,,,,Haze. ,,,7.9,18.5,,,,,,7.0,4.8,No precipitation,6,,,,
23.02.2020 02:00,10.5,759.8,771.4,,69,Wind blowing from the east,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,18.5,,,2500 or more  or no clouds.,,,8.0,5.1,No precipitation,12,,,,
22.02.2020 20:00,14.7,760.5,772.2,,44,Wind blowing from the east-southeast,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,18.5,,,,,,13.0,2.6,No precipitation,12,,,,
22.02.2020 17:00,18.0,759.6,771.2,,36,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,15.0,2.7,,,,,,
22.02.2020 14:00,17.5,761.0,772.6,-2.6,42,Wind blowing from the east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,17.9,,,,,,14.0,4.5,No precipitation,12,,,,
22.02.2020 11:00,13.5,763.6,775.3,,61,Wind blowing from the east,2,,4,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,15.8,,,,,,7.0,6.1,No precipitation,6,,,,
22.02.2020 08:00,8.2,763.1,774.9,,83,Wind blowing from the east-southeast,1,,4,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,15.8,,,,,,5.0,5.5,No precipitation,12,,,,
22.02.2020 05:00,8.4,761.8,773.5,,72,Wind blowing from the east-southeast,1,,,, ,,,,,,,,,,9.0,3.5,,,,,,
22.02.2020 02:00,9.0,762.4,774.1,,61,Wind blowing from the east-southeast,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,15.8,,,2500 or more  or no clouds.,,,13.0,1.7,No precipitation,12,,,,
21.02.2020 20:00,11.4,761.5,773.2,0.6,49,Wind blowing from the south-southeast,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,15.8,,,,,,10.0,1.1,No precipitation,12,,,,
21.02.2020 17:00,15.4,760.9,772.5,,32,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,15.0,-1.2,,,,,,
21.02.2020 14:00,14.8,761.5,773.2,,52,Wind blowing from the west-northwest,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,17.4,,,,,,11.0,5.0,0.1,12,,,,
21.02.2020 11:00,12.0,763.6,775.3,,53,Wind blowing from the north-west,3,,6,no clouds, ,,,7.8,17.4,,,,,,10.0,2.7,No precipitation,6,,,,
21.02.2020 08:00,7.8,762.9,774.7,1.9,77,Wind blowing from the west-northwest,1,,6,100%.,Haze. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,17.4,,,2500 or more  or no clouds.,,,4.8,4.0,0.1,12,,,,
21.02.2020 05:00,9.3,761.0,772.6,,62,Wind blowing from the north-northeast,2,,6,,Rain (not freezing) not falling as shower(s). ,,,5.9,17.4,,,,,,7.0,2.4,0.1,6,,,,
21.02.2020 02:00,10.6,761.5,773.2,,60,Wind blowing from the north-east,1,,5,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,17.4,,,2500 or more  or no clouds.,,,7.0,3.2,No precipitation,12,,,,
20.02.2020 20:00,12.7,759.4,771.1,,49,Wind blowing from the north-east,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,17.4,,,2500 or more  or no clouds.,,,14.0,2.3,No precipitation,12,,,,
20.02.2020 17:00,15.9,758.7,770.3,,30,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,5.9,17.4,,,,,,20.0,-1.6,No precipitation,6,,,,
20.02.2020 14:00,16.9,758.5,770.2,-2.9,28,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,16.9,,,2500 or more  or no clouds.,,,19.0,-1.7,No precipitation,12,,,,
20.02.2020 11:00,12.8,761.4,773.1,,49,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,5.9,16.8,,,,,,12.0,2.4,No precipitation,6,,,,
20.02.2020 08:00,6.9,759.8,771.6,1.2,71,Wind blowing from the east,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,16.8,,,,,,9.0,2.0,No precipitation,12,,,,
20.02.2020 05:00,7.0,758.6,770.2,,69,Wind blowing from the south-east,2,,,, ,,,,,,,,,,9.0,1.7,,,,,,
20.02.2020 02:00,6.5,758.7,770.4,,70,Wind blowing from the east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,16.8,,,2500 or more  or no clouds.,,,11.0,1.4,No precipitation,12,,,,
19.02.2020 20:00,12.4,756.7,768.4,1.5,43,Wind blowing from the east-southeast,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,16.8,,,,,,16.0,0.2,No precipitation,12,,,,
19.02.2020 17:00,16.2,755.2,766.9,,35,Wind blowing from the west,1,,,no clouds, ,,,,,,,,,,19.0,0.7,,,,,,
19.02.2020 14:00,14.2,755.8,767.4,,38,Wind blowing from the north-west,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,15.3,,,2500 or more  or no clouds.,,,17.0,0.1,No precipitation,12,,,,
19.02.2020 11:00,10.2,757.7,769.4,,43,Wind blowing from the south-east,1,,4,100%., ,,,6.1,15.3,,,2500 or more  or no clouds.,,,17.0,-1.8,No precipitation,6,,,,
19.02.2020 08:00,7.1,757.5,769.2,1.0,54,Wind blowing from the east-southeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,15.3,,,2500 or more  or no clouds.,,,17.0,-1.8,No precipitation,12,,,,
