Local time in Simao,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 17:00,25.2,649.7,755.1,,30,Wind blowing from the west,2,,7,90  or more  but not 100%, ,,,13.4,27.0,,,,,,28.0,6.4,No precipitation,6,,,,
03.03.2020 14:00,24.6,651.7,757.5,-2.1,32,Wind blowing from the west-northwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,27.1,,,2500 or more  or no clouds.,,,24.0,6.8,No precipitation,12,,,,
03.03.2020 11:00,21.4,653.8,760.0,,41,Wind blowing from the south-southeast,1,,2,90  or more  but not 100%, ,,,13.4,27.1,,,,,,18.0,7.6,No precipitation,6,,,,
03.03.2020 08:00,13.5,652.7,759.4,,72,Wind blowing from the north-west,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,27.1,,,2500 or more  or no clouds.,,,17.0,8.6,No precipitation,12,,,,
03.03.2020 05:00,14.7,651.3,756.7,,64,Wind blowing from the north-west,1,,6,, ,,,10.5,27.1,,,,,,22.0,8.0,No precipitation,6,,,,
03.03.2020 02:00,15.0,652.0,757.6,-0.5,65,Wind blowing from the north,0,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,27.1,,,2500 or more  or no clouds.,,,20.0,8.5,No precipitation,12,,,,
02.03.2020 23:00,18.2,652.5,758.5,,53,Wind blowing from the north-northwest,1,,8,, ,,,10.5,27.1,,,,,,20.0,8.5,No precipitation,6,,,,
02.03.2020 20:00,21.8,651.1,758.1,0.8,39,Wind blowing from the north-northwest,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,27.1,,,600-1000,,,8.0,7.2,No precipitation,12,,,,
02.03.2020 17:00,26.4,650.3,756.2,,27,Wind blowing from the west-southwest,4,,8,40%., ,,,10.5,27.1,,,600-1000,,,15.0,5.9,No precipitation,6,,,,
02.03.2020 14:00,25.6,652.1,758.2,-2.0,29,Wind blowing from the west-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,27.1,,,,,,24.0,6.3,No precipitation,12,,,,
02.03.2020 11:00,20.6,654.1,760.9,,42,Wind blowing from the west-northwest,1,,2,no clouds, ,,,10.5,27.1,,,,,,24.0,7.3,No precipitation,6,,,,
02.03.2020 08:00,10.6,653.1,760.5,,78,Wind blowing from the north-west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.9,27.1,,,,,,9.0,6.9,No precipitation,12,,,,
02.03.2020 05:00,11.3,652.0,758.2,,73,Wind blowing from the north-west,1,,6,, ,,,9.8,27.1,,,,,,25.0,6.6,No precipitation,6,,,,
02.03.2020 02:00,13.0,652.6,758.7,-0.1,65,Wind blowing from the west,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,27.1,,,2500 or more  or no clouds.,,,26.0,6.6,No precipitation,12,,,,
01.03.2020 23:00,16.0,652.7,759.0,,54,Wind blowing from the north-northwest,1,,7,, ,,,9.8,27.1,,,,,,19.0,6.7,No precipitation,6,,,,
01.03.2020 20:00,21.8,651.3,758.5,0.5,39,Wind blowing from the west,1,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,27.1,,,600-1000,,,17.0,7.2,No precipitation,12,,,,
01.03.2020 17:00,26.7,650.8,756.7,,24,Wind blowing from the west-southwest,3,,7,20–30%., ,,,9.8,27.1,,,600-1000,,,30.0,4.5,No precipitation,6,,,,
01.03.2020 14:00,25.3,652.6,758.8,-1.7,27,Wind blowing from the west,3,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,26.1,,,2500 or more  or no clouds.,,,30.0,5.0,No precipitation,12,,,,
01.03.2020 11:00,21.6,654.3,761.0,,40,Wind blowing from the east,0,,2,no clouds, ,,,9.8,26.1,,,,,,20.0,7.4,No precipitation,6,,,,
01.03.2020 08:00,9.9,653.2,760.9,0.7,81,Wind blowing from the west,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.8,26.1,,,,,,19.0,6.8,No precipitation,12,,,,
01.03.2020 05:00,10.9,652.5,758.9,,75,Wind blowing from the west,1,,6,, ,,,10.7,26.1,,,,,,27.0,6.5,No precipitation,6,,,,
01.03.2020 02:00,12.6,652.9,759.4,-0.2,65,Wind blowing from the west-northwest,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,26.1,,,2500 or more  or no clouds.,,,22.0,6.2,No precipitation,12,,,,
29.02.2020 23:00,15.3,653.1,759.7,,52,Wind blowing from the west,1,,8,, ,,,12.1,26.1,,,,,,24.0,5.5,No precipitation,6,,,,
29.02.2020 20:00,21.5,651.4,758.3,1.2,39,Wind blowing from the west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,26.1,,,,,,17.0,7.0,No precipitation,12,,,,
29.02.2020 17:00,25.9,650.2,755.7,,26,Wind blowing from the south-southwest,2,,8,10%  or less  but not 0, ,,,12.1,26.0,,,600-1000,,,26.0,4.9,No precipitation,6,,,,
29.02.2020 14:00,24.6,651.9,757.8,,31,Wind blowing from the west-southwest,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,25.0,,,600-1000,,,23.0,6.4,No precipitation,12,,,,
29.02.2020 11:00,20.9,653.5,760.0,,50,Wind blowing from the south-southwest,1,,2,no clouds, ,,,12.1,24.2,,,,,,11.0,10.1,No precipitation,6,,,,
29.02.2020 08:00,12.2,652.6,759.9,,92,Wind blowing from the north-northwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,24.2,,,2500 or more  or no clouds.,,,5.0,10.9,No precipitation,12,,,,
29.02.2020 05:00,14.1,651.6,757.7,,88,Wind blowing from the north-northwest,0,,5,,Mist. ,,,13.3,24.2,,,,,,5.0,12.1,No precipitation,6,,,,
29.02.2020 02:00,14.3,652.3,758.7,-0.5,85,Wind blowing from the north-northwest,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,24.2,,,2500 or more  or no clouds.,,,6.0,11.8,No precipitation,12,,,,
28.02.2020 23:00,16.6,652.8,759.6,,74,Wind blowing from the north-northwest,2,,7,,Haze. ,,,13.3,24.2,,,,,,7.0,12.0,No precipitation,6,,,,
28.02.2020 20:00,19.9,651.8,758.8,0.5,58,Wind blowing from the south-southwest,1,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,24.2,,,2500 or more  or no clouds.,,,11.0,11.4,No precipitation,12,,,,
28.02.2020 17:00,23.6,651.3,757.3,,45,Wind blowing from the south-southwest,2,,7,50%., ,,,13.3,24.2,,,600-1000,,,16.0,11.0,No precipitation,6,,,,
28.02.2020 14:00,22.2,653.1,759.4,-1.3,45,Wind blowing from the south-west,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,25.1,,,2500 or more  or no clouds.,,,14.0,9.7,No precipitation,12,,,,
28.02.2020 11:00,18.4,654.4,761.4,,65,Wind blowing from the west,1,,2,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.3,25.1,,,600-1000,,,0.8,11.7,No precipitation,6,,,,
28.02.2020 08:00,13.5,652.8,759.7,,86,Wind blowing from the north-west,1,,2,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,25.1,,,600-1000,,,7.0,11.2,No precipitation,12,,,,
28.02.2020 05:00,14.6,652.0,758.1,,83,Calm  no wind,0,,,, ,,,12.2,25.1,,,,,,7.0,11.7,No precipitation,6,,,,
28.02.2020 02:00,15.8,652.6,758.4,-0.9,79,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,25.1,,,2500 or more  or no clouds.,,,9.0,12.2,No precipitation,12,,,,
27.02.2020 23:00,17.5,653.5,760.0,,71,Wind blowing from the north-northwest,1,,6,, ,,,12.2,25.1,,,,,,9.0,12.2,No precipitation,6,,,,
27.02.2020 20:00,21.4,652.3,759.4,,51,Wind blowing from the south-southeast,1,,6,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,25.1,,,600-1000,,,13.0,10.9,No precipitation,12,,,,
27.02.2020 17:00,23.8,651.9,758.2,,46,Wind blowing from the south-southwest,2,,6,90  or more  but not 100%, ,,,12.2,25.1,,,600-1000,,,14.0,11.5,No precipitation,6,,,,
27.02.2020 14:00,24.1,653.5,759.7,-1.8,45,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.2,25.7,,,600-1000,,,14.0,11.4,No precipitation,12,,,,
27.02.2020 11:00,19.4,655.3,762.2,,61,Wind blowing from the west-southwest,0,,2,100%., ,,,12.2,25.7,,,600-1000,,,11.0,11.7,No precipitation,6,,,,
27.02.2020 08:00,12.3,653.8,761.2,1.1,90,Wind blowing from the north-west,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,25.7,,,2500 or more  or no clouds.,,,8.0,10.7,No precipitation,12,,,,
27.02.2020 05:00,13.0,652.7,759.0,,88,Wind blowing from the west,0,,6,,Mist. ,,,11.8,25.7,,,,,,6.0,11.1,No precipitation,6,,,,
27.02.2020 02:00,14.8,653.8,760.0,-0.4,82,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,25.7,,,2500 or more  or no clouds.,,,9.0,11.8,No precipitation,12,,,,
26.02.2020 23:00,16.9,654.2,761.2,,77,Wind blowing from the west,0,,6,, ,,,11.8,25.7,,,,,,9.0,12.8,No precipitation,6,,,,
26.02.2020 20:00,20.9,653.2,760.5,0.6,57,Wind blowing from the east,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,25.7,,,,,,15.0,12.1,No precipitation,12,,,,
26.02.2020 17:00,24.8,652.6,758.9,,45,Wind blowing from the south,2,,6,90  or more  but not 100%, ,,,11.8,25.7,,,,,,17.0,12.1,No precipitation,6,,,,
26.02.2020 14:00,23.9,654.1,760.8,-1.8,48,Wind blowing from the west-southwest,2,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,24.6,,,2500 or more  or no clouds.,,,16.0,12.2,No precipitation,12,,,,
26.02.2020 11:00,18.5,655.9,763.5,,73,Wind blowing from the west,1,,2,90  or more  but not 100%, ,,,11.8,24.0,,,,,,11.0,13.6,No precipitation,6,,,,
26.02.2020 08:00,11.9,654.7,762.5,0.9,95,Wind blowing from the north-west,1,,2,70 – 80%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,24.0,,,600-1000,,,6.0,11.1,No precipitation,12,,,,
26.02.2020 05:00,12.5,653.8,760.5,,94,Wind blowing from the west,0,,3,,Mist. ,,,12.2,24.0,,,,,,6.0,11.6,No precipitation,6,,,,
26.02.2020 02:00,13.3,654.4,761.5,0.0,91,Wind blowing from the north,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,24.0,,,2500 or more  or no clouds.,,,8.0,11.9,0.1,12,,,,
25.02.2020 23:00,15.0,654.4,762.4,,83,Wind blowing from the north-west,1,,4,, ,,,11.9,24.0,,,,,,10.0,12.1,No precipitation,6,,,,
25.02.2020 20:00,19.4,653.0,760.5,0.5,66,Wind blowing from the west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,24.0,,,2500 or more  or no clouds.,,,7.0,12.9,0.4,12,,,,
25.02.2020 17:00,23.9,652.5,759.1,,41,Wind blowing from the west-southwest,1,,4,60%., ,,,11.9,24.0,,,600-1000,,,21.0,9.9,0.1,6,,,,
25.02.2020 14:00,21.5,654.1,761.4,,57,Wind blowing from the south-southeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,22.5,,,2500 or more  or no clouds.,,,17.0,12.6,0.4,12,,,,
25.02.2020 11:00,15.0,655.6,764.2,,89,Wind blowing from the north,1,,2,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,,,,,,,10.0,13.2,0.3,6,,,,
25.02.2020 08:00,12.4,654.4,763.0,0.9,95,Wind blowing from the north-northeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.9,,,,600-1000,,,7.0,11.6,0.3,12,,,,
25.02.2020 05:00,12.3,653.5,760.6,,96,Wind blowing from the north,1,,10,,Mist. ,,,11.9,22.5,,,,,,5.0,11.7,0.1,6,,,,
25.02.2020 02:00,12.4,654.5,762.4,,95,Wind blowing from the north-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,22.5,,,2500 or more  or no clouds.,,,9.0,11.6,7.0,12,,,,
24.02.2020 23:00,13.2,654.7,762.9,,93,Wind blowing from the north-northwest,1,,10,, ,,,13.2,22.5,,,,,,11.0,12.1,7.0,6,,,,
24.02.2020 20:00,14.8,653.7,761.9,1.0,90,Wind blowing from the east-northeast,2,,10,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,22.5,,,300-600,,,2.9,13.2,7.0,12,,,,
24.02.2020 17:00,22.1,652.7,759.3,,54,Wind blowing from the south-southeast,1,,3,40%., ,,,13.8,22.3,,,600-1000,,,20.0,12.4,0.3,6,,,,
24.02.2020 14:00,18.6,655.0,762.5,-1.2,68,Wind blowing from the south-east,1,,3,70 – 80%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,22.3,,,600-1000,,,17.0,12.6,2.0,12,,,,
24.02.2020 11:00,16.8,656.2,763.9,,74,Wind blowing from the south-southeast,1,,2,90  or more  but not 100%, ,,,13.8,22.3,,,,,,17.0,12.1,2.0,6,,,,
24.02.2020 08:00,13.9,655.1,762.7,0.4,93,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,22.3,,,2500 or more  or no clouds.,,,7.0,12.8,2.0,12,,,,
24.02.2020 05:00,14.1,654.7,761.7,,91,Wind blowing from the north-west,1,,5,, ,,,12.8,22.3,,,,,,8.0,12.7,0.2,6,,,,
24.02.2020 02:00,14.6,655.6,763.0,-0.6,87,Wind blowing from the west-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,22.3,,,2500 or more  or no clouds.,,,9.0,12.5,0.4,12,,,,
23.02.2020 23:00,16.7,656.2,763.8,,80,Wind blowing from the south-west,1,,5,, ,,,12.8,22.3,,,,,,14.0,13.2,0.4,6,,,,
23.02.2020 20:00,19.3,654.7,762.4,-0.3,61,Wind blowing from the east-southeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,22.3,,,600-1000,,,19.0,11.6,Trace of precipitation,12,,,,
23.02.2020 17:00,21.6,655.0,762.2,,50,Wind blowing from the south-southwest,1,,5,70 – 80%., ,,,12.8,22.1,,,600-1000,,,24.0,10.7,No precipitation,6,,,,
23.02.2020 14:00,19.8,657.3,765.1,-1.7,51,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,22.7,,,2500 or more  or no clouds.,,,24.0,9.4,No precipitation,12,,,,
