Local time in Mei County,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 02:00,18.0,754.3,764.6,-0.9,81,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,20.5,,,2500 or more  or no clouds.,,,19.0,14.6,No precipitation,12,,,,
02.03.2020 23:00,18.7,755.2,765.6,,77,Wind blowing from the east-southeast,2,,4,, ,,,,20.5,,,,,,19.0,14.5,No precipitation,6,,,,
02.03.2020 20:00,18.7,754.3,764.7,1.4,76,Wind blowing from the south-southeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,21.2,,,1000-1500,,,30.0,14.3,No precipitation,12,,,,
02.03.2020 17:00,19.5,752.9,763.3,,70,Wind blowing from the south,2,,5,100%., ,,,13.9,23.3,,,1000-1500,,,30.0,13.8,No precipitation,6,,,,
02.03.2020 14:00,20.0,753.0,763.4,-1.7,62,Wind blowing from the south-southwest,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,23.6,,,1000-1500,,,30.0,12.5,No precipitation,12,,,,
02.03.2020 11:00,19.2,754.7,765.1,,63,Wind blowing from the north-northwest,2,,5,100%., ,,,13.9,23.6,,,1000-1500,,,30.0,11.9,No precipitation,6,,,,
02.03.2020 08:00,15.2,755.3,765.7,1.8,80,Wind blowing from the west-northwest,2,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.9,23.6,,,1000-1500,,,30.0,11.7,No precipitation,12,,,,
02.03.2020 05:00,14.5,753.5,763.9,,86,Wind blowing from the west-northwest,2,,5,, ,,,14.4,23.6,,,,,,30.0,12.1,No precipitation,6,,,,
02.03.2020 02:00,16.2,753.1,763.5,0.1,79,Wind blowing from the west-northwest,3,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,23.6,,,2500 or more  or no clouds.,,,30.0,12.5,No precipitation,12,,,,
01.03.2020 23:00,18.6,753.0,763.3,,72,Wind blowing from the north-west,2,,5,, ,,,17.8,23.6,,,,,,30.0,13.4,No precipitation,6,,,,
01.03.2020 20:00,21.2,751.7,762.1,1.3,79,Wind blowing from the north,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,25.7,,,1000-1500,,,30.0,17.4,2.0,12,,,,
01.03.2020 17:00,23.3,750.4,760.6,,68,Wind blowing from the south-southeast,1,,5,20–30%., ,,,17.8,29.5,,,600-1000,,,30.0,17.0,0.1,6,,,,
01.03.2020 14:00,22.2,751.0,761.3,-1.5,75,Wind blowing from the west,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,,,,600-1000,,,30.0,17.5,2.0,12,,,,
01.03.2020 11:00,19.3,752.5,762.7,,95,Wind blowing from the west-northwest,3,,5,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,,,,1000-1500,,,14.0,18.4,2.0,6,,,,
01.03.2020 08:00,18.3,751.6,761.8,1.6,92,Wind blowing from the north-west,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,17.8,30.1,,,1000-1500,,,30.0,16.9,No precipitation,12,,,,
01.03.2020 05:00,18.1,750.0,760.2,,93,Wind blowing from the west-southwest,1,,5,, ,,,16.7,30.1,,,,,,27.0,16.9,No precipitation,6,,,,
01.03.2020 02:00,19.7,750.1,760.3,-0.1,89,Wind blowing from the south,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,30.1,,,2500 or more  or no clouds.,,,25.0,17.8,No precipitation,12,,,,
29.02.2020 23:00,21.9,750.2,760.3,,71,Wind blowing from the west,1,,6,, ,,,16.7,30.1,,,,,,30.0,16.4,No precipitation,6,,,,
29.02.2020 20:00,25.6,749.2,759.4,1.2,53,Wind blowing from the south-west,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,30.1,,,1000-1500,,,30.0,15.3,No precipitation,12,,,,
29.02.2020 17:00,28.6,748.0,758.2,,42,Wind blowing from the south-southwest,1,,6,20–30%., ,,,16.7,30.1,,,600-1000,,,30.0,14.4,No precipitation,6,,,,
29.02.2020 14:00,28.7,749.2,759.4,-2.7,41,Wind blowing from the south,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,28.8,,,600-1000,,,30.0,14.1,No precipitation,12,,,,
29.02.2020 11:00,25.2,751.9,762.1,,57,Wind blowing from the south,2,,4,20–30%., ,,,16.7,27.9,,,600-1000,,,30.0,16.0,No precipitation,6,,,,
29.02.2020 08:00,18.2,752.2,762.4,0.9,91,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.7,27.9,,,2500 or more  or no clouds.,,,24.0,16.7,No precipitation,12,,,,
29.02.2020 05:00,17.0,751.3,761.5,,92,Wind blowing from the west-northwest,2,,4,, ,,,15.2,27.9,,,,,,19.0,15.6,No precipitation,6,,,,
29.02.2020 02:00,19.2,751.9,762.1,-0.6,80,Wind blowing from the west-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,27.9,,,2500 or more  or no clouds.,,,30.0,15.6,No precipitation,12,,,,
28.02.2020 23:00,21.8,752.5,762.7,,66,Wind blowing from the south-southwest,1,,5,, ,,,15.2,27.9,,,,,,30.0,15.1,No precipitation,6,,,,
28.02.2020 20:00,23.5,751.9,762.1,0.9,59,Wind blowing from the south,1,,5,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,27.9,,,1000-1500,,,30.0,15.0,No precipitation,12,,,,
28.02.2020 17:00,26.6,751.0,761.3,,46,Wind blowing from the east-southeast,1,,5,60%., ,,,15.2,27.9,,,600-1000,,,30.0,14.0,No precipitation,6,,,,
28.02.2020 14:00,26.9,752.4,762.6,-2.6,47,Wind blowing from the north-northeast,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,26.9,,,600-1000,,,30.0,14.6,No precipitation,12,,,,
28.02.2020 11:00,23.1,755.0,765.4,,56,Wind blowing from the north-east,2,,4,90  or more  but not 100%, ,,,15.2,23.9,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,28.0,13.8,No precipitation,6,,,,
28.02.2020 08:00,16.7,754.7,765.1,0.6,92,Wind blowing from the west-northwest,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.2,23.9,,,1000-1500,,,12.0,15.3,No precipitation,12,,,,
28.02.2020 05:00,16.6,754.1,764.5,,92,Wind blowing from the south-southeast,2,,6,, ,,,16.6,23.9,,,,,,13.0,15.3,No precipitation,6,,,,
28.02.2020 02:00,17.8,754.4,764.7,-0.7,89,Wind blowing from the west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,23.9,,,2500 or more  or no clouds.,,,19.0,15.9,No precipitation,12,,,,
27.02.2020 23:00,17.9,755.1,765.4,,87,Wind blowing from the west,1,,6,, ,,,16.5,23.9,,,,,,19.0,15.7,No precipitation,6,,,,
27.02.2020 20:00,20.3,754.4,764.8,0.7,73,Wind blowing from the north,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,23.9,,,,,,30.0,15.3,No precipitation,12,,,,
27.02.2020 17:00,22.8,753.7,764.1,,64,Wind blowing from the east,3,,,60%., ,,,16.5,29.6,,,1000-1500,,,30.0,15.6,No precipitation,6,,,,
27.02.2020 14:00,23.9,754.3,764.6,-1.9,61,Wind blowing from the north-northeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,29.6,,,1000-1500,,,30.0,15.9,No precipitation,12,,,,
27.02.2020 11:00,21.9,756.2,766.6,,72,Wind blowing from the east-southeast,1,,3,90  or more  but not 100%, ,,,16.5,29.6,,,1000-1500,,,30.0,16.6,No precipitation,6,,,,
27.02.2020 08:00,18.3,755.7,766.0,1.8,89,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.5,29.6,,,1000-1500,,,24.0,16.4,No precipitation,12,,,,
27.02.2020 05:00,16.5,753.9,764.2,,93,Wind blowing from the west,1,,3,, ,,,16.2,29.6,,,,,,26.0,15.3,No precipitation,6,,,,
27.02.2020 02:00,17.2,753.7,763.9,-0.1,90,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,29.6,,,2500 or more  or no clouds.,,,28.0,15.5,No precipitation,12,,,,
26.02.2020 23:00,19.5,753.8,764.1,,77,Wind blowing from the west-northwest,1,,4,, ,,,16.2,29.6,,,,,,30.0,15.3,No precipitation,6,,,,
26.02.2020 20:00,23.0,752.8,763.1,0.8,61,Wind blowing from the west,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,29.6,,,2500 or more  or no clouds.,,,28.0,15.0,No precipitation,12,,,,
26.02.2020 17:00,28.9,752.0,762.2,,40,Wind blowing from the north,1,,4,10%  or less  but not 0, ,,,16.2,29.6,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,30.0,13.9,No precipitation,6,,,,
26.02.2020 14:00,27.9,752.6,762.8,-2.5,46,Wind blowing from the west-northwest,1,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.2,28.8,,,600-1000,,,30.0,15.2,No precipitation,12,,,,
26.02.2020 11:00,24.9,755.1,765.4,,62,Wind blowing from the north-northeast,1,,,20–30%., ,,,16.2,28.8,,,600-1000,,,27.0,17.1,No precipitation,6,,,,
26.02.2020 08:00,17.6,755.2,765.6,1.8,94,Wind blowing from the west,1,,3,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.9,28.8,,,1000-1500,,,19.0,16.6,No precipitation,12,,,,
26.02.2020 05:00,16.7,753.4,763.7,,94,Wind blowing from the west-northwest,2,,3,, ,,,14.5,28.8,,,,,,17.0,15.8,No precipitation,6,,,,
26.02.2020 02:00,18.0,753.2,763.4,0.0,91,Wind blowing from the west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,28.8,,,2500 or more  or no clouds.,,,28.0,16.5,No precipitation,12,,,,
25.02.2020 23:00,20.1,753.2,763.5,,77,Wind blowing from the south-east,1,,5,, ,,,14.5,28.8,,,,,,30.0,15.9,No precipitation,6,,,,
25.02.2020 20:00,22.0,752.2,762.6,,65,Wind blowing from the north-west,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,28.8,,,,,,29.0,15.1,No precipitation,12,,,,
25.02.2020 14:00,27.1,752.6,762.9,-2.7,50,Wind blowing from the east,1,,,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,27.4,,,600-1000,,,30.0,15.7,No precipitation,12,,,,
25.02.2020 11:00,22.8,755.3,765.7,,64,Wind blowing from the north-northeast,1,,3,60%., ,,,14.5,26.3,,,600-1000,,,30.0,15.6,No precipitation,6,,,,
25.02.2020 08:00,15.8,755.2,765.6,1.8,96,Wind blowing from the west-northwest,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.5,26.3,,,1000-1500,,,14.0,15.1,No precipitation,12,,,,
25.02.2020 05:00,15.2,753.4,763.8,,96,Wind blowing from the west,1,,6,, ,,,14.8,26.3,,,,,,16.0,14.5,No precipitation,6,,,,
25.02.2020 02:00,16.0,754.0,764.2,-0.4,92,Wind blowing from the north-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,26.3,,,2500 or more  or no clouds.,,,20.0,14.7,No precipitation,12,,,,
24.02.2020 23:00,17.9,754.4,764.8,,82,Wind blowing from the west-northwest,1,,6,, ,,,15.3,26.3,,,,,,30.0,14.7,No precipitation,6,,,,
24.02.2020 20:00,21.4,754.0,764.4,0.9,65,Wind blowing from the south,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,26.3,,,,,,30.0,14.5,No precipitation,12,,,,
24.02.2020 17:00,25.4,753.1,763.4,,52,Wind blowing from the south,2,,6,40%., ,,,15.3,26.4,,,600-1000,,,30.0,14.8,No precipitation,6,,,,
24.02.2020 14:00,26.0,754.2,764.5,-2.8,42,Wind blowing from the east-southeast,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,27.4,,,600-1000,,,30.0,12.1,No precipitation,12,,,,
24.02.2020 11:00,20.9,757.0,767.5,,50,Wind blowing from the east,2,,3,90  or more  but not 100%, ,,,15.3,27.4,,,1000-1500,,,27.0,10.1,No precipitation,6,,,,
24.02.2020 08:00,16.3,757.3,767.7,1.5,79,Wind blowing from the west,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.3,27.4,,,1000-1500,,,21.0,12.6,No precipitation,12,,,,
24.02.2020 05:00,16.1,755.8,766.2,,74,Wind blowing from the west,1,,3,, ,,,14.2,27.4,,,,,,22.0,11.4,No precipitation,6,,,,
24.02.2020 02:00,15.7,756.1,766.4,-0.7,84,Wind blowing from the west-northwest,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,27.4,,,2500 or more  or no clouds.,,,18.0,13.0,No precipitation,12,,,,
23.02.2020 23:00,17.9,756.8,767.2,,74,Wind blowing from the south-east,1,,4,, ,,,13.8,27.4,,,,,,22.0,13.2,No precipitation,6,,,,
23.02.2020 20:00,20.7,756.0,766.4,0.3,58,Wind blowing from the west,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,27.4,,,,,,23.0,12.1,No precipitation,12,,,,
23.02.2020 17:00,26.5,755.7,766.0,,39,Wind blowing from the south-east,1,,4,10%  or less  but not 0, ,,,13.8,27.4,,Sky obscured by fog and/or other meteorological phenomena.,600-1000,,,30.0,11.4,No precipitation,6,,,,
23.02.2020 14:00,25.6,757.0,767.4,-3.4,44,Wind blowing from the north-west,2,,3,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.8,27.5,,,600-1000,,,30.0,12.4,No precipitation,12,,,,
23.02.2020 11:00,21.3,760.4,770.8,,57,Wind blowing from the north-northeast,1,,3,no clouds, ,,,13.8,27.5,,,,,,30.0,12.4,No precipitation,6,,,,
23.02.2020 08:00,15.4,760.3,770.8,1.2,87,Wind blowing from the south-east,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.9,27.5,,,1500-2000,,,17.0,13.2,No precipitation,12,,,,
23.02.2020 05:00,14.2,759.1,769.5,,90,Wind blowing from the west,1,,2,, ,,,11.6,27.5,,,,,,16.0,12.5,No precipitation,6,,,,
23.02.2020 02:00,14.7,759.2,769.6,-0.4,87,Wind blowing from the west,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,27.5,,,2500 or more  or no clouds.,,,18.0,12.5,No precipitation,12,,,,
22.02.2020 23:00,16.7,759.6,770.0,,74,Wind blowing from the west,1,,4,, ,,,11.6,27.5,,,,,,21.0,12.0,No precipitation,6,,,,
