Local time in Ejin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 14:00,4.3,687.3,771.7,,17,Wind blowing from the west,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.3,9.6,,,2500 or more  or no clouds.,,,30.0,-18.6,No precipitation,12,,,,
02.03.2020 11:00,0.9,688.4,772.8,,29,Wind blowing from the north-east,3,,,no clouds, ,,,,,,,,,,30.0,-15.1,,,,,,
02.03.2020 08:00,-4.3,687.1,771.8,1.8,40,Wind blowing from the west-northwest,1,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.8,9.6,,,,,,30.0,-15.9,No precipitation,12,,,,
02.03.2020 05:00,-1.7,685.3,768.9,,35,Wind blowing from the north-west,4,,,, ,,,,,,,,,,30.0,-15.2,,,,,,
02.03.2020 02:00,-0.5,684.3,767.8,0.6,25,Wind blowing from the west-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,9.6,,,2500 or more  or no clouds.,,,30.0,-18.1,No precipitation,12,,,,
01.03.2020 23:00,4.0,683.7,767.4,,11,Wind blowing from the south-west,3,,7,, ,,,-7.0,9.6,,,,,,30.0,-23.9,No precipitation,6,,,,
01.03.2020 20:00,6.1,684.4,769.1,0.0,9,Wind blowing from the west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,9.6,,,2500 or more  or no clouds.,,,30.0,-24.5,No precipitation,12,,,,
01.03.2020 17:00,9.3,684.4,768.1,,7,Wind blowing from the west-northwest,2,,6,no clouds, ,,,-7.0,9.6,,,,,,30.0,-24.8,No precipitation,6,,,,
01.03.2020 14:00,7.4,686.3,770.5,-2.0,9,Wind blowing from the west-southwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,8.8,,,,,,30.0,-23.5,No precipitation,12,,,,
01.03.2020 11:00,1.3,688.3,773.3,,21,Wind blowing from the south-east,2,,4,no clouds, ,,,-7.0,8.8,,,,,,30.0,-18.6,No precipitation,6,,,,
01.03.2020 08:00,-6.8,688.6,774.1,,34,Wind blowing from the north-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.0,8.8,,,,,,30.0,-20.0,No precipitation,12,,,,
01.03.2020 05:00,-3.2,688.8,773.1,,21,Wind blowing from the south-southeast,2,,11,, ,,,-4.1,8.8,,,,,,30.0,-22.4,No precipitation,6,,,,
01.03.2020 02:00,-3.0,689.5,774.3,-0.1,25,Wind blowing from the south-east,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,8.8,,,2500 or more  or no clouds.,,,30.0,-20.3,No precipitation,12,,,,
29.02.2020 23:00,-0.1,689.6,774.7,,16,Wind blowing from the north-west,1,,,, ,,,,,,,,,,30.0,-22.9,,,,,,
29.02.2020 20:00,5.0,688.1,772.8,1.1,11,Wind blowing from the west-northwest,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,8.8,,,,,,30.0,-23.1,No precipitation,12,,,,
29.02.2020 17:00,8.5,687.0,770.6,,11,Wind blowing from the north-northwest,2,,9,no clouds, ,,,-2.2,12.6,,,,,,30.0,-20.3,No precipitation,6,,,,
29.02.2020 14:00,5.9,687.4,771.2,,17,Wind blowing from the west,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.2,12.6,,,,,,30.0,-17.3,No precipitation,12,,,,
29.02.2020 11:00,1.0,687.6,771.9,,37,Wind blowing from the west-northwest,4,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,29.0,-12.1,,,,,,
29.02.2020 08:00,-2.1,685.6,769.5,2.3,49,Wind blowing from the north-west,2,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.1,12.6,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,12,,,,
29.02.2020 05:00,-0.3,683.3,765.9,,44,Wind blowing from the west-northwest,4,,,, ,,,,,,,,,,30.0,-11.1,,,,,,
29.02.2020 02:00,1.2,682.3,764.6,0.9,36,Wind blowing from the west-northwest,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,12.6,,,2500 or more  or no clouds.,,,30.0,-12.2,No precipitation,12,,,,
28.02.2020 23:00,3.7,681.4,764.3,,30,Wind blowing from the west-northwest,2,,,, ,,,,,,,,,,26.0,-12.3,,,,,,
28.02.2020 20:00,7.7,680.1,763.0,,29,Wind blowing from the west,5,,,no clouds,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,12.6,,,,,,5.0,-9.2,No precipitation,12,,,,
28.02.2020 17:00,12.6,678.7,760.0,,24,Wind blowing from the west-northwest,5,,13,, ,,,-0.7,14.5,,,,,,10.0,-7.4,No precipitation,6,,,,
28.02.2020 14:00,11.5,678.7,760.1,-0.3,20,Wind blowing from the west-northwest,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.7,14.5,,,2500 or more  or no clouds.,,,23.0,-10.7,No precipitation,12,,,,
28.02.2020 11:00,5.2,679.0,761.2,,27,Wind blowing from the west-northwest,4,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,20.0,-12.3,,,,,,
28.02.2020 08:00,-0.4,677.6,760.0,,35,Wind blowing from the west,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,14.5,,,2500 or more  or no clouds.,,,30.0,-14.0,No precipitation,12,,,,
28.02.2020 05:00,3.8,677.1,758.0,,28,Wind blowing from the west,1,,8,, ,,,-2.7,14.5,,,,,,29.0,-13.0,No precipitation,6,,,,
28.02.2020 02:00,5.2,677.8,758.9,-1.2,27,Wind blowing from the south-west,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,14.5,,,2500 or more  or no clouds.,,,30.0,-12.3,No precipitation,12,,,,
27.02.2020 23:00,6.5,679.0,761.5,,25,Wind blowing from the south,2,,,, ,,,-2.7,14.5,,,,,,30.0,-12.1,No precipitation,6,,,,
27.02.2020 20:00,9.1,679.5,762.4,-0.4,21,Wind blowing from the south,1,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,14.5,,,,,,27.0,-12.1,No precipitation,12,,,,
27.02.2020 17:00,14.4,679.9,761.8,,15,Wind blowing from the west,4,,9,no clouds, ,,,-2.7,14.4,,,,,,30.0,-11.9,No precipitation,6,,,,
27.02.2020 14:00,12.2,681.7,763.5,-2.1,16,Wind blowing from the west-southwest,4,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.7,12.6,,,,,,30.0,-12.9,No precipitation,12,,,,
27.02.2020 11:00,3.3,683.8,767.0,,26,Wind blowing from the west,2,,,no clouds, ,,,,,,,,,,30.0,-14.4,,,,,,
27.02.2020 08:00,-2.3,683.4,767.2,-0.1,42,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.3,10.7,,,,,,30.0,-13.5,No precipitation,12,,,,
27.02.2020 05:00,-1.2,683.5,766.6,,41,Wind blowing from the south-southwest,0,,5,, ,,,-1.5,10.7,,,,,,30.0,-12.8,No precipitation,6,,,,
27.02.2020 02:00,4.0,684.4,767.1,,28,Wind blowing from the south-west,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,10.7,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,12,,,,
26.02.2020 23:00,4.8,685.0,768.5,,25,Wind blowing from the south-west,2,,,, ,,,,,,,,,,30.0,-13.6,,,,,,
26.02.2020 20:00,6.5,684.8,768.7,0.5,24,Wind blowing from the north-west,1,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,10.7,,,2500 or more  or no clouds.,,,21.0,-12.6,No precipitation,12,,,,
26.02.2020 17:00,10.6,684.3,767.3,,18,Wind blowing from the north-northwest,2,,9,20–30%., ,,,-1.5,12.0,,,2500 or more  or no clouds.,,,30.0,-12.7,No precipitation,6,,,,
26.02.2020 14:00,8.0,685.0,768.4,-0.9,25,Wind blowing from the east,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,12.0,,,,,,25.0,-10.8,No precipitation,12,,,,
26.02.2020 11:00,2.7,685.9,769.9,,36,Wind blowing from the east,5,,,no clouds, ,,,,,,,,,,30.0,-10.9,,,,,,
26.02.2020 08:00,-1.4,684.9,768.7,,47,Wind blowing from the east-southeast,5,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,12.0,,,2500 or more  or no clouds.,,,26.0,-11.3,No precipitation,12,,,,
26.02.2020 05:00,-0.6,684.5,767.4,,44,Wind blowing from the east-southeast,4,,,, ,,,,,,,,,,26.0,-11.6,,,,,,
26.02.2020 02:00,0.2,684.2,767.4,0.3,35,Wind blowing from the north,0,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,12.0,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
25.02.2020 23:00,1.8,683.9,767.5,,31,Calm  no wind,0,,,, ,,,,,,,,,,30.0,-13.5,,,,,,
25.02.2020 20:00,6.6,683.5,767.5,0.6,22,Wind blowing from the south-southwest,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,12.0,,,,,,30.0,-13.6,No precipitation,12,,,,
25.02.2020 17:00,11.8,682.9,765.4,,16,Wind blowing from the west-northwest,2,,8,10%  or less  but not 0, ,,,-3.1,11.8,,,2500 or more  or no clouds.,,,30.0,-13.2,No precipitation,6,,,,
25.02.2020 14:00,9.1,683.6,766.6,,22,Wind blowing from the west-northwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,11.8,,,,,,30.0,-11.5,No precipitation,12,,,,
25.02.2020 11:00,4.5,684.4,767.6,,32,Wind blowing from the west-northwest,3,,,no clouds, ,,,,,,,,,,30.0,-10.8,,,,,,
25.02.2020 08:00,-3.1,683.3,767.3,1.2,50,Wind blowing from the west,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,11.8,,,,,,30.0,-12.1,No precipitation,12,,,,
25.02.2020 05:00,0.7,682.1,764.5,,38,Wind blowing from the north-west,2,,7,, ,,,-0.3,11.8,,,,,,30.0,-12.0,No precipitation,6,,,,
25.02.2020 02:00,0.9,682.4,765.0,0.5,35,Wind blowing from the west-southwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,11.8,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,12,,,,
24.02.2020 23:00,4.1,681.9,764.8,,31,Wind blowing from the north-west,1,,,, ,,,,,,,,,,30.0,-11.5,,,,,,
24.02.2020 20:00,6.4,681.1,764.3,1.3,32,Wind blowing from the west-northwest,1,,12,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,11.8,,,2500 or more  or no clouds.,,,30.0,-9.1,No precipitation,12,,,,
24.02.2020 17:00,11.4,679.8,761.8,,22,Wind blowing from the west-northwest,4,,12,90  or more  but not 100%, ,,,-0.3,11.8,,,2500 or more  or no clouds.,,,30.0,-9.6,No precipitation,6,,,,
24.02.2020 14:00,10.4,680.6,762.9,-1.0,23,Wind blowing from the west,5,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.3,10.9,,,2500 or more  or no clouds.,,,26.0,-9.8,No precipitation,12,,,,
24.02.2020 11:00,5.3,681.6,764.5,,29,Wind blowing from the west,6,,,no clouds, ,,,,,,,,,,11.0,-11.3,,,,,,
24.02.2020 08:00,0.0,680.7,763.7,,35,Wind blowing from the west,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.4,10.9,,,2500 or more  or no clouds.,,,10.0,-13.6,No precipitation,12,,,,
24.02.2020 05:00,1.6,680.1,762.2,,31,Wind blowing from the west,4,,8,, ,,,-5.5,10.9,,,,,,10.0,-13.7,No precipitation,6,,,,
24.02.2020 02:00,1.8,680.1,762.6,-0.3,31,Wind blowing from the west,3,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,10.9,,,2500 or more  or no clouds.,,,11.0,-13.5,No precipitation,12,,,,
23.02.2020 23:00,3.5,680.4,763.9,,25,Wind blowing from the west,3,,,, ,,,,,,,,,,13.0,-14.7,,,,,,
23.02.2020 20:00,7.4,679.9,763.3,0.9,18,Wind blowing from the west,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,10.9,,,,,,12.0,-15.4,No precipitation,12,,,,
23.02.2020 17:00,10.8,679.0,762.0,,15,Wind blowing from the west-northwest,4,,9,20–30%., ,,,-5.5,10.8,,,2500 or more  or no clouds.,,,12.0,-14.8,No precipitation,6,,,,
23.02.2020 14:00,8.6,680.2,763.0,,18,Wind blowing from the west,4,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.5,8.6,,,2500 or more  or no clouds.,,,10.0,-14.4,No precipitation,12,,,,
23.02.2020 11:00,0.8,681.5,765.5,,28,Wind blowing from the south-west,2,,,no clouds, ,,,,,,,,,,18.0,-15.6,,,,,,
23.02.2020 08:00,-3.7,680.8,764.8,-0.2,38,Wind blowing from the south,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,8.3,,,2500 or more  or no clouds.,,,23.0,-16.0,No precipitation,12,,,,
23.02.2020 05:00,-4.4,681.0,764.6,,40,Wind blowing from the east-northeast,1,,5,, ,,,-8.8,8.3,,,,,,25.0,-16.0,No precipitation,6,,,,
23.02.2020 02:00,-0.1,681.8,765.3,,29,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,8.3,,,2500 or more  or no clouds.,,,26.0,-16.0,No precipitation,12,,,,
22.02.2020 23:00,1.0,682.8,767.4,,27,Wind blowing from the west-southwest,1,,5,, ,,,-8.8,8.3,,,,,,22.0,-15.9,No precipitation,6,,,,
22.02.2020 20:00,4.6,682.8,767.9,,21,Wind blowing from the west-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,8.3,,,,,,24.0,-15.9,No precipitation,12,,,,
22.02.2020 17:00,8.2,682.8,767.2,,16,Wind blowing from the west,3,,6,20–30%., ,,,-8.8,8.3,,,2500 or more  or no clouds.,,,24.0,-16.1,No precipitation,6,,,,
22.02.2020 14:00,5.3,684.5,769.3,-1.9,19,Wind blowing from the south,1,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.8,5.3,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
22.02.2020 11:00,-1.8,686.4,772.0,,30,Wind blowing from the east,3,,6,90  or more  but not 100%, ,,,-8.8,3.8,,,2500 or more  or no clouds.,,,30.0,-17.1,No precipitation,6,,,,
