Local time in Xainza,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 11:00,-6.8,430.5,763.0,,44,Wind blowing from the west-northwest,7,,17,70 – 80%., ,,,-8.6,,,,1500-2000,,,30.0,-17.0,0.2,6,,,,
02.03.2020 08:00,-8.3,429.3,760.0,0.6,58,Wind blowing from the west-northwest,6,,17,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,2.0,,,2500 or more  or no clouds.,,,30.0,-15.1,0.3,12,,,,
02.03.2020 05:00,-7.6,428.7,756.2,,74,Wind blowing from the west-northwest,9,,17,,Intermittent fall of snowflakes  slight at time of observation. ,,,-11.0,2.0,,,,,,13.0,-11.4,0.1,6,,,,
02.03.2020 02:00,-6.3,429.1,757.0,,67,Wind blowing from the north-west,7,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,2.0,,,2500 or more  or no clouds.,,,30.0,-11.4,No precipitation,12,,,,
01.03.2020 20:00,-1.9,428.4,760.0,0.0,27,Wind blowing from the west,5,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,2.0,,,1000-1500,,,30.0,-18.4,No precipitation,12,,,,
01.03.2020 17:00,0.9,428.4,756.5,,9,Wind blowing from the west-northwest,4,,13,70 – 80%., ,,,-11.0,2.0,,,1500-2000,,,30.0,-28.5,No precipitation,6,,,,
01.03.2020 14:00,-0.5,430.6,760.3,-1.3,14,Wind blowing from the north-northwest,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.0,1.2,,,2500 or more  or no clouds.,,,30.0,-24.8,No precipitation,12,,,,
01.03.2020 11:00,-6.1,431.9,764.5,,21,Wind blowing from the north-northwest,1,,11,no clouds, ,,,-11.0,1.2,,,,,,30.0,-24.9,No precipitation,6,,,,
01.03.2020 08:00,-10.3,431.0,764.8,0.0,30,Wind blowing from the east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,1.2,,,2500 or more  or no clouds.,,,30.0,-24.6,No precipitation,12,,,,
01.03.2020 05:00,-8.9,431.0,762.4,,37,Wind blowing from the north-northwest,5,,11,, ,,,-15.8,1.2,,,,,,30.0,-21.0,No precipitation,6,,,,
01.03.2020 02:00,-7.2,431.1,761.2,,28,Wind blowing from the north-northwest,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,1.2,,,2500 or more  or no clouds.,,,30.0,-22.6,No precipitation,12,,,,
29.02.2020 20:00,-2.4,429.9,765.1,0.2,16,Wind blowing from the west,5,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,1.2,,,1500-2000,,,30.0,-24.8,No precipitation,12,,,,
29.02.2020 17:00,-0.7,429.7,762.7,,10,Wind blowing from the north-northeast,2,,11,100%., ,,,-15.8,1.2,,,1500-2000,,,30.0,-28.6,No precipitation,6,,,,
29.02.2020 14:00,-0.6,431.0,761.3,-0.9,14,Wind blowing from the north-northwest,7,,11,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.8,0.3,,,1500-2000,,,30.0,-24.8,No precipitation,12,,,,
29.02.2020 11:00,-6.4,431.9,765.7,,20,Wind blowing from the south-west,2,,,10%  or less  but not 0, ,,,-15.8,0.1,,,2000-2500,,,30.0,-25.7,No precipitation,6,,,,
29.02.2020 08:00,-13.0,431.1,767.0,0.2,31,Wind blowing from the south-east,1,,12,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,0.1,,,2000-2500,,,30.0,-26.6,No precipitation,12,,,,
29.02.2020 05:00,-12.2,430.9,764.5,,38,Wind blowing from the north-west,1,,12,, ,,,,0.1,,,,,,30.0,-23.6,No precipitation,6,,,,
29.02.2020 02:00,-7.6,431.4,764.8,,22,Wind blowing from the west-northwest,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.1,,,2500 or more  or no clouds.,,,30.0,-25.7,No precipitation,12,,,,
28.02.2020 20:00,-2.3,430.9,772.3,-0.3,10,Wind blowing from the south-southeast,5,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,0.1,,,1500-2000,,,30.0,-29.9,No precipitation,12,,,,
28.02.2020 17:00,-0.2,431.2,769.5,,5,Wind blowing from the south,6,,10,60%., ,,,-21.5,0.1,,,1500-2000,,,30.0,-35.4,No precipitation,6,,,,
28.02.2020 14:00,-4.1,433.2,773.9,-1.5,8,Wind blowing from the south-southeast,5,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.5,-4.1,,,1500-2000,,,30.0,-33.6,No precipitation,12,,,,
28.02.2020 11:00,-12.0,434.7,781.0,,28,Wind blowing from the north-northeast,1,,4,no clouds, ,,,-21.5,-4.7,,,,,,30.0,-26.8,No precipitation,6,,,,
28.02.2020 08:00,-19.9,433.8,782.4,-0.2,55,Wind blowing from the north-northeast,1,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.1,-4.7,,,1500-2000,,,30.0,-26.6,No precipitation,12,,,,
28.02.2020 05:00,-17.8,434.0,778.6,,37,Wind blowing from the east,1,,12,, ,,,-18.1,-4.7,,,,,,30.0,-29.0,No precipitation,6,,,,
28.02.2020 02:00,-15.1,434.2,778.3,,32,Wind blowing from the south-west,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.5,-4.7,,,2500 or more  or no clouds.,,,30.0,-28.1,No precipitation,12,,,,
27.02.2020 20:00,-8.0,433.5,774.4,0.6,21,Wind blowing from the north,4,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-4.7,,,1500-2000,,,30.0,-26.5,No precipitation,12,,,,
27.02.2020 17:00,-5.2,432.9,769.4,,18,Wind blowing from the north-west,8,,13,60%., ,,,-12.2,-2.8,,,1500-2000,,,30.0,-25.8,No precipitation,6,,,,
27.02.2020 14:00,-7.2,433.5,771.5,0.3,40,Wind blowing from the north,7,,12,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-2.6,,,1500-2000,,,30.0,-18.5,No precipitation,12,,,,
27.02.2020 11:00,-8.3,433.2,771.4,,30,Wind blowing from the north-east,3,,9,, ,,,-12.2,-2.6,,,,,,23.0,-22.8,No precipitation,6,,,,
27.02.2020 08:00,-11.1,431.7,770.3,0.9,61,Wind blowing from the north-west,6,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-2.6,,,1500-2000,,,30.0,-17.3,No precipitation,12,,,,
27.02.2020 05:00,-8.9,430.8,764.2,,75,Wind blowing from the north-west,4,,14,,Snow not falling as shower(s). ,,,-8.9,-2.6,,,,,,30.0,-12.5,No precipitation,6,,,,
27.02.2020 02:00,-8.2,430.2,763.3,,67,Wind blowing from the north,3,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.7,-2.6,,,2500 or more  or no clouds.,,,30.0,-13.4,No precipitation,12,,,,
26.02.2020 20:00,-6.9,428.9,762.7,1.0,75,Wind blowing from the north-west,2,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-2.6,,,2500 or more  or no clouds.,,,30.0,-10.7,No precipitation,12,,,,
26.02.2020 17:00,-3.5,427.9,757.8,,28,Wind blowing from the west,2,,,, ,,,-8.6,-0.7,,,,,,30.0,-19.4,No precipitation,6,,,,
26.02.2020 14:00,-4.2,429.2,761.7,-0.4,34,Wind blowing from the north-northwest,3,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.6,-0.4,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
26.02.2020 11:00,-6.7,429.6,762.7,,36,Wind blowing from the south,7,,13,, ,,,-8.6,,,,,,,30.0,-19.3,No precipitation,6,,,,
26.02.2020 08:00,-7.9,428.4,760.4,0.3,38,Wind blowing from the south-southeast,6,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-0.4,,,2500 or more  or no clouds.,,,30.0,-19.7,No precipitation,12,,,,
26.02.2020 05:00,-7.1,428.1,756.2,,39,Wind blowing from the south-southeast,7,,12,, ,,,-13.9,-0.4,,,,,,30.0,-18.7,No precipitation,6,,,,
26.02.2020 02:00,-8.5,428.7,760.9,,56,Wind blowing from the north-east,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.4,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,12,,,,
25.02.2020 20:00,-4.9,428.2,764.5,0.4,53,Wind blowing from the west-northwest,2,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-0.4,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
25.02.2020 17:00,-1.0,427.8,759.5,,20,Wind blowing from the north,4,,9,90  or more  but not 100%, ,,,-13.9,-0.4,,,,,,30.0,-21.1,No precipitation,6,,,,
25.02.2020 14:00,-4.4,429.6,764.3,-0.9,38,Wind blowing from the north,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-2.7,,,1500-2000,,,30.0,-16.6,No precipitation,12,,,,
25.02.2020 11:00,-8.5,430.5,766.2,,64,Wind blowing from the south-southwest,3,,5,70 – 80%., ,,,-13.9,-2.7,,,1500-2000,,,30.0,-14.1,No precipitation,6,,,,
25.02.2020 08:00,-13.5,429.8,767.2,0.2,78,Wind blowing from the south-southwest,2,,9,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.9,-2.7,,,1500-2000,,,30.0,-16.5,No precipitation,12,,,,
25.02.2020 05:00,-12.2,429.6,765.3,,81,Wind blowing from the north-northeast,1,,9,, ,,,-12.7,-2.7,,,,,,30.0,-14.8,No precipitation,6,,,,
25.02.2020 02:00,-10.8,430.2,766.7,,72,Wind blowing from the north-northwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-2.7,,,2500 or more  or no clouds.,,,30.0,-15.0,Trace of precipitation,12,,,,
24.02.2020 20:00,-4.9,429.2,763.9,0.2,47,Wind blowing from the south-southwest,4,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-2.7,,,1000-1500,,,30.0,-14.5,Trace of precipitation,12,,,,
24.02.2020 17:00,-4.1,429.0,762.1,,33,Wind blowing from the south-southwest,3,,6,100%., ,,,-12.7,-0.7,,,1000-1500,,,30.0,-18.0,Trace of precipitation,6,,,,
24.02.2020 14:00,-6.1,430.8,765.1,-0.4,61,Wind blowing from the east,2,,7,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.7,-0.7,,,600-1000,,,6.0,-12.4,Trace of precipitation,12,,,,
24.02.2020 11:00,-7.2,431.2,766.2,,47,Wind blowing from the north,1,,7,70 – 80%., ,,,-12.7,-0.7,,,1500-2000,,,30.0,-16.6,No precipitation,6,,,,
24.02.2020 08:00,-10.7,430.4,766.0,0.0,70,Wind blowing from the east-northeast,2,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-0.7,,,,,,30.0,-15.1,No precipitation,12,,,,
24.02.2020 05:00,-9.6,430.4,763.0,,71,Wind blowing from the south-southeast,1,,9,, ,,,-15.4,-0.7,,,,,,30.0,-14.0,No precipitation,6,,,,
24.02.2020 02:00,-7.5,430.9,763.7,,61,Wind blowing from the south,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-0.7,,,2500 or more  or no clouds.,,,30.0,-13.9,No precipitation,12,,,,
23.02.2020 20:00,-4.8,430.2,769.3,0.0,26,Wind blowing from the north-west,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-0.7,,,1500-2000,,,30.0,-21.4,No precipitation,12,,,,
23.02.2020 17:00,-2.2,430.2,765.0,,20,Wind blowing from the east,2,,10,70 – 80%., ,,,-15.4,-1.4,,,1500-2000,,,30.0,-22.2,No precipitation,6,,,,
23.02.2020 14:00,-3.9,432.0,767.4,-0.9,25,Wind blowing from the north,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.4,-1.9,,,1500-2000,,,30.0,-21.1,No precipitation,12,,,,
23.02.2020 11:00,-8.1,432.9,769.8,,35,Wind blowing from the north-northwest,1,,4,20–30%., ,,,-15.4,-1.9,,,2000-2500,,,30.0,-20.9,No precipitation,6,,,,
23.02.2020 08:00,-15.1,432.0,773.1,0.0,51,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.2,-1.9,,,2000-2500,,,30.0,-23.0,No precipitation,12,,,,
23.02.2020 05:00,-12.4,432.0,768.1,,41,Wind blowing from the east,1,,12,, ,,,-12.5,-1.9,,,,,,30.0,-23.0,No precipitation,6,,,,
23.02.2020 02:00,-9.7,432.6,767.5,,26,Wind blowing from the south-southeast,2,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-1.9,,,2500 or more  or no clouds.,,,30.0,-25.6,No precipitation,12,,,,
22.02.2020 20:00,-5.7,431.9,769.3,0.2,29,Wind blowing from the north-west,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-1.9,,,2500 or more  or no clouds.,,,30.0,-20.9,No precipitation,12,,,,
22.02.2020 17:00,-2.3,431.7,764.0,,20,Wind blowing from the north-northwest,7,,,60%., ,,,-11.1,-1.1,,,1500-2000,,,30.0,-22.2,No precipitation,6,,,,
22.02.2020 14:00,-2.8,433.2,765.9,-0.6,21,Wind blowing from the west-northwest,10,,15,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.1,-0.4,,,1500-2000,,,30.0,-22.1,0.4,12,,,,
22.02.2020 11:00,-6.8,433.8,768.5,,52,Wind blowing from the north-west,6,,12,40%., ,,,-11.1,-0.4,,,1500-2000,,,30.0,-15.0,No precipitation,6,,,,
22.02.2020 08:00,-10.5,432.9,768.4,-0.1,75,Wind blowing from the east-southeast,1,,12,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-0.4,,,1500-2000,,,30.0,-14.2,0.4,12,,,,
22.02.2020 05:00,-7.6,433.0,765.3,,67,Wind blowing from the north-northeast,2,,12,,Snow not falling as shower(s). ,,,-12.0,-0.4,,,,,,30.0,-12.7,0.4,6,,,,
22.02.2020 02:00,-6.3,433.3,764.8,,70,Wind blowing from the north-northwest,4,,11,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-0.4,,,2500 or more  or no clouds.,,,30.0,-10.9,No precipitation,12,,,,
21.02.2020 20:00,-2.5,432.0,766.9,-0.3,29,Wind blowing from the east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.0,-0.4,,,1500-2000,,,30.0,-18.1,No precipitation,12,,,,
