Local time in Hotan,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.03.2020 02:00,6.7,645.5,760.6,-0.5,30,Wind blowing from the east,2,,15,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,15.6,,,2500 or more  or no clouds.,,,6.0,-9.7,No precipitation,12,,,,
03.03.2020 23:00,10.3,646.0,761.8,,22,Wind blowing from the east-southeast,3,,15,,Haze. ,,,3.2,15.6,,,,,,6.0,-10.5,No precipitation,6,,,,
03.03.2020 20:00,14.0,645.8,761.1,-0.7,16,Wind blowing from the east,7,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,15.6,,,2500 or more  or no clouds.,,,8.0,-11.4,No precipitation,12,,,,
03.03.2020 17:00,15.0,646.5,761.5,,16,Wind blowing from the east,6,,13,90  or more  but not 100%, ,,,3.2,15.6,,,,,,7.0,-10.6,No precipitation,6,,,,
03.03.2020 14:00,13.5,648.6,764.2,-0.6,18,Wind blowing from the east-southeast,5,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,15.6,,,2500 or more  or no clouds.,,,8.0,-10.4,No precipitation,12,,,,
03.03.2020 11:00,6.9,649.2,765.7,,34,Wind blowing from the east-northeast,0,,10,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.2,15.6,,,,,,2.3,-7.9,No precipitation,6,,,,
03.03.2020 08:00,5.7,648.9,764.8,,30,Wind blowing from the south,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,15.6,,,2500 or more  or no clouds.,,,9.0,-10.5,No precipitation,12,,,,
03.03.2020 05:00,6.2,648.9,764.5,,29,Wind blowing from the south-east,3,,13,, ,,,2.7,15.6,,,,,,9.0,-10.5,No precipitation,6,,,,
03.03.2020 02:00,6.6,648.9,764.8,0.0,31,Wind blowing from the east,2,,13,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,15.6,,,2500 or more  or no clouds.,,,5.0,-9.3,No precipitation,12,,,,
02.03.2020 23:00,10.0,648.9,765.4,,24,Wind blowing from the east,2,,13,,Haze. ,,,2.7,15.6,,,,,,5.0,-9.6,No precipitation,6,,,,
02.03.2020 20:00,13.8,648.4,764.8,-0.5,18,Wind blowing from the east,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,15.6,,,2500 or more  or no clouds.,,,7.0,-10.1,No precipitation,12,,,,
02.03.2020 17:00,14.8,648.9,764.8,,19,Wind blowing from the east-southeast,5,,12,90  or more  but not 100%, ,,,2.7,15.6,,,,,,8.0,-8.6,No precipitation,6,,,,
02.03.2020 14:00,13.0,650.7,766.9,-0.4,20,Wind blowing from the north-northeast,3,,6,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,13.8,,,2500 or more  or no clouds.,,,5.0,-9.4,No precipitation,12,,,,
02.03.2020 11:00,6.9,651.1,768.0,,33,Wind blowing from the north-northwest,1,,4,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,13.8,,,,,,1.7,-8.3,No precipitation,6,,,,
02.03.2020 08:00,2.8,650.3,767.3,0.4,45,Wind blowing from the south,1,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,13.8,,,2500 or more  or no clouds.,,,6.0,-8.2,No precipitation,12,,,,
02.03.2020 05:00,4.2,649.9,766.4,,38,Wind blowing from the north-west,1,,13,,Haze. ,,,4.2,13.8,,,,,,7.0,-8.9,No precipitation,6,,,,
02.03.2020 02:00,6.3,649.9,766.2,0.5,32,Wind blowing from the east-southeast,1,,13,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,13.8,,,2500 or more  or no clouds.,,,6.0,-9.2,No precipitation,12,,,,
01.03.2020 23:00,10.1,649.4,766.1,,25,Wind blowing from the east-southeast,2,,13,, ,,,4.3,13.8,,,,,,8.0,-9.0,No precipitation,6,,,,
01.03.2020 20:00,12.8,648.6,764.5,-0.1,20,Wind blowing from the east,7,,13,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,13.8,,,2500 or more  or no clouds.,,,6.0,-9.6,No precipitation,12,,,,
01.03.2020 17:00,13.4,648.7,764.5,,19,Wind blowing from the east,3,,7,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,15.0,,,,,,3.0,-9.8,No precipitation,6,,,,
01.03.2020 14:00,12.1,650.0,766.0,-0.5,20,Wind blowing from the north-east,3,,6,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,15.0,,,2500 or more  or no clouds.,,,2.1,-10.2,No precipitation,12,,,,
01.03.2020 11:00,6.1,650.5,767.3,,33,Wind blowing from the north-northwest,2,,7,,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,15.0,,,,,,2.0,-9.0,No precipitation,6,,,,
01.03.2020 08:00,6.2,649.9,766.0,,28,Wind blowing from the west-southwest,4,,10,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.5,15.0,,,2500 or more  or no clouds.,,,5.0,-11.0,No precipitation,12,,,,
01.03.2020 05:00,6.2,649.8,765.6,,32,Wind blowing from the north,2,,13,,Haze. ,,,6.2,15.0,,,,,,2.5,-9.3,No precipitation,6,,,,
01.03.2020 02:00,8.0,650.2,766.2,0.3,28,Wind blowing from the east,2,,13,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,15.0,,,2500 or more  or no clouds.,,,2.6,-9.4,No precipitation,12,,,,
29.02.2020 23:00,10.3,649.9,766.3,,23,Wind blowing from the east,3,,15,,Haze. ,,,6.6,15.0,,,,,,3.2,-9.9,No precipitation,6,,,,
29.02.2020 20:00,13.5,648.9,764.3,0.1,17,Wind blowing from the east,7,,15,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,15.8,,,2500 or more  or no clouds.,,,3.9,-11.1,No precipitation,12,,,,
29.02.2020 17:00,14.2,648.8,764.1,,14,Wind blowing from the east,5,,15,no clouds, ,,,6.6,17.6,,,,,,4.9,-12.9,No precipitation,6,,,,
29.02.2020 14:00,12.0,650.3,765.9,,21,Wind blowing from the north-northwest,8,,15,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,17.6,,,,,,5.0,-9.6,No precipitation,12,,,,
29.02.2020 11:00,7.2,650.3,766.9,,25,Wind blowing from the west,6,,,20–30%., ,,,6.6,,,,2500 or more  or no clouds.,,,7.0,-11.5,No precipitation,6,,,,
29.02.2020 08:00,8.0,649.1,764.1,1.0,19,Wind blowing from the west,6,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,17.6,,,2500 or more  or no clouds.,,,12.0,-14.2,No precipitation,12,,,,
29.02.2020 05:00,7.9,648.1,762.5,,21,Wind blowing from the west,2,,12,, ,,,6.2,17.6,,,,,,11.0,-13.1,No precipitation,6,,,,
29.02.2020 02:00,10.1,647.3,761.6,1.0,18,Wind blowing from the west-southwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,17.6,,,2500 or more  or no clouds.,,,11.0,-13.2,No precipitation,12,,,,
28.02.2020 23:00,9.9,646.3,761.7,,19,Wind blowing from the south-west,2,,12,,Haze. ,,,6.2,17.6,,,,,,4.3,-12.6,No precipitation,6,,,,
28.02.2020 20:00,15.8,644.7,759.0,0.6,10,Wind blowing from the north-east,3,,12,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,17.6,,,2500 or more  or no clouds.,,,10.0,-15.8,No precipitation,12,,,,
28.02.2020 17:00,17.4,644.1,757.7,,11,Wind blowing from the east-northeast,3,,11,no clouds, ,,,6.2,17.4,,,,,,13.0,-13.4,No precipitation,6,,,,
28.02.2020 14:00,15.3,644.8,758.9,-0.3,13,Wind blowing from the north,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,15.3,,,,,,10.0,-13.0,No precipitation,12,,,,
28.02.2020 11:00,9.4,645.1,760.3,,19,Wind blowing from the south-southwest,3,,9,no clouds, ,,,6.2,14.7,,,,,,8.0,-13.1,No precipitation,6,,,,
28.02.2020 08:00,7.6,644.5,759.3,,20,Wind blowing from the south-west,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,14.7,,,2500 or more  or no clouds.,,,11.0,-13.9,No precipitation,12,,,,
28.02.2020 05:00,8.7,643.7,758.0,,19,Wind blowing from the west,4,,11,, ,,,4.0,14.7,,,,,,11.0,-13.6,No precipitation,6,,,,
28.02.2020 02:00,9.1,643.6,758.3,-0.2,20,Wind blowing from the south-west,6,,17,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,14.7,,,2500 or more  or no clouds.,,,6.0,-12.7,No precipitation,12,,,,
27.02.2020 23:00,10.6,643.8,759.1,,20,Wind blowing from the south-east,2,,17,,Haze. ,,,4.0,14.7,,,,,,5.0,-11.4,No precipitation,6,,,,
27.02.2020 20:00,13.0,643.8,759.2,-0.4,15,Wind blowing from the north-west,2,,17,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,15.6,,,2500 or more  or no clouds.,,,8.0,-13.0,No precipitation,12,,,,
27.02.2020 17:00,13.7,644.2,759.3,,15,Wind blowing from the west-northwest,6,,17,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,17.6,,,,,,5.0,-12.5,No precipitation,6,,,,
27.02.2020 14:00,11.6,646.3,761.6,-1.1,19,Wind blowing from the north-west,8,,16,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,17.6,,,2500 or more  or no clouds.,,,7.0,-11.2,No precipitation,12,,,,
27.02.2020 11:00,7.3,647.4,763.2,,22,Wind blowing from the west,4,,12,70 – 80%., ,,,4.0,17.6,,,2500 or more  or no clouds.,,,9.0,-13.0,No precipitation,6,,,,
27.02.2020 08:00,4.3,647.4,762.9,0.3,29,Wind blowing from the west,5,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.0,17.6,,,,,,12.0,-12.2,No precipitation,12,,,,
27.02.2020 05:00,5.3,647.1,762.0,,22,Wind blowing from the west,3,,,, ,,,4.8,17.6,,,,,,7.0,-14.7,No precipitation,6,,,,
27.02.2020 02:00,8.2,647.6,762.4,,19,Wind blowing from the south-east,5,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,17.6,,,2500 or more  or no clouds.,,,10.0,-14.1,No precipitation,12,,,,
26.02.2020 23:00,11.2,648.7,764.3,,15,Wind blowing from the south-east,3,,13,, ,,,5.5,17.6,,,,,,7.0,-14.5,No precipitation,6,,,,
26.02.2020 20:00,15.6,648.7,764.0,-0.3,11,Wind blowing from the east,7,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,17.6,,,2500 or more  or no clouds.,,,10.0,-14.8,No precipitation,12,,,,
26.02.2020 17:00,17.1,649.0,763.8,,11,Wind blowing from the south-east,5,,13,40%., ,,,5.5,17.5,,,2500 or more  or no clouds.,,,14.0,-13.6,No precipitation,6,,,,
26.02.2020 14:00,15.3,650.5,766.2,-0.6,14,Wind blowing from the east-northeast,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.5,16.8,,,,,,9.0,-12.0,No precipitation,12,,,,
26.02.2020 11:00,9.5,651.1,767.7,,18,Wind blowing from the south-west,4,,9,20–30%., ,,,5.5,,,,2500 or more  or no clouds.,,,12.0,-13.6,No precipitation,6,,,,
26.02.2020 08:00,6.5,649.7,765.4,,22,Wind blowing from the south-southwest,4,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,16.8,,,2500 or more  or no clouds.,,,10.0,-13.7,No precipitation,12,,,,
26.02.2020 05:00,7.4,648.9,763.9,,21,Wind blowing from the south-west,4,,9,, ,,,4.2,16.8,,,,,,13.0,-13.5,No precipitation,6,,,,
26.02.2020 02:00,6.3,648.3,764.0,0.8,26,Wind blowing from the south-west,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,16.8,,,2500 or more  or no clouds.,,,10.0,-11.8,No precipitation,12,,,,
25.02.2020 23:00,8.5,647.5,763.9,,21,Wind blowing from the west,1,,10,, ,,,4.2,16.8,,,,,,7.0,-12.6,No precipitation,6,,,,
25.02.2020 20:00,14.5,646.0,761.2,1.3,11,Wind blowing from the north-northwest,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,16.8,,,2500 or more  or no clouds.,,,11.0,-15.6,No precipitation,12,,,,
25.02.2020 17:00,16.2,644.7,758.9,,12,Wind blowing from the east,4,,10,70 – 80%., ,,,4.2,18.1,,,2500 or more  or no clouds.,,,15.0,-13.2,No precipitation,6,,,,
25.02.2020 14:00,13.3,646.0,760.9,,17,Wind blowing from the north,4,,19,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.2,18.1,,,2500 or more  or no clouds.,,,8.0,-11.2,No precipitation,12,,,,
