Local time in Shaowu,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 02:00,12.6,746.7,766.3,-0.3,80,Wind blowing from the west,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,19.2,,,2500 or more  or no clouds.,,,20.0,9.2,No precipitation,12,,,,
01.03.2020 23:00,12.7,747.0,766.6,,79,Wind blowing from the west,1,,8,, ,,,12.7,19.2,,,,,,21.0,9.2,No precipitation,6,,,,
01.03.2020 20:00,12.8,745.8,765.4,1.7,80,Wind blowing from the west-northwest,3,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,19.7,,,1500-2000,,,14.0,9.4,Trace of precipitation,12,,,,
01.03.2020 17:00,15.0,744.1,763.6,,75,Wind blowing from the west,3,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,,,,1000-1500,,,22.0,10.6,No precipitation,6,,,,
01.03.2020 14:00,18.7,743.2,762.6,-0.9,65,Wind blowing from the north-west,4,,8,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.9,,,,1000-1500,,,30.0,12.0,3.0,12,,,,
01.03.2020 11:00,17.3,744.1,763.5,,73,Wind blowing from the north-west,3,,10,70 – 80%., ,,,14.9,,,,1000-1500,,,30.0,12.4,0.1,6,,,,
01.03.2020 08:00,15.2,743.3,762.7,1.5,87,Wind blowing from the west,3,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,26.3,,,1000-1500,,,30.0,13.1,14.0,12,,,,
01.03.2020 05:00,15.4,741.8,760.9,,95,Wind blowing from the south-west,1,,10,, ,,,12.5,26.3,,,,,,18.0,14.6,14.0,6,,,,
01.03.2020 02:00,15.4,741.6,760.7,0.9,94,Wind blowing from the south-west,1,,10,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,26.3,,,2500 or more  or no clouds.,,,4.2,14.4,12.0,12,,,,
29.02.2020 23:00,17.9,740.7,759.9,,86,Wind blowing from the south-southwest,1,,3,, ,,,12.3,26.3,,,,,,6.0,15.5,No precipitation,6,,,,
29.02.2020 20:00,19.7,740.4,759.7,0.9,79,Wind blowing from the south-southwest,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,26.3,,,1000-1500,,,8.0,16.0,No precipitation,12,,,,
29.02.2020 17:00,25.3,739.5,758.6,,52,Calm  no wind,0,,,90  or more  but not 100%, ,,,12.3,26.3,,,1000-1500,,,17.0,14.7,No precipitation,6,,,,
29.02.2020 14:00,25.6,739.9,759.0,-2.7,52,Wind blowing from the north-northeast,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,26.3,,,1000-1500,,,18.0,15.0,No precipitation,12,,,,
29.02.2020 11:00,19.4,742.6,762.0,,73,Wind blowing from the north,1,,2,40%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,20.4,,,1000-1500,,,4.8,14.4,No precipitation,6,,,,
29.02.2020 08:00,13.1,743.2,762.8,0.8,97,Wind blowing from the south-west,1,,2,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.3,20.4,,,100-200,,,0.4,12.6,No precipitation,12,,,,
29.02.2020 05:00,12.5,742.4,761.8,,96,Wind blowing from the west-southwest,1,,3,,Mist. ,,,12.3,20.4,,,,,,2.2,11.9,No precipitation,6,,,,
29.02.2020 02:00,13.1,743.1,762.5,-0.7,95,Wind blowing from the south-southwest,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,20.4,,,2500 or more  or no clouds.,,,3.3,12.3,No precipitation,12,,,,
28.02.2020 23:00,14.2,743.8,763.2,,93,Wind blowing from the south,1,,3,,Mist. ,,,14.2,20.4,,,,,,4.7,13.1,No precipitation,6,,,,
28.02.2020 20:00,15.7,743.8,763.2,,87,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,20.4,,,2500 or more  or no clouds.,,,7.0,13.5,No precipitation,12,,,,
28.02.2020 17:00,19.5,743.4,762.7,,68,Wind blowing from the north-east,2,,5,90  or more  but not 100%, ,,,16.3,21.4,,,,,,13.0,13.4,No precipitation,6,,,,
28.02.2020 14:00,19.7,744.2,763.5,-2.0,65,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,16.3,23.1,,,1000-1500,,,13.0,12.9,No precipitation,12,,,,
28.02.2020 11:00,18.6,746.2,765.6,,67,Wind blowing from the east-northeast,2,,5,100%., ,,,16.3,,,,1000-1500,,,15.0,12.4,No precipitation,6,,,,
28.02.2020 08:00,17.0,745.9,765.2,1.1,72,Wind blowing from the east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,15.7,23.2,,,2500 or more  or no clouds.,,,15.0,11.9,No precipitation,12,,,,
28.02.2020 05:00,16.7,744.8,764.1,,73,Wind blowing from the east-northeast,3,,5,, ,,,14.5,23.2,,,,,,14.0,11.8,No precipitation,6,,,,
28.02.2020 02:00,17.5,745.6,764.9,-0.8,72,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,23.2,,,2500 or more  or no clouds.,,,15.0,12.4,No precipitation,12,,,,
27.02.2020 23:00,18.9,746.4,765.7,,68,Wind blowing from the south-east,2,,,, ,,,14.4,23.2,,,,,,16.0,12.9,No precipitation,6,,,,
27.02.2020 20:00,18.8,745.9,765.3,0.6,70,Wind blowing from the east-southeast,1,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,23.2,,,1500-2000,,,14.0,13.2,No precipitation,12,,,,
27.02.2020 17:00,21.4,745.3,764.7,,62,Wind blowing from the south-southeast,2,,7,100%., ,,,14.4,26.2,,,1000-1500,,,12.0,13.8,No precipitation,6,,,,
27.02.2020 14:00,22.5,745.9,765.2,-1.8,61,Wind blowing from the south-east,3,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,27.4,,,1500-2000,,,13.0,14.6,No precipitation,12,,,,
27.02.2020 11:00,21.5,747.7,767.0,,63,Wind blowing from the east,3,,,90  or more  but not 100%, ,,,14.4,27.4,,,,,,10.0,14.2,No precipitation,6,,,,
27.02.2020 08:00,15.6,747.4,766.9,0.8,93,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,14.4,,,,1000-1500,,,5.0,14.5,No precipitation,12,,,,
27.02.2020 05:00,14.5,746.6,765.9,,94,Wind blowing from the south-west,1,,5,,Mist. ,,,13.4,27.4,,,,,,3.5,13.5,No precipitation,6,,,,
27.02.2020 02:00,14.7,746.2,765.4,-0.2,94,Wind blowing from the south-southeast,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,27.4,,,2500 or more  or no clouds.,,,3.3,13.7,No precipitation,12,,,,
26.02.2020 23:00,16.4,746.4,765.7,,88,Wind blowing from the south,1,,5,,Mist. ,,,13.4,27.4,,,,,,5.0,14.4,No precipitation,6,,,,
26.02.2020 20:00,18.8,745.3,764.8,1.3,77,Wind blowing from the east-southeast,1,,5,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,27.4,,,1500-2000,,,9.0,14.7,No precipitation,12,,,,
26.02.2020 17:00,26.2,744.0,763.2,,45,Wind blowing from the west-northwest,2,,5,40%., ,,,13.4,27.4,,,1500-2000,,,17.0,13.3,No precipitation,6,,,,
26.02.2020 14:00,25.9,744.1,763.3,-2.0,47,Wind blowing from the north,1,,3,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.4,26.3,,,1500-2000,,,30.0,13.7,No precipitation,12,,,,
26.02.2020 11:00,20.2,746.1,765.4,,74,Calm  no wind,0,,,50%., ,,,13.4,24.9,,,1500-2000,,,7.0,15.4,No precipitation,6,,,,
26.02.2020 08:00,14.8,746.1,765.5,1.2,97,Wind blowing from the north,0,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,24.9,,,1500-2000,,,2.5,14.3,No precipitation,12,,,,
26.02.2020 05:00,14.0,744.9,764.2,,96,Wind blowing from the south,1,,1,,Mist. ,,,10.8,24.9,,,,,,2.6,13.4,No precipitation,6,,,,
26.02.2020 02:00,15.0,744.5,763.7,-0.2,93,Wind blowing from the south-southeast,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,24.9,,,2500 or more  or no clouds.,,,4.1,13.9,No precipitation,12,,,,
25.02.2020 23:00,17.9,744.7,764.0,,88,Wind blowing from the west,1,,2,,Mist. ,,,10.8,24.9,,,,,,7.0,15.9,No precipitation,6,,,,
25.02.2020 20:00,19.2,744.1,763.6,,83,Wind blowing from the south-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,24.9,,,1500-2000,,,8.0,16.2,No precipitation,12,,,,
25.02.2020 14:00,24.6,743.5,762.8,,54,Wind blowing from the north,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,24.6,,,2500 or more  or no clouds.,,,16.0,14.7,No precipitation,12,,,,
25.02.2020 11:00,20.7,745.5,764.9,,63,Wind blowing from the north,1,,3,90  or more  but not 100%, ,,,10.8,24.4,,,,,,9.0,13.4,No precipitation,6,,,,
25.02.2020 08:00,12.4,745.7,765.3,1.1,93,Wind blowing from the west,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,24.4,,,2500 or more  or no clouds.,,,6.0,11.3,No precipitation,12,,,,
25.02.2020 05:00,10.8,744.6,764.0,,95,Wind blowing from the south,1,,3,,Mist. ,,,10.8,24.4,,,,,,3.0,10.0,No precipitation,6,,,,
25.02.2020 02:00,11.9,744.7,764.1,-0.1,93,Wind blowing from the south-west,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,24.4,,,2500 or more  or no clouds.,,,5.0,10.8,No precipitation,12,,,,
24.02.2020 23:00,14.0,744.8,764.3,,88,Wind blowing from the south,1,,6,,Mist. ,,,10.7,24.4,,,,,,6.0,12.0,No precipitation,6,,,,
24.02.2020 20:00,17.3,744.0,763.6,,73,Wind blowing from the west-southwest,1,,6,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,24.4,,,2000-2500,,,10.0,12.4,No precipitation,12,,,,
24.02.2020 17:00,23.2,743.5,762.8,,48,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,10.7,24.4,,,2500 or more  or no clouds.,,,17.0,11.6,No precipitation,6,,,,
24.02.2020 14:00,23.6,744.8,764.2,-3.4,43,Wind blowing from the east,1,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,23.6,,,2500 or more  or no clouds.,,,19.0,10.3,No precipitation,12,,,,
24.02.2020 11:00,17.3,748.2,767.8,,68,Wind blowing from the north-northwest,1,,2,90  or more  but not 100%, ,,,10.7,23.6,,,,,,9.0,11.3,No precipitation,6,,,,
24.02.2020 08:00,12.2,748.4,768.1,0.9,91,Wind blowing from the west-southwest,1,,2,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,,,,2500 or more  or no clouds.,,,7.0,10.8,No precipitation,12,,,,
24.02.2020 05:00,11.2,747.5,767.0,,94,Wind blowing from the west-southwest,1,,5,,Mist. ,,,9.6,23.6,,,,,,3.2,10.3,No precipitation,6,,,,
24.02.2020 02:00,11.1,748.1,767.6,-0.4,95,Wind blowing from the south-west,1,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,23.6,,,2500 or more  or no clouds.,,,3.0,10.3,No precipitation,12,,,,
23.02.2020 23:00,12.8,748.5,768.1,,90,Wind blowing from the south,1,,6,,Mist. ,,,9.6,23.6,,,,,,7.0,11.2,No precipitation,6,,,,
23.02.2020 20:00,15.8,748.3,768.1,0.7,77,Wind blowing from the west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,23.6,,,,,,10.0,11.8,No precipitation,12,,,,
23.02.2020 17:00,22.9,747.6,767.1,,50,Wind blowing from the east,3,,6,40%., ,,,9.6,23.6,,,1500-2000,,,17.0,11.9,No precipitation,6,,,,
23.02.2020 14:00,22.7,748.9,768.4,,51,Wind blowing from the east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,22.7,,,1500-2000,,,18.0,12.1,No precipitation,12,,,,
23.02.2020 11:00,19.3,751.8,771.4,,59,Wind blowing from the east,3,,,20–30%., ,,,9.6,21.3,,,1000-1500,,,14.0,11.1,No precipitation,6,,,,
23.02.2020 08:00,10.8,752.1,772.0,0.8,94,Wind blowing from the south-west,1,,2,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,1000-1500,,,2.8,9.9,No precipitation,12,,,,
23.02.2020 05:00,10.8,751.3,770.9,,92,Wind blowing from the west-southwest,1,,2,,Mist. ,,,10.8,21.3,,,,,,4.6,9.6,No precipitation,6,,,,
23.02.2020 02:00,12.9,751.8,771.4,-0.5,86,Wind blowing from the west-southwest,1,,2,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,21.3,,,2500 or more  or no clouds.,,,7.0,10.6,No precipitation,12,,,,
22.02.2020 23:00,13.2,752.3,772.1,,86,Wind blowing from the south,1,,4,, ,,,12.5,21.3,,,,,,7.0,10.9,No precipitation,6,,,,
22.02.2020 20:00,14.4,751.6,771.4,,82,Wind blowing from the south,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,21.3,,,1000-1500,,,8.0,11.4,No precipitation,12,,,,
22.02.2020 17:00,20.4,750.5,770.1,,51,Wind blowing from the east-southeast,1,,5,no clouds, ,,,12.5,22.7,,,,,,19.0,9.9,No precipitation,6,,,,
22.02.2020 14:00,19.1,751.3,771.0,-2.3,55,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.5,23.2,,,2500 or more  or no clouds.,,,15.0,9.9,No precipitation,12,,,,
22.02.2020 11:00,15.9,753.6,773.4,,64,Wind blowing from the north-northeast,2,,5,100%., ,,,12.5,,,,1000-1500,,,12.0,9.1,No precipitation,6,,,,
22.02.2020 08:00,12.9,753.9,773.7,1.4,74,Wind blowing from the north-west,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,23.2,,,1000-1500,,,13.0,8.4,Trace of precipitation,12,,,,
22.02.2020 05:00,12.9,752.5,772.1,,73,Wind blowing from the north-west,3,,9,, ,,,5.7,23.2,,,,,,12.0,8.2,No precipitation,6,,,,
22.02.2020 02:00,13.6,753.0,772.6,-0.2,70,Wind blowing from the west-northwest,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,23.2,,,2500 or more  or no clouds.,,,11.0,8.2,No precipitation,12,,,,
21.02.2020 23:00,14.5,753.2,772.9,,67,Wind blowing from the west,2,,9,,Rain  not freezing  intermittent  slight at time of observation. ,,,5.7,23.2,,,,,,12.0,8.5,No precipitation,6,,,,
21.02.2020 20:00,17.6,751.6,771.5,2.0,55,Wind blowing from the north-west,4,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,23.2,,,1500-2000,,,16.0,8.5,No precipitation,12,,,,
21.02.2020 17:00,22.7,749.6,769.3,,43,Wind blowing from the north,1,,4,10%  or less  but not 0, ,,,5.7,23.2,,,2500 or more  or no clouds.,,,17.0,9.5,No precipitation,6,,,,
21.02.2020 14:00,22.3,750.1,769.9,-2.9,41,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,22.4,,,1500-2000,,,24.0,8.4,No precipitation,12,,,,
21.02.2020 11:00,16.9,753.0,772.9,,51,Wind blowing from the north-west,2,,3,no clouds, ,,,5.7,21.0,,,,,,17.0,6.7,No precipitation,6,,,,
