Local time in Ankang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 14:00,11.1,742.0,768.7,-2.3,61,Wind blowing from the east-northeast,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,11.1,,,2500 or more  or no clouds.,,,13.0,3.9,No precipitation,12,,,,
03.03.2020 11:00,8.8,744.3,771.1,,78,Calm  no wind,0,,,100%., ,,,6.5,10.2,,,2500 or more  or no clouds.,,,10.0,5.2,No precipitation,6,,,,
03.03.2020 08:00,6.7,743.7,770.5,1.5,86,Wind blowing from the east-southeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.5,10.2,,,1500-2000,,,10.0,4.5,No precipitation,12,,,,
03.03.2020 05:00,7.0,742.2,768.9,,86,Wind blowing from the north-northeast,1,,,, ,,,,,,,,,,11.0,4.8,,,,,,
03.03.2020 02:00,7.5,742.3,769.0,-0.9,83,Wind blowing from the north,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,12.4,,,2500 or more  or no clouds.,,,12.0,4.8,No precipitation,12,,,,
02.03.2020 23:00,8.3,743.2,769.9,,77,Wind blowing from the east-southeast,1,,5,, ,,,8.3,,,,,,,12.0,4.5,No precipitation,6,,,,
02.03.2020 20:00,9.4,742.4,769.0,0.8,67,Wind blowing from the east,1,,,70 – 80%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,,,,2500 or more  or no clouds.,,,13.0,3.6,1.0,12,,,,
02.03.2020 17:00,10.2,741.6,768.1,,61,Wind blowing from the east-southeast,1,,8,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,,,,2500 or more  or no clouds.,,,18.0,3.0,Trace of precipitation,6,,,,
02.03.2020 14:00,9.7,741.8,768.2,,62,Wind blowing from the east-northeast,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,15.6,,,2500 or more  or no clouds.,,,17.0,2.8,1.0,12,,,,
02.03.2020 11:00,8.8,743.0,769.5,,71,Wind blowing from the east-northeast,2,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,15.6,,,2500 or more  or no clouds.,,,14.0,3.8,1.0,6,,,,
02.03.2020 08:00,9.2,741.7,768.1,2.5,75,Wind blowing from the east-northeast,3,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,15.6,,,2500 or more  or no clouds.,,,9.0,5.0,Trace of precipitation,12,,,,
02.03.2020 05:00,11.1,739.2,765.3,,60,Wind blowing from the east-northeast,2,,,, ,,,,,,,,,,9.0,3.6,,,,,,
02.03.2020 02:00,12.4,739.9,766.0,0.0,57,Wind blowing from the east,2,,8,,Shower(s) of hail  with or without rain or rain and snow mixed  not associated with thunder  slight. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,15.6,,,2500 or more  or no clouds.,,,15.0,4.1,No precipitation,12,,,,
01.03.2020 23:00,12.5,739.9,766.3,,76,Wind blowing from the east-southeast,1,,3,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.1,15.6,,,,,,12.0,8.4,No precipitation,6,,,,
01.03.2020 20:00,13.7,738.7,765.1,0.7,71,Wind blowing from the south-east,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,15.6,,,2500 or more  or no clouds.,,,12.0,8.5,Trace of precipitation,12,,,,
01.03.2020 17:00,15.6,738.0,764.3,,64,Wind blowing from the west,1,,,100%., ,,,,,,,600-1000,,,15.0,8.8,,,,,,
01.03.2020 14:00,13.9,739.5,765.9,-2.5,69,Wind blowing from the south-west,1,,3,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,15.7,,,2500 or more  or no clouds.,,,18.0,8.3,No precipitation,12,,,,
01.03.2020 11:00,8.5,742.0,768.7,,92,Wind blowing from the north-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.1,,,,2500 or more  or no clouds.,,,10.0,7.3,No precipitation,6,,,,
01.03.2020 08:00,6.7,741.6,768.1,1.8,97,Wind blowing from the south-east,1,,3,no clouds,Fog or ice fog  sky visible (has become thinner during the preceding hour). ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,15.7,,,,,,0.7,6.3,No precipitation,12,,,,
01.03.2020 05:00,6.3,739.8,766.1,,95,Wind blowing from the east-northeast,1,,3,, ,,,5.0,15.7,,,,,,16.0,5.6,No precipitation,6,,,,
01.03.2020 02:00,7.2,739.2,765.6,1.0,93,Wind blowing from the east-northeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,15.7,,,2500 or more  or no clouds.,,,17.0,6.1,No precipitation,12,,,,
29.02.2020 23:00,9.3,738.2,764.7,,88,Wind blowing from the east,1,,4,, ,,,4.9,15.7,,,,,,19.0,7.4,No precipitation,6,,,,
29.02.2020 20:00,12.3,735.5,761.9,1.1,75,Wind blowing from the east,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,15.7,,,,,,17.0,8.0,No precipitation,12,,,,
29.02.2020 17:00,15.6,734.4,760.6,,56,Wind blowing from the north-east,1,,,no clouds, ,,,,,,,,,,30.0,6.9,,,,,,
29.02.2020 14:00,12.9,736.1,762.5,,65,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,12.9,,,2500 or more  or no clouds.,,,30.0,6.5,No precipitation,12,,,,
29.02.2020 11:00,8.9,738.0,764.5,,82,Calm  no wind,0,,,100%., ,,,4.9,12.9,,,2500 or more  or no clouds.,,,19.0,6.0,No precipitation,6,,,,
29.02.2020 08:00,5.9,737.8,764.3,0.7,92,Wind blowing from the north-east,1,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,12.9,,,2500 or more  or no clouds.,,,18.0,4.7,No precipitation,12,,,,
29.02.2020 05:00,5.0,737.1,763.6,,95,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,12.0,4.3,,,,,,
29.02.2020 02:00,5.4,737.8,764.3,-0.1,93,Wind blowing from the north-east,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,12.9,,,2500 or more  or no clouds.,,,25.0,4.4,No precipitation,12,,,,
28.02.2020 23:00,6.9,737.9,764.5,,90,Wind blowing from the north-east,1,,4,, ,,,6.0,12.9,,,,,,12.0,5.4,No precipitation,6,,,,
28.02.2020 20:00,10.0,737.5,764.0,,73,Wind blowing from the east-southeast,2,,4,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,12.9,,,2500 or more  or no clouds.,,,30.0,5.4,No precipitation,12,,,,
28.02.2020 17:00,12.7,736.9,763.3,,60,Wind blowing from the south-west,1,,,90  or more  but not 100%, ,,,,,,,600-1000,,,30.0,5.1,,,,,,
28.02.2020 14:00,11.4,738.9,765.4,-2.0,65,Wind blowing from the east,1,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.0,11.4,,,2500 or more  or no clouds.,,,30.0,5.1,2.0,12,,,,
28.02.2020 11:00,9.3,740.9,767.5,,72,Wind blowing from the east-northeast,1,,2,90  or more  but not 100%, ,,,6.0,10.0,,,600-1000,,,30.0,4.5,0.1,6,,,,
28.02.2020 08:00,6.2,739.9,766.7,,92,Wind blowing from the south-east,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Shower(s).,Rain and snow or other types of solid precipitation,6.0,,,,2500 or more  or no clouds.,,,25.0,5.0,5.0,12,,,,
28.02.2020 02:00,6.8,740.5,767.2,-1.5,91,Wind blowing from the east-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,10.0,,,2500 or more  or no clouds.,,,27.0,5.4,11.0,12,,,,
27.02.2020 23:00,7.0,742.0,768.7,,91,Wind blowing from the east-northeast,1,,7,,Rain or drizzle and snow  slight. ,,,7.0,11.1,,,,,,14.0,5.6,9.0,6,,,,
27.02.2020 20:00,7.2,740.8,767.4,1.5,91,Wind blowing from the north-east,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Shower(s).,Rain.,7.2,11.5,,,600-1000,,,10.0,5.8,9.0,12,,,,
27.02.2020 17:00,8.4,739.3,765.9,,84,Wind blowing from the east-southeast,1,,7,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,11.5,,,600-1000,,,7.0,5.9,2.0,6,,,,
27.02.2020 14:00,9.7,740.2,766.7,,69,Wind blowing from the east,3,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,1500-2000,,,30.0,4.3,2.0,12,,,,
27.02.2020 11:00,9.5,742.0,768.4,,80,Wind blowing from the south-southeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,,,,600-1000,,,30.0,6.2,0.9,6,,,,
27.02.2020 08:00,9.4,742.0,768.5,0.3,79,Wind blowing from the north-east,1,,7,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Shower(s).,Rain.,9.2,14.7,,,600-1000,,,26.0,5.9,3.0,12,,,,
27.02.2020 05:00,9.6,741.7,768.1,,80,Wind blowing from the east,2,,,, ,,,,,,,,,,30.0,6.3,,,,,,
27.02.2020 02:00,9.6,743.0,769.4,-0.1,85,Wind blowing from the north-northeast,1,,7,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,14.7,,,2500 or more  or no clouds.,,,8.0,7.2,3.0,12,,,,
26.02.2020 23:00,11.1,743.1,769.4,,71,Wind blowing from the east,2,,7,,Shower(s) of hail  with or without rain or rain and snow mixed  not associated with thunder  slight. ,,,11.1,14.7,,,,,,30.0,6.0,No precipitation,6,,,,
26.02.2020 20:00,11.5,742.0,768.3,1.5,69,Wind blowing from the east-northeast,2,,7,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,14.7,,,1500-2000,,,30.0,6.0,0.3,12,,,,
26.02.2020 17:00,11.4,740.5,766.9,,74,Wind blowing from the east-northeast,4,,7,100%.,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,16.2,,,2500 or more  or no clouds.,,,8.0,6.9,0.3,6,,,,
26.02.2020 14:00,13.9,740.2,766.4,-1.2,64,Wind blowing from the east,3,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,16.3,,,2500 or more  or no clouds.,,,7.0,7.2,No precipitation,12,,,,
26.02.2020 11:00,14.1,741.4,767.5,,63,Wind blowing from the east-northeast,2,,3,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.0,16.3,,,2500 or more  or no clouds.,,,6.0,7.2,No precipitation,6,,,,
26.02.2020 08:00,13.3,740.2,766.3,1.0,71,Wind blowing from the east-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.2,16.3,,,1500-2000,,,6.0,8.2,No precipitation,12,,,,
26.02.2020 05:00,11.3,739.2,765.3,,89,Wind blowing from the south-southeast,1,,3,, ,,,5.7,16.3,,,,,,11.0,9.6,No precipitation,6,,,,
26.02.2020 02:00,11.1,739.1,765.2,1.0,90,Wind blowing from the east,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,16.3,,,2500 or more  or no clouds.,,,10.0,9.5,No precipitation,12,,,,
25.02.2020 23:00,12.7,738.1,764.4,,86,Wind blowing from the south-west,1,,3,, ,,,5.7,16.3,,,,,,10.0,10.4,No precipitation,6,,,,
25.02.2020 20:00,14.2,737.0,763.3,,75,Wind blowing from the south-west,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,16.3,,,1500-2000,,,7.0,9.8,No precipitation,12,,,,
25.02.2020 14:00,15.9,736.6,762.7,,60,Wind blowing from the north,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,17.2,,,2500 or more  or no clouds.,,,17.0,8.2,No precipitation,12,,,,
25.02.2020 11:00,10.9,738.8,765.1,,78,Wind blowing from the west-southwest,2,,3,70 – 80%., ,,,5.7,17.2,,,2500 or more  or no clouds.,,,12.0,7.2,No precipitation,6,,,,
25.02.2020 08:00,6.2,738.5,764.9,1.3,96,Wind blowing from the south-east,1,,3,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.7,17.2,,,2500 or more  or no clouds.,,,6.0,5.6,No precipitation,12,,,,
25.02.2020 05:00,6.8,737.2,763.3,,93,Wind blowing from the east-northeast,1,,,, ,,,,,,,,,,13.0,5.7,,,,,,
25.02.2020 02:00,8.3,737.3,763.5,0.3,90,Wind blowing from the east-northeast,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,17.2,,,2500 or more  or no clouds.,,,15.0,6.8,No precipitation,12,,,,
24.02.2020 23:00,10.4,737.0,763.2,,81,Wind blowing from the east-northeast,1,,3,, ,,,10.4,17.2,,,,,,13.0,7.3,No precipitation,6,,,,
24.02.2020 20:00,13.9,735.4,761.4,,67,Wind blowing from the east-southeast,1,,2,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,17.2,,,,,,15.0,7.9,No precipitation,12,,,,
24.02.2020 17:00,17.1,733.6,759.4,,55,Wind blowing from the north-east,1,,,40%., ,,,,,,,2500 or more  or no clouds.,,,17.0,8.0,,,,,,
24.02.2020 14:00,15.3,734.4,760.3,-1.3,63,Wind blowing from the east,1,,2,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.5,18.6,,,2500 or more  or no clouds.,,,17.0,8.3,No precipitation,12,,,,
24.02.2020 11:00,13.1,735.7,761.7,,69,Calm  no wind,0,,,100%., ,,,11.4,,,,2500 or more  or no clouds.,,,13.0,7.5,No precipitation,6,,,,
24.02.2020 08:00,11.5,735.1,761.0,1.0,76,Wind blowing from the north-east,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,18.6,,,2500 or more  or no clouds.,,,17.0,7.4,No precipitation,12,,,,
24.02.2020 05:00,12.0,734.1,759.9,,74,Wind blowing from the north-west,1,,,, ,,,,,,,,,,16.0,7.5,,,,,,
24.02.2020 02:00,12.7,735.1,760.9,-1.3,70,Wind blowing from the north,0,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,18.6,,,2500 or more  or no clouds.,,,15.0,7.4,No precipitation,12,,,,
23.02.2020 23:00,14.0,736.4,762.5,,62,Wind blowing from the north-northeast,1,,3,, ,,,4.9,18.6,,,,,,13.0,6.8,No precipitation,6,,,,
23.02.2020 20:00,15.5,736.3,762.6,0.1,53,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,18.6,,,2500 or more  or no clouds.,,,15.0,6.0,No precipitation,12,,,,
23.02.2020 17:00,17.7,736.2,762.3,,41,Wind blowing from the east,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,26.0,4.3,,,,,,
23.02.2020 14:00,17.7,738.4,764.5,,42,Wind blowing from the north-northwest,1,,3,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,19.0,,,2500 or more  or no clouds.,,,20.0,4.6,No precipitation,12,,,,
23.02.2020 11:00,11.4,742.6,769.1,,62,Wind blowing from the north-northeast,1,,,no clouds, ,,,,,,,,,,17.0,4.2,,,,,,
23.02.2020 08:00,5.0,743.2,769.9,0.1,87,Wind blowing from the east-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,19.0,,,,,,17.0,3.0,No precipitation,12,,,,
