Local time in Xiwuzhumuqin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
05.03.2020 23:00,-0.7,669.2,758.8,,56,Wind blowing from the south-southwest,7,,12,, ,,,,0.7,,,,,,23.0,-8.6,No precipitation,6,,,,
05.03.2020 20:00,-4.4,670.3,761.2,,59,Wind blowing from the north-east,2,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,0.7,,,,,,26.0,-11.2,No precipitation,12,,,,
05.03.2020 17:00,-0.9,670.2,760.5,,49,Wind blowing from the south,6,,13,70 – 80%., ,,,-14.7,0.7,,,2500 or more  or no clouds.,,,30.0,-10.3,No precipitation,6,,,,
05.03.2020 14:00,-1.1,671.2,762.3,-1.9,50,Wind blowing from the south-west,5,,15,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.7,-1.1,,,2500 or more  or no clouds.,,,30.0,-10.2,No precipitation,12,,,,
05.03.2020 11:00,-5.0,673.1,765.6,,50,Wind blowing from the south-southwest,7,,15,70 – 80%., ,,,-14.7,-4.3,,,2500 or more  or no clouds.,,,30.0,-13.8,No precipitation,6,,,,
05.03.2020 08:00,-8.0,674.2,767.0,,51,Wind blowing from the south-west,4,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.3,-7.8,,,2500 or more  or no clouds.,,,30.0,-16.4,No precipitation,12,,,,
05.03.2020 05:00,-8.1,674.5,766.9,,51,Wind blowing from the south-west,9,,15,, ,,,-16.9,-8.1,,,,,,30.0,-16.5,No precipitation,6,,,,
05.03.2020 02:00,-11.6,676.7,770.1,,61,Wind blowing from the south-east,2,,12,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-8.6,,,2500 or more  or no clouds.,,,30.0,-17.6,No precipitation,12,,,,
04.03.2020 23:00,-14.1,678.1,772.8,,70,Wind blowing from the south-southwest,6,,13,, ,,,-16.9,-8.6,,,,,,30.0,-18.4,No precipitation,6,,,,
04.03.2020 20:00,-11.7,679.7,774.8,-0.5,76,Wind blowing from the south-west,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-8.6,,,,,,30.0,-15.1,No precipitation,12,,,,
04.03.2020 17:00,-9.2,680.2,774.1,,70,Wind blowing from the west-southwest,5,,13,no clouds, ,,,-16.9,-8.6,,,,,,30.0,-13.8,No precipitation,6,,,,
04.03.2020 14:00,-9.6,681.1,775.6,-1.5,68,Wind blowing from the west-southwest,6,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-9.6,,,,,,30.0,-14.4,No precipitation,12,,,,
04.03.2020 11:00,-12.9,682.6,777.7,,68,Wind blowing from the west-southwest,5,,,no clouds, ,,,,,,,,,,30.0,-17.6,,,,,,
04.03.2020 08:00,-16.4,682.6,778.3,0.5,77,Wind blowing from the west-southwest,4,,9,40%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.9,-10.7,,,2500 or more  or no clouds.,,,29.0,-19.6,Trace of precipitation,12,,,,
04.03.2020 05:00,-12.6,682.1,776.8,,74,Wind blowing from the west-northwest,2,,8,,Intermittent fall of snowflakes  slight at time of observation. ,,,-14.5,-9.5,,,,,,16.0,-16.3,No precipitation,6,,,,
04.03.2020 02:00,-13.7,682.2,777.1,0.0,82,Wind blowing from the north-west,3,,11,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,-8.9,,,2500 or more  or no clouds.,,,9.0,-16.1,0.2,12,,,,
03.03.2020 23:00,-13.1,682.2,777.3,,83,Wind blowing from the west-northwest,2,,12,,Intermittent fall of snowflakes  slight at time of observation. ,,,-14.5,,,,,,,10.0,-15.4,0.1,6,,,,
03.03.2020 20:00,-13.1,681.8,776.9,,83,Wind blowing from the north-west,2,,12,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.5,,,,2500 or more  or no clouds.,,,13.0,-15.4,0.6,12,,,,
03.03.2020 17:00,-11.5,680.9,775.0,,81,Wind blowing from the north-west,4,,13,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-14.5,-4.4,,,2500 or more  or no clouds.,,,2.2,-14.1,0.3,6,,,,
03.03.2020 14:00,-11.3,679.9,773.6,0.0,77,Wind blowing from the north-west,5,,13,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-14.5,-3.5,,,2500 or more  or no clouds.,,,3.3,-14.5,2.0,12,,,,
03.03.2020 11:00,-13.2,679.9,773.5,,78,Wind blowing from the north-northwest,5,,13,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-14.5,-3.4,,,2500 or more  or no clouds.,,,3.1,-16.2,0.8,6,,,,
03.03.2020 08:00,-13.5,678.2,771.5,,82,Wind blowing from the north-northwest,6,,13,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.5,-3.4,,,2500 or more  or no clouds.,,,1.1,-15.9,3.0,12,,,,
03.03.2020 05:00,-10.1,675.3,767.2,,88,Wind blowing from the north,1,,11,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-3.4,,,,,,2.5,-11.7,0.7,6,,,,
03.03.2020 02:00,-8.9,674.2,765.7,0.3,82,Wind blowing from the south-southwest,2,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.4,,,2500 or more  or no clouds.,,,18.0,-11.4,4.0,12,,,,
02.03.2020 23:00,-6.3,673.9,765.6,,84,Wind blowing from the south-southeast,7,,11,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-3.4,,,,,,3.5,-8.6,4.0,6,,,,
02.03.2020 20:00,-6.1,674.1,767.4,0.8,89,Wind blowing from the south-east,4,,10,90  or more  but not 100%,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-3.4,,,2500 or more  or no clouds.,,,0.6,-7.6,2.0,12,,,,
02.03.2020 17:00,-4.4,673.3,766.7,,62,Wind blowing from the south-southeast,5,,10,90  or more  but not 100%, ,,,-20.7,-3.4,,,2500 or more  or no clouds.,,,30.0,-10.6,No precipitation,6,,,,
02.03.2020 14:00,-4.0,674.0,767.2,,50,Wind blowing from the south-southeast,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-3.4,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,12,,,,
02.03.2020 11:00,-7.8,676.3,769.3,,53,Wind blowing from the east-southeast,2,,,90  or more  but not 100%, ,,,-20.7,-7.4,,,2500 or more  or no clouds.,,,30.0,-15.9,No precipitation,6,,,,
02.03.2020 08:00,-16.5,677.8,772.4,-0.2,79,Wind blowing from the east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.7,-7.4,,,2500 or more  or no clouds.,,,30.0,-19.3,No precipitation,12,,,,
02.03.2020 05:00,-19.1,678.0,772.7,,87,Wind blowing from the east,2,,9,, ,,,-20.7,-7.4,,,,,,30.0,-20.8,No precipitation,6,,,,
02.03.2020 02:00,-18.1,679.3,774.0,-0.1,82,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.1,-7.4,,,2500 or more  or no clouds.,,,30.0,-20.4,No precipitation,12,,,,
01.03.2020 23:00,-11.1,679.4,773.2,,73,Wind blowing from the west-southwest,4,,10,, ,,,-14.1,-7.4,,,,,,30.0,-15.1,No precipitation,6,,,,
01.03.2020 20:00,-10.6,679.1,773.3,0.7,75,Wind blowing from the west,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-7.4,,,,,,30.0,-14.2,Trace of precipitation,12,,,,
01.03.2020 17:00,-8.2,678.4,772.0,,69,Wind blowing from the west-southwest,3,,10,no clouds, ,,,-14.1,-7.4,,,,,,30.0,-12.9,No precipitation,6,,,,
01.03.2020 14:00,-8.4,678.3,772.0,-0.5,69,Wind blowing from the west,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-5.5,,,2500 or more  or no clouds.,,,26.0,-13.1,0.2,12,,,,
01.03.2020 11:00,-9.9,678.8,772.6,,71,Wind blowing from the west,4,,8,90  or more  but not 100%,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.1,-5.5,,,2500 or more  or no clouds.,,,8.0,-14.2,0.1,6,,,,
01.03.2020 08:00,-13.0,678.8,773.0,,83,Wind blowing from the west,1,,5,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.1,,,,2500 or more  or no clouds.,,,3.4,-15.3,0.3,12,,,,
01.03.2020 05:00,-12.6,677.9,771.6,,85,Wind blowing from the west,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-19.5,-5.5,,,,,,9.0,-14.6,0.2,6,,,,
01.03.2020 02:00,-13.1,678.4,771.6,0.6,84,Wind blowing from the west,1,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-5.5,,,2500 or more  or no clouds.,,,7.0,-15.2,0.1,12,,,,
29.02.2020 23:00,-11.6,677.8,771.0,,81,Wind blowing from the west-northwest,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,-19.5,-5.5,,,,,,7.0,-14.2,No precipitation,6,,,,
29.02.2020 20:00,-11.0,677.2,771.9,1.1,76,Wind blowing from the north-east,0,,6,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-5.5,,,2500 or more  or no clouds.,,,28.0,-14.4,No precipitation,12,,,,
29.02.2020 17:00,-9.2,676.1,770.4,,74,Calm  no wind,0,,,90  or more  but not 100%, ,,,-19.5,-5.5,,,2500 or more  or no clouds.,,,30.0,-13.1,No precipitation,6,,,,
29.02.2020 14:00,-6.1,675.6,768.8,,54,Wind blowing from the north-east,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-5.6,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,12,,,,
29.02.2020 11:00,-8.0,676.3,769.6,,59,Wind blowing from the north-east,2,,,20–30%., ,,,-19.5,-5.6,,,2500 or more  or no clouds.,,,25.0,-14.6,No precipitation,6,,,,
29.02.2020 08:00,-16.2,675.8,770.1,0.6,87,Wind blowing from the east,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.5,-5.6,,,,,,21.0,-17.9,No precipitation,12,,,,
29.02.2020 05:00,-17.1,675.2,769.0,,82,Calm  no wind,0,,,, ,,,-21.1,-5.6,,,,,,22.0,-19.4,No precipitation,6,,,,
29.02.2020 02:00,-14.9,675.5,768.7,0.2,86,Wind blowing from the south-southeast,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,-5.6,,,2500 or more  or no clouds.,,,18.0,-16.7,No precipitation,12,,,,
28.02.2020 23:00,-12.4,675.3,768.5,,86,Calm  no wind,0,,,, ,,,-21.1,-4.5,,,,,,22.0,-14.3,No precipitation,6,,,,
28.02.2020 20:00,-10.4,675.2,768.7,,78,Wind blowing from the east,0,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,0.4,,,2500 or more  or no clouds.,,,30.0,-13.5,No precipitation,12,,,,
28.02.2020 17:00,-7.0,675.1,768.7,,59,Wind blowing from the south-west,1,,8,60%., ,,,-21.1,0.4,,,2500 or more  or no clouds.,,,30.0,-13.7,No precipitation,6,,,,
28.02.2020 14:00,-6.4,674.9,767.5,-0.4,66,Wind blowing from the west,4,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,0.4,,,1000-1500,,,30.0,-11.7,No precipitation,12,,,,
28.02.2020 11:00,-8.9,675.3,767.0,,65,Wind blowing from the west,5,,9,no clouds, ,,,-21.1,0.4,,,,,,28.0,-14.3,No precipitation,6,,,,
28.02.2020 08:00,-12.7,674.6,766.3,,93,Wind blowing from the west,1,,9,no clouds,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.1,0.4,,,,,,14.0,-13.6,Trace of precipitation,12,,,,
28.02.2020 05:00,-17.0,673.8,766.1,,83,Wind blowing from the east-northeast,0,,9,, ,,,,0.4,,,,,,8.0,-19.2,No precipitation,6,,,,
28.02.2020 02:00,-12.1,674.2,765.7,0.0,87,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.4,,,2500 or more  or no clouds.,,,10.0,-13.8,No precipitation,12,,,,
27.02.2020 23:00,-4.5,674.2,765.1,,79,Wind blowing from the west,4,,10,, ,,,,0.4,,,,,,15.0,-7.6,No precipitation,6,,,,
27.02.2020 20:00,-0.7,673.6,766.2,-0.6,84,Wind blowing from the west,2,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,0.3,,,2500 or more  or no clouds.,,,8.0,-3.1,No precipitation,12,,,,
27.02.2020 17:00,-0.4,674.2,767.5,,67,Wind blowing from the south-southeast,2,,10,90  or more  but not 100%, ,,,-22.5,0.3,,,2500 or more  or no clouds.,,,14.0,-5.8,No precipitation,6,,,,
27.02.2020 14:00,-0.7,675.6,768.8,-2.8,62,Wind blowing from the south,5,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,0.1,,,2500 or more  or no clouds.,,,15.0,-7.1,No precipitation,12,,,,
27.02.2020 11:00,-5.0,678.4,772.9,,65,Wind blowing from the south-east,4,,8,90  or more  but not 100%, ,,,-22.5,-4.9,,,2500 or more  or no clouds.,,,18.0,-10.7,No precipitation,6,,,,
27.02.2020 08:00,-18.6,680.2,777.7,-1.5,82,Wind blowing from the east,2,,6,20–30%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-22.5,,,,2500 or more  or no clouds.,,,24.0,-20.9,Trace of precipitation,12,,,,
27.02.2020 05:00,-22.5,681.7,777.7,,79,Wind blowing from the north-east,1,,4,, ,,,-22.5,-6.7,,,,,,17.0,-25.1,No precipitation,6,,,,
27.02.2020 02:00,-20.4,683.4,778.9,,82,Wind blowing from the east,2,,4,,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-21.4,-6.7,,,2500 or more  or no clouds.,,,2.3,-22.7,No precipitation,12,,,,
26.02.2020 23:00,-20.9,684.5,780.4,,82,Wind blowing from the east,1,,,, ,,,-21.4,-6.7,,,,,,8.0,-23.2,No precipitation,6,,,,
26.02.2020 20:00,-20.5,685.3,782.5,0.1,79,Wind blowing from the north,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-20.5,-6.7,,,,,,13.0,-23.2,0.1,12,,,,
26.02.2020 17:00,-8.1,685.2,780.2,,69,Wind blowing from the south-west,1,,5,no clouds, ,,,-18.3,-6.4,,,,,,21.0,-12.8,No precipitation,6,,,,
26.02.2020 14:00,-7.0,685.3,780.0,-0.3,67,Wind blowing from the south-southwest,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-5.3,,,2500 or more  or no clouds.,,,18.0,-12.1,0.1,12,,,,
26.02.2020 11:00,-7.4,685.6,779.9,,72,Wind blowing from the south-southeast,0,,3,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-18.3,-5.0,,,2500 or more  or no clouds.,,,14.0,-11.6,0.1,6,,,,
