Local time in Weifang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 20:00,5.1,767.2,769.4,0.2,55,Wind blowing from the south-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,8.7,,,,,,12.0,-3.4,No precipitation,12,,,,
02.03.2020 17:00,7.5,767.0,769.2,,52,Wind blowing from the south-east,2,,6,no clouds, ,,,-3.1,8.7,,,,,,10.0,-1.7,No precipitation,6,,,,
02.03.2020 14:00,8.1,768.2,770.4,-2.0,43,Wind blowing from the south,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,8.1,,,2500 or more  or no clouds.,,,10.0,-3.7,No precipitation,12,,,,
02.03.2020 11:00,5.1,770.2,772.4,,72,Wind blowing from the east,2,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,7.2,,,,,,3.7,0.5,No precipitation,6,,,,
02.03.2020 08:00,0.4,770.4,772.6,0.8,97,Wind blowing from the east-southeast,0,,2,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,7.2,,,,,,1.2,0.0,No precipitation,12,,,,
02.03.2020 05:00,-2.4,769.6,771.8,,96,Calm  no wind,0,,,,Mist. ,,,-2.5,7.2,,,,,,1.6,-2.9,No precipitation,6,,,,
02.03.2020 02:00,-1.5,769.3,771.5,0.1,96,Wind blowing from the south-southeast,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,7.2,,,2500 or more  or no clouds.,,,1.5,-2.1,No precipitation,12,,,,
01.03.2020 23:00,0.1,769.2,771.4,,94,Wind blowing from the west,0,,8,,Mist. ,,,0.0,7.2,,,,,,1.8,-0.7,No precipitation,6,,,,
01.03.2020 20:00,2.6,768.4,770.5,1.8,90,Wind blowing from the east,1,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,7.2,,,1500-2000,,,2.5,1.1,No precipitation,12,,,,
01.03.2020 17:00,6.2,766.6,768.8,,65,Calm  no wind,0,,,20–30%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,7.2,,,2500 or more  or no clouds.,,,6.0,0.1,No precipitation,6,,,,
01.03.2020 14:00,5.9,765.8,768.0,-0.4,81,Wind blowing from the north-west,3,,7,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,6.4,,,1000-1500,,,3.4,2.9,No precipitation,12,,,,
01.03.2020 11:00,5.4,766.2,768.4,,83,Wind blowing from the north-northwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,6.4,,,1500-2000,,,3.2,2.7,No precipitation,6,,,,
01.03.2020 08:00,4.2,765.7,767.9,1.2,92,Wind blowing from the north-northwest,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.1,6.4,,,1500-2000,,,3.2,3.0,Trace of precipitation,12,,,,
01.03.2020 05:00,4.5,764.5,766.7,,93,Wind blowing from the north,2,,4,,Mist. ,,,3.9,6.4,,,,,,1.8,3.5,No precipitation,6,,,,
01.03.2020 02:00,4.6,764.2,766.4,0.1,89,Wind blowing from the east-northeast,1,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,6.4,,,2500 or more  or no clouds.,,,3.0,2.9,No precipitation,12,,,,
29.02.2020 23:00,5.0,764.1,766.3,,86,Wind blowing from the east-southeast,1,,4,,Mist. ,,,3.9,6.4,,,,,,4.4,2.9,No precipitation,6,,,,
29.02.2020 20:00,5.8,763.3,765.5,1.2,83,Wind blowing from the east-northeast,1,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,6.4,,,2500 or more  or no clouds.,,,4.8,3.1,No precipitation,12,,,,
29.02.2020 17:00,6.3,762.1,764.3,,77,Wind blowing from the east-southeast,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,6.4,,,1500-2000,,,6.0,2.6,No precipitation,6,,,,
29.02.2020 14:00,6.2,761.9,764.1,-1.5,75,Wind blowing from the south-southeast,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,6.5,,,1500-2000,,,6.0,2.1,No precipitation,12,,,,
29.02.2020 11:00,5.0,763.4,765.6,,78,Wind blowing from the south-east,2,,4,100%., ,,,2.4,6.5,,,2500 or more  or no clouds.,,,8.0,1.5,No precipitation,6,,,,
29.02.2020 08:00,4.1,763.0,765.2,0.6,86,Wind blowing from the south-east,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,6.5,,,2500 or more  or no clouds.,,,4.9,2.0,No precipitation,12,,,,
29.02.2020 05:00,4.2,762.4,764.5,,90,Wind blowing from the east-southeast,1,,3,,Mist. ,,,,6.5,,,,,,2.7,2.7,No precipitation,6,,,,
29.02.2020 02:00,4.8,762.7,764.9,-0.3,87,Wind blowing from the north-east,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.5,,,2500 or more  or no clouds.,,,4.9,2.8,No precipitation,12,,,,
28.02.2020 23:00,5.3,763.0,765.2,,84,Wind blowing from the east,1,,,,Mist. ,,,0.4,6.5,,,,,,5.0,2.8,No precipitation,6,,,,
28.02.2020 20:00,5.8,763.1,765.3,0.7,75,Wind blowing from the east,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,6.5,,,2500 or more  or no clouds.,,,10.0,1.7,0.5,12,,,,
28.02.2020 17:00,6.2,762.4,764.6,,72,Wind blowing from the north-northwest,1,,5,100%., ,,,0.4,6.5,,,2500 or more  or no clouds.,,,12.0,1.5,No precipitation,6,,,,
28.02.2020 14:00,6.3,763.0,765.1,-1.5,76,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,7.8,,,1500-2000,,,22.0,2.4,4.0,12,,,,
28.02.2020 11:00,2.4,764.5,766.6,,91,Wind blowing from the south,3,,4,100%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,7.8,,,2500 or more  or no clouds.,,,7.0,1.1,2.0,6,,,,
28.02.2020 08:00,1.0,764.8,767.0,0.0,96,Wind blowing from the south-east,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,0.4,7.8,,,2500 or more  or no clouds.,,,6.0,0.4,9.0,12,,,,
28.02.2020 05:00,0.5,764.8,767.0,,96,Wind blowing from the south-southeast,2,,5,,Intermittent fall of snowflakes  slight at time of observation. ,,,-0.8,7.8,,,,,,1.2,-0.1,7.0,6,,,,
28.02.2020 02:00,0.6,766.8,769.0,-1.1,94,Wind blowing from the south-east,0,,5,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,7.8,,,2500 or more  or no clouds.,,,1.0,-0.3,5.0,12,,,,
27.02.2020 23:00,3.3,767.9,770.1,,76,Wind blowing from the west-southwest,2,,5,,Rain or drizzle and snow  slight. ,,,-0.8,7.8,,,,,,8.0,-0.5,0.3,6,,,,
27.02.2020 20:00,4.0,768.9,771.1,-0.2,68,Wind blowing from the north-east,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,7.8,,,1500-2000,,,17.0,-1.4,No precipitation,12,,,,
27.02.2020 17:00,5.5,769.1,771.3,,61,Wind blowing from the north-east,2,,5,90  or more  but not 100%, ,,,-0.8,7.8,,,1500-2000,,,24.0,-1.6,No precipitation,6,,,,
27.02.2020 14:00,7.7,770.2,772.4,-2.1,32,Wind blowing from the north,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,7.7,,,1500-2000,,,30.0,-7.9,No precipitation,12,,,,
27.02.2020 11:00,5.2,772.3,774.5,,50,Wind blowing from the east-southeast,2,,5,70 – 80%., ,,,-0.8,6.0,,,1500-2000,,,29.0,-4.4,No precipitation,6,,,,
27.02.2020 08:00,0.8,773.4,775.6,0.4,77,Wind blowing from the west-northwest,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,,,,1500-2000,,,13.0,-2.8,No precipitation,12,,,,
27.02.2020 05:00,-0.7,773.0,775.2,,77,Wind blowing from the north-west,2,,7,, ,,,-0.7,6.0,,,,,,14.0,-4.2,No precipitation,6,,,,
27.02.2020 02:00,0.0,773.5,775.6,-0.4,70,Wind blowing from the west-northwest,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,6.0,,,2500 or more  or no clouds.,,,19.0,-4.8,No precipitation,12,,,,
26.02.2020 23:00,0.4,773.9,776.1,,71,Wind blowing from the west-northwest,2,,10,, ,,,0.4,6.0,,,,,,25.0,-4.4,No precipitation,6,,,,
26.02.2020 20:00,1.0,773.3,775.5,1.0,68,Wind blowing from the north,2,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,6.0,,,,,,30.0,-4.4,No precipitation,12,,,,
26.02.2020 17:00,3.3,772.3,774.4,,55,Wind blowing from the north-east,3,,10,no clouds, ,,,1.8,6.0,,,,,,30.0,-5.1,No precipitation,6,,,,
26.02.2020 14:00,5.6,771.8,774.0,-0.5,49,Wind blowing from the north-northeast,3,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,6.5,,,,,,30.0,-4.3,No precipitation,12,,,,
26.02.2020 11:00,5.1,772.3,774.5,,53,Wind blowing from the north-northeast,4,,9,no clouds, ,,,1.8,6.5,,,,,,29.0,-3.7,No precipitation,6,,,,
26.02.2020 08:00,2.3,771.4,773.6,1.8,69,Wind blowing from the north-northwest,2,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.8,6.5,,,,,,15.0,-2.8,No precipitation,12,,,,
26.02.2020 05:00,3.1,769.6,771.7,,65,Wind blowing from the north,3,,6,, ,,,3.1,,,,,,,20.0,-3.0,No precipitation,6,,,,
26.02.2020 02:00,3.6,768.5,770.7,0.7,70,Wind blowing from the north,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,7.5,,,2500 or more  or no clouds.,,,21.0,-1.5,No precipitation,12,,,,
25.02.2020 23:00,3.7,767.8,769.9,,79,Wind blowing from the north-northwest,3,,7,, ,,,3.7,8.2,,,,,,11.0,0.4,No precipitation,6,,,,
25.02.2020 20:00,3.9,766.9,769.0,,84,Wind blowing from the north-northwest,2,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,8.2,,,1500-2000,,,7.0,1.4,No precipitation,12,,,,
25.02.2020 14:00,6.5,763.5,765.6,-0.1,95,Wind blowing from the north-northwest,2,,8,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.8,9.7,,,1500-2000,,,3.2,5.8,2.0,12,,,,
25.02.2020 11:00,5.3,763.6,765.7,,98,Wind blowing from the north-northwest,3,,8,100%.,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Fog or ice fog or thick haze.,4.8,10.3,,,1000-1500,,,0.3,5.0,0.2,6,,,,
25.02.2020 08:00,4.9,762.1,764.2,2.1,97,Wind blowing from the north-northwest,4,,8,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Fog or ice fog or thick haze.,4.4,10.3,,,1000-1500,,,0.3,4.5,12.0,12,,,,
25.02.2020 05:00,6.0,760.0,762.1,,97,Wind blowing from the north-northwest,1,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,,10.3,,,,,,1.4,5.6,6.0,6,,,,
25.02.2020 02:00,7.5,759.9,762.0,0.0,97,Wind blowing from the north-northwest,3,,4,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.3,,,2500 or more  or no clouds.,,,1.4,7.1,19.0,12,,,,
24.02.2020 23:00,8.0,759.9,762.0,,97,Wind blowing from the east-southeast,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,,10.3,,,,,,3.1,7.6,12.0,6,,,,
24.02.2020 20:00,8.0,760.6,762.7,0.6,96,Wind blowing from the east,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,2.9,10.3,,,1000-1500,,,1.6,7.4,9.0,12,,,,
24.02.2020 17:00,7.9,760.0,762.1,,94,Wind blowing from the east-southeast,2,,,100%.,Rain  not freezing  intermittent  moderate at time of observation. ,Rain.,Rain.,2.9,15.0,,,1000-1500,,,2.2,7.0,3.0,6,,,,
24.02.2020 14:00,9.7,760.7,762.8,-1.7,78,Wind blowing from the south-east,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,15.8,,,1000-1500,,,6.0,6.1,No precipitation,12,,,,
24.02.2020 11:00,8.7,762.4,764.5,,74,Wind blowing from the east-southeast,2,,,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,15.8,,,2500 or more  or no clouds.,,,7.0,4.3,No precipitation,6,,,,
24.02.2020 08:00,4.4,762.7,764.8,0.1,90,Wind blowing from the south-east,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.9,15.8,,,2500 or more  or no clouds.,,,4.6,2.9,No precipitation,12,,,,
24.02.2020 05:00,3.1,762.6,764.7,,94,Wind blowing from the east-southeast,2,,9,,Mist. ,,,1.8,15.8,,,,,,3.3,2.2,No precipitation,6,,,,
24.02.2020 02:00,3.9,763.7,765.8,-0.2,88,Wind blowing from the east-southeast,1,,11,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,15.8,,,2500 or more  or no clouds.,,,5.0,2.1,No precipitation,12,,,,
23.02.2020 23:00,6.0,763.9,766.0,,79,Wind blowing from the south-east,3,,11,,Mist. ,,,1.0,15.8,,,,,,7.0,2.6,No precipitation,6,,,,
23.02.2020 20:00,9.1,763.6,765.7,0.9,59,Wind blowing from the south-east,3,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,15.8,,,,,,8.0,1.5,No precipitation,12,,,,
23.02.2020 17:00,15.0,762.7,764.8,,31,Wind blowing from the south,3,,11,no clouds, ,,,1.0,15.8,,,,,,15.0,-2.0,No precipitation,6,,,,
23.02.2020 14:00,15.0,764.3,766.4,-3.2,28,Wind blowing from the south-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,15.2,,,,,,15.0,-3.3,No precipitation,12,,,,
23.02.2020 11:00,9.6,767.5,769.7,,36,Wind blowing from the south,5,,10,no clouds, ,,,1.0,9.8,,,,,,14.0,-4.7,No precipitation,6,,,,
23.02.2020 08:00,3.4,769.1,771.3,-0.8,53,Wind blowing from the south,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.0,,,,,,,20.0,-5.5,No precipitation,12,,,,
23.02.2020 05:00,1.9,769.9,772.0,,59,Wind blowing from the south-east,2,,5,, ,,,1.0,9.4,,,,,,15.0,-5.3,No precipitation,6,,,,
23.02.2020 02:00,1.9,771.5,773.7,-0.8,45,Wind blowing from the south-southeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,9.4,,,2500 or more  or no clouds.,,,30.0,-8.8,No precipitation,12,,,,
22.02.2020 23:00,2.1,772.3,774.5,,44,Wind blowing from the south,1,,13,, ,,,0.4,9.4,,,,,,30.0,-8.9,No precipitation,6,,,,
22.02.2020 20:00,2.7,772.2,774.4,1.0,48,Wind blowing from the east-southeast,1,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,9.4,,,,,,20.0,-7.2,No precipitation,12,,,,
22.02.2020 17:00,8.8,771.2,773.4,,23,Wind blowing from the north-west,2,,13,no clouds, ,,,0.4,10.6,,,,,,30.0,-11.2,No precipitation,6,,,,
22.02.2020 14:00,8.8,771.7,773.9,-1.4,25,Wind blowing from the north-west,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,11.2,,,,,,30.0,-10.1,No precipitation,12,,,,
