Local time in Lincang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
04.03.2020 14:00,22.5,627.7,759.6,,30,Wind blowing from the west,4,,9,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,23.0,,,1500-2000,,,29.0,4.1,0.1,12,,,,
04.03.2020 11:00,13.3,629.4,763.6,,74,Wind blowing from the south-southwest,1,,9,10%  or less  but not 0, ,,,7.3,22.1,,,1500-2000,,,18.0,8.8,0.1,6,,,,
04.03.2020 08:00,7.5,628.2,762.6,1.1,94,Wind blowing from the south-west,1,,9,no clouds,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,22.1,,,,,,16.0,6.6,1.0,12,,,,
04.03.2020 05:00,8.2,627.1,760.4,,95,Wind blowing from the south-west,1,,10,, ,,,8.2,22.1,,,,,,13.0,7.4,No precipitation,6,,,,
04.03.2020 02:00,9.6,627.9,760.2,-0.3,90,Wind blowing from the west,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,22.1,,,2500 or more  or no clouds.,,,19.0,8.0,1.0,12,,,,
03.03.2020 23:00,10.9,628.2,761.5,,89,Wind blowing from the south-east,2,,11,, ,,,8.5,22.1,,,,,,22.0,9.2,1.0,6,,,,
03.03.2020 20:00,15.0,626.9,760.7,,53,Wind blowing from the north,1,,11,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,22.1,,,1500-2000,,,30.0,5.5,No precipitation,12,,,,
03.03.2020 17:00,17.6,625.8,758.4,,47,Wind blowing from the north,6,,11,, ,,,8.5,23.5,,,,,,22.0,6.2,No precipitation,6,,,,
03.03.2020 14:00,21.1,626.9,758.5,-1.8,35,Wind blowing from the west-southwest,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.5,24.8,,,1500-2000,,,30.0,5.1,2.0,12,,,,
03.03.2020 11:00,15.9,628.7,761.2,,63,Wind blowing from the north-northwest,1,,11,10%  or less  but not 0, ,,,8.5,24.8,,,1500-2000,,,29.0,8.9,0.1,6,,,,
03.03.2020 08:00,8.8,628.1,761.5,,86,Wind blowing from the south,1,,11,20–30%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,24.8,,,1500-2000,,,29.0,6.6,2.0,12,,,,
03.03.2020 05:00,10.2,627.1,758.7,,79,Wind blowing from the east,5,,11,,Shower(s) of hail  or of rain and hail. ,,,7.5,24.8,,,,,,7.0,6.7,2.0,6,,,,
03.03.2020 02:00,11.7,627.5,758.5,-0.3,59,Wind blowing from the south-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,24.8,,,2500 or more  or no clouds.,,,30.0,4.0,No precipitation,12,,,,
02.03.2020 23:00,14.5,627.8,760.5,,47,Wind blowing from the south-east,1,,9,, ,,,7.5,24.8,,,,,,30.0,3.3,No precipitation,6,,,,
02.03.2020 20:00,17.9,626.7,760.0,0.8,33,Wind blowing from the south-east,2,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,24.8,,,1500-2000,,,30.0,1.4,No precipitation,12,,,,
02.03.2020 17:00,23.0,625.9,757.5,,25,Wind blowing from the west,4,,8,40%., ,,,7.5,24.8,,,1500-2000,,,30.0,1.9,No precipitation,6,,,,
02.03.2020 14:00,24.2,627.2,758.3,-1.9,27,Wind blowing from the south-southwest,3,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,25.3,,,,,,30.0,4.0,No precipitation,12,,,,
02.03.2020 11:00,14.7,629.1,762.1,,56,Wind blowing from the west,1,,3,no clouds, ,,,7.5,25.3,,,,,,25.0,6.0,No precipitation,6,,,,
02.03.2020 08:00,7.6,628.3,761.8,,80,Wind blowing from the south-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,25.3,,,2500 or more  or no clouds.,,,30.0,4.4,No precipitation,12,,,,
02.03.2020 05:00,8.6,627.5,759.1,,76,Wind blowing from the west-southwest,1,,8,, ,,,6.4,25.3,,,,,,30.0,4.6,No precipitation,6,,,,
02.03.2020 02:00,10.9,628.2,760.0,-0.1,63,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,25.3,,,2500 or more  or no clouds.,,,30.0,4.1,No precipitation,12,,,,
01.03.2020 23:00,14.3,628.3,761.2,,48,Wind blowing from the east-southeast,1,,8,, ,,,6.4,25.3,,,,,,30.0,3.4,No precipitation,6,,,,
01.03.2020 20:00,18.2,626.9,,,33,Wind blowing from the south-east,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,23.0,,,2500 or more  or no clouds.,,,30.0,1.7,No precipitation,12,,,,
01.03.2020 14:00,24.0,637.3,758.8,-2.1,22,Wind blowing from the south-east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,24.1,,,2500 or more  or no clouds.,,,30.0,1.0,No precipitation,12,,,,
01.03.2020 11:00,15.3,639.4,,,51,Calm  no wind,0,,,, ,,,7.6,16.7,,,,,,28.0,5.2,No precipitation,6,,,,
01.03.2020 05:00,7.9,628.0,760.2,,77,Wind blowing from the south-southwest,1,,8,, ,,,7.4,24.1,,,,,,30.0,4.1,No precipitation,6,,,,
01.03.2020 02:00,10.3,628.4,760.7,-0.1,64,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,24.1,,,2500 or more  or no clouds.,,,30.0,3.8,No precipitation,12,,,,
29.02.2020 23:00,13.4,628.5,761.8,,50,Wind blowing from the south-east,2,,8,, ,,,7.4,24.1,,,,,,30.0,3.2,No precipitation,6,,,,
29.02.2020 20:00,17.2,626.9,760.6,1.3,35,Wind blowing from the south,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,24.1,,,,,,30.0,1.6,No precipitation,12,,,,
29.02.2020 17:00,23.4,625.6,757.0,,22,Wind blowing from the west,3,,7,10%  or less  but not 0, ,,,7.4,24.1,,,1500-2000,,,30.0,0.5,No precipitation,6,,,,
29.02.2020 14:00,20.9,626.9,758.8,,34,Wind blowing from the west-southwest,2,,5,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,22.2,,,1500-2000,,,30.0,4.5,No precipitation,12,,,,
29.02.2020 11:00,13.9,628.6,762.1,,69,Wind blowing from the west-northwest,1,,3,no clouds, ,,,7.4,22.2,,,,,,16.0,8.3,No precipitation,6,,,,
29.02.2020 08:00,7.4,627.7,761.8,,90,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,22.2,,,,,,13.0,5.9,No precipitation,12,,,,
29.02.2020 05:00,8.7,627.0,759.1,,82,Wind blowing from the south,1,,8,, ,,,8.7,22.2,,,,,,19.0,5.8,No precipitation,6,,,,
29.02.2020 02:00,10.8,627.7,760.3,-0.4,69,Wind blowing from the east-southeast,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,22.2,,,2500 or more  or no clouds.,,,29.0,5.3,No precipitation,12,,,,
28.02.2020 23:00,12.8,628.1,761.5,,61,Wind blowing from the south-east,2,,8,, ,,,10.6,22.2,,,,,,30.0,5.5,No precipitation,6,,,,
28.02.2020 20:00,16.4,626.9,759.9,0.7,47,Wind blowing from the east-southeast,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,22.2,,,1500-2000,,,30.0,5.1,No precipitation,12,,,,
28.02.2020 17:00,21.9,626.2,757.4,,30,Wind blowing from the south-southwest,3,,8,70 – 80%., ,,,10.6,22.2,,,1500-2000,,,27.0,3.6,No precipitation,6,,,,
28.02.2020 14:00,18.8,628.0,760.1,-1.5,45,Wind blowing from the south-west,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,21.7,,,1500-2000,,,24.0,6.6,2.0,12,,,,
28.02.2020 11:00,13.5,629.5,762.6,,90,Wind blowing from the west,1,,6,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.6,21.7,,,,,,4.5,11.9,0.1,6,,,,
28.02.2020 08:00,10.7,628.0,760.9,,96,Wind blowing from the east,1,,6,100%.,Fog or ice fog. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,21.7,,,600-1000,,,7.0,10.1,5.0,12,,,,
28.02.2020 05:00,11.6,627.3,758.8,,99,Wind blowing from the west,1,,7,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,11.5,21.7,,,,,,0.6,11.4,4.0,6,,,,
28.02.2020 02:00,12.5,627.6,759.3,-0.3,91,Wind blowing from the south,1,,7,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.1,21.7,,,2500 or more  or no clouds.,,,4.9,11.1,3.0,12,,,,
27.02.2020 23:00,15.5,627.9,759.8,,60,Wind blowing from the south-southeast,1,,,, ,,,12.8,21.7,,,,,,9.0,7.8,No precipitation,6,,,,
27.02.2020 20:00,17.6,627.2,759.1,,53,Wind blowing from the south-southeast,2,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,21.7,,,1500-2000,,,10.0,7.9,No precipitation,12,,,,
27.02.2020 17:00,21.7,626.8,757.6,,42,Wind blowing from the south,3,,8,90  or more  but not 100%, ,,,12.8,22.8,,,1500-2000,,,12.0,8.2,No precipitation,6,,,,
27.02.2020 14:00,20.3,628.2,759.9,-1.5,44,Wind blowing from the south,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,24.2,,,1000-1500,,,12.0,7.7,No precipitation,12,,,,
27.02.2020 11:00,16.8,629.7,762.0,,62,Wind blowing from the east-northeast,1,,,90  or more  but not 100%, ,,,12.8,,,,,,,7.0,9.5,No precipitation,6,,,,
27.02.2020 08:00,14.4,628.5,760.6,1.1,66,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,24.2,,,2500 or more  or no clouds.,,,10.0,8.1,No precipitation,12,,,,
27.02.2020 05:00,14.1,627.4,758.1,,63,Wind blowing from the south-east,1,,4,, ,,,7.2,24.2,,,,,,15.0,7.2,No precipitation,6,,,,
27.02.2020 02:00,13.2,628.3,759.1,-0.9,71,Wind blowing from the south-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,24.2,,,2500 or more  or no clouds.,,,12.0,8.1,No precipitation,12,,,,
26.02.2020 23:00,15.3,629.2,762.3,,62,Wind blowing from the south-east,1,,8,, ,,,7.2,24.2,,,,,,12.0,8.1,No precipitation,6,,,,
26.02.2020 20:00,17.8,627.9,761.6,0.4,51,Wind blowing from the south-east,2,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,24.2,,,1500-2000,,,19.0,7.5,No precipitation,12,,,,
26.02.2020 17:00,22.8,627.5,759.5,,34,Wind blowing from the south-southwest,2,,8,90  or more  but not 100%, ,,,7.2,24.2,,,,,,24.0,6.1,No precipitation,6,,,,
26.02.2020 14:00,23.6,628.9,760.6,-2.1,33,Wind blowing from the south-southwest,3,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,23.7,,,1500-2000,,,18.0,6.4,No precipitation,12,,,,
26.02.2020 11:00,13.3,631.0,765.0,,67,Wind blowing from the south,1,,3,, ,,,7.2,23.0,,,,,,13.0,7.3,No precipitation,6,,,,
26.02.2020 08:00,7.3,629.9,764.2,0.7,87,Wind blowing from the south-east,0,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,23.0,,,2500 or more  or no clouds.,,,16.0,5.3,No precipitation,12,,,,
26.02.2020 05:00,8.8,629.2,761.7,,78,Wind blowing from the south,1,,6,, ,,,7.4,23.0,,,,,,23.0,5.2,No precipitation,6,,,,
26.02.2020 02:00,10.7,629.8,762.0,0.3,65,Wind blowing from the south-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,23.0,,,2500 or more  or no clouds.,,,30.0,4.4,No precipitation,12,,,,
25.02.2020 23:00,13.1,629.5,763.3,,52,Wind blowing from the south-east,1,,8,, ,,,7.4,23.0,,,,,,30.0,3.5,No precipitation,6,,,,
25.02.2020 20:00,17.0,628.1,762.1,0.7,41,Wind blowing from the south-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,23.0,,,2500 or more  or no clouds.,,,30.0,3.7,No precipitation,12,,,,
25.02.2020 17:00,22.0,627.4,759.6,,30,Wind blowing from the west-southwest,2,,8,no clouds, ,,,7.4,23.0,,,,,,30.0,3.6,No precipitation,6,,,,
25.02.2020 14:00,22.0,628.5,760.5,,25,Wind blowing from the west-northwest,3,,8,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,22.2,,,1500-2000,,,24.0,1.1,No precipitation,12,,,,
25.02.2020 11:00,12.9,630.4,764.6,,71,Wind blowing from the west-southwest,1,,2,no clouds, ,,,7.4,18.5,,,,,,14.0,7.8,No precipitation,6,,,,
25.02.2020 08:00,7.4,629.5,764.0,0.7,95,Wind blowing from the south,2,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,18.5,,,2500 or more  or no clouds.,,,8.0,6.7,No precipitation,12,,,,
25.02.2020 05:00,8.9,628.8,762.4,,89,Wind blowing from the south-southwest,1,,4,, ,,,8.1,18.5,,,,,,12.0,7.2,No precipitation,6,,,,
25.02.2020 02:00,10.3,629.7,763.6,,84,Wind blowing from the south-west,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,18.5,,,2500 or more  or no clouds.,,,13.0,7.7,0.1,12,,,,
24.02.2020 23:00,12.4,629.6,764.1,,77,Wind blowing from the south-southwest,1,,9,, ,,,8.1,18.5,,,,,,18.0,8.5,No precipitation,6,,,,
24.02.2020 20:00,15.6,628.3,762.4,0.2,62,Wind blowing from the east-northeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,18.5,,,2500 or more  or no clouds.,,,27.0,8.4,3.0,12,,,,
24.02.2020 17:00,17.3,628.1,761.5,,57,Wind blowing from the west-northwest,2,,9,, ,,,8.1,18.5,,,,,,27.0,8.7,3.0,6,,,,
24.02.2020 14:00,15.3,630.0,764.0,-0.9,73,Wind blowing from the north-west,1,,9,100%.,Cloud development not observed or not observable. ,Rain.,Fog or ice fog or thick haze.,8.1,20.2,,,1500-2000,,,16.0,10.5,3.0,12,,,,
24.02.2020 11:00,11.1,630.9,766.0,,95,Wind blowing from the south-southwest,1,,4,90  or more  but not 100%,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.1,,,,1500-2000,,,5.0,10.3,No precipitation,6,,,,
24.02.2020 08:00,8.3,629.9,765.1,0.4,100,Wind blowing from the west-southwest,1,,6,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.2,,,,2500 or more  or no clouds.,,,0.1,8.3,5.0,12,,,,
24.02.2020 05:00,9.0,629.5,763.0,,98,Wind blowing from the south-southwest,1,,,,Mist. ,,,9.0,20.2,,,,,,1.5,8.7,0.1,6,,,,
24.02.2020 02:00,10.4,630.6,764.7,-0.7,93,Wind blowing from the south-southwest,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.1,20.2,,,2500 or more  or no clouds.,,,12.0,9.3,5.0,12,,,,
