Local time in Dunhua,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 14:00,-2.1,716.8,766.6,-1.2,49,Wind blowing from the east-northeast,2,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,0.4,,,600-1000,,,12.0,-11.4,No precipitation,12,,,,
01.03.2020 11:00,-5.0,718.0,768.1,,58,Wind blowing from the north-northwest,1,,3,90  or more  but not 100%, ,,,-13.3,0.4,,,600-1000,,,10.0,-12.0,No precipitation,6,,,,
01.03.2020 08:00,-10.7,718.6,769.0,-0.1,77,Wind blowing from the south,1,,4,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,0.4,,,1000-1500,,,6.0,-14.0,No precipitation,12,,,,
01.03.2020 05:00,-13.0,718.7,768.9,,78,Wind blowing from the south-southwest,1,,7,, ,,,-13.8,0.4,,,,,,8.0,-16.0,No precipitation,6,,,,
01.03.2020 02:00,-12.1,718.6,768.4,,79,Wind blowing from the south-southwest,2,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,0.4,,,2500 or more  or no clouds.,,,9.0,-15.0,No precipitation,12,,,,
29.02.2020 20:00,-6.8,718.1,768.2,1.5,67,Wind blowing from the north-northwest,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,0.4,,,1000-1500,,,9.0,-11.9,No precipitation,12,,,,
29.02.2020 17:00,-3.0,716.6,766.6,,45,Wind blowing from the north-northwest,4,,8,no clouds, ,,,-13.8,0.4,,,,,,24.0,-13.3,No precipitation,6,,,,
29.02.2020 14:00,-0.1,716.2,765.7,0.0,35,Wind blowing from the west-northwest,3,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,0.2,,,600-1000,,,30.0,-13.7,No precipitation,12,,,,
29.02.2020 11:00,-1.6,716.2,765.4,,44,Calm  no wind,0,,,20–30%., ,,,-13.8,-1.4,,,600-1000,,,30.0,-12.3,No precipitation,6,,,,
29.02.2020 08:00,-9.2,716.3,765.9,,82,Wind blowing from the south,0,,3,no clouds,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,-1.7,,,,,,3.8,-11.7,0.1,12,,,,
29.02.2020 05:00,-12.5,715.4,765.2,,81,Wind blowing from the north,0,,4,,Mist. ,,,-14.9,-1.7,,,,,,5.0,-15.1,No precipitation,6,,,,
29.02.2020 02:00,-11.1,715.3,765.0,,84,Wind blowing from the north-northwest,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.7,,,2500 or more  or no clouds.,,,6.0,-13.3,1.0,12,,,,
28.02.2020 20:00,-2.8,714.7,764.4,0.6,87,Wind blowing from the south-southwest,2,,4,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,-1.7,,,1000-1500,,,6.0,-4.7,2.0,12,,,,
28.02.2020 17:00,-1.8,714.1,763.9,,83,Wind blowing from the south-southeast,1,,3,, ,,,-14.9,-1.7,,,,,,23.0,-4.3,2.0,6,,,,
28.02.2020 14:00,-2.8,715.0,764.9,-1.8,83,Wind blowing from the south-southeast,2,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,0.1,,,1000-1500,,,5.0,-5.3,1.0,12,,,,
28.02.2020 11:00,-4.4,716.8,766.7,,52,Wind blowing from the south,1,,3,, ,,,-14.9,0.1,,,,,,10.0,-13.0,No precipitation,6,,,,
28.02.2020 08:00,-11.1,717.7,767.8,,65,Wind blowing from the south-southeast,0,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-14.9,0.1,,,1000-1500,,,13.0,-16.4,No precipitation,12,,,,
28.02.2020 05:00,-14.1,718.6,768.8,,75,Wind blowing from the south,2,,4,, ,,,-14.6,0.1,,,,,,27.0,-17.6,No precipitation,6,,,,
28.02.2020 02:00,-12.8,720.1,770.1,,70,Wind blowing from the west-southwest,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,0.1,,,2500 or more  or no clouds.,,,29.0,-17.1,No precipitation,12,,,,
27.02.2020 20:00,-5.9,722.2,772.5,0.0,48,Wind blowing from the south-west,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,0.1,,,,,,25.0,-15.2,No precipitation,12,,,,
27.02.2020 17:00,-2.3,722.2,772.6,,35,Wind blowing from the north-northwest,2,,8,no clouds, ,,,-13.5,0.1,,,,,,29.0,-15.7,No precipitation,6,,,,
27.02.2020 14:00,-0.3,722.8,772.7,-1.7,28,Wind blowing from the north-northwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,-0.1,,,,,,30.0,-16.6,No precipitation,12,,,,
27.02.2020 11:00,-1.8,724.5,774.5,,33,Wind blowing from the north-northwest,4,,7,no clouds, ,,,-13.5,0.3,,,,,,30.0,-16.0,No precipitation,6,,,,
27.02.2020 08:00,-9.1,725.5,776.0,0.3,55,Wind blowing from the west-southwest,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.5,0.3,,,,,,23.0,-16.5,No precipitation,12,,,,
27.02.2020 05:00,-13.1,725.2,775.8,,68,Wind blowing from the south-southwest,1,,6,, ,,,-13.8,0.3,,,,,,22.0,-17.8,No precipitation,6,,,,
27.02.2020 02:00,-10.5,724.8,774.9,,61,Wind blowing from the south-southwest,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,0.3,,,2500 or more  or no clouds.,,,30.0,-16.6,No precipitation,12,,,,
26.02.2020 20:00,-6.0,724.0,774.6,1.0,47,Wind blowing from the west-southwest,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,0.3,,,,,,29.0,-15.5,No precipitation,12,,,,
26.02.2020 17:00,-2.9,723.0,773.3,,37,Wind blowing from the north-west,2,,9,no clouds, ,,,-13.8,0.3,,,,,,30.0,-15.6,No precipitation,6,,,,
26.02.2020 14:00,-0.2,722.2,772.0,-0.8,30,Wind blowing from the north-northwest,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,0.3,,,,,,30.0,-15.7,No precipitation,12,,,,
26.02.2020 11:00,-1.7,723.0,772.7,,34,Wind blowing from the west,1,,3,no clouds, ,,,-13.8,0.3,,,,,,30.0,-15.5,No precipitation,6,,,,
26.02.2020 08:00,-10.1,723.3,773.8,1.1,66,Wind blowing from the south-west,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,0.3,,,,,,10.0,-15.4,No precipitation,12,,,,
26.02.2020 05:00,-11.6,722.2,772.3,,70,Wind blowing from the south-southwest,2,,5,, ,,,-13.8,0.3,,,,,,30.0,-16.0,No precipitation,6,,,,
26.02.2020 02:00,-9.8,721.6,771.4,,68,Wind blowing from the south-southwest,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,0.3,,,2500 or more  or no clouds.,,,20.0,-14.6,No precipitation,12,,,,
25.02.2020 20:00,-5.6,720.7,771.1,,43,Wind blowing from the north,2,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,0.3,,,2500 or more  or no clouds.,,,30.0,-16.2,No precipitation,12,,,,
25.02.2020 14:00,-0.7,720.1,770.1,-1.5,31,Wind blowing from the north-northwest,2,,4,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,1.2,,,2500 or more  or no clouds.,,,30.0,-15.8,No precipitation,12,,,,
25.02.2020 11:00,-3.5,721.6,771.7,,44,Calm  no wind,0,,,90  or more  but not 100%, ,,,-13.8,1.4,,,2500 or more  or no clouds.,,,25.0,-14.0,No precipitation,6,,,,
25.02.2020 08:00,-11.0,722.1,772.6,0.6,67,Wind blowing from the west,0,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.8,1.4,,,2500 or more  or no clouds.,,,8.0,-15.9,No precipitation,12,,,,
25.02.2020 05:00,-12.8,721.5,771.7,,72,Wind blowing from the north-northwest,1,,6,, ,,,-12.8,1.4,,,,,,28.0,-16.8,No precipitation,6,,,,
25.02.2020 02:00,-11.8,721.6,771.4,,68,Wind blowing from the south-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.8,1.4,,,2500 or more  or no clouds.,,,30.0,-16.5,No precipitation,12,,,,
24.02.2020 20:00,-5.9,721.0,770.6,1.1,49,Wind blowing from the north-northwest,2,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.9,1.4,,,2500 or more  or no clouds.,,,29.0,-14.9,No precipitation,12,,,,
24.02.2020 17:00,-2.1,719.9,769.0,,41,Wind blowing from the north-northwest,3,,10,90  or more  but not 100%, ,,,-3.1,1.4,,,2500 or more  or no clouds.,,,23.0,-13.6,No precipitation,6,,,,
24.02.2020 14:00,1.1,718.9,767.5,0.3,29,Wind blowing from the north-northwest,4,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.1,1.4,,,,,,29.0,-15.0,No precipitation,12,,,,
24.02.2020 11:00,0.6,718.6,767.4,,33,Wind blowing from the north-west,4,,13,no clouds, ,,,-3.1,1.4,,,,,,30.0,-13.8,No precipitation,6,,,,
24.02.2020 08:00,-1.9,718.0,766.8,2.5,56,Wind blowing from the south-southwest,3,,13,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.4,,,,,,27.0,-9.7,No precipitation,12,,,,
24.02.2020 05:00,-1.5,715.5,764.0,,59,Wind blowing from the south-southwest,4,,13,, ,,,,1.4,,,,,,29.0,-8.5,No precipitation,6,,,,
24.02.2020 02:00,-0.2,714.3,762.6,,52,Wind blowing from the south-southwest,5,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,1.4,,,2500 or more  or no clouds.,,,30.0,-8.9,No precipitation,12,,,,
23.02.2020 20:00,-0.2,714.1,763.1,-0.3,41,Wind blowing from the south-southwest,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,1.4,,,1000-1500,,,30.0,-11.9,No precipitation,12,,,,
23.02.2020 17:00,0.8,714.4,763.8,,35,Wind blowing from the south-southwest,4,,9,90  or more  but not 100%, ,,,-12.8,1.4,,,2500 or more  or no clouds.,,,29.0,-12.9,No precipitation,6,,,,
23.02.2020 14:00,0.5,715.3,764.6,-2.7,32,Wind blowing from the south-southwest,4,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,0.8,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
23.02.2020 11:00,-1.6,718.0,767.6,,43,Wind blowing from the south-southwest,4,,8,90  or more  but not 100%, ,,,-12.8,-1.6,,,2500 or more  or no clouds.,,,30.0,-12.8,No precipitation,6,,,,
23.02.2020 08:00,-6.8,718.8,768.8,0.6,61,Wind blowing from the south-southwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.8,-1.5,,,,,,22.0,-13.1,No precipitation,12,,,,
23.02.2020 05:00,-11.4,718.2,768.5,,77,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,23.0,-14.6,,,,,,
23.02.2020 02:00,-9.4,718.2,768.0,,73,Wind blowing from the south-southwest,3,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.7,-1.5,,,2500 or more  or no clouds.,,,19.0,-13.4,No precipitation,12,,,,
22.02.2020 20:00,-7.8,717.4,766.9,1.5,66,Wind blowing from the south-southwest,3,,11,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,0.6,,,1000-1500,,,15.0,-13.1,0.1,12,,,,
22.02.2020 17:00,-6.7,715.9,765.3,,67,Wind blowing from the south-southwest,3,,11,90  or more  but not 100%, ,,,-6.7,0.9,,,1000-1500,,,30.0,-11.8,0.1,6,,,,
22.02.2020 14:00,-3.5,714.1,762.9,0.2,49,Wind blowing from the west-southwest,5,,11,20–30%.,Cloud development not observed or not observable. ,Shower(s).,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,,,,600-1000,,,30.0,-12.9,0.3,12,,,,
22.02.2020 11:00,-2.4,713.9,762.6,,60,Wind blowing from the north-northwest,4,,9,50%., ,,,-4.7,,,,600-1000,,,11.0,-9.1,0.1,6,,,,
22.02.2020 08:00,-3.2,714.2,762.8,0.6,66,Wind blowing from the north-west,3,,7,50%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.1,2.1,,,600-1000,,,20.0,-8.7,2.0,12,,,,
22.02.2020 05:00,-3.4,713.6,762.1,,79,Wind blowing from the west-southwest,1,,6,, ,,,,2.1,,,,,,29.0,-6.5,0.8,6,,,,
22.02.2020 02:00,-2.0,714.3,762.7,,83,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,2.1,,,2500 or more  or no clouds.,,,30.0,-4.5,2.0,12,,,,
21.02.2020 20:00,0.6,716.2,765.4,-1.5,88,Wind blowing from the south-southeast,1,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,2.1,,,1000-1500,,,4.5,-1.2,0.4,12,,,,
21.02.2020 17:00,0.8,717.7,767.2,,81,Wind blowing from the south,2,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,2.1,,,1000-1500,,,5.0,-2.1,0.1,6,,,,
21.02.2020 14:00,1.1,718.9,768.6,-2.7,76,Wind blowing from the south,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain and snow or other types of solid precipitation,Rain.,-12.3,1.3,,,1000-1500,,,8.0,-2.7,0.2,12,,,,
21.02.2020 11:00,-3.2,721.6,771.8,,74,Wind blowing from the south-east,1,,3,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.3,1.3,,,1000-1500,,,5.0,-7.2,0.1,6,,,,
21.02.2020 08:00,-9.2,723.1,773.7,-0.2,64,Wind blowing from the south,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,,,,1000-1500,,,7.0,-14.8,No precipitation,12,,,,
21.02.2020 05:00,-11.6,723.3,773.6,,68,Wind blowing from the south-southwest,1,,2,, ,,,-17.1,1.3,,,,,,19.0,-16.3,No precipitation,6,,,,
21.02.2020 02:00,-12.2,724.3,774.5,,68,Wind blowing from the north-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,1.3,,,2500 or more  or no clouds.,,,23.0,-16.9,No precipitation,12,,,,
20.02.2020 20:00,-8.6,725.2,776.5,0.2,59,Wind blowing from the south-southwest,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.1,1.3,,,,,,9.0,-15.2,0.1,12,,,,
