Local time in Linyi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 11:00,7.5,761.0,772.5,,60,Wind blowing from the south-southwest,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,9.5,,,1000-1500,,,3.3,0.2,No precipitation,6,,,,
02.03.2020 08:00,1.1,761.0,772.6,,97,Wind blowing from the north,0,,2,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.5,9.5,,,,,,1.3,0.7,No precipitation,12,,,,
02.03.2020 05:00,0.1,760.3,771.7,,96,Wind blowing from the south,1,,3,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,0.1,9.5,,,,,,0.1,-0.5,No precipitation,6,,,,
02.03.2020 02:00,2.0,760.1,771.6,0.2,92,Wind blowing from the west-southwest,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.0,9.5,,,2500 or more  or no clouds.,,,2.2,0.8,No precipitation,12,,,,
01.03.2020 23:00,2.3,759.9,771.4,,91,Wind blowing from the south,0,,6,,Mist. ,,,2.3,9.5,,,,,,2.2,1.0,No precipitation,6,,,,
01.03.2020 20:00,5.5,758.9,770.4,1.9,80,Wind blowing from the south-southeast,1,,6,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,9.5,,,,,,3.1,2.3,Trace of precipitation,12,,,,
01.03.2020 17:00,8.8,757.0,768.3,,58,Wind blowing from the north,2,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,9.5,,,1000-1500,,,6.0,0.8,No precipitation,6,,,,
01.03.2020 14:00,7.5,756.5,767.9,-0.8,76,Wind blowing from the north,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,7.5,,,1000-1500,,,4.5,3.5,Trace of precipitation,12,,,,
01.03.2020 11:00,6.3,757.3,768.7,,84,Wind blowing from the north-west,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,6.5,,,2500 or more  or no clouds.,,,2.5,3.8,No precipitation,6,,,,
01.03.2020 08:00,5.6,756.2,767.6,1.2,81,Wind blowing from the west-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,6.5,,,2500 or more  or no clouds.,,,2.6,2.6,No precipitation,12,,,,
01.03.2020 05:00,5.5,755.0,766.4,,81,Wind blowing from the west,1,,4,,Mist. ,,,4.4,6.5,,,,,,3.0,2.5,No precipitation,6,,,,
01.03.2020 02:00,5.6,755.3,766.7,0.6,77,Wind blowing from the north-west,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,6.5,,,2500 or more  or no clouds.,,,4.3,1.9,No precipitation,12,,,,
29.02.2020 23:00,5.9,754.7,766.1,,78,Wind blowing from the north,1,,3,,Mist. ,,,4.4,6.5,,,,,,3.1,2.4,No precipitation,6,,,,
29.02.2020 20:00,6.1,753.8,765.2,1.2,79,Wind blowing from the south,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.5,,,2500 or more  or no clouds.,,,3.0,2.7,No precipitation,12,,,,
29.02.2020 17:00,6.4,752.6,763.9,,76,Wind blowing from the south-southwest,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.4,6.5,,,2500 or more  or no clouds.,,,4.2,2.5,No precipitation,6,,,,
29.02.2020 14:00,6.1,752.8,764.2,-1.5,75,Wind blowing from the south-east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.3,6.2,,,2500 or more  or no clouds.,,,4.3,2.0,No precipitation,12,,,,
29.02.2020 11:00,5.2,754.3,765.7,,78,Wind blowing from the south,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.8,,,2500 or more  or no clouds.,,,5.0,1.7,No precipitation,6,,,,
29.02.2020 08:00,4.7,753.6,765.0,,79,Wind blowing from the south-southeast,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.8,,,2500 or more  or no clouds.,,,5.0,1.4,No precipitation,12,,,,
29.02.2020 05:00,4.5,753.1,764.5,,79,Wind blowing from the north-west,1,,3,, ,,,,5.8,,,,,,9.0,1.2,No precipitation,6,,,,
29.02.2020 02:00,4.5,753.4,764.8,-0.6,84,Wind blowing from the south-west,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,5.8,,,2500 or more  or no clouds.,,,8.0,2.0,No precipitation,12,,,,
28.02.2020 23:00,5.0,754.0,765.5,,77,Wind blowing from the east-southeast,0,,3,, ,,,0.3,5.8,,,,,,12.0,1.3,No precipitation,6,,,,
28.02.2020 20:00,5.0,753.8,765.3,0.1,82,Wind blowing from the south-southwest,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,5.9,,,1000-1500,,,4.3,2.2,No precipitation,12,,,,
28.02.2020 17:00,5.2,753.7,765.1,,80,Wind blowing from the east,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,7.0,,,1000-1500,,,6.0,2.0,No precipitation,6,,,,
28.02.2020 14:00,4.6,753.6,765.1,-2.0,81,Wind blowing from the south-southeast,1,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,7.2,,,1000-1500,,,9.0,1.6,8.0,12,,,,
28.02.2020 11:00,2.7,755.6,767.1,,88,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.3,7.2,,,2500 or more  or no clouds.,,,3.6,0.9,0.2,6,,,,
28.02.2020 08:00,0.7,755.7,767.2,,95,Wind blowing from the north,0,,5,100%.,Mist. ,Rain and snow or other types of solid precipitation,Rain.,0.3,7.2,,,2500 or more  or no clouds.,,,5.0,0.0,13.0,12,,,,
28.02.2020 05:00,0.3,754.8,766.3,,95,Calm  no wind,0,,,,Intermittent fall of snowflakes  slight at time of observation. ,,,0.3,7.2,,,,,,1.4,-0.4,11.0,6,,,,
28.02.2020 02:00,0.9,756.5,768.0,-1.4,89,Wind blowing from the east,2,,,,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.9,7.2,,,2500 or more  or no clouds.,,,2.2,-0.7,4.0,12,,,,
27.02.2020 23:00,3.4,757.9,769.4,,84,Wind blowing from the east-southeast,2,,7,,Rain  not freezing  intermittent  slight at time of observation. ,,,1.6,7.2,,,,,,4.8,1.0,0.8,6,,,,
27.02.2020 20:00,6.0,759.0,770.5,-0.3,46,Wind blowing from the east-southeast,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,7.2,,,2500 or more  or no clouds.,,,14.0,-5.0,No precipitation,12,,,,
27.02.2020 17:00,6.9,759.3,770.8,,35,Wind blowing from the east,2,,7,100%., ,,,1.6,10.3,,,2500 or more  or no clouds.,,,17.0,-7.5,No precipitation,6,,,,
27.02.2020 14:00,6.4,760.3,771.7,-2.0,33,Wind blowing from the east,2,,7,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,11.9,,,2500 or more  or no clouds.,,,28.0,-8.7,No precipitation,12,,,,
27.02.2020 11:00,6.4,762.3,773.8,,26,Wind blowing from the east,3,,7,90  or more  but not 100%, ,,,1.6,11.9,,,2500 or more  or no clouds.,,,28.0,-11.7,No precipitation,6,,,,
27.02.2020 08:00,3.5,763.4,775.0,0.9,33,Wind blowing from the south-east,1,,,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.6,11.9,,,2500 or more  or no clouds.,,,26.0,-11.3,No precipitation,12,,,,
27.02.2020 05:00,1.9,762.5,774.0,,38,Wind blowing from the south-east,1,,8,, ,,,1.6,11.9,,,,,,30.0,-10.9,No precipitation,6,,,,
27.02.2020 02:00,2.6,762.7,774.1,-0.7,41,Wind blowing from the south-east,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,11.9,,,2500 or more  or no clouds.,,,30.0,-9.6,No precipitation,12,,,,
26.02.2020 23:00,4.4,763.4,774.9,,44,Wind blowing from the east-southeast,2,,8,, ,,,4.4,11.9,,,,,,24.0,-6.8,No precipitation,6,,,,
26.02.2020 20:00,6.7,762.8,774.3,1.9,46,Wind blowing from the east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,11.9,,,,,,18.0,-4.1,No precipitation,12,,,,
26.02.2020 17:00,10.3,760.9,772.3,,41,Wind blowing from the east,4,,8,no clouds, ,,,7.0,12.2,,,,,,15.0,-2.4,No precipitation,6,,,,
26.02.2020 14:00,11.8,760.3,771.5,-1.1,42,Wind blowing from the east,3,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.0,13.2,,,2500 or more  or no clouds.,,,12.0,-0.7,No precipitation,12,,,,
26.02.2020 11:00,10.2,761.4,772.7,,55,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,7.0,13.2,,,2500 or more  or no clouds.,,,13.0,1.6,No precipitation,6,,,,
26.02.2020 08:00,7.2,760.6,771.9,2.0,82,Wind blowing from the east,3,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,13.2,,,2500 or more  or no clouds.,,,4.6,4.3,No precipitation,12,,,,
26.02.2020 05:00,8.0,758.6,769.9,,82,Wind blowing from the south-east,1,,5,,Mist. ,,,7.9,13.2,,,,,,6.0,5.1,No precipitation,6,,,,
26.02.2020 02:00,8.4,758.2,769.4,0.7,83,Wind blowing from the south-east,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,13.2,,,2500 or more  or no clouds.,,,6.0,5.7,No precipitation,12,,,,
25.02.2020 23:00,9.2,757.5,768.7,,84,Wind blowing from the east-southeast,2,,,,Mist. ,,,7.7,13.2,,,,,,4.9,6.6,No precipitation,6,,,,
25.02.2020 20:00,10.1,756.3,767.5,1.7,81,Wind blowing from the east-southeast,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,13.2,,,1000-1500,,,7.0,7.0,No precipitation,12,,,,
25.02.2020 17:00,12.2,754.6,765.7,,74,Wind blowing from the east,2,,6,100%., ,,,7.7,13.2,,,1000-1500,,,22.0,7.7,No precipitation,6,,,,
25.02.2020 14:00,13.1,753.4,764.6,0.2,70,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,13.1,,,1000-1500,,,30.0,7.8,No precipitation,12,,,,
25.02.2020 11:00,11.8,753.2,764.4,,75,Wind blowing from the north,2,,5,100%., ,,,7.0,11.8,,,1000-1500,,,8.0,7.5,No precipitation,6,,,,
25.02.2020 08:00,9.1,752.1,763.3,2.0,95,Wind blowing from the north-northwest,1,,5,100%.,Mist. ,Rain.,Drizzle.,6.4,9.1,,,2500 or more  or no clouds.,,,1.2,8.3,3.0,12,,,,
25.02.2020 05:00,8.3,750.1,761.3,,96,Wind blowing from the north-northwest,1,,5,,Fog or ice fog  sky visible  no appreciable change during the preceding hour. ,,,,8.3,,,,,,0.6,7.7,0.6,6,,,,
25.02.2020 02:00,8.0,750.1,761.4,-0.4,97,Wind blowing from the west-northwest,1,,5,,Fog or ice fog. ,Rain.,Drizzle.,,8.0,,,2500 or more  or no clouds.,,,0.8,7.6,4.0,12,,,,
24.02.2020 23:00,7.7,750.5,761.8,,95,Wind blowing from the south,1,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.4,,,,,,,0.7,7.0,2.0,6,,,,
24.02.2020 20:00,7.8,750.7,762.0,0.6,94,Wind blowing from the south-southeast,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,2500 or more  or no clouds.,,,0.9,6.9,3.0,12,,,,
24.02.2020 17:00,7.9,750.1,761.3,,93,Wind blowing from the south-east,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,2500 or more  or no clouds.,,,1.4,6.8,2.0,6,,,,
24.02.2020 14:00,7.6,750.9,762.1,-1.9,92,Wind blowing from the south-east,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,600-1000,,,1.4,6.4,3.0,12,,,,
24.02.2020 11:00,7.0,752.8,764.0,,88,Wind blowing from the east-southeast,2,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,,,,600-1000,,,2.3,5.2,2.0,6,,,,
24.02.2020 08:00,6.7,753.7,764.9,0.5,80,Wind blowing from the south-east,1,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,16.9,,,2500 or more  or no clouds.,,,3.2,3.5,0.1,12,,,,
24.02.2020 05:00,6.5,753.2,764.4,,74,Wind blowing from the east-southeast,2,,,,Mist. ,,,0.4,16.9,,,,,,3.6,2.2,No precipitation,6,,,,
24.02.2020 02:00,7.1,754.4,765.6,-0.5,68,Wind blowing from the east,0,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,16.9,,,2500 or more  or no clouds.,,,3.8,1.6,No precipitation,12,,,,
23.02.2020 23:00,10.2,754.9,766.1,,56,Wind blowing from the east-southeast,2,,8,,Haze. ,,,0.4,16.9,,,,,,6.0,1.8,No precipitation,6,,,,
23.02.2020 20:00,12.0,754.9,766.3,0.0,48,Wind blowing from the east-southeast,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,16.9,,,,,,7.0,1.3,No precipitation,12,,,,
23.02.2020 17:00,15.6,754.9,766.1,,34,Wind blowing from the south,3,,8,no clouds, ,,,0.4,16.9,,,,,,10.0,-0.2,No precipitation,6,,,,
23.02.2020 14:00,15.8,756.3,767.5,-3.3,31,Wind blowing from the south-southeast,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,15.8,,,,,,10.0,-1.3,No precipitation,12,,,,
23.02.2020 11:00,9.7,759.6,771.0,,41,Wind blowing from the south-east,3,,6,no clouds, ,,,0.4,12.5,,,,,,9.0,-2.9,No precipitation,6,,,,
23.02.2020 08:00,2.5,760.9,772.5,-0.2,70,Wind blowing from the east,1,,3,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.4,,,,,,,4.5,-2.4,No precipitation,12,,,,
23.02.2020 05:00,1.3,761.1,772.5,,73,Wind blowing from the east-southeast,1,,4,,Mist. ,,,1.3,12.5,,,,,,5.0,-3.0,No precipitation,6,,,,
23.02.2020 02:00,2.4,762.3,773.8,-0.7,54,Wind blowing from the east-southeast,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.7,12.5,,,2500 or more  or no clouds.,,,10.0,-6.0,No precipitation,12,,,,
22.02.2020 23:00,2.9,763.0,774.4,,54,Wind blowing from the south-southeast,1,,9,, ,,,2.9,12.5,,,,,,12.0,-5.7,No precipitation,6,,,,
22.02.2020 20:00,5.9,762.5,774.1,0.8,37,Wind blowing from the north,0,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,12.5,,,,,,7.0,-7.7,No precipitation,12,,,,
22.02.2020 17:00,11.9,761.7,773.1,,16,Wind blowing from the west-northwest,1,,9,no clouds, ,,,3.1,12.5,,,,,,30.0,-13.1,No precipitation,6,,,,
22.02.2020 14:00,11.3,762.5,773.9,-1.7,18,Wind blowing from the north-west,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,12.0,,,,,,29.0,-12.2,No precipitation,12,,,,
22.02.2020 11:00,9.2,764.2,775.6,,21,Wind blowing from the west-northwest,3,,7,no clouds, ,,,3.1,12.0,,,,,,24.0,-12.0,No precipitation,6,,,,
22.02.2020 08:00,4.4,763.6,775.1,2.1,48,Wind blowing from the west-northwest,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.1,12.0,,,,,,11.0,-5.9,No precipitation,12,,,,
22.02.2020 05:00,5.1,761.5,772.9,,41,Wind blowing from the west-northwest,2,,5,, ,,,3.1,12.0,,,,,,16.0,-7.1,No precipitation,6,,,,
22.02.2020 02:00,3.6,761.2,772.6,0.6,89,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,12.0,,,2500 or more  or no clouds.,,,1.3,2.0,No precipitation,12,,,,
