Local time in Kunming,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 02:00,8.5,608.2,758.2,-0.1,78,Wind blowing from the west-southwest,0,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,22.4,,,2500 or more  or no clouds.,,,20.0,4.9,No precipitation,12,,,,
02.03.2020 23:00,14.1,608.3,757.9,,53,Wind blowing from the west-southwest,2,,,, ,,,5.4,22.4,,,,,,21.0,4.7,No precipitation,6,,,,
02.03.2020 20:00,17.8,607.2,758.6,1.1,34,Wind blowing from the south-west,3,,12,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,22.4,,,,,,30.0,1.7,No precipitation,12,,,,
02.03.2020 17:00,21.8,606.1,756.3,,24,Wind blowing from the south-west,6,,12,20–30%., ,,,5.4,22.7,,,600-1000,,,30.0,0.4,No precipitation,6,,,,
02.03.2020 14:00,21.2,607.5,757.4,-2.0,24,Wind blowing from the west-southwest,4,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,23.1,,,600-1000,,,30.0,-0.2,No precipitation,12,,,,
02.03.2020 11:00,17.6,609.5,759.3,,34,Wind blowing from the south-west,4,,8,no clouds, ,,,5.4,23.1,,,,,,26.0,1.6,No precipitation,6,,,,
02.03.2020 08:00,6.4,608.8,760.6,1.3,81,Wind blowing from the south-southwest,0,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,23.1,,,,,,23.0,3.4,No precipitation,12,,,,
02.03.2020 05:00,5.5,607.5,757.8,,87,Wind blowing from the south,0,,10,, ,,,4.6,23.1,,,,,,25.0,3.5,No precipitation,6,,,,
02.03.2020 02:00,8.4,608.0,757.9,-0.5,74,Wind blowing from the south-west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,23.1,,,2500 or more  or no clouds.,,,25.0,4.0,No precipitation,12,,,,
01.03.2020 23:00,14.4,608.5,758.2,,42,Wind blowing from the west-southwest,2,,10,, ,,,4.6,23.1,,,,,,27.0,1.7,No precipitation,6,,,,
01.03.2020 20:00,18.2,607.0,758.7,0.9,28,Wind blowing from the south-west,4,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,23.1,,,,,,30.0,-0.6,No precipitation,12,,,,
01.03.2020 17:00,22.8,606.1,756.0,,21,Wind blowing from the south-southwest,4,,8,no clouds, ,,,4.6,23.1,,,,,,30.0,-0.6,No precipitation,6,,,,
01.03.2020 14:00,21.6,607.6,757.9,-1.9,20,Wind blowing from the south,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,21.6,,,,,,30.0,-2.3,No precipitation,12,,,,
01.03.2020 11:00,16.9,609.5,760.0,,39,Wind blowing from the south-southwest,3,,6,no clouds, ,,,4.6,20.8,,,,,,28.0,2.9,No precipitation,6,,,,
01.03.2020 08:00,4.9,608.8,761.6,0.9,93,Wind blowing from the north-west,0,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,20.8,,,,,,9.0,3.9,No precipitation,12,,,,
01.03.2020 05:00,5.9,607.9,759.0,,91,Wind blowing from the north-east,1,,8,, ,,,5.9,20.8,,,,,,15.0,4.5,No precipitation,6,,,,
01.03.2020 02:00,6.8,608.5,759.7,-0.3,89,Wind blowing from the west,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,20.8,,,2500 or more  or no clouds.,,,17.0,5.1,No precipitation,12,,,,
29.02.2020 23:00,12.7,608.8,759.4,,59,Wind blowing from the west,2,,11,, ,,,7.2,20.8,,,,,,18.0,4.9,No precipitation,6,,,,
29.02.2020 20:00,15.7,607.2,758.6,1.0,40,Wind blowing from the south-west,3,,,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,20.8,,,600-1000,,,30.0,2.2,No precipitation,12,,,,
29.02.2020 17:00,20.2,606.2,755.7,,31,Wind blowing from the west-southwest,4,,11,20–30%., ,,,7.2,20.8,,,600-1000,,,29.0,2.5,No precipitation,6,,,,
29.02.2020 14:00,19.2,607.5,757.3,-1.7,32,Wind blowing from the south-west,6,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,19.5,,,600-1000,,,25.0,2.1,No precipitation,12,,,,
29.02.2020 11:00,15.8,609.2,760.1,,53,Wind blowing from the south-west,3,,6,70 – 80%., ,,,7.2,18.6,,,600-1000,,,16.0,6.3,No precipitation,6,,,,
29.02.2020 08:00,8.6,608.3,760.3,0.8,91,Wind blowing from the west-northwest,1,,5,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,18.6,,,2500 or more  or no clouds.,,,4.8,7.2,No precipitation,12,,,,
29.02.2020 05:00,10.0,607.5,757.9,,83,Wind blowing from the south-west,2,,8,,Mist. ,,,9.6,18.6,,,,,,6.0,7.2,No precipitation,6,,,,
29.02.2020 02:00,11.0,608.3,759.1,-0.5,78,Wind blowing from the west-southwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,18.6,,,2500 or more  or no clouds.,,,10.0,7.3,No precipitation,12,,,,
28.02.2020 23:00,11.9,608.8,760.6,,71,Wind blowing from the west-southwest,2,,,, ,,,10.7,18.6,,,,,,13.0,6.8,No precipitation,6,,,,
28.02.2020 20:00,14.4,607.6,758.8,0.4,57,Wind blowing from the south-southwest,3,,12,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,18.6,,,600-1000,,,18.0,6.0,2.0,12,,,,
28.02.2020 17:00,18.1,607.2,757.2,,41,Wind blowing from the south-west,6,,12,50%., ,,,10.7,20.0,,,600-1000,,,20.0,4.7,No precipitation,6,,,,
28.02.2020 14:00,16.2,608.8,758.6,-1.6,60,Wind blowing from the south-southwest,3,,13,50%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,20.9,,,600-1000,,,13.0,8.4,16.0,12,,,,
28.02.2020 11:00,12.0,610.4,761.7,,89,Wind blowing from the south-southeast,2,,13,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,20.9,,,600-1000,,,8.0,10.2,9.0,6,,,,
28.02.2020 08:00,11.0,608.8,759.4,0.9,89,Wind blowing from the south-west,0,,13,90  or more  but not 100%,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.7,20.9,,,2500 or more  or no clouds.,,,11.0,9.3,14.0,12,,,,
28.02.2020 05:00,11.0,607.9,757.6,,92,Wind blowing from the south-west,2,,13,,Rain  not freezing  intermittent  moderate at time of observation. ,,,10.6,20.9,,,,,,4.0,9.8,7.0,6,,,,
28.02.2020 02:00,14.9,608.1,756.4,-1.2,67,Wind blowing from the south,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,20.9,,,2500 or more  or no clouds.,,,10.0,8.8,No precipitation,12,,,,
27.02.2020 23:00,15.5,609.3,758.8,,63,Wind blowing from the south-southwest,3,,13,, ,,,9.7,20.9,,,,,,11.0,8.5,No precipitation,6,,,,
27.02.2020 20:00,17.5,608.5,759.1,0.6,51,Wind blowing from the south-southwest,4,,13,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,20.9,,,600-1000,,,14.0,7.3,No precipitation,12,,,,
27.02.2020 17:00,20.0,607.9,757.3,,40,Wind blowing from the south-southwest,4,,13,90  or more  but not 100%, ,,,9.7,20.9,,,600-1000,,,15.0,6.0,No precipitation,6,,,,
27.02.2020 14:00,20.9,609.1,758.9,-1.9,39,Wind blowing from the south-southwest,5,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.7,21.7,,,600-1000,,,15.0,6.4,No precipitation,12,,,,
27.02.2020 11:00,17.3,611.0,762.1,,56,Wind blowing from the south,3,,6,90  or more  but not 100%, ,,,9.7,21.7,,,600-1000,,,10.0,8.4,No precipitation,6,,,,
27.02.2020 08:00,11.0,609.9,760.9,0.7,88,Wind blowing from the north,1,,5,90  or more  but not 100%,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.8,21.7,,,2500 or more  or no clouds.,,,6.0,9.1,Trace of precipitation,12,,,,
27.02.2020 05:00,11.9,609.2,758.8,,85,Wind blowing from the east,1,,7,, ,,,6.7,21.7,,,,,,8.0,9.5,No precipitation,6,,,,
27.02.2020 02:00,10.8,610.0,760.1,-0.4,80,Wind blowing from the south-east,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,21.7,,,2500 or more  or no clouds.,,,10.0,7.5,No precipitation,12,,,,
26.02.2020 23:00,11.1,610.4,761.5,,70,Wind blowing from the south-west,1,,10,, ,,,6.7,21.7,,,,,,15.0,5.8,No precipitation,6,,,,
26.02.2020 20:00,17.0,609.4,761.6,0.5,44,Wind blowing from the south-southwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,21.7,,,,,,23.0,4.7,No precipitation,12,,,,
26.02.2020 17:00,20.2,608.9,758.6,,35,Wind blowing from the west-southwest,5,,10,90  or more  but not 100%, ,,,6.7,22.0,,,600-1000,,,24.0,4.3,No precipitation,6,,,,
26.02.2020 14:00,20.5,610.3,760.2,-1.6,34,Wind blowing from the west-southwest,4,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,23.0,,,600-1000,,,21.0,4.1,No precipitation,12,,,,
26.02.2020 11:00,17.2,611.9,762.5,,50,Wind blowing from the south-west,4,,7,10%  or less  but not 0, ,,,6.7,23.0,,,600-1000,,,18.0,6.7,No precipitation,6,,,,
26.02.2020 08:00,6.7,610.8,763.3,0.8,92,Wind blowing from the west-northwest,0,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.0,23.0,,,,,,9.0,5.5,No precipitation,12,,,,
26.02.2020 05:00,11.5,610.0,759.4,,73,Wind blowing from the west-northwest,3,,10,, ,,,4.6,23.0,,,,,,14.0,6.8,No precipitation,6,,,,
26.02.2020 02:00,11.7,610.3,760.3,0.3,67,Wind blowing from the west-southwest,2,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,23.0,,,2500 or more  or no clouds.,,,17.0,5.8,No precipitation,12,,,,
25.02.2020 23:00,13.8,610.0,760.2,,55,Wind blowing from the west,2,,15,, ,,,4.6,23.0,,,,,,21.0,4.9,No precipitation,6,,,,
25.02.2020 20:00,16.9,608.7,761.2,1.0,38,Wind blowing from the south-southwest,4,,15,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,23.0,,,600-1000,,,30.0,2.5,No precipitation,12,,,,
25.02.2020 17:00,21.9,607.7,758.2,,24,Wind blowing from the south-west,4,,15,40%., ,,,4.6,23.0,,,600-1000,,,30.0,0.4,No precipitation,6,,,,
25.02.2020 14:00,20.2,609.1,759.0,-1.8,31,Wind blowing from the south-west,5,,15,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,20.3,,,600-1000,,,29.0,2.5,No precipitation,12,,,,
25.02.2020 11:00,16.9,610.9,762.1,,45,Wind blowing from the south-west,4,,9,40%., ,,,4.6,20.3,,,600-1000,,,15.0,4.9,No precipitation,6,,,,
25.02.2020 08:00,5.0,610.1,763.6,0.8,95,Wind blowing from the north,0,,8,no clouds,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,20.3,,,,,,5.0,4.3,No precipitation,12,,,,
25.02.2020 05:00,6.2,609.3,761.2,,90,Wind blowing from the west-southwest,2,,9,, ,,,6.2,20.3,,,,,,10.0,4.7,No precipitation,6,,,,
25.02.2020 02:00,10.8,610.0,760.4,0.3,71,Wind blowing from the west-southwest,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,20.3,,,2500 or more  or no clouds.,,,16.0,5.6,No precipitation,12,,,,
24.02.2020 23:00,11.6,609.7,761.0,,67,Wind blowing from the south-west,2,,13,, ,,,9.2,20.3,,,,,,18.0,5.7,No precipitation,6,,,,
24.02.2020 20:00,14.5,608.9,760.9,0.9,55,Wind blowing from the south-west,4,,13,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,20.3,,,600-1000,,,27.0,5.6,No precipitation,12,,,,
24.02.2020 17:00,18.0,608.0,758.4,,41,Wind blowing from the west-southwest,5,,13,70 – 80%., ,,,9.2,20.3,,,600-1000,,,26.0,4.6,No precipitation,6,,,,
24.02.2020 14:00,19.5,609.2,758.9,-1.9,35,Wind blowing from the west-southwest,6,,11,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,21.7,,,600-1000,,,25.0,3.6,No precipitation,12,,,,
24.02.2020 11:00,15.0,611.1,762.1,,60,Wind blowing from the south-west,5,,9,70 – 80%., ,,,9.2,21.7,,,600-1000,,,14.0,7.3,No precipitation,6,,,,
24.02.2020 08:00,9.5,610.3,762.1,0.4,85,Wind blowing from the south-west,2,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,21.7,,,600-1000,,,8.0,7.1,No precipitation,12,,,,
24.02.2020 05:00,10.6,609.9,760.2,,80,Wind blowing from the south-southwest,2,,,, ,,,9.6,21.7,,,,,,13.0,7.3,No precipitation,6,,,,
24.02.2020 02:00,12.4,611.0,761.1,-0.5,73,Wind blowing from the south-west,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,21.7,,,2500 or more  or no clouds.,,,13.0,7.7,No precipitation,12,,,,
23.02.2020 23:00,13.9,611.5,762.5,,68,Wind blowing from the south-west,4,,,, ,,,9.2,21.7,,,,,,13.0,8.1,No precipitation,6,,,,
23.02.2020 20:00,16.2,610.3,762.1,0.4,55,Wind blowing from the south-southwest,3,,11,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,21.7,,,600-1000,,,17.0,7.2,No precipitation,12,,,,
23.02.2020 17:00,19.8,609.9,760.5,,35,Wind blowing from the west-southwest,5,,11,90  or more  but not 100%, ,,,9.2,21.7,,,600-1000,,,23.0,3.9,No precipitation,6,,,,
23.02.2020 14:00,19.9,611.3,761.9,-2.4,37,Wind blowing from the west,6,,11,50%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,21.9,,,600-1000,,,22.0,4.8,No precipitation,12,,,,
23.02.2020 11:00,15.3,613.7,765.7,,66,Wind blowing from the south,3,,6,60%., ,,,9.2,21.9,,,600-1000,,,8.0,9.0,No precipitation,6,,,,
23.02.2020 08:00,9.8,613.0,765.3,0.3,91,Wind blowing from the west-southwest,1,,5,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.2,21.9,,,600-1000,,,6.0,8.4,No precipitation,12,,,,
23.02.2020 05:00,9.7,612.7,763.4,,91,Wind blowing from the west-southwest,2,,9,, ,,,9.2,21.9,,,,,,7.0,8.3,No precipitation,6,,,,
23.02.2020 02:00,10.6,613.3,764.2,-0.4,87,Wind blowing from the south-southwest,2,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,21.9,,,2500 or more  or no clouds.,,,10.0,8.5,No precipitation,12,,,,
22.02.2020 23:00,12.5,613.7,765.5,,75,Wind blowing from the south-southwest,1,,,, ,,,11.4,21.9,,,,,,14.0,8.2,No precipitation,6,,,,
22.02.2020 20:00,16.5,612.5,764.2,1.0,50,Wind blowing from the south-southwest,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.4,21.9,,,,,,21.0,6.1,No precipitation,12,,,,
