Local time in Dongtai,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 23:00,5.7,769.8,770.2,,72,Wind blowing from the east-northeast,2,,,, ,,,0.8,10.3,,,,,,14.0,0.9,No precipitation,6,,,,
02.03.2020 20:00,6.2,769.9,770.3,0.6,64,Wind blowing from the east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,10.3,,,600-1000,,,20.0,-0.1,No precipitation,12,,,,
02.03.2020 17:00,7.7,769.3,769.7,,59,Wind blowing from the east-northeast,4,,9,100%., ,,,0.8,10.3,,,600-1000,,,18.0,0.0,No precipitation,6,,,,
02.03.2020 14:00,10.1,769.4,769.9,-1.5,47,Wind blowing from the north-east,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,10.3,,,600-1000,,,22.0,-0.7,No precipitation,12,,,,
02.03.2020 11:00,8.5,770.9,771.4,,55,Wind blowing from the north-east,4,,7,70 – 80%., ,,,0.8,9.6,,,600-1000,,,12.0,0.0,No precipitation,6,,,,
02.03.2020 08:00,3.5,771.3,771.7,0.8,100,Wind blowing from the north,1,,8,20–30%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,9.9,,,2500 or more  or no clouds.,,,2.7,3.5,No precipitation,12,,,,
02.03.2020 05:00,1.1,770.5,771.0,,100,Wind blowing from the north-northwest,1,,9,,Fog or ice fog. ,,,1.1,9.9,,,,,,0.9,1.1,No precipitation,6,,,,
02.03.2020 02:00,2.8,770.4,770.8,0.1,100,Wind blowing from the north,2,,9,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.6,9.9,,,2500 or more  or no clouds.,,,1.1,2.8,0.2,12,,,,
01.03.2020 23:00,5.5,770.3,770.8,,92,Wind blowing from the north,1,,,,Mist. ,,,5.5,9.9,,,,,,5.0,4.3,No precipitation,6,,,,
01.03.2020 20:00,6.7,769.0,769.4,2.0,100,Wind blowing from the north,3,,9,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,9.9,,,600-1000,,,2.5,6.7,0.2,12,,,,
01.03.2020 17:00,7.7,767.0,767.5,,100,Wind blowing from the north-northwest,3,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.9,,,300-600,,,2.5,7.7,0.2,6,,,,
01.03.2020 14:00,9.0,765.9,766.3,-0.2,100,Wind blowing from the north,2,,5,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.9,,,600-1000,,,5.0,9.0,0.1,12,,,,
01.03.2020 11:00,9.6,766.1,766.6,,91,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.9,,,600-1000,,,17.0,8.2,0.1,6,,,,
01.03.2020 08:00,8.2,765.6,766.0,1.5,100,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.6,,,,600-1000,,,9.0,8.2,0.1,12,,,,
01.03.2020 05:00,7.8,764.1,764.5,,100,Wind blowing from the north,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.4,9.9,,,,,,3.0,7.8,No precipitation,6,,,,
01.03.2020 02:00,7.7,764.1,764.5,0.2,100,Wind blowing from the north,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.9,,,2500 or more  or no clouds.,,,2.1,7.7,No precipitation,12,,,,
29.02.2020 23:00,7.4,763.9,764.4,,100,Wind blowing from the north-northeast,2,,,,Mist. ,,,6.4,9.9,,,,,,1.0,7.4,No precipitation,6,,,,
29.02.2020 20:00,7.5,763.7,764.2,1.0,100,Wind blowing from the north,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.9,,,2500 or more  or no clouds.,,,2.1,7.5,0.1,12,,,,
29.02.2020 17:00,9.0,762.7,763.2,,99,Wind blowing from the north-east,3,,5,100%., ,,,6.4,9.9,,,600-1000,,,5.0,8.9,No precipitation,6,,,,
29.02.2020 14:00,9.6,762.7,763.1,-1.5,90,Wind blowing from the north-northeast,3,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.6,,,600-1000,,,19.0,8.0,4.0,12,,,,
29.02.2020 11:00,8.1,764.2,764.6,,100,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.4,,,600-1000,,,12.0,8.1,4.0,6,,,,
29.02.2020 08:00,6.6,763.5,763.9,0.4,100,Wind blowing from the north-northeast,2,,5,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.4,9.4,,,600-1000,,,4.1,6.6,4.0,12,,,,
29.02.2020 05:00,6.9,763.1,763.6,,100,Wind blowing from the north,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,,,6.9,9.4,,,,,,6.0,6.9,0.2,6,,,,
29.02.2020 02:00,7.3,763.0,763.5,-0.6,100,Wind blowing from the north,2,,6,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,9.4,,,2500 or more  or no clouds.,,,6.0,7.3,No precipitation,12,,,,
28.02.2020 23:00,7.6,763.6,764.1,,100,Wind blowing from the north,1,,,, ,,,6.9,9.4,,,,,,9.0,7.6,No precipitation,6,,,,
28.02.2020 20:00,8.3,764.2,764.7,1.5,100,Wind blowing from the north,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,9.4,,,600-1000,,,7.0,8.3,4.0,12,,,,
28.02.2020 17:00,9.0,762.7,763.1,,100,Wind blowing from the north-northwest,2,,6,100%., ,,,6.9,9.4,,,600-1000,,,7.0,9.0,0.8,6,,,,
28.02.2020 14:00,9.2,762.5,763.0,-1.1,100,Wind blowing from the west,3,,10,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,10.8,,,600-1000,,,8.0,9.2,16.0,12,,,,
28.02.2020 11:00,8.9,763.6,764.0,,100,Wind blowing from the south,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,6.9,11.3,,,600-1000,,,6.0,8.9,8.0,6,,,,
28.02.2020 08:00,7.6,763.9,764.3,1.5,100,Wind blowing from the east-northeast,2,,10,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,600-1000,,,3.1,7.6,14.0,12,,,,
28.02.2020 05:00,7.6,762.4,762.9,,100,Wind blowing from the east,4,,10,,Rain  not freezing  intermittent  slight at time of observation. ,,,,11.3,,,,,,6.0,7.6,8.0,6,,,,
28.02.2020 02:00,7.0,765.1,765.5,-2.5,100,Wind blowing from the east,4,,10,,Rain  not freezing  intermittent  moderate at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,11.3,,,2500 or more  or no clouds.,,,8.0,7.0,2.0,12,,,,
27.02.2020 23:00,7.7,767.6,768.1,,76,Wind blowing from the east,4,,,, ,,,,11.3,,,,,,17.0,3.7,No precipitation,6,,,,
27.02.2020 20:00,7.8,769.3,769.8,0.1,76,Wind blowing from the east,3,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,11.3,,,600-1000,,,11.0,3.8,No precipitation,12,,,,
27.02.2020 17:00,9.0,769.2,769.6,,65,Wind blowing from the east,5,,9,70 – 80%., ,,,0.7,11.3,,,2500 or more  or no clouds.,,,14.0,2.8,No precipitation,6,,,,
27.02.2020 14:00,10.5,770.5,771.0,-1.9,56,Wind blowing from the east,4,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,11.3,,,2500 or more  or no clouds.,,,16.0,2.1,No precipitation,12,,,,
27.02.2020 11:00,9.5,772.4,772.9,,60,Wind blowing from the east,5,,8,20–30%., ,,,0.7,11.1,,,2500 or more  or no clouds.,,,17.0,2.1,No precipitation,6,,,,
27.02.2020 08:00,4.5,772.9,773.4,1.2,92,Wind blowing from the north-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.7,11.1,,,,,,16.0,3.3,No precipitation,12,,,,
27.02.2020 05:00,0.8,771.7,772.2,,100,Wind blowing from the north,1,,8,,Mist. ,,,0.8,11.1,,,,,,2.0,0.8,No precipitation,6,,,,
27.02.2020 02:00,1.9,772.1,772.6,-0.9,100,Wind blowing from the north-northeast,2,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,11.1,,,2500 or more  or no clouds.,,,3.9,1.9,No precipitation,12,,,,
26.02.2020 23:00,3.0,773.0,773.5,,100,Wind blowing from the north,1,,,,Mist. ,,,3.0,11.1,,,,,,5.0,3.0,No precipitation,6,,,,
26.02.2020 20:00,5.9,772.4,772.9,1.7,83,Wind blowing from the north-east,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,11.1,,,,,,10.0,3.2,No precipitation,12,,,,
26.02.2020 17:00,9.3,770.7,771.1,,72,Wind blowing from the north-east,3,,9,20–30%., ,,,6.9,11.8,,,600-1000,,,8.0,4.5,No precipitation,6,,,,
26.02.2020 14:00,10.5,769.8,770.2,-0.9,69,Wind blowing from the north-east,4,,9,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,12.7,,,2500 or more  or no clouds.,,,5.0,4.9,No precipitation,12,,,,
26.02.2020 11:00,9.4,770.7,771.1,,74,Wind blowing from the north-east,5,,8,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,,,,600-1000,,,4.3,5.0,No precipitation,6,,,,
26.02.2020 08:00,7.4,769.6,770.0,1.4,94,Wind blowing from the north,3,,8,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.9,,,,600-1000,,,6.0,6.5,No precipitation,12,,,,
26.02.2020 05:00,8.0,768.2,768.7,,95,Wind blowing from the north-northeast,2,,9,, ,,,7.1,15.4,,,,,,11.0,7.2,No precipitation,6,,,,
26.02.2020 02:00,7.3,767.5,767.9,0.4,100,Wind blowing from the north,2,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,15.9,,,2500 or more  or no clouds.,,,9.0,7.3,No precipitation,12,,,,
25.02.2020 23:00,8.2,767.1,767.5,,92,Wind blowing from the north-east,4,,,, ,,,8.2,18.0,,,,,,8.0,7.0,No precipitation,6,,,,
25.02.2020 20:00,8.7,766.0,766.5,2.0,97,Wind blowing from the north,4,,9,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.7,18.9,,,600-1000,,,9.0,8.3,No precipitation,12,,,,
25.02.2020 17:00,11.8,764.0,764.4,,87,Wind blowing from the north,3,,8,100%., ,,,11.8,,,,600-1000,,,12.0,9.7,No precipitation,6,,,,
25.02.2020 14:00,12.8,762.4,762.8,0.0,90,Wind blowing from the north-northwest,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.8,,,,600-1000,,,5.0,11.2,Trace of precipitation,12,,,,
25.02.2020 11:00,13.1,762.4,762.8,,98,Wind blowing from the north-northwest,3,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,13.1,23.1,,,600-1000,,,1.9,12.8,No precipitation,6,,,,
25.02.2020 08:00,15.3,760.5,760.9,1.3,100,Wind blowing from the north-west,1,,6,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.2,23.1,,,600-1000,,,2.3,15.3,Trace of precipitation,12,,,,
25.02.2020 05:00,14.4,759.2,759.6,,85,Wind blowing from the west-southwest,1,,6,,Mist. ,,,8.0,23.1,,,,,,4.3,11.9,No precipitation,6,,,,
25.02.2020 02:00,15.8,759.5,759.9,-0.7,75,Wind blowing from the south,1,,6,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,23.1,,,2500 or more  or no clouds.,,,5.0,11.4,No precipitation,12,,,,
24.02.2020 23:00,18.0,760.2,760.6,,64,Wind blowing from the south-southeast,3,,,,Haze. ,,,7.2,23.1,,,,,,6.0,11.1,No precipitation,6,,,,
24.02.2020 20:00,18.9,760.6,761.0,0.3,62,Wind blowing from the south-east,3,,6,100%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,23.1,,,600-1000,,,5.0,11.5,No precipitation,12,,,,
24.02.2020 17:00,21.6,760.3,760.7,,58,Wind blowing from the south-east,1,,6,70 – 80%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,23.1,,,600-1000,,,6.0,13.0,No precipitation,6,,,,
24.02.2020 14:00,21.6,761.0,761.4,-2.7,54,Wind blowing from the south-east,3,,6,60%.,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,21.6,,,2500 or more  or no clouds.,,,6.0,11.9,No precipitation,12,,,,
24.02.2020 11:00,15.9,763.7,764.1,,65,Wind blowing from the south-east,3,,6,90  or more  but not 100%,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,16.0,,,,,,5.0,9.3,No precipitation,6,,,,
24.02.2020 08:00,10.2,764.8,765.2,-0.1,81,Wind blowing from the south-east,3,,8,60%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,15.8,,,2500 or more  or no clouds.,,,4.9,7.1,No precipitation,12,,,,
24.02.2020 05:00,8.0,764.9,765.4,,86,Wind blowing from the east-southeast,2,,8,,Mist. ,,,3.4,15.8,,,,,,7.0,5.8,No precipitation,6,,,,
24.02.2020 02:00,7.3,766.1,766.6,-0.8,78,Wind blowing from the south-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,15.8,,,2500 or more  or no clouds.,,,12.0,3.7,No precipitation,12,,,,
23.02.2020 23:00,8.0,766.9,767.4,,65,Wind blowing from the south-east,3,,,, ,,,2.7,15.8,,,,,,19.0,1.8,No precipitation,6,,,,
23.02.2020 20:00,10.6,767.8,768.3,0.0,56,Wind blowing from the east-southeast,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,15.8,,,,,,10.0,2.2,No precipitation,12,,,,
23.02.2020 17:00,14.6,767.8,768.2,,43,Wind blowing from the south-southeast,3,,9,no clouds, ,,,2.7,15.8,,,,,,11.0,2.2,No precipitation,6,,,,
23.02.2020 14:00,15.1,769.2,769.6,-3.2,41,Wind blowing from the south-east,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,15.1,,,,,,10.0,2.0,No precipitation,12,,,,
23.02.2020 11:00,11.3,772.4,772.9,,47,Wind blowing from the south-east,5,,8,no clouds, ,,,2.7,15.1,,,,,,12.0,0.4,No precipitation,6,,,,
23.02.2020 08:00,5.2,773.2,773.7,0.2,78,Wind blowing from the south-east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.7,,,,,,,9.0,1.7,No precipitation,12,,,,
23.02.2020 05:00,3.5,773.0,773.5,,83,Wind blowing from the south-east,2,,6,, ,,,2.1,15.1,,,,,,9.0,0.9,No precipitation,6,,,,
23.02.2020 02:00,3.5,774.4,774.8,-0.5,78,Wind blowing from the east-southeast,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,15.1,,,2500 or more  or no clouds.,,,9.0,0.0,No precipitation,12,,,,
22.02.2020 23:00,4.9,774.9,775.3,,68,Wind blowing from the east,2,,,, ,,,2.1,15.1,,,,,,11.0,-0.5,No precipitation,6,,,,
22.02.2020 20:00,6.2,774.5,775.0,1.2,59,Wind blowing from the east,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,15.1,,,,,,11.0,-1.4,No precipitation,12,,,,
22.02.2020 17:00,13.4,773.3,773.8,,28,Wind blowing from the north-west,2,,7,no clouds, ,,,2.1,15.1,,,,,,20.0,-4.7,No precipitation,6,,,,
22.02.2020 14:00,14.6,773.3,773.8,-1.1,23,Wind blowing from the north-west,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,15.1,,,,,,17.0,-6.3,No precipitation,12,,,,
22.02.2020 11:00,12.3,774.4,774.8,,48,Wind blowing from the north-west,3,,7,no clouds,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,12.4,,,,,,7.0,1.6,No precipitation,6,,,,
22.02.2020 08:00,4.6,773.8,774.2,1.5,100,Wind blowing from the south-west,1,,3,no clouds,Fog or ice fog. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,2.1,12.3,,,,,,1.5,4.6,No precipitation,12,,,,
