Local time in Ruoqiang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
07.03.2020 08:00,2.2,679.6,756.6,-0.3,34,Wind blowing from the north-east,3,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,16.8,,,2500 or more  or no clouds.,,,27.0,-12.0,No precipitation,12,,,,
07.03.2020 05:00,2.4,679.9,756.6,,32,Wind blowing from the west-northwest,1,,8,, ,,,-4.8,16.8,,,,,,25.0,-12.6,No precipitation,6,,,,
07.03.2020 02:00,0.1,679.7,757.1,-0.3,40,Wind blowing from the south-southeast,1,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,16.8,,,2500 or more  or no clouds.,,,22.0,-11.9,No precipitation,12,,,,
06.03.2020 23:00,4.0,680.0,758.5,,33,Wind blowing from the south,1,,8,, ,,,-4.8,16.8,,,,,,22.0,-10.8,No precipitation,6,,,,
06.03.2020 20:00,13.2,678.9,756.7,-0.7,15,Wind blowing from the north-northeast,2,,8,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,16.8,,,2500 or more  or no clouds.,,,24.0,-12.9,No precipitation,12,,,,
06.03.2020 17:00,15.6,679.6,756.9,,14,Wind blowing from the north-northeast,3,,8,90  or more  but not 100%, ,,,-4.8,16.8,,,2500 or more  or no clouds.,,,29.0,-11.8,No precipitation,6,,,,
06.03.2020 14:00,13.0,680.9,758.0,-1.9,17,Wind blowing from the north-east,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,17.0,,,2500 or more  or no clouds.,,,20.0,-11.5,No precipitation,12,,,,
06.03.2020 11:00,2.2,682.8,761.0,,40,Wind blowing from the south-west,2,,4,90  or more  but not 100%, ,,,-4.8,,,,2500 or more  or no clouds.,,,17.0,-10.0,No precipitation,6,,,,
06.03.2020 08:00,-3.8,682.3,760.6,0.7,53,Wind blowing from the west-southwest,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.5,17.0,,,2500 or more  or no clouds.,,,19.0,-12.0,No precipitation,12,,,,
06.03.2020 05:00,-1.6,681.6,758.9,,44,Wind blowing from the north-northwest,1,,8,, ,,,-2.5,17.0,,,,,,22.0,-12.5,No precipitation,6,,,,
06.03.2020 02:00,2.8,682.1,759.4,-0.6,27,Wind blowing from the north-northeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,17.0,,,2500 or more  or no clouds.,,,21.0,-14.4,No precipitation,12,,,,
05.03.2020 23:00,7.5,682.7,760.3,,22,Wind blowing from the east-northeast,2,,10,, ,,,-2.5,17.0,,,,,,20.0,-12.8,No precipitation,6,,,,
05.03.2020 20:00,12.9,683.1,761.2,0.1,16,Wind blowing from the north-east,3,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,17.0,,,2500 or more  or no clouds.,,,15.0,-12.3,No precipitation,12,,,,
05.03.2020 17:00,16.5,683.0,760.2,,12,Wind blowing from the north-east,4,,10,no clouds, ,,,-2.5,17.0,,,,,,17.0,-13.0,No precipitation,6,,,,
05.03.2020 14:00,13.0,684.6,762.4,-1.0,17,Wind blowing from the north-east,3,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.5,16.5,,,,,,20.0,-11.5,No precipitation,12,,,,
05.03.2020 11:00,6.3,685.6,763.4,,26,Wind blowing from the north-west,1,,5,no clouds, ,,,-2.5,16.5,,,,,,17.0,-11.8,No precipitation,6,,,,
05.03.2020 08:00,-2.2,684.3,762.7,,53,Wind blowing from the south-southwest,1,,6,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,16.5,,,2500 or more  or no clouds.,,,20.0,-10.7,No precipitation,12,,,,
05.03.2020 05:00,0.7,684.0,761.3,,45,Wind blowing from the south-southwest,1,,9,, ,,,-4.7,16.5,,,,,,18.0,-9.9,No precipitation,6,,,,
05.03.2020 02:00,0.7,683.6,761.2,,37,Wind blowing from the east-northeast,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,16.5,,,2500 or more  or no clouds.,,,19.0,-12.3,No precipitation,12,,,,
04.03.2020 23:00,8.7,683.7,761.3,,22,Wind blowing from the east,3,,9,, ,,,,16.5,,,,,,16.0,-11.8,No precipitation,6,,,,
04.03.2020 20:00,12.2,683.2,761.8,-0.2,19,Wind blowing from the north-east,3,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,16.5,,,2500 or more  or no clouds.,,,17.0,-10.7,No precipitation,12,,,,
04.03.2020 17:00,16.0,683.4,761.2,,11,Wind blowing from the north-east,4,,8,90  or more  but not 100%, ,,,-4.7,16.5,,,2500 or more  or no clouds.,,,21.0,-14.5,No precipitation,6,,,,
04.03.2020 14:00,14.5,685.3,763.4,-0.8,15,Wind blowing from the north-east,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.7,14.8,,,,,,24.0,-11.8,No precipitation,12,,,,
04.03.2020 11:00,5.9,686.1,765.2,,31,Wind blowing from the north,1,,3,no clouds, ,,,-4.7,,,,,,,19.0,-9.9,No precipitation,6,,,,
04.03.2020 08:00,-4.6,686.0,765.1,-0.2,65,Wind blowing from the south-southeast,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,14.8,,,,,,28.0,-10.2,No precipitation,12,,,,
04.03.2020 05:00,-3.4,686.2,764.6,,62,Wind blowing from the south,1,,5,, ,,,-4.8,14.8,,,,,,26.0,-9.8,No precipitation,6,,,,
04.03.2020 02:00,-2.3,686.8,765.4,-0.4,55,Wind blowing from the south,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,14.8,,,2500 or more  or no clouds.,,,24.0,-10.3,No precipitation,12,,,,
03.03.2020 23:00,0.4,687.2,766.5,,42,Wind blowing from the south-southeast,2,,5,, ,,,-4.8,14.8,,,,,,16.0,-11.0,No precipitation,6,,,,
03.03.2020 20:00,10.8,687.1,766.3,-0.5,19,Wind blowing from the north,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,14.8,,,,,,22.0,-11.9,No precipitation,12,,,,
03.03.2020 17:00,14.5,687.6,766.1,,15,Wind blowing from the north-northeast,2,,5,no clouds, ,,,-4.8,14.8,,,,,,26.0,-11.8,No precipitation,6,,,,
03.03.2020 14:00,12.6,689.1,768.0,-1.0,16,Wind blowing from the east,2,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-4.8,14.3,,,,,,30.0,-12.6,No precipitation,12,,,,
03.03.2020 11:00,5.6,690.1,769.8,,26,Wind blowing from the west-southwest,1,,3,no clouds, ,,,-4.8,14.3,,,,,,30.0,-12.4,No precipitation,6,,,,
03.03.2020 08:00,-3.8,689.8,769.3,,56,Wind blowing from the south-southwest,1,,3,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.9,14.3,,,,,,30.0,-11.5,No precipitation,12,,,,
03.03.2020 05:00,-2.9,689.5,768.3,,55,Wind blowing from the west,1,,5,, ,,,-3.6,14.3,,,,,,29.0,-10.7,No precipitation,6,,,,
03.03.2020 02:00,-2.5,689.8,768.9,-0.5,52,Wind blowing from the north,0,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,14.3,,,2500 or more  or no clouds.,,,30.0,-11.2,No precipitation,12,,,,
02.03.2020 23:00,0.5,690.3,770.0,,37,Wind blowing from the south-southeast,2,,5,, ,,,-3.6,14.3,,,,,,30.0,-12.8,No precipitation,6,,,,
02.03.2020 20:00,9.9,690.4,770.0,-0.2,20,Wind blowing from the north-east,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,14.3,,,,,,30.0,-12.0,No precipitation,12,,,,
02.03.2020 17:00,14.1,690.6,769.0,,15,Wind blowing from the west-northwest,2,,5,no clouds, ,,,-3.6,14.1,,,,,,9.0,-12.1,No precipitation,6,,,,
02.03.2020 14:00,12.4,691.6,770.1,-0.6,15,Wind blowing from the north,2,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,13.0,,,,,,30.0,-13.5,No precipitation,12,,,,
02.03.2020 11:00,5.2,692.2,771.1,,30,Wind blowing from the south-west,1,,3,no clouds, ,,,-3.6,13.0,,,,,,7.0,-11.0,No precipitation,6,,,,
02.03.2020 08:00,-3.6,691.4,771.1,0.3,60,Wind blowing from the south-west,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.6,13.0,,,2500 or more  or no clouds.,,,30.0,-10.4,No precipitation,12,,,,
02.03.2020 05:00,0.3,691.1,769.9,,41,Wind blowing from the north-northwest,1,,8,, ,,,-1.5,13.0,,,,,,30.0,-11.4,No precipitation,6,,,,
02.03.2020 02:00,2.8,691.0,769.4,0.6,33,Wind blowing from the north,0,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,13.0,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
01.03.2020 23:00,6.7,690.4,769.5,,19,Wind blowing from the east-northeast,2,,9,, ,,,-1.5,13.0,,,,,,30.0,-15.3,No precipitation,6,,,,
01.03.2020 20:00,10.3,690.1,769.3,0.1,18,Wind blowing from the north-east,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,13.0,,,2500 or more  or no clouds.,,,30.0,-13.0,No precipitation,12,,,,
01.03.2020 17:00,12.2,690.0,768.4,,16,Wind blowing from the north-east,5,,9,90  or more  but not 100%, ,,,-1.5,13.0,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,6,,,,
01.03.2020 14:00,11.6,690.7,769.0,-0.7,18,Wind blowing from the north-northeast,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.5,12.7,,,2500 or more  or no clouds.,,,30.0,-11.9,No precipitation,12,,,,
01.03.2020 11:00,3.2,691.4,770.7,,32,Wind blowing from the north-west,2,,4,40%., ,,,-1.5,12.7,,,2500 or more  or no clouds.,,,14.0,-11.9,No precipitation,6,,,,
01.03.2020 08:00,-0.8,690.5,769.7,,45,Wind blowing from the west-southwest,1,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,12.7,,,2500 or more  or no clouds.,,,18.0,-11.5,No precipitation,12,,,,
01.03.2020 05:00,1.5,690.2,768.7,,31,Wind blowing from the north-northwest,1,,11,, ,,,-0.6,12.7,,,,,,30.0,-13.8,No precipitation,6,,,,
01.03.2020 02:00,4.0,690.6,769.2,0.0,28,Wind blowing from the north,1,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.7,,,2500 or more  or no clouds.,,,19.0,-12.9,No precipitation,12,,,,
29.02.2020 23:00,6.1,690.6,769.9,,25,Wind blowing from the east-northeast,2,,11,, ,,,-0.6,12.7,,,,,,10.0,-12.5,No precipitation,6,,,,
29.02.2020 20:00,10.1,690.1,769.0,0.0,20,Wind blowing from the north-east,3,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,12.7,,,2500 or more  or no clouds.,,,10.0,-11.8,No precipitation,12,,,,
29.02.2020 17:00,12.5,690.1,768.4,,16,Wind blowing from the north-east,5,,10,70 – 80%., ,,,-0.6,14.6,,,2500 or more  or no clouds.,,,9.0,-12.6,No precipitation,6,,,,
29.02.2020 14:00,9.5,691.6,770.2,,22,Wind blowing from the east-northeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,16.1,,,2500 or more  or no clouds.,,,15.0,-11.2,No precipitation,12,,,,
29.02.2020 11:00,2.4,691.6,770.7,,40,Wind blowing from the east-northeast,2,,12,90  or more  but not 100%,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.6,16.1,,,2500 or more  or no clouds.,,,5.0,-10.1,No precipitation,6,,,,
29.02.2020 08:00,0.0,690.6,769.4,2.1,47,Wind blowing from the east,2,,18,no clouds,Widespread dust in suspension in the air  not raised by wind at or near the station at the time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.4,16.1,,,,,,2.2,-10.0,No precipitation,12,,,,
29.02.2020 05:00,2.4,688.5,766.3,,41,Wind blowing from the east-northeast,4,,18,,Haze. ,,,-2.6,16.1,,,,,,1.5,-9.5,No precipitation,6,,,,
29.02.2020 02:00,4.4,687.5,765.1,1.0,38,Wind blowing from the east-northeast,4,,18,,Haze. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,16.1,,,2500 or more  or no clouds.,,,3.4,-8.7,No precipitation,12,,,,
28.02.2020 23:00,7.9,686.5,764.5,,30,Wind blowing from the east-northeast,6,,18,,Haze. ,,,-2.6,16.1,,,,,,0.8,-8.6,No precipitation,6,,,,
28.02.2020 20:00,12.0,685.8,764.2,0.7,19,Wind blowing from the east-northeast,6,,,100%.,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,16.1,,,2500 or more  or no clouds.,,,3.8,-10.9,No precipitation,12,,,,
28.02.2020 17:00,14.4,685.1,762.8,,17,Wind blowing from the east-northeast,7,,,90  or more  but not 100%,Dust or sand raised by wind at or near the station at the time of observation  but no well-developed dust whirl(s) or sand whirl(s)  and no duststorm or sandstorm seen, or  in the case of ships  blowing spray at the station. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,18.7,,,2500 or more  or no clouds.,,,2.8,-10.3,No precipitation,6,,,,
28.02.2020 14:00,13.7,685.7,763.6,-0.3,16,Wind blowing from the east-northeast,5,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-2.6,18.7,,,2500 or more  or no clouds.,,,13.0,-11.7,No precipitation,12,,,,
28.02.2020 11:00,6.2,686.0,764.5,,29,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%, ,,,-2.6,,,,2500 or more  or no clouds.,,,12.0,-10.5,No precipitation,6,,,,
