Local time in Shijiazhuang,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
29.02.2020 17:00,5.6,755.4,763.9,,77,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,5.6,,,2500 or more  or no clouds.,,,2.6,1.9,No precipitation,6,,,,
29.02.2020 14:00,4.7,754.9,763.3,-0.7,85,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.6,,,,2500 or more  or no clouds.,,,1.9,2.4,No precipitation,12,,,,
29.02.2020 11:00,3.6,755.6,764.1,,100,Wind blowing from the north-northwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.4,,,,2500 or more  or no clouds.,,,0.9,3.6,No precipitation,6,,,,
29.02.2020 08:00,3.6,754.9,763.4,0.7,92,Wind blowing from the north,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,1.2,2.4,No precipitation,12,,,,
29.02.2020 05:00,4.1,754.2,762.7,,90,Wind blowing from the east-southeast,1,,5,,Mist. ,,,,,,,,,,1.5,2.6,No precipitation,6,,,,
29.02.2020 02:00,3.9,754.9,763.3,,93,Wind blowing from the south-west,1,,8,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.9,,,2500 or more  or no clouds.,,,1.5,2.9,No precipitation,12,,,,
28.02.2020 20:00,4.1,755.5,764.1,,90,Wind blowing from the south-east,3,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.9,,,2500 or more  or no clouds.,,,1.2,2.6,No precipitation,12,,,,
28.02.2020 17:00,4.6,754.4,763.0,,84,Wind blowing from the south-east,3,,8,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.9,,,2500 or more  or no clouds.,,,1.5,2.1,No precipitation,6,,,,
28.02.2020 14:00,6.7,754.9,763.4,-1.9,69,Wind blowing from the south-east,4,,6,no clouds,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,6.9,,,,,,2.6,1.4,No precipitation,12,,,,
28.02.2020 11:00,3.4,756.8,765.4,,78,Wind blowing from the south-east,2,,4,40%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,5.3,,,2500 or more  or no clouds.,,,2.6,-0.1,No precipitation,6,,,,
28.02.2020 08:00,-1.0,757.4,766.0,0.2,100,Wind blowing from the south-southeast,2,,4,100%.,Fog or ice fog  sky invisible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-1.3,5.3,,,2500 or more  or no clouds.,,,0.1,-1.0,No precipitation,12,,,,
28.02.2020 05:00,-0.1,757.2,765.7,,94,Wind blowing from the south-east,1,,5,,Mist. ,,,-0.1,5.3,,,,,,3.9,-0.9,No precipitation,6,,,,
28.02.2020 02:00,1.4,758.8,767.4,,88,Wind blowing from the south-southeast,2,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.4,5.3,,,2500 or more  or no clouds.,,,5.0,-0.4,No precipitation,12,,,,
27.02.2020 20:00,2.6,762.1,770.7,-0.7,65,Wind blowing from the north-northwest,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,5.8,,,2500 or more  or no clouds.,,,7.0,-3.3,No precipitation,12,,,,
27.02.2020 17:00,3.4,762.8,771.4,,57,Wind blowing from the north-northwest,2,,6,100%., ,,,1.9,6.7,,,2500 or more  or no clouds.,,,15.0,-4.5,No precipitation,6,,,,
27.02.2020 14:00,5.1,763.7,772.3,-2.3,46,Wind blowing from the north-west,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,1.9,7.0,,,2500 or more  or no clouds.,,,18.0,-5.6,No precipitation,12,,,,
27.02.2020 11:00,4.5,766.0,774.6,,54,Wind blowing from the south,1,,6,100%., ,,,1.9,7.0,,,2500 or more  or no clouds.,,,15.0,-4.2,No precipitation,6,,,,
27.02.2020 08:00,1.9,766.4,775.0,0.6,89,Wind blowing from the east-southeast,2,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain and snow or other types of solid precipitation,Rain.,1.9,7.0,,,2500 or more  or no clouds.,,,6.0,0.3,Trace of precipitation,12,,,,
27.02.2020 05:00,3.8,765.8,774.4,,75,Wind blowing from the south-east,2,,6,,Rain  not freezing  intermittent  slight at time of observation. ,,,3.8,7.0,,,,,,7.0,-0.2,No precipitation,6,,,,
27.02.2020 02:00,5.2,766.6,775.1,,66,Wind blowing from the south-east,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,7.0,,,2500 or more  or no clouds.,,,7.0,-0.8,No precipitation,12,,,,
26.02.2020 20:00,5.7,766.8,775.3,1.2,62,Wind blowing from the south,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,7.1,,,2500 or more  or no clouds.,,,8.0,-1.0,No precipitation,12,,,,
26.02.2020 17:00,6.7,765.6,774.1,,55,Wind blowing from the south-southwest,1,,4,100%., ,,,3.9,8.1,,,2500 or more  or no clouds.,,,9.0,-1.7,No precipitation,6,,,,
26.02.2020 14:00,6.1,766.0,774.5,-0.9,57,Wind blowing from the west,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,8.3,,,2500 or more  or no clouds.,,,9.0,-1.8,No precipitation,12,,,,
26.02.2020 11:00,4.4,766.9,775.5,,70,Wind blowing from the north-northwest,2,,4,100%., ,,,3.9,,,,2500 or more  or no clouds.,,,8.0,-0.6,No precipitation,6,,,,
26.02.2020 08:00,3.9,765.6,774.1,2.0,73,Wind blowing from the north-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,3.9,8.3,,,2500 or more  or no clouds.,,,7.0,-0.5,No precipitation,12,,,,
26.02.2020 05:00,4.6,763.6,772.1,,86,Wind blowing from the west,1,,5,,Mist. ,,,4.5,8.3,,,,,,6.0,2.5,No precipitation,6,,,,
26.02.2020 02:00,4.9,763.0,771.4,,83,Wind blowing from the south-southeast,2,,5,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.9,8.3,,,2500 or more  or no clouds.,,,6.0,2.3,No precipitation,12,,,,
25.02.2020 20:00,7.1,760.7,769.2,1.6,76,Wind blowing from the south-southwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,8.3,,,2500 or more  or no clouds.,,,4.4,3.2,No precipitation,12,,,,
25.02.2020 17:00,8.1,759.1,767.5,,66,Wind blowing from the north-northwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,9.5,,,2500 or more  or no clouds.,,,4.2,2.1,No precipitation,6,,,,
25.02.2020 14:00,7.8,759.1,767.5,,68,Wind blowing from the north-northeast,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,10.8,,,2500 or more  or no clouds.,,,4.0,2.1,No precipitation,12,,,,
25.02.2020 11:00,6.4,760.0,768.5,,73,Wind blowing from the north-northwest,2,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,2500 or more  or no clouds.,,,3.7,1.9,No precipitation,6,,,,
25.02.2020 08:00,5.4,758.9,767.4,1.6,77,Wind blowing from the north-northwest,2,,7,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,,,,2500 or more  or no clouds.,,,4.3,1.7,0.7,12,,,,
25.02.2020 05:00,5.9,757.3,765.7,,71,Calm  no wind,0,,,,Mist. ,,,5.4,11.0,,,,,,4.6,0.9,No precipitation,6,,,,
25.02.2020 02:00,5.7,757.4,765.8,,80,Wind blowing from the north,1,,7,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,11.0,,,2500 or more  or no clouds.,,,3.9,2.5,2.0,12,,,,
24.02.2020 20:00,6.9,756.0,764.4,,84,Wind blowing from the north-west,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,11.0,,,2500 or more  or no clouds.,,,2.7,4.4,0.9,12,,,,
24.02.2020 17:00,9.6,754.1,762.4,,50,Wind blowing from the north-east,4,,8,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,14.8,,,2500 or more  or no clouds.,,,5.0,-0.3,No precipitation,6,,,,
24.02.2020 14:00,10.3,753.9,762.2,-1.3,39,Wind blowing from the north,3,,8,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.4,15.0,,,2500 or more  or no clouds.,,,7.0,-3.0,No precipitation,12,,,,
24.02.2020 11:00,10.2,755.2,763.5,,35,Calm  no wind,0,,,60%., ,,,5.4,15.0,,,2500 or more  or no clouds.,,,8.0,-4.6,No precipitation,6,,,,
24.02.2020 08:00,5.8,755.1,763.4,0.7,45,Wind blowing from the north,3,,5,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,15.0,,,2500 or more  or no clouds.,,,7.0,-5.2,No precipitation,12,,,,
24.02.2020 05:00,5.4,754.4,762.7,,52,Wind blowing from the north,1,,5,,Haze. ,,,0.0,15.0,,,,,,7.0,-3.9,No precipitation,6,,,,
24.02.2020 02:00,6.0,755.6,763.9,,46,Wind blowing from the north-northwest,3,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,15.0,,,2500 or more  or no clouds.,,,7.0,-5.0,No precipitation,12,,,,
23.02.2020 20:00,10.5,754.5,762.9,1.4,34,Wind blowing from the north-northwest,4,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,15.0,,,,,,9.0,-4.7,No precipitation,12,,,,
23.02.2020 17:00,14.8,753.1,761.5,,24,Wind blowing from the east-southeast,2,,7,no clouds, ,,,0.0,15.0,,,,,,12.0,-5.6,No precipitation,6,,,,
23.02.2020 14:00,13.0,754.1,762.4,-3.5,23,Wind blowing from the south-southeast,5,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,13.3,,,,,,15.0,-7.6,No precipitation,12,,,,
23.02.2020 11:00,8.5,757.6,766.0,,28,Wind blowing from the south-southeast,3,,5,no clouds, ,,,0.0,12.6,,,,,,14.0,-9.0,No precipitation,6,,,,
23.02.2020 08:00,1.6,759.1,767.5,-0.6,49,Wind blowing from the north,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.0,12.6,,,,,,15.0,-8.0,No precipitation,12,,,,
23.02.2020 05:00,1.0,759.7,768.2,,47,Wind blowing from the west,1,,8,, ,,,-0.2,12.6,,,,,,14.0,-9.3,No precipitation,6,,,,
23.02.2020 02:00,2.6,761.5,769.9,,46,Wind blowing from the north-east,1,,9,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,12.6,,,2500 or more  or no clouds.,,,12.0,-7.9,No precipitation,12,,,,
22.02.2020 20:00,6.7,763.0,771.6,,29,Wind blowing from the south-southeast,2,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,12.6,,,,,,21.0,-10.1,No precipitation,12,,,,
22.02.2020 17:00,11.4,762.8,771.3,,18,Wind blowing from the south-southeast,5,,9,no clouds, ,,,-0.2,12.6,,,,,,30.0,-12.1,No precipitation,6,,,,
22.02.2020 14:00,12.2,763.8,772.2,-2.7,13,Wind blowing from the south,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,14.6,,,,,,30.0,-15.4,No precipitation,12,,,,
22.02.2020 11:00,9.2,766.5,775.0,,13,Wind blowing from the west-northwest,4,,8,no clouds, ,,,-0.2,14.6,,,,,,30.0,-17.8,No precipitation,6,,,,
22.02.2020 08:00,0.3,766.9,775.4,1.2,40,Wind blowing from the south-southwest,1,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.2,14.6,,,,,,30.0,-12.0,No precipitation,12,,,,
22.02.2020 05:00,4.0,765.7,774.2,,26,Wind blowing from the east-northeast,2,,16,, ,,,-0.8,14.6,,,,,,30.0,-13.8,No precipitation,6,,,,
22.02.2020 02:00,5.1,765.4,773.8,,23,Wind blowing from the west-northwest,1,,18,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,14.6,,,2500 or more  or no clouds.,,,30.0,-14.3,No precipitation,12,,,,
21.02.2020 20:00,8.6,763.5,772.0,2.0,21,Wind blowing from the north,2,,18,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,14.6,,,,,,30.0,-12.5,No precipitation,12,,,,
21.02.2020 17:00,11.7,761.5,770.0,,16,Wind blowing from the west-northwest,11,,18,no clouds, ,,,-0.8,14.6,,,,,,18.0,-13.3,No precipitation,6,,,,
21.02.2020 14:00,13.8,759.8,768.2,-1.9,15,Wind blowing from the north-west,3,,9,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,14.3,,,1000-1500,,,24.0,-12.4,No precipitation,12,,,,
21.02.2020 11:00,11.8,761.7,770.2,,21,Calm  no wind,0,,,no clouds, ,,,-0.8,11.8,,,,,,18.0,-9.8,No precipitation,6,,,,
21.02.2020 08:00,0.4,763.0,771.7,0.2,99,Wind blowing from the east,1,,3,90  or more  but not 100%,Fog or ice fog. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-0.8,5.9,,,2500 or more  or no clouds.,,,0.9,0.3,No precipitation,12,,,,
21.02.2020 05:00,0.1,762.8,771.4,,97,Wind blowing from the south,1,,4,,Mist. ,,,0.1,5.9,,,,,,0.8,-0.3,No precipitation,6,,,,
21.02.2020 02:00,2.3,763.5,772.0,,86,Wind blowing from the north,1,,6,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,5.9,,,2500 or more  or no clouds.,,,1.3,0.2,No precipitation,12,,,,
20.02.2020 20:00,3.1,763.5,772.1,,82,Wind blowing from the south-southwest,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,7.8,,,2500 or more  or no clouds.,,,1.5,0.3,No precipitation,12,,,,
20.02.2020 17:00,3.9,763.0,771.7,,75,Wind blowing from the south,2,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,11.0,,,2500 or more  or no clouds.,,,1.8,-0.1,No precipitation,6,,,,
20.02.2020 14:00,4.6,763.8,772.3,-2.1,71,Wind blowing from the south-southeast,3,,5,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,,,,2500 or more  or no clouds.,,,1.9,-0.2,No precipitation,12,,,,
20.02.2020 11:00,3.4,765.9,774.5,,78,Wind blowing from the north-east,2,,4,90  or more  but not 100%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,0.8,,,,2500 or more  or no clouds.,,,1.7,-0.2,No precipitation,6,,,,
