Local time in Hulin,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 02:00,-7.6,757.3,767.1,,81,Wind blowing from the north-northwest,6,,12,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.6,,,,2500 or more  or no clouds.,,,15.0,-10.4,0.1,12,,,,
29.02.2020 20:00,-7.4,756.2,765.9,0.9,87,Wind blowing from the north-northwest,8,,12,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.5,-3.5,,,2500 or more  or no clouds.,,,24.0,-9.2,2.0,12,,,,
29.02.2020 17:00,-7.4,755.3,765.0,,88,Wind blowing from the north,8,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-7.4,-3.5,,,2500 or more  or no clouds.,,,7.0,-9.0,0.4,6,,,,
29.02.2020 14:00,-6.6,754.4,764.1,0.1,88,Wind blowing from the north,8,,11,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-6.6,-3.5,,,2500 or more  or no clouds.,,,5.0,-8.3,5.0,12,,,,
29.02.2020 11:00,-5.7,754.3,763.9,,89,Wind blowing from the north,6,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-6.5,-3.5,,,2500 or more  or no clouds.,,,2.6,-7.2,2.0,6,,,,
29.02.2020 08:00,-4.2,754.0,763.6,,94,Wind blowing from the east-northeast,5,,6,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.9,,,2500 or more  or no clouds.,,,2.5,-5.0,4.0,12,,,,
29.02.2020 05:00,-5.7,753.7,763.3,,94,Wind blowing from the north-east,3,,6,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-3.9,,,,,,2.0,-6.5,3.0,6,,,,
29.02.2020 02:00,-5.9,753.7,763.3,,92,Wind blowing from the north-east,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-3.9,,,2500 or more  or no clouds.,,,1.3,-7.0,0.5,12,,,,
28.02.2020 20:00,-5.5,754.9,764.7,-0.6,64,Wind blowing from the north-northeast,1,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-4.0,,,2500 or more  or no clouds.,,,24.0,-11.4,No precipitation,12,,,,
28.02.2020 17:00,-5.0,755.5,765.3,,60,Wind blowing from the east,3,,,70 – 80%., ,,,-16.7,-4.0,,,2500 or more  or no clouds.,,,20.0,-11.6,No precipitation,6,,,,
28.02.2020 14:00,-4.9,756.7,766.6,-1.2,60,Wind blowing from the east-southeast,2,,3,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-1.3,,,2500 or more  or no clouds.,,,21.0,-11.5,No precipitation,12,,,,
28.02.2020 11:00,-6.5,757.9,767.8,,58,Wind blowing from the east-northeast,1,,5,20–30%., ,,,-16.7,-1.3,,,2500 or more  or no clouds.,,,17.0,-13.4,No precipitation,6,,,,
28.02.2020 08:00,-14.1,758.5,768.4,,83,Wind blowing from the south,1,,5,10%  or less  but not 0,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-16.7,-1.3,,,2500 or more  or no clouds.,,,7.0,-16.4,No precipitation,12,,,,
28.02.2020 05:00,-15.0,758.1,768.0,,90,Wind blowing from the east-northeast,0,,5,, ,,,-15.8,-1.3,,,,,,9.0,-16.3,No precipitation,6,,,,
28.02.2020 02:00,-13.6,758.6,768.4,,73,Wind blowing from the south-southwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-1.3,,,2500 or more  or no clouds.,,,11.0,-17.4,No precipitation,12,,,,
27.02.2020 20:00,-8.0,759.6,769.4,-0.1,83,Wind blowing from the north-east,1,,4,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-1.3,,,,,,8.0,-10.4,No precipitation,12,,,,
27.02.2020 17:00,-6.4,759.7,769.6,,72,Wind blowing from the north-east,2,,4,no clouds, ,,,-15.6,-1.3,,,,,,19.0,-10.6,No precipitation,6,,,,
27.02.2020 14:00,-2.2,759.7,769.6,-1.1,49,Wind blowing from the south-east,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-1.5,,,,,,30.0,-11.7,No precipitation,12,,,,
27.02.2020 11:00,-3.4,760.8,770.6,,51,Wind blowing from the west,2,,5,no clouds, ,,,-15.6,-3.3,,,,,,20.0,-12.1,No precipitation,6,,,,
27.02.2020 08:00,-9.9,761.3,771.2,0.7,64,Wind blowing from the south,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.6,-4.0,,,,,,4.0,-15.4,No precipitation,12,,,,
27.02.2020 05:00,-14.4,760.6,770.5,,85,Wind blowing from the south,1,,5,, ,,,-15.6,-4.0,,,,,,12.0,-16.4,No precipitation,6,,,,
27.02.2020 02:00,-14.9,760.4,770.3,,80,Wind blowing from the south,1,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-4.0,,,2500 or more  or no clouds.,,,10.0,-17.6,No precipitation,12,,,,
26.02.2020 20:00,-10.7,760.9,770.8,0.2,65,Wind blowing from the west-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-4.0,,,,,,7.0,-16.0,No precipitation,12,,,,
26.02.2020 17:00,-7.9,760.7,770.6,,58,Wind blowing from the north,3,,8,no clouds, ,,,-17.3,-4.0,,,,,,30.0,-14.7,No precipitation,6,,,,
26.02.2020 14:00,-4.5,760.4,770.2,-0.5,52,Wind blowing from the north,4,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-2.8,,,,,,30.0,-12.9,No precipitation,12,,,,
26.02.2020 11:00,-5.4,760.9,770.7,,53,Wind blowing from the north,4,,8,no clouds, ,,,-17.3,-2.5,,,,,,30.0,-13.5,No precipitation,6,,,,
26.02.2020 08:00,-11.2,761.2,771.1,0.4,73,Wind blowing from the west,1,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-17.3,-2.5,,,,,,10.0,-15.2,No precipitation,12,,,,
26.02.2020 05:00,-12.5,760.8,770.7,,76,Wind blowing from the south,1,,6,, ,,,-17.3,-2.5,,,,,,30.0,-15.9,No precipitation,6,,,,
26.02.2020 02:00,-7.9,760.5,770.2,,66,Wind blowing from the north-west,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-2.5,,,2500 or more  or no clouds.,,,30.0,-13.3,No precipitation,12,,,,
25.02.2020 20:00,-9.9,760.9,770.8,0.5,88,Wind blowing from the north,1,,5,20–30%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-2.5,,,2500 or more  or no clouds.,,,5.0,-11.5,No precipitation,12,,,,
25.02.2020 17:00,-5.8,760.4,770.2,,66,Wind blowing from the west-southwest,1,,7,10%  or less  but not 0, ,,,-11.4,-2.5,,,2500 or more  or no clouds.,,,21.0,-11.3,No precipitation,6,,,,
25.02.2020 14:00,-3.3,760.5,770.2,-0.4,57,Wind blowing from the south,3,,7,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-2.2,,,,,,21.0,-10.6,No precipitation,12,,,,
25.02.2020 11:00,-4.8,760.9,770.7,,63,Wind blowing from the west-northwest,3,,8,no clouds, ,,,-11.4,-2.1,,,,,,16.0,-10.8,No precipitation,6,,,,
25.02.2020 08:00,-9.2,761.1,770.9,0.8,78,Wind blowing from the south-southwest,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.4,-2.1,,,,,,12.0,-12.3,No precipitation,12,,,,
25.02.2020 05:00,-11.1,760.3,770.1,,84,Wind blowing from the west,5,,8,, ,,,-11.7,-2.1,,,,,,12.0,-13.3,No precipitation,6,,,,
25.02.2020 02:00,-8.0,759.4,769.0,,76,Wind blowing from the west-northwest,6,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.1,,,2500 or more  or no clouds.,,,15.0,-11.5,No precipitation,12,,,,
24.02.2020 20:00,-6.4,757.7,767.5,1.3,74,Wind blowing from the west,5,,12,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.1,,,2500 or more  or no clouds.,,,10.0,-10.4,Trace of precipitation,12,,,,
24.02.2020 17:00,-4.0,756.4,766.1,,76,Wind blowing from the west-northwest,4,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.1,,,1000-1500,,,12.0,-7.6,No precipitation,6,,,,
24.02.2020 14:00,-2.2,754.3,763.9,1.8,74,Wind blowing from the north-northwest,6,,12,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-2.1,,,1000-1500,,,15.0,-6.2,1.0,12,,,,
24.02.2020 11:00,-3.0,752.5,762.2,,67,Wind blowing from the west,6,,8,90  or more  but not 100%, ,,,-11.7,-3.0,,,1000-1500,,,26.0,-8.3,No precipitation,6,,,,
24.02.2020 08:00,-9.2,751.7,761.5,1.3,88,Wind blowing from the east-southeast,1,,5,20–30%.,Mist. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,-4.1,,,1000-1500,,,3.9,-10.8,1.0,12,,,,
24.02.2020 05:00,-7.9,750.4,760.1,,93,Wind blowing from the north-east,1,,5,,Snow not falling as shower(s). ,,,-13.1,-4.1,,,,,,15.0,-8.8,1.0,6,,,,
24.02.2020 02:00,-9.5,751.0,760.6,,72,Wind blowing from the east,2,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-4.1,,,2500 or more  or no clouds.,,,10.0,-13.6,No precipitation,12,,,,
23.02.2020 20:00,-10.4,753.7,763.5,0.2,65,Wind blowing from the south,1,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-4.1,,,2500 or more  or no clouds.,,,15.0,-15.7,No precipitation,12,,,,
23.02.2020 17:00,-7.9,753.5,763.3,,55,Wind blowing from the south-west,2,,9,70 – 80%., ,,,-13.1,-4.1,,,2500 or more  or no clouds.,,,24.0,-15.4,No precipitation,6,,,,
23.02.2020 14:00,-4.8,753.6,763.3,-0.4,53,Wind blowing from the south-west,4,,9,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-4.5,,,2500 or more  or no clouds.,,,30.0,-12.9,No precipitation,12,,,,
23.02.2020 11:00,-6.0,754.0,763.7,,49,Wind blowing from the west-southwest,4,,9,no clouds, ,,,-13.1,-5.6,,,,,,30.0,-15.0,No precipitation,6,,,,
23.02.2020 08:00,-10.6,753.4,763.1,1.9,62,Wind blowing from the west-southwest,5,,10,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.1,-5.6,,,2500 or more  or no clouds.,,,24.0,-16.5,No precipitation,12,,,,
23.02.2020 05:00,-12.1,751.5,761.2,,74,Wind blowing from the south-southwest,1,,13,, ,,,-12.1,-5.6,,,,,,25.0,-15.8,No precipitation,6,,,,
23.02.2020 02:00,-8.1,750.6,760.3,,73,Wind blowing from the north-west,3,,16,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-5.4,,,2500 or more  or no clouds.,,,26.0,-12.1,0.3,12,,,,
22.02.2020 20:00,-6.7,749.5,759.1,0.9,63,Wind blowing from the north-west,5,,17,100%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.0,-5.4,,,2500 or more  or no clouds.,,,30.0,-12.6,2.0,12,,,,
22.02.2020 17:00,-8.0,748.6,758.2,,81,Wind blowing from the north-west,9,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-9.0,-5.4,,,2500 or more  or no clouds.,,,10.0,-10.7,0.9,6,,,,
22.02.2020 14:00,-8.5,747.7,757.3,-0.3,87,Wind blowing from the north-northwest,9,,17,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-9.0,-4.4,,,2500 or more  or no clouds.,,,1.4,-10.3,3.0,12,,,,
22.02.2020 11:00,-9.0,748.0,757.6,,88,Wind blowing from the north-northwest,12,,,100%.,Intermittent fall of snowflakes  moderate at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-9.0,-4.4,,,2500 or more  or no clouds.,,,0.8,-10.6,2.0,6,,,,
22.02.2020 08:00,-8.8,749.9,759.6,-1.0,91,Wind blowing from the north,10,,14,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Snow and/or other types of solid precipitation,-13.7,-4.4,,,2500 or more  or no clouds.,,,1.4,-10.0,4.0,12,,,,
22.02.2020 05:00,-5.7,750.9,760.5,,92,Wind blowing from the north,6,,8,,Intermittent fall of snowflakes  slight at time of observation. ,,,,-4.4,,,,,,2.5,-6.8,2.0,6,,,,
22.02.2020 02:00,-5.5,753.4,763.0,,92,Wind blowing from the north-east,4,,6,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-4.4,,,2500 or more  or no clouds.,,,8.0,-6.6,3.0,12,,,,
21.02.2020 20:00,-6.3,758.5,768.4,-1.8,91,Wind blowing from the north-east,4,,5,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-4.4,,,2500 or more  or no clouds.,,,5.0,-7.5,1.0,12,,,,
21.02.2020 17:00,-6.4,760.3,770.2,,90,Wind blowing from the east-northeast,4,,,100%.,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-4.4,,,2500 or more  or no clouds.,,,2.9,-7.8,0.6,6,,,,
21.02.2020 14:00,-4.6,761.8,771.6,-2.0,51,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,-3.2,,,2500 or more  or no clouds.,,,24.0,-13.4,No precipitation,12,,,,
21.02.2020 11:00,-7.4,763.8,773.7,,68,Wind blowing from the east-southeast,2,,,100%., ,,,-15.1,-3.2,,,2500 or more  or no clouds.,,,9.0,-12.3,No precipitation,6,,,,
21.02.2020 08:00,-13.8,765.0,775.0,0.7,84,Wind blowing from the north-northwest,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.1,,,,2500 or more  or no clouds.,,,7.0,-15.9,No precipitation,12,,,,
21.02.2020 05:00,-12.2,764.3,774.2,,72,Wind blowing from the north-northwest,1,,6,, ,,,-15.3,-3.2,,,,,,19.0,-16.2,No precipitation,6,,,,
21.02.2020 02:00,-12.1,764.0,773.8,,69,Wind blowing from the west-southwest,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-15.3,-3.2,,,2500 or more  or no clouds.,,,21.0,-16.6,No precipitation,12,,,,
