Local time in Luzhou,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.01.2020 14:00,14.2,730.4,763.4,-2.2,67,Wind blowing from the west,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.5,14.7,,,2500 or more  or no clouds.,,,10.0,8.2,No precipitation,12,,,,
23.01.2020 11:00,11.7,732.6,765.7,,77,Wind blowing from the west-northwest,1,,3,100%., ,,,9.5,14.7,,,2000-2500,,,8.0,7.8,No precipitation,6,,,,
23.01.2020 08:00,9.5,731.4,764.5,0.6,91,Wind blowing from the south-southwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,14.7,,,2500 or more  or no clouds.,,,6.0,8.1,No precipitation,12,,,,
23.01.2020 05:00,10.1,730.8,763.9,,88,Wind blowing from the south-west,1,,4,,Mist. ,,,8.3,14.7,,,,,,6.0,8.2,No precipitation,6,,,,
23.01.2020 02:00,10.8,731.7,764.7,,83,Wind blowing from the west-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,14.7,,,2500 or more  or no clouds.,,,7.0,8.0,No precipitation,12,,,,
22.01.2020 20:00,12.7,730.8,764.0,1.8,65,Wind blowing from the east-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,14.7,,,2500 or more  or no clouds.,,,13.0,6.3,No precipitation,12,,,,
22.01.2020 17:00,13.8,729.0,762.1,,58,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,14.0,5.7,,,,,,
22.01.2020 14:00,14.2,729.6,762.6,-2.7,58,Wind blowing from the north-northwest,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,14.2,,,2500 or more  or no clouds.,,,12.0,6.1,No precipitation,12,,,,
22.01.2020 11:00,11.2,732.3,765.6,,81,Wind blowing from the south-west,1,,3,90  or more  but not 100%, ,,,8.3,12.2,,,2500 or more  or no clouds.,,,8.0,8.1,No precipitation,6,,,,
22.01.2020 08:00,8.3,731.3,764.7,0.7,97,Wind blowing from the south-east,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,12.2,,,2000-2500,,,2.9,7.9,No precipitation,12,,,,
22.01.2020 05:00,8.6,730.6,763.9,,95,Wind blowing from the south-southeast,1,,4,,Mist. ,,,7.4,12.2,,,,,,4.8,7.8,No precipitation,6,,,,
22.01.2020 02:00,9.2,731.1,764.4,,89,Wind blowing from the south-southeast,1,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,12.2,,,2500 or more  or no clouds.,,,6.0,7.5,No precipitation,12,,,,
21.01.2020 20:00,10.7,730.2,763.6,1.7,73,Wind blowing from the north-northeast,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,12.2,,,2500 or more  or no clouds.,,,10.0,6.1,No precipitation,12,,,,
21.01.2020 17:00,11.5,728.5,761.8,,71,Wind blowing from the north-northeast,2,,,100%., ,,,,,,,2500 or more  or no clouds.,,,13.0,6.4,,,,,,
21.01.2020 14:00,10.9,729.6,762.9,-3.0,77,Wind blowing from the north-northeast,2,,4,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,11.7,,,2000-2500,,,12.0,7.0,0.1,12,,,,
21.01.2020 11:00,9.2,732.6,766.1,,89,Wind blowing from the south-east,2,,3,90  or more  but not 100%, ,,,7.4,10.6,,,2000-2500,,,10.0,7.5,No precipitation,6,,,,
21.01.2020 08:00,7.4,732.1,765.7,1.0,99,Wind blowing from the south-east,1,,3,100%.,Mist. ,Rain.,Fog or ice fog or thick haze.,7.4,10.6,,,1500-2000,,,2.5,7.3,2.0,12,,,,
21.01.2020 05:00,7.6,731.1,764.5,,99,Wind blowing from the south-east,1,,3,,Fog or ice fog. ,,,7.6,10.6,,,,,,1.4,7.5,2.0,6,,,,
21.01.2020 02:00,7.9,732.1,765.5,,98,Wind blowing from the north,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,10.6,,,2500 or more  or no clouds.,,,1.1,7.6,2.0,12,,,,
20.01.2020 20:00,9.8,731.3,764.8,1.1,82,Wind blowing from the south-east,1,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,10.6,,,2000-2500,,,5.0,6.9,No precipitation,12,,,,
20.01.2020 17:00,10.5,730.2,763.6,,74,Wind blowing from the east-northeast,1,,,100%., ,,,,,,,2000-2500,,,11.0,6.1,,,,,,
20.01.2020 14:00,10.4,731.5,764.9,-3.3,76,Wind blowing from the north,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,11.7,,,2000-2500,,,8.0,6.4,No precipitation,12,,,,
20.01.2020 11:00,8.9,734.8,768.4,,88,Wind blowing from the south-west,1,,2,100%., ,,,7.6,,,,1500-2000,,,7.0,7.0,No precipitation,6,,,,
20.01.2020 08:00,7.7,734.0,767.6,0.6,95,Wind blowing from the south-east,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,11.7,,,2000-2500,,,5.0,7.0,No precipitation,12,,,,
20.01.2020 05:00,8.0,733.4,766.9,,92,Wind blowing from the south-southwest,1,,,, ,,,,,,,,,,7.0,6.8,,,,,,
20.01.2020 02:00,8.6,733.9,767.4,,89,Wind blowing from the west-northwest,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,11.7,,,2500 or more  or no clouds.,,,7.0,6.9,No precipitation,12,,,,
19.01.2020 20:00,9.6,733.6,767.2,0.9,77,Wind blowing from the north,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,11.7,,,2500 or more  or no clouds.,,,14.0,5.8,No precipitation,12,,,,
19.01.2020 17:00,10.1,732.7,766.3,,73,Wind blowing from the south,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,14.0,5.5,,,,,,
19.01.2020 14:00,11.3,734.3,767.8,-3.2,62,Wind blowing from the north,1,,4,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,11.4,,,1000-1500,,,17.0,4.1,No precipitation,12,,,,
19.01.2020 11:00,9.0,737.5,771.3,,80,Wind blowing from the north-northwest,1,,4,20–30%., ,,,6.7,9.2,,,2500 or more  or no clouds.,,,14.0,5.7,No precipitation,6,,,,
19.01.2020 08:00,6.8,737.1,771.0,0.5,97,Wind blowing from the south,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,6.7,8.2,,,1500-2000,,,3.4,6.4,0.2,12,,,,
19.01.2020 05:00,7.4,736.6,770.5,,94,Wind blowing from the west,2,,4,,Mist. ,,,7.2,8.2,,,,,,5.0,6.5,No precipitation,6,,,,
19.01.2020 02:00,7.4,737.5,771.4,,95,Wind blowing from the west,2,,4,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,8.2,,,2500 or more  or no clouds.,,,5.0,6.7,0.3,12,,,,
18.01.2020 20:00,8.1,735.9,769.6,2.3,97,Wind blowing from the west-northwest,1,,4,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,8.8,,,1500-2000,,,3.3,7.7,0.9,12,,,,
18.01.2020 17:00,8.1,733.6,767.2,,93,Wind blowing from the north-northwest,1,,4,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Rain.,7.2,,,,1500-2000,,,5.0,7.0,0.3,6,,,,
18.01.2020 14:00,7.6,733.4,767.1,-1.3,97,Wind blowing from the north-east,2,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,,,,1500-2000,,,2.7,7.2,0.9,12,,,,
18.01.2020 11:00,7.4,734.7,768.4,,98,Wind blowing from the south,1,,4,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,7.2,,,,1500-2000,,,4.4,7.1,0.7,6,,,,
18.01.2020 08:00,7.7,732.9,766.5,0.7,98,Wind blowing from the east,2,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,9.6,,,1000-1500,,,1.2,7.4,0.1,12,,,,
18.01.2020 05:00,7.8,732.2,765.7,,97,Wind blowing from the south-east,1,,3,,Mist. ,,,7.7,9.6,,,,,,2.4,7.4,No precipitation,6,,,,
18.01.2020 02:00,8.2,733.8,767.3,,92,Wind blowing from the east,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,9.6,,,2500 or more  or no clouds.,,,4.7,7.0,No precipitation,12,,,,
17.01.2020 20:00,8.8,734.3,768.0,1.1,88,Wind blowing from the east-southeast,0,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,9.6,,,1500-2000,,,6.0,6.9,No precipitation,12,,,,
17.01.2020 17:00,9.4,733.2,766.7,,82,Wind blowing from the east-northeast,2,,,100%., ,,,,,,,2000-2500,,,8.0,6.5,,,,,,
17.01.2020 14:00,9.5,733.9,767.5,,82,Wind blowing from the north,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.7,9.6,,,2000-2500,,,8.0,6.6,No precipitation,12,,,,
17.01.2020 11:00,8.8,736.2,769.9,,88,Wind blowing from the east-northeast,1,,,100%., ,,,7.7,9.5,,,1500-2000,,,8.0,6.9,No precipitation,6,,,,
17.01.2020 08:00,7.8,735.3,769.0,0.6,92,Wind blowing from the north,1,,6,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,9.5,,,1500-2000,,,6.0,6.6,No precipitation,12,,,,
17.01.2020 05:00,8.0,734.7,768.3,,88,Wind blowing from the north,1,,,, ,,,,,,,,,,8.0,6.1,,,,,,
17.01.2020 02:00,8.3,735.7,769.4,,86,Wind blowing from the south-southeast,1,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,9.5,,,2500 or more  or no clouds.,,,9.0,6.1,No precipitation,12,,,,
16.01.2020 20:00,9.3,735.0,768.7,1.1,83,Wind blowing from the east,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,9.5,,,1500-2000,,,10.0,6.6,No precipitation,12,,,,
16.01.2020 17:00,9.5,733.9,767.5,,84,Wind blowing from the south-east,2,,,100%., ,,,,,,,1500-2000,,,11.0,6.9,,,,,,
16.01.2020 14:00,9.2,734.8,768.4,-2.1,85,Wind blowing from the south-southwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,10.1,,,2000-2500,,,9.0,6.8,No precipitation,12,,,,
16.01.2020 11:00,8.5,736.9,770.7,,91,Wind blowing from the south,1,,3,100%., ,,,7.6,,,,2000-2500,,,7.0,7.1,No precipitation,6,,,,
16.01.2020 08:00,7.7,736.0,769.6,0.9,94,Wind blowing from the south-southwest,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.5,10.1,,,1500-2000,,,6.0,6.8,No precipitation,12,,,,
16.01.2020 05:00,7.8,735.1,768.7,,91,Wind blowing from the north-west,1,,,, ,,,,,,,,,,9.0,6.4,,,,,,
16.01.2020 02:00,8.0,735.3,768.9,,89,Wind blowing from the north-west,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,10.1,,,2500 or more  or no clouds.,,,8.0,6.3,No precipitation,12,,,,
15.01.2020 20:00,9.4,732.6,766.1,2.9,76,Wind blowing from the north-northeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,10.1,,,1500-2000,,,24.0,5.4,No precipitation,12,,,,
15.01.2020 17:00,9.6,729.7,763.1,,79,Wind blowing from the north,2,,3,100%., ,,,7.3,10.1,,,1500-2000,,,21.0,6.1,No precipitation,6,,,,
15.01.2020 14:00,9.8,729.2,762.6,-2.0,72,Wind blowing from the north-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.8,,,2000-2500,,,25.0,5.0,No precipitation,12,,,,
15.01.2020 11:00,8.8,731.2,764.8,,78,Wind blowing from the south-southeast,1,,3,100%., ,,,7.3,9.1,,,2000-2500,,,30.0,5.2,No precipitation,6,,,,
15.01.2020 08:00,7.5,730.3,763.9,0.8,95,Wind blowing from the east,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,9.1,,,1500-2000,,,9.0,6.8,0.1,12,,,,
15.01.2020 05:00,7.6,729.5,763.0,,96,Wind blowing from the east-southeast,1,,5,,Mist. ,,,7.4,9.1,,,,,,7.0,7.0,0.1,6,,,,
15.01.2020 02:00,7.7,729.7,763.1,,93,Wind blowing from the north-northwest,1,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,9.1,,,2500 or more  or no clouds.,,,10.0,6.6,0.1,12,,,,
14.01.2020 20:00,8.4,729.1,762.5,0.6,87,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,1500-2000,,,9.0,6.4,No precipitation,12,,,,
14.01.2020 17:00,8.7,728.5,761.8,,89,Wind blowing from the east-northeast,3,,,100%., ,,,,,,,1000-1500,,,7.0,7.0,,,,,,
14.01.2020 14:00,9.1,729.6,763.0,-3.4,84,Wind blowing from the east,2,,,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,2000-2500,,,9.0,6.5,No precipitation,12,,,,
14.01.2020 11:00,8.8,733.0,766.4,,87,Wind blowing from the east-southeast,2,,3,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,,,,1500-2000,,,7.0,6.8,No precipitation,6,,,,
14.01.2020 08:00,8.4,732.7,766.1,-0.4,90,Wind blowing from the south,1,,4,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,11.6,,,1500-2000,,,7.0,6.9,No precipitation,12,,,,
14.01.2020 05:00,8.8,733.1,766.5,,86,Wind blowing from the west,1,,,, ,,,,,,,,,,8.0,6.6,,,,,,
14.01.2020 02:00,8.9,733.3,766.7,,86,Wind blowing from the south-southeast,1,,4,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,11.6,,,2500 or more  or no clouds.,,,8.0,6.7,No precipitation,12,,,,
13.01.2020 20:00,10.4,731.3,764.6,2.2,72,Wind blowing from the north-northwest,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,12.0,,,2500 or more  or no clouds.,,,14.0,5.6,No precipitation,12,,,,
13.01.2020 17:00,11.5,729.1,762.2,,66,Wind blowing from the north-northeast,1,,5,90  or more  but not 100%, ,,,9.0,14.6,,,2500 or more  or no clouds.,,,16.0,5.4,No precipitation,6,,,,
13.01.2020 14:00,11.5,729.0,762.1,-1.4,69,Wind blowing from the north,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.0,,,,2000-2500,,,14.0,6.0,No precipitation,12,,,,
13.01.2020 11:00,10.3,730.4,763.6,,69,Wind blowing from the east-northeast,2,,5,90  or more  but not 100%, ,,,9.0,,,,2000-2500,,,15.0,4.9,No precipitation,6,,,,
13.01.2020 08:00,9.1,728.8,762.0,0.6,79,Wind blowing from the north-northeast,2,,5,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,15.6,,,2000-2500,,,15.0,5.7,No precipitation,12,,,,
13.01.2020 05:00,9.8,728.2,761.1,,67,Wind blowing from the north-northeast,2,,,, ,,,,,,,,,,16.0,4.0,,,,,,
13.01.2020 02:00,10.0,729.8,762.8,,72,Wind blowing from the south-southeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,15.6,,,2500 or more  or no clouds.,,,15.0,5.2,No precipitation,12,,,,
12.01.2020 20:00,12.1,728.9,762.3,1.9,60,Wind blowing from the north-east,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,15.6,,,2500 or more  or no clouds.,,,19.0,4.6,No precipitation,12,,,,
12.01.2020 17:00,14.6,727.0,760.0,,52,Wind blowing from the east-northeast,3,,,no clouds, ,,,,,,,,,,27.0,4.9,,,,,,
12.01.2020 14:00,14.1,728.6,761.8,-3.7,58,Wind blowing from the north,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.1,14.2,,,,,,23.0,6.0,No precipitation,12,,,,
12.01.2020 11:00,9.8,732.3,765.7,,76,Wind blowing from the north-northwest,1,,5,no clouds, ,,,5.1,14.2,,,,,,20.0,5.8,No precipitation,6,,,,
12.01.2020 08:00,5.2,731.9,765.5,-0.4,95,Wind blowing from the south-southeast,1,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.2,14.2,,,,,,7.0,4.5,No precipitation,12,,,,
12.01.2020 05:00,6.0,732.3,765.7,,90,Wind blowing from the east,1,,,, ,,,,,,,,,,25.0,4.5,,,,,,
12.01.2020 02:00,6.0,733.2,766.6,,94,Wind blowing from the south-east,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,5.9,14.2,,,2500 or more  or no clouds.,,,9.0,5.1,No precipitation,12,,,,
11.01.2020 20:00,10.7,732.4,765.8,0.5,67,Wind blowing from the east,3,,6,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,14.2,,,,,,22.0,4.8,No precipitation,12,,,,
11.01.2020 17:00,13.5,731.9,765.2,,55,Wind blowing from the south-east,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,4.6,,,,,,
11.01.2020 14:00,13.4,733.6,766.9,-3.4,61,Wind blowing from the south-west,2,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,13.6,,,1000-1500,,,29.0,6.0,0.7,12,,,,
11.01.2020 11:00,10.4,737.0,770.6,,79,Wind blowing from the south-southwest,2,,6,50%., ,,,7.1,10.4,,,1000-1500,,,18.0,6.9,No precipitation,6,,,,
11.01.2020 08:00,7.3,736.3,770.1,1.3,96,Wind blowing from the west,2,,6,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.1,9.6,,,1500-2000,,,6.0,6.7,1.0,12,,,,
11.01.2020 05:00,7.1,735.0,768.7,,98,Wind blowing from the west-southwest,4,,6,,Mist. ,,,7.1,9.6,,,,,,3.1,6.8,1.0,6,,,,
11.01.2020 02:00,7.6,735.2,768.9,,98,Wind blowing from the north-west,2,,5,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.6,9.6,,,2500 or more  or no clouds.,,,2.5,7.3,0.7,12,,,,
10.01.2020 20:00,8.7,732.6,766.1,2.0,84,Wind blowing from the north-west,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,10.9,,,1500-2000,,,19.0,6.2,No precipitation,12,,,,
10.01.2020 17:00,9.2,730.6,763.9,,83,Wind blowing from the north-west,2,,,100%., ,,,,,,,1500-2000,,,13.0,6.5,,,,,,
10.01.2020 14:00,9.5,730.6,763.9,-2.3,85,Wind blowing from the north,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,,,,2000-2500,,,13.0,7.1,No precipitation,12,,,,
10.01.2020 11:00,8.8,732.9,766.3,,90,Wind blowing from the north-northwest,3,,4,100%., ,,,8.3,,,,2000-2500,,,9.0,7.3,No precipitation,6,,,,
10.01.2020 08:00,8.3,731.6,765.0,1.1,91,Wind blowing from the north-northwest,1,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,12.6,,,2000-2500,,,9.0,6.9,No precipitation,12,,,,
10.01.2020 05:00,8.8,730.5,763.7,,88,Wind blowing from the north-northwest,1,,,, ,,,,,,,,,,9.0,6.9,,,,,,
10.01.2020 02:00,9.5,730.7,763.9,,84,Wind blowing from the east-northeast,2,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,12.6,,,2500 or more  or no clouds.,,,11.0,6.9,No precipitation,12,,,,
09.01.2020 20:00,10.9,730.0,763.3,1.1,72,Wind blowing from the east,2,,6,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,12.6,,,2000-2500,,,10.0,5.9,No precipitation,12,,,,
09.01.2020 17:00,11.6,728.9,762.1,,67,Wind blowing from the east,1,,,70 – 80%., ,,,,,,,2500 or more  or no clouds.,,,14.0,5.7,,,,,,
09.01.2020 14:00,12.1,729.9,763.1,-2.8,66,Wind blowing from the east,2,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.3,12.6,,,2000-2500,,,13.0,5.9,No precipitation,12,,,,
09.01.2020 11:00,11.4,732.7,766.1,,71,Wind blowing from the south-southeast,1,,3,70 – 80%., ,,,7.3,11.5,,,2000-2500,,,13.0,6.3,No precipitation,6,,,,
09.01.2020 08:00,7.4,731.7,765.1,0.7,92,Wind blowing from the south-east,1,,3,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.4,11.3,,,2000-2500,,,7.0,6.2,No precipitation,12,,,,
09.01.2020 05:00,7.8,731.0,764.4,,92,Wind blowing from the east-southeast,2,,,, ,,,,,,,,,,9.0,6.6,,,,,,
09.01.2020 02:00,8.3,731.3,764.7,,90,Wind blowing from the south-east,2,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.3,11.3,,,2500 or more  or no clouds.,,,11.0,6.8,No precipitation,12,,,,
08.01.2020 20:00,9.8,730.9,764.2,1.5,77,Wind blowing from the east-southeast,1,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,11.7,,,2000-2500,,,8.0,6.0,No precipitation,12,,,,
08.01.2020 17:00,10.7,729.4,762.7,,71,Wind blowing from the north,2,,,100%., ,,,,,,,2000-2500,,,14.0,5.7,,,,,,
08.01.2020 14:00,10.6,730.0,763.3,-2.5,68,Wind blowing from the south-east,2,,5,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.6,,,,2000-2500,,,20.0,4.9,No precipitation,12,,,,
08.01.2020 11:00,9.7,732.5,765.8,,81,Wind blowing from the north,2,,4,100%., ,,,8.6,,,,2000-2500,,,10.0,6.6,No precipitation,6,,,,
08.01.2020 08:00,8.6,731.7,765.0,-0.1,90,Wind blowing from the east-southeast,2,,4,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,4.6,13.7,,,2000-2500,,,8.0,7.1,No precipitation,12,,,,
08.01.2020 05:00,9.5,731.8,765.0,,75,Calm  no wind,0,,,, ,,,,,,,,,,14.0,5.3,,,,,,
08.01.2020 02:00,10.1,732.8,766.0,,72,Wind blowing from the north,2,,5,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,13.7,,,2500 or more  or no clouds.,,,13.0,5.3,No precipitation,12,,,,
