Local time in Erenhot,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
02.03.2020 14:00,-1.7,676.6,763.6,,56,Wind blowing from the west-northwest,9,,18,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.3,-0.6,,,1500-2000,,,21.0,-9.5,No precipitation,12,,,,
02.03.2020 11:00,-3.0,676.3,763.8,,52,Wind blowing from the west-northwest,6,,11,90  or more  but not 100%, ,,,-7.9,-0.6,,,1500-2000,,,23.0,-11.5,No precipitation,6,,,,
02.03.2020 08:00,-5.1,676.2,763.8,-0.4,56,Wind blowing from the west-southwest,4,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,1500-2000,,,28.0,-12.7,No precipitation,12,,,,
02.03.2020 05:00,-5.3,676.6,763.6,,56,Wind blowing from the south-west,7,,,, ,,,,-0.6,,,,,,28.0,-12.7,No precipitation,6,,,,
02.03.2020 02:00,-4.8,678.4,766.0,-2.1,61,Wind blowing from the west,6,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-0.6,,,2500 or more  or no clouds.,,,28.0,-11.2,No precipitation,12,,,,
01.03.2020 23:00,-5.7,680.5,769.3,,73,Wind blowing from the east-southeast,5,,9,, ,,,,-0.6,,,,,,28.0,-9.8,No precipitation,6,,,,
01.03.2020 20:00,-4.7,682.3,773.0,-0.3,76,Wind blowing from the east-southeast,3,,9,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-0.6,,,1500-2000,,,26.0,-8.3,No precipitation,12,,,,
01.03.2020 17:00,-0.7,682.6,772.0,,47,Wind blowing from the east-northeast,1,,9,no clouds, ,,,-19.6,-0.6,,,,,,30.0,-10.6,No precipitation,6,,,,
01.03.2020 14:00,-2.9,683.9,772.8,-1.1,66,Wind blowing from the west-northwest,4,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-0.3,,,,,,27.0,-8.4,No precipitation,12,,,,
01.03.2020 11:00,-7.9,685.0,774.4,,79,Wind blowing from the west-northwest,5,,8,no clouds, ,,,-19.6,-0.3,,,,,,19.0,-10.9,No precipitation,6,,,,
01.03.2020 08:00,-18.1,684.7,775.5,0.9,85,Wind blowing from the west,1,,8,no clouds,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.6,-0.3,,,,,,0.4,-20.0,2.0,12,,,,
01.03.2020 05:00,-14.0,683.8,773.5,,90,Wind blowing from the east-northeast,2,,9,, ,,,-15.1,-0.3,,,,,,9.0,-15.3,0.2,6,,,,
01.03.2020 02:00,-8.3,683.7,772.3,0.5,85,Wind blowing from the west-northwest,6,,9,,Intermittent fall of snowflakes  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,-0.3,,,2500 or more  or no clouds.,,,8.0,-10.4,3.0,12,,,,
29.02.2020 23:00,-5.5,683.2,771.7,,92,Wind blowing from the west-northwest,4,,9,,Intermittent fall of snowflakes  slight at time of observation. ,,,-7.3,-0.3,,,,,,3.1,-6.6,2.0,6,,,,
29.02.2020 20:00,-3.3,681.4,769.7,1.5,91,Wind blowing from the west-northwest,5,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Rain.,-7.3,-0.3,,,1500-2000,,,3.1,-4.6,1.0,12,,,,
29.02.2020 17:00,-1.9,679.9,767.7,,76,Wind blowing from the north,3,,9,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,0.1,,,1500-2000,,,5.0,-5.6,Trace of precipitation,6,,,,
29.02.2020 14:00,-1.4,679.0,766.6,,47,Wind blowing from the east-northeast,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.3,1.2,,,1500-2000,,,24.0,-11.5,No precipitation,12,,,,
29.02.2020 11:00,-4.8,679.0,767.0,,59,Wind blowing from the east-northeast,4,,10,90  or more  but not 100%, ,,,-7.3,,,,1500-2000,,,18.0,-11.6,No precipitation,6,,,,
29.02.2020 08:00,-7.2,677.8,765.9,1.1,75,Wind blowing from the east,4,,10,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.9,,,,1500-2000,,,19.0,-10.9,No precipitation,12,,,,
29.02.2020 05:00,-6.5,676.7,763.8,,70,Wind blowing from the east-northeast,6,,10,, ,,,-11.7,1.2,,,,,,25.0,-11.1,No precipitation,6,,,,
29.02.2020 02:00,-6.2,676.6,763.6,-0.3,59,Wind blowing from the east,6,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,1.2,,,2500 or more  or no clouds.,,,25.0,-12.9,No precipitation,12,,,,
28.02.2020 23:00,-5.5,676.9,764.4,,67,Wind blowing from the east-northeast,5,,10,, ,,,-11.7,1.2,,,,,,21.0,-10.7,No precipitation,6,,,,
28.02.2020 20:00,-3.8,676.6,765.1,,65,Wind blowing from the east,6,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,1.2,,,1500-2000,,,21.0,-9.4,No precipitation,12,,,,
28.02.2020 17:00,0.1,676.2,763.9,,39,Wind blowing from the east,5,,8,90  or more  but not 100%, ,,,-11.7,4.4,,,1500-2000,,,30.0,-12.2,No precipitation,6,,,,
28.02.2020 14:00,0.7,677.4,764.3,-1.6,29,Wind blowing from the east-southeast,4,,,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,5.3,,,2500 or more  or no clouds.,,,30.0,-15.3,No precipitation,12,,,,
28.02.2020 11:00,-3.1,679.0,766.4,,45,Wind blowing from the east-southeast,2,,,60%., ,,,-11.7,5.3,,,2500 or more  or no clouds.,,,23.0,-13.4,No precipitation,6,,,,
28.02.2020 08:00,-10.9,679.0,767.6,,67,Wind blowing from the west-northwest,2,,7,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.0,5.3,,,2500 or more  or no clouds.,,,26.0,-15.8,No precipitation,12,,,,
28.02.2020 02:00,-5.8,679.0,765.7,-0.3,51,Wind blowing from the west-northwest,4,,11,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,5.3,,,2500 or more  or no clouds.,,,29.0,-14.3,No precipitation,12,,,,
27.02.2020 23:00,-3.7,679.3,767.1,,54,Wind blowing from the west-northwest,2,,11,, ,,,-13.6,5.3,,,,,,25.0,-11.7,No precipitation,6,,,,
27.02.2020 20:00,-3.0,679.1,768.2,0.9,67,Wind blowing from the north-west,2,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,5.3,,,,,,21.0,-8.3,No precipitation,12,,,,
27.02.2020 17:00,4.5,678.2,765.8,,39,Wind blowing from the west-northwest,7,,11,no clouds, ,,,-13.6,5.3,,,,,,23.0,-8.3,No precipitation,6,,,,
27.02.2020 14:00,3.9,678.6,766.3,,50,Wind blowing from the west-northwest,6,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,3.9,,,,,,17.0,-5.8,No precipitation,12,,,,
27.02.2020 11:00,-4.8,680.2,769.1,,69,Wind blowing from the west,1,,7,no clouds, ,,,-13.6,-3.1,,,,,,12.0,-9.6,No precipitation,6,,,,
27.02.2020 08:00,-13.1,680.8,770.9,-0.6,80,Wind blowing from the east,2,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.6,-3.1,,,,,,7.0,-15.8,No precipitation,12,,,,
27.02.2020 05:00,-12.7,681.4,770.8,,83,Wind blowing from the east,4,,10,, ,,,-12.7,-3.1,,,,,,10.0,-15.0,No precipitation,6,,,,
27.02.2020 02:00,-12.3,683.1,772.9,-1.6,83,Wind blowing from the east-northeast,3,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.1,,,2500 or more  or no clouds.,,,10.0,-14.6,No precipitation,12,,,,
26.02.2020 23:00,-10.0,684.7,774.8,,82,Wind blowing from the east,4,,10,, ,,,-12.4,-3.1,,,,,,11.0,-12.5,No precipitation,6,,,,
26.02.2020 20:00,-7.2,685.5,776.0,-0.9,83,Wind blowing from the east,6,,10,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-3.1,,,,,,13.0,-9.7,Trace of precipitation,12,,,,
26.02.2020 17:00,-3.5,686.4,776.1,,69,Wind blowing from the east-southeast,5,,9,90  or more  but not 100%, ,,,-12.4,-2.5,,,1500-2000,,,19.0,-8.4,No precipitation,6,,,,
26.02.2020 14:00,-4.7,687.0,776.5,-1.8,72,Wind blowing from the east-southeast,6,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-2.0,,,1500-2000,,,18.0,-9.1,Trace of precipitation,12,,,,
26.02.2020 11:00,-8.0,688.8,778.6,,76,Wind blowing from the east-southeast,4,,,20–30%.,Snow not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.4,-2.0,,,1500-2000,,,14.0,-11.5,Trace of precipitation,6,,,,
26.02.2020 08:00,-12.2,688.6,778.7,1.2,71,Wind blowing from the east-northeast,3,,6,60%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.2,-2.0,,,1500-2000,,,18.0,-16.4,Trace of precipitation,12,,,,
26.02.2020 05:00,-10.7,687.4,777.1,,82,Wind blowing from the east,4,,6,, ,,,-10.7,-2.0,,,,,,12.0,-13.2,No precipitation,6,,,,
26.02.2020 02:00,-7.7,686.6,775.7,0.6,85,Wind blowing from the east,3,,6,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-2.0,,,2500 or more  or no clouds.,,,14.0,-9.8,No precipitation,12,,,,
25.02.2020 23:00,-4.9,686.0,774.8,,79,Wind blowing from the east-southeast,2,,,, ,,,,-2.0,,,,,,18.0,-8.1,No precipitation,6,,,,
25.02.2020 20:00,-3.1,685.3,774.1,1.4,67,Wind blowing from the east,0,,7,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-2.0,,,1500-2000,,,20.0,-8.5,No precipitation,12,,,,
25.02.2020 17:00,-2.4,683.9,772.9,,63,Wind blowing from the north-northeast,3,,8,90  or more  but not 100%, ,,,-9.9,-1.8,,,1500-2000,,,22.0,-8.5,No precipitation,6,,,,
25.02.2020 14:00,-3.1,683.1,771.9,,65,Wind blowing from the east-northeast,3,,10,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.9,-0.3,,,1500-2000,,,19.0,-8.9,No precipitation,12,,,,
25.02.2020 11:00,-4.6,682.9,771.7,,68,Wind blowing from the east-northeast,5,,12,90  or more  but not 100%, ,,,-9.9,-0.3,,,1500-2000,,,17.0,-9.6,No precipitation,6,,,,
25.02.2020 08:00,-7.4,681.7,770.3,1.5,81,Wind blowing from the east-northeast,4,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.1,-0.3,,,1500-2000,,,13.0,-10.1,No precipitation,12,,,,
25.02.2020 05:00,-9.8,680.2,768.7,,84,Wind blowing from the east-northeast,5,,14,, ,,,-10.3,-0.3,,,,,,14.0,-12.0,No precipitation,6,,,,
25.02.2020 02:00,-8.6,679.7,767.8,0.5,81,Wind blowing from the east-northeast,6,,14,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-0.3,,,2500 or more  or no clouds.,,,16.0,-11.3,No precipitation,12,,,,
24.02.2020 23:00,-6.5,679.2,767.5,,70,Wind blowing from the east,6,,14,, ,,,-10.3,-0.3,,,,,,19.0,-11.1,No precipitation,6,,,,
24.02.2020 20:00,-4.2,679.0,767.7,,70,Wind blowing from the east,7,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,-0.3,,,1500-2000,,,17.0,-9.0,No precipitation,12,,,,
24.02.2020 17:00,-1.8,677.4,765.4,,71,Wind blowing from the east,7,,13,90  or more  but not 100%, ,,,-10.3,5.0,,,1500-2000,,,20.0,-6.5,No precipitation,6,,,,
24.02.2020 14:00,-1.1,677.4,765.0,-1.0,64,Wind blowing from the east,7,,13,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.3,5.3,,,2500 or more  or no clouds.,,,16.0,-7.2,No precipitation,12,,,,
24.02.2020 11:00,-5.1,678.4,766.3,,68,Wind blowing from the east,8,,13,90  or more  but not 100%, ,,,-10.3,5.3,,,2500 or more  or no clouds.,,,13.0,-10.1,No precipitation,6,,,,
24.02.2020 08:00,-10.1,678.2,766.3,0.6,83,Wind blowing from the east-northeast,8,,11,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-10.6,5.3,,,2500 or more  or no clouds.,,,10.0,-12.4,No precipitation,12,,,,
24.02.2020 05:00,-9.4,677.6,764.5,,86,Wind blowing from the east,6,,10,, ,,,-11.3,5.3,,,,,,10.0,-11.4,No precipitation,6,,,,
24.02.2020 02:00,-7.9,678.4,765.4,0.3,83,Wind blowing from the east-northeast,5,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.3,5.3,,,2500 or more  or no clouds.,,,12.0,-10.3,No precipitation,12,,,,
23.02.2020 23:00,-4.6,678.1,765.2,,81,Wind blowing from the east-southeast,1,,9,, ,,,-11.3,5.3,,,,,,15.0,-7.4,No precipitation,6,,,,
23.02.2020 20:00,-1.2,678.1,766.3,0.6,75,Wind blowing from the east,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,5.3,,,,,,15.0,-5.1,No precipitation,12,,,,
23.02.2020 17:00,5.1,677.5,764.1,,50,Wind blowing from the west-southwest,3,,9,no clouds, ,,,-11.7,5.3,,,,,,16.0,-4.7,No precipitation,6,,,,
23.02.2020 14:00,3.1,677.2,763.9,,51,Wind blowing from the west-northwest,3,,9,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-11.7,3.1,,,,,,15.0,-6.1,No precipitation,12,,,,
23.02.2020 11:00,-1.3,677.6,765.7,,59,Wind blowing from the west,5,,9,70 – 80%., ,,,-11.7,-1.3,,,2500 or more  or no clouds.,,,14.0,-8.3,No precipitation,6,,,,
23.02.2020 08:00,-10.6,676.8,766.2,0.4,73,Wind blowing from the south-west,2,,9,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,-2.4,,,2500 or more  or no clouds.,,,13.0,-14.5,No precipitation,12,,,,
23.02.2020 05:00,-7.8,676.4,764.2,,68,Wind blowing from the west-southwest,5,,9,, ,,,-19.8,-2.4,,,,,,17.0,-12.7,No precipitation,6,,,,
23.02.2020 02:00,-7.1,677.5,765.4,-1.8,66,Wind blowing from the south-west,6,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-2.4,,,2500 or more  or no clouds.,,,25.0,-12.4,No precipitation,12,,,,
22.02.2020 23:00,-9.9,679.3,769.1,,71,Wind blowing from the west-southwest,5,,11,, ,,,-19.8,-2.4,,,,,,27.0,-14.2,No precipitation,6,,,,
22.02.2020 20:00,-8.9,680.8,772.0,,67,Wind blowing from the west-southwest,4,,11,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-19.8,-2.4,,,,,,30.0,-13.9,No precipitation,12,,,,
22.02.2020 17:00,-2.9,681.7,772.3,,62,Wind blowing from the west-southwest,5,,11,no clouds, ,,,-19.8,-2.4,,,,,,29.0,-9.2,No precipitation,6,,,,
