Local time in Enshi,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
01.03.2020 23:00,14.6,726.0,766.2,,67,Wind blowing from the north-east,1,,6,,Rain (not freezing) not falling as shower(s). ,,,9.6,22.1,,,,,,24.0,8.5,No precipitation,6,,,,
01.03.2020 20:00,17.6,724.1,764.3,2.2,50,Wind blowing from the south,1,,6,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,22.1,,,2500 or more  or no clouds.,,,28.0,7.1,Trace of precipitation,12,,,,
01.03.2020 17:00,20.7,721.9,761.7,,44,Wind blowing from the south-west,1,,,90  or more  but not 100%, ,,,,,,,2500 or more  or no clouds.,,,30.0,8.0,,,,,,
01.03.2020 14:00,20.3,723.2,763.2,-2.6,47,Wind blowing from the north-west,1,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,20.4,,,600-1000,,,30.0,8.6,No precipitation,12,,,,
01.03.2020 11:00,14.9,725.8,766.3,,72,Wind blowing from the north-northwest,1,,3,10%  or less  but not 0, ,,,9.6,17.0,,,600-1000,,,27.0,9.9,No precipitation,6,,,,
01.03.2020 08:00,10.3,725.2,765.9,,89,Wind blowing from the east-northeast,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,,,,2500 or more  or no clouds.,,,23.0,8.6,No precipitation,12,,,,
01.03.2020 05:00,10.2,724.0,764.2,,94,Wind blowing from the south-west,0,,3,, ,,,9.6,17.0,,,,,,17.0,9.3,No precipitation,6,,,,
01.03.2020 02:00,10.1,723.9,764.2,1.0,95,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.6,17.0,,,2500 or more  or no clouds.,,,12.0,9.3,No precipitation,12,,,,
29.02.2020 23:00,10.6,722.9,763.4,,93,Wind blowing from the south-west,1,,4,, ,,,10.6,17.0,,,,,,16.0,9.5,No precipitation,6,,,,
29.02.2020 20:00,12.4,721.1,761.5,1.3,88,Wind blowing from the west-southwest,1,,4,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,17.0,,,2500 or more  or no clouds.,,,13.0,10.5,No precipitation,12,,,,
29.02.2020 17:00,16.8,719.8,759.8,,64,Wind blowing from the west,2,,,20–30%., ,,,,,,,2500 or more  or no clouds.,,,30.0,10.0,,,,,,
29.02.2020 14:00,16.6,721.2,761.2,,69,Wind blowing from the north-northwest,1,,3,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,16.6,,,600-1000,,,30.0,10.9,No precipitation,12,,,,
29.02.2020 11:00,12.4,722.8,763.1,,90,Wind blowing from the west-southwest,1,,2,100%., ,,,10.8,12.4,,,2500 or more  or no clouds.,,,21.0,10.8,No precipitation,6,,,,
29.02.2020 08:00,11.0,722.1,762.5,,96,Calm  no wind,0,,,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.8,12.3,,,2500 or more  or no clouds.,,,19.0,10.4,No precipitation,12,,,,
29.02.2020 05:00,10.8,721.6,762.1,,94,Calm  no wind,0,,,, ,,,,,,,,,,24.0,9.9,,,,,,
29.02.2020 02:00,11.4,722.6,763.0,-0.4,96,Wind blowing from the south,1,,3,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.3,12.3,,,2500 or more  or no clouds.,,,10.0,10.8,0.1,12,,,,
28.02.2020 23:00,11.6,723.0,763.4,,95,Calm  no wind,0,,,, ,,,11.3,12.3,,,,,,13.0,10.8,No precipitation,6,,,,
28.02.2020 20:00,11.7,722.8,763.2,1.1,94,Wind blowing from the north,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.3,12.3,,,300-600,,,18.0,10.8,0.4,12,,,,
28.02.2020 17:00,12.0,721.7,762.1,,94,Wind blowing from the north-northeast,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.3,12.3,,,300-600,,,13.0,11.1,0.4,6,,,,
28.02.2020 14:00,12.2,722.5,762.8,-0.8,93,Wind blowing from the north,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.3,12.4,,,300-600,,,20.0,11.1,6.0,12,,,,
28.02.2020 11:00,12.0,723.3,763.7,,93,Wind blowing from the east-southeast,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.3,12.4,,,300-600,,,24.0,10.9,5.0,6,,,,
28.02.2020 08:00,11.3,722.8,763.3,,97,Wind blowing from the north-northeast,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,11.3,12.4,,,300-600,,,3.6,10.8,8.0,12,,,,
28.02.2020 05:00,11.4,721.6,762.0,,97,Wind blowing from the east,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.4,13.0,,,,,,3.5,10.9,2.0,6,,,,
28.02.2020 02:00,11.6,722.3,762.7,-1.1,96,Wind blowing from the south-southwest,0,,2,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.6,13.6,,,2500 or more  or no clouds.,,,7.0,11.0,2.0,12,,,,
27.02.2020 23:00,11.7,723.4,763.8,,96,Wind blowing from the east,0,,2,,Rain  not freezing  intermittent  slight at time of observation. ,,,11.7,,,,,,,3.7,11.1,0.5,6,,,,
27.02.2020 20:00,12.1,723.1,763.5,,96,Wind blowing from the west-northwest,0,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,,,,2500 or more  or no clouds.,,,8.0,11.5,6.0,12,,,,
27.02.2020 17:00,12.3,723.1,763.5,,95,Wind blowing from the west-northwest,1,,3,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.8,,,,300-600,,,11.0,11.5,1.0,6,,,,
27.02.2020 14:00,12.2,724.3,764.6,-2.0,94,Wind blowing from the north,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.8,16.3,,,300-600,,,6.0,11.3,10.0,12,,,,
27.02.2020 11:00,11.8,726.3,766.7,,96,Wind blowing from the south-east,0,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,11.8,16.3,,,300-600,,,4.3,11.2,8.0,6,,,,
27.02.2020 08:00,12.2,725.5,765.9,1.1,95,Wind blowing from the north,1,,3,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Drizzle.,12.2,16.3,,,300-600,,,5.0,11.4,5.0,12,,,,
27.02.2020 05:00,12.9,724.4,764.5,,95,Wind blowing from the north-northwest,1,,2,,Mist. ,,,12.4,16.3,,,,,,5.0,12.1,1.0,6,,,,
27.02.2020 02:00,13.6,725.9,766.1,0.0,97,Wind blowing from the west-northwest,1,,2,,Rain  not freezing  intermittent  slight at time of observation. ,Drizzle.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,16.3,,,2500 or more  or no clouds.,,,1.1,13.1,0.7,12,,,,
26.02.2020 23:00,13.9,725.9,766.2,,96,Calm  no wind,0,,,,Rain (not freezing) not falling as shower(s). ,,,12.4,16.3,,,,,,1.9,13.3,0.1,6,,,,
26.02.2020 20:00,14.4,724.9,765.1,1.0,94,Wind blowing from the east-northeast,0,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,16.3,,,300-600,,,3.1,13.4,0.1,12,,,,
26.02.2020 17:00,15.7,723.9,764.0,,87,Wind blowing from the west-northwest,0,,,100%., ,,,,,,,2500 or more  or no clouds.,,,8.0,13.5,,,,,,
26.02.2020 14:00,15.8,724.8,765.0,-1.5,85,Wind blowing from the south-west,1,,2,100%.,Cloud development not observed or not observable. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,15.8,,,2500 or more  or no clouds.,,,9.0,13.3,No precipitation,12,,,,
26.02.2020 11:00,13.9,726.3,766.7,,97,Wind blowing from the east,1,,2,100%.,Mist. ,Fog or ice fog or thick haze.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,12.4,14.4,,,2500 or more  or no clouds.,,,2.4,13.4,No precipitation,6,,,,
26.02.2020 08:00,12.5,725.5,766.0,0.9,98,Wind blowing from the south,1,,1,100%.,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Rain.,Drizzle.,,,,,300-600,,,0.4,12.2,2.0,12,,,,
26.02.2020 05:00,12.5,724.6,765.0,,98,Wind blowing from the south-west,0,,2,,Fog or ice fog  sky invisible  no appreciable change during the preceding hour. ,,,11.1,14.4,,,,,,0.4,12.2,No precipitation,6,,,,
26.02.2020 02:00,12.6,724.8,765.1,0.3,98,Wind blowing from the west-southwest,1,,2,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,14.4,,,2500 or more  or no clouds.,,,0.6,12.3,2.0,12,,,,
25.02.2020 23:00,12.7,724.5,764.8,,97,Wind blowing from the north-northwest,0,,2,,Fog or ice fog  sky visible  has begun or has become thicker during the preceding hour. ,,,11.1,14.4,,,,,,0.6,12.2,2.0,6,,,,
25.02.2020 20:00,12.9,723.2,763.6,0.9,96,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,14.4,,,300-600,,,0.7,12.3,0.9,12,,,,
25.02.2020 17:00,13.7,722.3,762.6,,89,Wind blowing from the north-northeast,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,14.4,,,2500 or more  or no clouds.,,,3.6,11.9,No precipitation,6,,,,
25.02.2020 14:00,14.3,722.4,762.7,-1.6,87,Wind blowing from the east,0,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,11.1,14.3,,,2500 or more  or no clouds.,,,5.0,12.2,No precipitation,12,,,,
25.02.2020 11:00,12.9,724.0,764.5,,90,Wind blowing from the west,1,,2,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,10.5,12.9,,,2500 or more  or no clouds.,,,5.0,11.3,No precipitation,6,,,,
25.02.2020 08:00,11.1,723.5,764.0,1.1,96,Wind blowing from the west-southwest,1,,1,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.2,,,300-600,,,2.4,10.5,Trace of precipitation,12,,,,
25.02.2020 05:00,11.1,722.4,762.8,,96,Wind blowing from the west-southwest,1,,1,,Mist. ,,,,12.2,,,,,,2.3,10.5,No precipitation,6,,,,
25.02.2020 02:00,11.3,723.0,763.4,,96,Wind blowing from the north,0,,,,Rain (not freezing) not falling as shower(s). ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,12.2,,,2500 or more  or no clouds.,,,2.7,10.7,No precipitation,12,,,,
24.02.2020 23:00,11.5,723.1,763.6,,94,Wind blowing from the west-northwest,0,,2,,Mist. ,,,9.3,12.2,,,,,,3.8,10.6,No precipitation,6,,,,
24.02.2020 20:00,11.8,722.2,762.7,1.5,92,Wind blowing from the north,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,12.2,,,2500 or more  or no clouds.,,,6.0,10.5,0.2,12,,,,
24.02.2020 17:00,12.1,720.7,761.1,,88,Calm  no wind,0,,,100%., ,,,,,,,2500 or more  or no clouds.,,,8.0,10.2,,,,,,
24.02.2020 14:00,11.8,720.9,761.4,-1.4,88,Wind blowing from the west,1,,2,100%.,Cloud development not observed or not observable. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,12.1,,,2500 or more  or no clouds.,,,8.0,9.9,2.0,12,,,,
24.02.2020 11:00,10.5,722.3,763.0,,95,Wind blowing from the north-northwest,1,,1,100%.,Mist. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.3,10.5,,,300-600,,,2.7,9.7,0.5,6,,,,
24.02.2020 08:00,9.4,722.2,763.0,-0.2,96,Wind blowing from the west,0,,1,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,9.1,10.2,,,300-600,,,2.7,8.8,2.0,12,,,,
24.02.2020 05:00,9.3,722.4,763.1,,96,Wind blowing from the west-southwest,0,,1,,Rain  not freezing  intermittent  slight at time of observation. ,,,8.9,10.2,,,,,,1.8,8.7,1.0,6,,,,
24.02.2020 02:00,9.6,723.9,764.7,-1.3,93,Wind blowing from the north,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,,,2500 or more  or no clouds.,,,3.1,8.5,No precipitation,12,,,,
23.02.2020 23:00,9.7,725.2,766.1,,94,Wind blowing from the south-southwest,1,,2,,Mist. ,,,,10.2,,,,,,2.9,8.8,No precipitation,6,,,,
23.02.2020 20:00,9.8,725.4,766.3,0.1,92,Wind blowing from the north-northwest,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.9,10.3,,,2500 or more  or no clouds.,,,3.8,8.6,Trace of precipitation,12,,,,
23.02.2020 17:00,9.8,725.3,766.2,,90,Calm  no wind,0,,,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Rain.,Rain.,8.9,10.8,,,300-600,,,6.0,8.2,No precipitation,6,,,,
23.02.2020 14:00,9.7,727.3,768.3,-2.4,90,Wind blowing from the south-west,1,,2,100%.,Rain  not freezing  intermittent  slight at time of observation. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,10.9,,,300-600,,,2.7,8.1,Trace of precipitation,12,,,,
23.02.2020 11:00,9.9,729.7,770.8,,88,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.9,10.9,,,2500 or more  or no clouds.,,,4.3,8.0,No precipitation,6,,,,
23.02.2020 08:00,9.1,729.4,770.5,-0.3,91,Wind blowing from the north-west,1,,1,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.9,10.9,,,2500 or more  or no clouds.,,,4.9,7.7,No precipitation,12,,,,
23.02.2020 05:00,9.0,729.7,770.8,,92,Wind blowing from the south-west,1,,1,,Mist. ,,,7.8,10.9,,,,,,4.7,7.8,No precipitation,6,,,,
23.02.2020 02:00,9.3,731.2,772.3,-1.1,91,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,10.9,,,2500 or more  or no clouds.,,,4.4,7.9,No precipitation,12,,,,
22.02.2020 23:00,9.8,732.3,773.5,,86,Calm  no wind,0,,,,Mist. ,,,7.8,10.9,,,,,,4.5,7.6,No precipitation,6,,,,
22.02.2020 20:00,10.3,731.7,773.0,,84,Wind blowing from the north,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,11.6,,,2500 or more  or no clouds.,,,6.0,7.7,No precipitation,12,,,,
22.02.2020 17:00,10.8,731.1,772.3,,77,Wind blowing from the west,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,9.0,6.9,,,,,,
22.02.2020 14:00,10.1,732.6,773.9,,80,Wind blowing from the south-west,1,,2,100%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,,,,2500 or more  or no clouds.,,,10.0,6.8,No precipitation,12,,,,
22.02.2020 11:00,9.3,734.3,775.7,,88,Calm  no wind,0,,,100%., ,,,7.8,,,,2500 or more  or no clouds.,,,8.0,7.4,No precipitation,6,,,,
22.02.2020 08:00,7.9,733.5,774.8,0.5,93,Wind blowing from the south,1,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.8,14.6,,,2500 or more  or no clouds.,,,5.0,6.8,No precipitation,12,,,,
22.02.2020 05:00,7.9,733.0,774.1,,93,Wind blowing from the south-southeast,0,,2,,Mist. ,,,7.8,14.6,,,,,,6.0,6.8,No precipitation,6,,,,
22.02.2020 02:00,8.7,733.9,774.9,-0.1,93,Calm  no wind,0,,,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,14.6,,,2500 or more  or no clouds.,,,5.0,7.6,No precipitation,12,,,,
21.02.2020 23:00,9.9,734.0,775.3,,91,Wind blowing from the west,1,,2,,Mist. ,,,8.4,14.6,,,,,,5.0,8.5,No precipitation,6,,,,
21.02.2020 20:00,11.6,732.4,773.6,,81,Calm  no wind,0,,,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,14.6,,,2500 or more  or no clouds.,,,7.0,8.5,No precipitation,12,,,,
21.02.2020 17:00,13.4,731.5,772.5,,67,Wind blowing from the south,1,,,100%., ,,,,,,,2500 or more  or no clouds.,,,10.0,7.4,,,,,,
21.02.2020 14:00,14.5,732.1,773.1,-1.9,61,Wind blowing from the south-southeast,1,,2,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,8.4,14.6,,,2500 or more  or no clouds.,,,9.0,7.1,0.2,12,,,,
21.02.2020 11:00,10.0,734.0,775.4,,88,Wind blowing from the west,0,,2,100%.,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,7.2,10.9,,,2500 or more  or no clouds.,,,4.2,8.1,No precipitation,6,,,,
21.02.2020 08:00,8.5,732.7,774.1,1.4,95,Wind blowing from the south-southwest,0,,2,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.9,,,300-600,,,2.3,7.7,2.0,12,,,,
21.02.2020 05:00,8.6,731.3,772.6,,94,Wind blowing from the north,0,,2,,Mist. ,,,,10.9,,,,,,2.3,7.7,0.9,6,,,,
21.02.2020 02:00,8.7,731.4,772.6,,93,Wind blowing from the north,1,,3,,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,10.9,,,2500 or more  or no clouds.,,,2.6,7.6,1.0,12,,,,
20.02.2020 23:00,9.1,731.4,772.8,,89,Calm  no wind,0,,,,Rain  not freezing  intermittent  slight at time of observation. ,,,4.8,10.9,,,,,,3.1,7.4,0.7,6,,,,
