Local time in Rikaze,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2020 20:00,4.4,473.8,751.5,-0.5,13,Calm  no wind,0,,,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,8.5,,,1500-2000,,,30.0,-21.6,Trace of precipitation,12,,,,
03.03.2020 17:00,7.8,474.3,750.5,,11,Wind blowing from the north-west,3,,11,40%., ,,,-3.0,9.8,,,1500-2000,,,30.0,-20.9,No precipitation,6,,,,
03.03.2020 14:00,4.0,476.8,754.5,-1.3,39,Wind blowing from the north-northwest,5,,9,70 – 80%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Rain.,-3.0,9.9,,,1500-2000,,,30.0,-9.0,Trace of precipitation,12,,,,
03.03.2020 11:00,0.5,478.1,757.6,,46,Wind blowing from the south,1,,5,40%.,Rain and snow or ice pellets not falling as shower(s). ,Rain.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-3.0,9.9,,,1500-2000,,,30.0,-9.8,Trace of precipitation,6,,,,
03.03.2020 08:00,-1.2,476.9,755.0,0.7,48,Wind blowing from the south-east,2,,8,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,9.9,,,2000-2500,,,30.0,-10.8,No precipitation,12,,,,
03.03.2020 05:00,-1.8,476.2,753.0,,48,Calm  no wind,0,,,, ,,,-8.3,9.9,,,,,,30.0,-11.4,No precipitation,6,,,,
03.03.2020 02:00,2.1,476.1,751.3,0.9,29,Wind blowing from the north-east,2,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,9.9,,,2500 or more  or no clouds.,,,30.0,-14.1,No precipitation,12,,,,
02.03.2020 23:00,3.9,475.2,751.5,,15,Wind blowing from the south,2,,13,, ,,,,9.9,,,,,,30.0,-20.4,No precipitation,6,,,,
02.03.2020 20:00,6.7,474.2,754.1,-0.2,6,Wind blowing from the south-southwest,3,,13,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,9.9,,,1500-2000,,,30.0,-28.4,No precipitation,12,,,,
02.03.2020 17:00,8.8,474.4,751.4,,2,Wind blowing from the west-southwest,6,,13,60%., ,,,-8.3,10.5,,,1500-2000,,,30.0,-38.3,No precipitation,6,,,,
02.03.2020 14:00,7.4,476.5,754.6,-1.2,3,Wind blowing from the west-southwest,6,,13,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,10.5,,,1500-2000,,,30.0,-35.2,No precipitation,12,,,,
02.03.2020 11:00,3.1,477.7,754.7,,19,Wind blowing from the south,3,,5,no clouds, ,,,-8.3,10.5,,,,,,30.0,-18.3,No precipitation,6,,,,
02.03.2020 08:00,-6.8,476.5,757.2,0.4,46,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,10.5,,,,,,30.0,-16.5,No precipitation,12,,,,
02.03.2020 05:00,-3.9,476.1,753.4,,33,Wind blowing from the south-southwest,0,,7,, ,,,-8.3,10.5,,,,,,30.0,-17.8,No precipitation,6,,,,
02.03.2020 02:00,-2.2,476.3,754.3,0.5,27,Wind blowing from the west-northwest,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,10.5,,,2500 or more  or no clouds.,,,30.0,-18.7,No precipitation,12,,,,
01.03.2020 23:00,5.0,475.8,752.0,,11,Wind blowing from the west-southwest,2,,14,, ,,,,10.5,,,,,,30.0,-23.1,No precipitation,6,,,,
01.03.2020 20:00,7.7,474.6,754.3,-1.1,3,Wind blowing from the south-west,2,,14,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,10.5,,,1500-2000,,,30.0,-35.0,No precipitation,12,,,,
01.03.2020 17:00,9.9,475.7,753.0,,4,Wind blowing from the west-southwest,3,,14,50%., ,,,-8.3,10.0,,,1500-2000,,,30.0,-30.4,No precipitation,6,,,,
01.03.2020 14:00,7.3,478.5,755.5,-1.2,9,Wind blowing from the south,4,,8,40%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.3,9.1,,,1500-2000,,,30.0,-23.5,No precipitation,12,,,,
01.03.2020 11:00,2.7,479.7,758.5,,16,Wind blowing from the south-west,1,,5,20–30%., ,,,-8.3,9.1,,,1500-2000,,,30.0,-20.6,No precipitation,6,,,,
01.03.2020 08:00,-6.8,478.7,761.5,0.4,42,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,9.1,,,,,,30.0,-17.6,No precipitation,12,,,,
01.03.2020 05:00,-4.2,478.3,758.7,,30,Wind blowing from the south-east,1,,,, ,,,,9.1,,,,,,30.0,-19.2,No precipitation,6,,,,
01.03.2020 02:00,1.5,478.2,756.1,0.7,19,Wind blowing from the south,1,,7,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,9.1,,,2500 or more  or no clouds.,,,30.0,-19.6,No precipitation,12,,,,
29.02.2020 23:00,4.5,477.5,756.9,,11,Wind blowing from the west-southwest,3,,7,, ,,,,9.1,,,,,,30.0,-23.5,No precipitation,6,,,,
29.02.2020 20:00,6.4,476.1,760.9,-0.6,5,Wind blowing from the south-west,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,9.1,,,1500-2000,,,30.0,-30.6,No precipitation,12,,,,
29.02.2020 17:00,7.4,476.7,760.0,,5,Wind blowing from the east,2,,6,90  or more  but not 100%, ,,,-12.9,8.1,,,1500-2000,,,30.0,-29.9,No precipitation,6,,,,
29.02.2020 14:00,5.6,479.4,763.9,-1.2,9,Wind blowing from the south-southwest,2,,5,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-12.9,5.9,,,,,,30.0,-24.8,No precipitation,12,,,,
29.02.2020 11:00,-0.6,480.6,768.1,,20,Wind blowing from the north-northeast,2,,3,no clouds, ,,,-12.9,5.9,,,,,,30.0,-20.8,No precipitation,6,,,,
29.02.2020 08:00,-12.2,479.4,768.2,0.3,68,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,5.9,,,,,,30.0,-16.9,No precipitation,12,,,,
29.02.2020 05:00,-10.5,479.1,765.1,,50,Calm  no wind,0,,,, ,,,-13.3,5.9,,,,,,30.0,-18.9,No precipitation,6,,,,
29.02.2020 02:00,-7.9,479.4,766.3,0.1,36,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,5.9,,,2500 or more  or no clouds.,,,25.0,-20.4,No precipitation,12,,,,
28.02.2020 23:00,-5.5,479.3,767.4,,23,Calm  no wind,0,,,, ,,,-13.3,5.9,,,,,,19.0,-23.4,No precipitation,6,,,,
28.02.2020 20:00,2.9,478.7,767.2,-0.9,4,Wind blowing from the north,3,,7,10%  or less  but not 0,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,5.9,,,1500-2000,,,30.0,-35.4,No precipitation,12,,,,
28.02.2020 17:00,5.4,479.6,765.8,,3,Wind blowing from the south-east,2,,5,60%., ,,,-13.3,5.8,,,2500 or more  or no clouds.,,,30.0,-36.5,No precipitation,6,,,,
28.02.2020 14:00,1.7,482.1,769.5,-1.4,6,Wind blowing from the south-southwest,2,,4,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.3,5.1,,,2500 or more  or no clouds.,,,30.0,-32.2,No precipitation,12,,,,
28.02.2020 11:00,-2.7,483.5,772.0,,18,Wind blowing from the north-northeast,1,,3,no clouds, ,,,-13.3,5.1,,,,,,30.0,-23.8,No precipitation,6,,,,
28.02.2020 08:00,-12.2,482.1,773.8,0.3,51,Wind blowing from the east-southeast,1,,8,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-13.2,5.1,,,,,,30.0,-20.3,No precipitation,12,,,,
28.02.2020 05:00,-10.4,481.8,770.4,,41,Wind blowing from the east,1,,13,, ,,,-11.0,5.1,,,,,,30.0,-21.1,No precipitation,6,,,,
28.02.2020 02:00,-6.0,481.9,767.4,0.6,28,Wind blowing from the west-southwest,1,,13,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.8,5.1,,,2500 or more  or no clouds.,,,30.0,-21.6,No precipitation,12,,,,
27.02.2020 23:00,-2.3,481.3,767.6,,20,Wind blowing from the north-northwest,2,,13,, ,,,-5.1,5.1,,,,,,26.0,-22.2,No precipitation,6,,,,
27.02.2020 20:00,1.2,479.8,764.7,0.7,9,Wind blowing from the north,4,,13,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,5.1,,,1500-2000,,,30.0,-28.2,No precipitation,12,,,,
27.02.2020 17:00,3.7,479.1,762.0,,13,Wind blowing from the north,5,,11,90  or more  but not 100%, ,,,-5.1,5.1,,,1500-2000,,,30.0,-22.2,No precipitation,6,,,,
27.02.2020 14:00,4.4,480.0,763.3,-0.5,16,Wind blowing from the north-west,2,,7,70 – 80%.,Cloud development not observed or not observable. ,Rain and snow or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,5.1,,,1500-2000,,,30.0,-19.2,Trace of precipitation,12,,,,
27.02.2020 11:00,-1.2,480.5,767.3,,65,Wind blowing from the south,1,,6,60%.,Cloud development not observed or not observable. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-5.1,,,,600-1000,,,30.0,-7.1,Trace of precipitation,6,,,,
27.02.2020 08:00,-3.8,478.7,764.6,1.1,81,Calm  no wind,0,,,90  or more  but not 100%,Intermittent fall of snowflakes  slight at time of observation. ,Snow and/or other types of solid precipitation,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-6.7,,,,1500-2000,,,6.0,-6.7,Trace of precipitation,12,,,,
27.02.2020 05:00,-3.9,477.6,760.0,,81,Wind blowing from the north,2,,10,,Snow not falling as shower(s). ,,,-7.2,5.1,,,,,,30.0,-6.8,No precipitation,6,,,,
27.02.2020 02:00,-4.2,477.5,759.7,0.5,80,Calm  no wind,0,,,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,5.1,,,2500 or more  or no clouds.,,,30.0,-7.1,Trace of precipitation,12,,,,
26.02.2020 23:00,-3.9,477.0,761.8,,76,Calm  no wind,0,,,, ,,,-7.2,5.1,,,,,,30.0,-7.5,Trace of precipitation,6,,,,
26.02.2020 20:00,-1.5,475.9,762.1,1.0,70,Wind blowing from the north-northeast,3,,11,100%.,Snow not falling as shower(s). ,Snow and/or other types of solid precipitation,Rain.,-7.2,5.1,,,1500-2000,,,30.0,-6.4,Trace of precipitation,12,,,,
26.02.2020 17:00,3.2,474.9,755.4,,28,Wind blowing from the south,3,,11,90  or more  but not 100%, ,,,-7.2,7.3,,,,,,30.0,-13.6,No precipitation,6,,,,
26.02.2020 14:00,3.7,476.7,757.5,-0.9,23,Wind blowing from the north,4,,7,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.2,7.3,,,1500-2000,,,30.0,-15.5,No precipitation,12,,,,
26.02.2020 11:00,-1.4,477.6,760.3,,31,Wind blowing from the north-northwest,1,,6,90  or more  but not 100%, ,,,-7.2,7.3,,,,,,30.0,-16.3,No precipitation,6,,,,
26.02.2020 08:00,-6.8,476.7,760.0,0.1,50,Calm  no wind,0,,,90  or more  but not 100%,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,7.3,,,2000-2500,,,30.0,-15.7,No precipitation,12,,,,
26.02.2020 05:00,-3.6,476.6,757.3,,37,Wind blowing from the south,1,,10,, ,,,-9.3,7.3,,,,,,30.0,-16.2,No precipitation,6,,,,
26.02.2020 02:00,-2.8,477.1,757.9,0.4,32,Wind blowing from the east-southeast,1,,10,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,7.3,,,2500 or more  or no clouds.,,,30.0,-17.2,No precipitation,12,,,,
25.02.2020 23:00,0.2,476.7,757.4,,25,Wind blowing from the south,3,,10,, ,,,,7.3,,,,,,30.0,-17.5,No precipitation,6,,,,
25.02.2020 20:00,3.6,475.2,759.0,-0.3,20,Wind blowing from the east,5,,10,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,7.3,,,1500-2000,,,30.0,-17.3,No precipitation,12,,,,
25.02.2020 17:00,4.5,475.5,755.8,,19,Wind blowing from the north,2,,10,90  or more  but not 100%, ,,,-9.3,7.3,,,1500-2000,,,30.0,-17.1,No precipitation,6,,,,
25.02.2020 14:00,4.2,477.2,757.8,-1.5,15,Wind blowing from the west,2,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.3,7.4,,,1500-2000,,,30.0,-20.2,No precipitation,12,,,,
25.02.2020 11:00,1.0,478.7,760.1,,25,Wind blowing from the east-northeast,2,,5,no clouds, ,,,-9.3,7.4,,,,,,30.0,-16.8,No precipitation,6,,,,
25.02.2020 08:00,-8.9,477.7,763.1,0.4,51,Calm  no wind,0,,,no clouds,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-8.9,7.4,,,,,,30.0,-17.4,No precipitation,12,,,,
25.02.2020 05:00,-3.9,477.3,757.9,,32,Wind blowing from the south-southeast,1,,,, ,,,-7.1,7.4,,,,,,30.0,-18.2,No precipitation,6,,,,
25.02.2020 02:00,-2.5,477.4,757.6,0.4,30,Wind blowing from the south-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,7.4,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
24.02.2020 23:00,0.8,477.0,757.2,,24,Wind blowing from the east-southeast,1,,8,, ,,,-7.1,7.4,,,,,,30.0,-17.5,No precipitation,6,,,,
24.02.2020 20:00,3.5,475.8,757.1,-0.1,17,Wind blowing from the south-east,3,,,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,7.4,,,1500-2000,,,30.0,-19.3,No precipitation,12,,,,
24.02.2020 17:00,5.8,475.9,755.8,,10,Wind blowing from the south-west,2,,7,70 – 80%., ,,,-7.1,8.5,,,1500-2000,,,30.0,-23.5,No precipitation,6,,,,
24.02.2020 14:00,5.2,478.1,758.4,-1.3,12,Wind blowing from the east-northeast,3,,6,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-7.1,8.5,,,1500-2000,,,30.0,-21.9,No precipitation,12,,,,
24.02.2020 11:00,1.3,479.4,759.8,,24,Wind blowing from the east-southeast,1,,,20–30%., ,,,-7.1,8.5,,,1500-2000,,,30.0,-17.1,No precipitation,6,,,,
24.02.2020 08:00,-4.2,478.5,760.6,0.3,34,Wind blowing from the south-southwest,1,,8,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,8.5,,,2500 or more  or no clouds.,,,30.0,-17.7,No precipitation,12,,,,
24.02.2020 05:00,-4.2,478.2,758.9,,32,Wind blowing from the south,0,,8,, ,,,-9.5,8.5,,,,,,30.0,-18.4,No precipitation,6,,,,
24.02.2020 02:00,-2.1,478.2,758.2,0.3,25,Wind blowing from the south-east,2,,8,,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,8.5,,,2500 or more  or no clouds.,,,30.0,-19.5,No precipitation,12,,,,
23.02.2020 23:00,2.7,477.9,757.8,,15,Wind blowing from the east,2,,8,, ,,,,8.5,,,,,,30.0,-21.4,No precipitation,6,,,,
23.02.2020 20:00,4.8,477.0,761.2,-0.3,14,Wind blowing from the east-northeast,1,,8,70 – 80%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,8.5,,,1500-2000,,,30.0,-20.5,No precipitation,12,,,,
23.02.2020 17:00,6.6,477.3,758.7,,10,Wind blowing from the north-west,2,,8,70 – 80%., ,,,-9.5,8.3,,,1500-2000,,,30.0,-22.9,No precipitation,6,,,,
23.02.2020 14:00,5.8,479.8,760.3,-1.4,16,Wind blowing from the west-northwest,2,,5,20–30%.,Cloud development not observed or not observable. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,-9.5,7.3,,,1500-2000,,,30.0,-18.1,No precipitation,12,,,,
23.02.2020 11:00,0.7,481.2,763.0,,37,Wind blowing from the north,3,,4,no clouds, ,,,-9.5,7.3,,,,,,30.0,-12.3,No precipitation,6,,,,
